Wavelength (nm),Sum,Ca I (1.7e-02),Ca II (8.9e-01),Ca III (9.1e-02)
414.83,4.927e-8,,,4.927e-8
414.88,6.601e-8,,,6.601e-8
414.93,8.593e-8,,,8.593e-8
414.98,1.087e-7,,,1.087e-7
415.03,1.335e-7,,,1.335e-7
415.08,1.593e-7,,,1.593e-7
415.13,1.847e-7,,,1.847e-7
415.18,2.080e-7,,,2.080e-7
415.23,2.275e-7,,,2.275e-7
415.28,2.418e-7,,,2.418e-7
415.33,2.497e-7,,,2.497e-7
415.38,2.505e-7,,,2.505e-7
415.43,2.441e-7,,,2.441e-7
415.48,2.312e-7,,,2.312e-7
415.53,2.128e-7,,,2.128e-7
415.58,1.905e-7,,,1.905e-7
415.63,1.659e-7,,,1.659e-7
415.68,1.409e-7,,,1.409e-7
415.73,1.169e-7,,,1.169e-7
415.78,9.532e-8,,,9.532e-8
415.83,7.699e-8,,,7.699e-8
415.88,6.244e-8,,,6.244e-8
415.93,5.183e-8,,,5.183e-8
415.98,4.500e-8,,,4.500e-8
416.03,4.155e-8,,,4.155e-8
416.08,4.093e-8,,,4.093e-8
416.13,4.244e-8,,,4.244e-8
416.18,4.537e-8,,,4.537e-8
416.23,4.898e-8,,,4.898e-8
416.28,5.259e-8,,,5.259e-8
416.33,5.561e-8,,,5.561e-8
416.38,5.758e-8,,,5.758e-8
416.43,5.819e-8,,,5.819e-8
416.48,5.731e-8,,,5.731e-8
416.53,5.501e-8,,,5.501e-8
416.58,5.149e-8,,,5.149e-8
416.63,4.712e-8,,,4.712e-8
416.68,4.239e-8,,,4.239e-8
416.73,3.781e-8,,,3.781e-8
416.78,3.395e-8,,,3.395e-8
416.84,3.104e-8,,,3.104e-8
416.89,3.066e-8,,,3.066e-8
416.94,3.259e-8,,,3.259e-8
416.99,3.718e-8,,,3.718e-8
417.04,4.465e-8,,,4.465e-8
417.09,5.502e-8,,,5.502e-8
417.14,6.815e-8,,,6.815e-8
417.19,8.361e-8,,,8.361e-8
417.24,1.008e-7,,,1.008e-7
417.29,1.187e-7,,,1.187e-7
417.34,1.364e-7,,,1.364e-7
417.39,1.527e-7,,,1.527e-7
417.44,1.665e-7,,,1.665e-7
417.49,1.769e-7,,,1.769e-7
417.54,1.836e-7,,,1.836e-7
417.59,1.864e-7,,,1.864e-7
417.64,1.860e-7,,,1.860e-7
417.69,1.833e-7,,,1.833e-7
417.74,1.800e-7,,,1.800e-7
417.79,1.779e-7,,,1.779e-7
417.84,1.789e-7,,,1.789e-7
417.89,1.849e-7,,,1.849e-7
417.94,1.971e-7,,,1.971e-7
417.99,2.163e-7,,,2.163e-7
418.04,2.422e-7,,,2.422e-7
418.09,2.740e-7,,,2.740e-7
418.14,3.096e-7,,,3.096e-7
418.19,3.465e-7,,,3.465e-7
418.24,3.815e-7,,,3.815e-7
418.29,4.115e-7,,,4.115e-7
418.34,4.334e-7,,,4.334e-7
418.39,4.451e-7,,,4.451e-7
418.44,4.450e-7,,,4.450e-7
418.49,4.329e-7,,,4.329e-7
418.54,4.096e-7,,,4.096e-7
418.59,3.768e-7,,,3.768e-7
418.64,3.369e-7,,,3.369e-7
418.69,2.928e-7,,,2.928e-7
418.74,2.474e-7,,,2.474e-7
418.79,2.031e-7,,,2.031e-7
418.84,1.621e-7,,,1.621e-7
418.89,1.257e-7,,,1.257e-7
418.94,9.474e-8,,,9.474e-8
418.99,6.940e-8,,,6.940e-8
419.04,4.940e-8,,,4.940e-8
419.09,3.418e-8,,,3.418e-8
419.14,2.298e-8,,,2.298e-8
419.19,1.502e-8,,,1.502e-8
419.24,9.541e-9,,,9.541e-9
419.29,5.897e-9,,,5.897e-9
419.34,3.555e-9,,,3.555e-9
419.39,2.110e-9,,,2.110e-9
419.44,1.271e-9,,,1.271e-9
419.49,8.481e-10,,,8.481e-10
419.54,7.380e-10,,,7.380e-10
419.59,9.148e-10,,,9.148e-10
419.64,1.430e-9,,,1.430e-9
419.69,2.420e-9,,,2.420e-9
419.74,4.130e-9,,,4.130e-9
419.79,6.933e-9,,,6.933e-9
419.84,1.137e-8,,,1.137e-8
419.89,1.817e-8,,,1.817e-8
419.94,2.830e-8,,,2.830e-8
419.99,4.290e-8,,,4.290e-8
420.04,6.331e-8,,,6.331e-8
420.09,9.095e-8,,,9.095e-8
420.14,6.170e-7,4.898e-7,,1.272e-7
420.19,2.164e-6,1.990e-6,,1.730e-7
420.24,8.095e-6,7.866e-6,,2.290e-7
420.29,3.052e-5,3.023e-5,,2.950e-7
420.34,1.133e-4,1.130e-4,,3.697e-7
420.39,4.109e-4,4.104e-4,,4.509e-7
420.44,1.451e-3,1.450e-3,,5.350e-7
420.49,4.983e-3,4.982e-3,,6.178e-7
420.54,1.665e-2,1.665e-2,,6.944e-7
420.59,5.408e-2,5.408e-2,,7.600e-7
420.64,1.708e-1,1.708e-1,,8.102e-7
420.69,5.248e-1,5.248e-1,,8.418e-7
420.74,1.568e+0,1.568e+0,,8.532e-7
420.79,4.553e+0,4.553e+0,,8.445e-7
420.84,1.286e+1,1.286e+1,,8.176e-7
420.89,3.532e+1,3.532e+1,,7.756e-7
420.94,9.434e+1,9.434e+1,,7.227e-7
420.99,2.450e+2,2.450e+2,,6.634e-7
421.04,6.187e+2,6.187e+2,,6.018e-7
421.09,1.519e+3,1.519e+3,,5.414e-7
421.14,3.628e+3,3.628e+3,,4.846e-7
421.19,8.424e+3,8.424e+3,,4.326e-7
421.24,1.902e+4,1.902e+4,,3.858e-7
421.29,4.176e+4,4.176e+4,,3.437e-7
421.34,8.916e+4,8.916e+4,,3.054e-7
421.39,1.851e+5,1.851e+5,,2.700e-7
421.44,3.737e+5,3.737e+5,,2.368e-7
421.49,7.335e+5,7.335e+5,,2.053e-7
421.54,1.400e+6,1.400e+6,,1.754e-7
421.59,2.599e+6,2.599e+6,,1.472e-7
421.64,4.691e+6,4.691e+6,,1.210e-7
421.69,8.234e+6,8.234e+6,,9.740e-8
421.74,1.405e+7,1.405e+7,,7.658e-8
421.79,2.332e+7,2.332e+7,,5.880e-8
421.84,3.763e+7,3.763e+7,,4.413e-8
421.89,5.906e+7,5.906e+7,,3.246e-8
421.94,9.012e+7,9.012e+7,,2.358e-8
421.99,1.337e+8,1.337e+8,,1.721e-8
422.04,1.929e+8,1.929e+8,,1.304e-8
422.09,2.707e+8,2.707e+8,,1.081e-8
422.14,3.693e+8,3.693e+8,,1.027e-8
422.19,4.900e+8,4.900e+8,,1.127e-8
422.24,6.321e+8,6.321e+8,,1.371e-8
422.29,7.929e+8,7.929e+8,,1.751e-8
422.34,9.672e+8,9.672e+8,,2.262e-8
422.39,1.147e+9,1.147e+9,,2.896e-8
422.44,1.323e+9,1.323e+9,,3.642e-8
422.49,1.484e+9,1.484e+9,,4.481e-8
422.54,1.619e+9,1.619e+9,,5.390e-8
422.59,1.717e+9,1.717e+9,,6.340e-8
422.64,1.770e+9,1.770e+9,,7.302e-8
422.69,1.775e+9,1.775e+9,,8.248e-8
422.74,1.731e+9,1.731e+9,,9.159e-8
422.79,1.642e+9,1.642e+9,,1.002e-7
422.84,1.514e+9,1.514e+9,,1.084e-7
422.89,1.357e+9,1.357e+9,,1.161e-7
422.94,1.183e+9,1.183e+9,,1.236e-7
422.99,1.003e+9,1.003e+9,,1.309e-7
423.04,8.269e+8,8.269e+8,,1.381e-7
423.09,6.629e+8,6.629e+8,,1.451e-7
423.14,5.167e+8,5.167e+8,,1.516e-7
423.19,3.917e+8,3.917e+8,,1.573e-7
423.24,2.887e+8,2.887e+8,,1.618e-7
423.29,2.069e+8,2.069e+8,,1.646e-7
423.34,1.442e+8,1.442e+8,,1.654e-7
423.39,9.774e+7,9.774e+7,,1.641e-7
423.44,6.441e+7,6.441e+7,,1.609e-7
423.49,4.128e+7,4.128e+7,,1.561e-7
423.54,2.572e+7,2.572e+7,,1.503e-7
423.59,1.559e+7,1.559e+7,,1.443e-7
423.64,9.183e+6,9.183e+6,,1.387e-7
423.69,5.261e+6,5.261e+6,,1.341e-7
423.74,2.931e+6,2.931e+6,,1.310e-7
423.79,1.588e+6,1.588e+6,,1.294e-7
423.84,8.366e+5,8.366e+5,,1.290e-7
423.89,4.286e+5,4.286e+5,,1.294e-7
423.94,2.135e+5,2.135e+5,,1.299e-7
423.99,1.034e+5,1.034e+5,,1.297e-7
424.04,4.871e+4,4.871e+4,,1.281e-7
424.09,2.231e+4,2.231e+4,,1.247e-7
424.14,9.936e+3,9.936e+3,,1.191e-7
424.19,4.303e+3,4.303e+3,,1.113e-7
424.24,1.812e+3,1.812e+3,,1.017e-7
424.29,7.421e+2,7.421e+2,,9.066e-8
424.34,2.955e+2,2.955e+2,,7.875e-8
424.39,1.144e+2,1.144e+2,,6.663e-8
424.44,4.309e+1,4.309e+1,,5.489e-8
424.49,1.578e+1,1.578e+1,,4.401e-8
424.54,5.617e+0,5.617e+0,,3.433e-8
424.59,1.945e+0,1.945e+0,,2.606e-8
424.64,6.546e-1,6.546e-1,,1.926e-8
424.69,2.143e-1,2.143e-1,,1.386e-8
424.74,6.822e-2,6.822e-2,,9.730e-9
424.79,2.112e-2,2.112e-2,,6.693e-9
424.84,6.356e-3,6.356e-3,,4.553e-9
424.89,1.860e-3,1.860e-3,,3.129e-9
424.94,5.295e-4,5.295e-4,,2.262e-9
424.99,1.465e-4,1.465e-4,,1.825e-9
425.04,3.944e-5,3.943e-5,,1.721e-9
425.09,1.032e-5,1.032e-5,,1.881e-9
425.14,2.628e-6,2.626e-6,,2.256e-9
425.19,6.526e-7,6.498e-7,,2.810e-9
425.24,3.510e-9,,,3.510e-9
425.29,4.323e-9,,,4.323e-9
425.34,5.209e-9,,,5.209e-9
425.39,6.120e-9,,,6.120e-9
425.44,7.001e-9,,,7.001e-9
425.49,7.794e-9,,,7.794e-9
425.54,8.443e-9,,,8.443e-9
425.59,8.897e-9,,,8.897e-9
425.64,9.120e-9,,,9.120e-9
425.69,9.095e-9,,,9.095e-9
425.74,3.649e-8,2.766e-8,,8.824e-9
425.79,1.185e-7,1.102e-7,,8.328e-9
425.84,4.346e-7,4.269e-7,,7.646e-9
425.89,1.617e-6,1.610e-6,,6.832e-9
425.94,5.915e-6,5.909e-6,,5.942e-9
425.99,2.111e-5,2.110e-5,,5.035e-9
426.04,7.333e-5,7.333e-5,,4.165e-9
426.09,2.480e-4,2.480e-4,,3.380e-9
426.14,8.160e-4,8.160e-4,,2.720e-9
426.19,2.613e-3,2.613e-3,,2.218e-9
426.24,8.143e-3,8.143e-3,,1.911e-9
426.29,2.469e-2,2.469e-2,,1.838e-9
426.34,7.286e-2,7.286e-2,,2.054e-9
426.39,2.092e-1,2.092e-1,,2.635e-9
426.44,5.846e-1,5.846e-1,,3.682e-9
426.49,1.590e+0,1.590e+0,,5.332e-9
426.54,4.206e+0,4.206e+0,,7.749e-9
426.59,1.083e+1,1.083e+1,,1.113e-8
426.64,2.714e+1,2.714e+1,,1.568e-8
426.69,6.617e+1,6.617e+1,,2.160e-8
426.74,1.570e+2,1.570e+2,,2.908e-8
426.79,3.625e+2,3.625e+2,,3.826e-8
426.84,8.145e+2,8.145e+2,,4.917e-8
426.89,1.781e+3,1.781e+3,,6.176e-8
426.94,3.789e+3,3.789e+3,,7.588e-8
426.99,7.845e+3,7.845e+3,,9.123e-8
427.04,1.581e+4,1.581e+4,,1.074e-7
427.09,3.099e+4,3.099e+4,,1.241e-7
427.14,5.912e+4,5.912e+4,,1.407e-7
427.19,1.098e+5,1.098e+5,,1.569e-7
427.24,1.983e+5,1.983e+5,,1.723e-7
427.29,3.486e+5,3.486e+5,,1.867e-7
427.34,5.965e+5,5.965e+5,,2.001e-7
427.39,9.930e+5,9.930e+5,,2.124e-7
427.44,1.609e+6,1.609e+6,,2.238e-7
427.49,2.537e+6,2.537e+6,,2.342e-7
427.54,3.892e+6,3.892e+6,,2.436e-7
427.59,5.811e+6,5.811e+6,,2.520e-7
427.64,8.444e+6,8.444e+6,,2.589e-7
427.69,1.194e+7,1.194e+7,,2.641e-7
427.74,1.643e+7,1.643e+7,,2.671e-7
427.79,2.202e+7,2.202e+7,,2.674e-7
427.84,2.871e+7,2.871e+7,,2.648e-7
427.89,3.645e+7,3.645e+7,,2.591e-7
427.94,4.506e+7,4.506e+7,,2.506e-7
427.99,5.425e+7,5.425e+7,,2.396e-7
428.04,6.364e+7,6.364e+7,,2.266e-7
428.09,7.278e+7,7.278e+7,,2.125e-7
428.14,8.119e+7,8.119e+7,,1.980e-7
428.19,8.843e+7,8.843e+7,,1.836e-7
428.24,9.418e+7,9.418e+7,,1.699e-7
428.29,9.823e+7,9.823e+7,,1.572e-7
428.34,1.006e+8,1.006e+8,,1.458e-7
428.39,1.014e+8,1.014e+8,,1.355e-7
428.44,1.009e+8,1.009e+8,,1.263e-7
428.49,9.967e+7,9.967e+7,,1.181e-7
428.54,9.799e+7,9.799e+7,,1.107e-7
428.59,9.627e+7,9.627e+7,,1.041e-7
428.64,9.475e+7,9.475e+7,,9.811e-8
428.69,9.355e+7,9.355e+7,,9.282e-8
428.74,9.257e+7,9.257e+7,,8.811e-8
428.79,9.163e+7,9.163e+7,,8.390e-8
428.84,9.041e+7,9.041e+7,,8.006e-8
428.89,8.860e+7,8.860e+7,,7.642e-8
428.94,8.593e+7,8.593e+7,,7.280e-8
428.99,8.225e+7,8.225e+7,,6.904e-8
429.04,7.753e+7,7.753e+7,,6.505e-8
429.09,7.196e+7,7.196e+7,,6.088e-8
429.14,6.585e+7,6.585e+7,,5.672e-8
429.19,5.965e+7,5.965e+7,,5.297e-8
429.24,5.389e+7,5.389e+7,,5.027e-8
429.29,4.914e+7,4.914e+7,,4.955e-8
429.34,4.596e+7,4.596e+7,,5.204e-8
429.39,4.488e+7,4.488e+7,,5.933e-8
429.44,4.634e+7,4.634e+7,,7.341e-8
429.49,5.072e+7,5.072e+7,,9.662e-8
429.54,5.831e+7,5.831e+7,,1.316e-7
429.59,6.929e+7,6.929e+7,,1.813e-7
429.64,8.374e+7,8.374e+7,,2.486e-7
429.69,1.016e+8,1.016e+8,,3.358e-7
429.74,1.227e+8,1.227e+8,,4.446e-7
429.79,1.466e+8,1.466e+8,,5.754e-7
429.84,1.727e+8,1.727e+8,,7.266e-7
429.89,2.002e+8,2.002e+8,,8.948e-7
429.94,2.280e+8,2.280e+8,,1.074e-6
429.99,2.548e+8,2.548e+8,,1.256e-6
430.04,2.794e+8,2.794e+8,,1.431e-6
430.09,3.003e+8,3.003e+8,,1.588e-6
430.14,3.165e+8,3.165e+8,,1.717e-6
430.19,3.269e+8,3.269e+8,,1.809e-6
430.24,3.311e+8,3.311e+8,,1.855e-6
430.29,3.290e+8,3.290e+8,,1.854e-6
430.34,3.209e+8,3.209e+8,,1.804e-6
430.39,3.076e+8,3.076e+8,,1.709e-6
430.44,2.902e+8,2.902e+8,,1.577e-6
430.49,2.699e+8,2.699e+8,,1.418e-6
430.54,2.480e+8,2.480e+8,,1.241e-6
430.59,2.254e+8,2.254e+8,,1.057e-6
430.64,2.031e+8,2.031e+8,,8.773e-7
430.69,1.817e+8,1.817e+8,,7.089e-7
430.74,1.615e+8,1.615e+8,,5.577e-7
430.79,1.426e+8,1.426e+8,,4.273e-7
430.84,1.251e+8,1.251e+8,,3.187e-7
430.89,1.090e+8,1.090e+8,,2.314e-7
430.94,9.408e+7,9.408e+7,,1.636e-7
430.99,8.054e+7,8.054e+7,,1.126e-7
431.04,6.843e+7,6.843e+7,,7.549e-8
431.09,5.791e+7,5.791e+7,,4.926e-8
431.14,4.917e+7,4.917e+7,,3.129e-8
431.19,4.241e+7,4.241e+7,,1.935e-8
431.24,3.781e+7,3.781e+7,,1.165e-8
431.29,3.547e+7,3.547e+7,,6.828e-9
431.34,3.542e+7,3.542e+7,,3.896e-9
431.39,3.759e+7,3.759e+7,,2.164e-9
431.44,4.179e+7,4.179e+7,,1.171e-9
431.49,4.770e+7,4.770e+7,,6.174e-10
431.54,5.488e+7,5.488e+7,,3.186e-10
431.59,6.281e+7,6.281e+7,,1.636e-10
431.64,7.086e+7,7.086e+7,,8.879e-11
431.69,7.838e+7,7.838e+7,,6.025e-11
431.74,8.475e+7,8.475e+7,,6.251e-11
431.79,8.940e+7,8.940e+7,,9.246e-11
431.84,9.194e+7,9.194e+7,,1.566e-10
431.89,9.211e+7,9.211e+7,,2.709e-10
431.94,8.987e+7,8.987e+7,,4.618e-10
431.99,8.538e+7,8.538e+7,,7.688e-10
432.04,7.899e+7,7.899e+7,,1.248e-9
432.09,7.114e+7,7.114e+7,,1.973e-9
432.14,6.238e+7,6.238e+7,,3.038e-9
432.19,5.325e+7,5.325e+7,,4.559e-9
432.24,4.426e+7,4.426e+7,,6.667e-9
432.29,3.581e+7,3.581e+7,,9.501e-9
432.34,2.821e+7,2.821e+7,,1.320e-8
432.39,2.163e+7,2.163e+7,,1.789e-8
432.44,1.615e+7,1.615e+7,,2.364e-8
432.49,1.174e+7,1.174e+7,,3.050e-8
432.54,8.308e+6,8.308e+6,,3.842e-8
432.59,5.723e+6,5.723e+6,,4.729e-8
432.64,3.839e+6,3.839e+6,,5.693e-8
432.69,2.506e+6,2.506e+6,,6.709e-8
432.74,1.593e+6,1.593e+6,,7.746e-8
432.79,9.860e+5,9.860e+5,,8.774e-8
432.84,5.940e+5,5.940e+5,,9.761e-8
432.89,3.484e+5,3.484e+5,,1.068e-7
432.94,1.990e+5,1.990e+5,,1.150e-7
432.99,1.106e+5,1.106e+5,,1.221e-7
433.04,5.987e+4,5.987e+4,,1.279e-7
433.09,3.155e+4,3.155e+4,,1.322e-7
433.14,1.618e+4,1.618e+4,,1.349e-7
433.19,8.081e+3,8.081e+3,,1.359e-7
433.24,3.929e+3,3.929e+3,,1.351e-7
433.29,1.860e+3,1.860e+3,,1.324e-7
433.34,8.570e+2,8.570e+2,,1.279e-7
433.39,3.845e+2,3.845e+2,,1.215e-7
433.44,1.679e+2,1.679e+2,,1.136e-7
433.49,7.141e+1,7.141e+1,,1.044e-7
433.54,2.959e+1,2.959e+1,,9.433e-8
433.59,1.200e+1,1.200e+1,,8.373e-8
433.64,4.917e+0,4.917e+0,,7.312e-8
433.69,2.429e+0,2.429e+0,,6.291e-8
433.74,2.323e+0,2.323e+0,,5.349e-8
433.79,4.404e+0,4.404e+0,,4.512e-8
433.84,1.026e+1,1.026e+1,,3.796e-8
433.89,2.426e+1,2.426e+1,,3.208e-8
433.94,5.618e+1,5.618e+1,,2.743e-8
433.99,1.269e+2,1.269e+2,,2.391e-8
434.04,2.790e+2,2.790e+2,,2.135e-8
434.09,5.977e+2,5.977e+2,,1.957e-8
434.14,1.247e+3,1.247e+3,,1.838e-8
434.19,2.534e+3,2.534e+3,,1.761e-8
434.24,5.017e+3,5.017e+3,,1.709e-8
434.29,9.671e+3,9.671e+3,,1.670e-8
434.34,1.816e+4,1.816e+4,,1.632e-8
434.39,3.321e+4,3.321e+4,,1.587e-8
434.44,5.916e+4,5.916e+4,,1.529e-8
434.49,1.026e+5,1.026e+5,,1.456e-8
434.54,1.734e+5,1.734e+5,,1.366e-8
434.59,2.854e+5,2.854e+5,,1.261e-8
434.64,4.576e+5,4.576e+5,,1.145e-8
434.69,7.144e+5,7.144e+5,,1.024e-8
434.74,1.086e+6,1.086e+6,,9.048e-9
434.79,1.609e+6,1.609e+6,,7.980e-9
434.84,2.321e+6,2.321e+6,,7.144e-9
434.89,3.261e+6,3.261e+6,,6.674e-9
434.94,4.463e+6,4.463e+6,,6.728e-9
434.99,5.949e+6,5.949e+6,,7.495e-9
435.04,7.723e+6,7.723e+6,,9.202e-9
435.09,9.765e+6,9.765e+6,,1.211e-8
435.14,1.203e+7,1.203e+7,,1.650e-8
435.19,1.442e+7,1.442e+7,,2.269e-8
435.24,1.685e+7,1.685e+7,,3.096e-8
435.29,1.918e+7,1.918e+7,,4.152e-8
435.34,2.125e+7,2.125e+7,,5.450e-8
435.39,2.294e+7,2.294e+7,,6.983e-8
435.44,2.412e+7,2.412e+7,,8.725e-8
435.49,2.470e+7,2.470e+7,,1.062e-7
435.54,2.463e+7,2.463e+7,,1.260e-7
435.59,2.393e+7,2.393e+7,,1.456e-7
435.64,2.264e+7,2.264e+7,,1.639e-7
435.69,2.086e+7,2.086e+7,,1.798e-7
435.74,1.873e+7,1.873e+7,,1.920e-7
435.79,1.637e+7,1.637e+7,,1.997e-7
435.84,1.394e+7,1.394e+7,,2.024e-7
435.89,1.156e+7,1.156e+7,,1.997e-7
435.94,9.337e+6,9.337e+6,,1.920e-7
435.99,7.345e+6,7.345e+6,,1.798e-7
436.04,5.628e+6,5.628e+6,,1.639e-7
436.09,4.201e+6,4.201e+6,,1.456e-7
436.14,3.053e+6,3.053e+6,,1.260e-7
436.19,2.162e+6,2.162e+6,,1.062e-7
436.24,1.491e+6,1.491e+6,,8.716e-8
436.29,1.001e+6,1.001e+6,,6.968e-8
436.34,6.549e+5,6.549e+5,,5.427e-8
436.39,4.172e+5,4.172e+5,,4.116e-8
436.44,2.589e+5,2.589e+5,,3.041e-8
436.49,1.565e+5,1.565e+5,,2.188e-8
436.54,9.212e+4,9.212e+4,,1.534e-8
436.59,5.282e+4,5.282e+4,,1.047e-8
436.64,2.950e+4,2.950e+4,,6.964e-9
436.69,1.604e+4,1.604e+4,,4.511e-9
436.74,8.499e+3,8.499e+3,,2.846e-9
436.79,4.386e+3,4.386e+3,,1.749e-9
436.84,2.204e+3,2.204e+3,,1.047e-9
436.89,1.079e+3,1.079e+3,,6.102e-10
436.94,5.143e+2,5.143e+2,,3.465e-10
436.99,2.388e+2,2.388e+2,,1.916e-10
437.04,1.080e+2,1.080e+2,,1.032e-10
437.09,4.758e+1,4.758e+1,,5.417e-11
437.14,2.041e+1,2.041e+1,,2.768e-11
437.19,8.530e+0,8.530e+0,,1.378e-11
437.24,3.472e+0,3.472e+0,,6.682e-12
437.29,1.376e+0,1.376e+0,,3.156e-12
437.34,5.313e-1,5.313e-1,,1.452e-12
437.39,1.998e-1,1.998e-1,,6.505e-13
437.44,7.318e-2,7.318e-2,,2.839e-13
437.49,2.611e-2,2.611e-2,,1.207e-13
437.54,9.071e-3,9.071e-3,,4.996e-14
437.59,3.070e-3,3.070e-3,,2.015e-14
437.64,1.012e-3,1.012e-3,,7.916e-15
437.69,3.248e-4,3.248e-4,,3.031e-15
437.74,1.016e-4,1.016e-4,,1.137e-15
437.79,3.093e-5,3.093e-5,,4.357e-16
437.84,9.176e-6,9.176e-6,,2.239e-16
437.89,2.651e-6,2.651e-6,,2.832e-16
437.94,7.460e-7,7.460e-7,,6.878e-16
437.99,2.044e-7,2.044e-7,,1.886e-15
438.04,5.457e-8,5.457e-8,,5.139e-15
438.09,1.419e-8,1.419e-8,,1.368e-14
438.14,3.593e-9,3.593e-9,,3.547e-14
438.19,8.967e-14,,,8.967e-14
438.24,2.209e-13,,,2.209e-13
438.29,5.302e-13,,,5.302e-13
438.34,1.240e-12,,,1.240e-12
438.39,2.828e-12,,,2.828e-12
438.44,6.282e-12,,,6.282e-12
438.49,1.360e-11,,,1.360e-11
438.54,2.869e-11,,,2.869e-11
438.59,5.898e-11,,,5.898e-11
438.64,1.182e-10,,,1.182e-10
438.69,2.307e-10,,,2.307e-10
438.74,4.389e-10,,,4.389e-10
438.79,8.138e-10,,,8.138e-10
438.84,1.470e-9,,,1.470e-9
438.89,2.589e-9,,,2.589e-9
438.94,4.442e-9,,,4.442e-9
438.99,7.427e-9,,,7.427e-9
439.04,1.210e-8,,,1.210e-8
439.09,1.922e-8,,,1.922e-8
439.14,2.974e-8,,,2.974e-8
439.19,4.484e-8,,,4.484e-8
439.24,6.590e-8,,,6.590e-8
439.29,9.439e-8,,,9.439e-8
439.34,1.317e-7,,,1.317e-7
439.39,1.792e-7,,,1.792e-7
439.44,2.376e-7,,,2.376e-7
439.49,3.070e-7,,,3.070e-7
439.54,3.867e-7,,,3.867e-7
439.59,4.748e-7,,,4.748e-7
439.64,5.685e-7,,,5.685e-7
439.69,6.637e-7,,,6.637e-7
439.74,7.558e-7,,,7.558e-7
439.79,8.400e-7,,,8.400e-7
439.84,9.115e-7,,,9.115e-7
439.89,9.838e-7,1.728e-8,,9.665e-7
439.94,1.068e-6,6.600e-8,,1.002e-6
439.99,1.264e-6,2.458e-7,,1.019e-6
440.04,1.908e-6,8.923e-7,,1.016e-6
440.09,4.154e-6,3.157e-6,,9.962e-7
440.14,1.186e-5,1.089e-5,,9.642e-7
440.19,3.755e-5,3.662e-5,,9.240e-7
440.24,1.209e-4,1.200e-4,,8.803e-7
440.29,3.844e-4,3.836e-4,,8.368e-7
440.34,1.195e-3,1.195e-3,,7.964e-7
440.39,3.628e-3,3.627e-3,,7.604e-7
440.44,1.073e-2,1.073e-2,,7.290e-7
440.49,3.097e-2,3.097e-2,,7.008e-7
440.54,8.709e-2,8.709e-2,,6.738e-7
440.59,2.387e-1,2.387e-1,,6.457e-7
440.64,6.380e-1,6.380e-1,,6.143e-7
440.69,1.662e+0,1.662e+0,,5.781e-7
440.74,4.220e+0,4.220e+0,,5.362e-7
440.79,1.045e+1,1.045e+1,,4.889e-7
440.84,2.520e+1,2.520e+1,,4.372e-7
440.89,5.928e+1,5.928e+1,,3.828e-7
440.94,1.359e+2,1.359e+2,,3.277e-7
440.99,3.037e+2,3.037e+2,,2.741e-7
441.04,6.617e+2,6.617e+2,,2.239e-7
441.09,1.405e+3,1.405e+3,,1.784e-7
441.14,2.909e+3,2.909e+3,,1.387e-7
441.19,5.870e+3,5.870e+3,,1.051e-7
441.24,1.155e+4,1.155e+4,,7.768e-8
441.29,2.214e+4,2.214e+4,,5.597e-8
441.34,4.139e+4,4.139e+4,,3.931e-8
441.39,7.541e+4,7.541e+4,,2.691e-8
441.44,1.339e+5,1.339e+5,,1.795e-8
441.49,2.319e+5,2.319e+5,,1.168e-8
441.54,3.914e+5,3.914e+5,,7.403e-9
441.59,6.439e+5,6.439e+5,,4.576e-9
441.64,1.033e+6,1.033e+6,,2.760e-9
441.69,1.614e+6,1.614e+6,,1.632e-9
441.74,2.460e+6,2.460e+6,,9.575e-10
441.79,3.654e+6,3.654e+6,,5.826e-10
441.84,5.291e+6,5.291e+6,,4.122e-10
441.89,7.469e+6,7.469e+6,,4.005e-10
441.94,1.028e+7,1.028e+7,,5.452e-10
441.99,1.378e+7,1.378e+7,,8.870e-10
442.04,1.802e+7,1.802e+7,,1.516e-9
442.09,2.297e+7,2.297e+7,,2.585e-9
442.14,2.854e+7,2.854e+7,,4.323e-9
442.19,3.458e+7,3.458e+7,,7.062e-9
442.24,4.084e+7,4.084e+7,,1.125e-8
442.29,4.703e+7,4.703e+7,,1.748e-8
442.34,5.283e+7,5.283e+7,,2.647e-8
442.39,5.789e+7,5.789e+7,,3.908e-8
442.44,6.191e+7,6.191e+7,,5.624e-8
442.49,6.469e+7,6.469e+7,,7.891e-8
442.54,6.612e+7,6.612e+7,,1.079e-7
442.59,6.624e+7,6.624e+7,,1.439e-7
442.64,6.527e+7,6.527e+7,,1.871e-7
442.69,6.357e+7,6.357e+7,,2.371e-7
442.74,6.163e+7,6.163e+7,,2.928e-7
442.79,6.005e+7,6.005e+7,,3.527e-7
442.84,5.947e+7,5.947e+7,,4.140e-7
442.89,6.050e+7,6.050e+7,,4.739e-7
442.94,6.367e+7,6.367e+7,,5.287e-7
442.99,6.936e+7,6.936e+7,,5.750e-7
443.04,7.776e+7,7.776e+7,,6.097e-7
443.09,8.879e+7,8.879e+7,,6.302e-7
443.14,1.021e+8,1.021e+8,,6.351e-7
443.19,1.171e+8,1.171e+8,,6.238e-7
443.24,1.329e+8,1.329e+8,,5.974e-7
443.29,1.485e+8,1.485e+8,,5.577e-7
443.34,1.627e+8,1.627e+8,,5.076e-7
