Wavelength (nm),Sum,Ca I (1.7e-02),Ca II (8.9e-01),Ca III (9.1e-02)
200.11,2.251e-5,,,2.251e-5
200.16,2.155e-5,,,2.155e-5
200.21,1.892e-5,,,1.892e-5
200.26,1.543e-5,,,1.543e-5
200.31,1.182e-5,,,1.182e-5
200.36,8.561e-6,,,8.561e-6
200.41,5.837e-6,,,5.837e-6
200.46,3.708e-6,,,3.708e-6
200.51,2.167e-6,,,2.167e-6
200.56,1.150e-6,,,1.150e-6
200.61,5.485e-7,,,5.485e-7
200.66,2.338e-7,,,2.338e-7
200.72,7.192e-8,,,7.192e-8
200.77,2.359e-8,,,2.359e-8
200.82,6.844e-9,,,6.844e-9
200.87,1.756e-9,,,1.756e-9
200.92,3.980e-10,,,3.980e-10
200.97,7.972e-11,,,7.972e-11
201.02,1.447e-11,,,1.447e-11
201.07,5.069e-12,,,5.069e-12
201.12,1.952e-11,,,1.952e-11
201.17,1.139e-10,,,1.139e-10
201.22,5.968e-10,,,5.968e-10
201.27,2.766e-9,,,2.766e-9
201.32,1.134e-8,,,1.134e-8
201.37,4.113e-8,,,4.113e-8
201.42,1.319e-7,,,1.319e-7
201.47,3.744e-7,,,3.744e-7
201.52,9.396e-7,,,9.396e-7
201.57,2.086e-6,,,2.086e-6
201.62,4.096e-6,,,4.096e-6
201.67,7.115e-6,,,7.115e-6
201.72,1.093e-5,,,1.093e-5
201.77,1.486e-5,,,1.486e-5
201.82,1.786e-5,,,1.786e-5
201.87,1.899e-5,,,1.899e-5
201.92,1.786e-5,,,1.786e-5
201.97,1.486e-5,,,1.486e-5
202.02,1.093e-5,,,1.093e-5
202.07,7.130e-6,,,7.130e-6
202.12,4.149e-6,,,4.149e-6
202.17,2.251e-6,,,2.251e-6
202.22,1.395e-6,,,1.395e-6
202.27,1.489e-6,,,1.489e-6
202.32,2.545e-6,,,2.545e-6
202.37,4.672e-6,,,4.672e-6
202.42,7.885e-6,,,7.885e-6
202.47,1.186e-5,,,1.186e-5
202.52,1.583e-5,,,1.583e-5
202.57,1.873e-5,,,1.873e-5
202.62,1.964e-5,,,1.964e-5
202.67,1.826e-5,,,1.826e-5
202.72,1.505e-5,,,1.505e-5
202.77,1.101e-5,,,1.101e-5
202.82,7.178e-6,,,7.178e-6
202.87,4.268e-6,,,4.268e-6
202.92,2.593e-6,,,2.593e-6
202.97,2.257e-6,,,2.257e-6
203.02,3.402e-6,,,3.402e-6
203.07,6.304e-6,,,6.304e-6
203.12,1.120e-5,,,1.120e-5
203.17,1.789e-5,,,1.789e-5
203.22,2.540e-5,,,2.540e-5
203.27,3.195e-5,,,3.195e-5
203.32,3.563e-5,,,3.563e-5
203.37,3.520e-5,,,3.520e-5
203.42,3.082e-5,,,3.082e-5
203.47,2.393e-5,,,2.393e-5
203.52,1.657e-5,,,1.657e-5
203.57,1.059e-5,,,1.059e-5
203.62,7.605e-6,,,7.605e-6
203.67,9.988e-6,,,9.988e-6
203.72,2.316e-5,,,2.316e-5
203.77,5.871e-5,,,5.871e-5
203.82,1.368e-4,,,1.368e-4
203.87,2.841e-4,,,2.841e-4
203.92,5.237e-4,,,5.237e-4
203.97,8.564e-4,,,8.564e-4
204.02,1.242e-3,,,1.242e-3
204.07,1.598e-3,,,1.598e-3
204.12,1.824e-3,,,1.824e-3
204.17,1.846e-3,,,1.846e-3
204.22,1.658e-3,,,1.658e-3
204.27,1.322e-3,,,1.322e-3
204.32,9.366e-4,,,9.366e-4
204.37,5.927e-4,,,5.927e-4
204.42,3.392e-4,,,3.392e-4
204.47,1.817e-4,,,1.817e-4
204.52,9.851e-5,,,9.851e-5
204.57,6.079e-5,,,6.079e-5
204.62,4.501e-5,,,4.501e-5
204.67,3.697e-5,,,3.697e-5
204.72,3.025e-5,,,3.025e-5
204.77,2.322e-5,,,2.322e-5
204.82,1.632e-5,,,1.632e-5
204.87,1.041e-5,,,1.041e-5
204.92,6.001e-6,,,6.001e-6
204.97,3.120e-6,,,3.120e-6
205.02,1.460e-6,,,1.460e-6
205.07,6.140e-7,,,6.140e-7
205.12,2.316e-7,,,2.316e-7
205.17,7.823e-8,,,7.823e-8
205.22,2.364e-8,,,2.364e-8
205.27,6.379e-9,,,6.379e-9
205.32,1.537e-9,,,1.537e-9
205.37,3.303e-10,,,3.303e-10
205.42,6.445e-11,,,6.445e-11
205.47,1.844e-11,,,1.844e-11
205.52,4.378e-11,,,4.378e-11
205.57,2.063e-10,,,2.063e-10
205.62,8.961e-10,,,8.961e-10
205.67,3.464e-9,,,3.464e-9
205.72,1.191e-8,,,1.191e-8
205.77,3.638e-8,,,3.638e-8
205.82,9.883e-8,,,9.883e-8
205.87,2.387e-7,,,2.387e-7
205.92,5.126e-7,,,5.126e-7
205.97,9.786e-7,,,9.786e-7
206.02,1.661e-6,,,1.661e-6
206.07,2.507e-6,,,2.507e-6
206.12,3.363e-6,,,3.363e-6
206.17,4.012e-6,,,4.012e-6
206.22,4.255e-6,,,4.255e-6
206.27,4.012e-6,,,4.012e-6
206.32,3.363e-6,,,3.363e-6
206.37,2.507e-6,,,2.507e-6
206.42,1.661e-6,,,1.661e-6
206.47,9.786e-7,,,9.786e-7
206.52,5.126e-7,,,5.126e-7
206.57,2.387e-7,,,2.387e-7
206.62,9.883e-8,,,9.883e-8
206.67,3.638e-8,,,3.638e-8
206.72,1.192e-8,,,1.192e-8
206.77,3.529e-9,,,3.529e-9
206.82,1.215e-9,,,1.215e-9
206.87,1.600e-9,,,1.600e-9
206.92,5.466e-9,,,5.466e-9
206.97,1.880e-8,,,1.880e-8
207.02,5.798e-8,,,5.798e-8
207.07,1.593e-7,,,1.593e-7
207.12,3.896e-7,,,3.896e-7
207.17,8.485e-7,,,8.485e-7
207.22,1.646e-6,,,1.646e-6
207.27,2.845e-6,,,2.845e-6
207.32,4.390e-6,,,4.390e-6
207.37,6.068e-6,,,6.068e-6
207.42,7.583e-6,,,7.583e-6
207.47,8.759e-6,,,8.759e-6
207.52,9.790e-6,,,9.790e-6
207.57,1.138e-5,,,1.138e-5
207.62,1.457e-5,,,1.457e-5
207.67,2.026e-5,,,2.026e-5
207.72,2.852e-5,,,2.852e-5
207.77,3.810e-5,,,3.810e-5
207.82,4.661e-5,,,4.661e-5
207.87,5.136e-5,,,5.136e-5
207.92,5.063e-5,,,5.063e-5
207.97,4.453e-5,,,4.453e-5
208.02,3.491e-5,,,3.491e-5
208.07,2.439e-5,,,2.439e-5
208.12,1.518e-5,,,1.518e-5
208.17,8.412e-6,,,8.412e-6
208.22,4.153e-6,,,4.153e-6
208.27,1.827e-6,,,1.827e-6
208.32,7.156e-7,,,7.156e-7
208.37,2.497e-7,,,2.497e-7
208.42,7.763e-8,,,7.763e-8
208.47,2.149e-8,,,2.149e-8
208.52,5.301e-9,,,5.301e-9
208.57,1.165e-9,,,1.165e-9
208.62,2.279e-10,,,2.279e-10
208.67,3.972e-11,,,3.972e-11
208.72,6.168e-12,,,6.168e-12
208.77,8.531e-13,,,8.531e-13
208.82,1.064e-13,,,1.064e-13
208.87,2.467e-14,,,2.467e-14
208.92,1.161e-13,,,1.161e-13
208.97,8.974e-13,,,8.974e-13
209.02,6.254e-12,,,6.254e-12
209.07,5.022e-7,,5.021e-7,3.891e-11
209.12,8.007e-6,,8.007e-6,2.161e-10
209.17,1.140e-4,,1.140e-4,1.071e-9
209.22,1.451e-3,,1.451e-3,4.741e-9
209.27,1.648e-2,,1.648e-2,1.873e-8
209.32,1.672e-1,,1.672e-1,6.605e-8
209.37,1.515e+0,,1.515e+0,2.079e-7
209.42,1.226e+1,,1.226e+1,5.843e-7
209.47,8.864e+1,,8.864e+1,1.466e-6
209.52,5.723e+2,,5.723e+2,3.282e-6
209.57,3.300e+3,,3.300e+3,6.560e-6
209.62,1.699e+4,,1.699e+4,1.171e-5
209.67,7.815e+4,,7.815e+4,1.865e-5
209.72,3.210e+5,,3.210e+5,2.651e-5
209.77,1.178e+6,,1.178e+6,3.365e-5
209.82,3.859e+6,,3.859e+6,3.813e-5
209.87,1.129e+7,,1.129e+7,3.856e-5
209.92,2.952e+7,,2.952e+7,3.482e-5
209.97,6.891e+7,,6.891e+7,2.806e-5
210.02,1.437e+8,,1.437e+8,2.019e-5
210.07,2.675e+8,,2.675e+8,1.297e-5
210.12,4.449e+8,,4.449e+8,7.434e-6
210.17,6.607e+8,,6.607e+8,3.808e-6
210.22,8.765e+8,,8.765e+8,1.752e-6
210.27,1.038e+9,,1.038e+9,7.493e-7
210.32,1.099e+9,,1.099e+9,3.614e-7
210.37,1.038e+9,,1.038e+9,3.191e-7
210.42,8.765e+8,,8.765e+8,5.025e-7
210.47,6.607e+8,,6.607e+8,8.749e-7
210.52,4.449e+8,,4.449e+8,1.411e-6
210.57,2.675e+8,,2.675e+8,2.045e-6
210.62,1.438e+8,,1.438e+8,2.649e-6
210.67,6.939e+7,,6.939e+7,3.067e-6
210.72,3.132e+7,,3.132e+7,3.173e-6
210.77,1.729e+7,,1.729e+7,2.940e-6
210.82,2.170e+7,,2.170e+7,2.459e-6
210.87,4.863e+7,,4.863e+7,1.933e-6
210.92,1.132e+8,,1.132e+8,1.674e-6
210.97,2.402e+8,,2.402e+8,2.196e-6
211.02,4.568e+8,,4.568e+8,4.432e-6
211.07,7.771e+8,,7.771e+8,1.001e-5
211.12,1.182e+9,,1.182e+9,2.136e-5
211.17,1.609e+9,,1.609e+9,4.120e-5
211.22,1.958e+9,,1.958e+9,7.124e-5
211.27,2.131e+9,,2.131e+9,1.102e-4
211.32,2.074e+9,,2.074e+9,1.524e-4
211.37,1.806e+9,,1.806e+9,1.885e-4
211.42,1.406e+9,,1.406e+9,2.084e-4
211.47,9.794e+8,,9.794e+8,2.061e-4
211.52,6.102e+8,,6.102e+8,1.822e-4
211.57,3.401e+8,,3.401e+8,1.441e-4
211.62,1.695e+8,,1.695e+8,1.019e-4
211.67,7.559e+7,,7.559e+7,6.446e-5
211.72,3.016e+7,,3.016e+7,3.660e-5
211.77,1.076e+7,,1.076e+7,1.906e-5
211.82,3.436e+6,,3.436e+6,1.033e-5
211.87,9.814e+5,,9.814e+5,8.891e-6
211.92,2.508e+5,,2.508e+5,1.479e-5
211.97,5.734e+4,,5.734e+4,3.024e-5
212.02,1.173e+4,,1.173e+4,5.884e-5
212.07,2.147e+3,,2.147e+3,1.034e-4
212.12,3.517e+2,,3.517e+2,1.629e-4
212.17,5.154e+1,,5.154e+1,2.298e-4
212.22,6.759e+0,,6.759e+0,2.901e-4
212.27,7.936e-1,,7.932e-1,3.278e-4
212.32,8.364e-2,,8.331e-2,3.314e-4
212.37,8.130e-3,,7.830e-3,3.000e-4
212.42,9.019e-4,,6.586e-4,2.433e-4
212.47,2.267e-4,,4.958e-5,1.771e-4
212.52,1.202e-4,,3.340e-6,1.168e-4
212.57,7.246e-5,,2.014e-7,7.226e-5
212.62,4.660e-5,,,4.660e-5
212.67,3.827e-5,,,3.827e-5
212.72,4.319e-5,,,4.319e-5
212.77,5.622e-5,,,5.622e-5
212.82,7.166e-5,,,7.166e-5
212.87,8.396e-5,,,8.396e-5
212.92,8.895e-5,,,8.895e-5
212.97,8.529e-5,,,8.529e-5
213.02,7.509e-5,,,7.509e-5
213.07,6.314e-5,,,6.314e-5
213.12,5.493e-5,,,5.493e-5
213.17,5.447e-5,,,5.447e-5
213.22,6.269e-5,,,6.269e-5
213.27,7.700e-5,,,7.700e-5
213.32,9.211e-5,,,9.211e-5
213.37,1.020e-4,,,1.020e-4
213.42,1.025e-4,,,1.025e-4
213.47,9.274e-5,,,9.274e-5
213.52,7.549e-5,,,7.549e-5
213.57,5.570e-5,,,5.570e-5
213.62,3.845e-5,,,3.845e-5
213.67,2.754e-5,,,2.754e-5
213.72,2.522e-5,,,2.522e-5
213.77,3.241e-5,8.781e-10,,3.240e-5
213.82,4.878e-5,1.412e-8,,4.876e-5
213.87,7.238e-5,2.039e-7,,7.217e-5
213.92,1.009e-4,2.642e-6,,9.824e-5
213.97,1.514e-4,3.072e-5,,1.207e-4
214.02,4.539e-4,3.207e-4,,1.332e-4
214.07,3.137e-3,3.005e-3,,1.320e-4
214.12,2.538e-2,2.527e-2,,1.176e-4
214.17,1.908e-1,1.907e-1,,9.438e-5
214.22,1.292e+0,1.292e+0,,6.854e-5
214.27,7.855e+0,7.855e+0,,4.546e-5
214.32,4.286e+1,4.286e+1,,2.799e-5
214.37,2.100e+2,2.100e+2,,1.643e-5
214.42,9.231e+2,9.231e+2,,9.504e-6
214.47,3.642e+3,3.642e+3,,5.572e-6
214.52,1.290e+4,1.290e+4,,3.319e-6
214.57,4.101e+4,4.101e+4,,1.968e-6
214.62,1.170e+5,1.170e+5,,1.147e-6
214.67,2.996e+5,2.996e+5,,7.226e-7
214.72,6.887e+5,6.887e+5,,7.293e-7
214.77,1.421e+6,1.421e+6,,1.424e-6
214.82,2.631e+6,2.631e+6,,3.447e-6
214.87,4.373e+6,4.373e+6,,7.990e-6
214.92,6.523e+6,6.523e+6,,1.679e-5
214.97,8.733e+6,8.733e+6,,3.174e-5
215.02,1.049e+7,1.049e+7,,5.385e-5
215.07,1.132e+7,1.132e+7,,8.203e-5
215.12,1.096e+7,1.096e+7,,1.122e-4
215.17,9.522e+6,9.522e+6,,1.377e-4
215.22,7.426e+6,7.426e+6,,1.518e-4
215.27,5.198e+6,5.198e+6,,1.501e-4
215.32,3.266e+6,3.266e+6,,1.333e-4
215.37,1.842e+6,1.842e+6,,1.063e-4
215.42,9.322e+5,9.322e+5,,7.606e-5
215.47,4.235e+5,4.235e+5,,4.887e-5
215.52,1.727e+5,1.727e+5,,2.818e-5
215.57,6.319e+4,6.319e+4,,1.459e-5
215.62,2.076e+4,2.076e+4,,6.781e-6
215.67,6.119e+3,6.119e+3,,2.830e-6
215.72,1.619e+3,1.619e+3,,1.063e-6
215.77,3.846e+2,3.846e+2,,3.675e-7
215.82,8.199e+1,8.199e+1,,1.435e-7
215.87,1.569e+1,1.569e+1,,1.329e-7
215.92,2.694e+0,2.694e+0,,2.755e-7
215.97,4.153e-1,4.153e-1,,6.258e-7
216.02,5.745e-2,5.745e-2,,1.305e-6
216.07,7.136e-3,7.134e-3,,2.450e-6
216.12,7.992e-4,7.951e-4,,4.136e-6
216.17,8.581e-5,7.953e-5,,6.274e-6
216.22,1.569e-5,7.141e-6,,8.552e-6
216.27,1.105e-5,5.755e-7,,1.048e-5
216.32,1.158e-5,4.162e-8,,1.153e-5
216.37,1.141e-5,2.702e-9,,1.141e-5
216.42,1.015e-5,,,1.015e-5
216.47,8.110e-6,,,8.110e-6
216.52,5.835e-6,,,5.835e-6
216.57,3.805e-6,,,3.805e-6
216.62,2.338e-6,,,2.338e-6
216.67,1.607e-6,,,1.607e-6
216.72,1.785e-6,,,1.785e-6
216.77,3.221e-6,,,3.221e-6
216.82,6.535e-6,,,6.535e-6
216.87,1.252e-5,,,1.252e-5
216.92,2.178e-5,,,2.178e-5
216.97,3.413e-5,,,3.413e-5
217.02,4.813e-5,,,4.813e-5
217.07,6.108e-5,,,6.108e-5
217.12,6.974e-5,,,6.974e-5
217.17,7.163e-5,,,7.163e-5
217.22,6.620e-5,,,6.620e-5
217.27,5.505e-5,,,5.505e-5
217.32,4.123e-5,,,4.123e-5
217.37,2.791e-5,,,2.791e-5
217.42,1.733e-5,,,1.733e-5
217.47,1.049e-5,,,1.049e-5
217.52,7.408e-6,,,7.408e-6
217.57,7.674e-6,,,7.674e-6
217.62,1.075e-5,,,1.075e-5
217.67,1.598e-5,,,1.598e-5
217.72,2.235e-5,,,2.235e-5
217.77,2.849e-5,,,2.849e-5
217.82,3.286e-5,,,3.286e-5
217.87,3.437e-5,,,3.437e-5
217.92,3.280e-5,,,3.280e-5
217.97,2.891e-5,,,2.891e-5
218.02,2.404e-5,,,2.404e-5
218.07,1.945e-5,,,1.945e-5
218.12,1.581e-5,,,1.581e-5
218.17,1.312e-5,,,1.312e-5
218.22,1.097e-5,,,1.097e-5
218.27,8.960e-6,,,8.960e-6
218.32,6.932e-6,,,6.932e-6
218.37,4.965e-6,,,4.965e-6
218.42,3.249e-6,,,3.249e-6
218.47,2.020e-6,,9.114e-8,1.929e-6
218.52,2.340e-6,,1.303e-6,1.037e-6
218.57,1.731e-5,,1.681e-5,5.083e-7
218.62,1.956e-4,,1.954e-4,2.423e-7
218.67,2.048e-3,,2.048e-3,1.509e-7
218.72,1.936e-2,,1.936e-2,1.886e-7
218.77,1.650e-1,2.171e-8,1.650e-1,3.555e-7
218.82,1.268e+0,3.019e-7,1.268e+0,6.833e-7
218.87,8.786e+0,3.788e-6,8.786e+0,1.207e-6
218.92,5.489e+1,4.285e-5,5.489e+1,1.928e-6
218.97,3.092e+2,4.373e-4,3.092e+2,2.776e-6
219.02,1.571e+3,4.025e-3,1.571e+3,3.601e-6
219.07,7.193e+3,3.341e-2,7.193e+3,4.210e-6
219.12,2.970e+4,2.501e-1,2.970e+4,4.435e-6
219.17,1.106e+5,1.689e+0,1.106e+5,4.210e-6
219.22,3.713e+5,1.029e+1,3.713e+5,3.601e-6
219.27,1.124e+6,5.650e+1,1.124e+6,2.776e-6
219.32,3.068e+6,2.799e+2,3.068e+6,1.928e-6
219.37,7.551e+6,1.251e+3,7.550e+6,1.207e-6
219.42,1.676e+7,5.039e+3,1.675e+7,6.806e-7
219.47,3.354e+7,1.832e+4,3.352e+7,3.459e-7
219.52,6.053e+7,6.004e+4,6.047e+7,1.586e-7
219.57,9.854e+7,1.775e+5,9.836e+7,6.608e-8
219.62,1.447e+8,4.733e+5,1.443e+8,2.704e-8
219.67,1.919e+8,1.138e+6,1.908e+8,1.751e-8
219.72,2.300e+8,2.469e+6,2.275e+8,3.137e-8
219.77,2.494e+8,4.830e+6,2.446e+8,8.127e-8
219.82,2.456e+8,8.522e+6,2.371e+8,2.034e-7
219.87,2.208e+8,1.356e+7,2.073e+8,4.638e-7
219.92,1.828e+8,1.946e+7,1.633e+8,9.592e-7
219.97,1.413e+8,2.519e+7,1.161e+8,1.802e-6
220.02,1.038e+8,2.941e+7,7.438e+7,3.085e-6
220.07,7.395e+7,3.097e+7,4.297e+7,4.829e-6
220.12,5.181e+7,2.941e+7,2.239e+7,6.945e-6
220.17,3.574e+7,2.519e+7,1.054e+7,9.227e-6
220.22,2.403e+7,1.946e+7,4.563e+6,1.139e-5
220.27,1.565e+7,1.356e+7,2.087e+6,1.312e-5
220.32,1.034e+7,8.522e+6,1.816e+6,1.416e-5
220.37,8.547e+6,4.830e+6,3.717e+6,1.432e-5
220.42,1.169e+7,2.469e+6,9.222e+6,1.354e-5
220.47,2.263e+7,1.138e+6,2.149e+7,1.191e-5
220.52,4.586e+7,4.733e+5,4.539e+7,9.700e-6
220.57,8.674e+7,1.775e+5,8.657e+7,7.272e-6
220.62,1.491e+8,6.004e+4,1.490e+8,4.994e-6
220.67,2.316e+8,1.832e+4,2.316e+8,3.128e-6
220.72,3.248e+8,5.039e+3,3.248e+8,1.782e-6
220.77,4.111e+8,1.251e+3,4.111e+8,9.206e-7
220.82,4.697e+8,2.799e+2,4.697e+8,4.308e-7
220.87,4.844e+8,5.650e+1,4.844e+8,1.824e-7
220.92,4.509e+8,1.029e+1,4.509e+8,6.978e-8
220.97,3.788e+8,1.689e+0,3.788e+8,2.412e-8
221.02,2.872e+8,2.501e-1,2.872e+8,7.526e-9
221.07,1.965e+8,3.341e-2,1.965e+8,2.120e-9
221.12,1.214e+8,4.025e-3,1.214e+8,5.399e-10
221.17,6.769e+7,4.373e-4,6.769e+7,1.283e-10
221.22,3.406e+7,4.285e-5,3.406e+7,4.887e-11
221.27,1.547e+7,3.788e-6,1.547e+7,1.103e-10
221.32,6.341e+6,3.019e-7,6.341e+6,4.330e-10
221.37,2.346e+6,2.171e-8,2.346e+6,1.600e-9
221.42,7.835e+5,1.407e-9,7.835e+5,5.352e-9
221.47,2.362e+5,,2.362e+5,1.618e-8
221.52,6.425e+4,,6.425e+4,4.417e-8
221.57,1.578e+4,,1.578e+4,1.090e-7
221.62,3.496e+3,,3.496e+3,2.429e-7
221.67,6.994e+2,,6.994e+2,4.892e-7
221.72,1.263e+2,,1.263e+2,8.902e-7
221.77,2.058e+1,,2.058e+1,1.464e-6
221.82,3.026e+0,,3.026e+0,2.174e-6
221.87,4.018e-1,,4.017e-1,2.918e-6
221.92,4.814e-2,,4.814e-2,3.538e-6
221.97,5.210e-3,,5.206e-3,3.877e-6
222.02,5.120e-4,,5.081e-4,3.837e-6
222.07,4.820e-5,,4.476e-5,3.432e-6
222.12,6.333e-6,,3.560e-6,2.773e-6
222.17,2.280e-6,,2.555e-7,2.025e-6
222.22,1.336e-6,,,1.336e-6
222.27,7.962e-7,,,7.962e-7
222.32,4.287e-7,,,4.287e-7
222.37,2.086e-7,,,2.086e-7
222.42,9.171e-8,,,9.171e-8
222.47,3.642e-8,,,3.642e-8
222.52,1.307e-8,,,1.307e-8
222.57,4.238e-9,,,4.238e-9
222.62,1.242e-9,,,1.242e-9
222.67,3.286e-10,,,3.286e-10
222.72,7.859e-11,,,7.859e-11
222.77,1.698e-11,,,1.698e-11
222.82,3.315e-12,,,3.315e-12
222.87,5.848e-13,,,5.848e-13
222.92,9.319e-14,,,9.319e-14
222.97,1.342e-14,,,1.342e-14
223.02,1.746e-15,,,1.746e-15
223.07,2.052e-16,,,2.052e-16
223.12,2.179e-17,,,2.179e-17
223.17,2.091e-18,,,2.091e-18
223.22,1.813e-19,,,1.813e-19
223.27,1.420e-20,,,1.420e-20
223.32,1.005e-21,,,1.005e-21
226.17,7.288e-9,7.288e-9,,
226.22,9.980e-8,9.980e-8,,
226.27,1.241e-6,1.241e-6,,4.473e-21
226.32,1.401e-5,1.401e-5,,6.111e-20
226.37,1.436e-4,1.436e-4,,7.580e-19
226.42,1.336e-3,1.336e-3,,8.539e-18
226.47,1.129e-2,1.129e-2,,8.733e-17
226.52,8.663e-2,8.663e-2,,8.111e-16
226.57,6.034e-1,6.034e-1,,6.840e-15
226.62,3.816e+0,3.816e+0,,5.238e-14
226.67,2.191e+1,2.191e+1,,3.642e-13
226.72,1.143e+2,1.143e+2,,2.299e-12
226.77,5.409e+2,5.409e+2,,1.318e-11
226.82,2.325e+3,2.325e+3,,6.863e-11
226.87,9.072e+3,9.072e+3,,3.244e-10
226.92,3.214e+4,3.214e+4,,1.392e-9
226.97,1.034e+5,1.034e+5,,5.427e-9
227.02,3.020e+5,3.020e+5,,1.921e-8
227.07,8.010e+5,8.010e+5,,6.172e-8
227.12,1.929e+6,1.929e+6,,1.801e-7
227.17,4.217e+6,4.217e+6,,4.772e-7
227.22,8.371e+6,8.371e+6,,1.148e-6
227.27,1.509e+7,1.509e+7,,2.509e-6
227.32,2.469e+7,2.469e+7,,4.976e-6
227.37,3.668e+7,3.668e+7,,8.964e-6
227.42,4.948e+7,4.948e+7,,1.466e-5
227.47,6.060e+7,6.060e+7,,2.178e-5
227.52,6.740e+7,6.740e+7,,2.937e-5
227.57,6.805e+7,6.805e+7,,3.596e-5
227.62,6.239e+7,6.239e+7,,3.999e-5
227.67,5.193e+7,5.193e+7,,4.038e-5
227.72,3.924e+7,3.924e+7,,3.702e-5
227.77,2.693e+7,2.693e+7,,3.082e-5
227.82,1.678e+7,1.678e+7,,2.330e-5
227.87,9.490e+6,9.490e+6,,1.600e-5
227.92,4.874e+6,4.874e+6,,9.976e-6
227.97,2.273e+6,2.273e+6,,5.653e-6
228.02,9.624e+5,9.624e+5,,2.915e-6
228.07,3.699e+5,3.699e+5,,1.373e-6
228.12,1.291e+5,1.291e+5,,5.953e-7
228.17,4.092e+4,4.092e+4,,2.428e-7
228.22,1.177e+4,1.177e+4,,9.746e-8
228.27,3.076e+3,3.076e+3,,4.144e-8
228.32,7.296e+2,7.296e+2,,1.991e-8
228.37,1.571e+2,1.571e+2,,1.069e-8
228.42,3.073e+1,3.073e+1,,5.962e-9
228.47,5.455e+0,5.455e+0,,3.229e-9
228.52,8.794e-1,8.794e-1,,1.634e-9
228.57,1.287e-1,1.287e-1,,7.597e-10
228.62,1.710e-2,1.710e-2,,3.222e-10
228.67,2.064e-3,2.064e-3,,1.244e-10
228.72,2.261e-4,2.261e-4,,4.363e-11
228.77,2.249e-5,2.249e-5,,1.391e-11
228.82,2.031e-6,2.031e-6,,4.028e-12
228.87,1.665e-7,1.665e-7,,1.060e-12
228.92,1.240e-8,1.240e-8,,2.538e-13
228.97,5.748e-14,,,5.748e-14
229.02,2.292e-14,,,2.292e-14
229.07,5.531e-14,,,5.531e-14
229.12,2.149e-13,,,2.149e-13
229.17,7.849e-13,,,7.849e-13
229.22,2.611e-12,,,2.611e-12
229.27,7.903e-12,,,7.903e-12
229.32,2.176e-11,,,2.176e-11
229.37,5.450e-11,,,5.450e-11
229.42,1.242e-10,,,1.242e-10
229.47,2.574e-10,,,2.574e-10
229.52,4.853e-10,,,4.853e-10
229.57,8.324e-10,,,8.324e-10
229.62,1.299e-9,,,1.299e-9
229.67,1.844e-9,,,1.844e-9
229.72,2.380e-9,,,2.380e-9
229.77,2.796e-9,,,2.796e-9
229.82,2.987e-9,,,2.987e-9
229.87,2.904e-9,,,2.904e-9
229.92,2.568e-9,,,2.568e-9
229.97,2.065e-9,,,2.065e-9
230.02,1.511e-9,,,1.511e-9
230.07,1.006e-9,,,1.006e-9
230.12,6.097e-10,,,6.097e-10
230.17,3.392e-10,,,3.392e-10
230.22,1.901e-10,,,1.901e-10
230.27,1.971e-10,,,1.971e-10
230.32,6.410e-10,,,6.410e-10
230.37,2.855e-9,,,2.855e-9
230.42,1.224e-8,,,1.224e-8
230.47,4.846e-8,,,4.846e-8
230.52,1.765e-7,,,1.765e-7
230.57,5.900e-7,,,5.900e-7
230.62,1.809e-6,,,1.809e-6
230.67,5.082e-6,,,5.082e-6
230.72,1.306e-5,,,1.306e-5
230.77,3.070e-5,,,3.070e-5
230.82,6.590e-5,,,6.590e-5
230.87,1.292e-4,,,1.292e-4
230.92,2.310e-4,,,2.310e-4
230.97,3.770e-4,,,3.770e-4
231.02,5.609e-4,,,5.609e-4
231.07,7.609e-4,,,7.609e-4
231.12,9.407e-4,,,9.407e-4
231.17,1.060e-3,,,1.060e-3
231.22,1.088e-3,,,1.088e-3
231.27,1.018e-3,,,1.018e-3
231.32,8.669e-4,,,8.669e-4
231.37,6.729e-4,,,6.729e-4
231.42,4.757e-4,,,4.757e-4
231.47,3.063e-4,,,3.063e-4
231.52,1.797e-4,,,1.797e-4
231.58,8.371e-5,,,8.371e-5
231.63,3.997e-5,,,3.997e-5
231.68,1.738e-5,,,1.738e-5
231.73,6.886e-6,,,6.886e-6
231.78,2.485e-6,,,2.485e-6
231.83,8.176e-7,,,8.176e-7
231.88,2.468e-7,,,2.468e-7
231.93,7.052e-8,,,7.052e-8
231.98,2.214e-8,,,2.214e-8
232.03,1.106e-8,,,1.106e-8
232.08,9.648e-9,,,9.648e-9
232.13,1.019e-8,,,1.019e-8
232.18,1.072e-8,,,1.072e-8
232.23,1.074e-8,,,1.074e-8
232.28,1.020e-8,,,1.020e-8
232.33,9.169e-9,,,9.169e-9
232.38,7.774e-9,,,7.774e-9
232.43,6.188e-9,,,6.188e-9
232.48,4.598e-9,,,4.598e-9
232.53,3.173e-9,,,3.173e-9
232.58,2.024e-9,,,2.024e-9
232.63,1.188e-9,,,1.188e-9
232.68,6.405e-10,,,6.405e-10
232.73,3.163e-10,,,3.163e-10
232.78,1.430e-10,,,1.430e-10
232.83,5.958e-11,,,5.958e-11
232.88,2.426e-11,,,2.426e-11
232.93,1.383e-11,,,1.383e-11
232.98,1.953e-11,,,1.953e-11
233.03,4.394e-11,,,4.394e-11
233.08,9.984e-11,,,9.984e-11
233.13,2.096e-10,,,2.096e-10
