Wavelength (nm),Sum,Ca I (1.4e-01),Ca II (8.6e-01),Ca III (4.4e-04)
287.84,1.390e-12,,,1.390e-12
287.89,2.031e-12,,,2.031e-12
287.94,2.794e-12,,,2.794e-12
287.99,3.619e-12,,,3.619e-12
288.04,4.415e-12,,,4.415e-12
288.09,5.070e-12,,,5.070e-12
288.14,5.483e-12,,,5.483e-12
288.19,5.583e-12,,,5.583e-12
288.24,5.353e-12,,,5.353e-12
288.29,4.832e-12,,,4.832e-12
288.34,4.107e-12,,,4.107e-12
288.39,3.287e-12,,,3.287e-12
288.44,2.477e-12,,,2.477e-12
288.49,1.757e-12,,,1.757e-12
288.54,1.174e-12,,,1.174e-12
288.59,7.384e-13,,,7.384e-13
288.64,4.374e-13,,,4.374e-13
288.69,2.439e-13,,,2.439e-13
288.74,1.281e-13,,,1.281e-13
288.79,6.331e-14,,,6.331e-14
288.84,2.948e-14,,,2.948e-14
288.89,1.294e-14,,,1.294e-14
288.94,5.398e-15,,,5.398e-15
288.99,2.294e-15,,,2.294e-15
289.04,1.457e-15,,,1.457e-15
289.09,2.337e-15,,,2.337e-15
289.14,5.891e-15,,,5.891e-15
289.19,1.533e-14,,,1.533e-14
289.24,3.802e-14,,,3.802e-14
289.29,8.896e-14,,,8.896e-14
289.34,1.962e-13,,,1.962e-13
289.39,4.077e-13,,,4.077e-13
289.44,7.982e-13,,,7.982e-13
289.49,1.473e-12,,,1.473e-12
289.54,2.560e-12,,,2.560e-12
289.59,4.194e-12,,,4.194e-12
289.64,6.473e-12,,,6.473e-12
289.69,9.415e-12,,,9.415e-12
289.74,1.290e-11,,,1.290e-11
289.79,1.666e-11,,,1.666e-11
289.84,2.027e-11,,,2.027e-11
289.89,2.324e-11,,,2.324e-11
289.94,2.511e-11,,,2.511e-11
289.99,2.557e-11,,,2.557e-11
290.04,2.452e-11,,,2.452e-11
290.09,2.217e-11,,,2.217e-11
290.14,1.888e-11,,,1.888e-11
290.19,1.515e-11,,,1.515e-11
290.24,1.146e-11,,,1.146e-11
290.29,8.163e-12,,,8.163e-12
290.34,5.480e-12,,,5.480e-12
290.39,3.467e-12,,,3.467e-12
290.44,2.067e-12,,,2.067e-12
290.49,1.161e-12,,,1.161e-12
290.54,6.144e-13,,,6.144e-13
290.59,3.064e-13,,,3.064e-13
290.64,1.440e-13,,,1.440e-13
290.69,6.377e-14,,,6.377e-14
290.74,2.661e-14,,,2.661e-14
290.79,1.046e-14,,,1.046e-14
290.84,3.875e-15,,,3.875e-15
290.89,1.353e-15,,,1.353e-15
290.94,4.449e-16,,,4.449e-16
290.99,1.379e-16,,,1.379e-16
291.04,4.027e-17,,,4.027e-17
291.09,1.109e-17,,,1.109e-17
291.14,2.889e-18,,,2.889e-18
291.19,7.678e-19,,,7.678e-19
291.24,4.335e-19,,,4.335e-19
291.29,1.097e-18,,,1.097e-18
291.34,3.918e-18,,,3.918e-18
291.39,1.359e-17,,,1.359e-17
291.44,4.452e-17,,,4.452e-17
291.49,1.376e-16,,,1.376e-16
291.54,4.012e-16,,,4.012e-16
291.59,1.103e-15,,,1.103e-15
291.64,2.861e-15,,,2.861e-15
291.69,6.998e-15,,,6.998e-15
291.74,1.615e-14,,,1.615e-14
291.79,3.514e-14,,,3.514e-14
291.84,7.214e-14,,,7.214e-14
291.89,1.397e-13,,,1.397e-13
291.94,2.550e-13,,,2.550e-13
291.99,4.393e-13,,,4.393e-13
292.04,7.137e-13,,,7.137e-13
292.09,1.094e-12,,,1.094e-12
292.14,1.581e-12,,,1.581e-12
292.19,2.155e-12,,,2.155e-12
292.24,2.771e-12,,,2.771e-12
292.29,3.361e-12,,,3.361e-12
292.34,3.844e-12,,,3.844e-12
292.39,4.148e-12,,,4.148e-12
292.44,4.221e-12,,,4.221e-12
292.49,4.052e-12,,,4.052e-12
292.54,3.669e-12,,,3.669e-12
292.59,3.133e-12,,,3.133e-12
292.64,2.523e-12,,,2.523e-12
292.69,1.917e-12,,,1.917e-12
292.74,1.374e-12,,,1.374e-12
292.79,9.285e-13,,,9.285e-13
292.84,5.919e-13,,,5.919e-13
292.89,3.559e-13,,,3.559e-13
292.94,2.019e-13,,,2.019e-13
292.99,1.080e-13,,,1.080e-13
293.04,5.448e-14,,,5.448e-14
293.09,2.593e-14,,,2.593e-14
293.14,1.164e-14,,,1.164e-14
293.19,4.928e-15,,,4.928e-15
293.24,1.968e-15,,,1.968e-15
293.3,6.054e-16,,,6.054e-16
293.35,2.126e-16,,,2.126e-16
293.4,7.041e-17,,,7.041e-17
293.45,2.200e-17,,,2.200e-17
293.5,6.481e-18,,,6.481e-18
293.55,1.801e-18,,,1.801e-18
293.6,4.721e-19,,,4.721e-19
293.65,1.167e-19,,,1.167e-19
293.7,2.722e-20,,,2.722e-20
293.75,5.988e-21,,,5.988e-21
293.8,1.242e-21,,,1.242e-21
293.85,2.431e-22,,,2.431e-22
293.9,4.487e-23,,,4.487e-23
293.95,7.811e-24,,,7.811e-24
294,1.283e-24,,,1.283e-24
294.05,1.986e-25,,,1.986e-25
294.1,2.902e-26,,,2.902e-26
294.15,3.998e-27,,,3.998e-27
294.2,5.196e-28,,,5.196e-28
297.05,1.140e-27,,,1.140e-27
297.1,8.413e-27,,,8.413e-27
297.15,5.968e-26,,,5.968e-26
297.2,3.942e-25,,,3.942e-25
297.25,2.462e-24,,,2.462e-24
297.3,1.454e-23,,,1.454e-23
297.35,8.123e-23,,,8.123e-23
297.4,4.291e-22,,,4.291e-22
297.45,2.144e-21,,,2.144e-21
297.5,1.013e-20,,,1.013e-20
297.55,4.525e-20,,,4.525e-20
297.6,1.912e-19,,,1.912e-19
297.65,7.640e-19,,,7.640e-19
297.7,1.341e-8,1.341e-8,,2.887e-18
297.75,9.704e-8,9.704e-8,,1.032e-17
297.8,6.640e-7,6.640e-7,,3.489e-17
297.85,4.297e-6,4.297e-6,,1.116e-16
297.9,2.630e-5,2.630e-5,,3.374e-16
297.95,1.523e-4,1.523e-4,,9.650e-16
298,8.337e-4,8.337e-4,,2.611e-15
298.05,4.317e-3,4.317e-3,,6.681e-15
298.1,2.114e-2,2.114e-2,,1.617e-14
298.15,9.795e-2,9.795e-2,,3.703e-14
298.2,4.292e-1,4.292e-1,,8.020e-14
298.25,1.778e+0,1.778e+0,,1.643e-13
298.3,6.971e+0,6.971e+0,,3.185e-13
298.35,2.584e+1,2.584e+1,,5.841e-13
298.4,9.063e+1,9.063e+1,,1.013e-12
298.45,3.006e+2,3.006e+2,,1.663e-12
298.5,9.434e+2,9.434e+2,,2.583e-12
298.55,2.800e+3,2.800e+3,,3.795e-12
298.6,7.864e+3,7.864e+3,,5.277e-12
298.65,2.090e+4,2.090e+4,,6.942e-12
298.7,5.254e+4,5.254e+4,,8.643e-12
298.75,1.250e+5,1.250e+5,,1.018e-11
298.8,2.816e+5,2.816e+5,,1.135e-11
298.85,6.006e+5,6.006e+5,,1.198e-11
298.9,1.213e+6,1.213e+6,,1.196e-11
298.95,2.322e+6,2.322e+6,,1.131e-11
299,4.212e+6,4.212e+6,,1.012e-11
299.05,7.248e+6,7.248e+6,,8.571e-12
299.1,1.184e+7,1.184e+7,,6.872e-12
299.15,1.838e+7,1.838e+7,,5.217e-12
299.2,2.715e+7,2.715e+7,,3.749e-12
299.25,3.821e+7,3.821e+7,,2.550e-12
299.3,5.135e+7,5.135e+7,,1.643e-12
299.35,6.604e+7,6.604e+7,,1.002e-12
299.4,8.152e+7,8.152e+7,,5.787e-13
299.45,9.691e+7,9.691e+7,,3.165e-13
299.5,1.114e+8,1.114e+8,,1.639e-13
299.55,1.243e+8,1.243e+8,,8.038e-14
299.6,1.355e+8,1.355e+8,,3.733e-14
299.65,1.448e+8,1.448e+8,,1.642e-14
299.7,1.527e+8,1.527e+8,,6.837e-15
299.75,1.595e+8,1.595e+8,,2.697e-15
299.8,1.652e+8,1.652e+8,,1.007e-15
299.85,1.699e+8,1.699e+8,,3.564e-16
299.9,1.729e+8,1.729e+8,,1.194e-16
299.95,1.735e+8,1.735e+8,,3.788e-17
300,1.708e+8,1.708e+8,,1.138e-17
300.05,1.645e+8,1.645e+8,,3.238e-18
300.1,1.546e+8,1.546e+8,,8.726e-19
300.15,1.424e+8,1.424e+8,,2.226e-19
300.2,1.299e+8,1.299e+8,,5.379e-20
300.25,1.198e+8,1.198e+8,,1.231e-20
300.3,1.149e+8,1.149e+8,,2.666e-21
300.35,1.175e+8,1.175e+8,,5.468e-22
300.4,1.289e+8,1.289e+8,,1.062e-22
300.45,1.486e+8,1.486e+8,,1.952e-23
300.5,1.746e+8,1.746e+8,,3.397e-24
300.55,2.035e+8,2.035e+8,,5.597e-25
300.6,2.310e+8,2.310e+8,,8.729e-26
300.65,2.528e+8,2.528e+8,,1.289e-26
300.7,2.654e+8,2.654e+8,,1.466e-27
300.75,2.669e+8,2.669e+8,,1.967e-28
300.8,2.571e+8,2.571e+8,,
300.85,2.374e+8,2.374e+8,,
300.9,2.103e+8,2.103e+8,,
300.95,1.790e+8,1.790e+8,,
301,1.465e+8,1.465e+8,,
301.05,1.153e+8,1.153e+8,,4.850e-28
301.1,8.720e+7,8.720e+7,,3.395e-27
301.15,6.339e+7,6.339e+7,,2.251e-26
301.2,4.425e+7,4.425e+7,,1.413e-25
301.25,2.961e+7,2.961e+7,,8.401e-25
301.3,1.896e+7,1.896e+7,,4.730e-24
301.35,1.161e+7,1.161e+7,,2.521e-23
301.4,6.782e+6,6.782e+6,,1.273e-22
301.45,3.776e+6,3.776e+6,,6.084e-22
301.5,2.001e+6,2.001e+6,,2.754e-21
301.55,1.008e+6,1.008e+6,,1.181e-20
301.6,4.821e+5,4.821e+5,,4.792e-20
301.65,2.189e+5,2.189e+5,,1.842e-19
301.7,9.431e+4,9.431e+4,,6.704e-19
301.75,3.851e+4,3.851e+4,,2.311e-18
301.8,1.490e+4,1.490e+4,,7.542e-18
301.85,5.464e+3,5.464e+3,,2.331e-17
301.9,1.897e+3,1.897e+3,,6.822e-17
301.95,6.238e+2,6.238e+2,,1.891e-16
302,1.942e+2,1.942e+2,,4.962e-16
302.05,5.724e+1,5.724e+1,,1.233e-15
302.1,1.597e+1,1.597e+1,,2.902e-15
302.15,4.216e+0,4.216e+0,,6.467e-15
302.2,1.054e+0,1.054e+0,,1.365e-14
302.25,2.492e-1,2.492e-1,,2.727e-14
302.3,5.579e-2,5.579e-2,,5.160e-14
302.35,1.182e-2,1.182e-2,,9.247e-14
302.4,2.370e-3,2.370e-3,,1.569e-13
302.45,4.496e-4,4.496e-4,,2.521e-13
302.5,8.072e-5,8.072e-5,,3.836e-13
302.55,1.371e-5,1.371e-5,,5.527e-13
302.6,2.204e-6,2.204e-6,,7.542e-13
302.65,3.354e-7,3.354e-7,,9.744e-13
302.7,4.829e-8,4.829e-8,,1.192e-12
302.75,6.580e-9,6.579e-9,,1.381e-12
302.8,1.515e-12,,,1.515e-12
302.85,1.574e-12,,,1.574e-12
302.9,1.549e-12,,,1.549e-12
302.95,1.443e-12,,,1.443e-12
303,1.273e-12,,,1.273e-12
303.05,1.063e-12,,,1.063e-12
303.1,8.410e-13,,,8.410e-13
303.15,6.300e-13,,,6.300e-13
303.2,4.469e-13,,,4.469e-13
303.25,3.002e-13,,,3.002e-13
303.3,1.909e-13,,,1.909e-13
303.35,1.150e-13,,,1.150e-13
303.4,6.559e-14,,,6.559e-14
303.45,3.543e-14,,,3.543e-14
303.5,1.812e-14,,,1.812e-14
303.55,8.776e-15,,,8.776e-15
303.6,4.025e-15,,,4.025e-15
303.65,1.748e-15,,,1.748e-15
303.7,7.188e-16,,,7.188e-16
303.75,2.799e-16,,,2.799e-16
303.8,1.032e-16,,,1.032e-16
303.85,3.605e-17,,,3.605e-17
303.9,1.192e-17,,,1.192e-17
303.95,3.733e-18,,,3.733e-18
304,1.107e-18,,,1.107e-18
304.05,3.108e-19,,,3.108e-19
304.1,8.265e-20,,,8.265e-20
304.15,2.081e-20,,,2.081e-20
304.2,4.962e-21,,,4.962e-21
304.25,1.120e-21,,,1.120e-21
304.3,2.395e-22,,,2.395e-22
304.35,4.850e-23,,,4.850e-23
304.4,9.298e-24,,,9.298e-24
304.45,1.688e-24,,,1.688e-24
304.5,2.902e-25,,,2.902e-25
304.55,4.724e-26,,,4.724e-26
304.6,7.283e-27,,,7.283e-27
304.65,1.063e-27,,,1.063e-27
304.7,1.470e-28,,,1.470e-28
310.1,8.344e-28,,,8.344e-28
310.15,5.555e-27,,,5.555e-27
310.2,3.513e-26,,,3.513e-26
310.25,2.110e-25,,,2.110e-25
310.3,1.204e-24,,,1.204e-24
310.35,6.529e-24,,,6.529e-24
310.4,3.362e-23,,,3.362e-23
310.45,1.644e-22,,,1.644e-22
310.5,7.641e-22,,,7.641e-22
310.55,3.373e-21,,,3.373e-21
310.6,1.414e-20,,,1.414e-20
310.65,5.632e-20,,,5.632e-20
310.7,2.131e-19,,,2.131e-19
310.75,7.658e-19,,,7.658e-19
310.8,2.614e-18,,,2.614e-18
310.85,8.478e-18,,,8.478e-18
310.9,2.612e-17,,,2.612e-17
310.95,7.643e-17,,,7.643e-17
311,2.125e-16,,,2.125e-16
311.05,5.610e-16,,,5.610e-16
311.1,1.407e-15,,,1.407e-15
311.15,3.353e-15,,,3.353e-15
311.2,7.589e-15,,,7.589e-15
311.25,1.632e-14,,,1.632e-14
311.3,3.332e-14,,,3.332e-14
311.35,6.465e-14,,,6.465e-14
311.4,1.192e-13,,,1.192e-13
311.45,2.086e-13,,,2.086e-13
311.5,3.469e-13,,,3.469e-13
311.55,5.480e-13,,,5.480e-13
311.6,8.223e-13,,,8.223e-13
311.65,1.172e-12,,,1.172e-12
311.7,9.942e-10,9.926e-10,,1.587e-12
311.75,6.682e-9,6.680e-9,,2.041e-12
311.8,4.273e-8,4.273e-8,,2.494e-12
311.85,2.597e-7,2.597e-7,,2.895e-12
311.9,1.501e-6,1.501e-6,,3.192e-12
311.95,8.241e-6,8.241e-6,,3.343e-12
312,4.301e-5,4.301e-5,,3.326e-12
312.05,2.133e-4,2.133e-4,,3.143e-12
312.1,1.006e-3,1.006e-3,,2.822e-12
312.15,4.507e-3,4.507e-3,,2.406e-12
312.2,1.919e-2,1.919e-2,,1.949e-12
312.25,7.769e-2,7.769e-2,,1.500e-12
312.3,2.989e-1,2.989e-1,,1.096e-12
312.35,1.093e+0,1.093e+0,,7.613e-13
312.4,3.797e+0,3.797e+0,,5.021e-13
312.45,1.254e+1,1.254e+1,,3.146e-13
312.5,3.937e+1,3.937e+1,,1.873e-13
312.55,1.175e+2,1.175e+2,,1.059e-13
312.6,3.330e+2,3.330e+2,,5.686e-14
312.65,8.976e+2,8.976e+2,,2.901e-14
312.7,2.299e+3,2.299e+3,,1.406e-14
312.75,5.597e+3,5.597e+3,,6.472e-15
312.8,1.295e+4,1.295e+4,,2.830e-15
312.85,2.848e+4,2.848e+4,,1.176e-15
312.9,5.953e+4,5.953e+4,,4.639e-16
312.95,1.183e+5,1.183e+5,,1.739e-16
313,2.234e+5,2.234e+5,,6.191e-17
313.05,4.010e+5,4.010e+5,,2.094e-17
313.1,6.843e+5,6.843e+5,,6.728e-18
313.15,1.110e+6,1.110e+6,,2.053e-18
313.2,1.714e+6,1.714e+6,,5.953e-19
313.25,2.516e+6,2.516e+6,,1.640e-19
313.3,3.519e+6,3.519e+6,,4.289e-20
313.35,4.690e+6,4.690e+6,,1.066e-20
313.4,5.970e+6,5.970e+6,,2.516e-21
313.45,7.279e+6,7.279e+6,,5.643e-22
313.5,8.538e+6,8.538e+6,,1.202e-22
313.55,9.695e+6,9.695e+6,,2.432e-23
313.6,1.075e+7,1.075e+7,,4.675e-24
313.65,1.178e+7,1.178e+7,,8.536e-25
313.7,1.288e+7,1.288e+7,,1.481e-25
313.75,1.420e+7,1.420e+7,,2.439e-26
313.8,1.580e+7,1.580e+7,,3.818e-27
313.85,1.770e+7,1.770e+7,,5.676e-28
313.9,1.975e+7,1.975e+7,,
313.95,2.173e+7,2.173e+7,,
314,2.332e+7,2.332e+7,2.460e-7,
314.05,2.420e+7,2.420e+7,1.594e-6,
314.1,2.414e+7,2.414e+7,9.829e-6,
314.15,2.307e+7,2.307e+7,5.764e-5,
314.2,2.106e+7,2.106e+7,3.215e-4,
314.25,1.835e+7,1.835e+7,1.705e-3,
314.3,1.528e+7,1.528e+7,8.604e-3,
314.35,1.220e+7,1.220e+7,4.129e-2,
314.4,9.458e+6,9.458e+6,1.884e-1,
314.45,7.338e+6,7.338e+6,8.181e-1,
314.5,6.056e+6,6.056e+6,3.378e+0,
314.55,5.777e+6,5.777e+6,1.327e+1,
314.6,6.635e+6,6.635e+6,4.955e+1,
314.65,8.732e+6,8.731e+6,1.761e+2,
314.7,1.212e+7,1.212e+7,5.949e+2,
314.75,1.674e+7,1.674e+7,1.912e+3,
314.8,2.241e+7,2.241e+7,5.845e+3,
314.85,2.874e+7,2.873e+7,1.699e+4,
314.9,3.517e+7,3.512e+7,4.700e+4,
314.95,4.101e+7,4.089e+7,1.236e+5,
315,4.561e+7,4.530e+7,3.092e+5,
315.05,4.848e+7,4.774e+7,7.358e+5,
315.1,4.953e+7,4.786e+7,1.665e+6,
315.15,4.924e+7,4.565e+7,3.585e+6,
315.2,4.876e+7,4.142e+7,7.339e+6,
315.25,5.004e+7,3.575e+7,1.429e+7,
315.3,5.583e+7,2.936e+7,2.647e+7,
315.35,6.956e+7,2.293e+7,4.663e+7,
315.4,9.517e+7,1.704e+7,7.813e+7,
315.45,1.366e+8,1.205e+7,1.245e+8,
315.5,1.968e+8,8.107e+6,1.887e+8,
315.55,2.772e+8,5.189e+6,2.721e+8,
315.6,3.762e+8,3.160e+6,3.730e+8,
315.65,4.883e+8,1.831e+6,4.865e+8,
315.7,6.045e+8,1.009e+6,6.035e+8,
315.75,7.125e+8,5.295e+5,7.120e+8,
315.8,7.992e+8,2.643e+5,7.990e+8,
315.85,8.529e+8,1.256e+5,8.527e+8,
315.9,8.657e+8,5.675e+4,8.657e+8,
315.95,8.359e+8,2.441e+4,8.358e+8,
316,7.676e+8,9.990e+3,7.676e+8,
316.05,6.705e+8,3.891e+3,6.704e+8,
316.1,5.570e+8,1.442e+3,5.570e+8,
316.15,4.401e+8,5.088e+2,4.401e+8,
316.2,3.308e+8,1.708e+2,3.308e+8,
316.25,2.364e+8,5.457e+1,2.364e+8,
316.3,1.608e+8,1.659e+1,1.608e+8,
316.35,1.040e+8,4.801e+0,1.040e+8,
316.4,6.394e+7,1.322e+0,6.394e+7,
316.45,3.740e+7,3.467e-1,3.740e+7,
316.5,2.081e+7,8.678e-2,2.081e+7,
316.55,1.101e+7,2.191e-2,1.101e+7,
316.6,5.543e+6,1.055e-2,5.543e+6,
316.65,2.654e+6,2.516e-2,2.654e+6,
316.7,1.209e+6,9.429e-2,1.209e+6,
316.75,5.249e+5,3.487e-1,5.249e+5,
316.8,2.204e+5,1.230e+0,2.204e+5,
316.85,9.895e+4,4.127e+0,9.895e+4,
316.9,7.262e+4,1.319e+1,7.260e+4,
316.95,1.224e+5,4.010e+1,1.223e+5,
317,2.900e+5,1.161e+2,2.899e+5,
317.05,7.022e+5,3.197e+2,7.019e+5,
317.1,1.635e+6,8.381e+2,1.634e+6,
317.15,3.626e+6,2.091e+3,3.624e+6,
317.2,7.659e+6,4.967e+3,7.654e+6,
317.25,1.540e+7,1.123e+4,1.539e+7,
317.3,2.947e+7,2.416e+4,2.945e+7,
317.35,5.370e+7,4.946e+4,5.365e+7,
317.4,9.315e+7,9.640e+4,9.305e+7,
317.45,1.538e+8,1.788e+5,1.536e+8,
317.5,2.419e+8,3.157e+5,2.416e+8,
317.55,3.622e+8,5.305e+5,3.616e+8,
317.6,5.165e+8,8.484e+5,5.156e+8,
317.65,7.014e+8,1.291e+6,7.001e+8,
317.7,9.075e+8,1.871e+6,9.056e+8,
317.75,1.119e+9,2.580e+6,1.116e+9,
317.8,1.314e+9,3.386e+6,1.311e+9,
317.85,1.472e+9,4.229e+6,1.468e+9,
317.9,1.572e+9,5.028e+6,1.567e+9,
317.95,1.601e+9,5.689e+6,1.595e+9,
318,1.556e+9,6.127e+6,1.550e+9,
318.05,1.444e+9,6.281e+6,1.438e+9,
318.1,1.280e+9,6.127e+6,1.274e+9,
318.15,1.085e+9,5.689e+6,1.079e+9,
318.2,8.793e+8,5.028e+6,8.743e+8,
318.25,6.821e+8,4.229e+6,6.779e+8,
318.3,5.068e+8,3.386e+6,5.034e+8,
318.35,3.610e+8,2.580e+6,3.584e+8,
318.4,2.466e+8,1.871e+6,2.448e+8,
318.45,1.617e+8,1.291e+6,1.604e+8,
318.5,1.019e+8,8.484e+5,1.010e+8,
318.55,6.163e+7,5.305e+5,6.110e+7,
318.6,3.584e+7,3.157e+5,3.552e+7,
318.65,2.003e+7,1.788e+5,1.985e+7,
318.7,1.076e+7,9.640e+4,1.066e+7,
318.75,5.549e+6,4.946e+4,5.500e+6,
318.8,2.749e+6,2.416e+4,2.725e+6,
318.85,1.307e+6,1.123e+4,1.296e+6,
318.9,5.961e+5,4.967e+3,5.911e+5,
318.95,2.605e+5,2.091e+3,2.584e+5,
319,1.090e+5,8.381e+2,1.082e+5,
319.05,4.367e+4,3.197e+2,4.335e+4,
319.1,1.673e+4,1.161e+2,1.661e+4,
319.15,6.123e+3,4.010e+1,6.082e+3,
319.2,2.141e+3,1.319e+1,2.127e+3,
319.25,7.145e+2,4.127e+0,7.104e+2,
319.3,2.276e+2,1.230e+0,2.263e+2,
319.35,6.913e+1,3.487e-1,6.878e+1,
319.4,2.003e+1,9.435e-2,1.993e+1,
319.45,5.531e+0,2.542e-2,5.505e+0,
319.5,1.460e+0,1.142e-2,1.449e+0,
319.55,3.879e-1,2.447e-2,3.634e-1,
319.6,1.792e-1,9.236e-2,8.682e-2,
319.65,3.695e-1,3.497e-1,1.975e-2,
319.7,1.269e+0,1.265e+0,4.281e-3,
319.75,4.361e+0,4.360e+0,8.833e-4,
319.8,1.432e+1,1.432e+1,1.736e-4,
319.85,4.478e+1,4.478e+1,3.247e-5,
319.9,1.334e+2,1.334e+2,5.751e-6,
319.95,3.787e+2,3.787e+2,9.760e-7,
320,1.024e+3,1.024e+3,1.577e-7,
320.05,2.638e+3,2.638e+3,2.424e-8,
320.1,6.474e+3,6.474e+3,,
320.15,1.514e+4,1.514e+4,,
320.2,3.371e+4,3.371e+4,,
320.25,7.152e+4,7.152e+4,,
320.3,1.446e+5,1.446e+5,,
320.35,2.784e+5,2.784e+5,,
320.4,5.107e+5,5.107e+5,,
320.45,8.926e+5,8.926e+5,,
320.5,1.487e+6,1.487e+6,,
320.55,2.359e+6,2.359e+6,,
320.6,3.570e+6,3.570e+6,,
320.65,5.150e+6,5.150e+6,,
320.7,7.091e+6,7.091e+6,,
320.75,9.327e+6,9.327e+6,,
320.8,1.174e+7,1.174e+7,,
320.85,1.418e+7,1.418e+7,,
320.9,1.652e+7,1.652e+7,,
320.95,1.866e+7,1.866e+7,,
321,2.064e+7,2.064e+7,,
321.05,2.262e+7,2.262e+7,,
321.1,2.483e+7,2.483e+7,,
321.15,2.758e+7,2.758e+7,,
321.2,3.108e+7,3.108e+7,,
321.25,3.540e+7,3.540e+7,,
321.3,4.035e+7,4.035e+7,,
321.35,4.545e+7,4.545e+7,,
321.4,5.006e+7,5.006e+7,,
321.45,5.344e+7,5.344e+7,,
321.5,5.495e+7,5.495e+7,,
321.55,5.422e+7,5.422e+7,,
321.6,5.119e+7,5.119e+7,,
321.65,4.617e+7,4.617e+7,,
321.7,3.976e+7,3.976e+7,,
321.75,3.270e+7,3.270e+7,,
321.8,2.574e+7,2.574e+7,,
321.85,1.951e+7,1.951e+7,,
321.9,1.450e+7,1.450e+7,,
321.95,1.102e+7,1.102e+7,,
322,9.282e+6,9.282e+6,,
322.05,9.459e+6,9.459e+6,,
322.1,1.172e+7,1.172e+7,,
322.15,1.623e+7,1.623e+7,,
322.2,2.313e+7,2.313e+7,,
322.25,3.238e+7,3.238e+7,,
322.3,4.371e+7,4.371e+7,,
322.35,5.648e+7,5.648e+7,,
322.4,6.965e+7,6.965e+7,,
322.45,8.192e+7,8.192e+7,,
322.5,9.186e+7,9.186e+7,,
322.55,9.819e+7,9.819e+7,,
322.6,1.000e+8,1.000e+8,,
322.65,9.716e+7,9.716e+7,,
322.7,8.994e+7,8.994e+7,,
322.75,7.937e+7,7.937e+7,,
322.8,6.676e+7,6.676e+7,,
322.85,5.352e+7,5.352e+7,,
322.9,4.090e+7,4.090e+7,,
322.95,2.980e+7,2.980e+7,,
323,2.069e+7,2.069e+7,,
323.05,1.370e+7,1.370e+7,,
323.1,8.641e+6,8.641e+6,,
323.15,5.196e+6,5.196e+6,,
323.2,2.979e+6,2.979e+6,,
323.25,1.628e+6,1.628e+6,,
323.3,8.479e+5,8.479e+5,,
323.35,4.210e+5,4.210e+5,,
323.4,1.993e+5,1.993e+5,,
323.45,8.990e+4,8.990e+4,,
323.5,3.866e+4,3.866e+4,,
323.55,1.585e+4,1.585e+4,,
323.6,6.194e+3,6.194e+3,,
323.65,2.307e+3,2.307e+3,,
323.7,8.192e+2,8.192e+2,,
323.75,2.773e+2,2.773e+2,,
323.8,8.947e+1,8.947e+1,,
323.85,2.752e+1,2.752e+1,,
323.9,8.068e+0,8.068e+0,,
323.95,2.255e+0,2.255e+0,,
324,6.007e-1,6.007e-1,,
324.05,1.526e-1,1.526e-1,,
324.1,3.693e-2,3.693e-2,,
324.15,8.524e-3,8.524e-3,,
324.21,1.377e-3,1.377e-3,,
324.26,2.861e-4,2.861e-4,,
324.31,5.664e-5,5.664e-5,,
324.36,1.069e-5,1.069e-5,,
324.41,1.924e-6,1.924e-6,,
324.46,3.300e-7,3.300e-7,,
324.51,5.395e-8,5.395e-8,,
324.56,3.000e-9,3.000e-9,,
325.51,2.027e-9,2.027e-9,,
325.56,1.232e-8,1.232e-8,,
325.61,7.143e-8,7.143e-8,,
325.66,3.954e-7,3.954e-7,,
325.71,2.089e-6,2.089e-6,,
325.76,1.053e-5,1.053e-5,,
325.81,5.070e-5,5.070e-5,,
325.86,2.329e-4,2.329e-4,,
325.91,1.021e-3,1.021e-3,,
325.96,4.273e-3,4.273e-3,,
326.01,1.707e-2,1.707e-2,,
326.06,6.507e-2,6.507e-2,,
326.11,2.367e-1,2.367e-1,,
326.16,8.221e-1,8.221e-1,,
326.21,2.725e+0,2.725e+0,,
326.26,8.620e+0,8.620e+0,,
326.31,2.603e+1,2.603e+1,,
326.36,7.501e+1,7.501e+1,,
326.41,2.063e+2,2.063e+2,,
326.46,5.416e+2,5.416e+2,,
326.51,1.357e+3,1.357e+3,,
326.56,3.246e+3,3.246e+3,,
326.61,7.408e+3,7.408e+3,,
326.66,1.614e+4,1.614e+4,,
326.71,3.356e+4,3.356e+4,,
326.76,6.660e+4,6.660e+4,,
326.81,1.262e+5,1.262e+5,,
326.86,2.281e+5,2.281e+5,,
326.91,3.935e+5,3.935e+5,,
326.96,6.481e+5,6.481e+5,,
327.01,1.019e+6,1.019e+6,,
327.06,1.528e+6,1.528e+6,,
327.11,2.189e+6,2.189e+6,,
327.16,2.991e+6,2.991e+6,,
327.21,3.902e+6,3.902e+6,,
327.26,4.858e+6,4.858e+6,,
327.31,5.773e+6,5.773e+6,,
327.36,6.547e+6,6.547e+6,,
327.41,7.087e+6,7.087e+6,,
327.46,7.322e+6,7.322e+6,,
327.51,7.221e+6,7.221e+6,,
327.56,6.796e+6,6.796e+6,,
327.61,6.106e+6,6.106e+6,,
327.66,5.237e+6,5.237e+6,,
327.71,4.290e+6,4.290e+6,,
327.76,3.361e+6,3.361e+6,,
327.81,2.528e+6,2.528e+6,,
327.86,1.845e+6,1.845e+6,,
