Wavelength (nm),Sum,Ca I (2.6e-03),Ca II (3.6e-01),Ca III (6.4e-01)
291.29,1.587e-5,,,1.587e-5
291.34,5.724e-5,,,5.724e-5
291.39,1.986e-4,,,1.986e-4
291.44,6.508e-4,,,6.508e-4
291.49,2.012e-3,,,2.012e-3
291.54,5.864e-3,,,5.864e-3
291.59,1.613e-2,,,1.613e-2
291.64,4.182e-2,,,4.182e-2
291.69,1.023e-1,,,1.023e-1
291.74,2.361e-1,,,2.361e-1
291.79,5.137e-1,,,5.137e-1
291.84,1.055e+0,,,1.055e+0
291.89,2.042e+0,,,2.042e+0
291.94,3.728e+0,,,3.728e+0
291.99,6.422e+0,,,6.422e+0
292.04,1.043e+1,,,1.043e+1
292.09,1.599e+1,,,1.599e+1
292.14,2.311e+1,,,2.311e+1
292.19,3.150e+1,,,3.150e+1
292.24,4.051e+1,,,4.051e+1
292.29,4.913e+1,,,4.913e+1
292.34,5.620e+1,,,5.620e+1
292.39,6.064e+1,,,6.064e+1
292.44,6.171e+1,,,6.171e+1
292.49,5.924e+1,,,5.924e+1
292.54,5.363e+1,,,5.363e+1
292.59,4.580e+1,,,4.580e+1
292.64,3.689e+1,,,3.689e+1
292.69,2.803e+1,,,2.803e+1
292.74,2.008e+1,,,2.008e+1
292.79,1.357e+1,,,1.357e+1
292.84,8.653e+0,,,8.653e+0
292.89,5.203e+0,,,5.203e+0
292.94,2.951e+0,,,2.951e+0
292.99,1.579e+0,,,1.579e+0
293.04,7.965e-1,,,7.965e-1
293.09,3.790e-1,,,3.790e-1
293.14,1.701e-1,,,1.701e-1
293.19,7.204e-2,,,7.204e-2
293.24,2.877e-2,,,2.877e-2
293.3,8.851e-3,,,8.851e-3
293.35,3.108e-3,,,3.108e-3
293.4,1.029e-3,,,1.029e-3
293.45,3.215e-4,,,3.215e-4
293.5,9.474e-5,,,9.474e-5
293.55,2.633e-5,,,2.633e-5
293.6,6.902e-6,,,6.902e-6
293.65,1.706e-6,,,1.706e-6
293.7,3.980e-7,,,3.980e-7
293.75,8.753e-8,,,8.753e-8
293.8,1.816e-8,,,1.816e-8
293.85,3.554e-9,,,3.554e-9
293.9,6.559e-10,,,6.559e-10
293.95,1.142e-10,,,1.142e-10
294,1.875e-11,,,1.875e-11
294.05,2.904e-12,,,2.904e-12
294.1,4.242e-13,,,4.242e-13
294.15,5.845e-14,,,5.845e-14
294.2,7.596e-15,,,7.596e-15
297.05,1.154e-14,,,1.154e-14
297.1,8.513e-14,,,8.513e-14
297.15,6.074e-13,,,6.074e-13
297.2,4.014e-12,,,4.014e-12
297.25,2.508e-11,,,2.508e-11
297.3,1.482e-10,,,1.482e-10
297.35,8.285e-10,,,8.285e-10
297.4,4.379e-9,,,4.379e-9
297.45,2.189e-8,,,2.189e-8
297.5,1.035e-7,,,1.035e-7
297.55,4.628e-7,,,4.628e-7
297.6,1.957e-6,,,1.957e-6
297.65,7.828e-6,,,7.828e-6
297.7,2.961e-5,1.126e-9,,2.961e-5
297.75,1.060e-4,8.148e-9,,1.060e-4
297.8,3.587e-4,5.575e-8,,3.586e-4
297.85,1.148e-3,3.608e-7,,1.148e-3
297.9,3.478e-3,2.208e-6,,3.476e-3
297.95,9.969e-3,1.279e-5,,9.957e-3
298,2.705e-2,7.000e-5,,2.698e-2
298.05,6.951e-2,3.625e-4,,6.915e-2
298.1,1.694e-1,1.775e-3,,1.677e-1
298.15,3.928e-1,8.224e-3,,3.846e-1
298.2,8.706e-1,3.603e-2,,8.346e-1
298.25,1.863e+0,1.493e-1,,1.714e+0
298.3,3.914e+0,5.853e-1,,3.329e+0
298.35,8.288e+0,2.170e+0,,6.118e+0
298.4,1.825e+1,7.610e+0,,1.064e+1
298.45,4.275e+1,2.524e+1,,1.751e+1
298.5,1.065e+2,7.921e+1,,2.727e+1
298.55,2.753e+2,2.351e+2,,4.019e+1
298.6,7.164e+2,6.603e+2,,5.605e+1
298.65,1.829e+3,1.755e+3,,7.398e+1
298.7,4.504e+3,4.412e+3,,9.242e+1
298.75,1.061e+4,1.050e+4,,1.093e+2
298.8,2.377e+4,2.365e+4,,1.223e+2
298.85,5.056e+4,5.043e+4,,1.296e+2
298.9,1.020e+5,1.019e+5,,1.300e+2
298.95,1.951e+5,1.950e+5,,1.234e+2
299,3.538e+5,3.537e+5,,1.109e+2
299.05,6.087e+5,6.087e+5,,9.437e+1
299.1,9.944e+5,9.943e+5,,7.604e+1
299.15,1.544e+6,1.544e+6,,5.801e+1
299.2,2.280e+6,2.280e+6,,4.190e+1
299.25,3.209e+6,3.209e+6,,2.866e+1
299.3,4.313e+6,4.313e+6,,1.857e+1
299.35,5.548e+6,5.548e+6,,1.139e+1
299.4,6.849e+6,6.849e+6,,6.614e+0
299.45,8.142e+6,8.142e+6,,3.638e+0
299.5,9.358e+6,9.358e+6,,1.895e+0
299.55,1.045e+7,1.045e+7,,9.350e-1
299.6,1.138e+7,1.138e+7,,4.368e-1
299.65,1.217e+7,1.217e+7,,1.933e-1
299.7,1.284e+7,1.284e+7,,8.098e-2
299.75,1.340e+7,1.340e+7,,3.213e-2
299.8,1.388e+7,1.388e+7,,1.208e-2
299.85,1.427e+7,1.427e+7,,4.297e-3
299.9,1.452e+7,1.452e+7,,1.448e-3
299.95,1.456e+7,1.456e+7,,4.622e-4
300,1.434e+7,1.434e+7,,1.397e-4
300.05,1.380e+7,1.380e+7,,3.996e-5
300.1,1.298e+7,1.298e+7,,1.083e-5
300.15,1.195e+7,1.195e+7,,2.777e-6
300.2,1.090e+7,1.090e+7,,6.745e-7
300.25,1.006e+7,1.006e+7,,1.551e-7
300.3,9.650e+6,9.650e+6,,3.376e-8
300.35,9.875e+6,9.875e+6,,6.956e-9
300.4,1.083e+7,1.083e+7,,1.357e-9
300.45,1.249e+7,1.249e+7,,2.505e-10
300.5,1.469e+7,1.469e+7,,4.379e-11
300.55,1.712e+7,1.712e+7,,7.243e-12
300.6,1.943e+7,1.943e+7,,1.134e-12
300.65,2.126e+7,2.126e+7,,1.680e-13
300.7,2.232e+7,2.232e+7,,2.017e-14
300.75,2.245e+7,2.245e+7,,2.706e-15
300.8,2.162e+7,2.162e+7,,
300.85,1.996e+7,1.996e+7,,
300.9,1.769e+7,1.769e+7,,
300.95,1.505e+7,1.505e+7,,
301,1.231e+7,1.231e+7,,
301.05,9.686e+6,9.686e+6,,5.431e-15
301.1,7.327e+6,7.327e+6,,3.802e-14
301.15,5.327e+6,5.327e+6,,2.521e-13
301.2,3.717e+6,3.717e+6,,1.582e-12
301.25,2.487e+6,2.487e+6,,9.408e-12
301.3,1.593e+6,1.593e+6,,5.296e-11
301.35,9.751e+5,9.751e+5,,2.823e-10
301.4,5.696e+5,5.696e+5,,1.425e-9
301.45,3.171e+5,3.171e+5,,6.813e-9
301.5,1.680e+5,1.680e+5,,3.084e-8
301.55,8.462e+4,8.462e+4,,1.322e-7
301.6,4.049e+4,4.049e+4,,5.366e-7
301.65,1.839e+4,1.839e+4,,2.062e-6
301.7,7.919e+3,7.919e+3,,7.507e-6
301.75,3.234e+3,3.234e+3,,2.587e-5
301.8,1.251e+3,1.251e+3,,8.445e-5
301.85,4.588e+2,4.588e+2,,2.610e-4
301.9,1.593e+2,1.593e+2,,7.639e-4
301.95,5.238e+1,5.238e+1,,2.117e-3
302,1.631e+1,1.631e+1,,5.556e-3
302.05,4.820e+0,4.806e+0,,1.381e-2
302.1,1.373e+0,1.341e+0,,3.249e-2
302.15,4.264e-1,3.540e-1,,7.241e-2
302.2,2.413e-1,8.848e-2,,1.528e-1
302.25,3.263e-1,2.093e-2,,3.054e-1
302.3,5.825e-1,4.685e-3,,5.778e-1
302.35,1.036e+0,9.925e-4,,1.035e+0
302.4,1.757e+0,1.990e-4,,1.757e+0
302.45,2.823e+0,3.775e-5,,2.823e+0
302.5,4.296e+0,6.777e-6,,4.296e+0
302.55,6.189e+0,1.151e-6,,6.189e+0
302.6,8.445e+0,1.851e-7,,8.445e+0
302.65,1.091e+1,2.816e-8,,1.091e+1
302.7,1.335e+1,4.054e-9,,1.335e+1
302.75,1.547e+1,5.524e-10,,1.547e+1
302.8,1.697e+1,,,1.697e+1
302.85,1.763e+1,,,1.763e+1
302.9,1.734e+1,,,1.734e+1
302.95,1.616e+1,,,1.616e+1
303,1.425e+1,,,1.425e+1
303.05,1.191e+1,,,1.191e+1
303.1,9.417e+0,,,9.417e+0
303.15,7.054e+0,,,7.054e+0
303.2,5.004e+0,,,5.004e+0
303.25,3.361e+0,,,3.361e+0
303.3,2.138e+0,,,2.138e+0
303.35,1.288e+0,,,1.288e+0
303.4,7.345e-1,,,7.345e-1
303.45,3.967e-1,,,3.967e-1
303.5,2.029e-1,,,2.029e-1
303.55,9.827e-2,,,9.827e-2
303.6,4.507e-2,,,4.507e-2
303.65,1.957e-2,,,1.957e-2
303.7,8.049e-3,,,8.049e-3
303.75,3.135e-3,,,3.135e-3
303.8,1.156e-3,,,1.156e-3
303.85,4.037e-4,,,4.037e-4
303.9,1.335e-4,,,1.335e-4
303.95,4.180e-5,,,4.180e-5
304,1.240e-5,,,1.240e-5
304.05,3.481e-6,,,3.481e-6
304.1,9.255e-7,,,9.255e-7
304.15,2.330e-7,,,2.330e-7
304.2,5.556e-8,,,5.556e-8
304.25,1.255e-8,,,1.255e-8
304.3,2.682e-9,,,2.682e-9
304.35,5.431e-10,,,5.431e-10
304.4,1.041e-10,,,1.041e-10
304.45,1.890e-11,,,1.890e-11
304.5,3.250e-12,,,3.250e-12
304.55,5.290e-13,,,5.290e-13
304.6,8.156e-14,,,8.156e-14
304.65,1.191e-14,,,1.191e-14
304.7,1.646e-15,,,1.646e-15
310.1,1.024e-14,,,1.024e-14
310.15,6.817e-14,,,6.817e-14
310.2,4.311e-13,,,4.311e-13
310.25,2.590e-12,,,2.590e-12
310.3,1.478e-11,,,1.478e-11
310.35,8.012e-11,,,8.012e-11
310.4,4.126e-10,,,4.126e-10
310.45,2.018e-9,,,2.018e-9
310.5,9.377e-9,,,9.377e-9
310.55,4.139e-8,,,4.139e-8
310.6,1.735e-7,,,1.735e-7
310.65,6.911e-7,,,6.911e-7
310.7,2.615e-6,,,2.615e-6
310.75,9.398e-6,,,9.398e-6
310.8,3.208e-5,,,3.208e-5
310.85,1.040e-4,,,1.040e-4
310.9,3.205e-4,,,3.205e-4
310.95,9.379e-4,,,9.379e-4
311,2.607e-3,,,2.607e-3
311.05,6.885e-3,,,6.885e-3
311.1,1.727e-2,,,1.727e-2
311.15,4.115e-2,,,4.115e-2
311.2,9.313e-2,,,9.313e-2
311.25,2.002e-1,,,2.002e-1
311.3,4.090e-1,,,4.090e-1
311.35,7.934e-1,,,7.934e-1
311.4,1.462e+0,,,1.462e+0
311.45,2.560e+0,,,2.560e+0
311.5,4.257e+0,,,4.257e+0
311.55,6.725e+0,,,6.725e+0
311.6,1.009e+1,,,1.009e+1
311.65,1.438e+1,,,1.438e+1
311.7,1.948e+1,7.372e-11,,1.948e+1
311.75,2.505e+1,4.961e-10,,2.505e+1
311.8,3.061e+1,3.173e-9,,3.061e+1
311.85,3.553e+1,1.929e-8,,3.553e+1
311.9,3.917e+1,1.115e-7,,3.917e+1
311.95,4.103e+1,6.120e-7,,4.103e+1
312,4.082e+1,3.194e-6,,4.082e+1
312.05,3.857e+1,1.584e-5,,3.857e+1
312.1,3.463e+1,7.470e-5,,3.463e+1
312.15,2.953e+1,3.347e-4,,2.953e+1
312.2,2.392e+1,1.425e-3,,2.392e+1
312.25,1.841e+1,5.770e-3,,1.841e+1
312.3,1.348e+1,2.220e-2,,1.346e+1
312.35,9.424e+0,8.115e-2,,9.343e+0
312.4,6.444e+0,2.820e-1,,6.162e+0
312.45,4.792e+0,9.314e-1,,3.861e+0
312.5,5.222e+0,2.924e+0,,2.298e+0
312.55,1.002e+1,8.723e+0,,1.299e+0
312.6,2.543e+1,2.473e+1,,6.978e-1
312.65,6.701e+1,6.666e+1,,3.560e-1
312.7,1.709e+2,1.707e+2,,1.725e-1
312.75,4.157e+2,4.157e+2,,7.942e-2
312.8,9.618e+2,9.618e+2,,3.473e-2
312.85,2.115e+3,2.115e+3,,1.443e-2
312.9,4.421e+3,4.421e+3,,5.693e-3
312.95,8.784e+3,8.784e+3,,2.134e-3
313,1.659e+4,1.659e+4,,7.598e-4
313.05,2.978e+4,2.978e+4,,2.570e-4
313.1,5.082e+4,5.082e+4,,8.257e-5
313.15,8.246e+4,8.246e+4,,2.520e-5
313.2,1.273e+5,1.273e+5,,7.306e-6
313.25,1.869e+5,1.869e+5,,2.012e-6
313.3,2.613e+5,2.613e+5,,5.264e-7
313.35,3.483e+5,3.483e+5,,1.308e-7
313.4,4.434e+5,4.434e+5,,3.088e-8
313.45,5.406e+5,5.406e+5,,6.925e-9
313.5,6.341e+5,6.341e+5,,1.475e-9
313.55,7.200e+5,7.200e+5,,2.985e-10
313.6,7.987e+5,7.987e+5,,5.737e-11
313.65,8.748e+5,8.748e+5,,1.048e-11
313.7,9.569e+5,9.569e+5,,1.817e-12
313.75,1.054e+6,1.054e+6,,2.994e-13
313.8,1.174e+6,1.174e+6,,4.685e-14
313.85,1.314e+6,1.314e+6,,6.966e-15
313.9,1.467e+6,1.467e+6,,
313.95,1.614e+6,1.614e+6,,
314,1.732e+6,1.732e+6,5.800e-6,
314.05,1.798e+6,1.798e+6,3.760e-5,
314.1,1.794e+6,1.794e+6,2.318e-4,
314.15,1.714e+6,1.714e+6,1.359e-3,
314.2,1.564e+6,1.564e+6,7.580e-3,
314.25,1.363e+6,1.363e+6,4.021e-2,
314.3,1.135e+6,1.135e+6,2.029e-1,
314.35,9.061e+5,9.061e+5,9.736e-1,
314.4,7.026e+5,7.026e+5,4.444e+0,
314.45,5.452e+5,5.451e+5,1.929e+1,
314.5,4.500e+5,4.499e+5,7.966e+1,
314.55,4.295e+5,4.292e+5,3.128e+2,
314.6,4.942e+5,4.930e+5,1.169e+3,
314.65,6.530e+5,6.489e+5,4.152e+3,
314.7,9.144e+5,9.004e+5,1.403e+4,
314.75,1.289e+6,1.244e+6,4.509e+4,
314.8,1.803e+6,1.665e+6,1.378e+5,
314.85,2.536e+6,2.135e+6,4.008e+5,
314.9,3.719e+6,2.610e+6,1.108e+6,
314.95,5.954e+6,3.039e+6,2.915e+6,
315,1.066e+7,3.366e+6,7.293e+6,
315.05,2.090e+7,3.548e+6,1.735e+7,
315.1,4.283e+7,3.557e+6,3.927e+7,
315.15,8.793e+7,3.393e+6,8.453e+7,
315.2,1.761e+8,3.078e+6,1.731e+8,
315.25,3.397e+8,2.657e+6,3.370e+8,
315.3,6.264e+8,2.182e+6,6.242e+8,
315.35,1.101e+9,1.704e+6,1.100e+9,
315.4,1.844e+9,1.267e+6,1.842e+9,
315.45,2.937e+9,8.956e+5,2.936e+9,
315.5,4.451e+9,6.025e+5,4.450e+9,
315.55,6.416e+9,3.856e+5,6.416e+9,
315.6,8.797e+9,2.348e+5,8.797e+9,
315.65,1.147e+10,1.361e+5,1.147e+10,
315.7,1.423e+10,7.502e+4,1.423e+10,
315.75,1.679e+10,3.935e+4,1.679e+10,
315.8,1.884e+10,1.964e+4,1.884e+10,
315.85,2.011e+10,9.330e+3,2.011e+10,
315.9,2.041e+10,4.217e+3,2.041e+10,
315.95,1.971e+10,1.814e+3,1.971e+10,
316,1.810e+10,7.423e+2,1.810e+10,
316.05,1.581e+10,2.891e+2,1.581e+10,
316.1,1.313e+10,1.072e+2,1.313e+10,
316.15,1.038e+10,3.781e+1,1.038e+10,
316.2,7.800e+9,1.269e+1,7.800e+9,
316.25,5.576e+9,4.055e+0,5.576e+9,
316.3,3.791e+9,1.233e+0,3.791e+9,
316.35,2.451e+9,3.568e-1,2.451e+9,
316.4,1.508e+9,9.827e-2,1.508e+9,
316.45,8.820e+8,2.576e-2,8.820e+8,
316.5,4.908e+8,6.448e-3,4.908e+8,
316.55,2.597e+8,1.626e-3,2.597e+8,
316.6,1.307e+8,7.733e-4,1.307e+8,
316.65,6.259e+7,1.827e-3,6.259e+7,
316.7,2.851e+7,6.840e-3,2.851e+7,
316.75,1.238e+7,2.529e-2,1.238e+7,
316.8,5.199e+6,8.919e-2,5.199e+6,
316.85,2.334e+6,2.994e-1,2.334e+6,
316.9,1.714e+6,9.565e-1,1.714e+6,
316.95,2.889e+6,2.909e+0,2.889e+6,
317,6.846e+6,8.418e+0,6.846e+6,
317.05,1.658e+7,2.319e+1,1.658e+7,
317.1,3.859e+7,6.080e+1,3.859e+7,
317.15,8.560e+7,1.517e+2,8.560e+7,
317.2,1.808e+8,3.603e+2,1.808e+8,
317.25,3.635e+8,8.145e+2,3.635e+8,
317.3,6.956e+8,1.752e+3,6.956e+8,
317.35,1.267e+9,3.588e+3,1.267e+9,
317.4,2.198e+9,6.993e+3,2.198e+9,
317.45,3.629e+9,1.297e+4,3.629e+9,
317.5,5.706e+9,2.290e+4,5.706e+9,
317.55,8.542e+9,3.848e+4,8.542e+9,
317.6,1.218e+10,6.154e+4,1.218e+10,
317.65,1.654e+10,9.368e+4,1.654e+10,
317.7,2.139e+10,1.357e+5,2.139e+10,
317.75,2.636e+10,1.871e+5,2.636e+10,
317.8,3.096e+10,2.456e+5,3.096e+10,
317.85,3.466e+10,3.068e+5,3.466e+10,
317.9,3.700e+10,3.647e+5,3.700e+10,
317.95,3.767e+10,4.127e+5,3.767e+10,
318,3.661e+10,4.445e+5,3.660e+10,
318.05,3.396e+10,4.556e+5,3.396e+10,
318.1,3.009e+10,4.445e+5,3.009e+10,
318.15,2.548e+10,4.127e+5,2.548e+10,
318.2,2.064e+10,3.647e+5,2.064e+10,
318.25,1.601e+10,3.068e+5,1.601e+10,
318.3,1.189e+10,2.456e+5,1.189e+10,
318.35,8.462e+9,1.871e+5,8.461e+9,
318.4,5.778e+9,1.357e+5,5.778e+9,
318.45,3.787e+9,9.368e+4,3.787e+9,
318.5,2.384e+9,6.154e+4,2.384e+9,
318.55,1.442e+9,3.848e+4,1.442e+9,
318.6,8.383e+8,2.290e+4,8.383e+8,
318.65,4.684e+8,1.297e+4,4.684e+8,
318.7,2.515e+8,6.993e+3,2.515e+8,
318.75,1.298e+8,3.588e+3,1.298e+8,
318.8,6.430e+7,1.752e+3,6.430e+7,
318.85,3.058e+7,8.145e+2,3.058e+7,
318.9,1.395e+7,3.603e+2,1.395e+7,
318.95,6.096e+6,1.517e+2,6.096e+6,
319,2.552e+6,6.080e+1,2.552e+6,
319.05,1.022e+6,2.319e+1,1.022e+6,
319.1,3.918e+5,8.418e+0,3.918e+5,
319.15,1.435e+5,2.909e+0,1.435e+5,
319.2,5.018e+4,9.565e-1,5.018e+4,
319.25,1.675e+4,2.994e-1,1.675e+4,
319.3,5.338e+3,8.919e-2,5.338e+3,
319.35,1.622e+3,2.529e-2,1.622e+3,
319.4,4.701e+2,6.844e-3,4.700e+2,
319.45,1.298e+2,1.841e-3,1.298e+2,
319.5,3.417e+1,8.144e-4,3.417e+1,
319.55,8.572e+0,1.715e-3,8.570e+0,
319.6,2.054e+0,6.461e-3,2.047e+0,
319.65,4.903e-1,2.446e-2,4.658e-1,
319.7,1.894e-1,8.847e-2,1.009e-1,
319.75,3.258e-1,3.049e-1,2.083e-2,
319.8,1.005e+0,1.001e+0,4.093e-3,
319.85,3.133e+0,3.132e+0,7.656e-4,
319.9,9.332e+0,9.332e+0,1.356e-4,
319.95,2.649e+1,2.649e+1,2.302e-5,
320,7.163e+1,7.163e+1,3.718e-6,
320.05,1.845e+2,1.845e+2,5.716e-7,
320.1,4.528e+2,4.528e+2,,
320.15,1.059e+3,1.059e+3,,
320.2,2.358e+3,2.358e+3,,
320.25,5.002e+3,5.002e+3,,
320.3,1.011e+4,1.011e+4,,
320.35,1.947e+4,1.947e+4,,
320.4,3.571e+4,3.571e+4,,
320.45,6.243e+4,6.243e+4,,
320.5,1.040e+5,1.040e+5,,
320.55,1.650e+5,1.650e+5,,
320.6,2.497e+5,2.497e+5,,
320.65,3.602e+5,3.602e+5,,
320.7,4.959e+5,4.959e+5,,
320.75,6.523e+5,6.523e+5,,
320.8,8.211e+5,8.211e+5,,
320.85,9.919e+5,9.919e+5,,
320.9,1.155e+6,1.155e+6,,
320.95,1.305e+6,1.305e+6,,
321,1.444e+6,1.444e+6,,
321.05,1.582e+6,1.582e+6,,
321.1,1.737e+6,1.737e+6,,
321.15,1.929e+6,1.929e+6,,
321.2,2.174e+6,2.174e+6,,
321.25,2.476e+6,2.476e+6,,
321.3,2.822e+6,2.822e+6,,
321.35,3.179e+6,3.179e+6,,
321.4,3.501e+6,3.501e+6,,
321.45,3.738e+6,3.738e+6,,
321.5,3.844e+6,3.844e+6,,
321.55,3.792e+6,3.792e+6,,
321.6,3.580e+6,3.580e+6,,
321.65,3.229e+6,3.229e+6,,
321.7,2.781e+6,2.781e+6,,
321.75,2.287e+6,2.287e+6,,
321.8,1.800e+6,1.800e+6,,
321.85,1.365e+6,1.365e+6,,
321.9,1.014e+6,1.014e+6,,
321.95,7.706e+5,7.706e+5,,
322,6.493e+5,6.493e+5,,
322.05,6.617e+5,6.617e+5,,
322.1,8.198e+5,8.198e+5,,
322.15,1.136e+6,1.136e+6,,
322.2,1.618e+6,1.618e+6,,
322.25,2.266e+6,2.266e+6,,
322.3,3.058e+6,3.058e+6,,
322.35,3.951e+6,3.951e+6,,
322.4,4.873e+6,4.873e+6,,
322.45,5.731e+6,5.731e+6,,
322.5,6.426e+6,6.426e+6,,
322.55,6.869e+6,6.869e+6,,
322.6,6.999e+6,6.999e+6,,
322.65,6.797e+6,6.797e+6,,
322.7,6.293e+6,6.293e+6,,
322.75,5.553e+6,5.553e+6,,
322.8,4.670e+6,4.670e+6,,
322.85,3.745e+6,3.745e+6,,
322.9,2.862e+6,2.862e+6,,
322.95,2.085e+6,2.085e+6,,
323,1.448e+6,1.448e+6,,
323.05,9.581e+5,9.581e+5,,
323.1,6.045e+5,6.045e+5,,
323.15,3.635e+5,3.635e+5,,
323.2,2.084e+5,2.084e+5,,
323.25,1.139e+5,1.139e+5,,
323.3,5.932e+4,5.932e+4,,
323.35,2.945e+4,2.945e+4,,
323.4,1.394e+4,1.394e+4,,
323.45,6.289e+3,6.289e+3,,
323.5,2.705e+3,2.705e+3,,
323.55,1.109e+3,1.109e+3,,
323.6,4.333e+2,4.333e+2,,
323.65,1.614e+2,1.614e+2,,
323.7,5.731e+1,5.731e+1,,
323.75,1.940e+1,1.940e+1,,
323.8,6.259e+0,6.259e+0,,
323.85,1.925e+0,1.925e+0,,
323.9,5.644e-1,5.644e-1,,
323.95,1.577e-1,1.577e-1,,
324,4.203e-2,4.203e-2,,
324.05,1.067e-2,1.067e-2,,
324.1,2.584e-3,2.584e-3,,
324.15,5.963e-4,5.963e-4,,
324.21,9.635e-5,9.635e-5,,
324.26,2.001e-5,2.001e-5,,
324.31,3.963e-6,3.963e-6,,
324.36,7.480e-7,7.480e-7,,
324.41,1.346e-7,1.346e-7,,
324.46,2.308e-8,2.308e-8,,
324.51,3.774e-9,3.774e-9,,
324.56,2.098e-10,2.098e-10,,
325.51,1.354e-10,1.354e-10,,
325.56,8.226e-10,8.226e-10,,
325.61,4.771e-9,4.771e-9,,
325.66,2.641e-8,2.641e-8,,
325.71,1.395e-7,1.395e-7,,
325.76,7.036e-7,7.036e-7,,
325.81,3.386e-6,3.386e-6,,
325.86,1.556e-5,1.556e-5,,
325.91,6.821e-5,6.821e-5,,
325.96,2.854e-4,2.854e-4,,
326.01,1.140e-3,1.140e-3,,
326.06,4.346e-3,4.346e-3,,
326.11,1.581e-2,1.581e-2,,
326.16,5.491e-2,5.491e-2,,
326.21,1.820e-1,1.820e-1,,
326.26,5.758e-1,5.758e-1,,
326.31,1.738e+0,1.738e+0,,
326.36,5.010e+0,5.010e+0,,
326.41,1.378e+1,1.378e+1,,
326.46,3.618e+1,3.618e+1,,
326.51,9.064e+1,9.064e+1,,
326.56,2.168e+2,2.168e+2,,
326.61,4.948e+2,4.948e+2,,
326.66,1.078e+3,1.078e+3,,
326.71,2.241e+3,2.241e+3,,
326.76,4.448e+3,4.448e+3,,
326.81,8.426e+3,8.426e+3,,
326.86,1.523e+4,1.523e+4,,
326.91,2.628e+4,2.628e+4,,
326.96,4.329e+4,4.329e+4,,
327.01,6.805e+4,6.805e+4,,
327.06,1.021e+5,1.021e+5,,
327.11,1.462e+5,1.462e+5,,
327.16,1.998e+5,1.998e+5,,
327.21,2.606e+5,2.606e+5,,
327.26,3.245e+5,3.245e+5,,
327.31,3.856e+5,3.856e+5,,
327.36,4.373e+5,4.373e+5,,
327.41,4.734e+5,4.734e+5,,
327.46,4.891e+5,4.891e+5,,
327.51,4.823e+5,4.823e+5,,
327.56,4.539e+5,4.539e+5,,
327.61,4.078e+5,4.078e+5,,
327.66,3.498e+5,3.498e+5,,
327.71,2.866e+5,2.866e+5,,
327.76,2.245e+5,2.245e+5,,
327.81,1.689e+5,1.689e+5,,
327.86,1.232e+5,1.232e+5,,
327.91,8.967e+4,8.967e+4,,
327.96,6.933e+4,6.933e+4,,
328.01,6.289e+4,6.289e+4,,
328.06,7.121e+4,7.121e+4,,
328.11,9.554e+4,9.554e+4,,
328.16,1.374e+5,1.374e+5,,
328.21,1.981e+5,1.981e+5,,
328.26,2.777e+5,2.777e+5,,
328.31,3.739e+5,3.739e+5,,
328.36,4.817e+5,4.817e+5,,
328.41,5.931e+5,5.931e+5,,
328.46,6.973e+5,6.973e+5,,
328.51,7.829e+5,7.829e+5,,
328.56,8.392e+5,8.392e+5,,
328.61,8.588e+5,8.588e+5,,
328.66,8.392e+5,8.392e+5,,
328.71,7.829e+5,7.829e+5,,
328.76,6.973e+5,6.973e+5,,
328.81,5.930e+5,5.930e+5,,
328.86,4.814e+5,4.814e+5,,
328.91,3.732e+5,3.732e+5,,
328.96,2.762e+5,2.762e+5,,
329.01,1.952e+5,1.952e+5,,
329.06,1.317e+5,1.317e+5,,
329.11,8.481e+4,8.481e+4,,
329.16,5.215e+4,5.215e+4,,
329.21,3.062e+4,3.062e+4,,
329.26,1.717e+4,1.717e+4,,
329.31,9.187e+3,9.187e+3,,
329.36,4.694e+3,4.694e+3,,
329.41,2.290e+3,2.290e+3,,
329.46,1.067e+3,1.067e+3,,
329.51,4.744e+2,4.744e+2,,
329.56,2.014e+2,2.014e+2,,
329.61,8.166e+1,8.166e+1,,
329.66,3.161e+1,3.161e+1,,
329.71,1.168e+1,1.168e+1,,
329.76,4.120e+0,4.120e+0,,
329.81,1.388e+0,1.388e+0,,
329.86,4.464e-1,4.464e-1,,
329.91,1.371e-1,1.371e-1,,
329.96,4.018e-2,4.018e-2,,
330.01,1.125e-2,1.125e-2,,
330.06,3.005e-3,3.005e-3,,
330.11,7.667e-4,7.667e-4,,
330.16,1.868e-4,1.868e-4,,
330.21,4.344e-5,4.344e-5,,
330.26,9.645e-6,9.645e-6,,
330.31,2.045e-6,2.045e-6,,
330.36,4.138e-7,4.138e-7,,
330.41,7.997e-8,7.997e-8,,
330.46,1.476e-8,1.476e-8,,
330.51,2.599e-9,2.599e-9,,
330.56,4.372e-10,4.372e-10,,
332.46,1.063e-9,1.063e-9,,
332.51,6.157e-9,6.157e-9,,
332.56,3.411e-8,3.411e-8,,
332.61,1.807e-7,1.807e-7,,
332.66,9.156e-7,9.156e-7,,
332.71,4.436e-6,4.436e-6,,
332.76,2.055e-5,2.055e-5,,
332.81,9.105e-5,9.105e-5,,
332.86,3.858e-4,3.858e-4,,
332.91,1.563e-3,1.563e-3,,
332.96,6.056e-3,6.056e-3,,
333.01,2.244e-2,2.244e-2,,
333.06,7.949e-2,7.949e-2,,
333.11,2.693e-1,2.693e-1,,
333.16,8.727e-1,8.727e-1,,
