Wavelength (nm),Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
202.42,4.743e+8,4.743e+8,,
202.47,6.591e+8,6.591e+8,,
202.52,8.107e+8,8.107e+8,,
202.57,8.829e+8,8.829e+8,,
202.62,8.512e+8,8.512e+8,,
202.67,7.265e+8,7.265e+8,,
202.72,5.490e+8,5.490e+8,,3.798e-30
202.77,3.672e+8,3.672e+8,,6.880e-29
202.82,2.175e+8,2.175e+8,,1.105e-27
202.87,1.140e+8,1.140e+8,,1.574e-26
202.92,5.292e+7,5.292e+7,,1.989e-25
202.97,2.175e+7,2.175e+7,,2.228e-24
203.02,7.911e+6,7.911e+6,,2.213e-23
203.07,2.548e+6,2.548e+6,,1.949e-22
203.12,7.264e+5,7.264e+5,,1.522e-21
203.17,1.833e+5,1.833e+5,,1.054e-20
203.22,4.097e+4,4.097e+4,,6.473e-20
203.27,8.105e+3,8.105e+3,,3.525e-19
203.32,1.419e+3,1.419e+3,,1.702e-18
203.37,2.201e+2,2.201e+2,,7.288e-18
203.42,3.021e+1,3.021e+1,,2.767e-17
203.47,3.670e+0,3.670e+0,,9.318e-17
203.52,3.949e-1,3.949e-1,,2.782e-16
203.57,3.760e-2,3.760e-2,,7.365e-16
203.62,3.171e-3,3.171e-3,,1.729e-15
203.67,2.367e-4,2.367e-4,,3.600e-15
203.72,1.564e-5,1.564e-5,,6.645e-15
203.77,9.149e-7,9.149e-7,,1.088e-14
203.82,4.738e-8,4.738e-8,,1.579e-14
203.87,2.032e-14,,,2.032e-14
203.92,2.319e-14,,,2.319e-14
203.97,2.347e-14,,,2.347e-14
204.02,2.107e-14,,,2.107e-14
204.07,1.677e-14,,,1.677e-14
204.12,1.183e-14,,,1.183e-14
204.17,7.404e-15,,,7.404e-15
204.22,4.108e-15,,,4.108e-15
204.27,2.022e-15,,,2.022e-15
204.32,8.820e-16,,,8.820e-16
204.37,3.413e-16,,,3.413e-16
204.42,1.171e-16,,,1.171e-16
204.47,3.562e-17,,,3.562e-17
204.52,9.609e-18,,,9.609e-18
204.57,2.299e-18,,,2.299e-18
204.62,4.877e-19,,,4.877e-19
204.67,9.194e-20,,,9.194e-20
204.72,1.689e-20,,,1.689e-20
204.77,1.298e-20,,,1.298e-20
204.82,6.432e-20,,,6.432e-20
204.87,3.396e-19,,,3.396e-19
204.92,1.601e-18,,,1.601e-18
204.97,6.701e-18,,,6.701e-18
205.02,2.493e-17,,,2.493e-17
205.07,8.237e-17,,,8.237e-17
205.12,2.418e-16,,,2.418e-16
205.17,6.306e-16,,,6.306e-16
205.22,1.461e-15,,,1.461e-15
205.27,3.007e-15,,,3.007e-15
205.32,5.499e-15,,,5.499e-15
205.37,8.933e-15,,,8.933e-15
205.42,1.289e-14,,,1.289e-14
205.47,1.653e-14,,,1.653e-14
205.52,1.883e-14,,,1.883e-14
205.57,1.905e-14,,,1.905e-14
205.62,1.713e-14,,,1.713e-14
205.67,1.368e-14,,,1.368e-14
205.72,9.705e-15,,,9.705e-15
205.77,6.118e-15,,,6.118e-15
205.82,3.428e-15,,,3.428e-15
205.87,1.716e-15,,,1.716e-15
205.92,7.999e-16,,,7.999e-16
205.97,4.636e-16,,,4.636e-16
206.02,6.394e-16,,,6.394e-16
206.07,1.555e-15,,,1.555e-15
206.12,3.854e-15,,,3.854e-15
206.17,8.639e-15,,,8.639e-15
206.22,1.725e-14,,,1.725e-14
206.27,3.064e-14,,,3.064e-14
206.32,4.841e-14,,,4.841e-14
206.37,6.802e-14,,,6.802e-14
206.42,8.500e-14,,,8.500e-14
206.47,9.446e-14,,,9.446e-14
206.52,9.336e-14,,,9.336e-14
206.57,8.206e-14,,,8.206e-14
206.62,6.415e-14,,,6.415e-14
206.67,4.460e-14,,,4.460e-14
206.72,2.758e-14,,,2.758e-14
206.77,1.516e-14,,,1.516e-14
206.82,7.415e-15,,,7.415e-15
206.87,3.225e-15,,,3.225e-15
206.92,1.247e-15,,,1.247e-15
206.97,4.291e-16,,,4.291e-16
207.02,1.313e-16,,,1.313e-16
207.07,3.572e-17,,,3.572e-17
207.12,8.644e-18,,,8.644e-18
207.17,1.860e-18,,,1.860e-18
207.22,3.560e-19,,,3.560e-19
207.27,6.060e-20,,,6.060e-20
207.32,9.173e-21,,,9.173e-21
207.37,1.235e-21,,,1.235e-21
207.42,1.479e-22,,,1.479e-22
207.47,1.575e-23,,,1.575e-23
207.52,1.520e-24,,,1.520e-24
207.57,4.486e-25,,,4.486e-25
207.62,3.190e-24,,,3.190e-24
207.67,2.791e-23,,,2.791e-23
207.72,2.183e-22,,,2.183e-22
207.77,1.522e-21,,,1.522e-21
207.82,9.464e-21,,,9.464e-21
207.87,5.245e-20,,,5.245e-20
207.92,2.591e-19,,,2.591e-19
207.97,1.141e-18,,,1.141e-18
208.02,4.479e-18,,,4.479e-18
208.07,1.567e-17,,,1.567e-17
208.12,4.889e-17,,,4.889e-17
208.17,1.360e-16,,,1.360e-16
208.22,3.371e-16,,,3.371e-16
208.27,7.449e-16,,,7.449e-16
208.32,1.467e-15,,,1.467e-15
208.37,2.577e-15,,,2.577e-15
208.42,4.034e-15,,,4.034e-15
208.47,5.630e-15,,,5.630e-15
208.52,7.004e-15,,,7.004e-15
208.57,7.771e-15,,,7.771e-15
208.62,7.695e-15,,,7.695e-15
208.67,6.827e-15,,,6.827e-15
208.72,5.510e-15,,,5.510e-15
208.77,4.272e-15,,,4.272e-15
208.82,3.711e-15,,,3.711e-15
208.87,4.415e-15,,,4.415e-15
208.92,6.909e-15,,,6.909e-15
208.97,1.151e-14,,,1.151e-14
209.02,1.804e-14,,,1.804e-14
209.07,2.559e-14,,,2.559e-14
209.12,3.249e-14,,,3.249e-14
209.17,3.684e-14,,,3.684e-14
209.22,3.726e-14,,,3.726e-14
209.27,3.364e-14,,,3.364e-14
209.32,2.713e-14,,,2.713e-14
209.37,1.964e-14,,,1.964e-14
209.42,1.297e-14,,,1.297e-14
209.47,8.258e-15,,,8.258e-15
209.52,5.871e-15,,,5.871e-15
209.57,5.571e-15,,,5.571e-15
209.62,6.779e-15,,,6.779e-15
209.67,8.738e-15,,,8.738e-15
209.72,1.062e-14,,,1.062e-14
209.77,1.170e-14,,,1.170e-14
209.82,1.155e-14,,,1.155e-14
209.87,1.019e-14,,,1.019e-14
209.92,8.028e-15,,,8.028e-15
209.97,5.645e-15,,,5.645e-15
210.02,3.543e-15,,,3.543e-15
210.07,1.985e-15,,,1.985e-15
210.12,9.926e-16,,,9.926e-16
210.17,4.431e-16,,,4.431e-16
210.22,1.765e-16,,,1.765e-16
210.27,6.279e-17,,,6.279e-17
210.32,1.993e-17,,,1.993e-17
210.37,5.649e-18,,,5.649e-18
210.42,1.430e-18,,,1.430e-18
210.47,3.286e-19,,,3.286e-19
210.52,9.963e-20,,,9.963e-20
210.57,1.913e-19,,,1.913e-19
210.62,8.352e-19,,,8.352e-19
210.67,3.456e-18,,,3.456e-18
210.72,1.282e-17,,,1.282e-17
210.77,4.249e-17,,,4.249e-17
210.82,1.259e-16,,,1.259e-16
210.87,3.337e-16,,,3.337e-16
210.92,7.905e-16,,,7.905e-16
210.97,1.674e-15,,,1.674e-15
211.02,3.171e-15,,,3.171e-15
211.07,5.368e-15,,,5.368e-15
211.12,8.124e-15,,,8.124e-15
211.17,1.099e-14,,,1.099e-14
211.22,1.330e-14,,,1.330e-14
211.27,1.438e-14,,,1.438e-14
211.32,1.391e-14,,,1.391e-14
211.37,1.202e-14,,,1.202e-14
211.42,9.293e-15,,,9.293e-15
211.47,6.421e-15,,,6.421e-15
211.52,3.967e-15,,,3.967e-15
211.57,2.191e-15,,,2.191e-15
211.62,1.082e-15,,,1.082e-15
211.67,4.776e-16,,,4.776e-16
211.72,1.885e-16,,,1.885e-16
211.77,6.650e-17,,,6.650e-17
211.82,2.098e-17,,,2.098e-17
211.87,5.917e-18,,,5.917e-18
211.92,1.492e-18,,,1.492e-18
211.97,3.363e-19,,,3.363e-19
212.02,6.778e-20,,,6.778e-20
212.07,1.221e-20,,,1.221e-20
212.12,1.967e-21,,,1.967e-21
212.17,2.834e-22,,,2.834e-22
212.22,3.648e-23,,,3.648e-23
212.27,4.208e-24,,,4.208e-24
212.32,5.268e-25,,,5.268e-25
212.37,9.986e-25,,,9.986e-25
212.42,8.716e-24,,,8.716e-24
212.47,7.093e-23,,,7.093e-23
212.52,5.174e-22,,,5.174e-22
212.57,3.382e-21,,,3.382e-21
212.62,1.981e-20,,,1.981e-20
212.67,1.040e-19,,,1.040e-19
212.72,4.888e-19,,,4.888e-19
212.77,2.060e-18,,,2.060e-18
212.82,7.775e-18,,,7.775e-18
212.87,2.630e-17,,,2.630e-17
212.92,7.972e-17,,,7.972e-17
212.97,2.165e-16,,,2.165e-16
213.02,5.268e-16,,,5.268e-16
213.07,1.149e-15,,,1.149e-15
213.12,2.244e-15,,,2.244e-15
213.17,3.929e-15,,,3.929e-15
213.22,6.162e-15,,,6.162e-15
213.27,8.660e-15,,,8.660e-15
213.32,1.091e-14,,,1.091e-14
213.37,1.231e-14,,,1.231e-14
213.42,1.244e-14,,,1.244e-14
213.47,1.127e-14,,,1.127e-14
213.52,9.149e-15,,,9.149e-15
213.57,6.654e-15,,,6.654e-15
213.62,4.337e-15,,,4.337e-15
213.67,2.532e-15,,,2.532e-15
213.72,1.325e-15,,,1.325e-15
213.77,6.211e-16,,,6.211e-16
213.82,2.609e-16,,,2.609e-16
213.87,9.821e-17,,,9.821e-17
213.92,3.312e-17,,,3.312e-17
213.97,1.001e-17,,,1.001e-17
214.02,2.710e-18,,,2.710e-18
214.07,6.575e-19,,,6.575e-19
214.12,1.429e-19,,,1.429e-19
214.17,2.784e-20,,,2.784e-20
214.22,4.859e-21,,,4.859e-21
214.27,7.599e-22,,,7.599e-22
214.32,1.065e-22,,,1.065e-22
214.37,1.337e-23,,,1.337e-23
214.42,1.504e-24,,,1.504e-24
214.47,1.516e-25,,,1.516e-25
214.52,1.369e-26,,,1.369e-26
214.57,1.108e-27,,,1.108e-27
214.62,8.036e-29,,,8.036e-29
214.67,5.221e-30,,,5.221e-30
216.47,6.766e-30,,,6.766e-30
216.52,9.953e-29,,,9.953e-29
216.57,1.318e-27,,,1.318e-27
216.62,1.570e-26,,,1.570e-26
216.67,1.683e-25,,,1.683e-25
216.72,1.624e-24,,,1.624e-24
216.77,1.410e-23,,,1.410e-23
216.82,1.102e-22,,,1.102e-22
216.87,7.747e-22,,,7.747e-22
216.92,4.903e-21,,,4.903e-21
216.97,2.792e-20,,,2.792e-20
217.02,1.431e-19,,,1.431e-19
217.07,6.601e-19,,,6.601e-19
217.12,2.740e-18,,,2.740e-18
217.17,1.024e-17,,,1.024e-17
217.22,3.441e-17,,,3.441e-17
217.27,1.041e-16,,,1.041e-16
217.32,2.835e-16,,,2.835e-16
217.37,6.945e-16,,,6.945e-16
217.42,1.531e-15,,,1.531e-15
217.47,3.039e-15,,,3.039e-15
217.52,5.427e-15,,,5.427e-15
217.57,8.722e-15,,,8.722e-15
217.62,1.262e-14,,,1.262e-14
217.67,1.642e-14,,,1.642e-14
217.72,1.923e-14,,,1.923e-14
217.77,2.027e-14,,,2.027e-14
217.82,1.923e-14,,,1.923e-14
217.87,1.642e-14,,,1.642e-14
217.92,1.262e-14,,,1.262e-14
217.97,8.722e-15,,,8.722e-15
218.02,5.427e-15,,,5.427e-15
218.07,3.039e-15,,,3.039e-15
218.12,1.531e-15,,,1.531e-15
218.17,6.945e-16,,,6.945e-16
218.22,2.835e-16,,,2.835e-16
218.27,1.041e-16,,,1.041e-16
218.32,3.441e-17,,,3.441e-17
218.37,1.024e-17,,,1.024e-17
218.42,2.740e-18,,,2.740e-18
218.47,6.601e-19,,,6.601e-19
218.52,1.431e-19,,,1.431e-19
218.57,2.792e-20,,,2.792e-20
218.62,4.903e-21,,,4.903e-21
218.67,7.747e-22,,,7.747e-22
218.72,1.102e-22,,,1.102e-22
218.77,1.410e-23,,,1.410e-23
218.82,1.624e-24,,,1.624e-24
218.87,1.683e-25,,,1.683e-25
218.92,1.570e-26,,,1.570e-26
218.97,1.318e-27,,,1.318e-27
219.02,9.953e-29,,,9.953e-29
219.07,6.766e-30,,,6.766e-30
224.02,3.870e-10,,3.870e-10,
224.07,5.465e-9,,5.465e-9,
224.12,6.993e-8,,6.993e-8,
224.17,8.111e-7,,8.111e-7,
224.22,8.524e-6,,8.524e-6,
224.27,8.120e-5,,8.120e-5,
224.32,7.009e-4,,7.009e-4,
224.37,5.483e-3,,5.483e-3,
224.42,3.888e-2,,3.888e-2,
224.47,2.498e-1,,2.498e-1,
224.52,1.454e+0,,1.454e+0,
224.57,7.676e+0,,7.676e+0,
224.62,3.671e+1,,3.671e+1,
224.67,1.591e+2,,1.591e+2,
224.72,6.249e+2,,6.249e+2,
224.77,2.225e+3,,2.225e+3,
224.82,7.177e+3,,7.177e+3,
224.87,2.098e+4,,2.098e+4,
224.92,5.559e+4,,5.559e+4,
224.97,1.335e+5,,1.335e+5,
225.02,2.905e+5,,2.905e+5,
225.07,5.729e+5,,5.729e+5,
225.12,1.024e+6,,1.024e+6,
225.17,1.659e+6,,1.659e+6,
225.22,2.435e+6,,2.435e+6,
225.27,3.239e+6,,3.239e+6,
225.32,3.905e+6,,3.905e+6,
225.37,4.267e+6,,4.267e+6,
225.42,4.225e+6,,4.225e+6,
225.47,3.791e+6,,3.791e+6,
225.52,3.083e+6,,3.083e+6,
225.57,2.273e+6,,2.273e+6,
225.62,1.518e+6,,1.518e+6,
225.67,9.189e+5,,9.189e+5,
225.72,5.041e+5,,5.041e+5,
225.77,2.506e+5,,2.506e+5,
225.82,1.129e+5,,1.129e+5,
225.87,4.611e+4,,4.611e+4,
225.92,1.706e+4,,1.706e+4,
225.97,5.723e+3,,5.723e+3,
226.02,1.739e+3,,1.739e+3,
226.07,4.791e+2,,4.791e+2,
226.12,1.196e+2,,1.196e+2,
226.17,2.706e+1,,2.706e+1,
226.22,5.547e+0,,5.547e+0,
226.27,1.031e+0,,1.031e+0,
226.32,1.735e-1,,1.735e-1,
226.37,2.648e-2,,2.648e-2,
226.42,3.663e-3,,3.663e-3,
226.47,4.590e-4,,4.590e-4,
226.52,5.214e-5,,5.214e-5,
226.57,5.367e-6,,5.367e-6,
226.62,5.007e-7,,5.007e-7,
226.67,4.233e-8,,4.233e-8,
226.72,3.244e-9,,3.244e-9,
226.77,9.289e-11,,9.289e-11,
231.58,3.519e-9,,3.519e-9,
231.63,4.273e-8,,4.273e-8,
231.68,4.732e-7,,4.732e-7,
231.73,4.779e-6,,4.779e-6,
231.78,4.402e-5,,4.402e-5,
231.83,3.698e-4,,3.698e-4,
231.88,2.833e-3,,2.833e-3,
231.93,1.979e-2,,1.979e-2,
231.98,1.261e-1,,1.261e-1,
232.03,7.329e-1,,7.329e-1,
232.08,3.884e+0,,3.884e+0,
232.13,1.877e+1,,1.877e+1,
232.18,8.273e+1,,8.273e+1,
232.23,3.326e+2,,3.326e+2,
232.28,1.219e+3,,1.219e+3,
232.33,4.076e+3,,4.076e+3,
232.38,1.243e+4,,1.243e+4,
232.43,3.456e+4,,3.456e+4,
232.48,8.763e+4,,8.763e+4,
232.53,2.027e+5,,2.027e+5,
232.58,4.274e+5,,4.274e+5,
232.63,8.222e+5,,8.222e+5,
232.68,1.442e+6,,1.442e+6,
232.73,2.307e+6,,2.307e+6,
232.78,3.366e+6,,3.366e+6,
232.83,4.479e+6,,4.479e+6,
232.88,5.435e+6,,5.435e+6,
232.93,6.015e+6,,6.015e+6,
232.98,6.071e+6,,6.071e+6,
233.03,5.588e+6,,5.588e+6,
233.08,4.690e+6,,4.690e+6,
233.13,3.591e+6,,3.591e+6,
233.18,2.507e+6,,2.507e+6,
233.23,1.596e+6,,1.596e+6,
233.28,9.268e+5,,9.268e+5,
233.33,4.908e+5,,4.908e+5,
233.38,2.370e+5,,2.370e+5,
233.43,1.044e+5,,1.044e+5,
233.48,4.193e+4,,4.193e+4,
233.53,1.536e+4,,1.536e+4,
233.58,5.132e+3,,5.132e+3,
233.63,1.563e+3,,1.563e+3,
233.68,4.344e+2,,4.344e+2,
233.73,1.101e+2,,1.101e+2,
233.78,2.544e+1,,2.544e+1,
233.83,5.362e+0,,5.362e+0,
233.88,1.031e+0,,1.031e+0,
233.93,1.806e-1,,1.806e-1,
233.98,2.888e-2,,2.888e-2,
234.03,4.210e-3,,4.210e-3,
234.08,5.598e-4,,5.598e-4,
234.13,6.788e-5,,6.788e-5,
234.18,7.506e-6,,7.506e-6,
234.23,7.570e-7,,7.570e-7,
234.28,6.963e-8,,6.963e-8,
234.33,5.840e-9,,5.840e-9,
234.38,4.468e-10,,4.468e-10,
238.08,5.526e-30,,,5.526e-30
238.13,6.511e-29,,,6.511e-29
238.18,7.031e-28,,,7.031e-28
238.23,6.958e-27,,,6.958e-27
238.28,6.312e-26,,,6.312e-26
238.33,5.248e-25,,,5.248e-25
238.38,3.999e-24,,,3.999e-24
238.43,2.793e-23,,,2.793e-23
238.48,1.787e-22,,,1.787e-22
238.53,1.049e-21,,,1.049e-21
238.58,5.639e-21,,,5.639e-21
238.63,2.779e-20,,,2.779e-20
238.68,1.255e-19,,,1.255e-19
238.73,5.196e-19,,,5.196e-19
238.78,1.972e-18,,,1.972e-18
238.83,6.856e-18,,,6.856e-18
238.88,2.185e-17,,,2.185e-17
238.93,6.384e-17,,,6.384e-17
238.98,1.709e-16,,,1.709e-16
239.03,4.195e-16,,,4.195e-16
239.08,9.434e-16,,,9.434e-16
239.13,1.945e-15,,,1.945e-15
239.18,3.675e-15,,,3.675e-15
239.23,6.363e-15,,,6.363e-15
239.28,1.010e-14,,,1.010e-14
239.33,1.469e-14,,,1.469e-14
239.38,1.959e-14,,,1.959e-14
239.43,2.393e-14,,,2.393e-14
239.48,2.681e-14,,,2.681e-14
239.53,2.752e-14,,,2.752e-14
239.58,2.589e-14,,,2.589e-14
239.63,2.232e-14,,,2.232e-14
239.68,1.764e-14,,,1.764e-14
239.73,1.278e-14,,,1.278e-14
239.78,8.484e-15,,,8.484e-15
239.83,5.162e-15,,,5.162e-15
239.88,2.879e-15,,,2.879e-15
239.93,1.472e-15,,,1.472e-15
239.98,6.894e-16,,,6.894e-16
240.03,2.960e-16,,,2.960e-16
240.08,1.165e-16,,,1.165e-16
240.13,4.202e-17,,,4.202e-17
240.18,1.389e-17,,,1.389e-17
240.23,4.208e-18,,,4.208e-18
240.28,1.169e-18,,,1.169e-18
240.33,2.975e-19,,,2.975e-19
240.38,6.939e-20,,,6.939e-20
240.43,1.484e-20,,,1.484e-20
240.48,2.907e-21,,,2.907e-21
240.53,5.222e-22,,,5.222e-22
240.58,8.596e-23,,,8.596e-23
240.63,1.297e-23,,,1.297e-23
240.68,1.793e-24,,,1.793e-24
240.73,2.273e-25,,,2.273e-25
240.78,2.640e-26,,,2.640e-26
240.83,2.811e-27,,,2.811e-27
240.88,2.743e-28,,,2.743e-28
240.93,2.453e-29,,,2.453e-29
240.98,2.011e-30,,,2.011e-30
243.48,1.599e-9,,1.599e-9,
243.53,1.806e-8,,1.806e-8,
243.58,1.878e-7,,1.878e-7,
243.63,1.796e-6,,1.796e-6,
243.68,1.581e-5,,1.581e-5,
243.73,1.280e-4,,1.280e-4,
243.78,9.537e-4,,9.537e-4,
243.83,6.537e-3,,6.537e-3,
243.88,4.122e-2,,4.122e-2,
243.93,2.392e-1,,2.392e-1,
243.98,1.277e+0,,1.277e+0,
244.03,6.270e+0,,6.270e+0,
244.08,2.833e+1,,2.833e+1,
244.13,1.178e+2,,1.178e+2,
244.18,4.506e+2,,4.506e+2,
244.23,1.586e+3,,1.586e+3,
244.28,5.134e+3,,5.134e+3,
244.33,1.529e+4,,1.529e+4,
244.38,4.192e+4,,4.192e+4,
244.43,1.057e+5,,1.057e+5,
244.48,2.452e+5,,2.452e+5,
244.53,5.235e+5,,5.235e+5,
244.58,1.028e+6,,1.028e+6,
244.63,1.858e+6,,1.858e+6,
244.68,3.088e+6,,3.088e+6,
244.73,4.724e+6,,4.724e+6,
244.78,6.648e+6,,6.648e+6,
244.83,8.607e+6,,8.607e+6,
244.88,1.025e+7,,1.025e+7,
244.93,1.124e+7,,1.124e+7,
244.98,1.133e+7,,1.133e+7,
245.03,1.051e+7,,1.051e+7,
245.08,8.973e+6,,8.973e+6,
245.13,7.047e+6,,7.047e+6,
245.18,5.092e+6,,5.092e+6,
245.23,3.385e+6,,3.385e+6,
245.28,2.070e+6,,2.070e+6,9.668e-31
245.33,1.165e+6,,1.165e+6,1.089e-29
245.38,6.032e+5,,6.032e+5,1.131e-28
245.43,2.873e+5,,2.873e+5,1.082e-27
245.48,1.259e+5,,1.259e+5,9.527e-27
245.53,5.077e+4,,5.077e+4,7.731e-26
245.58,1.884e+4,,1.884e+4,5.779e-25
245.63,6.429e+3,,6.429e+3,3.979e-24
245.68,2.019e+3,,2.019e+3,2.524e-23
245.73,5.834e+2,,5.834e+2,1.475e-22
245.78,1.551e+2,,1.551e+2,7.937e-22
245.83,3.793e+1,,3.793e+1,3.935e-21
245.88,8.535e+0,,8.535e+0,1.797e-20
245.93,1.767e+0,,1.767e+0,7.563e-20
245.98,3.366e-1,,3.366e-1,2.931e-19
246.03,5.898e-2,,5.898e-2,1.046e-18
246.08,9.511e-3,,9.511e-3,3.441e-18
246.13,1.411e-3,,1.411e-3,1.043e-17
246.18,1.926e-4,,1.926e-4,2.910e-17
246.23,2.418e-5,,2.418e-5,7.480e-17
246.28,2.794e-6,,2.794e-6,1.771e-16
246.33,2.970e-7,,2.970e-7,3.864e-16
246.38,2.905e-8,,2.905e-8,7.765e-16
246.43,2.614e-9,,2.614e-9,1.437e-15
246.48,2.451e-15,,,2.451e-15
246.53,3.850e-15,,,3.850e-15
246.58,5.571e-15,,,5.571e-15
246.63,7.425e-15,,,7.425e-15
246.68,9.117e-15,,,9.117e-15
246.73,1.031e-14,,,1.031e-14
246.78,1.074e-14,,,1.074e-14
246.83,1.031e-14,,,1.031e-14
246.88,9.117e-15,,,9.117e-15
246.93,7.425e-15,,,7.425e-15
246.98,5.571e-15,,,5.571e-15
247.03,3.850e-15,,,3.850e-15
247.08,2.451e-15,,,2.451e-15
247.13,1.437e-15,,,1.437e-15
247.18,7.765e-16,,,7.765e-16
247.23,3.864e-16,,,3.864e-16
247.28,1.771e-16,,,1.771e-16
247.33,7.480e-17,,,7.480e-17
247.38,2.910e-17,,,2.910e-17
247.43,1.043e-17,,,1.043e-17
247.48,3.441e-18,,,3.441e-18
247.53,1.046e-18,,,1.046e-18
247.58,2.931e-19,,,2.931e-19
247.63,7.563e-20,,,7.563e-20
247.68,1.797e-20,,,1.797e-20
247.73,3.935e-21,,,3.935e-21
247.78,7.937e-22,,,7.937e-22
247.83,1.475e-22,,,1.475e-22
247.88,2.524e-23,,,2.524e-23
247.93,3.987e-24,,,3.987e-24
247.98,6.248e-25,,,6.248e-25
248.03,3.302e-25,,,3.302e-25
248.08,1.267e-24,,,1.267e-24
248.13,5.771e-24,,,5.771e-24
248.18,2.443e-23,,,2.443e-23
248.23,9.539e-23,,,9.539e-23
248.28,3.436e-22,,,3.436e-22
248.33,1.142e-21,,,1.142e-21
248.38,3.502e-21,,,3.502e-21
248.43,9.907e-21,,,9.907e-21
248.48,2.586e-20,,,2.586e-20
248.53,6.225e-20,,,6.225e-20
248.58,1.383e-19,,,1.383e-19
248.63,2.833e-19,,,2.833e-19
248.68,5.356e-19,,,5.356e-19
248.73,9.341e-19,,,9.341e-19
248.78,1.503e-18,,,1.503e-18
248.83,2.231e-18,,,2.231e-18
248.88,3.055e-18,,,3.055e-18
248.93,3.860e-18,,,3.860e-18
248.98,4.499e-18,,,4.499e-18
249.03,4.837e-18,,,4.837e-18
249.08,4.798e-18,,,4.798e-18
249.13,4.391e-18,,,4.391e-18
249.18,3.707e-18,,,3.707e-18
249.23,2.888e-18,,,2.888e-18
249.28,2.075e-18,,,2.075e-18
249.33,1.375e-18,,,1.375e-18
249.38,8.412e-19,,,8.412e-19
249.43,4.746e-19,,,4.746e-19
249.48,2.470e-19,,,2.470e-19
249.53,1.186e-19,,,1.186e-19
249.58,5.256e-20,,,5.256e-20
249.63,2.148e-20,,,2.148e-20
249.68,8.099e-21,,,8.099e-21
249.73,2.817e-21,,,2.817e-21
249.78,9.041e-22,,,9.041e-22
249.83,2.677e-22,,,2.677e-22
249.88,7.311e-23,,,7.311e-23
249.93,1.842e-23,,,1.842e-23
249.98,4.282e-24,,,4.282e-24
250.03,9.184e-25,,,9.184e-25
250.08,1.817e-25,,,1.817e-25
250.13,3.316e-26,,,3.316e-26
250.18,5.585e-27,,,5.585e-27
250.23,8.676e-28,,,8.676e-28
250.28,1.243e-28,,,1.243e-28
250.33,1.644e-29,,,1.644e-29
250.38,2.005e-30,,,2.005e-30
250.43,2.257e-31,,,2.257e-31
250.48,2.343e-32,,,2.343e-32
250.53,2.244e-33,,,2.244e-33
251.38,2.215e-31,,,2.215e-31
251.43,2.366e-30,,,2.366e-30
251.48,2.337e-29,,,2.337e-29
251.53,2.135e-28,,,2.135e-28
251.58,1.803e-27,,,1.803e-27
251.63,1.409e-26,,,1.409e-26
251.68,1.018e-25,,,1.018e-25
251.73,6.801e-25,,,6.801e-25
251.78,4.203e-24,,,4.203e-24
251.83,2.402e-23,,,2.402e-23
251.88,1.269e-22,,,1.269e-22
251.93,6.204e-22,,,6.204e-22
251.98,2.804e-21,,,2.804e-21
252.03,1.172e-20,,,1.172e-20
252.08,4.532e-20,,,4.532e-20
252.13,1.620e-19,,,1.620e-19
252.18,5.358e-19,,,5.358e-19
252.23,1.638e-18,,,1.638e-18
252.28,4.634e-18,,,4.634e-18
