Wavelength (nm),Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
252.33,1.212e-17,,,1.212e-17
252.38,2.931e-17,,,2.931e-17
252.43,6.557e-17,,,6.557e-17
252.48,1.356e-16,,,1.356e-16
252.53,2.595e-16,,,2.595e-16
252.58,4.591e-16,,,4.591e-16
252.63,7.513e-16,,,7.513e-16
252.68,1.137e-15,,,1.137e-15
252.73,1.591e-15,,,1.591e-15
252.78,2.059e-15,,,2.059e-15
252.83,2.465e-15,,,2.465e-15
252.88,2.729e-15,,,2.729e-15
252.93,2.793e-15,,,2.793e-15
252.98,2.645e-15,,,2.645e-15
253.03,2.315e-15,,,2.315e-15
253.08,1.875e-15,,,1.875e-15
253.13,1.404e-15,,,1.404e-15
253.18,9.724e-16,,,9.724e-16
253.23,6.228e-16,,,6.228e-16
253.28,3.689e-16,,,3.689e-16
253.33,2.021e-16,,,2.021e-16
253.38,1.024e-16,,,1.024e-16
253.43,4.796e-17,,,4.796e-17
253.48,2.078e-17,,,2.078e-17
253.53,8.328e-18,,,8.328e-18
253.58,3.086e-18,,,3.086e-18
253.63,1.058e-18,,,1.058e-18
253.68,3.352e-19,,,3.352e-19
253.73,9.826e-20,,,9.826e-20
253.78,2.664e-20,,,2.664e-20
253.83,6.678e-21,,,6.678e-21
253.88,1.548e-21,,,1.548e-21
253.93,3.320e-22,,,3.320e-22
253.98,6.583e-23,,,6.583e-23
254.03,1.207e-23,,,1.207e-23
254.08,2.047e-24,,,2.047e-24
254.13,3.211e-25,,,3.211e-25
254.18,4.658e-26,,,4.658e-26
254.23,6.249e-27,,,6.249e-27
254.28,7.753e-28,,,7.753e-28
254.33,8.895e-29,,,8.895e-29
254.38,9.438e-30,,,9.438e-30
254.43,9.262e-31,,,9.262e-31
260.23,7.317e-34,,,7.317e-34
260.28,6.971e-33,,,6.971e-33
260.33,6.175e-32,,,6.175e-32
260.38,5.084e-31,,,5.084e-31
260.43,3.892e-30,,,3.892e-30
260.48,2.769e-29,,,2.769e-29
260.53,1.832e-28,,,1.832e-28
260.58,1.127e-27,,,1.127e-27
260.63,6.442e-27,,,6.442e-27
260.68,3.424e-26,,,3.424e-26
260.73,1.692e-25,,,1.692e-25
260.78,7.772e-25,,,7.772e-25
260.83,3.319e-24,,,3.319e-24
260.88,1.318e-23,,,1.318e-23
260.93,4.863e-23,,,4.863e-23
260.98,1.669e-22,,,1.669e-22
261.03,5.322e-22,,,5.322e-22
261.08,1.578e-21,,,1.578e-21
261.13,4.350e-21,,,4.350e-21
261.18,1.115e-20,,,1.115e-20
261.23,2.656e-20,,,2.656e-20
261.28,5.883e-20,,,5.883e-20
261.33,1.211e-19,,,1.211e-19
261.38,2.318e-19,,,2.318e-19
261.43,4.126e-19,,,4.126e-19
261.48,6.825e-19,,,6.825e-19
261.53,1.050e-18,,,1.050e-18
261.58,1.501e-18,,,1.501e-18
261.63,1.994e-18,,,1.994e-18
261.68,2.464e-18,,,2.464e-18
261.73,2.831e-18,,,2.831e-18
261.78,3.023e-18,,,3.023e-18
261.83,3.001e-18,,,3.001e-18
261.88,2.769e-18,,,2.769e-18
261.93,2.376e-18,,,2.376e-18
261.98,1.895e-18,,,1.895e-18
262.03,1.405e-18,,,1.405e-18
262.08,9.687e-19,,,9.687e-19
262.13,6.207e-19,,,6.207e-19
262.18,3.698e-19,,,3.698e-19
262.23,2.048e-19,,,2.048e-19
262.28,1.054e-19,,,1.054e-19
262.33,5.047e-20,,,5.047e-20
262.38,2.246e-20,,,2.246e-20
262.44,7.719e-21,,,7.719e-21
262.49,2.925e-21,,,2.925e-21
262.54,1.031e-21,,,1.031e-21
262.59,3.376e-22,,,3.376e-22
262.64,1.028e-22,,,1.028e-22
262.69,2.910e-23,,,2.910e-23
262.74,7.658e-24,,,7.658e-24
262.79,1.873e-24,,,1.873e-24
262.84,4.261e-25,,,4.261e-25
262.89,9.009e-26,,,9.009e-26
262.94,1.771e-26,,,1.771e-26
262.99,3.236e-27,,,3.236e-27
263.04,5.497e-28,,,5.497e-28
263.09,8.680e-29,,,8.680e-29
263.14,1.274e-29,,,1.274e-29
263.19,1.739e-30,,,1.739e-30
263.24,2.207e-31,,,2.207e-31
263.29,2.603e-32,,,2.603e-32
263.34,2.855e-33,,,2.855e-33
263.39,2.910e-34,,,2.910e-34
264.49,7.905e-9,,7.905e-9,
264.54,7.210e-8,,7.210e-8,
264.59,6.127e-7,,6.127e-7,
264.64,4.852e-6,,4.852e-6,
264.69,3.581e-5,,3.581e-5,
264.74,2.462e-4,,2.462e-4,
264.79,1.577e-3,,1.577e-3,
264.84,9.418e-3,,9.418e-3,
264.89,5.239e-2,,5.239e-2,
264.94,2.716e-1,,2.716e-1,
264.99,1.312e+0,,1.312e+0,
265.04,5.905e+0,,5.905e+0,
265.09,2.476e+1,,2.476e+1,
265.14,9.678e+1,,9.678e+1,
265.19,3.524e+2,,3.524e+2,
265.24,1.196e+3,,1.196e+3,
265.29,3.781e+3,,3.781e+3,
265.34,1.114e+4,,1.114e+4,
265.39,3.059e+4,,3.059e+4,
265.44,7.824e+4,,7.824e+4,
265.49,1.865e+5,,1.865e+5,
265.54,4.143e+5,,4.143e+5,
265.59,8.575e+5,,8.575e+5,
265.64,1.654e+6,,1.654e+6,
265.69,2.972e+6,,2.972e+6,
265.74,4.977e+6,,4.977e+6,
265.79,7.766e+6,,7.766e+6,
265.84,1.129e+7,,1.129e+7,
265.89,1.530e+7,,1.530e+7,
265.94,1.931e+7,,1.931e+7,
265.99,2.272e+7,,2.272e+7,
266.04,2.490e+7,,2.490e+7,
266.09,2.544e+7,,2.544e+7,
266.14,2.421e+7,,2.421e+7,
266.19,2.147e+7,,2.147e+7,
266.24,1.774e+7,,1.774e+7,
266.29,1.366e+7,,1.366e+7,
266.34,9.804e+6,,9.804e+6,
266.39,6.555e+6,,6.555e+6,
266.44,4.084e+6,,4.084e+6,
266.49,2.371e+6,,2.371e+6,
266.54,1.282e+6,,1.282e+6,
266.59,6.464e+5,,6.464e+5,
266.64,3.036e+5,,3.036e+5,
266.69,1.329e+5,,1.329e+5,
266.74,5.419e+4,,5.419e+4,
266.79,2.059e+4,,2.059e+4,
266.84,7.293e+3,,7.293e+3,
266.89,2.406e+3,,2.406e+3,
266.94,7.398e+2,,7.398e+2,
266.99,2.120e+2,,2.120e+2,
267.04,5.658e+1,,5.658e+1,
267.09,1.408e+1,,1.408e+1,
267.14,3.262e+0,,3.262e+0,
267.19,7.046e-1,,7.046e-1,
267.24,1.418e-1,,1.418e-1,
267.29,2.660e-2,,2.660e-2,
267.34,4.648e-3,,4.648e-3,
267.39,7.568e-4,,7.568e-4,
267.44,1.148e-4,,1.148e-4,
267.49,1.623e-5,,1.623e-5,
267.54,2.139e-6,,2.139e-6,
267.59,2.625e-7,,2.625e-7,
267.64,3.003e-8,,3.003e-8,
267.69,3.201e-9,,3.201e-9,
271.54,1.659e-9,1.659e-9,,
271.59,1.484e-8,1.484e-8,,
271.64,1.240e-7,1.240e-7,,
271.69,9.738e-7,9.738e-7,,
271.74,7.127e-6,7.127e-6,,
271.79,4.879e-5,4.879e-5,,
271.84,3.125e-4,3.125e-4,,
271.89,1.872e-3,1.872e-3,,
271.94,1.049e-2,1.049e-2,,
271.99,5.501e-2,5.501e-2,,
272.04,2.699e-1,2.699e-1,,
272.09,1.239e+0,1.239e+0,,
272.14,5.325e+0,5.325e+0,,
272.19,2.142e+1,2.142e+1,,
272.24,8.065e+1,8.065e+1,,
272.29,2.844e+2,2.844e+2,,
272.34,9.394e+2,9.394e+2,,
272.39,2.907e+3,2.907e+3,,
272.44,8.435e+3,8.435e+3,,
272.49,2.295e+4,2.295e+4,,
272.54,5.857e+4,5.857e+4,,
272.59,1.404e+5,1.404e+5,,
272.64,3.159e+5,3.159e+5,,
272.69,6.685e+5,6.685e+5,,
272.74,1.331e+6,1.331e+6,,
272.79,2.495e+6,2.495e+6,,
272.84,4.409e+6,4.409e+6,,
272.89,7.351e+6,7.351e+6,,
272.94,1.158e+7,1.158e+7,,
272.99,1.725e+7,1.725e+7,,
273.04,2.435e+7,2.435e+7,,
273.09,3.265e+7,3.265e+7,,
273.14,4.168e+7,4.168e+7,,
273.19,5.087e+7,5.087e+7,,
273.24,5.965e+7,5.965e+7,,
273.29,6.763e+7,6.763e+7,,
273.34,7.465e+7,7.465e+7,,
273.39,8.072e+7,8.072e+7,,
273.44,8.586e+7,8.586e+7,,
273.49,8.988e+7,8.988e+7,,
273.54,9.226e+7,9.226e+7,,
273.59,9.224e+7,9.224e+7,,
273.64,8.911e+7,8.911e+7,,
273.69,8.253e+7,8.253e+7,,
273.74,7.277e+7,7.277e+7,,
273.79,6.078e+7,6.078e+7,,
273.84,4.790e+7,4.790e+7,,
273.89,3.552e+7,3.552e+7,,
273.94,2.474e+7,2.474e+7,,
273.99,1.616e+7,1.616e+7,,
274.04,9.889e+6,9.889e+6,,
274.09,5.668e+6,5.668e+6,,
274.14,3.041e+6,3.041e+6,,
274.19,1.527e+6,1.527e+6,,
274.24,7.178e+5,7.178e+5,,
274.29,3.156e+5,3.156e+5,,
274.34,1.298e+5,1.298e+5,,
274.39,4.996e+4,4.996e+4,,
274.44,1.798e+4,1.798e+4,,
274.49,6.056e+3,6.056e+3,,
274.54,1.908e+3,1.908e+3,,
274.59,5.621e+2,5.621e+2,,
274.64,1.550e+2,1.550e+2,,
274.69,3.995e+1,3.995e+1,,
274.74,9.636e+0,9.636e+0,,
274.79,2.174e+0,2.174e+0,,
274.84,4.588e-1,4.588e-1,,
274.89,9.058e-2,9.058e-2,,
274.94,1.673e-2,1.673e-2,,
274.99,2.889e-3,2.889e-3,,
275.04,4.669e-4,4.669e-4,,
275.09,7.056e-5,7.056e-5,,
275.14,9.976e-6,9.976e-6,,
275.19,1.319e-6,1.319e-6,,
275.24,1.632e-7,1.632e-7,,
275.29,1.889e-8,1.889e-8,,
275.99,7.438e-8,7.438e-8,,
276.04,6.363e-7,6.363e-7,,
276.09,5.102e-6,5.102e-6,,
276.14,3.838e-5,3.838e-5,,
276.19,2.704e-4,2.704e-4,,
276.24,1.785e-3,1.785e-3,,
276.29,1.105e-2,1.105e-2,,
276.34,6.408e-2,6.408e-2,,
276.39,3.484e-1,3.484e-1,,
276.44,1.776e+0,1.776e+0,,
276.49,8.481e+0,8.481e+0,,
276.54,3.798e+1,3.798e+1,,
276.59,1.594e+2,1.594e+2,,
276.64,6.274e+2,6.274e+2,,
276.69,2.315e+3,2.315e+3,,
276.74,8.009e+3,8.009e+3,,
276.79,2.599e+4,2.599e+4,,
276.84,7.908e+4,7.908e+4,,
276.89,2.258e+5,2.258e+5,,
276.94,6.049e+5,6.049e+5,,
276.99,1.521e+6,1.521e+6,,
277.04,3.594e+6,3.594e+6,,
277.09,7.978e+6,7.978e+6,,
277.14,1.666e+7,1.666e+7,,
277.19,3.274e+7,3.274e+7,,
277.24,6.069e+7,6.069e+7,,
277.29,1.062e+8,1.062e+8,,
277.34,1.761e+8,1.761e+8,,
277.39,2.771e+8,2.771e+8,8.958e-7,
277.44,4.154e+8,4.154e+8,7.597e-6,
277.49,5.956e+8,5.956e+8,6.042e-5,
277.54,8.202e+8,8.202e+8,4.507e-4,
277.59,1.089e+9,1.089e+9,3.152e-3,
277.64,1.398e+9,1.398e+9,2.068e-2,
277.69,1.740e+9,1.740e+9,1.272e-1,
277.74,2.100e+9,2.100e+9,7.340e-1,
277.79,2.455e+9,2.455e+9,3.972e+0,
277.84,2.776e+9,2.776e+9,2.015e+1,
277.89,3.029e+9,3.029e+9,9.591e+1,
277.94,3.182e+9,3.182e+9,4.280e+2,
277.99,3.216e+9,3.216e+9,1.791e+3,
278.04,3.126e+9,3.126e+9,7.032e+3,
278.09,2.925e+9,2.925e+9,2.589e+4,
278.14,2.640e+9,2.640e+9,8.936e+4,
278.19,2.304e+9,2.303e+9,2.893e+5,
278.24,1.949e+9,1.948e+9,8.785e+5,
278.29,1.603e+9,1.600e+9,2.502e+6,
278.34,1.284e+9,1.277e+9,6.682e+6,
278.39,1.006e+9,9.896e+8,1.674e+7,
278.44,7.813e+8,7.419e+8,3.934e+7,
278.49,6.231e+8,5.363e+8,8.676e+7,
278.54,5.517e+8,3.721e+8,1.796e+8,
278.59,5.961e+8,2.468e+8,3.494e+8,
278.64,7.951e+8,1.558e+8,6.393e+8,
278.69,1.197e+9,9.333e+7,1.104e+9,
278.74,1.858e+9,5.290e+7,1.805e+9,
278.79,2.847e+9,2.831e+7,2.819e+9,
278.84,4.268e+9,1.428e+7,4.254e+9,
278.89,6.315e+9,6.783e+6,6.308e+9,
278.94,9.383e+9,3.030e+6,9.380e+9,
278.99,1.422e+10,1.272e+6,1.422e+10,
279.04,2.210e+10,5.015e+5,2.210e+10,
279.09,3.490e+10,1.857e+5,3.490e+10,
279.14,5.495e+10,6.452e+4,5.495e+10,
279.19,8.463e+10,2.104e+4,8.463e+10,
279.24,1.255e+11,6.436e+3,1.255e+11,
279.29,1.774e+11,1.847e+3,1.774e+11,
279.34,2.372e+11,4.971e+2,2.372e+11,
279.39,2.993e+11,1.255e+2,2.993e+11,
279.44,3.553e+11,2.970e+1,3.553e+11,
279.49,3.967e+11,6.592e+0,3.967e+11,
279.54,4.163e+11,1.372e+0,4.163e+11,
279.59,4.108e+11,2.694e-1,4.108e+11,
279.64,3.817e+11,5.852e-2,3.817e+11,
279.69,3.346e+11,5.887e-2,3.346e+11,
279.74,2.782e+11,2.524e-1,2.782e+11,
279.79,2.219e+11,1.173e+0,2.219e+11,
279.84,1.737e+11,5.141e+0,1.737e+11,
279.89,1.392e+11,2.117e+1,1.392e+11,
279.94,1.211e+11,8.188e+1,1.211e+11,
279.99,1.189e+11,2.974e+2,1.189e+11,
280.04,1.300e+11,1.015e+3,1.300e+11,
280.09,1.498e+11,3.253e+3,1.498e+11,
280.14,1.725e+11,9.796e+3,1.725e+11,
280.19,1.921e+11,2.772e+4,1.921e+11,
280.24,2.036e+11,7.375e+4,2.036e+11,
280.29,2.038e+11,1.844e+5,2.038e+11,
280.34,1.919e+11,4.337e+5,1.919e+11,
280.39,1.699e+11,9.595e+5,1.699e+11,
280.44,1.411e+11,1.997e+6,1.411e+11,
280.49,1.101e+11,3.915e+6,1.101e+11,
280.54,8.057e+10,7.226e+6,8.057e+10,
280.59,5.535e+10,1.257e+7,5.534e+10,
280.64,3.569e+10,2.061e+7,3.567e+10,
280.69,2.160e+10,3.189e+7,2.157e+10,
280.74,1.229e+10,4.659e+7,1.224e+10,
280.79,6.583e+9,6.429e+7,6.518e+9,
280.84,3.341e+9,8.387e+7,3.257e+9,
280.89,1.631e+9,1.035e+8,1.527e+9,
280.94,7.928e+8,1.209e+8,6.718e+8,
280.99,4.112e+8,1.338e+8,2.773e+8,
281.04,2.478e+8,1.404e+8,1.074e+8,
281.09,1.786e+8,1.395e+8,3.905e+7,
281.14,1.449e+8,1.315e+8,1.332e+7,
281.19,1.218e+8,1.176e+8,4.262e+6,
281.24,1.009e+8,9.966e+7,1.280e+6,
281.29,8.043e+7,8.007e+7,3.606e+5,
281.34,6.105e+7,6.096e+7,9.533e+4,
281.39,4.398e+7,4.396e+7,2.365e+4,
281.44,3.001e+7,3.000e+7,5.505e+3,
281.49,1.938e+7,1.938e+7,1.203e+3,
281.54,1.183e+7,1.183e+7,2.465e+2,
281.59,6.825e+6,6.825e+6,4.740e+1,
281.64,3.718e+6,3.718e+6,8.554e+0,
281.69,1.912e+6,1.912e+6,1.448e+0,
281.74,9.272e+5,9.272e+5,2.301e-1,
281.79,4.240e+5,4.240e+5,3.431e-2,
281.84,1.827e+5,1.827e+5,4.800e-3,
281.89,7.419e+4,7.419e+4,6.301e-4,
281.94,2.837e+4,2.837e+4,7.761e-5,
281.99,1.021e+4,1.021e+4,,
282.04,3.459e+3,3.459e+3,,
282.09,1.103e+3,1.103e+3,,
282.14,3.307e+2,3.307e+2,,
282.19,9.326e+1,9.326e+1,,
282.24,2.473e+1,2.473e+1,,
282.29,6.167e+0,6.167e+0,,
282.34,1.446e+0,1.446e+0,,
282.39,3.186e-1,3.186e-1,,
282.44,6.597e-2,6.597e-2,,
282.49,1.284e-2,1.284e-2,,
282.54,2.348e-3,2.348e-3,,
282.59,4.034e-4,4.034e-4,,
282.64,6.512e-5,6.512e-5,,
282.69,9.876e-6,9.876e-6,,
282.74,1.406e-6,1.406e-6,,
282.79,1.882e-7,1.882e-7,,
282.84,2.229e-8,2.229e-8,,
282.89,2.645e-9,2.645e-9,,
282.94,3.406e-9,3.406e-9,,
282.99,2.792e-8,2.792e-8,,
283.04,2.152e-7,2.152e-7,,
283.09,1.560e-6,1.560e-6,,
283.14,1.068e-5,1.068e-5,,
283.19,6.852e-5,6.852e-5,,
283.24,4.132e-4,4.132e-4,,
283.29,2.344e-3,2.344e-3,,
283.34,1.250e-2,1.250e-2,,
283.39,6.272e-2,6.272e-2,,
283.44,2.960e-1,2.960e-1,,
283.49,1.314e+0,1.314e+0,,
283.54,5.491e+0,5.491e+0,,
283.59,2.159e+1,2.159e+1,,
283.64,7.988e+1,7.988e+1,,
283.69,2.783e+2,2.783e+2,,
283.74,9.129e+2,9.129e+2,,
283.79,2.821e+3,2.821e+3,,
283.84,8.217e+3,8.217e+3,,
283.89,2.257e+4,2.257e+4,,
283.94,5.846e+4,5.846e+4,,
283.99,1.430e+5,1.430e+5,,
284.04,3.305e+5,3.305e+5,,
284.09,7.227e+5,7.227e+5,,
284.14,1.498e+6,1.498e+6,,
284.19,2.951e+6,2.951e+6,,
284.24,5.545e+6,5.545e+6,,
284.29,1.001e+7,1.001e+7,,
284.34,1.749e+7,1.749e+7,,
284.39,2.999e+7,2.999e+7,,
284.44,5.125e+7,5.125e+7,,
284.49,8.854e+7,8.854e+7,,
284.54,1.560e+8,1.560e+8,,
284.59,2.793e+8,2.793e+8,,
284.64,5.029e+8,5.029e+8,,
284.69,8.949e+8,8.949e+8,,
284.74,1.550e+9,1.550e+9,,
284.79,2.583e+9,2.583e+9,,
284.84,4.104e+9,4.104e+9,,
284.89,6.185e+9,6.185e+9,,
284.94,8.812e+9,8.812e+9,,
284.99,1.184e+10,1.184e+10,,
285.04,1.500e+10,1.500e+10,,
285.09,1.788e+10,1.788e+10,,
285.14,2.007e+10,2.007e+10,,
285.19,2.119e+10,2.119e+10,,
285.24,2.104e+10,2.104e+10,,
285.29,1.965e+10,1.965e+10,,
285.34,1.726e+10,1.726e+10,,
285.39,1.426e+10,1.426e+10,,
285.44,1.108e+10,1.108e+10,,
285.49,8.095e+9,8.095e+9,,
285.54,5.562e+9,5.562e+9,,
285.59,3.594e+9,3.594e+9,,
285.64,2.184e+9,2.184e+9,,
285.69,1.248e+9,1.248e+9,,
285.74,6.706e+8,6.706e+8,,
285.79,3.389e+8,3.389e+8,,
285.84,1.610e+8,1.610e+8,,
285.89,7.197e+7,7.197e+7,,
285.94,3.025e+7,3.025e+7,,
285.99,1.195e+7,1.195e+7,,
286.04,4.443e+6,4.443e+6,,
286.09,1.553e+6,1.553e+6,,
286.14,5.103e+5,5.103e+5,,
286.19,1.577e+5,1.577e+5,,
286.24,4.584e+4,4.584e+4,,
286.29,1.253e+4,1.253e+4,,
286.34,3.221e+3,3.221e+3,,
286.39,7.785e+2,7.785e+2,,
286.44,1.770e+2,1.770e+2,,
286.49,3.783e+1,3.783e+1,,
286.54,7.604e+0,7.604e+0,,
286.59,1.437e+0,1.437e+0,,
286.64,2.555e-1,2.555e-1,,
286.69,4.272e-2,4.272e-2,,
286.74,6.715e-3,6.715e-3,,
286.79,9.927e-4,9.927e-4,,
286.84,1.380e-4,1.380e-4,,
286.89,1.804e-5,1.804e-5,,
286.94,2.215e-6,2.215e-6,,
289.79,1.455e-8,1.455e-8,,
289.84,1.120e-7,1.120e-7,,
289.89,8.132e-7,8.132e-7,,
289.94,5.567e-6,5.567e-6,,
289.99,3.593e-5,3.593e-5,,
290.04,2.186e-4,2.186e-4,,
290.09,1.255e-3,1.255e-3,,
290.14,6.787e-3,6.787e-3,,
290.19,3.462e-2,3.462e-2,,
290.24,1.665e-1,1.665e-1,,
290.29,7.551e-1,7.551e-1,,
290.34,3.229e+0,3.229e+0,,
290.39,1.302e+1,1.302e+1,,
290.44,4.948e+1,4.948e+1,,
290.49,1.773e+2,1.773e+2,,
290.54,5.992e+2,5.992e+2,,
290.59,1.909e+3,1.909e+3,,
290.64,5.736e+3,5.736e+3,,
290.69,1.625e+4,1.625e+4,,
290.74,4.339e+4,4.339e+4,,
290.79,1.093e+5,1.093e+5,,
290.84,2.595e+5,2.595e+5,,
290.89,5.809e+5,5.809e+5,,
290.94,1.226e+6,1.226e+6,,
290.99,2.440e+6,2.440e+6,,
291.04,4.579e+6,4.579e+6,,
291.09,8.102e+6,8.102e+6,1.660e-7,
291.14,1.352e+7,1.352e+7,1.270e-6,
291.19,2.126e+7,2.126e+7,9.161e-6,
291.24,3.153e+7,3.153e+7,6.236e-5,
291.29,4.409e+7,4.409e+7,4.004e-4,
291.34,5.813e+7,5.813e+7,2.426e-3,
291.39,7.227e+7,7.227e+7,1.386e-2,
291.44,8.471e+7,8.471e+7,7.474e-2,
291.49,9.361e+7,9.361e+7,3.801e-1,
291.54,9.755e+7,9.755e+7,1.824e+0,
291.59,9.584e+7,9.584e+7,8.254e+0,
291.64,8.879e+7,8.879e+7,3.524e+1,
291.69,7.755e+7,7.755e+7,1.420e+2,
291.74,6.387e+7,6.387e+7,5.395e+2,
291.79,4.960e+7,4.959e+7,1.934e+3,
291.84,3.632e+7,3.631e+7,6.540e+3,
291.89,2.509e+7,2.507e+7,2.086e+4,
291.94,1.638e+7,1.632e+7,6.279e+4,
291.99,1.019e+7,1.001e+7,1.783e+5,
292.04,6.271e+6,5.794e+6,4.775e+5,
292.09,4.367e+6,3.161e+6,1.206e+6,
292.14,4.502e+6,1.626e+6,2.876e+6,
292.19,7.255e+6,7.887e+5,6.466e+6,
292.24,1.408e+7,3.607e+5,1.372e+7,
292.29,2.760e+7,1.555e+5,2.745e+7,
292.34,5.188e+7,6.323e+4,5.182e+7,
292.39,9.231e+7,2.424e+4,9.228e+7,
292.44,1.551e+8,8.761e+3,1.550e+8,
292.49,2.457e+8,2.986e+3,2.457e+8,
292.54,3.674e+8,9.594e+2,3.674e+8,
292.59,5.182e+8,2.907e+2,5.182e+8,
292.64,6.896e+8,8.303e+1,6.896e+8,
292.69,8.657e+8,2.236e+1,8.657e+8,
292.74,1.025e+9,5.679e+0,1.025e+9,
292.79,1.146e+9,1.362e+0,1.146e+9,
292.84,1.208e+9,3.179e-1,1.208e+9,
292.89,1.203e+9,1.163e-1,1.203e+9,
292.94,1.132e+9,2.381e-1,1.132e+9,
292.99,1.011e+9,9.396e-1,1.011e+9,
293.04,8.632e+8,3.685e+0,8.632e+8,
293.09,7.179e+8,1.367e+1,7.179e+8,
293.14,6.042e+8,4.790e+1,6.042e+8,
293.19,5.479e+8,1.584e+2,5.479e+8,
293.24,5.685e+8,4.942e+2,5.685e+8,
293.3,7.095e+8,1.794e+3,7.095e+8,
293.35,9.231e+8,4.931e+3,9.231e+8,
293.4,1.209e+9,1.279e+4,1.209e+9,
293.45,1.538e+9,3.131e+4,1.538e+9,
293.5,1.868e+9,7.236e+4,1.868e+9,
293.55,2.153e+9,1.578e+5,2.153e+9,
293.6,2.345e+9,3.249e+5,2.345e+9,
293.65,2.413e+9,6.314e+5,2.413e+9,
293.7,2.344e+9,1.158e+6,2.343e+9,
293.75,2.150e+9,2.005e+6,2.148e+9,
293.8,1.861e+9,3.276e+6,1.858e+9,
293.85,1.522e+9,5.052e+6,1.517e+9,
293.9,1.176e+9,7.355e+6,1.168e+9,
293.95,8.594e+8,1.011e+7,8.493e+8,
294,5.957e+8,1.311e+7,5.826e+8,
294.05,3.932e+8,1.604e+7,3.772e+8,
294.1,2.489e+8,1.853e+7,2.304e+8,
294.15,1.530e+8,2.021e+7,1.328e+8,
294.2,9.305e+7,2.080e+7,7.225e+7,
294.25,5.730e+7,2.021e+7,3.709e+7,
294.3,3.650e+7,1.853e+7,1.797e+7,
294.35,2.426e+7,1.604e+7,8.213e+6,
294.4,1.665e+7,1.311e+7,3.543e+6,
294.45,1.155e+7,1.011e+7,1.442e+6,
294.5,7.909e+6,7.355e+6,5.541e+5,
294.55,5.253e+6,5.052e+6,2.008e+5,
294.6,3.345e+6,3.276e+6,6.871e+4,
294.65,2.027e+6,2.005e+6,2.218e+4,
294.7,1.165e+6,1.158e+6,6.756e+3,
294.75,6.333e+5,6.314e+5,1.942e+3,
294.8,3.255e+5,3.249e+5,5.269e+2,
294.85,1.580e+5,1.578e+5,1.349e+2,
294.9,7.239e+4,7.236e+4,3.258e+1,
294.95,3.132e+4,3.131e+4,7.427e+0,
295,1.279e+4,1.279e+4,1.598e+0,
295.05,4.931e+3,4.931e+3,3.243e-1,
295.1,1.794e+3,1.794e+3,6.213e-2,
295.15,6.162e+2,6.162e+2,1.123e-2,
295.2,1.998e+2,1.998e+2,1.916e-3,
295.25,6.112e+1,6.112e+1,3.084e-4,
295.3,1.765e+1,1.765e+1,4.685e-5,
295.35,4.812e+0,4.812e+0,6.716e-6,
295.4,1.238e+0,1.238e+0,9.085e-7,
295.45,3.007e-1,3.007e-1,,
295.5,6.891e-2,6.891e-2,,
295.55,1.491e-2,1.491e-2,,
295.6,3.045e-3,3.045e-3,,
295.65,5.869e-4,5.869e-4,,
295.7,1.068e-4,1.068e-4,,
295.75,1.833e-5,1.833e-5,,
295.8,2.971e-6,2.971e-6,,
295.85,4.546e-7,4.546e-7,,
295.9,6.563e-8,6.563e-8,,
295.95,8.945e-9,8.945e-9,,
307.25,1.982e-8,1.982e-8,,
307.3,1.353e-7,1.353e-7,,
307.35,8.761e-7,8.761e-7,,
307.4,5.385e-6,5.385e-6,,
307.45,3.149e-5,3.149e-5,,
307.5,1.744e-4,1.744e-4,,
307.55,9.170e-4,9.170e-4,,
307.6,4.575e-3,4.575e-3,,
307.65,2.167e-2,2.167e-2,,
307.7,9.742e-2,9.742e-2,,
307.75,4.158e-1,4.158e-1,,
307.8,1.684e+0,1.684e+0,,
307.85,6.479e+0,6.479e+0,,
307.9,2.366e+1,2.366e+1,,
307.95,8.205e+1,8.205e+1,,
308,2.702e+2,2.702e+2,,
308.05,8.452e+2,8.452e+2,,
308.1,2.512e+3,2.512e+3,,
308.15,7.092e+3,7.092e+3,,
308.2,1.903e+4,1.903e+4,,
308.25,4.856e+4,4.856e+4,,
308.3,1.178e+5,1.178e+5,,
308.35,2.720e+5,2.720e+5,,
308.4,5.977e+5,5.977e+5,,
308.45,1.251e+6,1.251e+6,,
308.5,2.494e+6,2.494e+6,,
308.55,4.743e+6,4.743e+6,,
308.6,8.607e+6,8.607e+6,1.161e-8,
308.65,1.492e+7,1.492e+7,7.900e-8,
308.7,2.470e+7,2.470e+7,5.103e-7,
308.75,3.913e+7,3.913e+7,3.130e-6,
308.8,5.935e+7,5.935e+7,1.822e-5,
308.85,8.624e+7,8.624e+7,1.008e-4,
308.9,1.201e+8,1.201e+8,5.289e-4,
308.95,1.607e+8,1.607e+8,2.636e-3,
309,2.064e+8,2.064e+8,1.248e-2,
309.05,2.550e+8,2.550e+8,5.606e-2,
309.1,3.036e+8,3.036e+8,2.392e-1,
309.15,3.492e+8,3.492e+8,9.688e-1,
309.2,3.893e+8,3.893e+8,3.726e+0,
309.25,4.228e+8,4.228e+8,1.361e+1,
309.3,4.498e+8,4.498e+8,4.718e+1,
309.35,4.718e+8,4.718e+8,1.553e+2,
309.4,4.910e+8,4.910e+8,4.855e+2,
309.45,5.089e+8,5.089e+8,1.441e+3,
309.5,5.253e+8,5.253e+8,4.060e+3,
