Wavelength (nm),Sum,Mg I (4.9e-01),Mg II (5.1e-01),Mg III (4.2e-06)
435.39,3.038e+7,3.038e+7,,
435.44,2.698e+7,2.698e+7,,
435.49,2.333e+7,2.333e+7,,
435.54,1.965e+7,1.965e+7,,
435.59,1.612e+7,1.612e+7,,
435.64,1.288e+7,1.288e+7,,
435.69,1.002e+7,1.002e+7,,
435.74,7.597e+6,7.597e+6,,
435.79,5.608e+6,5.608e+6,,
435.84,4.032e+6,4.032e+6,1.492e-12,
435.89,2.823e+6,2.823e+6,5.754e-12,
435.94,1.925e+6,1.925e+6,2.162e-11,
435.99,1.279e+6,1.279e+6,7.915e-11,
436.04,8.271e+5,8.271e+5,2.824e-10,
436.09,5.211e+5,5.211e+5,9.814e-10,
436.14,3.197e+5,3.197e+5,3.323e-9,
436.19,1.911e+5,1.911e+5,1.097e-8,
436.24,1.112e+5,1.112e+5,3.525e-8,
436.29,6.304e+4,6.304e+4,1.104e-7,
436.34,3.481e+4,3.481e+4,3.370e-7,
436.39,1.872e+4,1.872e+4,1.002e-6,
436.44,9.802e+3,9.802e+3,2.903e-6,
436.49,5.000e+3,5.000e+3,8.193e-6,
436.54,2.484e+3,2.484e+3,2.253e-5,
436.59,1.202e+3,1.202e+3,6.038e-5,
436.64,5.663e+2,5.663e+2,1.577e-4,
436.69,2.599e+2,2.599e+2,4.011e-4,
436.74,1.162e+2,1.162e+2,9.940e-4,
436.79,5.058e+1,5.058e+1,2.401e-3,
436.84,2.145e+1,2.144e+1,5.648e-3,
436.89,8.869e+0,8.856e+0,1.295e-2,
436.94,3.591e+0,3.562e+0,2.892e-2,
436.99,1.458e+0,1.395e+0,6.295e-2,
437.04,6.657e-1,5.323e-1,1.335e-1,
437.09,4.735e-1,1.978e-1,2.758e-1,
437.14,6.267e-1,7.157e-2,5.551e-1,
437.19,1.114e+0,2.523e-2,1.089e+0,
437.24,2.089e+0,8.660e-3,2.081e+0,
437.29,3.877e+0,2.895e-3,3.874e+0,
437.34,7.029e+0,9.428e-4,7.028e+0,
437.39,1.242e+1,2.990e-4,1.242e+1,
437.44,2.140e+1,9.235e-5,2.140e+1,
437.49,3.591e+1,2.778e-5,3.591e+1,
437.54,5.872e+1,8.140e-6,5.872e+1,
437.59,9.357e+1,2.323e-6,9.357e+1,
437.64,1.453e+2,6.455e-7,1.453e+2,
437.69,2.198e+2,1.747e-7,2.198e+2,
437.74,3.241e+2,4.606e-8,3.241e+2,
437.79,4.658e+2,1.183e-8,4.658e+2,
437.84,6.525e+2,,6.525e+2,
437.89,8.911e+2,,8.911e+2,
437.94,1.187e+3,,1.187e+3,
437.99,1.541e+3,,1.541e+3,
438.04,1.953e+3,,1.953e+3,
438.09,2.416e+3,,2.416e+3,
438.14,2.919e+3,,2.919e+3,
438.19,3.448e+3,,3.448e+3,
438.24,3.986e+3,,3.986e+3,
438.29,4.517e+3,,4.517e+3,
438.34,5.026e+3,,5.026e+3,
438.39,5.504e+3,,5.504e+3,
438.44,5.945e+3,,5.945e+3,
438.49,6.354e+3,,6.354e+3,
438.54,6.737e+3,,6.737e+3,
438.59,7.107e+3,,7.107e+3,
438.64,7.473e+3,,7.473e+3,
438.69,7.842e+3,,7.842e+3,
438.74,8.214e+3,,8.214e+3,
438.79,8.578e+3,,8.578e+3,
438.84,8.914e+3,,8.914e+3,
438.89,9.192e+3,,9.192e+3,
438.94,9.381e+3,,9.381e+3,
438.99,9.448e+3,,9.448e+3,
439.04,9.367e+3,,9.367e+3,
439.09,9.120e+3,,9.120e+3,
439.14,8.705e+3,,8.705e+3,
439.19,8.134e+3,,8.134e+3,
439.24,7.431e+3,,7.431e+3,
439.29,6.633e+3,,6.633e+3,
439.34,5.779e+3,,5.779e+3,
439.39,4.914e+3,,4.914e+3,
439.44,4.076e+3,,4.076e+3,
439.49,3.296e+3,,3.296e+3,
439.54,2.599e+3,,2.599e+3,
439.59,1.998e+3,,1.998e+3,
439.64,1.497e+3,,1.497e+3,
439.69,1.093e+3,,1.093e+3,
439.74,7.778e+2,,7.778e+2,
439.79,5.394e+2,,5.394e+2,
439.84,3.645e+2,,3.645e+2,
439.89,2.400e+2,,2.400e+2,
439.94,1.540e+2,,1.540e+2,
439.99,9.630e+1,,9.630e+1,
440.04,5.867e+1,,5.867e+1,
440.09,3.483e+1,,3.483e+1,
440.14,2.015e+1,,2.015e+1,
440.19,1.136e+1,,1.136e+1,
440.24,6.239e+0,,6.239e+0,
440.29,3.339e+0,,3.339e+0,
440.34,1.741e+0,,1.741e+0,
440.39,8.849e-1,,8.849e-1,
440.44,4.382e-1,,4.382e-1,
440.49,2.114e-1,,2.114e-1,
440.54,9.938e-2,,9.938e-2,
440.59,4.552e-2,,4.552e-2,
440.64,2.032e-2,,2.032e-2,
440.69,8.837e-3,,8.837e-3,
440.74,3.745e-3,,3.745e-3,
440.79,1.546e-3,,1.546e-3,
440.84,6.222e-4,,6.222e-4,
440.89,2.440e-4,,2.440e-4,
440.94,9.320e-5,,9.320e-5,
440.99,3.469e-5,,3.469e-5,
441.04,1.258e-5,,1.258e-5,
441.09,4.453e-6,,4.453e-6,
441.14,1.550e-6,,1.550e-6,
441.19,5.713e-7,,5.713e-7,
441.24,3.425e-7,,3.425e-7,
441.29,5.703e-7,,5.703e-7,
441.34,1.509e-6,,1.509e-6,
441.39,4.208e-6,,4.208e-6,
441.44,1.154e-5,,1.154e-5,
441.49,3.087e-5,,3.087e-5,
441.54,8.054e-5,,8.054e-5,
441.59,2.049e-4,,2.049e-4,
441.64,5.080e-4,,5.080e-4,
441.69,1.228e-3,,1.228e-3,
441.74,2.894e-3,,2.894e-3,
441.79,6.651e-3,,6.651e-3,
441.84,1.490e-2,,1.490e-2,
441.89,3.254e-2,,3.254e-2,
441.94,6.928e-2,,6.928e-2,
441.99,1.438e-1,,1.438e-1,
442.04,2.911e-1,,2.911e-1,
442.09,5.744e-1,,5.744e-1,
442.14,1.105e+0,,1.105e+0,
442.19,2.073e+0,,2.073e+0,
442.24,3.791e+0,,3.791e+0,
442.29,6.760e+0,,6.760e+0,
442.34,1.175e+1,,1.175e+1,
442.39,1.992e+1,,1.992e+1,
442.44,3.293e+1,,3.293e+1,
442.49,5.309e+1,,5.309e+1,
442.54,8.344e+1,,8.344e+1,
442.59,1.279e+2,,1.279e+2,
442.64,1.912e+2,,1.912e+2,
442.69,2.786e+2,,2.786e+2,
442.74,3.961e+2,,3.961e+2,
442.79,5.493e+2,,5.493e+2,
442.84,7.428e+2,,7.428e+2,
442.89,9.800e+2,,9.800e+2,
442.94,1.261e+3,,1.261e+3,
442.99,1.583e+3,,1.583e+3,
443.04,1.940e+3,,1.940e+3,
443.09,2.319e+3,,2.319e+3,
443.14,2.705e+3,,2.705e+3,
443.19,3.080e+3,,3.080e+3,
443.24,3.423e+3,,3.423e+3,
443.29,3.714e+3,,3.714e+3,
443.34,3.935e+3,,3.935e+3,
443.39,4.071e+3,,4.071e+3,
443.44,4.115e+3,,4.115e+3,
443.49,4.063e+3,,4.063e+3,
443.54,3.920e+3,,3.920e+3,
443.59,3.696e+3,,3.696e+3,
443.64,3.407e+3,,3.407e+3,
443.69,3.071e+3,,3.071e+3,
443.74,2.707e+3,,2.707e+3,
443.79,2.334e+3,,2.334e+3,
443.84,1.969e+3,,1.969e+3,
443.89,1.625e+3,,1.625e+3,
443.94,1.312e+3,,1.312e+3,
443.99,1.038e+3,,1.038e+3,
444.04,8.031e+2,,8.031e+2,
444.09,6.085e+2,,6.085e+2,
444.14,4.514e+2,,4.514e+2,
444.19,3.278e+2,,3.278e+2,
444.24,2.330e+2,,2.330e+2,
444.29,1.622e+2,,1.622e+2,
444.34,1.105e+2,,1.105e+2,
444.39,7.364e+1,,7.364e+1,
444.44,4.804e+1,,4.804e+1,
444.49,3.066e+1,,3.066e+1,
444.54,1.914e+1,,1.914e+1,
444.59,1.169e+1,,1.169e+1,
444.64,6.977e+0,,6.977e+0,
444.69,4.072e+0,,4.072e+0,
444.74,2.323e+0,,2.323e+0,
444.79,1.295e+0,,1.295e+0,
444.84,7.051e-1,,7.051e-1,
444.89,3.750e-1,,3.750e-1,
444.94,1.948e-1,,1.948e-1,
444.99,9.884e-2,,9.884e-2,
445.04,4.895e-2,,4.895e-2,
445.09,2.367e-2,,2.367e-2,
445.14,1.117e-2,,1.117e-2,
445.19,5.143e-3,,5.143e-3,
445.24,2.311e-3,,2.311e-3,
445.29,1.014e-3,,1.014e-3,
445.34,4.336e-4,,4.336e-4,
445.39,1.810e-4,,1.810e-4,
445.44,7.367e-5,,7.367e-5,
445.49,2.926e-5,,2.926e-5,
445.54,1.134e-5,,1.134e-5,
445.59,4.302e-6,,4.302e-6,
445.64,1.653e-6,,1.653e-6,
445.69,8.236e-7,,8.236e-7,
445.74,1.048e-6,,1.048e-6,
445.79,2.809e-6,,2.809e-6,
445.84,8.644e-6,,8.644e-6,
445.89,2.646e-5,,2.646e-5,
445.94,7.917e-5,,7.917e-5,
445.99,2.311e-4,,2.311e-4,
446.04,6.581e-4,,6.581e-4,
446.09,1.828e-3,,1.828e-3,
446.14,4.952e-3,,4.952e-3,
446.19,1.309e-2,,1.309e-2,
446.24,3.374e-2,,3.374e-2,
446.29,8.483e-2,,8.483e-2,
446.34,2.081e-1,,2.081e-1,
446.39,4.978e-1,,4.978e-1,
446.44,1.162e+0,,1.162e+0,
446.49,2.644e+0,,2.644e+0,
446.54,5.871e+0,,5.871e+0,
446.59,1.272e+1,,1.272e+1,
446.64,2.687e+1,,2.687e+1,
446.69,5.536e+1,,5.536e+1,
446.74,1.113e+2,,1.113e+2,
446.79,2.182e+2,,2.182e+2,
446.84,4.173e+2,,4.173e+2,
446.89,7.784e+2,,7.784e+2,
446.94,1.416e+3,,1.416e+3,
446.99,2.514e+3,,2.514e+3,
447.04,4.353e+3,,4.353e+3,
447.09,7.352e+3,,7.352e+3,
447.14,1.211e+4,,1.211e+4,
447.19,1.946e+4,,1.946e+4,
447.24,3.050e+4,,3.050e+4,
447.29,4.663e+4,,4.663e+4,
447.34,6.954e+4,,6.954e+4,
447.39,1.012e+5,,1.012e+5,
447.44,1.435e+5,,1.435e+5,
447.49,1.987e+5,,1.987e+5,
447.54,2.682e+5,,2.682e+5,
447.59,3.532e+5,,3.532e+5,
447.64,4.537e+5,,4.537e+5,
447.7,5.929e+5,,5.929e+5,
447.75,7.210e+5,,7.210e+5,
447.8,8.553e+5,,8.553e+5,
447.85,9.896e+5,,9.896e+5,
447.9,1.117e+6,,1.117e+6,
447.95,1.230e+6,,1.230e+6,
448,1.321e+6,,1.321e+6,
448.05,1.383e+6,,1.383e+6,
448.1,1.413e+6,,1.413e+6,
448.15,1.409e+6,,1.409e+6,
448.2,1.369e+6,,1.369e+6,
448.25,1.299e+6,,1.299e+6,
448.3,1.201e+6,,1.201e+6,
448.35,1.084e+6,,1.084e+6,
448.4,9.539e+5,,9.539e+5,
448.45,8.189e+5,,8.189e+5,
448.5,6.857e+5,,6.857e+5,
448.55,5.601e+5,,5.601e+5,
448.6,4.463e+5,,4.463e+5,
448.65,3.468e+5,,3.468e+5,
448.7,2.629e+5,,2.629e+5,
448.75,1.944e+5,,1.944e+5,
448.8,1.402e+5,,1.402e+5,
448.85,9.866e+4,,9.866e+4,
448.9,6.771e+4,,6.771e+4,
448.95,4.532e+4,,4.532e+4,
449,2.959e+4,,2.959e+4,
449.05,1.885e+4,,1.885e+4,
449.1,1.171e+4,,1.171e+4,
449.15,7.097e+3,,7.097e+3,
449.2,4.195e+3,,4.195e+3,
449.25,2.419e+3,,2.419e+3,
449.3,1.361e+3,,1.361e+3,
449.35,7.464e+2,,7.464e+2,
449.4,3.994e+2,,3.994e+2,
449.45,2.085e+2,,2.085e+2,
449.5,1.062e+2,,1.062e+2,
449.55,5.273e+1,,5.273e+1,
449.6,2.554e+1,,2.554e+1,
449.65,1.207e+1,,1.207e+1,
449.7,5.564e+0,,5.564e+0,
449.75,2.502e+0,,2.502e+0,
449.8,1.097e+0,,1.097e+0,
449.85,4.694e-1,,4.694e-1,
449.9,1.959e-1,,1.959e-1,
449.95,7.973e-2,,7.973e-2,
450,3.166e-2,,3.166e-2,
450.05,1.226e-2,,1.226e-2,
450.1,4.632e-3,,4.632e-3,
450.15,1.707e-3,,1.707e-3,
450.2,6.135e-4,,6.135e-4,
450.25,2.151e-4,,2.151e-4,
450.3,7.356e-5,,7.356e-5,
450.35,2.454e-5,,2.454e-5,
450.4,7.985e-6,,7.985e-6,
450.45,2.534e-6,,2.534e-6,
450.5,7.847e-7,,7.847e-7,
450.55,2.370e-7,,2.370e-7,
450.6,6.981e-8,,6.981e-8,
450.65,2.006e-8,,2.006e-8,
450.7,5.622e-9,,5.622e-9,
450.75,1.537e-9,,1.537e-9,
450.8,4.099e-10,,4.099e-10,
450.85,5.664e-11,,5.664e-11,
467.45,5.831e-9,5.831e-9,,
467.5,2.091e-8,2.091e-8,,
467.55,7.334e-8,7.334e-8,,
467.6,2.514e-7,2.514e-7,,
467.65,8.426e-7,8.426e-7,,
467.7,2.761e-6,2.761e-6,,
467.75,8.844e-6,8.844e-6,,
467.8,2.770e-5,2.770e-5,,
467.85,8.480e-5,8.480e-5,,
467.9,2.538e-4,2.538e-4,,
467.95,7.429e-4,7.429e-4,,
468,2.125e-3,2.125e-3,,
468.05,5.945e-3,5.945e-3,,
468.1,1.626e-2,1.626e-2,,
468.15,4.346e-2,4.346e-2,,
468.2,1.136e-1,1.136e-1,,
468.25,2.902e-1,2.902e-1,,
468.3,7.250e-1,7.250e-1,,
468.35,1.771e+0,1.771e+0,,
468.4,4.228e+0,4.228e+0,,
468.45,9.870e+0,9.870e+0,,
468.5,2.252e+1,2.252e+1,,
468.55,5.025e+1,5.025e+1,,
468.6,1.096e+2,1.096e+2,,
468.65,2.338e+2,2.338e+2,,
468.7,4.874e+2,4.874e+2,,
468.75,9.933e+2,9.933e+2,,
468.8,1.979e+3,1.979e+3,,
468.85,3.856e+3,3.856e+3,,
468.9,7.344e+3,7.344e+3,,
468.95,1.368e+4,1.368e+4,,
469,2.489e+4,2.489e+4,,
469.05,4.431e+4,4.431e+4,,
469.1,7.709e+4,7.709e+4,,
469.15,1.311e+5,1.311e+5,,
469.2,2.181e+5,2.181e+5,,
469.25,3.545e+5,3.545e+5,,
469.3,5.636e+5,5.636e+5,,
469.35,8.758e+5,8.758e+5,,
469.4,1.330e+6,1.330e+6,,
469.45,1.976e+6,1.976e+6,,
469.5,2.869e+6,2.869e+6,,
469.55,4.074e+6,4.074e+6,,
469.6,5.654e+6,5.654e+6,,
469.65,7.671e+6,7.671e+6,,
469.7,1.018e+7,1.018e+7,,
469.75,1.320e+7,1.320e+7,,
469.8,1.673e+7,1.673e+7,,
469.85,2.074e+7,2.074e+7,,
469.9,2.514e+7,2.514e+7,,
469.95,2.978e+7,2.978e+7,,
470,3.449e+7,3.449e+7,,
470.05,3.906e+7,3.906e+7,,
470.1,4.324e+7,4.324e+7,,
470.15,4.680e+7,4.680e+7,,
470.2,4.953e+7,4.953e+7,,
470.25,5.123e+7,5.123e+7,,
470.3,5.182e+7,5.182e+7,,
470.35,5.123e+7,5.123e+7,,
470.4,4.953e+7,4.953e+7,,
470.45,4.680e+7,4.680e+7,,
470.5,4.324e+7,4.324e+7,,
470.55,3.906e+7,3.906e+7,,
470.6,3.449e+7,3.449e+7,,
470.65,2.978e+7,2.978e+7,,
470.7,2.514e+7,2.514e+7,,
470.75,2.074e+7,2.074e+7,,
470.8,1.673e+7,1.673e+7,,
470.85,1.320e+7,1.320e+7,,
470.9,1.018e+7,1.018e+7,,
470.95,7.671e+6,7.671e+6,,
471,5.654e+6,5.654e+6,,
471.05,4.074e+6,4.074e+6,,
471.1,2.869e+6,2.869e+6,1.550e-13,
471.15,1.976e+6,1.976e+6,5.483e-13,
471.2,1.330e+6,1.330e+6,1.897e-12,
471.25,8.758e+5,8.758e+5,6.421e-12,
471.3,5.636e+5,5.636e+5,2.125e-11,
471.35,3.545e+5,3.545e+5,6.878e-11,
471.4,2.181e+5,2.181e+5,2.177e-10,
471.45,1.311e+5,1.311e+5,6.740e-10,
471.5,7.709e+4,7.709e+4,2.041e-9,
471.55,4.431e+4,4.431e+4,6.043e-9,
471.6,2.489e+4,2.489e+4,1.750e-8,
471.65,1.368e+4,1.368e+4,4.956e-8,
471.7,7.344e+3,7.344e+3,1.373e-7,
471.75,3.856e+3,3.856e+3,3.719e-7,
471.8,1.979e+3,1.979e+3,9.852e-7,
471.85,9.933e+2,9.933e+2,2.553e-6,
471.9,4.874e+2,4.874e+2,6.468e-6,
471.95,2.338e+2,2.338e+2,1.603e-5,
472,1.096e+2,1.096e+2,3.885e-5,
472.05,5.025e+1,5.025e+1,9.209e-5,
472.1,2.252e+1,2.252e+1,2.135e-4,
472.15,9.870e+0,9.870e+0,4.840e-4,
472.2,4.229e+0,4.228e+0,1.073e-3,
472.25,1.773e+0,1.771e+0,2.327e-3,
472.3,7.300e-1,7.250e-1,4.935e-3,
472.35,3.005e-1,2.902e-1,1.024e-2,
472.4,1.343e-1,1.136e-1,2.076e-2,
472.45,8.464e-2,4.346e-2,4.119e-2,
472.5,9.616e-2,1.626e-2,7.990e-2,
472.55,1.576e-1,5.945e-3,1.516e-1,
472.6,2.835e-1,2.125e-3,2.813e-1,
472.65,5.113e-1,7.429e-4,5.106e-1,
472.7,9.065e-1,2.538e-4,9.062e-1,
472.75,1.573e+0,8.480e-5,1.573e+0,
472.8,2.670e+0,2.770e-5,2.670e+0,
472.85,4.434e+0,8.844e-6,4.434e+0,
472.9,7.199e+0,2.761e-6,7.199e+0,
472.95,1.143e+1,8.426e-7,1.143e+1,
473,1.775e+1,2.514e-7,1.775e+1,
473.05,2.697e+1,7.334e-8,2.697e+1,
473.1,4.006e+1,2.091e-8,4.006e+1,
473.15,5.819e+1,5.831e-9,5.819e+1,
473.2,8.268e+1,,8.268e+1,
473.25,1.149e+2,,1.149e+2,
473.3,1.561e+2,,1.561e+2,
473.35,2.075e+2,,2.075e+2,
473.4,2.697e+2,,2.697e+2,
473.45,3.428e+2,,3.428e+2,
473.5,4.262e+2,,4.262e+2,
473.55,5.182e+2,,5.182e+2,
473.6,6.161e+2,,6.161e+2,
473.65,7.165e+2,,7.165e+2,
473.7,8.149e+2,,8.149e+2,
473.75,9.064e+2,,9.064e+2,
473.8,9.860e+2,,9.860e+2,
473.85,1.049e+3,,1.049e+3,
473.9,1.091e+3,,1.091e+3,
473.95,1.111e+3,,1.111e+3,
474,1.105e+3,,1.105e+3,
474.05,1.076e+3,,1.076e+3,
474.1,1.024e+3,,1.024e+3,
474.15,9.531e+2,,9.531e+2,
474.2,8.677e+2,,8.677e+2,
474.25,7.726e+2,,7.726e+2,
474.3,6.728e+2,,6.728e+2,
474.35,5.729e+2,,5.729e+2,
474.4,4.772e+2,,4.772e+2,
474.45,3.887e+2,,3.887e+2,
474.5,3.096e+2,,3.096e+2,
474.55,2.412e+2,,2.412e+2,
474.6,1.838e+2,,1.838e+2,
474.65,1.370e+2,,1.370e+2,
474.7,9.983e+1,,9.983e+1,
474.75,7.115e+1,,7.115e+1,
474.8,4.960e+1,,4.960e+1,
474.85,3.381e+1,,3.381e+1,
474.9,2.254e+1,,2.254e+1,
474.95,1.470e+1,,1.470e+1,
475,9.373e+0,,9.373e+0,
475.05,5.845e+0,,5.845e+0,
475.1,3.565e+0,,3.565e+0,
475.15,2.127e+0,,2.127e+0,
475.2,1.241e+0,,1.241e+0,
475.25,7.079e-1,,7.079e-1,
475.3,3.950e-1,,3.950e-1,
475.35,2.156e-1,,2.156e-1,
475.4,1.150e-1,,1.150e-1,
475.45,6.005e-2,,6.005e-2,
475.5,3.065e-2,,3.065e-2,
475.55,1.530e-2,,1.530e-2,
475.6,7.471e-3,,7.471e-3,
475.65,3.568e-3,,3.568e-3,
475.7,1.666e-3,,1.666e-3,
475.75,7.609e-4,,7.609e-4,
475.8,3.399e-4,,3.399e-4,
475.85,1.485e-4,,1.485e-4,
475.9,6.343e-5,,6.343e-5,
475.95,2.650e-5,,2.650e-5,
476,1.083e-5,,1.083e-5,
476.05,4.328e-6,,4.328e-6,
476.1,1.692e-6,,1.692e-6,
476.15,6.466e-7,,6.466e-7,
476.2,2.417e-7,,2.417e-7,
476.25,8.837e-8,,8.837e-8,
476.3,3.160e-8,,3.160e-8,
476.35,1.105e-8,,1.105e-8,
476.4,3.779e-9,,3.779e-9,
476.45,1.264e-9,,1.264e-9,
476.5,4.134e-10,,4.134e-10,
476.55,1.322e-10,,1.322e-10,
476.6,4.138e-11,,4.138e-11,
476.65,1.266e-11,,1.266e-11,
476.7,3.788e-12,,3.788e-12,
476.75,1.109e-12,,1.109e-12,
476.8,3.173e-13,,3.173e-13,
513.62,3.583e-8,3.583e-8,,
513.67,1.138e-7,1.138e-7,,
513.72,3.545e-7,3.545e-7,,
513.77,1.084e-6,1.084e-6,,
513.82,3.255e-6,3.255e-6,,
513.87,9.588e-6,9.588e-6,,
513.92,2.772e-5,2.772e-5,,
513.97,7.867e-5,7.867e-5,,
514.02,2.191e-4,2.191e-4,,
514.07,5.990e-4,5.990e-4,,
514.12,1.607e-3,1.607e-3,,
514.17,4.231e-3,4.231e-3,,
514.22,1.093e-2,1.093e-2,,
514.27,2.773e-2,2.773e-2,,
514.32,6.902e-2,6.902e-2,,
514.37,1.686e-1,1.686e-1,,
514.42,4.043e-1,4.043e-1,,
514.47,9.515e-1,9.515e-1,,
514.52,2.197e+0,2.197e+0,,
514.57,4.981e+0,4.981e+0,,
514.62,1.108e+1,1.108e+1,,
514.67,2.420e+1,2.420e+1,,
514.72,5.185e+1,5.185e+1,,
514.77,1.091e+2,1.091e+2,,
514.82,2.251e+2,2.251e+2,,
514.87,4.561e+2,4.561e+2,,
514.92,9.069e+2,9.069e+2,,
514.97,1.770e+3,1.770e+3,,
515.02,3.390e+3,3.390e+3,,
515.07,6.374e+3,6.374e+3,,
515.12,1.176e+4,1.176e+4,,
515.17,2.130e+4,2.130e+4,,
515.22,3.787e+4,3.787e+4,,
515.27,6.607e+4,6.607e+4,,
515.32,1.132e+5,1.132e+5,,
515.37,1.902e+5,1.902e+5,,
515.42,3.139e+5,3.139e+5,,
515.47,5.085e+5,5.085e+5,,
515.52,8.087e+5,8.087e+5,,
515.57,1.263e+6,1.263e+6,,
515.62,1.935e+6,1.935e+6,,
515.67,2.913e+6,2.913e+6,,
515.72,4.305e+6,4.305e+6,,
515.77,6.250e+6,6.250e+6,,
515.82,8.911e+6,8.911e+6,,
515.87,1.248e+7,1.248e+7,,
515.92,1.718e+7,1.718e+7,,
515.97,2.324e+7,2.324e+7,,
516.02,3.091e+7,3.091e+7,,
516.07,4.043e+7,4.043e+7,,
516.12,5.203e+7,5.203e+7,,
516.17,6.592e+7,6.592e+7,,
516.22,8.224e+7,8.224e+7,,
516.27,1.011e+8,1.011e+8,,
516.32,1.226e+8,1.226e+8,,
516.37,1.467e+8,1.467e+8,,
516.42,1.734e+8,1.734e+8,,
516.47,2.025e+8,2.025e+8,,
516.52,2.339e+8,2.339e+8,,
516.57,2.676e+8,2.676e+8,,
516.62,3.031e+8,3.031e+8,,
516.67,3.402e+8,3.402e+8,,
516.72,3.787e+8,3.787e+8,,
516.77,4.178e+8,4.178e+8,,
516.82,4.571e+8,4.571e+8,,
516.87,4.958e+8,4.958e+8,,
516.92,5.328e+8,5.328e+8,,
516.97,5.670e+8,5.670e+8,,
517.02,5.972e+8,5.972e+8,,
517.07,6.222e+8,6.222e+8,,
517.12,6.408e+8,6.408e+8,,
517.17,6.521e+8,6.521e+8,,
517.22,6.556e+8,6.556e+8,,
517.27,6.510e+8,6.510e+8,,
517.32,6.389e+8,6.389e+8,,
517.37,6.201e+8,6.201e+8,,
517.42,5.964e+8,5.964e+8,,
517.47,5.698e+8,5.698e+8,,
517.52,5.426e+8,5.426e+8,,
517.57,5.177e+8,5.177e+8,,
517.62,4.977e+8,4.977e+8,,
517.67,4.851e+8,4.851e+8,,
517.72,4.820e+8,4.820e+8,,
517.77,4.900e+8,4.900e+8,,
517.82,5.097e+8,5.097e+8,,
517.87,5.410e+8,5.410e+8,,
517.92,5.830e+8,5.830e+8,,
517.97,6.336e+8,6.336e+8,,
518.02,6.902e+8,6.902e+8,,
518.07,7.495e+8,7.495e+8,,
518.12,8.077e+8,8.077e+8,,
518.17,8.609e+8,8.609e+8,,
518.22,9.055e+8,9.055e+8,,
518.27,9.382e+8,9.382e+8,,
518.32,9.565e+8,9.565e+8,,
518.37,9.587e+8,9.587e+8,,
518.42,9.442e+8,9.442e+8,,
518.47,9.135e+8,9.135e+8,,
518.52,8.679e+8,8.679e+8,,
518.57,8.096e+8,8.096e+8,,
518.62,7.415e+8,7.415e+8,,
518.67,6.667e+8,6.667e+8,,
518.72,5.884e+8,5.884e+8,,
518.77,5.098e+8,5.098e+8,,
518.82,4.336e+8,4.336e+8,,
518.87,3.619e+8,3.619e+8,,
518.92,2.966e+8,2.966e+8,,
518.97,2.386e+8,2.386e+8,,
519.02,1.883e+8,1.883e+8,,
519.07,1.460e+8,1.460e+8,,
519.12,1.110e+8,1.110e+8,,
519.17,8.290e+7,8.290e+7,,
519.22,6.075e+7,6.075e+7,,
519.27,4.371e+7,4.371e+7,,
519.32,3.086e+7,3.086e+7,,
519.37,2.139e+7,2.139e+7,,
519.42,1.455e+7,1.455e+7,,
519.47,9.717e+6,9.717e+6,,
519.52,6.369e+6,6.369e+6,,
519.57,4.098e+6,4.098e+6,,
519.62,2.588e+6,2.588e+6,,
519.67,1.604e+6,1.604e+6,,
519.72,9.761e+5,9.761e+5,,
519.77,5.830e+5,5.830e+5,,
519.82,3.417e+5,3.417e+5,,
519.87,1.966e+5,1.966e+5,,
519.92,1.111e+5,1.111e+5,,
519.97,6.157e+4,6.157e+4,,
520.02,3.351e+4,3.351e+4,,
520.07,1.790e+4,1.790e+4,,
520.12,9.383e+3,9.383e+3,,
520.17,4.829e+3,4.829e+3,,
520.22,2.439e+3,2.439e+3,,
520.27,1.209e+3,1.209e+3,,
520.32,5.886e+2,5.886e+2,,
520.37,2.812e+2,2.812e+2,,
520.42,1.318e+2,1.318e+2,,
520.47,6.068e+1,6.068e+1,,
520.52,2.742e+1,2.742e+1,,
520.57,1.216e+1,1.216e+1,,
520.62,5.292e+0,5.292e+0,,
520.67,2.261e+0,2.261e+0,,
520.72,9.481e-1,9.481e-1,,
520.77,3.903e-1,3.903e-1,,
520.82,1.577e-1,1.577e-1,,
520.87,6.254e-2,6.254e-2,,
520.92,2.435e-2,2.435e-2,,
520.97,9.303e-3,9.303e-3,,
521.02,3.489e-3,3.489e-3,,
521.07,1.285e-3,1.285e-3,,
521.12,4.642e-4,4.642e-4,,
521.17,1.646e-4,1.646e-4,,
521.22,5.732e-5,5.732e-5,,
521.27,1.959e-5,1.959e-5,,
521.32,6.571e-6,6.571e-6,,
521.37,2.164e-6,2.164e-6,,
521.42,6.993e-7,6.993e-7,,
521.47,2.218e-7,2.218e-7,,
523.27,4.919e-13,,4.919e-13,
523.32,1.523e-12,,1.523e-12,
523.37,4.629e-12,,4.629e-12,
523.42,1.382e-11,,1.382e-11,
523.47,4.053e-11,,4.053e-11,
523.52,1.167e-10,,1.167e-10,
523.57,3.301e-10,,3.301e-10,
523.62,9.170e-10,,9.170e-10,
523.67,2.502e-9,,2.502e-9,
523.72,6.704e-9,,6.704e-9,
523.77,1.764e-8,,1.764e-8,
523.82,4.560e-8,,4.560e-8,
523.87,1.157e-7,,1.157e-7,
523.92,2.885e-7,,2.885e-7,
523.97,7.065e-7,,7.065e-7,
524.02,1.699e-6,,1.699e-6,
524.07,4.013e-6,,4.013e-6,
524.12,9.308e-6,,9.308e-6,
