Wavelength (nm),Sum,Mg I (7.9e-03),Mg II (7.2e-01),Mg III (2.7e-01)
389.48,4.290e+7,4.290e+7,,
389.53,4.191e+7,4.191e+7,,
389.58,4.018e+7,4.018e+7,,
389.63,3.779e+7,3.779e+7,,
389.68,3.480e+7,3.480e+7,,
389.73,3.137e+7,3.137e+7,,
389.78,2.764e+7,2.764e+7,,
389.83,2.379e+7,2.379e+7,,
389.88,2.000e+7,2.000e+7,,
389.93,1.641e+7,1.641e+7,,
389.98,1.314e+7,1.314e+7,,
390.03,1.027e+7,1.027e+7,,
390.08,7.827e+6,7.827e+6,,
390.13,5.819e+6,5.819e+6,,
390.18,4.220e+6,4.220e+6,,
390.23,2.985e+6,2.985e+6,,
390.28,2.058e+6,2.058e+6,,
390.33,1.383e+6,1.383e+6,,
390.38,9.059e+5,9.059e+5,,
390.43,5.779e+5,5.779e+5,,
390.48,3.590e+5,3.590e+5,,
390.53,2.171e+5,2.171e+5,,
390.58,1.277e+5,1.277e+5,,
390.63,7.303e+4,7.303e+4,,
390.68,4.060e+4,4.060e+4,,
390.73,2.193e+4,2.193e+4,,
390.78,1.150e+4,1.150e+4,,
390.83,5.855e+3,5.855e+3,,
390.88,2.892e+3,2.892e+3,,
390.93,1.386e+3,1.386e+3,,
390.98,6.440e+2,6.440e+2,,
391.03,2.901e+2,2.901e+2,,
391.08,1.266e+2,1.266e+2,,
391.13,5.356e+1,5.356e+1,,
391.18,2.195e+1,2.195e+1,,
391.23,8.713e+0,8.713e+0,,
391.28,3.350e+0,3.350e+0,,
391.33,1.247e+0,1.247e+0,,
391.38,4.494e-1,4.494e-1,,
391.43,1.568e-1,1.568e-1,,
391.48,5.298e-2,5.298e-2,,
391.53,1.733e-2,1.733e-2,,
391.58,5.484e-3,5.484e-3,,
391.63,1.680e-3,1.680e-3,,
391.68,4.986e-4,4.986e-4,,
391.73,1.444e-4,1.444e-4,,
391.78,4.500e-5,4.500e-5,,
391.83,3.030e-5,3.030e-5,,
391.88,7.335e-5,7.335e-5,,
391.93,2.464e-4,2.464e-4,,
391.98,8.285e-4,8.285e-4,,
392.03,2.704e-3,2.704e-3,,
392.08,8.546e-3,8.546e-3,,
392.13,2.615e-2,2.615e-2,,
392.18,7.750e-2,7.750e-2,,
392.23,2.224e-1,2.224e-1,,
392.28,6.179e-1,6.179e-1,,
392.33,1.662e+0,1.662e+0,,
392.38,4.330e+0,4.330e+0,,
392.43,1.092e+1,1.092e+1,,
392.48,2.667e+1,2.667e+1,,
392.53,6.307e+1,6.307e+1,,
392.58,1.444e+2,1.444e+2,,
392.63,3.202e+2,3.202e+2,,
392.68,6.874e+2,6.874e+2,,
392.73,1.429e+3,1.429e+3,,
392.78,2.876e+3,2.876e+3,,
392.83,5.605e+3,5.605e+3,,
392.88,1.058e+4,1.058e+4,,
392.93,1.933e+4,1.933e+4,,
392.98,3.419e+4,3.419e+4,,
393.03,5.858e+4,5.858e+4,,
393.08,9.717e+4,9.717e+4,,
393.13,1.561e+5,1.561e+5,,
393.18,2.427e+5,2.427e+5,,
393.23,3.655e+5,3.655e+5,,
393.28,5.330e+5,5.330e+5,,
393.33,7.525e+5,7.525e+5,,
393.38,1.029e+6,1.029e+6,,
393.43,1.362e+6,1.362e+6,,
393.48,1.745e+6,1.745e+6,,
393.53,2.166e+6,2.166e+6,,
393.58,2.603e+6,2.603e+6,,
393.63,3.029e+6,3.029e+6,,
393.68,3.413e+6,3.413e+6,,
393.73,3.723e+6,3.723e+6,,
393.78,3.933e+6,3.933e+6,,
393.83,4.022e+6,4.022e+6,,
393.88,3.984e+6,3.984e+6,,
393.93,3.820e+6,3.820e+6,,
393.98,3.547e+6,3.547e+6,,
394.03,3.189e+6,3.189e+6,,
394.08,2.776e+6,2.776e+6,,
394.13,2.340e+6,2.340e+6,,
394.18,1.910e+6,1.910e+6,,
394.23,1.510e+6,1.510e+6,,
394.28,1.155e+6,1.155e+6,,
394.33,8.561e+5,8.561e+5,,
394.38,6.142e+5,6.142e+5,,
394.43,4.267e+5,4.267e+5,,
394.48,2.870e+5,2.870e+5,,
394.53,1.870e+5,1.870e+5,,
394.58,1.179e+5,1.179e+5,,
394.63,7.200e+4,7.200e+4,,
394.68,4.257e+4,4.257e+4,,
394.73,2.438e+4,2.438e+4,,
394.78,1.351e+4,1.351e+4,,
394.83,7.254e+3,7.254e+3,,
394.88,3.770e+3,3.770e+3,,
394.93,1.898e+3,1.898e+3,,
394.98,9.247e+2,9.247e+2,,
395.03,4.363e+2,4.363e+2,,
395.08,1.994e+2,1.994e+2,,
395.13,8.819e+1,8.819e+1,,
395.18,3.778e+1,3.778e+1,,
395.23,1.567e+1,1.567e+1,,
395.28,6.293e+0,6.293e+0,,
395.33,2.447e+0,2.447e+0,,
395.38,9.215e-1,9.215e-1,,
395.43,3.360e-1,3.360e-1,,
395.48,1.186e-1,1.186e-1,,
395.53,4.054e-2,4.054e-2,,
395.58,1.342e-2,1.342e-2,,
395.63,4.301e-3,4.301e-3,,
395.68,1.335e-3,1.335e-3,,
395.73,4.010e-4,4.010e-4,,
395.78,1.167e-4,1.167e-4,,
395.83,3.287e-5,3.287e-5,,
395.88,8.967e-6,8.967e-6,,
395.93,2.368e-6,2.368e-6,,
395.98,6.057e-7,6.057e-7,,
396.03,1.500e-7,1.500e-7,,
396.08,3.597e-8,3.597e-8,,
396.13,8.351e-9,8.351e-9,,
396.18,1.877e-9,1.877e-9,,
396.23,4.087e-10,4.087e-10,,
396.28,9.853e-10,9.853e-10,,
396.33,4.391e-9,4.391e-9,,
396.38,1.896e-8,1.896e-8,,
396.43,7.933e-8,7.933e-8,,
396.48,3.217e-7,3.217e-7,,
396.53,1.264e-6,1.264e-6,,
396.58,4.812e-6,4.812e-6,,
396.63,1.775e-5,1.775e-5,,
396.68,6.348e-5,6.348e-5,,
396.73,2.199e-4,2.199e-4,,
396.78,7.383e-4,7.383e-4,,
396.83,2.402e-3,2.402e-3,,
396.88,7.573e-3,7.573e-3,,
396.93,2.313e-2,2.313e-2,,
396.98,6.848e-2,6.848e-2,,
397.03,1.965e-1,1.965e-1,,
397.08,5.461e-1,5.461e-1,,
397.13,1.471e+0,1.471e+0,,
397.18,3.840e+0,3.840e+0,,
397.23,9.713e+0,9.713e+0,,
397.28,2.381e+1,2.381e+1,,
397.33,5.655e+1,5.655e+1,,
397.38,1.302e+2,1.302e+2,,
397.43,2.903e+2,2.903e+2,,
397.48,6.275e+2,6.275e+2,,
397.53,1.314e+3,1.314e+3,,
397.58,2.667e+3,2.667e+3,,
397.63,5.245e+3,5.245e+3,,
397.68,9.996e+3,9.996e+3,,
397.73,1.846e+4,1.846e+4,,
397.78,3.304e+4,3.304e+4,,
397.83,5.729e+4,5.729e+4,,
397.88,9.627e+4,9.627e+4,,
397.93,1.568e+5,1.568e+5,,
397.98,2.474e+5,2.474e+5,,
398.03,3.783e+5,3.783e+5,,
398.08,5.605e+5,5.605e+5,,
398.13,8.048e+5,8.048e+5,,
398.18,1.120e+6,1.120e+6,,
398.23,1.510e+6,1.510e+6,,
398.28,1.973e+6,1.973e+6,,
398.33,2.498e+6,2.498e+6,,
398.38,3.064e+6,3.064e+6,,
398.43,3.643e+6,3.643e+6,,
398.48,4.197e+6,4.197e+6,,
398.53,4.686e+6,4.686e+6,,
398.58,5.069e+6,5.069e+6,,
398.63,5.314e+6,5.314e+6,,
398.68,5.398e+6,5.398e+6,,
398.73,5.314e+6,5.314e+6,,
398.78,5.069e+6,5.069e+6,,
398.83,4.686e+6,4.686e+6,,
398.88,4.197e+6,4.197e+6,,
398.93,3.643e+6,3.643e+6,,
398.98,3.064e+6,3.064e+6,,
399.03,2.498e+6,2.498e+6,,
399.08,1.973e+6,1.973e+6,,
399.13,1.510e+6,1.510e+6,,
399.18,1.120e+6,1.120e+6,,
399.23,8.048e+5,8.048e+5,,
399.28,5.605e+5,5.605e+5,,
399.33,3.783e+5,3.783e+5,,
399.38,2.474e+5,2.474e+5,,
399.43,1.568e+5,1.568e+5,,
399.48,9.627e+4,9.627e+4,,
399.53,5.729e+4,5.729e+4,,
399.58,3.304e+4,3.304e+4,,
399.63,1.846e+4,1.846e+4,,
399.68,9.996e+3,9.996e+3,,
399.73,5.245e+3,5.245e+3,,
399.78,2.667e+3,2.667e+3,,
399.83,1.314e+3,1.314e+3,,
399.88,6.275e+2,6.275e+2,,
399.93,2.903e+2,2.903e+2,,
399.98,1.302e+2,1.302e+2,,
400.03,5.655e+1,5.655e+1,,
400.08,2.381e+1,2.381e+1,,
400.13,9.713e+0,9.713e+0,,
400.18,3.840e+0,3.840e+0,,
400.23,1.471e+0,1.471e+0,,
400.28,5.461e-1,5.461e-1,,
400.33,1.965e-1,1.965e-1,,
400.38,6.848e-2,6.848e-2,,
400.43,2.313e-2,2.313e-2,,
400.48,7.573e-3,7.573e-3,,
400.53,2.402e-3,2.402e-3,,
400.58,7.383e-4,7.383e-4,,
400.63,2.199e-4,2.199e-4,,
400.68,6.348e-5,6.348e-5,,
400.73,1.775e-5,1.775e-5,,
400.78,4.812e-6,4.812e-6,,
400.83,1.264e-6,1.264e-6,,
400.88,3.217e-7,3.217e-7,,
400.93,7.933e-8,7.933e-8,,
400.98,1.896e-8,1.896e-8,,
401.03,4.391e-9,4.391e-9,,
401.08,9.853e-10,9.853e-10,,
403.33,2.701e-9,2.701e-9,,
403.38,1.157e-8,1.157e-8,,
403.43,4.807e-8,4.807e-8,,
403.48,1.938e-7,1.938e-7,,
403.53,7.577e-7,7.577e-7,,
403.58,2.874e-6,2.874e-6,,
403.63,1.058e-5,1.058e-5,,
403.68,3.776e-5,3.776e-5,,
403.73,1.308e-4,1.308e-4,,
403.78,4.393e-4,4.393e-4,,
403.83,1.432e-3,1.432e-3,,
403.88,4.526e-3,4.526e-3,,
403.93,1.388e-2,1.388e-2,,
403.98,4.130e-2,4.130e-2,,
404.03,1.192e-1,1.192e-1,,
404.08,3.337e-1,3.337e-1,,
404.13,9.064e-1,9.064e-1,,
404.18,2.388e+0,2.388e+0,,
404.23,6.104e+0,6.104e+0,,
404.28,1.514e+1,1.514e+1,,
404.33,3.641e+1,3.641e+1,,
404.38,8.496e+1,8.496e+1,,
404.43,1.923e+2,1.923e+2,,
404.48,4.223e+2,4.223e+2,,
404.53,8.996e+2,8.996e+2,,
404.58,1.859e+3,1.859e+3,,
404.63,3.727e+3,3.727e+3,,
404.68,7.247e+3,7.247e+3,,
404.73,1.367e+4,1.367e+4,,
404.78,2.502e+4,2.502e+4,,
404.83,4.442e+4,4.442e+4,,
404.88,7.651e+4,7.651e+4,,
404.93,1.278e+5,1.278e+5,,
404.98,2.072e+5,2.072e+5,,
405.03,3.257e+5,3.257e+5,,
405.08,4.968e+5,4.968e+5,,
405.13,7.351e+5,7.351e+5,,
405.18,1.055e+6,1.055e+6,,
405.23,1.469e+6,1.469e+6,,
405.28,1.984e+6,1.984e+6,,
405.33,2.600e+6,2.600e+6,,
405.38,3.305e+6,3.305e+6,,
405.43,4.076e+6,4.076e+6,,
405.48,4.876e+6,4.876e+6,,
405.53,5.658e+6,5.658e+6,,
405.58,6.370e+6,6.370e+6,,
405.63,6.956e+6,6.956e+6,,
405.68,7.369e+6,7.369e+6,,
405.73,7.574e+6,7.574e+6,,
405.78,7.551e+6,7.551e+6,,
405.83,7.303e+6,7.303e+6,,
405.88,6.851e+6,6.851e+6,,
405.93,6.236e+6,6.236e+6,,
405.98,5.506e+6,5.506e+6,,
406.03,4.716e+6,4.716e+6,,
406.08,3.918e+6,3.918e+6,,
406.13,3.158e+6,3.158e+6,,
406.18,2.469e+6,2.469e+6,,
406.23,1.873e+6,1.873e+6,,
406.28,1.378e+6,1.378e+6,,
406.33,9.839e+5,9.839e+5,,
406.38,6.813e+5,6.813e+5,,
406.43,4.577e+5,4.577e+5,,
406.48,2.983e+5,2.983e+5,,
406.53,1.886e+5,1.886e+5,,
406.58,1.156e+5,1.156e+5,,
406.63,6.879e+4,6.879e+4,,
406.68,3.970e+4,3.970e+4,,
406.73,2.223e+4,2.223e+4,,
406.78,1.207e+4,1.207e+4,,
406.83,6.360e+3,6.360e+3,,
406.88,3.251e+3,3.251e+3,,
406.93,1.612e+3,1.612e+3,,
406.98,7.752e+2,7.752e+2,,
407.03,3.617e+2,3.617e+2,,
407.08,1.637e+2,1.637e+2,,
407.13,7.189e+1,7.189e+1,,
407.18,3.062e+1,3.062e+1,,
407.23,1.265e+1,1.265e+1,,
407.28,5.072e+0,5.072e+0,,
407.33,1.972e+0,1.972e+0,,
407.38,7.440e-1,7.440e-1,,
407.43,2.723e-1,2.723e-1,,
407.48,9.666e-2,9.666e-2,,
407.53,3.329e-2,3.329e-2,,
407.58,1.112e-2,1.112e-2,,
407.63,3.604e-3,3.604e-3,,
407.68,1.133e-3,1.133e-3,,
407.73,3.456e-4,3.456e-4,,
407.78,1.022e-4,1.022e-4,,
407.83,2.935e-5,2.935e-5,,
407.88,8.171e-6,8.171e-6,,
407.93,2.207e-6,2.207e-6,,
407.98,5.782e-7,5.782e-7,,
408.03,1.470e-7,1.470e-7,,
408.08,3.624e-8,3.624e-8,,
408.13,8.669e-9,8.669e-9,,
408.18,2.012e-9,2.012e-9,,
414.23,2.428e-9,2.428e-9,,
414.28,1.010e-8,1.010e-8,,
414.33,4.080e-8,4.080e-8,,
414.38,1.602e-7,1.602e-7,,
414.43,6.110e-7,6.110e-7,,
414.48,2.265e-6,2.265e-6,,
414.53,8.155e-6,8.155e-6,,
414.58,2.853e-5,2.853e-5,,
414.63,9.700e-5,9.700e-5,,
414.68,3.204e-4,3.204e-4,,
414.73,1.028e-3,1.028e-3,,
414.78,3.206e-3,3.206e-3,,
414.83,9.714e-3,9.714e-3,,
414.88,2.860e-2,2.860e-2,,
414.93,8.179e-2,8.179e-2,,
414.98,2.273e-1,2.273e-1,,
415.03,6.138e-1,6.138e-1,,
415.08,1.610e+0,1.610e+0,,
415.13,4.105e+0,4.105e+0,,
415.18,1.017e+1,1.017e+1,,
415.23,2.446e+1,2.446e+1,,
415.28,5.720e+1,5.720e+1,,
415.33,1.299e+2,1.299e+2,,
415.38,2.868e+2,2.868e+2,,
415.43,6.151e+2,6.151e+2,,
415.48,1.282e+3,1.282e+3,,
415.53,2.595e+3,2.595e+3,,
415.58,5.105e+3,5.105e+3,,
415.63,9.758e+3,9.758e+3,,
415.68,1.812e+4,1.812e+4,,
415.73,3.270e+4,3.270e+4,,
415.78,5.733e+4,5.733e+4,,
415.83,9.765e+4,9.765e+4,,
415.88,1.616e+5,1.616e+5,,
415.93,2.599e+5,2.599e+5,,
415.98,4.061e+5,4.061e+5,,
416.03,6.165e+5,6.165e+5,,
416.08,9.094e+5,9.094e+5,,
416.13,1.303e+6,1.303e+6,,
416.18,1.815e+6,1.815e+6,,
416.23,2.455e+6,2.455e+6,,
416.28,3.228e+6,3.228e+6,,
416.33,4.123e+6,4.123e+6,,
416.38,5.117e+6,5.117e+6,,
416.43,6.170e+6,6.170e+6,,
416.48,7.228e+6,7.228e+6,,
416.53,8.228e+6,8.228e+6,,
416.58,9.101e+6,9.101e+6,,
416.63,9.780e+6,9.780e+6,,
416.68,1.021e+7,1.021e+7,,
416.73,1.036e+7,1.036e+7,,
416.78,1.021e+7,1.021e+7,,
416.84,9.662e+6,9.662e+6,,
416.89,8.940e+6,8.940e+6,,
416.94,8.036e+6,8.036e+6,,
416.99,7.019e+6,7.019e+6,,
417.04,5.957e+6,5.957e+6,,
417.09,4.912e+6,4.912e+6,,
417.14,3.935e+6,3.935e+6,,
417.19,3.063e+6,3.063e+6,,
417.24,2.317e+6,2.317e+6,,
417.29,1.702e+6,1.702e+6,,
417.34,1.216e+6,1.216e+6,,
417.39,8.433e+5,8.433e+5,,
417.44,5.684e+5,5.684e+5,,
417.49,3.723e+5,3.723e+5,,
417.54,2.369e+5,2.369e+5,,
417.59,1.465e+5,1.465e+5,,
417.64,8.799e+4,8.799e+4,,
417.69,5.136e+4,5.136e+4,,
417.74,2.912e+4,2.912e+4,,
417.79,1.605e+4,1.605e+4,,
417.84,8.592e+3,8.592e+3,,
417.89,4.469e+3,4.469e+3,,
417.94,2.259e+3,2.259e+3,,
417.99,1.109e+3,1.109e+3,,
418.04,5.293e+2,5.293e+2,,
418.09,2.454e+2,2.454e+2,,
418.14,1.105e+2,1.105e+2,,
418.19,4.837e+1,4.837e+1,,
418.24,2.057e+1,2.057e+1,,
418.29,8.499e+0,8.499e+0,,
418.34,3.412e+0,3.412e+0,,
418.39,1.331e+0,1.331e+0,,
418.44,5.043e-1,5.043e-1,,
418.49,1.857e-1,1.857e-1,,
418.54,6.644e-2,6.644e-2,,
418.59,2.310e-2,2.310e-2,,
418.64,7.801e-3,7.801e-3,,
418.69,2.560e-3,2.560e-3,,
418.74,8.162e-4,8.162e-4,,
418.79,2.529e-4,2.529e-4,,
418.84,7.612e-5,7.612e-5,,
418.89,2.226e-5,2.226e-5,,
418.94,6.326e-6,6.326e-6,,
418.99,1.747e-6,1.747e-6,,
419.04,4.686e-7,4.686e-7,,
419.09,1.221e-7,1.221e-7,,
419.14,3.093e-8,3.093e-8,,
419.19,7.611e-9,7.611e-9,,
419.24,1.820e-9,1.820e-9,,
432.59,4.399e-9,4.399e-9,,
432.64,1.713e-8,1.713e-8,,
432.69,6.499e-8,6.499e-8,,
432.74,2.401e-7,2.401e-7,,
432.79,8.639e-7,8.639e-7,,
432.84,3.027e-6,3.027e-6,,
432.89,1.033e-5,1.033e-5,,
432.94,3.435e-5,3.435e-5,,
432.99,1.112e-4,1.112e-4,,
433.04,3.506e-4,3.506e-4,,
433.09,1.077e-3,1.077e-3,,
433.14,3.221e-3,3.221e-3,,
433.19,9.383e-3,9.383e-3,,
433.24,2.662e-2,2.662e-2,,
433.29,7.356e-2,7.356e-2,,
433.34,1.980e-1,1.980e-1,,
433.39,5.189e-1,5.189e-1,,
433.44,1.325e+0,1.325e+0,,
433.49,3.294e+0,3.294e+0,,
433.54,7.976e+0,7.976e+0,,
433.59,1.881e+1,1.881e+1,,
433.64,4.321e+1,4.321e+1,,
433.69,9.667e+1,9.667e+1,,
433.74,2.106e+2,2.106e+2,,
433.79,4.470e+2,4.470e+2,,
433.84,9.238e+2,9.238e+2,,
433.89,1.860e+3,1.860e+3,,
433.94,3.646e+3,3.646e+3,,
433.99,6.961e+3,6.961e+3,,
434.04,1.295e+4,1.295e+4,,
434.09,2.345e+4,2.345e+4,,
434.14,4.136e+4,4.136e+4,,
434.19,7.107e+4,7.107e+4,,
434.24,1.189e+5,1.189e+5,,
434.29,1.938e+5,1.938e+5,,
434.34,3.076e+5,3.076e+5,,
434.39,4.755e+5,4.755e+5,,
434.44,7.160e+5,7.160e+5,,
434.49,1.050e+6,1.050e+6,,
434.54,1.499e+6,1.499e+6,,
434.59,2.086e+6,2.086e+6,,
434.64,2.826e+6,2.826e+6,,
434.69,3.728e+6,3.728e+6,,
434.74,4.791e+6,4.791e+6,,
434.79,5.996e+6,5.996e+6,,
434.84,7.309e+6,7.309e+6,,
434.89,8.678e+6,8.678e+6,,
434.94,1.003e+7,1.003e+7,,
434.99,1.130e+7,1.130e+7,,
435.04,1.239e+7,1.239e+7,,
435.09,1.324e+7,1.324e+7,,
435.14,1.377e+7,1.377e+7,,
435.19,1.396e+7,1.396e+7,,
435.24,1.377e+7,1.377e+7,,
435.29,1.324e+7,1.324e+7,,
435.34,1.239e+7,1.239e+7,,
435.39,1.130e+7,1.130e+7,,
435.44,1.003e+7,1.003e+7,,
435.49,8.678e+6,8.678e+6,,
435.54,7.309e+6,7.309e+6,,
435.59,5.996e+6,5.996e+6,,
435.64,4.791e+6,4.791e+6,,
435.69,3.728e+6,3.728e+6,,
435.74,2.826e+6,2.826e+6,,
435.79,2.086e+6,2.086e+6,,
435.84,1.499e+6,1.499e+6,8.885e-9,
435.89,1.050e+6,1.050e+6,3.427e-8,
435.94,7.160e+5,7.160e+5,1.288e-7,
435.99,4.755e+5,4.755e+5,4.714e-7,
436.04,3.076e+5,3.076e+5,1.682e-6,
436.09,1.938e+5,1.938e+5,5.845e-6,
436.14,1.189e+5,1.189e+5,1.979e-5,
436.19,7.107e+4,7.107e+4,6.530e-5,
436.24,4.136e+4,4.136e+4,2.099e-4,
436.29,2.345e+4,2.345e+4,6.576e-4,
436.34,1.295e+4,1.295e+4,2.007e-3,
436.39,6.961e+3,6.961e+3,5.967e-3,
436.44,3.646e+3,3.646e+3,1.729e-2,
436.49,1.860e+3,1.860e+3,4.880e-2,
436.54,9.239e+2,9.238e+2,1.342e-1,
436.59,4.473e+2,4.470e+2,3.596e-1,
436.64,2.116e+2,2.106e+2,9.389e-1,
436.69,9.905e+1,9.667e+1,2.388e+0,
436.74,4.913e+1,4.321e+1,5.920e+0,
436.79,3.311e+1,1.881e+1,1.430e+1,
436.84,4.161e+1,7.976e+0,3.364e+1,
436.89,8.041e+1,3.294e+0,7.712e+1,
436.94,1.736e+2,1.325e+0,1.723e+2,
436.99,3.754e+2,5.189e-1,3.749e+2,
437.04,7.951e+2,1.980e-1,7.949e+2,
437.09,1.642e+3,7.356e-2,1.642e+3,
437.14,3.306e+3,2.662e-2,3.306e+3,
437.19,6.484e+3,9.383e-3,6.484e+3,
437.24,1.239e+4,3.221e-3,1.239e+4,
437.29,2.307e+4,1.077e-3,2.307e+4,
437.34,4.186e+4,3.506e-4,4.186e+4,
437.39,7.399e+4,1.112e-4,7.399e+4,
437.44,1.274e+5,3.435e-5,1.274e+5,
437.49,2.139e+5,1.033e-5,2.139e+5,
437.54,3.497e+5,3.027e-6,3.497e+5,
437.59,5.573e+5,8.639e-7,5.573e+5,
437.64,8.652e+5,2.401e-7,8.652e+5,
437.69,1.309e+6,6.499e-8,1.309e+6,
437.74,1.930e+6,1.713e-8,1.930e+6,
437.79,2.774e+6,4.399e-9,2.774e+6,
437.84,3.886e+6,,3.886e+6,
437.89,5.307e+6,,5.307e+6,
437.94,7.067e+6,,7.067e+6,
437.99,9.178e+6,,9.178e+6,
438.04,1.163e+7,,1.163e+7,
438.09,1.439e+7,,1.439e+7,
438.14,1.738e+7,,1.738e+7,
438.19,2.053e+7,,2.053e+7,
438.24,2.374e+7,,2.374e+7,
438.29,2.690e+7,,2.690e+7,
438.34,2.993e+7,,2.993e+7,
438.39,3.278e+7,,3.278e+7,
438.44,3.541e+7,,3.541e+7,
438.49,3.784e+7,,3.784e+7,
438.54,4.012e+7,,4.012e+7,
438.59,4.232e+7,,4.232e+7,
438.64,4.450e+7,,4.450e+7,
438.69,4.670e+7,,4.670e+7,
438.74,4.892e+7,,4.892e+7,
438.79,5.109e+7,,5.109e+7,
438.84,5.308e+7,,5.308e+7,
438.89,5.474e+7,,5.474e+7,
438.94,5.587e+7,,5.587e+7,
438.99,5.627e+7,,5.627e+7,
439.04,5.578e+7,,5.578e+7,
439.09,5.431e+7,,5.431e+7,
439.14,5.184e+7,,5.184e+7,
439.19,4.844e+7,,4.844e+7,
439.24,4.425e+7,,4.425e+7,
439.29,3.950e+7,,3.950e+7,
439.34,3.442e+7,,3.442e+7,
439.39,2.927e+7,,2.927e+7,
439.44,2.427e+7,,2.427e+7,
439.49,1.963e+7,,1.963e+7,
439.54,1.548e+7,,1.548e+7,
439.59,1.190e+7,,1.190e+7,
439.64,8.914e+6,,8.914e+6,
439.69,6.509e+6,,6.509e+6,
439.74,4.632e+6,,4.632e+6,
439.79,3.212e+6,,3.212e+6,
439.84,2.171e+6,,2.171e+6,
439.89,1.429e+6,,1.429e+6,
439.94,9.172e+5,,9.172e+5,
439.99,5.735e+5,,5.735e+5,
440.04,3.494e+5,,3.494e+5,
440.09,2.075e+5,,2.075e+5,
440.14,1.200e+5,,1.200e+5,
440.19,6.765e+4,,6.765e+4,
440.24,3.716e+4,,3.716e+4,
440.29,1.989e+4,,1.989e+4,
440.34,1.037e+4,,1.037e+4,
440.39,5.270e+3,,5.270e+3,
440.44,2.609e+3,,2.609e+3,
440.49,1.259e+3,,1.259e+3,
440.54,5.918e+2,,5.918e+2,
440.59,2.711e+2,,2.711e+2,
440.64,1.210e+2,,1.210e+2,
440.69,5.263e+1,,5.263e+1,
440.74,2.230e+1,,2.230e+1,
440.79,9.210e+0,,9.210e+0,
440.84,3.706e+0,,3.706e+0,
440.89,1.453e+0,,1.453e+0,
440.94,5.550e-1,,5.550e-1,
440.99,2.066e-1,,2.066e-1,
441.04,7.495e-2,,7.495e-2,
441.09,2.652e-2,,2.652e-2,
441.14,9.228e-3,,9.228e-3,
441.19,3.396e-3,,3.396e-3,
441.24,2.022e-3,,2.022e-3,
441.29,3.345e-3,,3.345e-3,
441.34,8.840e-3,,8.840e-3,
441.39,2.465e-2,,2.465e-2,
441.44,6.760e-2,,6.760e-2,
441.49,1.809e-1,,1.809e-1,
441.54,4.721e-1,,4.721e-1,
441.59,1.201e+0,,1.201e+0,
441.64,2.980e+0,,2.980e+0,
441.69,7.207e+0,,7.207e+0,
441.74,1.699e+1,,1.699e+1,
441.79,3.907e+1,,3.907e+1,
441.84,8.757e+1,,8.757e+1,
441.89,1.914e+2,,1.914e+2,
441.94,4.079e+2,,4.079e+2,
441.99,8.474e+2,,8.474e+2,
442.04,1.717e+3,,1.717e+3,
442.09,3.392e+3,,3.392e+3,
442.14,6.534e+3,,6.534e+3,
442.19,1.227e+4,,1.227e+4,
442.24,2.249e+4,,2.249e+4,
442.29,4.017e+4,,4.017e+4,
442.34,7.000e+4,,7.000e+4,
442.39,1.190e+5,,1.190e+5,
442.44,1.972e+5,,1.972e+5,
442.49,3.189e+5,,3.189e+5,
442.54,5.029e+5,,5.029e+5,
442.59,7.740e+5,,7.740e+5,
442.64,1.162e+6,,1.162e+6,
442.69,1.703e+6,,1.703e+6,
442.74,2.434e+6,,2.434e+6,
442.79,3.397e+6,,3.397e+6,
442.84,4.627e+6,,4.627e+6,
442.89,6.154e+6,,6.154e+6,
442.94,7.991e+6,,7.991e+6,
442.99,1.013e+7,,1.013e+7,
443.04,1.255e+7,,1.255e+7,
443.09,1.519e+7,,1.519e+7,
443.14,1.796e+7,,1.796e+7,
443.19,2.076e+7,,2.076e+7,
443.24,2.345e+7,,2.345e+7,
443.29,2.591e+7,,2.591e+7,
443.34,2.798e+7,,2.798e+7,
443.39,2.957e+7,,2.957e+7,
443.44,3.057e+7,,3.057e+7,
443.49,3.092e+7,,3.092e+7,
443.54,3.061e+7,,3.061e+7,
443.59,2.966e+7,,2.966e+7,
443.64,2.813e+7,,2.813e+7,
443.69,2.612e+7,,2.612e+7,
443.74,2.374e+7,,2.374e+7,
443.79,2.112e+7,,2.112e+7,
443.84,1.840e+7,,1.840e+7,
443.89,1.569e+7,,1.569e+7,
443.94,1.310e+7,,1.310e+7,
443.99,1.070e+7,,1.070e+7,
444.04,8.551e+6,,8.551e+6,
444.09,6.687e+6,,6.687e+6,
444.14,5.115e+6,,5.115e+6,
444.19,3.826e+6,,3.826e+6,
444.24,2.799e+6,,2.799e+6,
444.29,2.001e+6,,2.001e+6,
444.34,1.399e+6,,1.399e+6,
444.39,9.553e+5,,9.553e+5,
444.44,6.374e+5,,6.374e+5,
444.49,4.154e+5,,4.154e+5,
444.54,2.644e+5,,2.644e+5,
444.59,1.643e+5,,1.643e+5,
444.64,9.973e+4,,9.973e+4,
444.69,5.908e+4,,5.908e+4,
444.74,3.416e+4,,3.416e+4,
444.79,1.927e+4,,1.927e+4,
444.84,1.061e+4,,1.061e+4,
444.89,5.701e+3,,5.701e+3,
444.94,2.988e+3,,2.988e+3,
444.99,1.528e+3,,1.528e+3,
445.04,7.622e+2,,7.622e+2,
445.09,3.709e+2,,3.709e+2,
445.14,1.760e+2,,1.760e+2,
445.19,8.146e+1,,8.146e+1,
