Wavelength (nm),Sum,Mg I (7.9e-03),Mg II (7.2e-01),Mg III (2.7e-01)
289.99,2.926e-5,2.926e-5,,
290.04,1.781e-4,1.781e-4,,
290.09,1.022e-3,1.022e-3,,
290.14,5.528e-3,5.528e-3,,
290.19,2.820e-2,2.820e-2,,
290.24,1.356e-1,1.356e-1,,
290.29,6.151e-1,6.151e-1,,
290.34,2.630e+0,2.630e+0,,
290.39,1.060e+1,1.060e+1,,
290.44,4.030e+1,4.030e+1,,
290.49,1.444e+2,1.444e+2,,
290.54,4.881e+2,4.881e+2,,
290.59,1.555e+3,1.555e+3,,
290.64,4.672e+3,4.672e+3,,
290.69,1.323e+4,1.323e+4,,
290.74,3.535e+4,3.535e+4,,
290.79,8.901e+4,8.901e+4,,
290.84,2.113e+5,2.113e+5,,
290.89,4.731e+5,4.731e+5,,
290.94,9.987e+5,9.987e+5,,
290.99,1.988e+6,1.988e+6,,
291.04,3.730e+6,3.730e+6,,
291.09,6.599e+6,6.599e+6,8.569e-7,
291.14,1.101e+7,1.101e+7,6.554e-6,
291.19,1.732e+7,1.732e+7,4.729e-5,
291.24,2.568e+7,2.568e+7,3.219e-4,
291.29,3.591e+7,3.591e+7,2.067e-3,
291.34,4.735e+7,4.735e+7,1.252e-2,
291.39,5.886e+7,5.886e+7,7.157e-2,
291.44,6.900e+7,6.900e+7,3.858e-1,
291.49,7.625e+7,7.625e+7,1.962e+0,
291.54,7.946e+7,7.946e+7,9.415e+0,
291.59,7.807e+7,7.807e+7,4.261e+1,
291.64,7.232e+7,7.232e+7,1.819e+2,
291.69,6.317e+7,6.317e+7,7.329e+2,
291.74,5.203e+7,5.202e+7,2.785e+3,
291.79,4.041e+7,4.040e+7,9.983e+3,
291.84,2.961e+7,2.958e+7,3.376e+4,
291.89,2.052e+7,2.042e+7,1.077e+5,
291.94,1.361e+7,1.329e+7,3.241e+5,
291.99,9.076e+6,8.156e+6,9.203e+5,
292.04,7.184e+6,4.719e+6,2.465e+6,
292.09,8.803e+6,2.575e+6,6.228e+6,
292.14,1.617e+7,1.325e+6,1.484e+7,
292.19,3.402e+7,6.424e+5,3.338e+7,
292.24,7.110e+7,2.938e+5,7.081e+7,
292.29,1.418e+8,1.267e+5,1.417e+8,
292.34,2.676e+8,5.151e+4,2.675e+8,
292.39,4.764e+8,1.974e+4,4.764e+8,
292.44,8.004e+8,7.136e+3,8.004e+8,
292.49,1.269e+9,2.432e+3,1.269e+9,
292.54,1.897e+9,7.814e+2,1.897e+9,
292.59,2.675e+9,2.368e+2,2.675e+9,
292.64,3.560e+9,6.763e+1,3.560e+9,
292.69,4.469e+9,1.822e+1,4.469e+9,
292.74,5.293e+9,4.626e+0,5.293e+9,
292.79,5.914e+9,1.109e+0,5.914e+9,
292.84,6.236e+9,2.544e-1,6.236e+9,
292.89,6.209e+9,7.365e-2,6.209e+9,
292.94,5.845e+9,1.008e-1,5.845e+9,
292.99,5.219e+9,3.775e-1,5.219e+9,
293.04,4.456e+9,1.477e+0,4.456e+9,
293.09,3.706e+9,5.478e+0,3.706e+9,
293.14,3.119e+9,1.919e+1,3.119e+9,
293.19,2.829e+9,6.344e+1,2.829e+9,
293.24,2.935e+9,1.980e+2,2.935e+9,
293.3,3.663e+9,7.188e+2,3.663e+9,
293.35,4.765e+9,1.975e+3,4.765e+9,
293.4,6.241e+9,5.124e+3,6.241e+9,
293.45,7.938e+9,1.254e+4,7.938e+9,
293.5,9.644e+9,2.899e+4,9.644e+9,
293.55,1.111e+10,6.323e+4,1.111e+10,
293.6,1.211e+10,1.302e+5,1.211e+10,
293.65,1.246e+10,2.530e+5,1.246e+10,
293.7,1.210e+10,4.639e+5,1.210e+10,
293.75,1.109e+10,8.032e+5,1.109e+10,
293.8,9.593e+9,1.312e+6,9.592e+9,
293.85,7.832e+9,2.024e+6,7.830e+9,
293.9,6.035e+9,2.946e+6,6.032e+9,
293.95,4.389e+9,4.048e+6,4.385e+9,
294,3.013e+9,5.250e+6,3.008e+9,
294.05,1.954e+9,6.427e+6,1.947e+9,
294.1,1.197e+9,7.425e+6,1.189e+9,
294.15,6.938e+8,8.097e+6,6.857e+8,
294.2,3.813e+8,8.335e+6,3.730e+8,
294.25,1.996e+8,8.097e+6,1.915e+8,
294.3,1.002e+8,7.425e+6,9.275e+7,
294.35,4.883e+7,6.427e+6,4.240e+7,
294.4,2.354e+7,5.250e+6,1.829e+7,
294.45,1.149e+7,4.048e+6,7.446e+6,
294.5,5.807e+6,2.946e+6,2.860e+6,
294.55,3.061e+6,2.024e+6,1.037e+6,
294.6,1.667e+6,1.312e+6,3.547e+5,
294.65,9.177e+5,8.032e+5,1.145e+5,
294.7,4.988e+5,4.639e+5,3.488e+4,
294.75,2.630e+5,2.530e+5,1.003e+4,
294.8,1.329e+5,1.302e+5,2.720e+3,
294.85,6.393e+4,6.323e+4,6.963e+2,
294.9,2.916e+4,2.899e+4,1.682e+2,
294.95,1.258e+4,1.254e+4,3.834e+1,
295,5.132e+3,5.124e+3,8.248e+0,
295.05,1.977e+3,1.975e+3,1.674e+0,
295.1,7.191e+2,7.188e+2,3.207e-1,
295.15,2.469e+2,2.469e+2,5.798e-2,
295.2,8.004e+1,8.003e+1,9.891e-3,
295.25,2.449e+1,2.449e+1,1.592e-3,
295.3,7.072e+0,7.072e+0,2.419e-4,
295.35,1.928e+0,1.928e+0,3.467e-5,
295.4,4.960e-1,4.960e-1,4.690e-6,
295.45,1.204e-1,1.204e-1,,
295.5,2.761e-2,2.761e-2,,
295.55,5.973e-3,5.973e-3,,
295.6,1.220e-3,1.220e-3,,
295.65,2.351e-4,2.351e-4,,
295.7,4.277e-5,4.277e-5,,
295.75,7.345e-6,7.345e-6,,
295.8,1.190e-6,1.190e-6,,
295.85,1.821e-7,1.821e-7,,
295.9,2.629e-8,2.629e-8,,
295.95,3.584e-9,3.584e-9,,
307.25,7.564e-9,7.564e-9,,
307.3,5.162e-8,5.162e-8,,
307.35,3.343e-7,3.343e-7,,
307.4,2.055e-6,2.055e-6,,
307.45,1.202e-5,1.202e-5,,
307.5,6.656e-5,6.656e-5,,
307.55,3.499e-4,3.499e-4,,
307.6,1.746e-3,1.746e-3,,
307.65,8.269e-3,8.269e-3,,
307.7,3.718e-2,3.718e-2,,
307.75,1.587e-1,1.587e-1,,
307.8,6.428e-1,6.428e-1,,
307.85,2.472e+0,2.472e+0,,
307.9,9.029e+0,9.029e+0,,
307.95,3.131e+1,3.131e+1,,
308,1.031e+2,1.031e+2,,
308.05,3.226e+2,3.226e+2,,
308.1,9.585e+2,9.585e+2,,
308.15,2.706e+3,2.706e+3,,
308.2,7.263e+3,7.263e+3,,
308.25,1.853e+4,1.853e+4,,
308.3,4.496e+4,4.496e+4,,
308.35,1.038e+5,1.038e+5,,
308.4,2.281e+5,2.281e+5,,
308.45,4.773e+5,4.773e+5,,
308.5,9.519e+5,9.519e+5,,
308.55,1.810e+6,1.810e+6,,
308.6,3.285e+6,3.285e+6,1.581e-7,
308.65,5.692e+6,5.692e+6,1.075e-6,
308.7,9.427e+6,9.427e+6,6.946e-6,
308.75,1.493e+7,1.493e+7,4.260e-5,
308.8,2.265e+7,2.265e+7,2.481e-4,
308.85,3.291e+7,3.291e+7,1.371e-3,
308.9,4.585e+7,4.585e+7,7.199e-3,
308.95,6.131e+7,6.131e+7,3.588e-2,
309,7.875e+7,7.875e+7,1.698e-1,
309.05,9.731e+7,9.731e+7,7.630e-1,
309.1,1.159e+8,1.159e+8,3.255e+0,
309.15,1.333e+8,1.333e+8,1.319e+1,
309.2,1.486e+8,1.486e+8,5.072e+1,
309.25,1.613e+8,1.613e+8,1.852e+2,
309.3,1.716e+8,1.716e+8,6.422e+2,
309.35,1.801e+8,1.801e+8,2.114e+3,
309.4,1.874e+8,1.874e+8,6.608e+3,
309.45,1.942e+8,1.942e+8,1.961e+4,
309.5,2.005e+8,2.005e+8,5.526e+4,
309.55,2.056e+8,2.055e+8,1.479e+5,
309.6,2.081e+8,2.077e+8,3.756e+5,
309.65,2.065e+8,2.056e+8,9.059e+5,
309.7,1.999e+8,1.978e+8,2.075e+6,
309.75,1.882e+8,1.837e+8,4.511e+6,
309.8,1.732e+8,1.639e+8,9.313e+6,
309.85,1.582e+8,1.400e+8,1.826e+7,
309.9,1.481e+8,1.141e+8,3.398e+7,
309.95,1.487e+8,8.862e+7,6.004e+7,
310,1.663e+8,6.551e+7,1.007e+8,
310.05,2.065e+8,4.604e+7,1.605e+8,
310.1,2.735e+8,3.075e+7,2.428e+8,
310.15,3.682e+8,1.951e+7,3.487e+8,
310.2,4.872e+8,1.175e+7,4.755e+8,
310.25,6.223e+8,6.724e+6,6.156e+8,
310.3,7.604e+8,3.652e+6,7.568e+8,
310.35,8.852e+8,1.883e+6,8.833e+8,
310.4,9.798e+8,9.216e+5,9.789e+8,
310.45,1.030e+9,4.282e+5,1.030e+9,
310.5,1.029e+9,1.889e+5,1.029e+9,
310.55,9.763e+8,7.908e+4,9.762e+8,
310.6,8.793e+8,3.142e+4,8.793e+8,
310.65,7.519e+8,1.185e+4,7.519e+8,
310.7,6.105e+8,4.245e+3,6.105e+8,
310.75,4.707e+8,1.443e+3,4.707e+8,
310.8,3.445e+8,4.654e+2,3.445e+8,
310.85,2.395e+8,1.425e+2,2.395e+8,
310.9,1.580e+8,4.143e+1,1.580e+8,
310.95,9.901e+7,1.143e+1,9.901e+7,
311,5.890e+7,2.993e+0,5.890e+7,
311.05,3.327e+7,7.441e-1,3.327e+7,
311.1,1.784e+7,1.756e-1,1.784e+7,
311.15,9.086e+6,3.932e-2,9.086e+6,
311.2,4.393e+6,8.360e-3,4.393e+6,
311.25,2.017e+6,1.687e-3,2.017e+6,
311.3,8.790e+5,3.231e-4,8.790e+5,
311.35,3.638e+5,5.875e-5,3.638e+5,
311.4,1.429e+5,1.014e-5,1.429e+5,
311.45,5.333e+4,1.661e-6,5.333e+4,
311.5,1.889e+4,2.582e-7,1.889e+4,
311.55,6.354e+3,3.811e-8,6.354e+3,
311.6,2.029e+3,,2.029e+3,
311.65,6.153e+2,,6.153e+2,
311.7,1.771e+2,,1.771e+2,
311.75,4.842e+1,,4.842e+1,
311.8,1.257e+1,,1.257e+1,
311.85,3.097e+0,,3.097e+0,
311.9,7.247e-1,,7.247e-1,
311.95,1.610e-1,,1.610e-1,
312,3.396e-2,,3.396e-2,
312.05,6.801e-3,,6.801e-3,
312.1,1.293e-3,,1.293e-3,
312.15,2.335e-4,,2.335e-4,
312.2,4.003e-5,,4.003e-5,
312.25,6.516e-6,,6.516e-6,
312.3,1.007e-6,,1.007e-6,
312.35,1.478e-7,,1.478e-7,
331.21,3.218e-9,3.218e-9,,
331.26,1.906e-8,1.906e-8,,
331.31,1.079e-7,1.079e-7,,
331.36,5.841e-7,5.841e-7,,
331.41,3.022e-6,3.022e-6,,
331.46,1.495e-5,1.495e-5,,
331.51,7.068e-5,7.068e-5,,
331.56,3.195e-4,3.195e-4,,
331.61,1.381e-3,1.381e-3,,
331.66,5.704e-3,5.704e-3,,
331.71,2.252e-2,2.252e-2,,
331.76,8.503e-2,8.503e-2,,
331.81,3.069e-1,3.069e-1,,
331.86,1.059e+0,1.059e+0,,
331.91,3.492e+0,3.492e+0,,
331.96,1.101e+1,1.101e+1,,
332.01,3.318e+1,3.318e+1,,
332.06,9.561e+1,9.561e+1,,
332.11,2.634e+2,2.634e+2,,
332.16,6.935e+2,6.935e+2,,
332.21,1.746e+3,1.746e+3,,
332.26,4.201e+3,4.201e+3,,
332.31,9.664e+3,9.664e+3,,
332.36,2.126e+4,2.126e+4,,
332.41,4.469e+4,4.469e+4,,
332.46,8.983e+4,8.983e+4,,
332.51,1.726e+5,1.726e+5,,
332.56,3.172e+5,3.172e+5,,
332.61,5.572e+5,5.572e+5,,
332.66,9.361e+5,9.361e+5,,
332.71,1.504e+6,1.504e+6,,
332.76,2.312e+6,2.312e+6,,
332.81,3.400e+6,3.400e+6,,
332.86,4.788e+6,4.788e+6,,
332.91,6.461e+6,6.461e+6,,
332.96,8.364e+6,8.364e+6,,
333.01,1.040e+7,1.040e+7,,
333.06,1.246e+7,1.246e+7,,
333.11,1.442e+7,1.442e+7,,
333.16,1.621e+7,1.621e+7,,
333.21,1.777e+7,1.777e+7,,
333.26,1.915e+7,1.915e+7,,
333.31,2.040e+7,2.040e+7,,
333.36,2.161e+7,2.161e+7,,
333.41,2.282e+7,2.282e+7,,
333.46,2.403e+7,2.403e+7,,
333.51,2.513e+7,2.513e+7,,
333.56,2.595e+7,2.595e+7,,
333.61,2.628e+7,2.628e+7,,
333.66,2.594e+7,2.594e+7,,
333.71,2.482e+7,2.482e+7,,
333.76,2.294e+7,2.294e+7,,
333.81,2.040e+7,2.040e+7,,
333.86,1.743e+7,1.743e+7,,
333.91,1.428e+7,1.428e+7,,
333.96,1.121e+7,1.121e+7,,
334.01,8.422e+6,8.422e+6,,
334.06,6.057e+6,6.057e+6,,
334.11,4.167e+6,4.167e+6,,
334.16,2.742e+6,2.742e+6,,
334.21,1.726e+6,1.726e+6,,
334.26,1.039e+6,1.039e+6,,
334.31,5.977e+5,5.977e+5,,
334.36,3.288e+5,3.288e+5,,
334.41,1.730e+5,1.730e+5,,
334.46,8.702e+4,8.702e+4,,
334.51,4.185e+4,4.185e+4,,
334.56,1.924e+4,1.924e+4,,
334.61,8.458e+3,8.458e+3,,
334.66,3.555e+3,3.555e+3,,
334.71,1.429e+3,1.429e+3,,
334.76,5.489e+2,5.489e+2,,
334.81,2.016e+2,2.016e+2,,
334.86,7.081e+1,7.081e+1,,
334.91,2.378e+1,2.378e+1,,
334.96,7.633e+0,7.633e+0,,
335.01,2.343e+0,2.343e+0,,
335.06,6.875e-1,6.875e-1,,
335.11,1.929e-1,1.929e-1,,
335.16,5.174e-2,5.174e-2,,
335.21,1.327e-2,1.327e-2,,
335.26,3.254e-3,3.254e-3,,
335.31,7.627e-4,7.627e-4,,
335.36,1.710e-4,1.710e-4,,
335.41,3.664e-5,3.664e-5,,
335.46,7.506e-6,7.506e-6,,
335.51,1.470e-6,1.470e-6,,
335.56,2.754e-7,2.754e-7,,
335.61,4.931e-8,4.931e-8,,
335.66,8.441e-9,8.441e-9,,
351.76,4.807e-9,,4.807e-9,
351.81,2.561e-8,,2.561e-8,
351.86,1.311e-7,,1.311e-7,
351.91,6.448e-7,,6.448e-7,
351.96,3.048e-6,,3.048e-6,
352.01,1.384e-5,,1.384e-5,
352.06,6.039e-5,,6.039e-5,
352.11,2.532e-4,,2.532e-4,
352.16,1.020e-3,,1.020e-3,
352.21,3.948e-3,,3.948e-3,
352.26,1.469e-2,,1.469e-2,
352.31,5.248e-2,,5.248e-2,
352.36,1.802e-1,,1.802e-1,
352.41,5.947e-1,,5.947e-1,
352.46,1.885e+0,,1.885e+0,
352.51,5.743e+0,,5.743e+0,
352.56,1.681e+1,,1.681e+1,
352.61,4.728e+1,,4.728e+1,
352.66,1.278e+2,,1.278e+2,
352.71,3.318e+2,,3.318e+2,
352.76,8.278e+2,,8.278e+2,
352.81,1.985e+3,,1.985e+3,
352.86,4.572e+3,,4.572e+3,
352.91,1.012e+4,,1.012e+4,
352.96,2.152e+4,,2.152e+4,
353.01,4.398e+4,,4.398e+4,
353.06,8.635e+4,,8.635e+4,
353.11,1.629e+5,,1.629e+5,
353.16,2.953e+5,,2.953e+5,
353.21,5.145e+5,,5.145e+5,
353.26,8.610e+5,,8.610e+5,
353.31,1.385e+6,,1.385e+6,
353.36,2.140e+6,,2.140e+6,
353.41,3.177e+6,,3.177e+6,
353.46,4.533e+6,,4.533e+6,
353.51,6.214e+6,,6.214e+6,
353.56,8.184e+6,,8.184e+6,
353.61,1.036e+7,,1.036e+7,
353.66,1.260e+7,,1.260e+7,
353.71,1.472e+7,,1.472e+7,
353.76,1.653e+7,,1.653e+7,
353.81,1.783e+7,,1.783e+7,
353.86,1.848e+7,,1.848e+7,
353.91,1.841e+7,,1.841e+7,
353.96,1.762e+7,,1.762e+7,
354.01,1.620e+7,,1.620e+7,
354.06,1.431e+7,,1.431e+7,
354.11,1.215e+7,,1.215e+7,
354.16,9.913e+6,,9.913e+6,
354.21,7.770e+6,,7.770e+6,
354.26,5.852e+6,,5.852e+6,
354.31,4.235e+6,,4.235e+6,
354.36,2.945e+6,,2.945e+6,
354.41,1.968e+6,,1.968e+6,
354.46,1.263e+6,,1.263e+6,
354.51,7.793e+5,,7.793e+5,
354.56,4.619e+5,,4.619e+5,
354.61,2.631e+5,,2.631e+5,
354.66,1.440e+5,,1.440e+5,
354.71,7.569e+4,,7.569e+4,
354.76,3.824e+4,,3.824e+4,
354.81,1.856e+4,,1.856e+4,
354.86,8.660e+3,,8.660e+3,
354.91,3.881e+3,,3.881e+3,
354.96,1.672e+3,,1.672e+3,
355.01,6.917e+2,,6.917e+2,
355.07,2.276e+2,,2.276e+2,
355.12,8.626e+1,,8.626e+1,
355.17,3.141e+1,,3.141e+1,
355.22,1.099e+1,,1.099e+1,
355.27,3.696e+0,,3.696e+0,
355.32,1.194e+0,,1.194e+0,
355.37,3.706e-1,,3.706e-1,
355.42,1.106e-1,,1.106e-1,
355.47,3.168e-2,,3.168e-2,
355.52,8.725e-3,,8.725e-3,
355.57,2.309e-3,,2.309e-3,
355.62,5.870e-4,,5.870e-4,
355.67,1.434e-4,,1.434e-4,
355.72,3.366e-5,,3.366e-5,
355.77,7.592e-6,,7.592e-6,
355.82,1.645e-6,,1.645e-6,
355.87,3.426e-7,,3.426e-7,
355.92,6.855e-8,,6.855e-8,
355.97,1.318e-8,,1.318e-8,
356.02,2.434e-9,,2.434e-9,
360.57,1.049e-10,1.049e-10,,
360.62,5.436e-10,5.436e-10,,
360.67,2.712e-9,2.712e-9,,
360.72,1.302e-8,1.302e-8,,
360.77,6.022e-8,6.022e-8,,
360.82,2.681e-7,2.681e-7,,
360.87,1.149e-6,1.149e-6,,
360.92,4.739e-6,4.739e-6,,
360.97,1.882e-5,1.882e-5,,
361.02,7.197e-5,7.197e-5,,
361.07,2.649e-4,2.649e-4,,
361.12,9.389e-4,9.389e-4,,
361.17,3.203e-3,3.203e-3,,
361.22,1.052e-2,1.052e-2,,
361.27,3.327e-2,3.327e-2,,
361.32,1.013e-1,1.013e-1,,
361.37,2.968e-1,2.968e-1,,
361.42,8.375e-1,8.375e-1,,
361.47,2.275e+0,2.275e+0,,
361.52,5.949e+0,5.949e+0,,
361.57,1.498e+1,1.498e+1,,
361.62,3.630e+1,3.630e+1,,
361.67,8.470e+1,8.470e+1,,
361.72,1.903e+2,1.903e+2,,
361.77,4.114e+2,4.114e+2,,
361.82,8.566e+2,8.566e+2,,
361.87,1.717e+3,1.717e+3,,
361.92,3.313e+3,3.313e+3,,
361.97,6.154e+3,6.154e+3,,
362.02,1.101e+4,1.101e+4,,
362.07,1.895e+4,1.895e+4,,
362.12,3.141e+4,3.141e+4,,
362.17,5.012e+4,5.012e+4,,
362.22,7.700e+4,7.700e+4,,
362.27,1.139e+5,1.139e+5,,
362.32,1.621e+5,1.621e+5,,
362.37,2.223e+5,2.223e+5,,
362.42,2.933e+5,2.933e+5,,
362.47,3.726e+5,3.726e+5,,
362.52,4.558e+5,4.558e+5,,
362.57,5.367e+5,5.367e+5,,
362.62,6.083e+5,6.083e+5,,
362.67,6.639e+5,6.639e+5,,
362.72,6.975e+5,6.975e+5,,
362.77,7.055e+5,7.055e+5,,
362.82,6.870e+5,6.870e+5,,
362.87,6.440e+5,6.440e+5,,
362.92,5.812e+5,5.812e+5,,
362.97,5.050e+5,5.050e+5,,
363.02,4.224e+5,4.224e+5,,
363.07,3.402e+5,3.402e+5,,
363.12,2.637e+5,2.637e+5,,
363.17,1.968e+5,1.968e+5,,
363.22,1.414e+5,1.414e+5,,
363.27,9.783e+4,9.783e+4,,
363.32,6.515e+4,6.515e+4,,
363.37,4.177e+4,4.177e+4,,
363.42,2.578e+4,2.578e+4,,
363.47,1.532e+4,1.532e+4,,
363.52,8.763e+3,8.763e+3,,
363.57,4.826e+3,4.826e+3,,
363.62,2.559e+3,2.559e+3,,
363.67,1.306e+3,1.306e+3,,
363.72,6.418e+2,6.418e+2,,
363.77,3.036e+2,3.036e+2,,
363.82,1.383e+2,1.383e+2,,
363.87,6.063e+1,6.063e+1,,
363.92,2.559e+1,2.559e+1,,
363.97,1.040e+1,1.040e+1,,
364.02,4.069e+0,4.069e+0,,
364.07,1.532e+0,1.532e+0,,
364.12,5.556e-1,5.556e-1,,
364.17,1.940e-1,1.940e-1,,
364.22,6.518e-2,6.518e-2,,
364.27,2.109e-2,2.109e-2,,
364.32,6.569e-3,6.569e-3,,
364.37,1.970e-3,1.970e-3,,
364.42,5.686e-4,5.686e-4,,
364.47,1.580e-4,1.580e-4,,
364.52,4.228e-5,4.228e-5,,
364.57,1.089e-5,1.089e-5,,
364.62,2.701e-6,2.701e-6,,
364.67,6.448e-7,6.448e-7,,
364.72,1.482e-7,1.482e-7,,
364.77,3.279e-8,3.279e-8,,
364.82,6.985e-9,6.985e-9,,
364.87,1.432e-9,1.432e-9,,
364.92,2.828e-10,2.828e-10,,
380.62,1.582e-8,1.582e-8,,
380.67,7.566e-8,7.566e-8,,
380.72,3.497e-7,3.497e-7,,
380.77,1.562e-6,1.562e-6,,
380.82,6.747e-6,6.747e-6,,
380.87,2.816e-5,2.816e-5,,
380.92,1.136e-4,1.136e-4,,
380.97,4.430e-4,4.430e-4,,
381.02,1.669e-3,1.669e-3,,
381.07,6.079e-3,6.079e-3,,
381.12,2.140e-2,2.140e-2,,
381.17,7.279e-2,7.279e-2,,
381.22,2.393e-1,2.393e-1,,
381.27,7.607e-1,7.607e-1,,
381.32,2.337e+0,2.337e+0,,
381.37,6.939e+0,6.939e+0,,
381.42,1.991e+1,1.991e+1,,
381.47,5.525e+1,5.525e+1,,
381.52,1.482e+2,1.482e+2,,
381.57,3.842e+2,3.842e+2,,
381.62,9.629e+2,9.629e+2,,
381.67,2.333e+3,2.333e+3,,
381.72,5.467e+3,5.467e+3,,
381.77,1.239e+4,1.239e+4,,
381.82,2.714e+4,2.714e+4,,
381.87,5.752e+4,5.752e+4,,
381.92,1.179e+5,1.179e+5,,
381.97,2.339e+5,2.339e+5,,
382.02,4.490e+5,4.490e+5,,
382.07,8.344e+5,8.344e+5,,
382.12,1.501e+6,1.501e+6,,
382.17,2.617e+6,2.617e+6,,
382.22,4.420e+6,4.420e+6,,
382.27,7.239e+6,7.239e+6,,
382.32,1.150e+7,1.150e+7,,
382.37,1.774e+7,1.774e+7,,
382.42,2.657e+7,2.657e+7,,
382.47,3.868e+7,3.868e+7,,
382.52,5.478e+7,5.478e+7,,
382.57,7.552e+7,7.552e+7,,
382.62,1.014e+8,1.014e+8,,
382.67,1.328e+8,1.328e+8,,
382.72,1.696e+8,1.696e+8,,
382.77,2.113e+8,2.113e+8,,
382.82,2.571e+8,2.571e+8,,
382.87,3.054e+8,3.054e+8,,
382.92,3.545e+8,3.545e+8,,
382.97,4.019e+8,4.019e+8,,
383.02,4.454e+8,4.454e+8,,
383.07,4.829e+8,4.829e+8,,
383.12,5.126e+8,5.126e+8,,
383.17,5.338e+8,5.338e+8,,
383.22,5.471e+8,5.471e+8,,
383.27,5.542e+8,5.542e+8,,
383.32,5.576e+8,5.576e+8,,
383.37,5.609e+8,5.609e+8,,
383.42,5.674e+8,5.674e+8,,
383.47,5.797e+8,5.797e+8,,
383.52,5.990e+8,5.990e+8,,
383.57,6.246e+8,6.246e+8,,
383.62,6.539e+8,6.539e+8,,
383.67,6.827e+8,6.827e+8,,
383.72,7.059e+8,7.059e+8,,
383.77,7.182e+8,7.182e+8,,
383.82,7.154e+8,7.154e+8,,
383.87,6.951e+8,6.951e+8,,
383.92,6.568e+8,6.568e+8,,
383.97,6.024e+8,6.024e+8,,
384.02,5.355e+8,5.355e+8,,
384.07,4.611e+8,4.611e+8,,
384.12,3.842e+8,3.842e+8,,
384.17,3.098e+8,3.098e+8,,
384.22,2.415e+8,2.415e+8,,
384.27,1.821e+8,1.821e+8,,
384.32,1.327e+8,1.327e+8,,
384.37,9.355e+7,9.355e+7,,
384.42,6.374e+7,6.374e+7,,
384.47,4.198e+7,4.198e+7,,
384.52,2.673e+7,2.673e+7,,
384.57,1.645e+7,1.645e+7,,
384.62,9.787e+6,9.787e+6,,
384.67,5.628e+6,5.628e+6,,
384.72,3.129e+6,3.129e+6,,
384.77,1.681e+6,1.681e+6,,
384.82,8.733e+5,8.733e+5,,
384.87,4.385e+5,4.385e+5,,
384.92,2.128e+5,2.128e+5,,
384.97,9.984e+4,9.984e+4,,
385.02,4.528e+4,4.528e+4,,
385.07,1.985e+4,1.985e+4,,
385.12,8.410e+3,8.410e+3,,
385.17,3.445e+3,3.445e+3,,
385.22,1.364e+3,1.364e+3,,
385.27,5.220e+2,5.220e+2,,
385.32,1.931e+2,1.931e+2,,
385.37,6.906e+1,6.906e+1,,
385.42,2.387e+1,2.387e+1,,
385.47,7.976e+0,7.976e+0,,
385.52,2.576e+0,2.576e+0,,
385.57,8.043e-1,8.043e-1,,
385.62,2.427e-1,2.427e-1,,
385.67,7.080e-2,7.080e-2,,
385.72,1.997e-2,1.997e-2,,
385.77,5.442e-3,5.442e-3,,
385.82,1.434e-3,1.434e-3,,
385.87,3.652e-4,3.652e-4,,
385.93,6.765e-5,6.765e-5,,
385.98,1.599e-5,1.599e-5,,
386.03,3.653e-6,3.653e-6,,
386.08,8.068e-7,8.068e-7,,
386.13,1.722e-7,1.722e-7,,
386.68,1.269e-9,1.269e-9,,
386.73,5.859e-9,5.859e-9,,
386.78,2.617e-8,2.617e-8,,
386.83,1.147e-7,1.147e-7,,
386.88,4.803e-7,4.803e-7,,
386.93,1.946e-6,1.946e-6,,
386.98,7.634e-6,7.634e-6,,
387.03,2.897e-5,2.897e-5,,
387.08,1.064e-4,1.064e-4,,
387.13,3.783e-4,3.783e-4,,
387.18,1.301e-3,1.301e-3,,
387.23,4.333e-3,4.333e-3,,
387.28,1.396e-2,1.396e-2,,
387.33,4.355e-2,4.355e-2,,
387.38,1.315e-1,1.315e-1,,
387.43,3.844e-1,3.844e-1,,
387.48,1.088e+0,1.088e+0,,
387.53,2.980e+0,2.980e+0,,
387.58,7.905e+0,7.905e+0,,
387.63,2.030e+1,2.030e+1,,
387.68,5.051e+1,5.051e+1,,
387.73,1.217e+2,1.217e+2,,
387.78,2.839e+2,2.839e+2,,
387.83,6.418e+2,6.418e+2,,
387.88,1.405e+3,1.405e+3,,
387.93,2.982e+3,2.982e+3,,
387.98,6.133e+3,6.133e+3,,
388.03,1.222e+4,1.222e+4,,
388.08,2.362e+4,2.362e+4,,
388.13,4.425e+4,4.425e+4,,
388.18,8.041e+4,8.041e+4,,
388.23,1.417e+5,1.417e+5,,
388.28,2.423e+5,2.423e+5,,
388.33,4.021e+5,4.021e+5,,
388.38,6.477e+5,6.477e+5,,
388.43,1.013e+6,1.013e+6,,
388.48,1.539e+6,1.539e+6,,
388.53,2.272e+6,2.272e+6,,
388.58,3.260e+6,3.260e+6,,
388.63,4.549e+6,4.549e+6,,
388.68,6.176e+6,6.176e+6,,
388.73,8.164e+6,8.164e+6,,
388.78,1.052e+7,1.052e+7,,
388.83,1.321e+7,1.321e+7,,
388.88,1.619e+7,1.619e+7,,
388.93,1.940e+7,1.940e+7,,
388.98,2.274e+7,2.274e+7,,
389.03,2.611e+7,2.611e+7,,
389.08,2.941e+7,2.941e+7,,
389.13,3.255e+7,3.255e+7,,
389.18,3.543e+7,3.543e+7,,
389.23,3.796e+7,3.796e+7,,
389.28,4.008e+7,4.008e+7,,
389.33,4.170e+7,4.170e+7,,
389.38,4.276e+7,4.276e+7,,
389.43,4.318e+7,4.318e+7,,
