Wavelength (nm),Sum,Fe I (6.3e-01),Fe II (3.7e-01),Fe III (5.1e-07)
512.5,1.197e+6,1.197e+6,1.247e+2,4.629e-11
512.6,1.532e+6,1.532e+6,1.177e+2,4.581e-11
512.7,1.924e+6,1.924e+6,1.164e+2,4.552e-11
512.8,2.372e+6,2.372e+6,1.218e+2,4.538e-11
512.9,2.869e+6,2.869e+6,1.348e+2,4.532e-11
513,3.407e+6,3.407e+6,1.567e+2,4.532e-11
513.1,3.971e+6,3.971e+6,1.884e+2,4.531e-11
513.2,4.542e+6,4.542e+6,2.311e+2,4.528e-11
513.3,5.099e+6,5.099e+6,2.853e+2,4.520e-11
513.4,5.619e+6,5.619e+6,3.516e+2,4.505e-11
513.5,6.077e+6,6.076e+6,4.299e+2,4.483e-11
513.6,6.450e+6,6.450e+6,5.196e+2,4.455e-11
513.7,6.720e+6,6.719e+6,6.194e+2,4.423e-11
513.8,6.872e+6,6.871e+6,7.275e+2,4.390e-11
513.9,6.898e+6,6.897e+6,8.412e+2,4.357e-11
514,6.798e+6,6.797e+6,9.571e+2,4.327e-11
514.1,6.578e+6,6.577e+6,1.071e+3,4.300e-11
514.2,6.253e+6,6.252e+6,1.180e+3,4.276e-11
514.3,5.842e+6,5.841e+6,1.279e+3,4.252e-11
514.4,5.370e+6,5.369e+6,1.363e+3,4.226e-11
514.5,4.866e+6,4.864e+6,1.430e+3,4.191e-11
514.6,4.357e+6,4.355e+6,1.477e+3,4.141e-11
514.7,3.873e+6,3.872e+6,1.501e+3,4.070e-11
514.8,3.442e+6,3.441e+6,1.502e+3,3.972e-11
514.9,3.089e+6,3.087e+6,1.480e+3,3.841e-11
515,2.834e+6,2.833e+6,1.437e+3,3.676e-11
515.1,2.696e+6,2.695e+6,1.375e+3,3.476e-11
515.2,2.689e+6,2.688e+6,1.298e+3,3.244e-11
515.3,2.822e+6,2.821e+6,1.209e+3,2.984e-11
515.4,3.099e+6,3.098e+6,1.112e+3,2.704e-11
515.5,3.519e+6,3.518e+6,1.012e+3,2.411e-11
515.6,4.075e+6,4.074e+6,9.125e+2,2.115e-11
515.7,4.753e+6,4.752e+6,8.167e+2,1.823e-11
515.8,5.532e+6,5.532e+6,7.273e+2,1.545e-11
515.9,6.386e+6,6.386e+6,6.463e+2,1.286e-11
516,7.282e+6,7.281e+6,5.751e+2,1.052e-11
516.1,8.180e+6,8.179e+6,5.142e+2,8.447e-12
516.2,9.039e+6,9.038e+6,4.637e+2,6.660e-12
516.3,9.817e+6,9.816e+6,4.232e+2,5.155e-12
516.4,1.047e+7,1.047e+7,3.918e+2,3.917e-12
516.5,1.097e+7,1.097e+7,3.688e+2,2.922e-12
516.6,1.129e+7,1.129e+7,3.529e+2,2.139e-12
516.7,1.141e+7,1.141e+7,3.432e+2,1.537e-12
516.8,1.133e+7,1.133e+7,3.387e+2,1.084e-12
516.9,1.105e+7,1.105e+7,3.383e+2,7.501e-13
517,1.060e+7,1.060e+7,3.412e+2,5.094e-13
517.1,1.000e+7,1.000e+7,3.468e+2,3.396e-13
517.2,9.312e+6,9.312e+6,3.541e+2,2.221e-13
517.3,8.567e+6,8.566e+6,3.626e+2,1.426e-13
517.4,7.817e+6,7.816e+6,3.717e+2,8.984e-14
517.5,7.110e+6,7.110e+6,3.808e+2,5.555e-14
517.6,6.492e+6,6.492e+6,3.894e+2,3.372e-14
517.7,6.000e+6,5.999e+6,3.972e+2,2.011e-14
517.8,5.663e+6,5.663e+6,4.039e+2,1.182e-14
517.9,5.501e+6,5.501e+6,4.093e+2,6.894e-15
518,5.523e+6,5.522e+6,4.135e+2,4.091e-15
518.1,5.725e+6,5.724e+6,4.169e+2,2.629e-15
518.2,6.094e+6,6.094e+6,4.200e+2,2.060e-15
518.3,6.607e+6,6.606e+6,4.232e+2,2.169e-15
518.4,7.229e+6,7.229e+6,4.275e+2,2.916e-15
518.5,7.922e+6,7.921e+6,4.336e+2,4.414e-15
518.6,8.639e+6,8.639e+6,4.424e+2,6.928e-15
518.7,9.334e+6,9.333e+6,4.544e+2,1.090e-14
518.8,9.959e+6,9.958e+6,4.703e+2,1.701e-14
518.9,1.047e+7,1.047e+7,4.903e+2,2.623e-14
519,1.084e+7,1.084e+7,5.144e+2,3.993e-14
519.1,1.103e+7,1.103e+7,5.424e+2,6.003e-14
519.2,1.103e+7,1.102e+7,5.736e+2,8.917e-14
519.3,1.083e+7,1.083e+7,6.073e+2,1.309e-13
519.4,1.045e+7,1.045e+7,6.424e+2,1.901e-13
519.5,9.897e+6,9.896e+6,6.782e+2,2.733e-13
519.6,9.206e+6,9.205e+6,7.136e+2,3.888e-13
519.7,8.408e+6,8.407e+6,7.480e+2,5.480e-13
519.8,7.540e+6,7.540e+6,7.815e+2,7.656e-13
519.9,6.641e+6,6.641e+6,8.141e+2,1.061e-12
520,5.746e+6,5.746e+6,8.468e+2,1.459e-12
520.1,4.887e+6,4.887e+6,8.811e+2,1.994e-12
520.2,4.091e+6,4.090e+6,9.190e+2,2.708e-12
520.3,3.377e+6,3.376e+6,9.626e+2,3.663e-12
520.4,2.761e+6,2.760e+6,1.015e+3,4.939e-12
520.5,2.253e+6,2.252e+6,1.077e+3,6.650e-12
520.6,1.859e+6,1.858e+6,1.153e+3,8.956e-12
520.7,1.582e+6,1.581e+6,1.242e+3,1.209e-11
520.8,1.426e+6,1.425e+6,1.346e+3,1.637e-11
520.9,1.395e+6,1.393e+6,1.463e+3,2.227e-11
521,1.493e+6,1.491e+6,1.593e+3,3.048e-11
521.1,1.727e+6,1.725e+6,1.733e+3,4.193e-11
521.2,2.107e+6,2.105e+6,1.879e+3,5.796e-11
521.3,2.643e+6,2.641e+6,2.028e+3,8.040e-11
521.4,3.348e+6,3.346e+6,2.173e+3,1.117e-10
521.5,4.231e+6,4.228e+6,2.313e+3,1.552e-10
521.6,5.300e+6,5.297e+6,2.441e+3,2.151e-10
521.7,6.558e+6,6.556e+6,2.554e+3,2.967e-10
521.8,8.002e+6,7.999e+6,2.649e+3,4.069e-10
521.9,9.619e+6,9.616e+6,2.724e+3,5.536e-10
522,1.139e+7,1.138e+7,2.777e+3,7.463e-10
522.1,1.327e+7,1.327e+7,2.807e+3,9.960e-10
522.2,1.523e+7,1.523e+7,2.814e+3,1.315e-9
522.3,1.721e+7,1.721e+7,2.798e+3,1.715e-9
522.4,1.915e+7,1.915e+7,2.759e+3,2.211e-9
522.5,2.099e+7,2.098e+7,2.700e+3,2.814e-9
522.6,2.265e+7,2.264e+7,2.622e+3,3.537e-9
522.7,2.406e+7,2.406e+7,2.526e+3,4.388e-9
522.8,2.519e+7,2.518e+7,2.415e+3,5.372e-9
522.9,2.596e+7,2.596e+7,2.291e+3,6.491e-9
523,2.635e+7,2.635e+7,2.160e+3,7.739e-9
523.1,2.634e+7,2.634e+7,2.023e+3,9.102e-9
523.2,2.593e+7,2.593e+7,1.886e+3,1.056e-8
523.3,2.513e+7,2.513e+7,1.752e+3,1.209e-8
523.4,2.399e+7,2.398e+7,1.626e+3,1.364e-8
523.5,2.254e+7,2.254e+7,1.512e+3,1.518e-8
523.6,2.085e+7,2.085e+7,1.414e+3,1.665e-8
523.7,1.898e+7,1.898e+7,1.335e+3,1.800e-8
523.8,1.701e+7,1.701e+7,1.277e+3,1.918e-8
523.9,1.500e+7,1.500e+7,1.243e+3,2.014e-8
524,1.303e+7,1.303e+7,1.232e+3,2.082e-8
524.1,1.113e+7,1.113e+7,1.247e+3,2.121e-8
524.2,9.369e+6,9.368e+6,1.287e+3,2.126e-8
524.3,7.772e+6,7.771e+6,1.350e+3,2.099e-8
524.4,6.367e+6,6.365e+6,1.436e+3,2.039e-8
524.5,5.168e+6,5.166e+6,1.544e+3,1.949e-8
524.6,4.183e+6,4.182e+6,1.670e+3,1.833e-8
524.7,3.415e+6,3.413e+6,1.813e+3,1.696e-8
524.8,2.863e+6,2.861e+6,1.970e+3,1.543e-8
524.9,2.524e+6,2.522e+6,2.138e+3,1.381e-8
525,2.399e+6,2.396e+6,2.312e+3,1.216e-8
525.1,2.488e+6,2.486e+6,2.490e+3,1.053e-8
525.2,2.798e+6,2.795e+6,2.665e+3,8.967e-9
525.3,3.335e+6,3.332e+6,2.832e+3,7.523e-9
525.4,4.108e+6,4.105e+6,2.985e+3,6.223e-9
525.5,5.127e+6,5.124e+6,3.119e+3,5.090e-9
525.6,6.395e+6,6.392e+6,3.226e+3,4.135e-9
525.7,7.914e+6,7.911e+6,3.303e+3,3.365e-9
525.8,9.672e+6,9.669e+6,3.343e+3,2.778e-9
525.9,1.165e+7,1.165e+7,3.343e+3,2.370e-9
526,1.381e+7,1.380e+7,3.302e+3,2.134e-9
526.1,1.610e+7,1.609e+7,3.219e+3,2.064e-9
526.2,1.845e+7,1.845e+7,3.097e+3,2.151e-9
526.3,2.080e+7,2.079e+7,2.938e+3,2.391e-9
526.4,2.304e+7,2.304e+7,2.749e+3,2.775e-9
526.5,2.509e+7,2.509e+7,2.536e+3,3.298e-9
526.6,2.687e+7,2.687e+7,2.306e+3,3.952e-9
526.7,2.829e+7,2.829e+7,2.067e+3,4.728e-9
526.8,2.929e+7,2.929e+7,1.827e+3,5.611e-9
526.9,2.982e+7,2.982e+7,1.593e+3,6.585e-9
527,2.987e+7,2.987e+7,1.370e+3,7.627e-9
527.1,2.944e+7,2.944e+7,1.164e+3,8.711e-9
527.2,2.856e+7,2.856e+7,9.778e+2,9.805e-9
527.3,2.729e+7,2.729e+7,8.143e+2,1.088e-8
527.4,2.570e+7,2.570e+7,6.745e+2,1.189e-8
527.5,2.387e+7,2.387e+7,5.587e+2,1.280e-8
527.6,2.188e+7,2.188e+7,4.665e+2,1.358e-8
527.7,1.982e+7,1.982e+7,3.966e+2,1.421e-8
527.8,1.776e+7,1.776e+7,3.475e+2,1.465e-8
527.9,1.577e+7,1.577e+7,3.175e+2,1.489e-8
528,1.389e+7,1.389e+7,3.044e+2,1.492e-8
528.1,1.217e+7,1.217e+7,3.062e+2,1.476e-8
528.2,1.061e+7,1.061e+7,3.206e+2,1.442e-8
528.3,9.222e+6,9.221e+6,3.452e+2,1.392e-8
528.4,8.000e+6,7.999e+6,3.776e+2,1.330e-8
528.5,6.931e+6,6.930e+6,4.152e+2,1.260e-8
528.6,5.997e+6,5.997e+6,4.555e+2,1.187e-8
528.7,5.181e+6,5.181e+6,4.961e+2,1.114e-8
528.8,4.465e+6,4.465e+6,5.344e+2,1.046e-8
528.9,3.833e+6,3.833e+6,5.685e+2,9.870e-9
529,3.274e+6,3.273e+6,5.964e+2,9.396e-9
529.1,2.777e+6,2.776e+6,6.169e+2,9.057e-9
529.2,2.335e+6,2.335e+6,6.293e+2,8.861e-9
529.3,1.945e+6,1.945e+6,6.332e+2,8.804e-9
529.4,1.603e+6,1.602e+6,6.291e+2,8.872e-9
529.5,1.306e+6,1.305e+6,6.180e+2,9.040e-9
529.6,1.052e+6,1.052e+6,6.011e+2,9.276e-9
529.7,8.405e+5,8.399e+5,5.802e+2,9.542e-9
529.8,6.690e+5,6.684e+5,5.572e+2,9.800e-9
529.9,5.362e+5,5.357e+5,5.339e+2,1.001e-8
530,4.413e+5,4.408e+5,5.122e+2,1.015e-8
530.1,3.841e+5,3.836e+5,4.937e+2,1.017e-8
530.2,3.658e+5,3.654e+5,4.795e+2,1.007e-8
530.3,3.892e+5,3.888e+5,4.705e+2,9.840e-9
530.4,4.592e+5,4.587e+5,4.672e+2,9.474e-9
530.5,5.827e+5,5.822e+5,4.694e+2,8.982e-9
530.6,7.691e+5,7.687e+5,4.770e+2,8.384e-9
530.7,1.030e+6,1.030e+6,4.890e+2,7.700e-9
530.8,1.379e+6,1.379e+6,5.044e+2,6.959e-9
530.9,1.831e+6,1.830e+6,5.220e+2,6.186e-9
531,2.400e+6,2.399e+6,5.403e+2,5.410e-9
531.1,3.099e+6,3.099e+6,5.577e+2,4.654e-9
531.2,3.941e+6,3.940e+6,5.727e+2,3.938e-9
531.3,4.931e+6,4.930e+6,5.840e+2,3.279e-9
531.4,6.069e+6,6.068e+6,5.902e+2,2.687e-9
531.5,7.349e+6,7.348e+6,5.905e+2,2.167e-9
531.6,8.753e+6,8.752e+6,5.844e+2,1.722e-9
531.7,1.025e+7,1.025e+7,5.716e+2,1.348e-9
531.8,1.182e+7,1.182e+7,5.527e+2,1.041e-9
531.9,1.340e+7,1.340e+7,5.283e+2,7.938e-10
532,1.494e+7,1.494e+7,4.996e+2,5.992e-10
532.1,1.639e+7,1.639e+7,4.682e+2,4.488e-10
532.2,1.769e+7,1.769e+7,4.358e+2,3.347e-10
532.3,1.879e+7,1.879e+7,4.045e+2,2.497e-10
532.4,1.962e+7,1.962e+7,3.760e+2,1.873e-10
532.5,2.016e+7,2.016e+7,3.523e+2,1.423e-10
532.6,2.038e+7,2.038e+7,3.347e+2,1.101e-10
532.7,2.026e+7,2.026e+7,3.245e+2,8.717e-11
532.8,1.982e+7,1.982e+7,3.225e+2,7.084e-11
532.9,1.907e+7,1.907e+7,3.289e+2,5.906e-11
533,1.805e+7,1.805e+7,3.433e+2,5.033e-11
533.1,1.681e+7,1.681e+7,3.650e+2,4.362e-11
533.2,1.540e+7,1.540e+7,3.926e+2,3.821e-11
533.3,1.387e+7,1.387e+7,4.244e+2,3.364e-11
533.4,1.230e+7,1.230e+7,4.584e+2,2.962e-11
533.5,1.072e+7,1.072e+7,4.923e+2,2.598e-11
533.6,9.196e+6,9.195e+6,5.238e+2,2.264e-11
533.7,7.759e+6,7.759e+6,5.508e+2,1.957e-11
533.8,6.442e+6,6.442e+6,5.715e+2,1.674e-11
533.9,5.265e+6,5.265e+6,5.842e+2,1.418e-11
534,4.240e+6,4.240e+6,5.882e+2,1.190e-11
534.1,3.371e+6,3.370e+6,5.829e+2,9.897e-12
534.2,2.654e+6,2.653e+6,5.687e+2,8.198e-12
534.3,2.084e+6,2.083e+6,5.463e+2,6.803e-12
534.4,1.651e+6,1.651e+6,5.170e+2,5.716e-12
534.5,1.348e+6,1.347e+6,4.825e+2,4.939e-12
534.6,1.165e+6,1.165e+6,4.447e+2,4.469e-12
534.7,1.099e+6,1.099e+6,4.058e+2,4.308e-12
534.8,1.147e+6,1.147e+6,3.678e+2,4.454e-12
534.9,1.312e+6,1.311e+6,3.324e+2,4.908e-12
535,1.598e+6,1.598e+6,3.013e+2,5.670e-12
535.1,2.015e+6,2.014e+6,2.757e+2,6.740e-12
535.2,2.573e+6,2.573e+6,2.563e+2,8.113e-12
535.3,3.284e+6,3.284e+6,2.435e+2,9.780e-12
535.4,4.159e+6,4.158e+6,2.371e+2,1.172e-11
535.5,5.205e+6,5.205e+6,2.367e+2,1.392e-11
535.6,6.426e+6,6.426e+6,2.414e+2,1.633e-11
535.7,7.819e+6,7.819e+6,2.501e+2,1.891e-11
535.8,9.371e+6,9.371e+6,2.615e+2,2.161e-11
535.9,1.106e+7,1.106e+7,2.742e+2,2.435e-11
536,1.286e+7,1.286e+7,2.870e+2,2.707e-11
536.1,1.473e+7,1.473e+7,2.984e+2,2.970e-11
536.2,1.661e+7,1.661e+7,3.076e+2,3.216e-11
536.3,1.846e+7,1.846e+7,3.135e+2,3.439e-11
536.4,2.022e+7,2.022e+7,3.159e+2,3.632e-11
536.5,2.183e+7,2.183e+7,3.144e+2,3.791e-11
536.6,2.324e+7,2.324e+7,3.095e+2,3.913e-11
536.7,2.441e+7,2.441e+7,3.015e+2,3.994e-11
536.8,2.530e+7,2.530e+7,2.914e+2,4.033e-11
536.9,2.591e+7,2.591e+7,2.802e+2,4.031e-11
537,2.622e+7,2.622e+7,2.694e+2,3.988e-11
537.1,2.625e+7,2.625e+7,2.601e+2,3.906e-11
537.2,2.602e+7,2.602e+7,2.537e+2,3.788e-11
537.3,2.558e+7,2.558e+7,2.516e+2,3.637e-11
537.4,2.495e+7,2.495e+7,2.546e+2,3.457e-11
537.5,2.419e+7,2.419e+7,2.637e+2,3.252e-11
537.6,2.333e+7,2.333e+7,2.792e+2,3.027e-11
537.7,2.241e+7,2.241e+7,3.014e+2,2.787e-11
537.8,2.147e+7,2.147e+7,3.298e+2,2.537e-11
537.9,2.052e+7,2.052e+7,3.641e+2,2.282e-11
538,1.958e+7,1.958e+7,4.032e+2,2.029e-11
538.1,1.865e+7,1.865e+7,4.460e+2,1.781e-11
538.2,1.775e+7,1.775e+7,4.912e+2,1.543e-11
538.3,1.688e+7,1.687e+7,5.375e+2,1.319e-11
538.4,1.603e+7,1.603e+7,5.835e+2,1.113e-11
538.5,1.522e+7,1.522e+7,6.279e+2,9.265e-12
538.6,1.445e+7,1.445e+7,6.697e+2,7.610e-12
538.7,1.374e+7,1.374e+7,7.081e+2,6.171e-12
538.8,1.312e+7,1.311e+7,7.425e+2,4.945e-12
538.9,1.259e+7,1.259e+7,7.726e+2,3.922e-12
539,1.218e+7,1.218e+7,7.983e+2,3.087e-12
539.1,1.191e+7,1.191e+7,8.196e+2,2.422e-12
539.2,1.181e+7,1.181e+7,8.368e+2,1.905e-12
539.3,1.187e+7,1.187e+7,8.499e+2,1.514e-12
539.4,1.211e+7,1.211e+7,8.590e+2,1.227e-12
539.5,1.252e+7,1.252e+7,8.642e+2,1.024e-12
539.6,1.310e+7,1.309e+7,8.654e+2,8.858e-13
539.7,1.382e+7,1.382e+7,8.625e+2,7.959e-13
539.8,1.466e+7,1.466e+7,8.551e+2,7.400e-13
539.9,1.560e+7,1.560e+7,8.430e+2,7.063e-13
540,1.661e+7,1.661e+7,8.261e+2,6.854e-13
540.1,1.764e+7,1.764e+7,8.041e+2,6.701e-13
540.2,1.867e+7,1.867e+7,7.771e+2,6.549e-13
540.3,1.965e+7,1.965e+7,7.455e+2,6.363e-13
540.4,2.056e+7,2.056e+7,7.095e+2,6.122e-13
540.5,2.136e+7,2.136e+7,6.699e+2,5.818e-13
540.6,2.203e+7,2.203e+7,6.274e+2,5.452e-13
540.7,2.255e+7,2.255e+7,5.830e+2,5.031e-13
540.8,2.289e+7,2.289e+7,5.378e+2,4.569e-13
540.9,2.304e+7,2.304e+7,4.927e+2,4.082e-13
541,2.299e+7,2.299e+7,4.490e+2,3.587e-13
541.1,2.275e+7,2.275e+7,4.076e+2,3.100e-13
541.2,2.231e+7,2.231e+7,3.696e+2,2.633e-13
541.3,2.169e+7,2.169e+7,3.357e+2,2.199e-13
541.4,2.090e+7,2.090e+7,3.067e+2,1.806e-13
541.5,1.998e+7,1.998e+7,2.831e+2,1.457e-13
541.6,1.894e+7,1.894e+7,2.655e+2,1.156e-13
541.7,1.781e+7,1.781e+7,2.540e+2,9.020e-14
541.8,1.665e+7,1.665e+7,2.487e+2,6.916e-14
541.9,1.548e+7,1.548e+7,2.494e+2,5.213e-14
542,1.433e+7,1.433e+7,2.556e+2,3.862e-14
542.1,1.324e+7,1.324e+7,2.668e+2,2.813e-14
542.2,1.223e+7,1.223e+7,2.820e+2,2.014e-14
542.3,1.132e+7,1.132e+7,3.004e+2,1.418e-14
542.4,1.052e+7,1.052e+7,3.207e+2,9.808e-15
542.5,9.841e+6,9.841e+6,3.416e+2,6.670e-15
542.6,9.271e+6,9.271e+6,3.621e+2,4.459e-15
542.7,8.803e+6,8.802e+6,3.809e+2,2.931e-15
542.8,8.422e+6,8.421e+6,3.971e+2,1.893e-15
542.9,8.112e+6,8.111e+6,4.100e+2,1.202e-15
543,7.855e+6,7.855e+6,4.191e+2,7.506e-16
543.1,7.635e+6,7.635e+6,4.243e+2,4.606e-16
543.2,7.438e+6,7.438e+6,4.259e+2,2.779e-16
543.3,7.254e+6,7.254e+6,4.243e+2,1.648e-16
543.4,7.076e+6,7.076e+6,4.202e+2,9.604e-17
543.5,6.901e+6,6.901e+6,4.144e+2,5.503e-17
543.6,6.730e+6,6.730e+6,4.078e+2,3.100e-17
543.7,6.567e+6,6.566e+6,4.011e+2,1.716e-17
543.8,6.415e+6,6.415e+6,3.951e+2,9.343e-18
543.9,6.280e+6,6.279e+6,3.903e+2,4.999e-18
544,6.166e+6,6.166e+6,3.869e+2,2.629e-18
544.1,6.076e+6,6.076e+6,3.851e+2,1.359e-18
544.2,6.012e+6,6.011e+6,3.846e+2,6.909e-19
544.3,5.972e+6,5.972e+6,3.852e+2,3.452e-19
544.4,5.955e+6,5.955e+6,3.865e+2,1.695e-19
544.5,5.956e+6,5.956e+6,3.880e+2,8.185e-20
544.6,5.970e+6,5.970e+6,3.894e+2,3.884e-20
544.7,5.992e+6,5.992e+6,3.903e+2,1.812e-20
544.8,6.016e+6,6.016e+6,3.906e+2,8.310e-21
544.9,6.038e+6,6.037e+6,3.903e+2,3.746e-21
545,6.052e+6,6.052e+6,3.896e+2,1.660e-21
545.1,6.055e+6,6.055e+6,3.886e+2,7.232e-22
545.2,6.045e+6,6.045e+6,3.877e+2,3.097e-22
545.3,6.019e+6,6.019e+6,3.875e+2,1.304e-22
545.4,5.976e+6,5.975e+6,3.881e+2,5.394e-23
545.5,5.913e+6,5.913e+6,3.901e+2,2.194e-23
545.6,5.831e+6,5.830e+6,3.935e+2,8.773e-24
545.7,5.727e+6,5.727e+6,3.987e+2,3.448e-24
545.8,5.601e+6,5.601e+6,4.054e+2,1.332e-24
545.9,5.453e+6,5.452e+6,4.136e+2,5.061e-25
546,5.282e+6,5.282e+6,4.230e+2,1.890e-25
546.1,5.090e+6,5.089e+6,4.333e+2,6.935e-26
546.2,4.878e+6,4.878e+6,4.441e+2,2.502e-26
546.3,4.649e+6,4.648e+6,4.552e+2,8.874e-27
546.4,4.406e+6,4.406e+6,4.664e+2,3.094e-27
546.5,4.155e+6,4.154e+6,4.775e+2,1.060e-27
546.6,3.899e+6,3.898e+6,4.887e+2,3.572e-28
546.7,3.643e+6,3.643e+6,5.002e+2,1.183e-28
546.8,3.394e+6,3.393e+6,5.124e+2,
546.9,3.153e+6,3.153e+6,5.259e+2,
547,2.926e+6,2.926e+6,5.411e+2,
547.1,2.714e+6,2.713e+6,5.586e+2,
547.2,2.518e+6,2.517e+6,5.792e+2,
547.3,2.337e+6,2.337e+6,6.031e+2,
547.4,2.171e+6,2.171e+6,6.307e+2,
547.5,2.018e+6,2.017e+6,6.621e+2,
547.6,1.874e+6,1.873e+6,6.972e+2,
547.7,1.738e+6,1.737e+6,7.357e+2,
547.8,1.607e+6,1.606e+6,7.771e+2,
547.9,1.478e+6,1.477e+6,8.209e+2,
548,1.352e+6,1.351e+6,8.662e+2,
548.1,1.226e+6,1.225e+6,9.123e+2,
548.2,1.103e+6,1.102e+6,9.583e+2,
548.3,9.808e+5,9.798e+5,1.004e+3,
548.4,8.625e+5,8.615e+5,1.048e+3,
548.5,7.491e+5,7.480e+5,1.090e+3,
548.6,6.419e+5,6.408e+5,1.130e+3,
548.7,5.425e+5,5.414e+5,1.167e+3,
548.8,4.519e+5,4.507e+5,1.203e+3,
548.9,3.709e+5,3.697e+5,1.238e+3,
549,2.999e+5,2.986e+5,1.271e+3,
549.1,2.388e+5,2.375e+5,1.305e+3,
549.2,1.872e+5,1.859e+5,1.340e+3,
549.3,1.446e+5,1.432e+5,1.377e+3,
549.4,1.100e+5,1.086e+5,1.416e+3,
549.5,8.242e+4,8.096e+4,1.459e+3,
549.6,6.091e+4,5.940e+4,1.505e+3,
549.7,4.443e+4,4.287e+4,1.555e+3,
549.8,3.204e+4,3.044e+4,1.606e+3,
549.9,2.291e+4,2.126e+4,1.657e+3,
550,1.631e+4,1.460e+4,1.705e+3,
550.1,1.161e+4,9.865e+3,1.749e+3,
550.2,8.340e+3,6.555e+3,1.785e+3,
550.3,6.094e+3,4.284e+3,1.810e+3,
550.4,4.574e+3,2.754e+3,1.820e+3,
550.5,3.556e+3,1.741e+3,1.815e+3,
550.6,2.873e+3,1.082e+3,1.791e+3,
550.7,2.410e+3,6.618e+2,1.748e+3,
550.8,2.084e+3,3.980e+2,1.686e+3,
550.9,1.842e+3,2.354e+2,1.607e+3,
551,1.649e+3,1.369e+2,1.512e+3,
551.1,1.482e+3,7.833e+1,1.404e+3,
551.2,1.330e+3,4.407e+1,1.286e+3,
551.3,1.187e+3,2.438e+1,1.163e+3,
551.4,1.051e+3,1.327e+1,1.037e+3,
551.5,9.207e+2,7.102e+0,9.136e+2,
551.6,7.986e+2,3.738e+0,7.949e+2,
551.7,6.857e+2,1.935e+0,6.838e+2,
551.8,5.836e+2,9.860e-1,5.826e+2,
551.9,4.932e+2,4.957e-1,4.927e+2,
552,4.152e+2,2.487e-1,4.150e+2,
552.1,3.497e+2,1.308e-1,3.496e+2,
552.2,2.964e+2,8.516e-2,2.963e+2,
552.3,2.545e+2,8.936e-2,2.544e+2,
552.4,2.229e+2,1.466e-1,2.228e+2,
552.5,2.006e+2,2.875e-1,2.003e+2,
552.6,1.863e+2,5.846e-1,1.857e+2,
552.7,1.788e+2,1.184e+0,1.776e+2,
552.8,1.772e+2,2.366e+0,1.749e+2,
552.9,1.810e+2,4.656e+0,1.764e+2,
553,1.902e+2,9.022e+0,1.812e+2,
553.1,2.058e+2,1.721e+1,1.886e+2,
553.2,2.303e+2,3.231e+1,1.980e+2,
553.3,2.686e+2,5.971e+1,2.088e+2,
553.4,3.295e+2,1.086e+2,2.209e+2,
553.5,4.283e+2,1.945e+2,2.337e+2,
553.6,5.902e+2,3.430e+2,2.472e+2,
553.7,8.563e+2,5.952e+2,2.610e+2,
553.8,1.292e+3,1.017e+3,2.748e+2,
553.9,1.999e+3,1.710e+3,2.883e+2,
554,3.133e+3,2.832e+3,3.011e+2,
554.1,4.929e+3,4.616e+3,3.125e+2,
554.2,7.730e+3,7.408e+3,3.220e+2,
554.3,1.203e+4,1.170e+4,3.292e+2,
554.4,1.853e+4,1.820e+4,3.335e+2,
554.5,2.820e+4,2.787e+4,3.344e+2,
554.6,4.235e+4,4.201e+4,3.317e+2,
554.7,6.268e+4,6.236e+4,3.253e+2,
554.8,9.143e+4,9.112e+4,3.150e+2,
554.9,1.314e+5,1.311e+5,3.013e+2,
555,1.860e+5,1.857e+5,2.844e+2,
555.1,2.592e+5,2.590e+5,2.648e+2,
555.2,3.558e+5,3.556e+5,2.433e+2,
555.3,4.810e+5,4.808e+5,2.205e+2,
555.4,6.403e+5,6.401e+5,1.971e+2,
555.5,8.392e+5,8.391e+5,1.739e+2,
555.6,1.083e+6,1.083e+6,1.516e+2,
555.7,1.377e+6,1.377e+6,1.307e+2,
555.8,1.724e+6,1.724e+6,1.118e+2,
555.9,2.125e+6,2.125e+6,9.510e+1,
556,2.581e+6,2.581e+6,8.100e+1,
556.1,3.087e+6,3.087e+6,6.963e+1,
556.2,3.638e+6,3.638e+6,6.107e+1,
556.3,4.225e+6,4.225e+6,5.531e+1,
556.4,4.835e+6,4.835e+6,5.231e+1,
556.5,5.454e+6,5.454e+6,5.196e+1,
556.6,6.067e+6,6.067e+6,5.413e+1,
556.7,6.658e+6,6.658e+6,5.866e+1,
556.8,7.211e+6,7.211e+6,6.537e+1,
556.9,7.713e+6,7.713e+6,7.404e+1,
557,8.151e+6,8.151e+6,8.447e+1,
557.1,8.520e+6,8.520e+6,9.643e+1,
557.2,8.815e+6,8.815e+6,1.097e+2,
557.3,9.039e+6,9.039e+6,1.239e+2,
557.4,9.196e+6,9.196e+6,1.389e+2,
557.5,9.294e+6,9.293e+6,1.543e+2,
557.6,9.343e+6,9.342e+6,1.698e+2,
557.7,9.353e+6,9.353e+6,1.852e+2,
557.8,9.335e+6,9.335e+6,2.000e+2,
557.9,9.297e+6,9.296e+6,2.140e+2,
558,9.242e+6,9.242e+6,2.268e+2,
558.1,9.173e+6,9.173e+6,2.381e+2,
558.2,9.088e+6,9.087e+6,2.475e+2,
558.3,8.980e+6,8.980e+6,2.548e+2,
558.4,8.843e+6,8.843e+6,2.596e+2,
