Wavelength (nm),Sum,Fe I (6.3e-01),Fe II (3.7e-01),Fe III (5.1e-07)
433.7,2.631e+7,2.631e+7,,1.082e-14
433.8,1.935e+7,1.935e+7,,5.243e-15
433.9,1.385e+7,1.385e+7,,2.654e-15
434,9.659e+6,9.659e+6,,1.722e-15
434.1,6.556e+6,6.556e+6,,1.956e-15
434.2,4.333e+6,4.333e+6,,3.513e-15
434.3,2.788e+6,2.788e+6,,7.279e-15
434.4,1.747e+6,1.747e+6,,1.527e-14
434.5,1.065e+6,1.065e+6,,3.143e-14
434.6,6.328e+5,6.328e+5,,6.314e-14
434.7,3.659e+5,3.659e+5,,1.236e-13
434.8,2.060e+5,2.060e+5,,2.358e-13
434.9,1.129e+5,1.129e+5,,4.382e-13
435,6.034e+4,6.034e+4,,7.935e-13
435.1,3.149e+4,3.149e+4,,1.400e-12
435.2,1.625e+4,1.625e+4,,2.406e-12
435.3,8.722e+3,8.722e+3,,4.029e-12
435.4,5.774e+3,5.774e+3,,6.574e-12
435.5,6.125e+3,6.125e+3,,1.045e-11
435.6,9.984e+3,9.984e+3,,1.619e-11
435.7,1.915e+4,1.915e+4,,2.442e-11
435.8,3.761e+4,3.761e+4,,3.591e-11
435.9,7.280e+4,7.280e+4,,5.144e-11
436,1.376e+5,1.376e+5,,7.179e-11
436.1,2.536e+5,2.536e+5,,9.761e-11
436.2,4.555e+5,4.555e+5,,1.293e-10
436.3,7.970e+5,7.970e+5,,1.669e-10
436.4,1.359e+6,1.359e+6,,2.100e-10
436.5,2.257e+6,2.257e+6,,2.573e-10
436.6,3.653e+6,3.653e+6,,3.072e-10
436.7,5.761e+6,5.761e+6,,3.573e-10
436.8,8.850e+6,8.850e+6,,4.050e-10
436.9,1.325e+7,1.325e+7,,4.472e-10
437,1.932e+7,1.932e+7,,4.811e-10
437.1,2.746e+7,2.746e+7,,5.044e-10
437.2,3.802e+7,3.802e+7,,5.152e-10
437.3,5.129e+7,5.129e+7,,5.127e-10
437.4,6.742e+7,6.742e+7,,4.971e-10
437.5,8.634e+7,8.634e+7,,4.696e-10
437.6,1.077e+8,1.077e+8,,4.323e-10
437.7,1.310e+8,1.310e+8,,3.877e-10
437.8,1.552e+8,1.552e+8,,3.388e-10
437.9,1.791e+8,1.791e+8,,2.884e-10
438,2.014e+8,2.014e+8,,2.393e-10
438.1,2.208e+8,2.208e+8,,1.934e-10
438.2,2.357e+8,2.357e+8,,1.523e-10
438.3,2.453e+8,2.453e+8,,1.169e-10
438.4,2.488e+8,2.488e+8,,8.739e-11
438.5,2.460e+8,2.460e+8,,6.366e-11
438.6,2.371e+8,2.371e+8,,4.518e-11
438.7,2.230e+8,2.230e+8,,3.125e-11
438.8,2.048e+8,2.048e+8,,2.106e-11
438.9,1.839e+8,1.839e+8,,1.382e-11
439,1.618e+8,1.618e+8,,8.843e-12
439.1,1.402e+8,1.402e+8,,5.512e-12
439.2,1.203e+8,1.203e+8,,3.348e-12
439.3,1.032e+8,1.032e+8,,1.981e-12
439.4,8.970e+7,8.970e+7,,1.142e-12
439.5,8.015e+7,8.015e+7,,6.416e-13
439.6,7.463e+7,7.463e+7,,3.512e-13
439.7,7.287e+7,7.287e+7,,1.873e-13
439.8,7.438e+7,7.438e+7,,9.733e-14
439.9,7.844e+7,7.844e+7,,4.928e-14
440,8.425e+7,8.425e+7,,2.431e-14
440.1,9.092e+7,9.092e+7,,1.169e-14
440.2,9.761e+7,9.761e+7,,5.473e-15
440.3,1.036e+8,1.036e+8,,2.498e-15
440.4,1.081e+8,1.081e+8,,1.111e-15
440.5,1.109e+8,1.109e+8,,4.812e-16
440.6,1.117e+8,1.117e+8,,2.031e-16
440.7,1.105e+8,1.105e+8,,8.354e-17
440.8,1.073e+8,1.073e+8,,3.348e-17
440.9,1.026e+8,1.026e+8,,1.307e-17
441,9.655e+7,9.655e+7,,4.974e-18
441.1,8.966e+7,8.966e+7,,1.844e-18
441.2,8.227e+7,8.227e+7,,6.661e-19
441.3,7.468e+7,7.468e+7,,2.344e-19
441.4,6.714e+7,6.714e+7,,8.038e-20
441.5,5.980e+7,5.980e+7,,2.686e-20
441.6,5.279e+7,5.279e+7,,8.744e-21
441.7,4.616e+7,4.616e+7,,2.774e-21
441.8,3.994e+7,3.994e+7,,8.572e-22
441.9,3.416e+7,3.416e+7,,2.581e-22
442,2.885e+7,2.885e+7,,7.574e-23
442.1,2.403e+7,2.403e+7,,2.165e-23
442.2,1.972e+7,1.972e+7,,6.032e-24
442.3,1.595e+7,1.595e+7,,1.637e-24
442.4,1.271e+7,1.271e+7,,4.329e-25
442.5,1.000e+7,1.000e+7,,1.115e-25
442.6,7.796e+6,7.796e+6,,1.826e-26
442.7,6.051e+6,6.051e+6,,
442.8,4.709e+6,4.709e+6,,
442.9,3.707e+6,3.707e+6,,
443,2.976e+6,2.976e+6,,
443.1,2.454e+6,2.454e+6,,
443.2,2.082e+6,2.082e+6,,
443.3,1.811e+6,1.811e+6,,
443.4,1.603e+6,1.603e+6,,
443.5,1.432e+6,1.432e+6,,
443.6,1.278e+6,1.278e+6,,
443.7,1.131e+6,1.131e+6,,
443.8,9.873e+5,9.873e+5,,
443.9,8.469e+5,8.469e+5,,
444,7.120e+5,7.120e+5,,
444.1,5.859e+5,5.859e+5,,
444.2,4.717e+5,4.717e+5,,
444.3,3.724e+5,3.724e+5,,
444.4,2.896e+5,2.896e+5,,
444.5,2.246e+5,2.246e+5,,
444.6,1.783e+5,1.783e+5,,
444.7,1.517e+5,1.517e+5,,
444.8,1.462e+5,1.462e+5,,
444.9,1.648e+5,1.648e+5,,
445,2.118e+5,2.118e+5,,
445.1,2.933e+5,2.933e+5,,
445.2,4.176e+5,4.176e+5,,
445.3,5.943e+5,5.943e+5,,
445.4,8.338e+5,8.338e+5,,
445.5,1.147e+6,1.147e+6,,
445.6,1.541e+6,1.541e+6,,
445.7,2.023e+6,2.023e+6,,
445.8,2.591e+6,2.591e+6,,
445.9,3.238e+6,3.238e+6,,
446,3.949e+6,3.949e+6,,
446.1,4.699e+6,4.699e+6,,
446.2,5.455e+6,5.455e+6,,
446.3,6.179e+6,6.179e+6,,
446.4,6.830e+6,6.830e+6,,
446.5,7.365e+6,7.365e+6,,
446.6,7.749e+6,7.749e+6,,
446.7,7.956e+6,7.956e+6,,
446.8,7.970e+6,7.970e+6,,
446.9,7.791e+6,7.791e+6,,
447,7.431e+6,7.431e+6,,
447.1,6.916e+6,6.916e+6,,
447.2,6.281e+6,6.281e+6,,
447.3,5.566e+6,5.566e+6,,
447.4,4.814e+6,4.814e+6,,
447.5,4.062e+6,4.062e+6,,
447.6,3.345e+6,3.345e+6,,
447.7,2.688e+6,2.688e+6,,
447.8,2.108e+6,2.108e+6,,
447.9,1.613e+6,1.613e+6,,
448,1.205e+6,1.205e+6,,
448.1,8.779e+5,8.779e+5,,
448.2,6.244e+5,6.244e+5,,
448.3,4.333e+5,4.333e+5,,
448.4,2.935e+5,2.935e+5,,
448.5,1.940e+5,1.940e+5,,
448.6,1.251e+5,1.251e+5,,
448.7,7.877e+4,7.877e+4,,
448.8,4.839e+4,4.839e+4,,
448.9,2.901e+4,2.901e+4,,
449,1.697e+4,1.697e+4,,
449.1,9.689e+3,9.689e+3,,
449.2,5.399e+3,5.399e+3,,
449.3,2.936e+3,2.936e+3,,
449.4,1.560e+3,1.560e+3,,
449.5,8.130e+2,8.130e+2,,
449.6,4.225e+2,4.225e+2,,
449.7,2.341e+2,2.341e+2,,
449.8,1.681e+2,1.681e+2,,
449.9,1.957e+2,1.957e+2,,
450,3.293e+2,3.293e+2,,
450.1,6.274e+2,6.274e+2,,
450.2,1.213e+3,1.213e+3,,
450.3,2.308e+3,2.308e+3,,
450.4,4.294e+3,4.294e+3,,
450.5,7.803e+3,7.803e+3,,
450.6,1.384e+4,1.384e+4,,
450.7,2.395e+4,2.395e+4,,
450.8,4.045e+4,4.045e+4,,
450.9,6.668e+4,6.668e+4,,
451,1.073e+5,1.073e+5,,
451.1,1.684e+5,1.684e+5,,
451.2,2.580e+5,2.580e+5,,
451.3,3.858e+5,3.858e+5,,
451.4,5.630e+5,5.630e+5,,
451.5,8.017e+5,8.017e+5,,
451.6,1.114e+6,1.114e+6,,
451.7,1.511e+6,1.511e+6,,
451.8,2.000e+6,2.000e+6,,
451.9,2.584e+6,2.584e+6,,
452,3.257e+6,3.257e+6,,
452.1,4.007e+6,4.007e+6,,
452.2,4.811e+6,4.811e+6,,
452.3,5.637e+6,5.637e+6,,
452.4,6.446e+6,6.446e+6,,
452.5,7.194e+6,7.194e+6,,
452.6,7.834e+6,7.834e+6,,
452.7,8.327e+6,8.327e+6,,
452.8,8.637e+6,8.637e+6,,
452.9,8.743e+6,8.743e+6,,
453,8.637e+6,8.637e+6,,
453.1,8.327e+6,8.327e+6,,
453.2,7.834e+6,7.834e+6,,
453.3,7.194e+6,7.194e+6,,
453.4,6.446e+6,6.446e+6,,
453.5,5.637e+6,5.637e+6,,
453.6,4.811e+6,4.811e+6,,
453.7,4.007e+6,4.007e+6,,
453.8,3.257e+6,3.257e+6,,
453.9,2.584e+6,2.584e+6,,
454,2.000e+6,2.000e+6,,
454.1,1.511e+6,1.511e+6,,
454.2,1.114e+6,1.114e+6,,
454.3,8.017e+5,8.017e+5,,
454.4,5.630e+5,5.630e+5,,
454.5,3.858e+5,3.858e+5,,
454.6,2.580e+5,2.580e+5,,
454.7,1.684e+5,1.684e+5,,
454.8,1.073e+5,1.073e+5,,
454.9,6.668e+4,6.668e+4,,
455,4.045e+4,4.045e+4,,
455.1,2.395e+4,2.395e+4,,
455.2,1.384e+4,1.384e+4,,
455.3,7.803e+3,7.803e+3,,
455.4,4.294e+3,4.294e+3,,
455.5,2.306e+3,2.306e+3,,
455.6,1.208e+3,1.208e+3,,
455.7,6.181e+2,6.181e+2,,
455.8,3.085e+2,3.085e+2,,
455.9,1.503e+2,1.503e+2,,
456,7.145e+1,7.145e+1,,
456.1,3.315e+1,3.315e+1,,
456.2,1.501e+1,1.501e+1,,
456.3,6.632e+0,6.632e+0,,
456.4,2.860e+0,2.860e+0,,
456.5,1.204e+0,1.204e+0,,
456.6,4.943e-1,4.943e-1,,
456.7,1.981e-1,1.981e-1,,
456.8,7.750e-2,7.750e-2,,
456.9,2.958e-2,2.958e-2,,
457,1.102e-2,1.102e-2,,
457.1,4.007e-3,4.007e-3,,
457.2,1.422e-3,1.422e-3,,
457.3,4.923e-4,4.923e-4,,
457.4,1.664e-4,1.664e-4,,
457.5,5.487e-5,5.487e-5,,
457.6,1.766e-5,1.766e-5,,
457.7,5.546e-6,5.546e-6,,
457.8,1.700e-6,1.700e-6,,
457.9,5.086e-7,5.086e-7,,
458,1.485e-7,1.485e-7,,
458.1,4.230e-8,4.230e-8,,
458.2,1.176e-8,1.176e-8,,
458.3,3.192e-9,3.192e-9,,
481.2,1.095e-9,1.095e-9,,
481.3,4.433e-9,4.433e-9,,
481.4,1.494e-8,1.494e-8,,
481.5,4.928e-8,4.928e-8,,
481.6,1.592e-7,1.592e-7,,
481.7,5.037e-7,5.037e-7,,
481.8,1.560e-6,1.560e-6,,
481.9,4.733e-6,4.733e-6,,
482,1.406e-5,1.406e-5,,
482.1,4.089e-5,4.089e-5,,
482.2,1.165e-4,1.165e-4,,
482.3,3.248e-4,3.248e-4,,
482.4,8.870e-4,8.870e-4,,
482.5,2.372e-3,2.372e-3,,
482.6,6.211e-3,6.211e-3,,
482.7,1.593e-2,1.593e-2,,
482.8,3.999e-2,3.999e-2,,
482.9,9.833e-2,9.833e-2,,
483,2.367e-1,2.367e-1,,
483.1,5.581e-1,5.581e-1,,
483.2,1.288e+0,1.288e+0,,
483.3,2.913e+0,2.913e+0,,
483.4,6.448e+0,6.448e+0,,
483.5,1.398e+1,1.398e+1,,
483.6,2.967e+1,2.967e+1,,
483.7,6.166e+1,6.166e+1,,
483.8,1.255e+2,1.255e+2,,
483.9,2.501e+2,2.501e+2,,
484,4.882e+2,4.882e+2,,
484.1,9.330e+2,9.330e+2,,
484.2,1.746e+3,1.746e+3,,
484.3,3.200e+3,3.200e+3,,
484.4,5.742e+3,5.742e+3,,
484.5,1.009e+4,1.009e+4,,
484.6,1.736e+4,1.736e+4,,
484.7,2.925e+4,2.925e+4,,
484.8,4.827e+4,4.827e+4,,
484.9,7.799e+4,7.799e+4,2.412e-14,
485,1.234e+5,1.234e+5,8.122e-14,
485.1,1.912e+5,1.912e+5,2.679e-13,
485.2,2.901e+5,2.901e+5,8.655e-13,
485.3,4.310e+5,4.310e+5,2.739e-12,
485.4,6.270e+5,6.270e+5,8.545e-12,
485.5,8.933e+5,8.933e+5,2.596e-11,
485.6,1.246e+6,1.246e+6,7.725e-11,
485.7,1.703e+6,1.703e+6,2.252e-10,
485.8,2.278e+6,2.278e+6,6.429e-10,
485.9,2.984e+6,2.984e+6,1.798e-9,
486,3.828e+6,3.828e+6,4.926e-9,
486.1,4.810e+6,4.810e+6,1.322e-8,
486.2,5.918e+6,5.918e+6,3.475e-8,
486.3,7.131e+6,7.131e+6,8.950e-8,
486.4,8.416e+6,8.416e+6,2.258e-7,
486.5,9.729e+6,9.729e+6,5.581e-7,
486.6,1.102e+7,1.102e+7,1.351e-6,
486.7,1.222e+7,1.222e+7,3.205e-6,
486.8,1.329e+7,1.329e+7,7.449e-6,
486.9,1.417e+7,1.417e+7,1.696e-5,
487,1.483e+7,1.483e+7,3.783e-5,
487.1,1.523e+7,1.523e+7,8.269e-5,
487.2,1.539e+7,1.539e+7,1.771e-4,
487.3,1.532e+7,1.532e+7,3.716e-4,
487.4,1.507e+7,1.507e+7,7.641e-4,
487.5,1.470e+7,1.470e+7,1.540e-3,
487.6,1.430e+7,1.430e+7,3.040e-3,
487.7,1.394e+7,1.394e+7,5.884e-3,
487.8,1.371e+7,1.371e+7,1.116e-2,
487.9,1.370e+7,1.370e+7,2.075e-2,
488,1.396e+7,1.396e+7,3.781e-2,
488.1,1.453e+7,1.453e+7,6.754e-2,
488.2,1.540e+7,1.540e+7,1.183e-1,
488.3,1.656e+7,1.656e+7,2.031e-1,
488.4,1.795e+7,1.795e+7,3.419e-1,
488.5,1.948e+7,1.948e+7,5.644e-1,
488.6,2.105e+7,2.105e+7,9.138e-1,
488.7,2.254e+7,2.254e+7,1.451e+0,
488.8,2.383e+7,2.383e+7,2.260e+0,
488.9,2.482e+7,2.482e+7,3.453e+0,
489,2.541e+7,2.541e+7,5.176e+0,
489.1,2.555e+7,2.555e+7,7.613e+0,
489.2,2.520e+7,2.520e+7,1.099e+1,
489.3,2.437e+7,2.437e+7,1.556e+1,
489.4,2.311e+7,2.311e+7,2.164e+1,
489.5,2.148e+7,2.148e+7,2.953e+1,
489.6,1.957e+7,1.957e+7,3.956e+1,
489.7,1.750e+7,1.750e+7,5.204e+1,
489.8,1.537e+7,1.537e+7,6.720e+1,
489.9,1.329e+7,1.329e+7,8.522e+1,
490,1.135e+7,1.135e+7,1.061e+2,
490.1,9.650e+6,9.650e+6,1.298e+2,
490.2,8.254e+6,8.254e+6,1.559e+2,
490.3,7.218e+6,7.218e+6,1.838e+2,
490.4,6.586e+6,6.585e+6,2.129e+2,
490.5,6.388e+6,6.388e+6,2.422e+2,
490.6,6.645e+6,6.644e+6,2.706e+2,
490.7,7.366e+6,7.365e+6,2.969e+2,
490.8,8.550e+6,8.549e+6,3.199e+2,
490.9,1.018e+7,1.018e+7,3.384e+2,
491,1.223e+7,1.223e+7,3.515e+2,
491.1,1.465e+7,1.465e+7,3.584e+2,
491.2,1.736e+7,1.736e+7,3.589e+2,
491.3,2.027e+7,2.027e+7,3.526e+2,
491.4,2.327e+7,2.326e+7,3.401e+2,
491.5,2.621e+7,2.621e+7,3.220e+2,
491.6,2.896e+7,2.896e+7,2.991e+2,
491.7,3.137e+7,3.137e+7,2.726e+2,
491.8,3.331e+7,3.331e+7,2.438e+2,
491.9,3.466e+7,3.466e+7,2.139e+2,
492,3.534e+7,3.534e+7,1.841e+2,
492.1,3.532e+7,3.532e+7,1.555e+2,
492.2,3.458e+7,3.458e+7,1.288e+2,
492.3,3.318e+7,3.318e+7,1.048e+2,
492.4,3.120e+7,3.120e+7,8.387e+1,
492.5,2.874e+7,2.874e+7,6.617e+1,
492.6,2.594e+7,2.594e+7,5.180e+1,
492.7,2.295e+7,2.295e+7,4.072e+1,
492.8,1.989e+7,1.989e+7,3.285e+1,
492.9,1.690e+7,1.690e+7,2.812e+1,
493,1.407e+7,1.407e+7,2.651e+1,
493.1,1.149e+7,1.149e+7,2.811e+1,
493.2,9.207e+6,9.207e+6,3.312e+1,
493.3,7.255e+6,7.255e+6,4.184e+1,
493.4,5.645e+6,5.644e+6,5.471e+1,
493.5,4.370e+6,4.370e+6,7.219e+1,
493.6,3.420e+6,3.420e+6,9.480e+1,
493.7,2.780e+6,2.780e+6,1.230e+2,
493.8,2.437e+6,2.436e+6,1.570e+2,
493.9,2.386e+6,2.385e+6,1.968e+2,
494,2.631e+6,2.631e+6,2.423e+2,
494.1,3.189e+6,3.188e+6,2.928e+2,
494.2,4.081e+6,4.081e+6,3.470e+2,
494.3,5.339e+6,5.339e+6,4.036e+2,
494.4,6.996e+6,6.995e+6,4.604e+2,
494.5,9.078e+6,9.078e+6,5.153e+2,
494.6,1.160e+7,1.160e+7,5.658e+2,
494.7,1.457e+7,1.457e+7,6.095e+2,
494.8,1.794e+7,1.794e+7,6.440e+2,
494.9,2.167e+7,2.167e+7,6.677e+2,
495,2.565e+7,2.564e+7,6.791e+2,
495.1,2.975e+7,2.975e+7,6.777e+2,
495.2,3.382e+7,3.382e+7,6.635e+2,
495.3,3.767e+7,3.767e+7,6.373e+2,
495.4,4.113e+7,4.113e+7,6.007e+2,
495.5,4.399e+7,4.399e+7,5.557e+2,
495.6,4.612e+7,4.612e+7,5.047e+2,
495.7,4.737e+7,4.737e+7,4.502e+2,
495.8,4.769e+7,4.768e+7,3.949e+2,
495.9,4.704e+7,4.704e+7,3.411e+2,
496,4.546e+7,4.546e+7,2.908e+2,
496.1,4.306e+7,4.306e+7,2.459e+2,
496.2,3.997e+7,3.997e+7,2.076e+2,
496.3,3.636e+7,3.636e+7,1.767e+2,
496.4,3.241e+7,3.241e+7,1.537e+2,
496.5,2.832e+7,2.831e+7,1.388e+2,
496.6,2.425e+7,2.425e+7,1.318e+2,
496.7,2.035e+7,2.035e+7,1.323e+2,
496.8,1.676e+7,1.676e+7,1.399e+2,
496.9,1.353e+7,1.353e+7,1.538e+2,
497,1.074e+7,1.073e+7,1.734e+2,
497.1,8.376e+6,8.376e+6,1.979e+2,
497.2,6.445e+6,6.445e+6,2.265e+2,
497.3,4.913e+6,4.913e+6,2.584e+2,
497.4,3.735e+6,3.735e+6,2.928e+2,
497.5,2.863e+6,2.862e+6,3.289e+2,
497.6,2.243e+6,2.242e+6,3.662e+2,
497.7,1.825e+6,1.825e+6,4.040e+2,
497.8,1.565e+6,1.564e+6,4.419e+2,
497.9,1.421e+6,1.421e+6,4.798e+2,
498,1.362e+6,1.361e+6,5.175e+2,
498.1,1.361e+6,1.360e+6,5.555e+2,
498.2,1.398e+6,1.398e+6,5.944e+2,
498.3,1.461e+6,1.460e+6,6.352e+2,
498.4,1.541e+6,1.540e+6,6.792e+2,
498.5,1.637e+6,1.636e+6,7.283e+2,
498.6,1.750e+6,1.750e+6,7.845e+2,
498.7,1.889e+6,1.888e+6,8.504e+2,
498.8,2.061e+6,2.060e+6,9.285e+2,
498.9,2.279e+6,2.278e+6,1.021e+3,
499,2.555e+6,2.553e+6,1.131e+3,
499.1,2.898e+6,2.897e+6,1.258e+3,
499.2,3.319e+6,3.318e+6,1.405e+3,
499.3,3.821e+6,3.819e+6,1.568e+3,
499.4,4.402e+6,4.401e+6,1.747e+3,
499.5,5.057e+6,5.055e+6,1.935e+3,
499.6,5.771e+6,5.769e+6,2.128e+3,
499.7,6.523e+6,6.521e+6,2.318e+3,
499.8,7.289e+6,7.287e+6,2.496e+3,
499.9,8.039e+6,8.036e+6,2.652e+3,
500,8.742e+6,8.739e+6,2.779e+3,
500.1,9.366e+6,9.363e+6,2.868e+3,
500.2,9.885e+6,9.882e+6,2.916e+3,
500.3,1.028e+7,1.027e+7,2.917e+3,
500.4,1.052e+7,1.052e+7,2.873e+3,
500.5,1.062e+7,1.062e+7,2.785e+3,
500.6,1.057e+7,1.057e+7,2.660e+3,
500.7,1.038e+7,1.037e+7,2.504e+3,
500.8,1.006e+7,1.006e+7,2.327e+3,
500.9,9.639e+6,9.637e+6,2.139e+3,
501,9.140e+6,9.138e+6,1.949e+3,
501.1,8.586e+6,8.585e+6,1.767e+3,
501.2,8.001e+6,7.999e+6,1.599e+3,
501.3,7.404e+6,7.403e+6,1.452e+3,
501.4,6.814e+6,6.812e+6,1.330e+3,
501.5,6.241e+6,6.240e+6,1.234e+3,
501.6,5.694e+6,5.693e+6,1.165e+3,8.528e-27
501.7,5.178e+6,5.177e+6,1.123e+3,3.901e-26
501.8,4.694e+6,4.693e+6,1.105e+3,1.268e-25
501.9,4.241e+6,4.240e+6,1.110e+3,4.041e-25
502,3.817e+6,3.816e+6,1.135e+3,1.263e-24
502.1,3.420e+6,3.419e+6,1.177e+3,3.874e-24
502.2,3.048e+6,3.047e+6,1.233e+3,1.165e-23
502.3,2.699e+6,2.697e+6,1.302e+3,3.439e-23
502.4,2.371e+6,2.370e+6,1.380e+3,9.952e-23
502.5,2.065e+6,2.064e+6,1.464e+3,2.825e-22
502.6,1.781e+6,1.779e+6,1.553e+3,7.866e-22
502.7,1.519e+6,1.518e+6,1.643e+3,2.148e-21
502.8,1.281e+6,1.279e+6,1.729e+3,5.755e-21
502.9,1.067e+6,1.065e+6,1.810e+3,1.512e-20
503,8.761e+5,8.742e+5,1.880e+3,3.898e-20
503.1,7.097e+5,7.077e+5,1.936e+3,9.853e-20
503.2,5.665e+5,5.645e+5,1.974e+3,2.443e-19
503.3,4.454e+5,4.434e+5,1.992e+3,5.943e-19
503.4,3.448e+5,3.428e+5,1.988e+3,1.418e-18
503.5,2.627e+5,2.607e+5,1.962e+3,3.318e-18
503.6,1.969e+5,1.950e+5,1.913e+3,7.617e-18
503.7,1.452e+5,1.434e+5,1.844e+3,1.715e-17
503.8,1.054e+5,1.036e+5,1.757e+3,3.788e-17
503.9,7.522e+4,7.357e+4,1.656e+3,8.205e-17
504,5.286e+4,5.131e+4,1.544e+3,1.743e-16
504.1,3.658e+4,3.516e+4,1.426e+3,3.634e-16
504.2,2.497e+4,2.367e+4,1.305e+3,7.429e-16
504.3,1.686e+4,1.568e+4,1.186e+3,1.490e-15
504.4,1.133e+4,1.026e+4,1.072e+3,2.930e-15
504.5,7.674e+3,6.710e+3,9.644e+2,5.653e-15
504.6,5.384e+3,4.517e+3,8.667e+2,1.070e-14
504.7,4.122e+3,3.342e+3,7.799e+2,1.986e-14
504.8,3.695e+3,2.990e+3,7.051e+2,3.616e-14
504.9,4.050e+3,3.407e+3,6.429e+2,6.458e-14
505,5.261e+3,4.668e+3,5.936e+2,1.131e-13
505.1,7.546e+3,6.989e+3,5.574e+2,1.944e-13
505.2,1.127e+4,1.074e+4,5.342e+2,3.277e-13
505.3,1.699e+4,1.646e+4,5.236e+2,5.418e-13
505.4,2.544e+4,2.491e+4,5.251e+2,8.786e-13
505.5,3.758e+4,3.705e+4,5.379e+2,1.398e-12
505.6,5.463e+4,5.407e+4,5.609e+2,2.181e-12
505.7,7.803e+4,7.743e+4,5.929e+2,3.338e-12
505.8,1.094e+5,1.088e+5,6.322e+2,5.011e-12
505.9,1.505e+5,1.499e+5,6.772e+2,7.379e-12
506,2.032e+5,2.025e+5,7.260e+2,1.066e-11
506.1,2.692e+5,2.684e+5,7.766e+2,1.510e-11
506.2,3.497e+5,3.489e+5,8.273e+2,2.098e-11
506.3,4.457e+5,4.449e+5,8.761e+2,2.861e-11
506.4,5.573e+5,5.564e+5,9.214e+2,3.825e-11
506.5,6.836e+5,6.826e+5,9.618e+2,5.017e-11
506.6,8.226e+5,8.216e+5,9.960e+2,6.454e-11
506.7,9.711e+5,9.701e+5,1.023e+3,8.144e-11
506.8,1.125e+6,1.124e+6,1.042e+3,1.008e-10
506.9,1.279e+6,1.278e+6,1.053e+3,1.224e-10
507,1.427e+6,1.426e+6,1.056e+3,1.458e-10
507.1,1.563e+6,1.562e+6,1.050e+3,1.703e-10
507.2,1.681e+6,1.680e+6,1.036e+3,1.951e-10
507.3,1.777e+6,1.776e+6,1.016e+3,2.193e-10
507.4,1.847e+6,1.846e+6,9.900e+2,2.418e-10
507.5,1.889e+6,1.888e+6,9.599e+2,2.615e-10
507.6,1.902e+6,1.901e+6,9.274e+2,2.774e-10
507.7,1.890e+6,1.889e+6,8.945e+2,2.886e-10
507.8,1.856e+6,1.855e+6,8.636e+2,2.945e-10
507.9,1.804e+6,1.803e+6,8.367e+2,2.949e-10
508,1.741e+6,1.740e+6,8.163e+2,2.896e-10
508.1,1.672e+6,1.671e+6,8.046e+2,2.790e-10
508.2,1.603e+6,1.602e+6,8.036e+2,2.636e-10
508.3,1.538e+6,1.537e+6,8.151e+2,2.444e-10
508.4,1.480e+6,1.479e+6,8.407e+2,2.223e-10
508.5,1.430e+6,1.429e+6,8.814e+2,1.985e-10
508.6,1.388e+6,1.387e+6,9.378e+2,1.739e-10
508.7,1.353e+6,1.352e+6,1.010e+3,1.496e-10
508.8,1.320e+6,1.319e+6,1.097e+3,1.266e-10
508.9,1.288e+6,1.287e+6,1.198e+3,1.054e-10
509,1.252e+6,1.251e+6,1.310e+3,8.664e-11
509.1,1.210e+6,1.208e+6,1.431e+3,7.054e-11
509.2,1.159e+6,1.157e+6,1.556e+3,5.726e-11
509.3,1.098e+6,1.096e+6,1.681e+3,4.678e-11
509.4,1.027e+6,1.025e+6,1.801e+3,3.896e-11
509.5,9.462e+5,9.443e+5,1.911e+3,3.359e-11
509.6,8.587e+5,8.567e+5,2.005e+3,3.040e-11
509.7,7.665e+5,7.645e+5,2.079e+3,2.909e-11
509.8,6.726e+5,6.705e+5,2.128e+3,2.937e-11
509.9,5.799e+5,5.777e+5,2.150e+3,3.095e-11
510,4.910e+5,4.888e+5,2.141e+3,3.354e-11
510.1,4.081e+5,4.060e+5,2.102e+3,3.688e-11
510.2,3.331e+5,3.310e+5,2.035e+3,4.072e-11
510.3,2.668e+5,2.649e+5,1.942e+3,4.484e-11
510.4,2.098e+5,2.080e+5,1.826e+3,4.901e-11
510.5,1.620e+5,1.603e+5,1.693e+3,5.306e-11
510.6,1.228e+5,1.213e+5,1.548e+3,5.680e-11
510.7,9.166e+4,9.026e+4,1.397e+3,6.010e-11
510.8,6.750e+4,6.626e+4,1.246e+3,6.282e-11
510.9,4.945e+4,4.835e+4,1.099e+3,6.490e-11
511,3.667e+4,3.571e+4,9.601e+2,6.626e-11
511.1,2.853e+4,2.770e+4,8.323e+2,6.691e-11
511.2,2.465e+4,2.394e+4,7.175e+2,6.687e-11
511.3,2.505e+4,2.444e+4,6.165e+2,6.618e-11
511.4,3.018e+4,2.965e+4,5.292e+2,6.495e-11
511.5,4.101e+4,4.055e+4,4.547e+2,6.327e-11
511.6,5.917e+4,5.877e+4,3.917e+2,6.128e-11
511.7,8.699e+4,8.665e+4,3.387e+2,5.910e-11
511.8,1.276e+5,1.273e+5,2.941e+2,5.686e-11
511.9,1.851e+5,1.849e+5,2.562e+2,5.467e-11
512,2.643e+5,2.641e+5,2.239e+2,5.263e-11
512.1,3.709e+5,3.707e+5,1.962e+2,5.080e-11
512.2,5.112e+5,5.110e+5,1.726e+2,4.925e-11
512.3,6.916e+5,6.915e+5,1.526e+2,4.798e-11
512.4,9.185e+5,9.184e+5,1.366e+2,4.700e-11
