Wavelength (nm),Sum,Fe I (5.9e-03),Fe II (8.8e-01),Fe III (1.2e-01)
246.9,6.271e+9,4.069e+7,6.230e+9,7.596e-5
247,5.927e+9,4.578e+7,5.882e+9,1.161e-5
247.1,5.625e+9,5.174e+7,5.573e+9,1.633e-6
247.2,5.347e+9,5.771e+7,5.289e+9,2.112e-7
247.3,5.092e+9,6.336e+7,5.028e+9,2.513e-8
247.4,4.874e+9,6.940e+7,4.805e+9,2.751e-9
247.5,4.726e+9,7.770e+7,4.649e+9,2.770e-10
247.6,4.686e+9,9.100e+7,4.595e+9,2.566e-11
247.7,4.781e+9,1.120e+8,4.669e+9,2.187e-12
247.8,5.009e+9,1.423e+8,4.867e+9,
247.9,5.341e+9,1.813e+8,5.160e+9,
248,5.719e+9,2.261e+8,5.493e+9,
248.1,6.078e+9,2.718e+8,5.806e+9,
248.2,6.376e+9,3.130e+8,6.063e+9,
248.3,6.613e+9,3.457e+8,6.267e+9,
248.4,6.846e+9,3.684e+8,6.478e+9,
248.5,7.181e+9,3.818e+8,6.800e+9,
248.6,7.737e+9,3.880e+8,7.349e+9,
248.7,8.600e+9,3.881e+8,8.212e+9,
248.8,9.774e+9,3.820e+8,9.392e+9,
248.9,1.115e+10,3.676e+8,1.079e+10,
249,1.253e+10,3.429e+8,1.218e+10,
249.1,1.363e+10,3.073e+8,1.332e+10,
249.2,1.424e+10,2.626e+8,1.397e+10,
249.3,1.421e+10,2.131e+8,1.400e+10,
249.4,1.359e+10,1.641e+8,1.343e+10,
249.5,1.253e+10,1.206e+8,1.241e+10,
249.6,1.129e+10,8.586e+7,1.120e+10,
249.7,1.007e+10,6.094e+7,1.001e+10,
249.8,9.032e+9,4.490e+7,8.988e+9,
249.9,8.214e+9,3.560e+7,8.178e+9,
250,7.577e+9,3.056e+7,7.547e+9,
250.1,7.049e+9,2.768e+7,7.021e+9,
250.2,6.557e+9,2.565e+7,6.531e+9,
250.3,6.062e+9,2.396e+7,6.038e+9,
250.4,5.560e+9,2.271e+7,5.538e+9,
250.5,5.083e+9,2.228e+7,5.061e+9,
250.6,4.680e+9,2.297e+7,4.657e+9,
250.7,4.403e+9,2.480e+7,4.378e+9,
250.8,4.282e+9,2.742e+7,4.255e+9,
250.9,4.313e+9,3.021e+7,4.283e+9,
251,4.447e+9,3.254e+7,4.415e+9,
251.1,4.609e+9,3.406e+7,4.575e+9,
251.2,4.721e+9,3.486e+7,4.686e+9,
251.3,4.731e+9,3.552e+7,4.696e+9,
251.4,4.640e+9,3.695e+7,4.603e+9,
251.5,4.495e+9,4.013e+7,4.455e+9,
251.6,4.382e+9,4.589e+7,4.336e+9,
251.7,4.391e+9,5.475e+7,4.337e+9,
251.8,4.598e+9,6.681e+7,4.531e+9,
251.9,5.043e+9,8.172e+7,4.961e+9,
252,5.726e+9,9.862e+7,5.627e+9,
252.1,6.605e+9,1.162e+8,6.489e+9,
252.2,7.601e+9,1.326e+8,7.468e+9,
252.3,8.610e+9,1.463e+8,8.464e+9,
252.4,9.521e+9,1.557e+8,9.365e+9,
252.5,1.024e+10,1.598e+8,1.008e+10,
252.6,1.072e+10,1.582e+8,1.056e+10,
252.7,1.097e+10,1.511e+8,1.082e+10,
252.8,1.105e+10,1.395e+8,1.091e+10,
252.9,1.107e+10,1.248e+8,1.095e+10,
253,1.115e+10,1.088e+8,1.104e+10,
253.1,1.139e+10,9.374e+7,1.130e+10,
253.2,1.185e+10,8.174e+7,1.176e+10,
253.3,1.252e+10,7.417e+7,1.244e+10,
253.4,1.334e+10,7.148e+7,1.326e+10,
253.5,1.418e+10,7.322e+7,1.411e+10,
253.6,1.489e+10,7.832e+7,1.481e+10,
253.7,1.530e+10,8.550e+7,1.521e+10,
253.8,1.529e+10,9.358e+7,1.520e+10,
253.9,1.482e+10,1.015e+8,1.472e+10,
254,1.393e+10,1.085e+8,1.382e+10,
254.1,1.276e+10,1.133e+8,1.264e+10,
254.2,1.149e+10,1.151e+8,1.137e+10,
254.3,1.032e+10,1.130e+8,1.021e+10,
254.4,9.392e+9,1.068e+8,9.285e+9,
254.5,8.774e+9,9.680e+7,8.677e+9,
254.6,8.434e+9,8.409e+7,8.350e+9,
254.7,8.261e+9,7.004e+7,8.191e+9,
254.8,8.102e+9,5.606e+7,8.046e+9,
254.9,7.811e+9,4.325e+7,7.768e+9,
255,7.296e+9,3.227e+7,7.264e+9,
255.1,6.549e+9,2.334e+7,6.526e+9,
255.2,5.647e+9,1.639e+7,5.631e+9,
255.3,4.727e+9,1.115e+7,4.716e+9,
255.4,3.949e+9,7.312e+6,3.942e+9,
255.5,3.459e+9,4.602e+6,3.455e+9,
255.6,3.361e+9,2.761e+6,3.358e+9,
255.7,3.696e+9,1.569e+6,3.694e+9,
255.8,4.436e+9,8.405e+5,4.435e+9,
255.9,5.481e+9,4.222e+5,5.480e+9,
256,6.663e+9,1.984e+5,6.663e+9,
256.1,7.772e+9,8.703e+4,7.772e+9,
256.2,8.599e+9,3.599e+4,8.599e+9,
256.3,8.986e+9,1.518e+4,8.986e+9,
256.4,8.872e+9,9.618e+3,8.872e+9,
256.5,8.301e+9,1.411e+4,8.301e+9,
256.6,7.411e+9,3.036e+4,7.411e+9,
256.7,6.381e+9,6.607e+4,6.380e+9,
256.8,5.383e+9,1.350e+5,5.383e+9,
256.9,4.545e+9,2.562e+5,4.544e+9,
257,3.928e+9,4.517e+5,3.927e+9,
257.1,3.536e+9,7.396e+5,3.535e+9,
257.2,3.332e+9,1.127e+6,3.331e+9,
257.3,3.261e+9,1.601e+6,3.259e+9,
257.4,3.268e+9,2.129e+6,3.266e+9,
257.5,3.315e+9,2.671e+6,3.312e+9,
257.6,3.390e+9,3.195e+6,3.386e+9,
257.7,3.509e+9,3.704e+6,3.506e+9,1.767e-12
257.8,3.717e+9,4.246e+6,3.713e+9,1.788e-11
257.9,4.071e+9,4.896e+6,4.066e+9,1.681e-10
258,4.618e+9,5.724e+6,4.612e+9,1.469e-9
258.1,5.374e+9,6.734e+6,5.367e+9,1.192e-8
258.2,6.295e+9,7.837e+6,6.287e+9,8.992e-8
258.3,7.277e+9,8.845e+6,7.268e+9,6.301e-7
258.4,8.172e+9,9.525e+6,8.162e+9,4.103e-6
258.5,8.831e+9,9.678e+6,8.821e+9,2.482e-5
258.6,9.161e+9,9.212e+6,9.152e+9,1.395e-4
258.7,9.165e+9,8.183e+6,9.157e+9,7.289e-4
258.8,8.964e+9,6.771e+6,8.957e+9,3.537e-3
258.9,8.777e+9,5.223e+6,8.772e+9,1.595e-2
259,8.885e+9,3.774e+6,8.881e+9,6.684e-2
259.1,9.576e+9,2.598e+6,9.574e+9,2.602e-1
259.2,1.109e+10,1.784e+6,1.109e+10,9.414e-1
259.3,1.355e+10,1.344e+6,1.355e+10,3.164e+0
259.4,1.690e+10,1.244e+6,1.690e+10,9.882e+0
259.5,2.084e+10,1.422e+6,2.084e+10,2.868e+1
259.6,2.486e+10,1.804e+6,2.486e+10,7.732e+1
259.7,2.826e+10,2.314e+6,2.826e+10,1.937e+2
259.8,3.040e+10,2.881e+6,3.040e+10,4.510e+2
259.9,3.084e+10,3.456e+6,3.084e+10,9.757e+2
260,2.953e+10,4.022e+6,2.952e+10,1.961e+3
260.1,2.682e+10,4.595e+6,2.682e+10,3.665e+3
260.2,2.338e+10,5.212e+6,2.338e+10,6.365e+3
260.3,1.993e+10,5.895e+6,1.992e+10,1.028e+4
260.4,1.706e+10,6.621e+6,1.706e+10,1.545e+4
260.5,1.510e+10,7.303e+6,1.509e+10,2.162e+4
260.6,1.410e+10,7.806e+6,1.409e+10,2.824e+4
260.7,1.389e+10,7.994e+6,1.388e+10,3.453e+4
260.8,1.422e+10,7.781e+6,1.421e+10,3.976e+4
260.9,1.480e+10,7.173e+6,1.479e+10,4.350e+4
261,1.536e+10,6.274e+6,1.536e+10,4.581e+4
261.1,1.570e+10,5.251e+6,1.569e+10,4.728e+4
261.2,1.565e+10,4.289e+6,1.564e+10,4.868e+4
261.3,1.513e+10,3.536e+6,1.513e+10,5.062e+4
261.4,1.417e+10,3.071e+6,1.417e+10,5.313e+4
261.5,1.288e+10,2.902e+6,1.288e+10,5.559e+4
261.6,1.143e+10,2.979e+6,1.143e+10,5.696e+4
261.7,1.003e+10,3.230e+6,1.002e+10,5.615e+4
261.8,8.833e+9,3.580e+6,8.830e+9,5.257e+4
261.9,7.981e+9,3.972e+6,7.977e+9,4.633e+4
262,7.548e+9,4.359e+6,7.544e+9,3.824e+4
262.1,7.569e+9,4.699e+6,7.565e+9,2.946e+4
262.2,8.042e+9,4.942e+6,8.037e+9,2.115e+4
262.3,8.929e+9,5.038e+6,8.924e+9,1.413e+4
262.4,1.016e+10,4.952e+6,1.015e+10,8.787e+3
262.5,1.161e+10,4.685e+6,1.160e+10,5.080e+3
262.6,1.314e+10,4.285e+6,1.313e+10,2.731e+3
262.7,1.455e+10,3.839e+6,1.455e+10,1.365e+3
262.8,1.565e+10,3.448e+6,1.565e+10,6.340e+2
262.9,1.624e+10,3.200e+6,1.623e+10,2.738e+2
263,1.616e+10,3.139e+6,1.616e+10,1.099e+2
263.1,1.535e+10,3.259e+6,1.535e+10,4.104e+1
263.2,1.386e+10,3.508e+6,1.386e+10,1.424e+1
263.3,1.187e+10,3.801e+6,1.186e+10,4.593e+0
263.4,9.611e+9,4.052e+6,9.607e+9,1.377e+0
263.5,7.363e+9,4.188e+6,7.358e+9,3.839e-1
263.6,5.347e+9,4.176e+6,5.343e+9,9.948e-2
263.7,3.703e+9,4.028e+6,3.699e+9,2.396e-2
263.8,2.471e+9,3.792e+6,2.468e+9,5.366e-3
263.9,1.619e+9,3.535e+6,1.615e+9,1.117e-3
264,1.067e+9,3.317e+6,1.064e+9,2.161e-4
264.1,7.289e+8,3.163e+6,7.257e+8,3.888e-5
264.2,5.294e+8,3.061e+6,5.264e+8,6.501e-6
264.3,4.148e+8,2.964e+6,4.118e+8,1.011e-6
264.4,3.514e+8,2.821e+6,3.486e+8,1.460e-7
264.5,3.202e+8,2.598e+6,3.176e+8,1.962e-8
264.6,3.095e+8,2.295e+6,3.072e+8,2.450e-9
264.7,3.114e+8,1.945e+6,3.094e+8,2.844e-10
264.8,3.186e+8,1.606e+6,3.169e+8,3.069e-11
264.9,3.249e+8,1.340e+6,3.236e+8,3.078e-12
265,3.261e+8,1.190e+6,3.249e+8,
265.1,3.204e+8,1.171e+6,3.192e+8,
265.2,3.093e+8,1.270e+6,3.080e+8,
265.3,2.969e+8,1.443e+6,2.955e+8,
265.4,2.899e+8,1.633e+6,2.882e+8,
265.5,2.965e+8,1.782e+6,2.947e+8,
265.6,3.276e+8,1.850e+6,3.258e+8,
265.7,3.962e+8,1.827e+6,3.944e+8,
265.8,5.169e+8,1.738e+6,5.152e+8,
265.9,7.030e+8,1.636e+6,7.013e+8,
266,9.610e+8,1.589e+6,9.594e+8,
266.1,1.285e+9,1.660e+6,1.283e+9,
266.2,1.651e+9,1.886e+6,1.649e+9,2.105e-12
266.3,2.017e+9,2.263e+6,2.015e+9,1.971e-11
266.4,2.330e+9,2.745e+6,2.328e+9,1.731e-10
266.5,2.539e+9,3.250e+6,2.536e+9,1.413e-9
266.6,2.605e+9,3.678e+6,2.602e+9,1.078e-8
266.7,2.517e+9,3.942e+6,2.513e+9,7.671e-8
266.8,2.290e+9,3.994e+6,2.286e+9,5.097e-7
266.9,1.965e+9,3.839e+6,1.961e+9,3.162e-6
267,1.595e+9,3.543e+6,1.591e+9,1.832e-5
267.1,1.229e+9,3.212e+6,1.225e+9,9.906e-5
267.2,9.050e+8,2.965e+6,9.021e+8,5.002e-4
267.3,6.463e+8,2.902e+6,6.434e+8,2.359e-3
267.4,4.597e+8,3.071e+6,4.567e+8,1.038e-2
267.5,3.426e+8,3.454e+6,3.392e+8,4.270e-2
267.6,2.877e+8,3.970e+6,2.837e+8,1.639e-1
267.7,2.870e+8,4.489e+6,2.825e+8,5.879e-1
267.8,3.334e+8,4.878e+6,3.285e+8,1.969e+0
267.9,4.200e+8,5.032e+6,4.150e+8,6.160e+0
268,5.379e+8,4.916e+6,5.330e+8,1.800e+1
268.1,6.747e+8,4.567e+6,6.702e+8,4.916e+1
268.2,8.141e+8,4.086e+6,8.100e+8,1.255e+2
268.3,9.380e+8,3.599e+6,9.344e+8,2.992e+2
268.4,1.032e+9,3.212e+6,1.028e+9,6.670e+2
268.5,1.087e+9,2.986e+6,1.084e+9,1.390e+3
268.6,1.108e+9,2.913e+6,1.105e+9,2.711e+3
268.7,1.106e+9,2.934e+6,1.104e+9,4.945e+3
268.8,1.101e+9,2.962e+6,1.098e+9,8.445e+3
268.9,1.106e+9,2.916e+6,1.103e+9,1.350e+4
269,1.126e+9,2.747e+6,1.124e+9,2.024e+4
269.1,1.157e+9,2.449e+6,1.155e+9,2.844e+4
269.2,1.183e+9,2.059e+6,1.181e+9,3.753e+4
269.3,1.188e+9,1.637e+6,1.186e+9,4.655e+4
269.4,1.161e+9,1.249e+6,1.159e+9,5.436e+4
269.5,1.101e+9,9.523e+5,1.100e+9,5.989e+4
269.6,1.023e+9,7.873e+5,1.022e+9,6.243e+4
269.7,9.442e+8,7.833e+5,9.434e+8,6.178e+4
269.8,8.874e+8,9.633e+5,8.864e+8,5.831e+4
269.9,8.682e+8,1.349e+6,8.668e+8,5.281e+4
270,8.927e+8,1.963e+6,8.907e+8,4.621e+4
270.1,9.564e+8,2.815e+6,9.536e+8,3.942e+4
270.2,1.047e+9,3.895e+6,1.043e+9,3.310e+4
270.3,1.150e+9,5.154e+6,1.145e+9,2.761e+4
270.4,1.256e+9,6.503e+6,1.249e+9,2.304e+4
270.5,1.363e+9,7.819e+6,1.355e+9,1.933e+4
270.6,1.480e+9,8.982e+6,1.471e+9,1.629e+4
270.7,1.624e+9,9.925e+6,1.614e+9,1.374e+4
270.8,1.808e+9,1.070e+7,1.797e+9,1.153e+4
270.9,2.038e+9,1.150e+7,2.027e+9,9.556e+3
271,2.302e+9,1.275e+7,2.289e+9,7.762e+3
271.1,2.571e+9,1.500e+7,2.556e+9,6.134e+3
271.2,2.802e+9,1.887e+7,2.783e+9,4.686e+3
271.3,2.954e+9,2.489e+7,2.929e+9,3.439e+3
271.4,2.994e+9,3.325e+7,2.961e+9,2.412e+3
271.5,2.912e+9,4.365e+7,2.868e+9,1.610e+3
271.6,2.721e+9,5.521e+7,2.666e+9,1.018e+3
271.7,2.457e+9,6.649e+7,2.390e+9,6.089e+2
271.8,2.168e+9,7.583e+7,2.092e+9,3.433e+2
271.9,1.906e+9,8.170e+7,1.824e+9,1.821e+2
272,1.716e+9,8.312e+7,1.633e+9,9.078e+1
272.1,1.629e+9,7.993e+7,1.549e+9,4.248e+1
272.2,1.658e+9,7.281e+7,1.585e+9,1.864e+1
272.3,1.797e+9,6.305e+7,1.734e+9,7.665e+0
272.4,2.020e+9,5.222e+7,1.968e+9,2.952e+0
272.5,2.286e+9,4.184e+7,2.244e+9,1.065e+0
272.6,2.546e+9,3.308e+7,2.513e+9,3.594e-1
272.7,2.756e+9,2.666e+7,2.729e+9,1.135e-1
272.8,2.891e+9,2.287e+7,2.869e+9,3.356e-2
272.9,2.960e+9,2.166e+7,2.938e+9,9.282e-3
273,3.005e+9,2.265e+7,2.982e+9,2.401e-3
273.1,3.106e+9,2.526e+7,3.081e+9,5.810e-4
273.2,3.364e+9,2.875e+7,3.335e+9,1.315e-4
273.3,3.882e+9,3.235e+7,3.849e+9,2.782e-5
273.4,4.738e+9,3.538e+7,4.702e+9,5.507e-6
273.5,5.965e+9,3.736e+7,5.927e+9,1.019e-6
273.6,7.535e+9,3.812e+7,7.497e+9,1.764e-7
273.7,9.366e+9,3.776e+7,9.328e+9,2.855e-8
273.8,1.134e+10,3.657e+7,1.130e+10,4.319e-9
273.9,1.333e+10,3.491e+7,1.329e+10,6.110e-10
274,1.525e+10,3.303e+7,1.521e+10,8.080e-11
274.1,1.706e+10,3.109e+7,1.703e+10,9.992e-12
274.2,1.877e+10,2.910e+7,1.874e+10,1.155e-12
274.3,2.039e+10,2.702e+7,2.036e+10,1.035e-13
274.4,2.191e+10,2.484e+7,2.188e+10,
274.5,2.324e+10,2.263e+7,2.322e+10,
274.6,2.425e+10,2.050e+7,2.423e+10,
274.7,2.478e+10,1.857e+7,2.477e+10,
274.8,2.475e+10,1.690e+7,2.473e+10,
274.9,2.415e+10,1.549e+7,2.413e+10,
275,2.309e+10,1.428e+7,2.307e+10,
275.1,2.175e+10,1.321e+7,2.173e+10,
275.2,2.032e+10,1.224e+7,2.030e+10,
275.3,1.891e+10,1.137e+7,1.890e+10,
275.4,1.756e+10,1.061e+7,1.755e+10,
275.5,1.618e+10,9.994e+6,1.617e+10,
275.6,1.468e+10,9.532e+6,1.467e+10,
275.7,1.299e+10,9.209e+6,1.298e+10,
275.8,1.113e+10,8.992e+6,1.112e+10,
275.9,9.191e+9,8.841e+6,9.182e+9,
276,7.330e+9,8.717e+6,7.321e+9,
276.1,5.704e+9,8.589e+6,5.695e+9,
276.2,4.428e+9,8.440e+6,4.419e+9,
276.3,3.545e+9,8.264e+6,3.537e+9,
276.4,3.029e+9,8.062e+6,3.021e+9,
276.5,2.796e+9,7.833e+6,2.788e+9,
276.6,2.732e+9,7.562e+6,2.725e+9,
276.7,2.727e+9,7.223e+6,2.720e+9,
276.8,2.690e+9,6.789e+6,2.683e+9,
276.9,2.570e+9,6.247e+6,2.564e+9,
277,2.359e+9,5.618e+6,2.353e+9,
277.1,2.080e+9,4.958e+6,2.075e+9,
277.2,1.780e+9,4.346e+6,1.776e+9,
277.3,1.508e+9,3.859e+6,1.504e+9,
277.4,1.301e+9,3.549e+6,1.297e+9,
277.5,1.179e+9,3.432e+6,1.176e+9,
277.6,1.142e+9,3.491e+6,1.139e+9,
277.7,1.176e+9,3.702e+6,1.172e+9,
277.8,1.258e+9,4.063e+6,1.254e+9,
277.9,1.363e+9,4.620e+6,1.358e+9,
278,1.468e+9,5.469e+6,1.462e+9,
278.1,1.554e+9,6.736e+6,1.547e+9,
278.2,1.604e+9,8.522e+6,1.595e+9,
278.3,1.605e+9,1.084e+7,1.594e+9,
278.4,1.551e+9,1.355e+7,1.538e+9,
278.5,1.443e+9,1.638e+7,1.426e+9,
278.6,1.289e+9,1.889e+7,1.270e+9,
278.7,1.106e+9,2.066e+7,1.085e+9,
278.8,9.166e+8,2.132e+7,8.952e+8,
278.9,7.410e+8,2.071e+7,7.203e+8,
279,5.950e+8,1.893e+7,5.761e+8,
279.1,4.863e+8,1.626e+7,4.700e+8,
279.2,4.143e+8,1.313e+7,4.012e+8,
279.3,3.725e+8,9.984e+6,3.625e+8,
279.4,3.510e+8,7.182e+6,3.438e+8,
279.5,3.401e+8,4.952e+6,3.351e+8,
279.6,3.316e+8,3.388e+6,3.282e+8,
279.7,3.203e+8,2.482e+6,3.178e+8,
279.8,3.037e+8,2.166e+6,3.015e+8,
279.9,2.815e+8,2.349e+6,2.791e+8,
280,2.548e+8,2.931e+6,2.518e+8,
280.1,2.256e+8,3.810e+6,2.217e+8,
280.2,1.960e+8,4.877e+6,1.911e+8,
280.3,1.682e+8,6.020e+6,1.622e+8,
280.4,1.438e+8,7.134e+6,1.367e+8,
280.5,1.237e+8,8.142e+6,1.155e+8,
280.6,1.081e+8,9.008e+6,9.907e+7,
280.7,9.660e+7,9.734e+6,8.686e+7,
280.8,8.833e+7,1.035e+7,7.798e+7,
280.9,8.217e+7,1.087e+7,7.131e+7,
281,7.707e+7,1.127e+7,6.580e+7,
281.1,7.225e+7,1.150e+7,6.075e+7,
281.2,6.728e+7,1.146e+7,5.582e+7,
281.3,6.208e+7,1.108e+7,5.100e+7,
281.4,5.677e+7,1.035e+7,4.642e+7,
281.5,5.154e+7,9.312e+6,4.223e+7,
281.6,4.662e+7,8.115e+6,3.850e+7,
281.7,4.222e+7,6.939e+6,3.528e+7,
281.8,3.868e+7,5.955e+6,3.273e+7,
281.9,3.663e+7,5.285e+6,3.134e+7,
282,3.709e+7,4.972e+6,3.212e+7,
282.1,4.168e+7,4.982e+6,3.670e+7,
282.2,5.259e+7,5.226e+6,4.736e+7,
282.3,7.250e+7,5.594e+6,6.690e+7,
282.4,1.043e+8,5.986e+6,9.833e+7,8.743e-15
282.5,1.506e+8,6.337e+6,1.443e+8,1.719e-13
282.6,2.128e+8,6.621e+6,2.062e+8,1.333e-12
282.7,2.907e+8,6.840e+6,2.838e+8,9.730e-12
282.8,3.815e+8,7.006e+6,3.745e+8,6.679e-11
282.9,4.804e+8,7.123e+6,4.733e+8,4.313e-10
283,5.812e+8,7.173e+6,5.740e+8,2.620e-9
283.1,6.774e+8,7.128e+6,6.702e+8,1.497e-8
283.2,7.643e+8,6.959e+6,7.574e+8,8.047e-8
283.3,8.399e+8,6.661e+6,8.332e+8,4.069e-7
283.4,9.044e+8,6.262e+6,8.981e+8,1.935e-6
283.5,9.599e+8,5.822e+6,9.540e+8,8.658e-6
283.6,1.008e+9,5.424e+6,1.003e+9,3.644e-5
283.7,1.049e+9,5.146e+6,1.043e+9,1.443e-4
283.8,1.079e+9,5.043e+6,1.074e+9,5.373e-4
283.9,1.096e+9,5.130e+6,1.091e+9,1.882e-3
284,1.096e+9,5.379e+6,1.090e+9,6.202e-3
284.1,1.076e+9,5.722e+6,1.070e+9,1.923e-2
284.2,1.039e+9,6.069e+6,1.033e+9,5.607e-2
284.3,9.881e+8,6.334e+6,9.818e+8,1.538e-1
284.4,9.300e+8,6.458e+6,9.235e+8,3.968e-1
284.5,8.694e+8,6.425e+6,8.630e+8,9.632e-1
284.6,8.101e+8,6.262e+6,8.039e+8,2.199e+0
284.7,7.545e+8,6.026e+6,7.485e+8,4.723e+0
284.8,7.046e+8,5.773e+6,6.988e+8,9.543e+0
284.9,6.632e+8,5.536e+6,6.577e+8,1.814e+1
285,6.343e+8,5.311e+6,6.290e+8,3.242e+1
285.1,6.221e+8,5.063e+6,6.170e+8,5.453e+1
285.2,6.292e+8,4.744e+6,6.245e+8,8.626e+1
285.3,6.544e+8,4.319e+6,6.501e+8,1.284e+2
285.4,6.914e+8,3.783e+6,6.877e+8,1.797e+2
285.5,7.298e+8,3.162e+6,7.266e+8,2.366e+2
285.6,7.567e+8,2.510e+6,7.542e+8,2.931e+2
285.7,7.608e+8,1.885e+6,7.589e+8,3.415e+2
285.8,7.351e+8,1.336e+6,7.338e+8,3.743e+2
285.9,6.793e+8,8.926e+5,6.784e+8,3.859e+2
286,5.996e+8,5.616e+5,5.991e+8,3.743e+2
286.1,5.071e+8,3.326e+5,5.067e+8,3.415e+2
286.2,4.147e+8,1.853e+5,4.145e+8,2.931e+2
286.3,3.345e+8,9.712e+4,3.344e+8,2.366e+2
286.4,2.758e+8,4.788e+4,2.757e+8,1.797e+2
286.5,2.437e+8,2.220e+4,2.436e+8,1.284e+2
286.6,2.396e+8,9.678e+3,2.396e+8,8.626e+1
286.7,2.616e+8,3.969e+3,2.616e+8,5.453e+1
286.8,3.048e+8,1.534e+3,3.048e+8,3.242e+1
286.9,3.620e+8,5.686e+2,3.620e+8,1.814e+1
287,4.242e+8,2.311e+2,4.242e+8,9.543e+0
287.1,4.820e+8,1.807e+2,4.820e+8,4.723e+0
287.2,5.266e+8,3.421e+2,5.266e+8,2.199e+0
287.3,5.517e+8,8.285e+2,5.517e+8,9.632e-1
287.4,5.548e+8,1.975e+3,5.548e+8,3.968e-1
287.5,5.377e+8,4.464e+3,5.377e+8,1.538e-1
287.6,5.058e+8,9.524e+3,5.058e+8,5.607e-2
287.7,4.667e+8,1.919e+4,4.667e+8,1.923e-2
287.8,4.281e+8,3.654e+4,4.281e+8,6.202e-3
287.9,3.958e+8,6.582e+4,3.957e+8,1.882e-3
288,3.722e+8,1.123e+5,3.721e+8,5.373e-4
288.1,3.565e+8,1.820e+5,3.563e+8,1.443e-4
288.2,3.450e+8,2.806e+5,3.447e+8,3.644e-5
288.3,3.330e+8,4.128e+5,3.326e+8,8.658e-6
288.4,3.165e+8,5.820e+5,3.159e+8,1.935e-6
288.5,2.935e+8,7.896e+5,2.927e+8,4.069e-7
288.6,2.647e+8,1.036e+6,2.636e+8,8.047e-8
288.7,2.331e+8,1.319e+6,2.318e+8,1.497e-8
288.8,2.033e+8,1.638e+6,2.017e+8,2.620e-9
288.9,1.796e+8,1.990e+6,1.776e+8,4.313e-10
289,1.650e+8,2.366e+6,1.627e+8,6.679e-11
289.1,1.604e+8,2.756e+6,1.577e+8,9.730e-12
289.2,1.643e+8,3.141e+6,1.612e+8,1.333e-12
289.3,1.732e+8,3.499e+6,1.697e+8,1.719e-13
289.4,1.828e+8,3.807e+6,1.790e+8,2.084e-14
289.5,1.889e+8,4.048e+6,1.848e+8,
289.6,1.883e+8,4.208e+6,1.840e+8,
289.7,1.796e+8,4.286e+6,1.753e+8,
289.8,1.635e+8,4.284e+6,1.592e+8,
289.9,1.418e+8,4.213e+6,1.376e+8,
290,1.175e+8,4.085e+6,1.134e+8,
290.1,9.340e+7,3.915e+6,8.948e+7,
290.2,7.182e+7,3.720e+6,6.810e+7,
290.3,5.421e+7,3.516e+6,5.069e+7,
290.4,4.105e+7,3.321e+6,3.773e+7,
290.5,3.210e+7,3.147e+6,2.896e+7,
290.6,2.664e+7,3.004e+6,2.363e+7,
290.7,2.375e+7,2.902e+6,2.085e+7,
290.8,2.256e+7,2.857e+6,1.970e+7,
290.9,2.235e+7,2.897e+6,1.945e+7,
291,2.262e+7,3.066e+6,1.956e+7,
291.1,2.312e+7,3.416e+6,1.970e+7,
291.2,2.380e+7,4.002e+6,1.980e+7,
291.3,2.484e+7,4.856e+6,1.998e+7,
291.4,2.657e+7,5.980e+6,2.059e+7,
291.5,2.951e+7,7.334e+6,2.218e+7,
291.6,3.435e+7,8.839e+6,2.551e+7,
291.7,4.197e+7,1.039e+7,3.157e+7,
291.8,5.343e+7,1.189e+7,4.154e+7,
291.9,6.984e+7,1.323e+7,5.661e+7,
292,9.211e+7,1.434e+7,7.777e+7,
292.1,1.205e+8,1.517e+7,1.053e+8,
292.2,1.540e+8,1.569e+7,1.383e+8,
292.3,1.904e+8,1.591e+7,1.745e+8,
292.4,2.259e+8,1.584e+7,2.101e+8,
292.5,2.558e+8,1.550e+7,2.403e+8,
292.6,2.755e+8,1.494e+7,2.606e+8,
292.7,2.817e+8,1.420e+7,2.675e+8,
292.8,2.730e+8,1.334e+7,2.597e+8,
292.9,2.510e+8,1.242e+7,2.386e+8,
293,2.193e+8,1.151e+7,2.078e+8,
293.1,1.828e+8,1.068e+7,1.721e+8,
293.2,1.470e+8,9.989e+6,1.370e+8,
293.3,1.166e+8,9.466e+6,1.071e+8,
293.4,9.492e+7,9.092e+6,8.583e+7,
293.5,8.415e+7,8.807e+6,7.534e+7,
293.6,8.534e+7,8.530e+6,7.681e+7,
293.7,9.890e+7,8.191e+6,9.071e+7,
293.8,1.247e+8,7.762e+6,1.170e+8,
293.9,1.624e+8,7.276e+6,1.551e+8,
294,2.107e+8,6.827e+6,2.038e+8,
294.1,2.676e+8,6.540e+6,2.611e+8,
294.2,3.302e+8,6.531e+6,3.236e+8,
294.3,3.944e+8,6.873e+6,3.875e+8,
294.4,4.556e+8,7.567e+6,4.481e+8,
294.5,5.091e+8,8.541e+6,5.005e+8,
294.6,5.505e+8,9.671e+6,5.408e+8,
294.7,5.768e+8,1.081e+7,5.660e+8,
294.8,5.864e+8,1.184e+7,5.746e+8,
294.9,5.797e+8,1.268e+7,5.670e+8,
295,5.583e+8,1.330e+7,5.450e+8,
295.1,5.248e+8,1.371e+7,5.111e+8,
295.2,4.822e+8,1.395e+7,4.683e+8,
295.3,4.332e+8,1.406e+7,4.192e+8,
295.4,3.803e+8,1.406e+7,3.663e+8,
