Wavelength (nm),Sum,Fe I (5.9e-03),Fe II (8.8e-01),Fe III (1.2e-01)
206.9,4.148e+8,,3.185e+8,9.635e+7
207,3.362e+8,,2.554e+8,8.083e+7
207.1,2.528e+8,,1.899e+8,6.287e+7
207.2,1.795e+8,,1.316e+8,4.791e+7
207.3,1.286e+8,,8.786e+7,4.079e+7
207.4,1.069e+8,,6.246e+7,4.439e+7
207.5,1.149e+8,,5.590e+7,5.896e+7
207.6,1.474e+8,,6.577e+7,8.161e+7
207.7,1.935e+8,,8.701e+7,1.065e+8
207.8,2.386e+8,,1.123e+8,1.263e+8
207.9,2.684e+8,,1.339e+8,1.346e+8
208,2.747e+8,,1.459e+8,1.288e+8
208.1,2.595e+8,,1.482e+8,1.112e+8
208.2,2.345e+8,,1.469e+8,8.758e+7
208.3,2.160e+8,,1.518e+8,6.419e+7
208.4,2.164e+8,,1.710e+8,4.542e+7
208.5,2.385e+8,,2.057e+8,3.286e+7
208.6,2.738e+8,,2.479e+8,2.587e+7
208.7,3.063e+8,,2.835e+8,2.279e+7
208.8,3.205e+8,,2.987e+8,2.181e+7
208.9,3.091e+8,,2.876e+8,2.150e+7
209,2.751e+8,,2.541e+8,2.100e+7
209.1,2.294e+8,,2.093e+8,2.013e+7
209.2,1.839e+8,,1.646e+8,1.933e+7
209.3,1.464e+8,,1.271e+8,1.928e+7
209.4,1.187e+8,,9.827e+7,2.042e+7
209.5,9.867e+7,,7.616e+7,2.251e+7
209.6,8.330e+7,,5.868e+7,2.463e+7
209.7,7.064e+7,,4.505e+7,2.559e+7
209.8,6.014e+7,,3.558e+7,2.456e+7
209.9,5.218e+7,,3.069e+7,2.148e+7
210,4.752e+7,,3.040e+7,1.712e+7
210.1,4.726e+7,,3.467e+7,1.259e+7
210.2,5.305e+7,,4.413e+7,8.919e+6
210.3,6.710e+7,,6.049e+7,6.612e+6
210.4,9.154e+7,,8.591e+7,5.636e+6
210.5,1.270e+8,,1.215e+8,5.559e+6
210.6,1.711e+8,1.459e-10,1.653e+8,5.799e+6
210.7,2.174e+8,2.412e-9,2.116e+8,5.861e+6
210.8,2.568e+8,3.571e-8,2.513e+8,5.490e+6
210.9,2.802e+8,4.736e-7,2.755e+8,4.698e+6
211,2.825e+8,5.627e-6,2.788e+8,3.689e+6
211.1,2.646e+8,5.989e-5,2.619e+8,2.715e+6
211.2,2.336e+8,5.710e-4,2.317e+8,1.964e+6
211.3,1.995e+8,4.878e-3,1.980e+8,1.503e+6
211.4,1.705e+8,3.732e-2,1.692e+8,1.298e+6
211.5,1.498e+8,2.559e-1,1.486e+8,1.258e+6
211.6,1.355e+8,1.571e+0,1.342e+8,1.286e+6
211.7,1.226e+8,8.644e+0,1.213e+8,1.303e+6
211.8,1.071e+8,4.260e+1,1.059e+8,1.263e+6
211.9,8.811e+7,1.881e+2,8.695e+7,1.155e+6
212,6.795e+7,7.438e+2,6.695e+7,9.964e+5
212.1,5.053e+7,2.635e+3,4.971e+7,8.190e+5
212.2,3.912e+7,8.365e+3,3.846e+7,6.529e+5
212.3,3.520e+7,2.378e+4,3.466e+7,5.147e+5
212.4,3.851e+7,6.058e+4,3.805e+7,4.060e+5
212.5,4.769e+7,1.382e+5,4.723e+7,3.209e+5
212.6,6.083e+7,2.826e+5,6.029e+7,2.538e+5
212.7,7.578e+7,5.175e+5,7.506e+7,2.051e+5
212.8,9.018e+7,8.489e+5,8.915e+7,1.805e+5
212.9,1.016e+8,1.248e+6,1.002e+8,1.890e+5
213,1.083e+8,1.643e+6,1.064e+8,2.393e+5
213.1,1.095e+8,1.937e+6,1.072e+8,3.369e+5
213.2,1.063e+8,2.047e+6,1.038e+8,4.797e+5
213.3,1.011e+8,1.937e+6,9.851e+7,6.528e+5
213.4,9.597e+7,1.643e+6,9.350e+7,8.288e+5
213.5,9.175e+7,1.248e+6,8.953e+7,9.749e+5
213.6,8.744e+7,8.489e+5,8.552e+7,1.068e+6
213.7,8.108e+7,5.175e+5,7.946e+7,1.107e+6
213.8,7.142e+7,2.826e+5,7.002e+7,1.122e+6
213.9,5.902e+7,1.382e+5,5.772e+7,1.159e+6
214,4.634e+7,6.058e+4,4.503e+7,1.255e+6
214.1,3.688e+7,2.378e+4,3.544e+7,1.418e+6
214.2,3.408e+7,8.365e+3,3.246e+7,1.615e+6
214.3,4.059e+7,2.635e+3,3.880e+7,1.783e+6
214.4,5.786e+7,7.438e+2,5.600e+7,1.864e+6
214.5,8.577e+7,1.881e+2,8.394e+7,1.828e+6
214.6,1.221e+8,4.260e+1,1.204e+8,1.693e+6
214.7,1.624e+8,8.677e+0,1.609e+8,1.513e+6
214.8,2.000e+8,1.835e+0,1.986e+8,1.348e+6
214.9,2.274e+8,2.147e+0,2.261e+8,1.241e+6
215,2.383e+8,1.223e+1,2.371e+8,1.193e+6
215.1,2.300e+8,7.069e+1,2.288e+8,1.172e+6
215.2,2.047e+8,3.683e+2,2.035e+8,1.134e+6
215.3,1.699e+8,1.725e+3,1.689e+8,1.050e+6
215.4,1.369e+8,7.266e+3,1.360e+8,9.183e+5
215.5,1.178e+8,2.751e+4,1.170e+8,7.625e+5
215.6,1.227e+8,9.361e+4,1.220e+8,6.111e+5
215.7,1.573e+8,2.864e+5,1.566e+8,4.825e+5
215.8,2.202e+8,7.877e+5,2.191e+8,3.797e+5
215.9,3.016e+8,1.948e+6,2.994e+8,2.958e+5
216,3.848e+8,4.329e+6,3.802e+8,2.234e+5
216.1,4.506e+8,8.650e+6,4.418e+8,1.595e+5
216.2,4.849e+8,1.554e+7,4.693e+8,1.057e+5
216.3,4.840e+8,2.509e+7,4.588e+8,6.488e+4
216.4,4.549e+8,3.643e+7,4.185e+8,3.888e+4
216.5,4.105e+8,4.754e+7,3.630e+8,2.928e+4
216.6,3.625e+8,5.577e+7,3.067e+8,4.046e+4
216.7,3.179e+8,5.883e+7,2.590e+8,8.355e+4
216.8,2.797e+8,5.577e+7,2.238e+8,1.789e+5
216.9,2.511e+8,4.754e+7,2.032e+8,3.539e+5
217,2.364e+8,3.643e+7,1.993e+8,6.324e+5
217.1,2.399e+8,2.509e+7,2.138e+8,1.018e+6
217.2,2.613e+8,1.554e+7,2.443e+8,1.473e+6
217.3,2.934e+8,8.650e+6,2.828e+8,1.919e+6
217.4,3.226e+8,4.329e+6,3.160e+8,2.249e+6
217.5,3.348e+8,1.948e+6,3.305e+8,2.371e+6
217.6,3.216e+8,7.878e+5,3.186e+8,2.249e+6
217.7,2.837e+8,2.866e+5,2.815e+8,1.919e+6
217.8,2.303e+8,9.428e+4,2.288e+8,1.473e+6
217.9,1.746e+8,3.023e+4,1.735e+8,1.018e+6
218,1.276e+8,1.727e+4,1.269e+8,6.323e+5
218.1,9.513e+7,3.488e+4,9.474e+7,3.535e+5
218.2,7.726e+7,9.940e+4,7.698e+7,1.778e+5
218.3,7.012e+7,2.668e+5,6.977e+7,8.046e+4
218.4,6.890e+7,6.482e+5,6.822e+7,3.275e+4
218.5,7.026e+7,1.422e+6,6.882e+7,1.200e+4
218.6,7.322e+7,2.816e+6,7.040e+7,3.953e+3
218.7,7.876e+7,5.047e+6,7.371e+7,1.172e+3
218.8,8.817e+7,8.195e+6,7.997e+7,3.126e+2
218.9,1.014e+8,1.209e+7,8.931e+7,7.500e+1
219,1.163e+8,1.627e+7,1.000e+8,1.619e+1
219.1,1.292e+8,2.009e+7,1.091e+8,3.166e+0
219.2,1.373e+8,2.293e+7,1.144e+8,6.799e-1
219.3,1.403e+8,2.448e+7,1.158e+8,7.938e-1
219.4,1.415e+8,2.477e+7,1.168e+8,3.476e+0
219.5,1.467e+8,2.413e+7,1.225e+8,1.531e+1
219.6,1.610e+8,2.301e+7,1.380e+8,6.105e+1
219.7,1.869e+8,2.173e+7,1.651e+8,2.198e+2
219.8,2.230e+8,2.039e+7,2.027e+8,7.142e+2
219.9,2.660e+8,1.890e+7,2.471e+8,2.095e+3
220,3.128e+8,1.707e+7,2.957e+8,5.545e+3
220.1,3.639e+8,1.478e+7,3.491e+8,1.325e+4
220.2,4.227e+8,1.207e+7,4.106e+8,2.858e+4
220.3,4.929e+8,9.183e+6,4.837e+8,5.563e+4
220.4,5.743e+8,6.442e+6,5.677e+8,9.774e+4
220.5,6.596e+8,4.140e+6,6.553e+8,1.550e+5
220.6,7.364e+8,2.427e+6,7.337e+8,2.219e+5
220.7,7.932e+8,1.293e+6,7.917e+8,2.867e+5
220.8,8.273e+8,6.254e+5,8.263e+8,3.343e+5
220.9,8.478e+8,2.741e+5,8.472e+8,3.519e+5
221,8.730e+8,1.088e+5,8.726e+8,3.343e+5
221.1,9.205e+8,3.908e+4,9.202e+8,2.867e+5
221.2,9.978e+8,1.270e+4,9.976e+8,2.219e+5
221.3,1.099e+9,3.733e+3,1.099e+9,1.550e+5
221.4,1.212e+9,9.923e+2,1.212e+9,9.774e+4
221.5,1.323e+9,2.385e+2,1.323e+9,5.563e+4
221.6,1.425e+9,5.181e+1,1.425e+9,2.858e+4
221.7,1.514e+9,1.017e+1,1.514e+9,1.328e+4
221.8,1.582e+9,1.805e+0,1.582e+9,5.630e+3
221.9,1.611e+9,2.895e-1,1.611e+9,2.338e+3
222,1.584e+9,4.196e-2,1.584e+9,1.348e+3
222.1,1.490e+9,5.493e-3,1.490e+9,1.711e+3
222.2,1.337e+9,6.497e-4,1.337e+9,3.232e+3
222.3,1.148e+9,6.941e-5,1.148e+9,6.115e+3
222.4,9.596e+8,6.698e-6,9.596e+8,1.061e+4
222.5,8.011e+8,5.837e-7,8.011e+8,1.670e+4
222.6,6.900e+8,4.593e-8,6.900e+8,2.377e+4
222.7,6.282e+8,3.263e-9,6.282e+8,3.067e+4
222.8,6.064e+8,1.887e-10,6.064e+8,3.596e+4
222.9,6.109e+8,,6.108e+8,3.859e+4
223,6.296e+8,,6.295e+8,3.851e+4
223.1,6.542e+8,,6.542e+8,3.704e+4
223.2,6.800e+8,4.533e-11,6.800e+8,3.656e+4
223.3,7.040e+8,6.700e-10,7.040e+8,3.978e+4
223.4,7.246e+8,8.978e-9,7.246e+8,4.882e+4
223.5,7.415e+8,1.091e-7,7.414e+8,6.455e+4
223.6,7.558e+8,1.202e-6,7.557e+8,8.631e+4
223.7,7.692e+8,1.201e-5,7.691e+8,1.121e+5
223.8,7.843e+8,1.087e-4,7.841e+8,1.389e+5
223.9,8.051e+8,8.929e-4,8.049e+8,1.630e+5
224,8.382e+8,6.649e-3,8.380e+8,1.802e+5
224.1,8.927e+8,4.489e-2,8.925e+8,1.869e+5
224.2,9.770e+8,2.748e-1,9.768e+8,1.807e+5
224.3,1.096e+9,1.525e+0,1.095e+9,1.618e+5
224.4,1.246e+9,7.676e+0,1.246e+9,1.336e+5
224.5,1.418e+9,3.502e+1,1.418e+9,1.011e+5
224.6,1.597e+9,1.449e+2,1.597e+9,6.995e+4
224.7,1.763e+9,5.436e+2,1.763e+9,4.408e+4
224.8,1.901e+9,1.849e+3,1.901e+9,2.526e+4
224.9,1.996e+9,5.703e+3,1.996e+9,1.315e+4
225,2.040e+9,1.595e+4,2.040e+9,6.208e+3
225.1,2.032e+9,4.043e+4,2.032e+9,2.659e+3
225.2,1.979e+9,9.296e+4,1.979e+9,1.036e+3
225.3,1.889e+9,1.938e+5,1.888e+9,3.745e+2
225.4,1.770e+9,3.662e+5,1.770e+9,1.387e+2
225.5,1.628e+9,6.276e+5,1.628e+9,7.386e+1
225.6,1.467e+9,9.752e+5,1.466e+9,7.421e+1
225.7,1.289e+9,1.374e+6,1.288e+9,1.009e+2
225.8,1.105e+9,1.755e+6,1.103e+9,1.405e+2
225.9,9.286e+8,2.033e+6,9.266e+8,1.867e+2
226,7.766e+8,2.135e+6,7.745e+8,2.337e+2
226.1,6.595e+8,2.033e+6,6.574e+8,2.743e+2
226.2,5.773e+8,1.755e+6,5.755e+8,3.010e+2
226.3,5.201e+8,1.375e+6,5.187e+8,3.079e+2
226.4,4.727e+8,9.781e+5,4.717e+8,2.933e+2
226.5,4.222e+8,6.365e+5,4.216e+8,2.613e+2
226.6,3.627e+8,3.907e+5,3.623e+8,2.207e+2
226.7,2.962e+8,2.549e+5,2.960e+8,1.828e+2
226.8,2.299e+8,2.319e+5,2.296e+8,1.574e+2
226.9,1.716e+8,3.270e+5,1.712e+8,1.493e+2
227,1.270e+8,5.526e+5,1.265e+8,1.570e+2
227.1,9.872e+7,9.187e+5,9.780e+7,1.731e+2
227.2,8.690e+7,1.413e+6,8.549e+7,1.876e+2
227.3,9.124e+7,1.982e+6,8.926e+7,1.916e+2
227.4,1.119e+8,2.532e+6,1.093e+8,1.804e+2
227.5,1.491e+8,2.952e+6,1.462e+8,1.553e+2
227.6,2.019e+8,3.157e+6,1.987e+8,1.217e+2
227.7,2.655e+8,3.132e+6,2.624e+8,8.679e+1
227.8,3.314e+8,2.947e+6,3.285e+8,5.665e+1
227.9,3.881e+8,2.735e+6,3.854e+8,3.538e+1
228,4.249e+8,2.632e+6,4.222e+8,2.671e+1
228.1,4.354e+8,2.721e+6,4.327e+8,3.950e+1
228.2,4.198e+8,3.001e+6,4.168e+8,9.976e+1
228.3,3.840e+8,3.387e+6,3.806e+8,2.746e+2
228.4,3.366e+8,3.750e+6,3.329e+8,7.152e+2
228.5,2.863e+8,3.960e+6,2.824e+8,1.725e+3
228.6,2.396e+8,3.936e+6,2.357e+8,3.849e+3
228.7,2.004e+8,3.669e+6,1.967e+8,7.952e+3
228.8,1.707e+8,3.232e+6,1.674e+8,1.523e+4
228.9,1.515e+8,2.766e+6,1.487e+8,2.707e+4
229,1.435e+8,2.466e+6,1.410e+8,4.462e+4
229.1,1.469e+8,2.545e+6,1.443e+8,6.817e+4
229.2,1.607e+8,3.195e+6,1.574e+8,9.636e+4
229.3,1.820e+8,4.524e+6,1.773e+8,1.258e+5
229.4,2.057e+8,6.485e+6,1.990e+8,1.514e+5
229.5,2.257e+8,8.823e+6,2.167e+8,1.675e+5
229.6,2.372e+8,1.109e+7,2.259e+8,1.700e+5
229.7,2.379e+8,1.274e+7,2.250e+8,1.582e+5
229.8,2.303e+8,1.335e+7,2.168e+8,1.346e+5
229.9,2.204e+8,1.273e+7,2.076e+8,1.046e+5
230,2.164e+8,1.104e+7,2.053e+8,7.424e+4
230.1,2.263e+8,8.716e+6,2.175e+8,4.804e+4
230.2,2.547e+8,6.265e+6,2.484e+8,2.833e+4
230.3,3.016e+8,4.111e+6,2.975e+8,1.522e+4
230.4,3.621e+8,2.490e+6,3.596e+8,7.450e+3
230.5,4.276e+8,1.452e+6,4.262e+8,3.337e+3
230.6,4.885e+8,9.276e+5,4.876e+8,1.420e+3
230.7,5.365e+8,8.083e+5,5.357e+8,7.422e+2
230.8,5.664e+8,9.893e+5,5.654e+8,8.850e+2
230.9,5.767e+8,1.379e+6,5.753e+8,1.958e+3
231,5.688e+8,1.887e+6,5.669e+8,4.627e+3
231.1,5.463e+8,2.419e+6,5.439e+8,1.017e+4
231.2,5.143e+8,2.887e+6,5.114e+8,2.042e+4
231.3,4.786e+8,3.242e+6,4.753e+8,3.736e+4
231.4,4.450e+8,3.492e+6,4.415e+8,6.230e+4
231.5,4.193e+8,3.699e+6,4.155e+8,9.470e+4
231.6,4.069e+8,3.937e+6,4.028e+8,1.312e+5
231.7,4.145e+8,4.236e+6,4.101e+8,1.658e+5
231.8,4.517e+8,4.545e+6,4.469e+8,1.912e+5
231.9,5.333e+8,4.747e+6,5.284e+8,2.018e+5
232,6.801e+8,4.712e+6,6.752e+8,1.958e+5
232.1,9.165e+8,4.368e+6,9.120e+8,1.765e+5
232.2,1.265e+9,3.742e+6,1.262e+9,1.510e+5
232.3,1.741e+9,2.942e+6,1.738e+9,1.278e+5
232.4,2.342e+9,2.117e+6,2.340e+9,1.131e+5
232.5,3.057e+9,1.391e+6,3.056e+9,1.099e+5
232.6,3.871e+9,8.335e+5,3.870e+9,1.166e+5
232.7,4.772e+9,4.555e+5,4.771e+9,1.288e+5
232.8,5.747e+9,2.269e+5,5.747e+9,1.411e+5
232.9,6.765e+9,1.030e+5,6.765e+9,1.487e+5
233,7.753e+9,4.264e+4,7.753e+9,1.499e+5
233.1,8.600e+9,1.608e+4,8.599e+9,1.466e+5
233.2,9.183e+9,5.527e+3,9.182e+9,1.445e+5
233.3,9.434e+9,1.731e+3,9.434e+9,1.508e+5
233.4,9.391e+9,4.941e+2,9.391e+9,1.720e+5
233.5,9.208e+9,1.285e+2,9.208e+9,2.099e+5
233.6,9.125e+9,3.047e+1,9.125e+9,2.598e+5
233.7,9.397e+9,6.583e+0,9.396e+9,3.108e+5
233.8,1.022e+10,1.296e+0,1.022e+10,3.486e+5
233.9,1.165e+10,2.325e-1,1.165e+10,3.614e+5
234,1.359e+10,3.802e-2,1.359e+10,3.437e+5
234.1,1.578e+10,5.665e-3,1.578e+10,2.992e+5
234.2,1.782e+10,7.693e-4,1.782e+10,2.379e+5
234.3,1.935e+10,9.520e-5,1.935e+10,1.727e+5
234.4,2.010e+10,1.074e-5,2.010e+10,1.144e+5
234.5,1.998e+10,1.103e-6,1.998e+10,6.922e+4
234.6,1.908e+10,1.033e-7,1.908e+10,3.821e+4
234.7,1.758e+10,8.821e-9,1.758e+10,1.925e+4
234.8,1.571e+10,6.861e-10,1.571e+10,8.854e+3
234.9,1.365e+10,4.863e-11,1.365e+10,3.716e+3
235,1.162e+10,,1.162e+10,1.423e+3
235.1,9.808e+9,,9.808e+9,4.976e+2
235.2,8.381e+9,,8.381e+9,1.587e+2
235.3,7.474e+9,,7.474e+9,4.622e+1
235.4,7.148e+9,,7.148e+9,1.228e+1
235.5,7.385e+9,,7.385e+9,2.979e+0
235.6,8.080e+9,,8.080e+9,6.596e-1
235.7,9.057e+9,,9.057e+9,1.344e-1
235.8,1.009e+10,,1.009e+10,3.146e-2
235.9,1.097e+10,,1.097e+10,3.961e-2
236,1.151e+10,,1.151e+10,1.676e-1
236.1,1.166e+10,,1.166e+10,7.195e-1
236.2,1.146e+10,,1.146e+10,2.837e+0
236.3,1.098e+10,,1.098e+10,1.024e+1
236.4,1.036e+10,,1.036e+10,3.382e+1
236.5,9.670e+9,,9.670e+9,1.023e+2
236.6,8.997e+9,,8.997e+9,2.830e+2
236.7,8.401e+9,,8.401e+9,7.169e+2
236.8,7.941e+9,,7.941e+9,1.662e+3
236.9,7.673e+9,,7.673e+9,3.527e+3
237,7.636e+9,,7.636e+9,6.850e+3
237.1,7.846e+9,,7.846e+9,1.218e+4
237.2,8.307e+9,,8.307e+9,1.981e+4
237.3,9.049e+9,,9.049e+9,2.951e+4
237.4,1.017e+10,,1.017e+10,4.023e+4
237.5,1.188e+10,,1.188e+10,5.020e+4
237.6,1.444e+10,,1.444e+10,5.735e+4
237.7,1.804e+10,,1.804e+10,6.002e+4
237.8,2.262e+10,,2.262e+10,5.764e+4
237.9,2.773e+10,,2.773e+10,5.106e+4
238,3.252e+10,,3.252e+10,4.242e+4
238.1,3.596e+10,,3.596e+10,3.454e+4
238.2,3.721e+10,,3.721e+10,3.041e+4
238.3,3.599e+10,,3.599e+10,3.261e+4
238.4,3.265e+10,,3.265e+10,4.295e+4
238.5,2.807e+10,,2.807e+10,6.196e+4
238.6,2.328e+10,,2.328e+10,8.832e+4
238.7,1.914e+10,,1.914e+10,1.184e+5
238.8,1.614e+10,,1.614e+10,1.468e+5
238.9,1.446e+10,,1.446e+10,1.672e+5
239,1.410e+10,,1.410e+10,1.746e+5
239.1,1.499e+10,,1.499e+10,1.672e+5
239.2,1.698e+10,,1.698e+10,1.467e+5
239.3,1.978e+10,,1.978e+10,1.181e+5
239.4,2.289e+10,,2.289e+10,8.753e+4
239.5,2.563e+10,,2.563e+10,6.042e+4
239.6,2.740e+10,,2.740e+10,4.027e+4
239.7,2.782e+10,,2.782e+10,2.844e+4
239.8,2.696e+10,,2.696e+10,2.473e+4
239.9,2.525e+10,,2.525e+10,2.792e+4
240,2.336e+10,,2.336e+10,3.621e+4
240.1,2.191e+10,,2.191e+10,4.731e+4
240.2,2.124e+10,,2.124e+10,5.854e+4
240.3,2.136e+10,,2.136e+10,6.716e+4
240.4,2.198e+10,,2.198e+10,7.100e+4
240.5,2.268e+10,,2.268e+10,6.905e+4
240.6,2.312e+10,,2.312e+10,6.177e+4
240.7,2.315e+10,,2.315e+10,5.083e+4
240.8,2.274e+10,4.828e-11,2.274e+10,3.850e+4
240.9,2.195e+10,5.772e-10,2.195e+10,2.685e+4
241,2.081e+10,7.434e-9,2.081e+10,1.725e+4
241.1,1.929e+10,7.709e-8,1.929e+10,1.021e+4
241.2,1.737e+10,7.378e-7,1.737e+10,5.576e+3
241.3,1.508e+10,6.520e-6,1.508e+10,2.809e+3
241.4,1.258e+10,5.322e-5,1.258e+10,1.306e+3
241.5,1.011e+10,4.014e-4,1.011e+10,5.611e+2
241.6,7.918e+9,2.799e-3,7.918e+9,2.226e+2
241.7,6.195e+9,1.805e-2,6.195e+9,8.161e+1
241.8,5.029e+9,1.077e-1,5.029e+9,2.765e+1
241.9,4.415e+9,5.948e-1,4.415e+9,8.660e+0
242,4.276e+9,3.041e+0,4.276e+9,2.506e+0
242.1,4.495e+9,1.439e+1,4.495e+9,6.704e-1
242.2,4.937e+9,6.309e+1,4.937e+9,1.656e-1
242.3,5.477e+9,2.560e+2,5.477e+9,3.779e-2
242.4,6.019e+9,9.621e+2,6.019e+9,7.969e-3
242.5,6.510e+9,3.347e+3,6.510e+9,1.622e-3
242.6,6.943e+9,1.078e+4,6.943e+9,7.341e-4
242.7,7.335e+9,3.213e+4,7.335e+9,2.576e-3
242.8,7.707e+9,8.862e+4,7.707e+9,1.289e-2
242.9,8.064e+9,2.262e+5,8.064e+9,6.038e-2
243,8.388e+9,5.341e+5,8.387e+9,2.602e-1
243.1,8.642e+9,1.167e+6,8.641e+9,1.032e+0
243.2,8.788e+9,2.361e+6,8.785e+9,3.762e+0
243.3,8.795e+9,4.423e+6,8.790e+9,1.262e+1
243.4,8.652e+9,7.676e+6,8.644e+9,3.895e+1
243.5,8.368e+9,1.235e+7,8.355e+9,1.106e+2
243.6,7.975e+9,1.846e+7,7.957e+9,2.888e+2
243.7,7.523e+9,2.562e+7,7.498e+9,6.939e+2
243.8,7.078e+9,3.311e+7,7.045e+9,1.533e+3
243.9,6.712e+9,3.988e+7,6.672e+9,3.118e+3
244,6.499e+9,4.482e+7,6.454e+9,5.831e+3
244.1,6.489e+9,4.708e+7,6.442e+9,1.003e+4
244.2,6.684e+9,4.626e+7,6.638e+9,1.588e+4
244.3,7.020e+9,4.255e+7,6.977e+9,2.312e+4
244.4,7.368e+9,3.666e+7,7.331e+9,3.096e+4
244.5,7.573e+9,2.962e+7,7.543e+9,3.815e+4
244.6,7.506e+9,2.253e+7,7.483e+9,4.323e+4
244.7,7.113e+9,1.628e+7,7.097e+9,4.508e+4
244.8,6.438e+9,1.145e+7,6.427e+9,4.323e+4
244.9,5.604e+9,8.252e+6,5.596e+9,3.815e+4
245,4.771e+9,6.614e+6,4.764e+9,3.096e+4
245.1,4.086e+9,6.284e+6,4.080e+9,2.312e+4
245.2,3.657e+9,6.971e+6,3.650e+9,1.588e+4
245.3,3.539e+9,8.418e+6,3.531e+9,1.003e+4
245.4,3.742e+9,1.045e+7,3.731e+9,5.831e+3
245.5,4.237e+9,1.295e+7,4.225e+9,3.118e+3
245.6,4.969e+9,1.588e+7,4.953e+9,1.533e+3
245.7,5.852e+9,1.919e+7,5.833e+9,6.939e+2
245.8,6.782e+9,2.285e+7,6.759e+9,2.888e+2
245.9,7.641e+9,2.673e+7,7.614e+9,1.106e+2
246,8.326e+9,3.060e+7,8.295e+9,3.895e+1
246.1,8.763e+9,3.407e+7,8.729e+9,1.262e+1
246.2,8.925e+9,3.665e+7,8.888e+9,3.762e+0
246.3,8.831e+9,3.799e+7,8.793e+9,1.032e+0
246.4,8.534e+9,3.801e+7,8.496e+9,2.602e-1
246.5,8.106e+9,3.710e+7,8.068e+9,6.037e-2
246.6,7.615e+9,3.604e+7,7.579e+9,1.289e-2
246.7,7.123e+9,3.583e+7,7.087e+9,2.531e-3
246.8,6.669e+9,3.727e+7,6.631e+9,4.571e-4
