Wavelength (nm),Sum,Fe I (4.4e-02),Fe II (9.5e-01),Fe III (2.2e-03)
246.9,1.453e+9,1.561e+8,1.297e+9,3.757e-8
247,1.391e+9,1.768e+8,1.214e+9,5.743e-9
247.1,1.341e+9,2.011e+8,1.140e+9,8.075e-10
247.2,1.298e+9,2.253e+8,1.072e+9,1.045e-10
247.3,1.261e+9,2.485e+8,1.013e+9,1.243e-11
247.4,1.240e+9,2.735e+8,9.662e+8,1.361e-12
247.5,1.248e+9,3.084e+8,9.398e+8,1.370e-13
247.6,1.305e+9,3.645e+8,9.405e+8,1.269e-14
247.7,1.425e+9,4.531e+8,9.715e+8,1.082e-15
247.8,1.610e+9,5.806e+8,1.030e+9,
247.9,1.850e+9,7.445e+8,1.106e+9,
248,2.117e+9,9.320e+8,1.185e+9,
248.1,2.378e+9,1.123e+9,1.255e+9,
248.2,2.603e+9,1.294e+9,1.309e+9,
248.3,2.780e+9,1.430e+9,1.351e+9,
248.4,2.919e+9,1.522e+9,1.397e+9,
248.5,3.050e+9,1.576e+9,1.473e+9,
248.6,3.208e+9,1.599e+9,1.609e+9,
248.7,3.420e+9,1.597e+9,1.823e+9,
248.8,3.686e+9,1.570e+9,2.116e+9,
248.9,3.971e+9,1.508e+9,2.463e+9,
249,4.218e+9,1.405e+9,2.812e+9,
249.1,4.359e+9,1.258e+9,3.101e+9,
249.2,4.344e+9,1.074e+9,3.270e+9,
249.3,4.157e+9,8.700e+8,3.287e+9,
249.4,3.825e+9,6.686e+8,3.156e+9,
249.5,3.405e+9,4.902e+8,2.915e+9,
249.6,2.967e+9,3.480e+8,2.619e+9,
249.7,2.571e+9,2.463e+8,2.324e+9,
249.8,2.247e+9,1.812e+8,2.066e+9,
249.9,2.001e+9,1.436e+8,1.857e+9,
250,1.814e+9,1.233e+8,1.690e+9,
250.1,1.661e+9,1.115e+8,1.550e+9,
250.2,1.524e+9,1.028e+8,1.421e+9,
250.3,1.391e+9,9.507e+7,1.296e+9,
250.4,1.263e+9,8.903e+7,1.174e+9,
250.5,1.150e+9,8.646e+7,1.064e+9,
250.6,1.064e+9,8.888e+7,9.752e+8,
250.7,1.016e+9,9.649e+7,9.190e+8,
250.8,1.009e+9,1.078e+8,9.008e+8,
250.9,1.037e+9,1.202e+8,9.172e+8,
251,1.087e+9,1.310e+8,9.557e+8,
251.1,1.136e+9,1.383e+8,9.976e+8,
251.2,1.167e+9,1.425e+8,1.024e+9,
251.3,1.170e+9,1.459e+8,1.024e+9,
251.4,1.149e+9,1.522e+8,9.971e+8,
251.5,1.121e+9,1.656e+8,9.556e+8,
251.6,1.109e+9,1.898e+8,9.191e+8,
251.7,1.137e+9,2.270e+8,9.096e+8,
251.8,1.223e+9,2.777e+8,9.455e+8,
251.9,1.379e+9,3.404e+8,1.038e+9,
252,1.602e+9,4.112e+8,1.191e+9,
252.1,1.880e+9,4.840e+8,1.396e+9,
252.2,2.188e+9,5.511e+8,1.637e+9,
252.3,2.492e+9,6.049e+8,1.888e+9,
252.4,2.760e+9,6.388e+8,2.121e+9,
252.5,2.961e+9,6.490e+8,2.312e+9,
252.6,3.081e+9,6.348e+8,2.446e+9,
252.7,3.123e+9,5.980e+8,2.525e+9,
252.8,3.106e+9,5.431e+8,2.562e+9,
252.9,3.062e+9,4.765e+8,2.586e+9,
253,3.029e+9,4.062e+8,2.623e+9,
253.1,3.037e+9,3.403e+8,2.697e+9,
253.2,3.108e+9,2.862e+8,2.822e+9,
253.3,3.244e+9,2.487e+8,2.995e+9,
253.4,3.429e+9,2.293e+8,3.199e+9,
253.5,3.631e+9,2.262e+8,3.405e+9,
253.6,3.810e+9,2.357e+8,3.574e+9,
253.7,3.923e+9,2.534e+8,3.670e+9,
253.8,3.938e+9,2.752e+8,3.663e+9,
253.9,3.841e+9,2.976e+8,3.544e+9,
254,3.642e+9,3.176e+8,3.324e+9,
254.1,3.369e+9,3.322e+8,3.036e+9,
254.2,3.064e+9,3.389e+8,2.725e+9,
254.3,2.772e+9,3.353e+8,2.436e+9,
254.4,2.525e+9,3.207e+8,2.204e+9,
254.5,2.340e+9,2.958e+8,2.044e+9,
254.6,2.212e+9,2.629e+8,1.950e+9,
254.7,2.120e+9,2.252e+8,1.894e+9,
254.8,2.031e+9,1.863e+8,1.845e+9,
254.9,1.916e+9,1.490e+8,1.767e+9,
255,1.758e+9,1.154e+8,1.643e+9,
255.1,1.558e+9,8.658e+7,1.471e+9,
255.2,1.334e+9,6.281e+7,1.271e+9,
255.3,1.120e+9,4.392e+7,1.076e+9,
255.4,9.573e+8,2.947e+7,9.279e+8,
255.5,8.828e+8,1.886e+7,8.639e+8,
255.6,9.261e+8,1.145e+7,9.147e+8,
255.7,1.102e+9,6.566e+6,1.096e+9,
255.8,1.405e+9,3.536e+6,1.401e+9,
255.9,1.805e+9,1.783e+6,1.803e+9,
256,2.246e+9,8.399e+5,2.245e+9,
256.1,2.655e+9,3.690e+5,2.654e+9,
256.2,2.957e+9,1.524e+5,2.957e+9,
256.3,3.093e+9,6.329e+4,3.093e+9,
256.4,3.041e+9,3.755e+4,3.041e+9,
256.5,2.817e+9,5.145e+4,2.817e+9,
256.6,2.473e+9,1.088e+5,2.472e+9,
256.7,2.074e+9,2.361e+5,2.074e+9,
256.8,1.688e+9,4.822e+5,1.687e+9,
256.9,1.361e+9,9.154e+5,1.360e+9,
257,1.117e+9,1.614e+6,1.116e+9,
257.1,9.599e+8,2.642e+6,9.573e+8,
257.2,8.770e+8,4.025e+6,8.730e+8,
257.3,8.500e+8,5.719e+6,8.443e+8,
257.4,8.611e+8,7.607e+6,8.535e+8,
257.5,8.981e+8,9.543e+6,8.886e+8,
257.6,9.588e+8,1.142e+7,9.474e+8,
257.7,1.052e+9,1.324e+7,1.038e+9,9.430e-16
257.8,1.195e+9,1.518e+7,1.180e+9,9.541e-15
257.9,1.412e+9,1.752e+7,1.394e+9,8.971e-14
258,1.720e+9,2.049e+7,1.700e+9,7.837e-13
258.1,2.122e+9,2.412e+7,2.098e+9,6.361e-12
258.2,2.593e+9,2.808e+7,2.565e+9,4.798e-11
258.3,3.079e+9,3.170e+7,3.047e+9,3.362e-10
258.4,3.508e+9,3.414e+7,3.474e+9,2.189e-9
258.5,3.807e+9,3.469e+7,3.772e+9,1.324e-8
258.6,3.929e+9,3.302e+7,3.896e+9,7.445e-8
258.7,3.879e+9,2.933e+7,3.849e+9,3.889e-7
258.8,3.715e+9,2.427e+7,3.691e+9,1.887e-6
258.9,3.550e+9,1.872e+7,3.532e+9,8.511e-6
259,3.529e+9,1.353e+7,3.516e+9,3.566e-5
259.1,3.803e+9,9.310e+6,3.793e+9,1.388e-4
259.2,4.499e+9,6.387e+6,4.492e+9,5.023e-4
259.3,5.686e+9,4.807e+6,5.681e+9,1.688e-3
259.4,7.338e+9,4.442e+6,7.333e+9,5.273e-3
259.5,9.309e+9,5.070e+6,9.304e+9,1.530e-2
259.6,1.133e+10,6.425e+6,1.133e+10,4.126e-2
259.7,1.307e+10,8.232e+6,1.306e+10,1.034e-1
259.8,1.418e+10,1.024e+7,1.417e+10,2.406e-1
259.9,1.445e+10,1.226e+7,1.444e+10,5.206e-1
260,1.385e+10,1.422e+7,1.384e+10,1.047e+0
260.1,1.256e+10,1.618e+7,1.255e+10,1.955e+0
260.2,1.089e+10,1.823e+7,1.087e+10,3.396e+0
260.3,9.203e+9,2.046e+7,9.182e+9,5.484e+0
260.4,7.787e+9,2.277e+7,7.764e+9,8.241e+0
260.5,6.813e+9,2.488e+7,6.788e+9,1.153e+1
260.6,6.313e+9,2.633e+7,6.287e+9,1.507e+1
260.7,6.215e+9,2.669e+7,6.188e+9,1.843e+1
260.8,6.393e+9,2.571e+7,6.368e+9,2.122e+1
260.9,6.708e+9,2.346e+7,6.684e+9,2.321e+1
261,7.026e+9,2.033e+7,7.005e+9,2.444e+1
261.1,7.235e+9,1.689e+7,7.218e+9,2.522e+1
261.2,7.254e+9,1.376e+7,7.240e+9,2.597e+1
261.3,7.041e+9,1.142e+7,7.029e+9,2.701e+1
261.4,6.601e+9,1.009e+7,6.591e+9,2.835e+1
261.5,5.988e+9,9.757e+6,5.978e+9,2.966e+1
261.6,5.285e+9,1.024e+7,5.275e+9,3.039e+1
261.7,4.585e+9,1.128e+7,4.573e+9,2.996e+1
261.8,3.971e+9,1.262e+7,3.958e+9,2.805e+1
261.9,3.506e+9,1.407e+7,3.492e+9,2.472e+1
262,3.230e+9,1.548e+7,3.214e+9,2.040e+1
262.1,3.162e+9,1.671e+7,3.145e+9,1.572e+1
262.2,3.307e+9,1.758e+7,3.289e+9,1.129e+1
262.3,3.651e+9,1.793e+7,3.633e+9,7.542e+0
262.4,4.165e+9,1.763e+7,4.148e+9,4.688e+0
262.5,4.799e+9,1.668e+7,4.782e+9,2.710e+0
262.6,5.482e+9,1.525e+7,5.467e+9,1.457e+0
262.7,6.127e+9,1.366e+7,6.113e+9,7.281e-1
262.8,6.636e+9,1.227e+7,6.624e+9,3.383e-1
262.9,6.918e+9,1.138e+7,6.906e+9,1.461e-1
263,6.902e+9,1.116e+7,6.891e+9,5.866e-2
263.1,6.560e+9,1.158e+7,6.548e+9,2.190e-2
263.2,5.916e+9,1.246e+7,5.903e+9,7.598e-3
263.3,5.047e+9,1.350e+7,5.034e+9,2.451e-3
263.4,4.064e+9,1.439e+7,4.050e+9,7.349e-4
263.5,3.086e+9,1.488e+7,3.071e+9,2.048e-4
263.6,2.210e+9,1.483e+7,2.195e+9,5.308e-5
263.7,1.497e+9,1.431e+7,1.483e+9,1.279e-5
263.8,9.654e+8,1.347e+7,9.520e+8,2.863e-6
263.9,5.995e+8,1.255e+7,5.869e+8,5.959e-7
264,3.656e+8,1.178e+7,3.538e+8,1.153e-7
264.1,2.252e+8,1.123e+7,2.140e+8,2.074e-8
264.2,1.448e+8,1.086e+7,1.339e+8,3.469e-9
264.3,9.990e+7,1.052e+7,8.939e+7,5.392e-10
264.4,7.485e+7,1.000e+7,6.485e+7,7.792e-11
264.5,6.069e+7,9.197e+6,5.150e+7,1.047e-11
264.6,5.269e+7,8.092e+6,4.460e+7,1.307e-12
264.7,4.829e+7,6.803e+6,4.149e+7,1.517e-13
264.8,4.600e+7,5.521e+6,4.048e+7,1.637e-14
264.9,4.477e+7,4.450e+6,4.032e+7,1.642e-15
265,4.392e+7,3.739e+6,4.018e+7,
265.1,4.311e+7,3.445e+6,3.966e+7,
265.2,4.241e+7,3.528e+6,3.888e+7,
265.3,4.231e+7,3.867e+6,3.845e+7,
265.4,4.372e+7,4.296e+6,3.942e+7,
265.5,4.803e+7,4.656e+6,4.337e+7,
265.6,5.727e+7,4.835e+6,5.243e+7,
265.7,7.415e+7,4.810e+6,6.934e+7,
265.8,1.019e+8,4.652e+6,9.722e+7,
265.9,1.434e+8,4.516e+6,1.389e+8,
266,2.005e+8,4.593e+6,1.959e+8,
266.1,2.718e+8,5.057e+6,2.667e+8,
266.2,3.522e+8,6.001e+6,3.462e+8,2.484e-16
266.3,4.327e+8,7.396e+6,4.253e+8,2.327e-15
266.4,5.016e+8,9.075e+6,4.925e+8,2.043e-14
266.5,5.471e+8,1.076e+7,5.364e+8,1.668e-13
266.6,5.610e+8,1.214e+7,5.488e+8,1.272e-12
266.7,5.404e+8,1.293e+7,5.275e+8,9.054e-12
266.8,4.892e+8,1.301e+7,4.762e+8,6.017e-11
266.9,4.166e+8,1.242e+7,4.041e+8,3.733e-10
267,3.341e+8,1.141e+7,3.227e+8,2.162e-9
267.1,2.534e+8,1.034e+7,2.430e+8,1.169e-8
267.2,1.830e+8,9.622e+6,1.733e+8,5.905e-8
267.3,1.278e+8,9.575e+6,1.182e+8,2.784e-7
267.4,8.927e+7,1.034e+7,7.892e+7,1.226e-6
267.5,6.623e+7,1.185e+7,5.438e+7,5.040e-6
267.6,5.644e+7,1.378e+7,4.266e+7,1.935e-5
267.7,5.749e+7,1.570e+7,4.179e+7,6.939e-5
267.8,6.737e+7,1.713e+7,5.024e+7,2.324e-4
267.9,8.440e+7,1.771e+7,6.669e+7,7.271e-4
268,1.069e+8,1.734e+7,8.960e+7,2.125e-3
268.1,1.329e+8,1.614e+7,1.167e+8,5.804e-3
268.2,1.595e+8,1.448e+7,1.450e+8,1.481e-2
268.3,1.837e+8,1.282e+7,1.709e+8,3.532e-2
268.4,2.028e+8,1.152e+7,1.913e+8,7.874e-2
268.5,2.153e+8,1.079e+7,2.045e+8,1.641e-1
268.6,2.215e+8,1.061e+7,2.109e+8,3.200e-1
268.7,2.236e+8,1.075e+7,2.129e+8,5.839e-1
268.8,2.246e+8,1.089e+7,2.137e+8,9.970e-1
268.9,2.268e+8,1.075e+7,2.161e+8,1.594e+0
269,2.313e+8,1.013e+7,2.211e+8,2.389e+0
269.1,2.366e+8,9.032e+6,2.275e+8,3.358e+0
269.2,2.399e+8,7.584e+6,2.323e+8,4.432e+0
269.3,2.382e+8,6.005e+6,2.322e+8,5.497e+0
269.4,2.299e+8,4.533e+6,2.253e+8,6.420e+0
269.5,2.156e+8,3.368e+6,2.122e+8,7.074e+0
269.6,1.984e+8,2.651e+6,1.958e+8,7.375e+0
269.7,1.828e+8,2.470e+6,1.803e+8,7.299e+0
269.8,1.734e+8,2.890e+6,1.705e+8,6.891e+0
269.9,1.736e+8,3.972e+6,1.696e+8,6.242e+0
270,1.845e+8,5.774e+6,1.787e+8,5.464e+0
270.1,2.050e+8,8.328e+6,1.967e+8,4.663e+0
270.2,2.325e+8,1.160e+7,2.209e+8,3.917e+0
270.3,2.640e+8,1.543e+7,2.485e+8,3.269e+0
270.4,2.980e+8,1.955e+7,2.784e+8,2.730e+0
270.5,3.355e+8,2.361e+7,3.119e+8,2.291e+0
270.6,3.803e+8,2.730e+7,3.530e+8,1.931e+0
270.7,4.378e+8,3.052e+7,4.073e+8,1.630e+0
270.8,5.126e+8,3.363e+7,4.789e+8,1.368e+0
270.9,6.062e+8,3.760e+7,5.686e+8,1.135e+0
271,7.149e+8,4.413e+7,6.708e+8,9.218e-1
271.1,8.293e+8,5.552e+7,7.738e+8,7.287e-1
271.2,9.360e+8,7.429e+7,8.617e+8,5.567e-1
271.3,1.021e+9,1.025e+8,9.180e+8,4.086e-1
271.4,1.072e+9,1.410e+8,9.311e+8,2.866e-1
271.5,1.086e+9,1.883e+8,8.975e+8,1.913e-1
271.6,1.064e+9,2.405e+8,8.236e+8,1.210e-1
271.7,1.015e+9,2.913e+8,7.241e+8,7.238e-2
271.8,9.526e+8,3.335e+8,6.191e+8,4.081e-2
271.9,8.891e+8,3.603e+8,5.289e+8,2.165e-2
272,8.378e+8,3.672e+8,4.706e+8,1.079e-2
272.1,8.087e+8,3.536e+8,4.551e+8,5.050e-3
272.2,8.082e+8,3.222e+8,4.860e+8,2.216e-3
272.3,8.377e+8,2.788e+8,5.589e+8,9.113e-4
272.4,8.927e+8,2.302e+8,6.625e+8,3.510e-4
272.5,9.631e+8,1.832e+8,7.799e+8,1.266e-4
272.6,1.035e+9,1.429e+8,8.924e+8,4.274e-5
272.7,1.096e+9,1.126e+8,9.834e+8,1.350e-5
272.8,1.138e+9,9.385e+7,1.044e+9,3.991e-6
272.9,1.164e+9,8.628e+7,1.078e+9,1.104e-6
273,1.191e+9,8.843e+7,1.103e+9,2.855e-7
273.1,1.248e+9,9.784e+7,1.151e+9,6.908e-8
273.2,1.373e+9,1.115e+8,1.261e+9,1.563e-8
273.3,1.602e+9,1.262e+8,1.476e+9,3.308e-9
273.4,1.965e+9,1.392e+8,1.826e+9,6.548e-10
273.5,2.471e+9,1.484e+8,2.323e+9,1.212e-10
273.6,3.109e+9,1.530e+8,2.956e+9,2.097e-11
273.7,3.844e+9,1.532e+8,3.690e+9,3.394e-12
273.8,4.628e+9,1.501e+8,4.477e+9,5.135e-13
273.9,5.413e+9,1.449e+8,5.268e+9,7.265e-14
274,6.165e+9,1.387e+8,6.026e+9,9.608e-15
274.1,6.869e+9,1.318e+8,6.737e+9,1.188e-15
274.2,7.528e+9,1.244e+8,7.404e+9,1.373e-16
274.3,8.149e+9,1.163e+8,8.033e+9,1.230e-17
274.4,8.724e+9,1.075e+8,8.617e+9,
274.5,9.222e+9,9.857e+7,9.123e+9,
274.6,9.588e+9,8.987e+7,9.498e+9,
274.7,9.763e+9,8.197e+7,9.681e+9,
274.8,9.708e+9,7.514e+7,9.633e+9,
274.9,9.426e+9,6.930e+7,9.357e+9,
275,8.964e+9,6.419e+7,8.900e+9,
275.1,8.401e+9,5.947e+7,8.342e+9,
275.2,7.815e+9,5.497e+7,7.760e+9,
275.3,7.258e+9,5.070e+7,7.208e+9,
275.4,6.738e+9,4.681e+7,6.691e+9,
275.5,6.224e+9,4.344e+7,6.180e+9,
275.6,5.669e+9,4.069e+7,5.628e+9,
275.7,5.038e+9,3.853e+7,5.000e+9,
275.8,4.330e+9,3.685e+7,4.293e+9,
275.9,3.577e+9,3.550e+7,3.542e+9,
276,2.838e+9,3.434e+7,2.804e+9,
276.1,2.174e+9,3.325e+7,2.140e+9,
276.2,1.631e+9,3.214e+7,1.599e+9,
276.3,1.232e+9,3.100e+7,1.201e+9,
276.4,9.688e+8,2.981e+7,9.390e+8,
276.5,8.167e+8,2.855e+7,7.882e+8,
276.6,7.391e+8,2.719e+7,7.120e+8,
276.7,6.994e+8,2.564e+7,6.738e+8,
276.8,6.680e+8,2.382e+7,6.442e+8,
276.9,6.268e+8,2.172e+7,6.050e+8,
277,5.693e+8,1.941e+7,5.498e+8,
277.1,4.991e+8,1.709e+7,4.820e+8,
277.2,4.256e+8,1.503e+7,4.106e+8,
277.3,3.599e+8,1.348e+7,3.464e+8,
277.4,3.105e+8,1.258e+7,2.979e+8,
277.5,2.818e+8,1.236e+7,2.695e+8,
277.6,2.737e+8,1.274e+7,2.609e+8,
277.7,2.824e+8,1.363e+7,2.688e+8,
277.8,3.026e+8,1.504e+7,2.876e+8,
277.9,3.285e+8,1.716e+7,3.113e+8,
278,3.550e+8,2.041e+7,3.346e+8,
278.1,3.779e+8,2.528e+7,3.526e+8,
278.2,3.940e+8,3.216e+7,3.618e+8,
278.3,4.005e+8,4.110e+7,3.594e+8,
278.4,3.957e+8,5.156e+7,3.442e+8,
278.5,3.791e+8,6.241e+7,3.167e+8,
278.6,3.514e+8,7.202e+7,2.794e+8,
278.7,3.152e+8,7.870e+7,2.365e+8,
278.8,2.740e+8,8.111e+7,1.929e+8,
278.9,2.318e+8,7.866e+7,1.532e+8,
279,1.924e+8,7.170e+7,1.207e+8,
279.1,1.583e+8,6.140e+7,9.694e+7,
279.2,1.309e+8,4.941e+7,8.148e+7,
279.3,1.101e+8,3.741e+7,7.268e+7,
279.4,9.502e+7,2.676e+7,6.826e+7,
279.5,8.431e+7,1.831e+7,6.600e+7,
279.6,7.651e+7,1.238e+7,6.414e+7,
279.7,7.044e+7,8.900e+6,6.154e+7,
279.8,6.528e+7,7.605e+6,5.768e+7,
279.9,6.064e+7,8.137e+6,5.251e+7,
280,5.645e+7,1.013e+7,4.631e+7,
280.1,5.280e+7,1.323e+7,3.957e+7,
280.2,4.987e+7,1.705e+7,3.282e+7,
280.3,4.780e+7,2.123e+7,2.657e+7,
280.4,4.663e+7,2.539e+7,2.124e+7,
280.5,4.630e+7,2.927e+7,1.703e+7,
280.6,4.671e+7,3.274e+7,1.397e+7,
280.7,4.771e+7,3.579e+7,1.192e+7,
280.8,4.911e+7,3.847e+7,1.064e+7,
280.9,5.065e+7,4.082e+7,9.830e+6,
281,5.196e+7,4.271e+7,9.247e+6,
281.1,5.259e+7,4.388e+7,8.717e+6,
281.2,5.211e+7,4.396e+7,8.155e+6,
281.3,5.021e+7,4.266e+7,7.549e+6,
281.4,4.684e+7,3.991e+7,6.930e+6,
281.5,4.230e+7,3.596e+7,6.333e+6,
281.6,3.716e+7,3.137e+7,5.790e+6,
281.7,3.216e+7,2.682e+7,5.336e+6,
281.8,2.805e+7,2.301e+7,5.037e+6,
281.9,2.544e+7,2.041e+7,5.033e+6,
282,2.476e+7,1.918e+7,5.577e+6,
282.1,2.627e+7,1.920e+7,7.063e+6,
282.2,3.017e+7,2.013e+7,1.004e+7,
282.3,3.670e+7,2.154e+7,1.516e+7,
282.4,4.621e+7,2.305e+7,2.315e+7,3.758e-19
282.5,5.903e+7,2.441e+7,3.463e+7,7.388e-18
282.6,7.543e+7,2.550e+7,4.993e+7,5.731e-17
282.7,9.527e+7,2.635e+7,6.892e+7,4.182e-16
282.8,1.179e+8,2.700e+7,9.091e+7,2.871e-15
282.9,1.421e+8,2.746e+7,1.146e+8,1.854e-14
283,1.661e+8,2.766e+7,1.384e+8,1.126e-13
283.1,1.881e+8,2.749e+7,1.607e+8,6.435e-13
283.2,2.069e+8,2.684e+7,1.800e+8,3.459e-12
283.3,2.216e+8,2.569e+7,1.959e+8,1.749e-11
283.4,2.324e+8,2.414e+7,2.083e+8,8.318e-11
283.5,2.400e+8,2.244e+7,2.176e+8,3.722e-10
283.6,2.453e+8,2.090e+7,2.244e+8,1.566e-9
283.7,2.489e+8,1.982e+7,2.291e+8,6.201e-9
283.8,2.507e+8,1.941e+7,2.313e+8,2.309e-8
283.9,2.502e+8,1.974e+7,2.305e+8,8.090e-8
284,2.467e+8,2.069e+7,2.260e+8,2.666e-7
284.1,2.397e+8,2.201e+7,2.177e+8,8.264e-7
284.2,2.292e+8,2.334e+7,2.059e+8,2.410e-6
284.3,2.158e+8,2.436e+7,1.915e+8,6.610e-6
284.4,2.007e+8,2.484e+7,1.759e+8,1.706e-5
284.5,1.851e+8,2.471e+7,1.604e+8,4.140e-5
284.6,1.700e+8,2.408e+7,1.459e+8,9.453e-5
284.7,1.563e+8,2.317e+7,1.332e+8,2.030e-4
284.8,1.448e+8,2.219e+7,1.226e+8,4.102e-4
284.9,1.360e+8,2.127e+7,1.147e+8,7.796e-4
285,1.306e+8,2.040e+7,1.102e+8,1.394e-3
285.1,1.289e+8,1.945e+7,1.095e+8,2.344e-3
285.2,1.312e+8,1.822e+7,1.129e+8,3.708e-3
285.3,1.367e+8,1.659e+7,1.201e+8,5.518e-3
285.4,1.442e+8,1.452e+7,1.296e+8,7.724e-3
285.5,1.514e+8,1.214e+7,1.393e+8,1.017e-2
285.6,1.560e+8,9.636e+6,1.464e+8,1.260e-2
285.7,1.559e+8,7.236e+6,1.486e+8,1.468e-2
285.8,1.497e+8,5.129e+6,1.446e+8,1.609e-2
285.9,1.376e+8,3.427e+6,1.342e+8,1.659e-2
286,1.208e+8,2.156e+6,1.187e+8,1.609e-2
286.1,1.016e+8,1.277e+6,1.003e+8,1.468e-2
286.2,8.252e+7,7.114e+5,8.181e+7,1.260e-2
286.3,6.612e+7,3.729e+5,6.575e+7,1.017e-2
286.4,5.433e+7,1.838e+5,5.414e+7,7.724e-3
286.5,4.830e+7,8.521e+4,4.822e+7,5.518e-3
286.6,4.844e+7,3.715e+4,4.840e+7,3.708e-3
286.7,5.438e+7,1.524e+4,5.437e+7,2.344e-3
286.8,6.513e+7,5.885e+3,6.512e+7,1.394e-3
286.9,7.910e+7,2.166e+3,7.910e+7,7.796e-4
287,9.430e+7,8.370e+2,9.430e+7,4.102e-4
287.1,1.085e+8,5.497e+2,1.085e+8,2.030e-4
287.2,1.197e+8,9.250e+2,1.197e+8,9.453e-5
287.3,1.263e+8,2.194e+3,1.263e+8,4.140e-5
287.4,1.278e+8,5.219e+3,1.278e+8,1.706e-5
287.5,1.244e+8,1.180e+4,1.244e+8,6.610e-6
287.6,1.173e+8,2.518e+4,1.173e+8,2.410e-6
287.7,1.084e+8,5.078e+4,1.084e+8,8.264e-7
287.8,9.939e+7,9.679e+4,9.930e+7,2.666e-7
287.9,9.165e+7,1.746e+5,9.148e+7,8.090e-8
288,8.584e+7,2.985e+5,8.554e+7,2.309e-8
288.1,8.182e+7,4.847e+5,8.134e+7,6.201e-9
288.2,7.887e+7,7.494e+5,7.812e+7,1.566e-9
288.3,7.597e+7,1.107e+6,7.486e+7,3.722e-10
288.4,7.226e+7,1.568e+6,7.069e+7,8.318e-11
288.5,6.732e+7,2.139e+6,6.518e+7,1.749e-11
288.6,6.132e+7,2.824e+6,5.850e+7,3.459e-12
288.7,5.496e+7,3.625e+6,5.133e+7,6.435e-13
288.8,4.921e+7,4.538e+6,4.467e+7,1.126e-13
288.9,4.504e+7,5.556e+6,3.948e+7,1.854e-14
289,4.306e+7,6.659e+6,3.640e+7,2.871e-15
289.1,4.341e+7,7.809e+6,3.560e+7,4.182e-16
289.2,4.563e+7,8.950e+6,3.668e+7,5.731e-17
289.3,4.884e+7,1.002e+7,3.883e+7,7.388e-18
289.4,5.197e+7,1.094e+7,4.103e+7,8.958e-19
289.5,5.398e+7,1.165e+7,4.232e+7,
289.6,5.413e+7,1.213e+7,4.200e+7,
289.7,5.214e+7,1.236e+7,3.979e+7,
289.8,4.818e+7,1.234e+7,3.584e+7,
289.9,4.276e+7,1.212e+7,3.064e+7,
290,3.658e+7,1.171e+7,2.487e+7,
290.1,3.037e+7,1.118e+7,1.918e+7,
290.2,2.468e+7,1.057e+7,1.411e+7,
290.3,1.990e+7,9.934e+6,9.966e+6,
290.4,1.616e+7,9.314e+6,6.841e+6,
290.5,1.342e+7,8.753e+6,4.664e+6,
290.6,1.154e+7,8.277e+6,3.265e+6,
290.7,1.035e+7,7.909e+6,2.439e+6,
290.8,9.680e+6,7.682e+6,1.997e+6,
290.9,9.449e+6,7.661e+6,1.787e+6,
291,9.651e+6,7.945e+6,1.706e+6,
291.1,1.036e+7,8.663e+6,1.699e+6,
291.2,1.170e+7,9.944e+6,1.761e+6,
291.3,1.382e+7,1.188e+7,1.940e+6,
291.4,1.683e+7,1.448e+7,2.352e+6,
291.5,2.085e+7,1.766e+7,3.198e+6,
291.6,2.603e+7,2.124e+7,4.791e+6,
291.7,3.255e+7,2.498e+7,7.564e+6,
291.8,4.070e+7,2.865e+7,1.205e+7,
291.9,5.082e+7,3.199e+7,1.883e+7,
292,6.319e+7,3.486e+7,2.833e+7,
292.1,7.781e+7,3.712e+7,4.070e+7,
292.2,9.425e+7,3.873e+7,5.552e+7,
292.3,1.114e+8,3.968e+7,7.174e+7,
292.4,1.277e+8,4.000e+7,8.766e+7,
292.5,1.410e+8,3.976e+7,1.012e+8,
292.6,1.494e+8,3.907e+7,1.103e+8,
292.7,1.515e+8,3.804e+7,1.135e+8,
292.8,1.471e+8,3.685e+7,1.103e+8,
292.9,1.368e+8,3.571e+7,1.011e+8,
293,1.225e+8,3.486e+7,8.763e+7,
293.1,1.065e+8,3.452e+7,7.195e+7,
293.2,9.110e+7,3.479e+7,5.631e+7,
293.3,7.832e+7,3.564e+7,4.268e+7,
293.4,6.931e+7,3.681e+7,3.250e+7,
293.5,6.456e+7,3.791e+7,2.664e+7,
293.6,6.405e+7,3.848e+7,2.556e+7,
293.7,6.758e+7,3.818e+7,2.939e+7,
293.8,7.498e+7,3.693e+7,3.806e+7,
293.9,8.622e+7,3.495e+7,5.127e+7,
294,1.013e+8,3.280e+7,6.849e+7,
294.1,1.200e+8,3.114e+7,8.882e+7,
294.2,1.416e+8,3.061e+7,1.110e+8,
294.3,1.651e+8,3.162e+7,1.335e+8,
294.4,1.889e+8,3.422e+7,1.546e+8,
294.5,2.109e+8,3.811e+7,1.728e+8,
294.6,2.295e+8,4.274e+7,1.867e+8,
294.7,2.431e+8,4.746e+7,1.957e+8,
294.8,2.510e+8,5.170e+7,1.993e+8,
294.9,2.532e+8,5.509e+7,1.981e+8,
295,2.499e+8,5.749e+7,1.925e+8,
295.1,2.421e+8,5.893e+7,1.832e+8,
295.2,2.305e+8,5.955e+7,1.710e+8,
295.3,2.158e+8,5.949e+7,1.563e+8,
295.4,1.984e+8,5.888e+7,1.396e+8,
