Wavelength (nm),Sum,Cu I (8.1e-01),Cu II (1.9e-01)
473.3,6.538e-10,6.538e-10,
478.4,1.182e-14,,1.182e-14
478.45,4.071e-14,,4.071e-14
478.5,1.372e-13,,1.372e-13
478.56,5.733e-13,,5.733e-13
478.61,1.843e-12,,1.843e-12
478.66,5.798e-12,,5.798e-12
478.71,1.785e-11,,1.785e-11
478.76,5.379e-11,,5.379e-11
478.81,1.586e-10,,1.586e-10
478.86,4.577e-10,,4.577e-10
478.91,1.293e-9,,1.293e-9
478.96,3.573e-9,,3.573e-9
479.01,9.665e-9,,9.665e-9
479.06,2.558e-8,,2.558e-8
479.11,6.628e-8,,6.628e-8
479.16,1.680e-7,,1.680e-7
479.21,4.169e-7,,4.169e-7
479.26,1.012e-6,,1.012e-6
479.31,2.406e-6,,2.406e-6
479.36,5.594e-6,,5.594e-6
479.41,1.273e-5,,1.273e-5
479.46,2.836e-5,,2.836e-5
479.51,6.182e-5,,6.182e-5
479.56,1.319e-4,,1.319e-4
479.61,2.753e-4,,2.753e-4
479.66,5.624e-4,,5.624e-4
479.71,1.125e-3,,1.125e-3
479.76,2.200e-3,,2.200e-3
479.81,4.214e-3,,4.214e-3
479.86,7.897e-3,,7.897e-3
479.91,1.448e-2,,1.448e-2
479.96,2.600e-2,,2.600e-2
480.01,4.567e-2,,4.567e-2
480.06,7.850e-2,,7.850e-2
480.11,1.321e-1,,1.321e-1
480.16,2.174e-1,,2.174e-1
480.21,3.504e-1,,3.504e-1
480.26,5.525e-1,,5.525e-1
480.31,8.526e-1,,8.526e-1
480.36,1.288e+0,,1.288e+0
480.41,1.903e+0,,1.903e+0
480.46,2.753e+0,,2.753e+0
480.51,3.896e+0,,3.896e+0
480.56,5.398e+0,,5.398e+0
480.61,7.318e+0,,7.318e+0
480.66,9.709e+0,,9.709e+0
480.71,1.261e+1,,1.261e+1
480.76,1.602e+1,,1.602e+1
480.81,1.992e+1,,1.992e+1
480.86,2.425e+1,,2.425e+1
480.91,2.888e+1,,2.888e+1
480.96,3.366e+1,,3.366e+1
481.01,3.840e+1,,3.840e+1
481.06,4.287e+1,,4.287e+1
481.11,4.683e+1,,4.683e+1
481.16,5.008e+1,,5.008e+1
481.21,5.240e+1,,5.240e+1
481.26,5.366e+1,,5.366e+1
481.31,5.377e+1,,5.377e+1
481.36,5.274e+1,,5.274e+1
481.41,5.062e+1,,5.062e+1
481.46,4.755e+1,,4.755e+1
481.51,4.371e+1,,4.371e+1
481.56,3.932e+1,,3.932e+1
481.61,3.462e+1,,3.462e+1
481.66,2.983e+1,,2.983e+1
481.71,2.515e+1,,2.515e+1
481.76,2.076e+1,,2.076e+1
481.81,1.676e+1,,1.676e+1
481.86,1.325e+1,,1.325e+1
481.91,1.025e+1,,1.025e+1
481.96,7.757e+0,,7.757e+0
482.01,5.746e+0,,5.746e+0
482.06,4.166e+0,,4.166e+0
482.11,2.956e+0,,2.956e+0
482.16,2.052e+0,,2.052e+0
482.21,1.395e+0,,1.395e+0
482.26,9.274e-1,,9.274e-1
482.31,6.036e-1,,6.036e-1
482.36,3.844e-1,,3.844e-1
482.41,2.396e-1,,2.396e-1
482.46,1.462e-1,,1.462e-1
482.51,8.726e-2,,8.726e-2
482.56,5.098e-2,,5.098e-2
482.61,2.915e-2,,2.915e-2
482.66,1.631e-2,,1.631e-2
482.71,8.931e-3,,8.931e-3
482.76,4.786e-3,,4.786e-3
482.81,2.510e-3,,2.510e-3
482.86,1.288e-3,,1.288e-3
482.91,6.472e-4,,6.472e-4
482.96,3.182e-4,,3.182e-4
483.01,1.532e-4,,1.532e-4
483.06,7.241e-5,,7.241e-5
483.11,3.405e-5,,3.405e-5
483.16,1.697e-5,,1.697e-5
483.21,1.117e-5,,1.117e-5
483.26,1.308e-5,,1.308e-5
483.31,2.360e-5,,2.360e-5
483.36,4.854e-5,,4.854e-5
483.41,1.011e-4,,1.011e-4
483.46,2.075e-4,,2.075e-4
483.51,4.177e-4,,4.177e-4
483.56,8.233e-4,,8.233e-4
483.61,1.589e-3,,1.589e-3
483.66,3.003e-3,,3.003e-3
483.71,5.556e-3,,5.556e-3
483.76,1.007e-2,,1.007e-2
483.81,1.786e-2,,1.786e-2
483.86,3.104e-2,,3.104e-2
483.91,5.282e-2,,5.282e-2
483.96,8.803e-2,,8.803e-2
484.01,1.437e-1,,1.437e-1
484.06,2.298e-1,,2.298e-1
484.11,3.600e-1,,3.600e-1
484.16,5.525e-1,,5.525e-1
484.21,8.308e-1,,8.308e-1
484.26,1.225e+0,,1.225e+0
484.31,1.769e+0,,1.769e+0
484.36,2.505e+0,,2.505e+0
484.41,3.479e+0,,3.479e+0
484.46,4.738e+0,,4.738e+0
484.51,6.330e+0,,6.330e+0
484.56,8.299e+0,,8.299e+0
484.61,1.068e+1,,1.068e+1
484.66,1.350e+1,,1.350e+1
484.71,1.675e+1,,1.675e+1
484.76,2.043e+1,,2.043e+1
484.81,2.449e+1,,2.449e+1
484.86,2.887e+1,,2.887e+1
484.91,3.348e+1,,3.348e+1
484.96,3.820e+1,,3.820e+1
485.01,4.291e+1,,4.291e+1
485.06,4.745e+1,,4.745e+1
485.11,5.168e+1,,5.168e+1
485.16,5.543e+1,,5.543e+1
485.21,5.857e+1,,5.857e+1
485.26,6.096e+1,,6.096e+1
485.31,6.250e+1,,6.250e+1
485.36,6.310e+1,,6.310e+1
485.41,6.272e+1,,6.272e+1
485.46,6.138e+1,,6.138e+1
485.51,5.910e+1,,5.910e+1
485.56,5.598e+1,,5.598e+1
485.61,5.215e+1,,5.215e+1
485.66,4.775e+1,,4.775e+1
485.71,4.297e+1,,4.297e+1
485.76,3.798e+1,,3.798e+1
485.81,3.296e+1,,3.296e+1
485.86,2.808e+1,,2.808e+1
485.91,2.348e+1,,2.348e+1
485.96,1.926e+1,,1.926e+1
486.01,1.549e+1,,1.549e+1
486.06,1.222e+1,,1.222e+1
486.11,9.451e+0,,9.451e+0
486.16,7.165e+0,,7.165e+0
486.21,5.323e+0,,5.323e+0
486.26,3.875e+0,,3.875e+0
486.31,2.764e+0,,2.764e+0
486.36,1.932e+0,,1.932e+0
486.41,1.322e+0,,1.322e+0
486.46,8.866e-1,,8.866e-1
486.51,5.823e-1,,5.823e-1
486.56,3.745e-1,,3.745e-1
486.61,2.359e-1,,2.359e-1
486.66,1.455e-1,,1.455e-1
486.71,8.789e-2,,8.789e-2
486.76,5.199e-2,,5.199e-2
486.81,3.011e-2,,3.011e-2
486.86,1.707e-2,,1.707e-2
486.91,9.480e-3,,9.480e-3
486.96,5.154e-3,,5.154e-3
487.01,2.743e-3,,2.743e-3
487.06,1.430e-3,,1.430e-3
487.11,7.296e-4,,7.296e-4
487.16,3.645e-4,,3.645e-4
487.21,1.783e-4,,1.783e-4
487.26,8.537e-5,,8.537e-5
487.31,4.002e-5,,4.002e-5
487.36,1.837e-5,,1.837e-5
487.41,8.256e-6,,8.256e-6
487.46,3.632e-6,,3.632e-6
487.51,1.565e-6,,1.565e-6
487.56,6.598e-7,,6.598e-7
487.61,2.725e-7,,2.725e-7
487.66,1.105e-7,,1.105e-7
487.71,4.461e-8,,4.461e-8
487.76,1.971e-8,,1.971e-8
487.81,1.394e-8,,1.394e-8
487.86,2.206e-8,,2.206e-8
487.91,5.117e-8,,5.117e-8
487.96,1.263e-7,,1.263e-7
488.01,3.090e-7,,3.090e-7
488.06,7.420e-7,,7.420e-7
488.11,1.745e-6,,1.745e-6
488.16,4.021e-6,,4.021e-6
488.21,9.073e-6,,9.073e-6
488.26,2.005e-5,,2.005e-5
488.31,4.340e-5,,4.340e-5
488.36,9.199e-5,,9.199e-5
488.41,1.910e-4,,1.910e-4
488.46,3.884e-4,,3.884e-4
488.51,7.735e-4,,7.735e-4
488.56,1.509e-3,,1.509e-3
488.61,2.882e-3,,2.882e-3
488.66,5.393e-3,,5.393e-3
488.71,9.883e-3,,9.883e-3
488.76,1.774e-2,,1.774e-2
488.81,3.118e-2,,3.118e-2
488.86,5.369e-2,,5.369e-2
488.91,9.054e-2,,9.054e-2
488.96,1.495e-1,,1.495e-1
489.01,2.419e-1,,2.419e-1
489.06,3.834e-1,,3.834e-1
489.11,5.950e-1,,5.950e-1
489.16,9.046e-1,,9.046e-1
489.21,1.347e+0,,1.347e+0
489.26,1.965e+0,,1.965e+0
489.31,2.809e+0,,2.809e+0
489.36,3.933e+0,,3.933e+0
489.41,5.397e+0,,5.397e+0
489.46,7.257e+0,,7.257e+0
489.51,9.564e+0,,9.564e+0
489.56,1.236e+1,,1.236e+1
489.61,1.566e+1,,1.566e+1
489.66,1.947e+1,,1.947e+1
489.71,2.377e+1,,2.377e+1
489.76,2.851e+1,,2.851e+1
489.81,3.362e+1,,3.362e+1
489.86,3.905e+1,,3.905e+1
489.91,4.473e+1,,4.473e+1
489.96,5.065e+1,,5.065e+1
490.01,5.682e+1,,5.682e+1
490.06,6.332e+1,,6.332e+1
490.11,7.034e+1,,7.034e+1
490.16,7.811e+1,,7.811e+1
490.21,8.695e+1,,8.695e+1
490.26,9.721e+1,,9.721e+1
490.31,1.093e+2,,1.093e+2
490.36,1.235e+2,,1.235e+2
490.41,1.400e+2,,1.400e+2
490.46,1.590e+2,,1.590e+2
490.51,1.802e+2,,1.802e+2
490.56,2.035e+2,,2.035e+2
490.61,2.281e+2,,2.281e+2
490.66,2.532e+2,,2.532e+2
490.71,2.779e+2,,2.779e+2
490.76,3.010e+2,,3.010e+2
490.81,3.215e+2,,3.215e+2
490.86,3.384e+2,,3.384e+2
490.91,3.508e+2,,3.508e+2
490.96,3.583e+2,,3.583e+2
491.01,3.608e+2,,3.608e+2
491.06,3.585e+2,,3.585e+2
491.11,3.519e+2,,3.519e+2
491.16,3.421e+2,,3.421e+2
491.21,3.300e+2,,3.300e+2
491.26,3.169e+2,,3.169e+2
491.31,3.038e+2,,3.038e+2
491.36,2.918e+2,,2.918e+2
491.41,2.815e+2,,2.815e+2
491.46,2.734e+2,,2.734e+2
491.51,2.674e+2,,2.674e+2
491.56,2.632e+2,,2.632e+2
491.61,2.604e+2,,2.604e+2
491.66,2.582e+2,,2.582e+2
491.71,2.557e+2,,2.557e+2
491.76,2.522e+2,,2.522e+2
491.81,2.470e+2,,2.470e+2
491.86,2.397e+2,,2.397e+2
491.91,2.300e+2,,2.300e+2
491.96,2.180e+2,,2.180e+2
492.01,2.040e+2,,2.040e+2
492.06,1.887e+2,,1.887e+2
492.11,1.726e+2,,1.726e+2
492.16,1.567e+2,,1.567e+2
492.21,1.417e+2,,1.417e+2
492.26,1.285e+2,,1.285e+2
492.31,1.177e+2,,1.177e+2
492.36,1.098e+2,,1.098e+2
492.41,1.055e+2,,1.055e+2
492.46,1.049e+2,,1.049e+2
492.51,1.081e+2,,1.081e+2
492.56,1.152e+2,,1.152e+2
492.61,1.260e+2,,1.260e+2
492.66,1.401e+2,,1.401e+2
492.71,1.571e+2,,1.571e+2
492.76,1.764e+2,,1.764e+2
492.81,1.971e+2,,1.971e+2
492.86,2.183e+2,,2.183e+2
492.91,2.390e+2,,2.390e+2
492.96,2.581e+2,,2.581e+2
493.01,2.747e+2,,2.747e+2
493.06,2.877e+2,,2.877e+2
493.11,2.964e+2,,2.964e+2
493.16,3.003e+2,,3.003e+2
493.21,2.992e+2,,2.992e+2
493.26,2.931e+2,,2.931e+2
493.31,2.825e+2,,2.825e+2
493.36,2.679e+2,,2.679e+2
493.41,2.502e+2,,2.502e+2
493.46,2.302e+2,,2.302e+2
493.51,2.089e+2,,2.089e+2
493.56,1.871e+2,,1.871e+2
493.61,1.656e+2,,1.656e+2
493.66,1.450e+2,,1.450e+2
493.71,1.257e+2,,1.257e+2
493.76,1.080e+2,,1.080e+2
493.81,9.206e+1,,9.206e+1
493.86,7.786e+1,,7.786e+1
493.91,6.536e+1,,6.536e+1
493.96,5.447e+1,,5.447e+1
494.01,4.506e+1,,4.506e+1
494.06,3.700e+1,,3.700e+1
494.11,3.020e+1,,3.020e+1
494.16,2.455e+1,,2.455e+1
494.21,2.001e+1,,2.001e+1
494.26,1.652e+1,,1.652e+1
494.31,1.409e+1,,1.409e+1
494.36,1.277e+1,,1.277e+1
494.41,1.262e+1,,1.262e+1
494.46,1.377e+1,,1.377e+1
494.51,1.637e+1,,1.637e+1
494.56,2.063e+1,,2.063e+1
494.61,2.675e+1,,2.675e+1
494.66,3.497e+1,,3.497e+1
494.71,4.549e+1,,4.549e+1
494.76,5.843e+1,,5.843e+1
494.81,7.384e+1,,7.384e+1
494.86,9.163e+1,,9.163e+1
494.91,1.115e+2,,1.115e+2
494.96,1.331e+2,,1.331e+2
495.01,1.556e+2,,1.556e+2
495.06,1.784e+2,,1.784e+2
495.11,2.003e+2,,2.003e+2
495.16,2.205e+2,,2.205e+2
495.21,2.377e+2,,2.377e+2
495.26,2.512e+2,,2.512e+2
495.31,2.600e+2,,2.600e+2
495.36,2.638e+2,,2.638e+2
495.41,2.622e+2,,2.622e+2
495.46,2.553e+2,,2.553e+2
495.51,2.436e+2,,2.436e+2
495.56,2.278e+2,,2.278e+2
495.61,2.087e+2,,2.087e+2
495.66,1.873e+2,,1.873e+2
495.71,1.647e+2,,1.647e+2
495.76,1.420e+2,,1.420e+2
495.81,1.199e+2,,1.199e+2
495.86,9.919e+1,,9.919e+1
495.91,8.041e+1,,8.041e+1
495.96,6.387e+1,,6.387e+1
496.01,4.971e+1,,4.971e+1
496.06,3.791e+1,,3.791e+1
496.11,2.833e+1,,2.833e+1
496.16,2.074e+1,,2.074e+1
496.21,1.488e+1,,1.488e+1
496.26,1.046e+1,,1.046e+1
496.31,7.204e+0,,7.204e+0
496.36,4.862e+0,,4.862e+0
496.41,3.215e+0,,3.215e+0
496.46,2.083e+0,,2.083e+0
496.51,1.322e+0,,1.322e+0
496.56,8.226e-1,,8.226e-1
496.61,5.014e-1,,5.014e-1
496.66,2.995e-1,,2.995e-1
496.71,1.753e-1,,1.753e-1
496.76,1.007e-1,,1.007e-1
496.81,5.692e-2,,5.692e-2
496.86,3.203e-2,,3.203e-2
496.91,1.863e-2,,1.863e-2
496.96,1.245e-2,,1.245e-2
497.01,1.133e-2,,1.133e-2
497.06,1.473e-2,,1.473e-2
497.11,2.352e-2,,2.352e-2
497.16,4.007e-2,,4.007e-2
497.21,6.870e-2,,6.870e-2
497.26,1.163e-1,,1.163e-1
497.31,1.933e-1,,1.933e-1
497.36,3.150e-1,,3.150e-1
497.41,5.034e-1,,5.034e-1
497.46,7.883e-1,,7.883e-1
497.51,1.210e+0,,1.210e+0
497.56,1.820e+0,,1.820e+0
497.61,2.684e+0,,2.684e+0
497.66,3.878e+0,,3.878e+0
497.71,5.493e+0,,5.493e+0
497.76,7.624e+0,,7.624e+0
497.81,1.037e+1,,1.037e+1
497.86,1.383e+1,,1.383e+1
497.91,1.807e+1,,1.807e+1
497.96,2.314e+1,,2.314e+1
498.01,2.905e+1,,2.905e+1
498.06,3.574e+1,,3.574e+1
498.11,4.309e+1,,4.309e+1
498.16,5.092e+1,,5.092e+1
498.21,5.898e+1,,5.898e+1
498.26,6.695e+1,,6.695e+1
498.31,7.448e+1,,7.448e+1
498.36,8.121e+1,,8.121e+1
498.41,8.678e+1,,8.678e+1
498.46,9.089e+1,,9.089e+1
498.51,9.330e+1,,9.330e+1
498.56,9.386e+1,,9.386e+1
498.61,9.255e+1,,9.255e+1
498.66,8.944e+1,,8.944e+1
498.71,8.471e+1,,8.471e+1
498.76,7.863e+1,,7.863e+1
498.81,7.154e+1,,7.154e+1
498.86,6.379e+1,,6.379e+1
498.91,5.575e+1,,5.575e+1
498.96,4.775e+1,,4.775e+1
499.01,4.008e+1,,4.008e+1
499.06,3.298e+1,,3.298e+1
499.11,2.659e+1,,2.659e+1
499.16,2.102e+1,,2.102e+1
499.21,1.629e+1,,1.629e+1
499.26,1.238e+1,,1.238e+1
499.31,9.228e+0,,9.228e+0
499.36,6.764e+0,,6.764e+0
499.41,4.893e+0,,4.893e+0
499.46,3.525e+0,,3.525e+0
499.51,2.578e+0,,2.578e+0
499.56,1.985e+0,,1.985e+0
499.61,1.698e+0,,1.698e+0
499.66,1.690e+0,,1.690e+0
499.71,1.958e+0,,1.958e+0
499.76,2.519e+0,,2.519e+0
499.81,3.409e+0,,3.409e+0
499.86,4.686e+0,,4.686e+0
499.91,6.419e+0,,6.419e+0
499.96,8.689e+0,,8.689e+0
500.01,1.158e+1,,1.158e+1
500.06,1.518e+1,,1.518e+1
500.11,1.955e+1,,1.955e+1
500.16,2.475e+1,,2.475e+1
500.21,3.080e+1,,3.080e+1
500.26,3.769e+1,,3.769e+1
500.31,4.539e+1,,4.539e+1
500.36,5.380e+1,,5.380e+1
500.41,6.280e+1,,6.280e+1
500.46,7.225e+1,,7.225e+1
500.51,8.196e+1,,8.196e+1
500.56,9.175e+1,,9.175e+1
500.61,1.014e+2,,1.014e+2
500.66,1.107e+2,,1.107e+2
500.71,1.196e+2,,1.196e+2
500.76,1.277e+2,,1.277e+2
500.81,1.349e+2,,1.349e+2
500.86,1.411e+2,,1.411e+2
500.91,1.460e+2,,1.460e+2
500.96,1.496e+2,,1.496e+2
501.01,1.518e+2,,1.518e+2
501.06,1.523e+2,,1.523e+2
501.11,1.512e+2,,1.512e+2
501.16,1.484e+2,,1.484e+2
501.21,1.440e+2,,1.440e+2
501.26,1.380e+2,,1.380e+2
501.31,1.307e+2,,1.307e+2
501.36,1.222e+2,,1.222e+2
501.41,1.129e+2,,1.129e+2
501.46,1.032e+2,,1.032e+2
501.51,9.324e+1,,9.324e+1
501.56,8.352e+1,,8.352e+1
501.61,7.429e+1,,7.429e+1
501.66,6.582e+1,,6.582e+1
501.71,5.828e+1,,5.828e+1
501.76,5.179e+1,,5.179e+1
501.81,4.634e+1,,4.634e+1
501.86,4.191e+1,,4.191e+1
501.91,3.836e+1,,3.836e+1
501.96,3.554e+1,,3.554e+1
502.01,3.328e+1,,3.328e+1
502.06,3.138e+1,,3.138e+1
502.11,2.968e+1,,2.968e+1
502.16,2.803e+1,,2.803e+1
502.21,2.634e+1,,2.634e+1
502.26,2.453e+1,,2.453e+1
502.31,2.258e+1,,2.258e+1
502.36,2.050e+1,,2.050e+1
502.41,1.833e+1,,1.833e+1
502.46,1.611e+1,,1.611e+1
502.51,1.392e+1,,1.392e+1
502.56,1.181e+1,,1.181e+1
502.61,9.833e+0,,9.833e+0
502.66,8.033e+0,,8.033e+0
502.71,6.437e+0,,6.437e+0
502.76,5.059e+0,,5.059e+0
502.81,3.899e+0,,3.899e+0
502.86,2.946e+0,,2.946e+0
502.91,2.183e+0,,2.183e+0
502.96,1.586e+0,,1.586e+0
503.01,1.130e+0,,1.130e+0
503.06,7.889e-1,,7.889e-1
503.11,5.401e-1,,5.401e-1
503.16,3.626e-1,,3.626e-1
503.21,2.386e-1,,2.386e-1
503.26,1.540e-1,,1.540e-1
503.31,9.754e-2,,9.754e-2
503.36,6.077e-2,,6.077e-2
503.41,3.752e-2,,3.752e-2
503.46,2.351e-2,,2.351e-2
503.51,1.597e-2,,1.597e-2
503.56,1.340e-2,,1.340e-2
503.61,1.546e-2,,1.546e-2
503.66,2.306e-2,,2.306e-2
503.71,3.859e-2,,3.859e-2
503.76,6.647e-2,,6.647e-2
503.81,1.140e-1,,1.140e-1
503.86,1.928e-1,,1.928e-1
503.91,3.200e-1,,3.200e-1
503.96,5.211e-1,,5.211e-1
504.01,8.323e-1,,8.323e-1
504.06,1.304e+0,,1.304e+0
504.11,2.002e+0,,2.002e+0
504.16,3.015e+0,,3.015e+0
504.21,4.453e+0,,4.453e+0
504.26,6.449e+0,,6.449e+0
504.31,9.159e+0,,9.159e+0
504.36,1.275e+1,,1.275e+1
504.41,1.742e+1,,1.742e+1
504.46,2.333e+1,,2.333e+1
504.51,3.064e+1,,3.064e+1
504.56,3.946e+1,,3.946e+1
504.61,4.983e+1,,4.983e+1
504.66,6.173e+1,,6.173e+1
504.71,7.499e+1,,7.499e+1
504.76,8.935e+1,,8.935e+1
504.81,1.044e+2,,1.044e+2
504.86,1.197e+2,,1.197e+2
504.91,1.346e+2,,1.346e+2
504.96,1.486e+2,,1.486e+2
505.01,1.609e+2,,1.609e+2
505.06,1.711e+2,,1.711e+2
505.11,1.786e+2,,1.786e+2
505.16,1.831e+2,,1.831e+2
505.21,1.846e+2,,1.846e+2
505.26,1.831e+2,,1.831e+2
505.31,1.788e+2,,1.788e+2
505.36,1.721e+2,,1.721e+2
505.41,1.635e+2,,1.635e+2
505.46,1.538e+2,,1.538e+2
505.51,1.434e+2,,1.434e+2
505.56,1.331e+2,,1.331e+2
505.61,1.232e+2,,1.232e+2
505.66,1.144e+2,,1.144e+2
505.71,1.068e+2,,1.068e+2
505.76,1.008e+2,,1.008e+2
505.81,9.651e+1,,9.651e+1
505.86,9.400e+1,,9.400e+1
505.91,9.331e+1,,9.331e+1
505.96,9.440e+1,,9.440e+1
506.01,9.721e+1,,9.721e+1
506.06,1.016e+2,,1.016e+2
506.11,1.075e+2,,1.075e+2
506.16,1.147e+2,,1.147e+2
506.21,1.227e+2,,1.227e+2
506.26,1.314e+2,,1.314e+2
506.31,1.402e+2,,1.402e+2
506.36,1.486e+2,,1.486e+2
506.41,1.561e+2,,1.561e+2
506.46,1.622e+2,,1.622e+2
506.51,1.665e+2,,1.665e+2
506.56,1.685e+2,,1.685e+2
506.61,1.680e+2,,1.680e+2
506.66,1.649e+2,,1.649e+2
506.71,1.592e+2,,1.592e+2
506.76,1.511e+2,,1.511e+2
506.81,1.410e+2,,1.410e+2
506.86,1.292e+2,,1.292e+2
506.91,1.163e+2,,1.163e+2
506.96,1.029e+2,,1.029e+2
507.01,8.938e+1,,8.938e+1
507.06,7.623e+1,,7.623e+1
507.11,6.384e+1,,6.384e+1
507.16,5.249e+1,,5.249e+1
507.21,4.238e+1,,4.238e+1
507.26,3.359e+1,,3.359e+1
507.31,2.614e+1,,2.614e+1
507.36,1.997e+1,,1.997e+1
507.41,1.498e+1,,1.498e+1
507.46,1.104e+1,,1.104e+1
507.51,7.996e+0,7.330e-8,7.996e+0
507.56,5.706e+0,2.330e-7,5.706e+0
507.61,4.029e+0,7.268e-7,4.029e+0
507.66,2.843e+0,2.224e-6,2.843e+0
507.71,2.050e+0,6.675e-6,2.050e+0
507.76,1.570e+0,1.965e-5,1.570e+0
507.81,1.349e+0,5.677e-5,1.349e+0
507.86,1.354e+0,1.609e-4,1.353e+0
507.91,1.570e+0,4.472e-4,1.570e+0
507.96,2.002e+0,1.219e-3,2.001e+0
508.01,2.668e+0,3.262e-3,2.665e+0
508.06,3.599e+0,8.561e-3,3.590e+0
508.11,4.833e+0,2.204e-2,4.811e+0
508.16,6.420e+0,5.567e-2,6.364e+0
508.21,8.422e+0,1.379e-1,8.284e+0
508.26,1.093e+1,3.352e-1,1.060e+1
508.31,1.411e+1,7.993e-1,1.331e+1
508.36,1.829e+1,1.870e+0,1.642e+1
508.41,2.418e+1,4.290e+0,1.989e+1
508.46,3.333e+1,9.656e+0,2.367e+1
508.51,4.900e+1,2.132e+1,2.768e+1
508.56,7.800e+1,4.619e+1,3.180e+1
508.61,1.341e+2,9.817e+1,3.593e+1
508.66,2.446e+2,2.047e+2,3.992e+1
508.71,4.622e+2,4.186e+2,4.364e+1
508.76,8.867e+2,8.398e+2,4.697e+1
508.81,1.703e+3,1.653e+3,4.981e+1
508.86,3.243e+3,3.191e+3,5.206e+1
508.91,6.098e+3,6.044e+3,5.368e+1
508.96,1.129e+4,1.123e+4,5.464e+1
509.01,2.053e+4,2.047e+4,5.495e+1
509.06,3.666e+4,3.661e+4,5.463e+1
509.11,6.427e+4,6.422e+4,5.373e+1
509.16,1.106e+5,1.105e+5,5.230e+1
509.21,1.866e+5,1.866e+5,5.041e+1
509.26,3.090e+5,3.090e+5,4.813e+1
509.31,5.020e+5,5.020e+5,4.551e+1
509.36,8.001e+5,8.001e+5,4.262e+1
509.42,1.365e+6,1.365e+6,3.888e+1
509.47,2.085e+6,2.085e+6,3.560e+1
509.52,3.126e+6,3.126e+6,3.224e+1
509.57,4.596e+6,4.596e+6,2.886e+1
509.62,6.629e+6,6.629e+6,2.550e+1
509.67,9.381e+6,9.381e+6,2.224e+1
509.72,1.302e+7,1.302e+7,1.913e+1
509.77,1.774e+7,1.774e+7,1.621e+1
509.82,2.369e+7,2.369e+7,1.353e+1
509.87,3.105e+7,3.105e+7,1.112e+1
509.92,3.992e+7,3.992e+7,8.983e+0
509.97,5.035e+7,5.035e+7,7.138e+0
510.02,6.230e+7,6.230e+7,5.576e+0
510.07,7.562e+7,7.562e+7,4.279e+0
510.12,9.004e+7,9.004e+7,3.226e+0
510.17,1.052e+8,1.052e+8,2.389e+0
510.22,1.205e+8,1.205e+8,1.737e+0
510.27,1.355e+8,1.355e+8,1.240e+0
510.32,1.494e+8,1.494e+8,8.685e-1
510.37,1.616e+8,1.616e+8,5.972e-1
510.42,1.715e+8,1.715e+8,4.030e-1
510.47,1.786e+8,1.786e+8,2.668e-1
510.52,1.824e+8,1.824e+8,1.734e-1
510.57,1.827e+8,1.827e+8,1.105e-1
510.62,1.796e+8,1.796e+8,6.913e-2
510.67,1.732e+8,1.732e+8,4.242e-2
510.72,1.638e+8,1.638e+8,2.554e-2
510.77,1.520e+8,1.520e+8,1.508e-2
510.82,1.384e+8,1.384e+8,8.739e-3
510.87,1.236e+8,1.236e+8,4.967e-3
510.92,1.082e+8,1.082e+8,2.769e-3
510.97,9.302e+7,9.302e+7,1.515e-3
511.02,7.842e+7,7.842e+7,8.127e-4
511.07,6.486e+7,6.486e+7,4.277e-4
511.12,5.262e+7,5.262e+7,2.208e-4
511.17,4.188e+7,4.188e+7,1.118e-4
511.22,3.270e+7,3.270e+7,5.556e-5
511.27,2.505e+7,2.505e+7,2.707e-5
511.32,1.882e+7,1.882e+7,1.294e-5
511.37,1.387e+7,1.387e+7,6.068e-6
511.42,1.003e+7,1.003e+7,2.791e-6
511.47,7.117e+6,7.117e+6,1.259e-6
511.52,4.953e+6,4.953e+6,5.573e-7
511.57,3.381e+6,3.381e+6,2.420e-7
511.62,2.265e+6,2.265e+6,1.030e-7
511.67,1.488e+6,1.488e+6,4.304e-8
511.72,9.589e+5,9.589e+5,1.764e-8
511.77,6.063e+5,6.063e+5,7.088e-9
511.82,3.760e+5,3.760e+5,2.794e-9
511.87,2.288e+5,2.288e+5,1.081e-9
511.92,1.366e+5,1.366e+5,4.100e-10
511.97,7.998e+4,7.998e+4,1.526e-10
512.02,4.594e+4,4.594e+4,5.568e-11
512.07,2.589e+4,2.589e+4,1.994e-11
512.12,1.431e+4,1.431e+4,7.002e-12
512.17,7.762e+3,7.762e+3,2.412e-12
512.22,4.130e+3,4.130e+3,8.152e-13
512.27,2.155e+3,2.155e+3,2.702e-13
512.32,1.104e+3,1.104e+3,8.787e-14
512.37,5.543e+2,5.543e+2,2.803e-14
512.42,2.731e+2,2.731e+2,8.768e-15
512.47,1.320e+2,1.320e+2,
512.52,6.259e+1,6.259e+1,
512.57,2.912e+1,2.912e+1,
512.62,1.329e+1,1.329e+1,
512.67,5.949e+0,5.949e+0,
512.72,2.614e+0,2.614e+0,
512.77,1.130e+0,1.130e+0,
512.82,4.865e-1,4.865e-1,
512.87,2.249e-1,2.249e-1,
512.92,1.491e-1,1.491e-1,
512.97,2.006e-1,2.006e-1,
513.02,4.172e-1,4.172e-1,
513.07,9.579e-1,9.579e-1,
513.12,2.205e+0,2.205e+0,
513.17,4.998e+0,4.998e+0,
513.22,1.112e+1,1.112e+1,
513.27,2.430e+1,2.430e+1,
513.32,5.209e+1,5.209e+1,
513.37,1.096e+2,1.096e+2,
513.42,2.262e+2,2.262e+2,
513.47,4.583e+2,4.583e+2,
