Wavelength (nm),Sum,Cu I (1.2e-02),Cu II (9.5e-01)
278.04,1.111e+2,2.379e-4,1.111e+2
278.09,2.665e+1,3.696e-5,2.665e+1
278.14,5.991e+0,5.379e-6,5.991e+0
278.19,1.262e+0,7.332e-7,1.262e+0
278.24,2.489e-1,9.364e-8,2.489e-1
278.29,4.602e-2,1.120e-8,4.602e-2
278.34,7.970e-3,,7.970e-3
278.39,1.293e-3,,1.293e-3
278.44,1.966e-4,,1.966e-4
278.49,2.800e-5,,2.800e-5
278.54,3.737e-6,,3.737e-6
278.59,4.672e-7,,4.672e-7
278.64,5.473e-8,,5.473e-8
280.74,8.879e-9,8.879e-9,
280.79,7.249e-8,7.249e-8,
280.84,5.559e-7,5.559e-7,
280.89,4.004e-6,4.004e-6,
280.94,2.709e-5,2.709e-5,
280.99,1.721e-4,1.721e-4,
281.04,1.027e-3,1.027e-3,
281.09,5.757e-3,5.757e-3,
281.14,3.031e-2,3.031e-2,
281.19,1.499e-1,1.499e-1,
281.24,6.960e-1,6.960e-1,
281.29,3.036e+0,3.036e+0,
281.34,1.244e+1,1.244e+1,
281.39,4.787e+1,4.787e+1,
281.44,1.730e+2,1.730e+2,
281.49,5.874e+2,5.874e+2,
281.54,1.873e+3,1.873e+3,
281.59,5.609e+3,5.609e+3,
281.64,1.578e+4,1.578e+4,
281.69,4.169e+4,4.169e+4,
281.74,1.034e+5,1.034e+5,
281.79,2.411e+5,2.411e+5,
281.84,5.278e+5,5.278e+5,
281.89,1.085e+6,1.085e+6,
281.94,2.096e+6,2.096e+6,
281.99,3.801e+6,3.801e+6,
282.04,6.476e+6,6.476e+6,
282.09,1.036e+7,1.036e+7,
282.14,1.557e+7,1.557e+7,
282.19,2.199e+7,2.199e+7,
282.24,2.915e+7,2.915e+7,
282.29,3.630e+7,3.630e+7,
282.34,4.246e+7,4.246e+7,
282.39,4.664e+7,4.664e+7,
282.44,4.813e+7,4.813e+7,
282.49,4.664e+7,4.664e+7,
282.54,4.246e+7,4.246e+7,
282.59,3.630e+7,3.630e+7,
282.64,2.915e+7,2.915e+7,
282.69,2.199e+7,2.199e+7,
282.74,1.557e+7,1.557e+7,
282.79,1.036e+7,1.036e+7,
282.84,6.476e+6,6.476e+6,
282.89,3.801e+6,3.801e+6,
282.94,2.096e+6,2.096e+6,
282.99,1.085e+6,1.085e+6,
283.04,5.278e+5,5.278e+5,
283.09,2.411e+5,2.411e+5,
283.14,1.034e+5,1.034e+5,
283.19,4.169e+4,4.169e+4,
283.24,1.578e+4,1.578e+4,
283.29,5.609e+3,5.609e+3,
283.34,1.873e+3,1.873e+3,
283.39,5.874e+2,5.874e+2,
283.44,1.730e+2,1.730e+2,
283.49,4.787e+1,4.787e+1,
283.54,1.244e+1,1.244e+1,
283.59,3.036e+0,3.036e+0,
283.64,6.960e-1,6.960e-1,
283.69,1.499e-1,1.499e-1,
283.74,3.031e-2,3.031e-2,
283.79,5.757e-3,5.757e-3,
283.84,1.027e-3,1.027e-3,
283.89,1.721e-4,1.721e-4,
283.94,2.709e-5,2.709e-5,
283.99,4.004e-6,4.004e-6,
284.04,5.559e-7,5.559e-7,
284.09,7.249e-8,7.249e-8,
284.14,8.879e-9,8.879e-9,
294.35,1.000e-8,1.000e-8,
294.4,7.318e-8,7.318e-8,
294.45,5.058e-7,5.058e-7,
294.5,3.301e-6,3.301e-6,
294.55,2.036e-5,2.036e-5,
294.6,1.185e-4,1.185e-4,
294.65,6.522e-4,6.522e-4,
294.7,3.389e-3,3.389e-3,
294.75,1.663e-2,1.663e-2,
294.8,7.712e-2,7.712e-2,
294.85,3.377e-1,3.377e-1,
294.9,1.397e+0,1.397e+0,
294.95,5.458e+0,5.458e+0,
295,2.014e+1,2.014e+1,
295.05,7.023e+1,7.023e+1,
295.1,2.312e+2,2.312e+2,
295.15,7.193e+2,7.193e+2,
295.2,2.113e+3,2.113e+3,
295.25,5.864e+3,5.864e+3,
295.3,1.537e+4,1.537e+4,
295.35,3.806e+4,3.806e+4,
295.4,8.902e+4,8.902e+4,
295.45,1.967e+5,1.967e+5,
295.5,4.104e+5,4.104e+5,
295.55,8.089e+5,8.089e+5,
295.6,1.506e+6,1.506e+6,
295.65,2.648e+6,2.648e+6,
295.7,4.399e+6,4.399e+6,
295.75,6.903e+6,6.903e+6,
295.8,1.023e+7,1.023e+7,
295.85,1.432e+7,1.432e+7,
295.9,1.894e+7,1.894e+7,
295.95,2.366e+7,2.366e+7,
296,2.791e+7,2.791e+7,
296.05,3.110e+7,3.110e+7,
296.1,3.274e+7,3.274e+7,
296.15,3.255e+7,3.255e+7,
296.2,3.058e+7,3.058e+7,
296.25,2.712e+7,2.712e+7,
296.3,2.273e+7,2.273e+7,
296.35,1.799e+7,1.799e+7,
296.4,1.345e+7,1.345e+7,
296.45,9.500e+6,9.500e+6,
296.5,6.337e+6,6.337e+6,
296.55,3.993e+6,3.993e+6,
296.6,2.376e+6,2.376e+6,
296.65,1.336e+6,1.336e+6,
296.7,7.094e+5,7.094e+5,
296.75,3.559e+5,3.559e+5,
296.8,1.686e+5,1.686e+5,
296.85,7.545e+4,7.545e+4,
296.9,3.190e+4,3.190e+4,
296.95,1.274e+4,1.274e+4,
297,4.803e+3,4.803e+3,
297.05,1.711e+3,1.711e+3,
297.1,5.759e+2,5.759e+2,
297.15,1.830e+2,1.830e+2,
297.2,5.496e+1,5.496e+1,
297.25,1.559e+1,1.559e+1,
297.3,4.175e+0,4.175e+0,
297.35,1.056e+0,1.056e+0,
297.4,2.525e-1,2.525e-1,
297.45,5.700e-2,5.700e-2,
297.5,1.216e-2,1.216e-2,
297.55,2.448e-3,2.448e-3,
297.6,4.658e-4,4.658e-4,
297.65,8.372e-5,8.372e-5,
297.7,1.421e-5,1.421e-5,
297.75,2.279e-6,2.279e-6,
297.8,3.452e-7,3.452e-7,
297.85,4.938e-8,4.938e-8,
297.9,6.673e-9,6.673e-9,
322.8,4.308e-7,4.308e-7,
322.85,2.673e-6,2.673e-6,
322.9,1.581e-5,1.581e-5,
322.95,8.924e-5,8.924e-5,
323,4.803e-4,4.803e-4,
323.05,2.465e-3,2.465e-3,
323.1,1.207e-2,1.207e-2,
323.15,5.633e-2,5.633e-2,
323.2,2.508e-1,2.508e-1,
323.25,1.065e+0,1.065e+0,
323.3,4.312e+0,4.312e+0,
323.35,1.665e+1,1.665e+1,
323.4,6.133e+1,6.133e+1,
323.45,2.154e+2,2.154e+2,
323.5,7.217e+2,7.217e+2,
323.55,2.306e+3,2.306e+3,
323.6,7.025e+3,7.025e+3,
323.65,2.041e+4,2.041e+4,
323.7,5.657e+4,5.657e+4,
323.75,1.495e+5,1.495e+5,
323.8,3.768e+5,3.768e+5,
323.85,9.059e+5,9.059e+5,
323.9,2.077e+6,2.077e+6,
323.95,4.540e+6,4.540e+6,
324,9.468e+6,9.468e+6,
324.05,1.883e+7,1.883e+7,
324.1,3.571e+7,3.571e+7,
324.15,6.458e+7,6.458e+7,
324.21,1.235e+8,1.235e+8,
324.26,2.013e+8,2.013e+8,
324.31,3.128e+8,3.128e+8,
324.36,4.637e+8,4.637e+8,
324.41,6.554e+8,6.554e+8,
324.46,8.836e+8,8.836e+8,
324.51,1.136e+9,1.136e+9,
324.56,1.393e+9,1.393e+9,
324.61,1.629e+9,1.629e+9,
324.66,1.816e+9,1.816e+9,
324.71,1.932e+9,1.932e+9,
324.76,1.960e+9,1.960e+9,
324.81,1.896e+9,1.896e+9,
324.86,1.749e+9,1.749e+9,
324.91,1.539e+9,1.539e+9,
324.96,1.291e+9,1.291e+9,
325.01,1.033e+9,1.033e+9,
325.06,7.886e+8,7.886e+8,
325.11,5.740e+8,5.740e+8,
325.16,3.984e+8,3.984e+8,
325.21,2.638e+8,2.638e+8,
325.26,1.665e+8,1.665e+8,
325.31,1.003e+8,1.003e+8,
325.36,5.758e+7,5.758e+7,
325.41,3.154e+7,3.154e+7,
325.46,1.647e+7,1.647e+7,
325.51,8.205e+6,8.205e+6,
325.56,3.898e+6,3.898e+6,
325.61,1.766e+6,1.766e+6,
325.66,7.630e+5,7.630e+5,
325.71,3.144e+5,3.144e+5,
325.76,1.236e+5,1.236e+5,
325.81,4.631e+4,4.631e+4,
325.86,1.655e+4,1.655e+4,
325.91,5.644e+3,5.644e+3,
325.96,1.838e+3,1.838e+3,
326.01,5.833e+2,5.833e+2,
326.06,2.199e+2,2.199e+2,
326.11,2.238e+2,2.238e+2,
326.16,5.867e+2,5.867e+2,
326.21,1.786e+3,1.786e+3,
326.26,5.288e+3,5.288e+3,
326.31,1.496e+4,1.496e+4,
326.36,4.041e+4,4.041e+4,
326.41,1.042e+5,1.042e+5,
326.46,2.563e+5,2.563e+5,
326.51,6.018e+5,6.018e+5,
326.56,1.349e+6,1.349e+6,
326.61,2.885e+6,2.885e+6,
326.66,5.890e+6,5.890e+6,
326.71,1.148e+7,1.148e+7,
326.76,2.134e+7,2.134e+7,
326.81,3.788e+7,3.788e+7,
326.86,6.417e+7,6.417e+7,
326.91,1.038e+8,1.038e+8,
326.96,1.601e+8,1.601e+8,
327.01,2.358e+8,2.358e+8,
327.06,3.315e+8,3.315e+8,1.969e-9
327.11,4.447e+8,4.447e+8,1.198e-8
327.16,5.694e+8,5.694e+8,6.961e-8
327.21,6.959e+8,6.959e+8,3.861e-7
327.26,8.117e+8,8.117e+8,2.045e-6
327.31,9.037e+8,9.037e+8,1.035e-5
327.36,9.602e+8,9.602e+8,4.997e-5
327.41,9.737e+8,9.737e+8,2.304e-4
327.46,9.424e+8,9.424e+8,1.015e-3
327.51,8.706e+8,8.706e+8,4.267e-3
327.56,7.675e+8,7.675e+8,1.713e-2
327.61,6.459e+8,6.459e+8,6.568e-2
327.66,5.187e+8,5.187e+8,2.405e-1
327.71,3.976e+8,3.976e+8,8.405e-1
327.76,2.909e+8,2.909e+8,2.806e+0
327.81,2.031e+8,2.031e+8,8.942e+0
327.86,1.354e+8,1.354e+8,2.721e+1
327.91,8.609e+7,8.609e+7,7.909e+1
327.96,5.226e+7,5.226e+7,2.195e+2
328.01,3.028e+7,3.028e+7,5.815e+2
328.06,1.675e+7,1.675e+7,1.471e+3
328.11,8.842e+6,8.838e+6,3.554e+3
328.16,4.460e+6,4.452e+6,8.199e+3
328.21,2.158e+6,2.140e+6,1.806e+4
328.26,1.020e+6,9.821e+5,3.799e+4
328.31,5.064e+5,4.301e+5,7.629e+4
328.36,3.261e+5,1.798e+5,1.463e+5
328.41,3.397e+5,7.172e+4,2.679e+5
328.46,4.958e+5,2.731e+4,4.685e+5
328.51,7.922e+5,9.924e+3,7.822e+5
328.56,1.251e+6,3.442e+3,1.247e+6
328.61,1.900e+6,1.139e+3,1.899e+6
328.66,2.760e+6,3.600e+2,2.760e+6
328.71,3.831e+6,1.086e+2,3.831e+6
328.76,5.077e+6,3.124e+1,5.077e+6
328.81,6.426e+6,8.582e+0,6.426e+6
328.86,7.765e+6,2.250e+0,7.765e+6
328.91,8.960e+6,5.630e-1,8.960e+6
328.96,9.873e+6,1.344e-1,9.873e+6
329.01,1.039e+7,3.064e-2,1.039e+7
329.06,1.044e+7,6.667e-3,1.044e+7
329.11,1.001e+7,1.384e-3,1.001e+7
329.16,9.173e+6,2.743e-4,9.173e+6
329.21,8.029e+6,5.188e-5,8.029e+6
329.26,6.717e+6,9.365e-6,6.717e+6
329.31,5.382e+6,1.613e-6,5.382e+6
329.36,4.150e+6,2.653e-7,4.150e+6
329.41,3.117e+6,,3.117e+6
329.46,2.349e+6,,2.349e+6
329.51,1.883e+6,,1.883e+6
329.56,1.743e+6,,1.743e+6
329.61,1.942e+6,,1.942e+6
329.66,2.491e+6,,2.491e+6
329.71,3.391e+6,,3.391e+6
329.76,4.623e+6,,4.623e+6
329.81,6.139e+6,,6.139e+6
329.86,7.845e+6,,7.845e+6
329.91,9.605e+6,,9.605e+6
329.96,1.125e+7,,1.125e+7
330.01,1.258e+7,,1.258e+7
330.06,1.345e+7,,1.345e+7
330.11,1.374e+7,,1.374e+7
330.16,1.341e+7,,1.341e+7
330.21,1.250e+7,,1.250e+7
330.26,1.113e+7,,1.113e+7
330.31,9.471e+6,,9.471e+6
330.36,7.698e+6,,7.698e+6
330.41,5.977e+6,,5.977e+6
330.46,4.434e+6,,4.434e+6
330.51,3.142e+6,,3.142e+6
330.56,2.127e+6,,2.127e+6
330.61,1.376e+6,,1.376e+6
330.66,8.512e+5,,8.512e+5
330.71,5.047e+5,,5.047e+5
330.76,2.898e+5,,2.898e+5
330.81,1.674e+5,,1.674e+5
330.86,1.093e+5,,1.093e+5
330.91,9.948e+4,,9.948e+4
330.96,1.327e+5,,1.327e+5
331.01,2.142e+5,,2.142e+5
331.06,3.575e+5,,3.575e+5
331.11,5.825e+5,,5.825e+5
331.16,9.120e+5,,9.120e+5
331.21,1.366e+6,,1.366e+6
331.26,1.956e+6,,1.956e+6
331.31,2.677e+6,,2.677e+6
331.36,3.501e+6,,3.501e+6
331.41,4.374e+6,,4.374e+6
331.46,5.223e+6,,5.223e+6
331.51,5.959e+6,,5.959e+6
331.56,6.497e+6,,6.497e+6
331.61,6.768e+6,,6.768e+6
331.66,6.737e+6,,6.737e+6
331.71,6.409e+6,,6.409e+6
331.76,5.825e+6,,5.825e+6
331.81,5.059e+6,,5.059e+6
331.86,4.199e+6,,4.199e+6
331.91,3.330e+6,,3.330e+6
331.96,2.524e+6,,2.524e+6
332.01,1.827e+6,,1.827e+6
332.06,1.264e+6,,1.264e+6
332.11,8.360e+5,,8.360e+5
332.16,5.282e+5,,5.282e+5
332.21,3.189e+5,,3.189e+5
332.26,1.840e+5,,1.840e+5
332.31,1.014e+5,,1.014e+5
332.36,5.341e+4,,5.341e+4
332.41,2.688e+4,,2.688e+4
332.46,1.293e+4,,1.293e+4
332.51,5.943e+3,,5.943e+3
332.56,2.611e+3,,2.611e+3
332.61,1.098e+3,,1.098e+3
332.66,4.470e+2,,4.470e+2
332.71,1.908e+2,,1.908e+2
332.76,1.234e+2,,1.234e+2
332.81,1.836e+2,,1.836e+2
332.86,4.137e+2,,4.137e+2
332.91,9.772e+2,,9.772e+2
332.96,2.236e+3,,2.236e+3
333.01,4.901e+3,,4.901e+3
333.06,1.027e+4,,1.027e+4
333.11,2.059e+4,,2.059e+4
333.16,3.946e+4,,3.946e+4
333.21,7.230e+4,,7.230e+4
333.26,1.267e+5,,1.267e+5
333.31,2.122e+5,,2.122e+5
333.36,3.398e+5,,3.398e+5
333.41,5.203e+5,,5.203e+5
333.46,7.619e+5,,7.619e+5
333.51,1.067e+6,,1.067e+6
333.56,1.428e+6,,1.428e+6
333.61,1.827e+6,,1.827e+6
333.66,2.236e+6,,2.236e+6
333.71,2.616e+6,,2.616e+6
333.76,2.926e+6,,2.926e+6
333.81,3.130e+6,,3.130e+6
333.86,3.201e+6,,3.201e+6
333.91,3.130e+6,,3.130e+6
333.96,2.926e+6,,2.926e+6
334.01,2.616e+6,,2.616e+6
334.06,2.236e+6,,2.236e+6
334.11,1.827e+6,,1.827e+6
334.16,1.428e+6,,1.428e+6
334.21,1.067e+6,,1.067e+6
334.26,7.619e+5,,7.619e+5
334.31,5.203e+5,,5.203e+5
334.36,3.398e+5,,3.398e+5
334.41,2.122e+5,,2.122e+5
334.46,1.267e+5,,1.267e+5
334.51,7.230e+4,,7.230e+4
334.56,3.946e+4,,3.946e+4
334.61,2.059e+4,,2.059e+4
334.66,1.027e+4,,1.027e+4
334.71,4.901e+3,,4.901e+3
334.76,2.235e+3,,2.235e+3
334.81,9.749e+2,,9.749e+2
334.86,4.065e+2,,4.065e+2
334.91,1.621e+2,,1.621e+2
334.96,6.178e+1,,6.178e+1
335.01,2.252e+1,,2.252e+1
335.06,7.855e+0,,7.855e+0
335.11,2.644e+0,,2.644e+0
335.16,9.365e-1,,9.365e-1
335.21,6.019e-1,,6.019e-1
335.26,1.195e+0,,1.195e+0
335.31,3.476e+0,,3.476e+0
335.36,1.020e+1,,1.020e+1
335.41,2.875e+1,,2.875e+1
335.46,7.763e+1,,7.763e+1
335.51,2.005e+2,,2.005e+2
335.56,4.956e+2,,4.956e+2
335.61,1.172e+3,,1.172e+3
335.66,2.652e+3,,2.652e+3
335.71,5.743e+3,,5.743e+3
335.76,1.190e+4,,1.190e+4
335.81,2.359e+4,,2.359e+4
335.86,4.474e+4,,4.474e+4
335.91,8.121e+4,,8.121e+4
335.96,1.411e+5,,1.411e+5
336.01,2.345e+5,,2.345e+5
336.06,3.731e+5,,3.731e+5
336.11,5.684e+5,,5.684e+5
336.16,8.292e+5,,8.292e+5
336.21,1.159e+6,,1.159e+6
336.26,1.553e+6,,1.553e+6
336.31,1.997e+6,,1.997e+6
336.36,2.468e+6,,2.468e+6
336.41,2.938e+6,,2.938e+6
336.46,3.381e+6,,3.381e+6
336.51,3.777e+6,,3.777e+6
336.56,4.121e+6,,4.121e+6
336.61,4.423e+6,,4.423e+6
336.66,4.706e+6,,4.706e+6
336.71,4.999e+6,,4.999e+6
336.76,5.325e+6,,5.325e+6
336.81,5.694e+6,,5.694e+6
336.86,6.093e+6,,6.093e+6
336.91,6.493e+6,,6.493e+6
336.96,6.850e+6,,6.850e+6
337.01,7.121e+6,,7.121e+6
337.06,7.275e+6,,7.275e+6
337.11,7.304e+6,,7.304e+6
337.16,7.220e+6,,7.220e+6
337.21,7.052e+6,,7.052e+6
337.26,6.835e+6,,6.835e+6
337.31,6.596e+6,,6.596e+6
337.36,6.348e+6,,6.348e+6
337.41,6.089e+6,,6.089e+6
337.46,5.805e+6,,5.805e+6
337.51,5.483e+6,,5.483e+6
337.56,5.117e+6,,5.117e+6
337.61,4.715e+6,,4.715e+6
337.66,4.302e+6,,4.302e+6
337.71,3.910e+6,,3.910e+6
337.76,3.571e+6,,3.571e+6
337.81,3.308e+6,,3.308e+6
337.86,3.126e+6,,3.126e+6
337.91,3.014e+6,,3.014e+6
337.96,2.943e+6,,2.943e+6
338.01,2.878e+6,,2.878e+6
338.06,2.785e+6,,2.785e+6
338.11,2.640e+6,,2.640e+6
338.16,2.432e+6,,2.432e+6
338.21,2.165e+6,,2.165e+6
338.26,1.856e+6,,1.856e+6
338.31,1.529e+6,,1.529e+6
338.36,1.208e+6,,1.208e+6
338.41,9.150e+5,,9.150e+5
338.46,6.640e+5,,6.640e+5
338.51,4.615e+5,,4.615e+5
338.56,3.071e+5,,3.071e+5
338.61,1.956e+5,,1.956e+5
338.66,1.193e+5,,1.193e+5
338.71,6.965e+4,,6.965e+4
338.76,3.892e+4,,3.892e+4
338.81,2.082e+4,,2.082e+4
338.86,1.066e+4,,1.066e+4
338.91,5.225e+3,,5.225e+3
338.96,2.451e+3,,2.451e+3
339.01,1.101e+3,,1.101e+3
339.06,4.732e+2,,4.732e+2
339.11,1.947e+2,,1.947e+2
339.16,7.667e+1,,7.667e+1
339.21,2.890e+1,,2.890e+1
339.26,1.043e+1,,1.043e+1
339.31,3.602e+0,,3.602e+0
339.36,1.191e+0,,1.191e+0
339.41,3.769e-1,,3.769e-1
339.46,1.142e-1,,1.142e-1
339.51,3.310e-2,,3.310e-2
339.56,9.187e-3,,9.187e-3
339.61,2.441e-3,,2.441e-3
339.66,6.206e-4,,6.206e-4
339.71,1.511e-4,,1.511e-4
339.76,3.519e-5,,3.519e-5
339.81,7.849e-6,,7.849e-6
339.86,1.675e-6,,1.675e-6
339.91,3.423e-7,,3.423e-7
339.96,6.695e-8,,6.695e-8
340.01,1.253e-8,,1.253e-8
340.06,2.246e-9,,2.246e-9
340.11,3.853e-10,,3.853e-10
386.08,6.153e-10,,6.153e-10
386.13,2.836e-9,,2.836e-9
386.18,1.264e-8,,1.264e-8
386.23,5.452e-8,,5.452e-8
386.28,2.275e-7,,2.275e-7
386.33,9.181e-7,,9.181e-7
386.38,3.585e-6,,3.585e-6
386.43,1.354e-5,,1.354e-5
386.48,4.948e-5,,4.948e-5
386.53,1.749e-4,,1.749e-4
386.58,5.982e-4,,5.982e-4
386.63,1.979e-3,,1.979e-3
386.68,6.333e-3,,6.333e-3
386.73,1.961e-2,,1.961e-2
386.78,5.873e-2,,5.873e-2
386.83,1.702e-1,,1.702e-1
386.88,4.770e-1,,4.770e-1
386.93,1.294e+0,,1.294e+0
386.98,3.393e+0,,3.393e+0
387.03,8.612e+0,,8.612e+0
387.08,2.114e+1,,2.114e+1
387.13,5.021e+1,,5.021e+1
387.18,1.154e+2,,1.154e+2
387.23,2.564e+2,,2.564e+2
387.28,5.514e+2,,5.514e+2
387.33,1.147e+3,,1.147e+3
387.38,2.308e+3,,2.308e+3
387.43,4.494e+3,,4.494e+3
387.48,8.463e+3,,8.463e+3
387.53,1.542e+4,,1.542e+4
387.58,2.717e+4,,2.717e+4
387.63,4.633e+4,,4.633e+4
387.68,7.642e+4,,7.642e+4
387.73,1.219e+5,,1.219e+5
387.78,1.883e+5,,1.883e+5
387.83,2.811e+5,,2.811e+5
387.88,4.061e+5,,4.061e+5
387.93,5.676e+5,,5.676e+5
387.98,7.674e+5,,7.674e+5
388.03,1.004e+6,,1.004e+6
388.08,1.270e+6,,1.270e+6
388.13,1.555e+6,,1.555e+6
388.18,1.841e+6,,1.841e+6
388.23,2.109e+6,,2.109e+6
388.28,2.337e+6,,2.337e+6
388.33,2.505e+6,,2.505e+6
388.38,2.598e+6,,2.598e+6
388.43,2.607e+6,,2.607e+6
388.48,2.530e+6,,2.530e+6
388.53,2.376e+6,,2.376e+6
388.58,2.158e+6,,2.158e+6
388.63,1.897e+6,,1.897e+6
388.68,1.612e+6,,1.612e+6
388.73,1.326e+6,,1.326e+6
388.78,1.055e+6,,1.055e+6
388.83,8.119e+5,,8.119e+5
388.88,6.045e+5,,6.045e+5
388.93,4.354e+5,,4.354e+5
388.98,3.034e+5,,3.034e+5
389.03,2.046e+5,,2.046e+5
389.08,1.335e+5,,1.335e+5
389.13,8.446e+4,,8.446e+4
389.18,5.205e+4,,5.205e+4
389.23,3.178e+4,,3.178e+4
389.28,2.027e+4,,2.027e+4
389.33,1.532e+4,,1.532e+4
389.38,1.595e+4,,1.595e+4
389.43,2.240e+4,,2.240e+4
389.48,3.618e+4,,3.618e+4
389.53,6.016e+4,,6.016e+4
389.58,9.864e+4,,9.864e+4
389.63,1.574e+5,,1.574e+5
389.68,2.433e+5,,2.433e+5
389.73,3.643e+5,,3.643e+5
389.78,5.278e+5,,5.278e+5
389.83,7.401e+5,,7.401e+5
389.88,1.004e+6,,1.004e+6
389.93,1.319e+6,,1.319e+6
389.98,1.676e+6,,1.676e+6
390.03,2.061e+6,,2.061e+6
390.08,2.452e+6,,2.452e+6
390.13,2.824e+6,,2.824e+6
390.18,3.147e+6,,3.147e+6
390.23,3.394e+6,,3.394e+6
390.28,3.542e+6,,3.542e+6
390.33,3.577e+6,,3.577e+6
390.38,3.495e+6,,3.495e+6
390.43,3.306e+6,,3.306e+6
390.48,3.025e+6,,3.025e+6
390.53,2.679e+6,,2.679e+6
390.58,2.296e+6,,2.296e+6
390.63,1.905e+6,,1.905e+6
390.68,1.529e+6,,1.529e+6
390.73,1.187e+6,,1.187e+6
390.78,8.924e+5,,8.924e+5
390.83,6.492e+5,,6.492e+5
390.88,4.571e+5,,4.571e+5
390.93,3.117e+5,,3.117e+5
390.98,2.061e+5,,2.061e+5
391.03,1.328e+5,,1.328e+5
391.08,8.457e+4,,8.457e+4
391.13,5.537e+4,,5.537e+4
391.18,4.082e+4,,4.082e+4
391.23,3.830e+4,,3.830e+4
391.28,4.703e+4,,4.703e+4
391.33,6.788e+4,,6.788e+4
391.38,1.033e+5,,1.033e+5
391.43,1.568e+5,,1.568e+5
391.48,2.329e+5,,2.329e+5
391.53,3.358e+5,,3.358e+5
391.58,4.692e+5,,4.692e+5
391.63,6.349e+5,,6.349e+5
391.68,8.316e+5,,8.316e+5
391.73,1.055e+6,,1.055e+6
391.78,1.294e+6,,1.294e+6
391.83,1.538e+6,,1.538e+6
391.88,1.769e+6,,1.769e+6
391.93,1.969e+6,,1.969e+6
391.98,2.122e+6,,2.122e+6
392.03,2.214e+6,,2.214e+6
392.08,2.235e+6,,2.235e+6
392.13,2.185e+6,,2.185e+6
392.18,2.068e+6,,2.068e+6
392.23,1.894e+6,,1.894e+6
392.28,1.679e+6,,1.679e+6
392.33,1.441e+6,,1.441e+6
392.38,1.197e+6,,1.197e+6
392.43,9.627e+5,,9.627e+5
392.48,7.494e+5,,7.494e+5
392.53,5.647e+5,,5.647e+5
392.58,4.119e+5,,4.119e+5
392.63,2.908e+5,,2.908e+5
392.68,1.988e+5,,1.988e+5
392.73,1.315e+5,,1.315e+5
392.78,8.422e+4,,8.422e+4
392.83,5.221e+4,,5.221e+4
392.88,3.133e+4,,3.133e+4
392.93,1.820e+4,,1.820e+4
392.98,1.023e+4,,1.023e+4
393.03,5.570e+3,,5.570e+3
393.08,2.935e+3,,2.935e+3
393.13,1.497e+3,,1.497e+3
393.18,7.389e+2,,7.389e+2
393.23,3.531e+2,,3.531e+2
393.28,1.633e+2,,1.633e+2
393.33,7.314e+1,,7.314e+1
393.38,3.171e+1,,3.171e+1
393.43,1.330e+1,,1.330e+1
393.48,5.403e+0,,5.403e+0
393.53,2.124e+0,,2.124e+0
393.58,8.084e-1,,8.084e-1
393.63,2.978e-1,,2.978e-1
393.68,1.062e-1,,1.062e-1
393.73,3.666e-2,,3.666e-2
393.78,1.225e-2,,1.225e-2
393.83,3.962e-3,,3.962e-3
393.88,1.241e-3,,1.241e-3
393.93,3.760e-4,,3.760e-4
393.98,1.103e-4,,1.103e-4
394.03,3.133e-5,,3.133e-5
394.08,8.612e-6,,8.612e-6
394.13,2.292e-6,,2.292e-6
394.18,5.903e-7,,5.903e-7
394.23,1.472e-7,,1.472e-7
394.28,3.552e-8,,3.552e-8
394.33,8.300e-9,,8.300e-9
394.38,1.877e-9,,1.877e-9
394.43,4.109e-10,,4.109e-10
399.83,2.364e-9,2.364e-9,
399.88,1.045e-8,1.045e-8,
399.93,4.479e-8,4.479e-8,
399.98,1.861e-7,1.861e-7,
400.03,7.500e-7,7.500e-7,
400.08,2.930e-6,2.930e-6,
400.13,1.110e-5,1.110e-5,
400.18,4.075e-5,4.075e-5,
400.23,1.451e-4,1.451e-4,
400.28,5.010e-4,5.010e-4,
400.33,1.677e-3,1.677e-3,
400.38,5.443e-3,5.443e-3,
400.43,1.713e-2,1.713e-2,
400.48,5.225e-2,5.225e-2,
400.53,1.546e-1,1.546e-1,
400.58,4.433e-1,4.433e-1,
400.63,1.233e+0,1.233e+0,
400.68,3.324e+0,3.324e+0,
400.73,8.690e+0,8.690e+0,
400.78,2.203e+1,2.203e+1,
400.83,5.413e+1,5.413e+1,
400.88,1.290e+2,1.290e+2,
400.93,2.980e+2,2.980e+2,
400.98,6.675e+2,6.675e+2,
401.03,1.450e+3,1.450e+3,
401.08,3.053e+3,3.053e+3,
401.13,6.233e+3,6.233e+3,
401.18,1.234e+4,1.234e+4,
401.23,2.368e+4,2.368e+4,
401.28,4.407e+4,4.407e+4,
401.33,7.951e+4,7.951e+4,
401.38,1.391e+5,1.391e+5,
401.43,2.359e+5,2.359e+5,
401.48,3.880e+5,3.880e+5,
401.53,6.187e+5,6.187e+5,
401.58,9.566e+5,9.566e+5,
401.63,1.434e+6,1.434e+6,
401.68,2.084e+6,2.084e+6,
401.73,2.937e+6,2.937e+6,
401.78,4.012e+6,4.012e+6,
401.83,5.315e+6,5.315e+6,
401.88,6.826e+6,6.826e+6,
401.93,8.501e+6,8.501e+6,
401.98,1.026e+7,1.026e+7,
402.03,1.202e+7,1.202e+7,
402.08,1.364e+7,1.364e+7,
402.13,1.501e+7,1.501e+7,
402.18,1.602e+7,1.602e+7,
402.23,1.657e+7,1.657e+7,
