s,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
530.77,3.248e+3,3.248e+3,
530.82,1.871e+3,1.871e+3,
530.87,1.059e+3,1.059e+3,
530.92,5.884e+2,5.884e+2,
530.97,3.213e+2,3.213e+2,
531.02,1.723e+2,1.723e+2,
531.07,9.079e+1,9.079e+1,
531.12,4.699e+1,4.699e+1,
531.17,2.389e+1,2.389e+1,
531.22,1.193e+1,1.193e+1,
531.27,5.852e+0,5.852e+0,
531.32,2.820e+0,2.820e+0,
531.37,1.335e+0,1.335e+0,
531.42,6.206e-1,6.206e-1,
531.47,2.835e-1,2.835e-1,
531.52,1.272e-1,1.272e-1,
531.57,5.605e-2,5.605e-2,
531.62,2.427e-2,2.427e-2,
531.67,1.032e-2,1.032e-2,
531.72,4.311e-3,4.311e-3,
531.77,1.769e-3,1.769e-3,
531.82,7.131e-4,7.131e-4,
531.87,2.824e-4,2.824e-4,
531.92,1.098e-4,1.098e-4,
531.97,4.196e-5,4.196e-5,
532.02,1.575e-5,1.575e-5,
532.07,5.807e-6,5.807e-6,
532.12,2.103e-6,2.103e-6,
532.17,7.481e-7,7.481e-7,
532.22,2.614e-7,2.614e-7,
532.27,8.974e-8,8.974e-8,
532.32,3.026e-8,3.026e-8,
532.37,1.002e-8,1.002e-8,
532.42,3.261e-9,3.261e-9,
590.54,1.255e-11,,1.255e-11
590.59,3.436e-11,,3.436e-11
590.64,9.274e-11,,9.274e-11
590.69,2.468e-10,,2.468e-10
590.74,6.476e-10,,6.476e-10
590.79,1.675e-9,,1.675e-9
590.84,4.273e-9,,4.273e-9
590.89,1.075e-8,,1.075e-8
590.94,2.664e-8,,2.664e-8
590.99,6.512e-8,,6.512e-8
591.04,1.570e-7,,1.570e-7
591.09,3.730e-7,,3.730e-7
591.14,8.737e-7,,8.737e-7
591.19,2.018e-6,,2.018e-6
591.24,4.596e-6,,4.596e-6
591.29,1.032e-5,,1.032e-5
591.34,2.284e-5,,2.284e-5
591.39,4.986e-5,,4.986e-5
591.44,1.073e-4,,1.073e-4
591.49,2.276e-4,,2.276e-4
591.54,4.761e-4,,4.761e-4
591.59,9.820e-4,,9.820e-4
591.64,1.997e-3,,1.997e-3
591.69,4.003e-3,,4.003e-3
591.74,7.912e-3,,7.912e-3
591.79,1.542e-2,,1.542e-2
591.84,2.962e-2,,2.962e-2
591.89,5.611e-2,,5.611e-2
591.94,1.048e-1,,1.048e-1
591.99,1.930e-1,,1.930e-1
592.04,3.503e-1,,3.503e-1
592.09,6.271e-1,,6.271e-1
592.14,1.107e+0,,1.107e+0
592.19,1.926e+0,,1.926e+0
592.24,3.303e+0,,3.303e+0
592.29,5.587e+0,,5.587e+0
592.34,9.317e+0,,9.317e+0
592.39,1.532e+1,,1.532e+1
592.44,2.483e+1,,2.483e+1
592.49,3.968e+1,,3.968e+1
592.54,6.253e+1,,6.253e+1
592.59,9.714e+1,,9.714e+1
592.64,1.488e+2,,1.488e+2
592.69,2.247e+2,,2.247e+2
592.74,3.345e+2,,3.345e+2
592.79,4.911e+2,,4.911e+2
592.84,7.108e+2,,7.108e+2
592.89,1.014e+3,,1.014e+3
592.94,1.427e+3,,1.427e+3
592.99,1.979e+3,,1.979e+3
593.04,2.707e+3,,2.707e+3
593.09,3.650e+3,,3.650e+3
593.14,4.852e+3,,4.852e+3
593.19,6.360e+3,,6.360e+3
593.24,8.218e+3,,8.218e+3
593.29,1.047e+4,,1.047e+4
593.34,1.315e+4,,1.315e+4
593.39,1.629e+4,,1.629e+4
593.44,1.989e+4,,1.989e+4
593.49,2.395e+4,,2.395e+4
593.54,2.842e+4,,2.842e+4
593.59,3.326e+4,,3.326e+4
593.64,3.838e+4,,3.838e+4
593.69,4.366e+4,,4.366e+4
593.74,4.897e+4,,4.897e+4
593.79,5.415e+4,,5.415e+4
593.84,5.904e+4,,5.904e+4
593.89,6.346e+4,,6.346e+4
593.94,6.725e+4,,6.725e+4
593.99,7.027e+4,,7.027e+4
594.04,7.239e+4,,7.239e+4
594.09,7.353e+4,,7.353e+4
594.14,7.364e+4,,7.364e+4
594.19,7.270e+4,,7.270e+4
594.24,7.077e+4,,7.077e+4
594.29,6.792e+4,,6.792e+4
594.34,6.427e+4,,6.427e+4
594.39,5.996e+4,,5.996e+4
594.44,5.516e+4,,5.516e+4
594.49,5.002e+4,,5.002e+4
594.54,4.472e+4,,4.472e+4
594.59,3.943e+4,,3.943e+4
594.64,3.427e+4,,3.427e+4
594.69,2.937e+4,,2.937e+4
594.74,2.481e+4,,2.481e+4
594.79,2.067e+4,,2.067e+4
594.84,1.697e+4,,1.697e+4
594.89,1.374e+4,,1.374e+4
594.94,1.097e+4,,1.097e+4
594.99,8.636e+3,,8.636e+3
595.04,6.702e+3,,6.702e+3
595.09,5.128e+3,,5.128e+3
595.14,3.868e+3,,3.868e+3
595.19,2.877e+3,,2.877e+3
595.24,2.110e+3,,2.110e+3
595.29,1.525e+3,,1.525e+3
595.34,1.087e+3,,1.087e+3
595.39,7.640e+2,,7.640e+2
595.44,5.294e+2,,5.294e+2
595.49,3.617e+2,,3.617e+2
595.54,2.436e+2,,2.436e+2
595.59,1.618e+2,,1.618e+2
595.64,1.059e+2,,1.059e+2
595.69,6.837e+1,,6.837e+1
595.74,4.351e+1,,4.351e+1
595.79,2.730e+1,,2.730e+1
595.84,1.689e+1,,1.689e+1
595.89,1.030e+1,,1.030e+1
595.94,6.196e+0,,6.196e+0
595.99,3.674e+0,,3.674e+0
596.04,2.148e+0,,2.148e+0
596.09,1.238e+0,,1.238e+0
596.14,7.033e-1,,7.033e-1
596.19,3.941e-1,,3.941e-1
596.24,2.177e-1,,2.177e-1
596.29,1.185e-1,,1.185e-1
596.34,6.365e-2,,6.365e-2
596.39,3.370e-2,,3.370e-2
596.44,1.759e-2,,1.759e-2
596.49,9.051e-3,,9.051e-3
596.54,4.592e-3,,4.592e-3
596.59,2.297e-3,,2.297e-3
596.64,1.133e-3,,1.133e-3
596.69,5.509e-4,,5.509e-4
596.74,2.641e-4,,2.641e-4
596.79,1.248e-4,,1.248e-4
596.84,5.818e-5,,5.818e-5
596.89,2.673e-5,,2.673e-5
596.94,1.211e-5,,1.211e-5
596.99,5.409e-6,,5.409e-6
597.04,2.382e-6,,2.382e-6
597.09,1.034e-6,,1.034e-6
597.14,4.427e-7,,4.427e-7
597.19,1.868e-7,,1.868e-7
597.24,7.774e-8,,7.774e-8
597.29,3.189e-8,,3.189e-8
597.34,1.290e-8,,1.290e-8
597.39,5.144e-9,,5.144e-9
597.44,2.023e-9,,2.023e-9
597.49,7.841e-10,,7.841e-10
597.54,2.997e-10,,2.997e-10
597.59,1.129e-10,,1.129e-10
597.64,4.195e-11,,4.195e-11
597.69,1.537e-11,,1.537e-11
