wavelength,intensity
180.0,0.0
180.03333333333333,0.0
180.06666666666666,0.0
180.1,0.0
180.13333333333333,0.0
180.16666666666663,0.0
180.2,0.0
180.2333333333333,0.0
180.26666666666665,0.0
180.3,0.0
180.3333333333333,0.0
180.36666666666665,0.0
180.4,0.0
180.4333333333333,0.0
180.46666666666664,0.0
180.5,0.0
180.5333333333333,0.0
180.56666666666663,0.0
180.6,0.0
180.6333333333333,0.0
180.66666666666663,0.0
180.7,0.0
180.7333333333333,0.0
180.76666666666665,0.0
180.79999999999995,0.0
180.8333333333333,0.0
180.86666666666665,0.0
180.89999999999995,0.0
180.93333333333328,0.0
180.9666666666666,0.0
180.99999999999997,0.0
181.03333333333327,0.0
181.0666666666666,0.0
181.09999999999997,0.0
181.13333333333327,0.0
181.1666666666666,0.0
181.19999999999996,0.0
181.2333333333333,0.0
181.2666666666666,0.0
181.29999999999995,0.0
181.3333333333333,0.0
181.3666666666666,0.0
181.39999999999992,0.0
181.43333333333325,0.0
181.46666666666655,0.0
181.49999999999991,0.0
181.53333333333325,0.0
181.56666666666655,0.0
181.5999999999999,0.0
181.63333333333324,0.0
181.66666666666657,0.0
181.6999999999999,0.0
181.73333333333323,0.0
181.76666666666657,0.0
181.7999999999999,0.0
181.83333333333323,0.0
181.86666666666656,0.0
181.8999999999999,0.0
181.9333333333332,0.0
181.96666666666653,0.0
181.9999999999999,0.0
182.0333333333332,0.0
182.06666666666652,0.0
182.09999999999988,0.0
182.1333333333332,0.0
182.16666666666652,0.0
182.19999999999987,0.0
182.2333333333332,0.0
182.2666666666665,0.0
182.29999999999987,0.0
182.3333333333332,0.0
182.36666666666653,0.0
182.39999999999984,0.0
182.4333333333332,0.0
182.46666666666653,0.0
182.49999999999983,0.0
182.5333333333332,0.0
182.5666666666665,0.0
182.59999999999985,0.0
182.6333333333332,0.0
182.6666666666665,0.0
182.69999999999985,0.0
182.7333333333332,0.0
182.7666666666665,0.0
182.79999999999984,0.0
182.8333333333332,0.0
182.8666666666665,0.0
182.89999999999984,0.0
182.9333333333332,0.0
182.9666666666665,0.0
182.99999999999983,0.0
183.0333333333332,0.0
183.0666666666665,0.0
183.09999999999985,0.0
183.1333333333332,0.0
183.1666666666665,0.0
183.19999999999985,0.0
183.23333333333315,0.0
183.26666666666648,0.0
183.2999999999998,0.0
183.33333333333317,0.0
183.36666666666648,0.0
183.3999999999998,0.0
183.43333333333317,0.0
183.46666666666647,0.0
183.4999999999998,0.0
183.53333333333316,0.0
183.5666666666665,0.0
183.5999999999998,0.0
183.63333333333316,0.0
183.6666666666665,0.0
183.6999999999998,0.0
183.73333333333312,0.0
183.76666666666645,0.0
183.79999999999976,0.0
183.83333333333312,0.0
183.86666666666645,0.0
183.89999999999975,0.0
183.9333333333331,0.0
183.96666666666644,0.0
183.99999999999977,0.0
184.0333333333331,0.0
184.06666666666644,0.0
184.09999999999977,0.0
184.1333333333331,0.0
184.16666666666643,0.0
184.19999999999976,0.0
184.2333333333331,0.0
184.2666666666664,0.0
184.29999999999976,0.0
184.3333333333331,0.0
184.3666666666664,0.0
184.39999999999972,0.0
184.43333333333308,0.0
184.4666666666664,0.0
184.49999999999972,0.0
184.53333333333308,0.0
184.5666666666664,0.0
184.5999999999997,0.0
184.63333333333307,0.0
184.6666666666664,0.0
184.69999999999973,0.0
184.73333333333304,0.0
184.7666666666664,0.0
184.79999999999973,0.0
184.83333333333303,0.0
184.8666666666664,0.0
184.8999999999997,0.0
184.93333333333305,0.0
184.9666666666664,0.0
184.9999999999997,0.0
185.03333333333305,0.0
185.0666666666664,0.0
185.0999999999997,0.0
185.13333333333304,0.0
185.1666666666664,0.0
185.1999999999997,0.0
185.23333333333304,0.0
185.2666666666664,0.0
185.2999999999997,0.0
185.33333333333303,0.0
185.3666666666664,0.0
185.3999999999997,0.0
185.43333333333305,0.0
185.4666666666664,0.0
185.4999999999997,0.0
185.53333333333305,0.0
185.56666666666635,0.0
185.59999999999968,0.0
185.633333333333,0.0
185.66666666666637,0.0
185.69999999999968,0.0
185.733333333333,0.0
185.76666666666637,0.0
185.79999999999967,0.0
185.833333333333,0.0
185.86666666666636,0.0
185.8999999999997,0.0
185.933333333333,0.0
185.96666666666636,0.0
185.9999999999997,0.0
186.033333333333,0.0
186.06666666666632,0.0
186.09999999999965,0.0
186.13333333333296,0.0
186.16666666666632,0.0
186.19999999999965,0.0
186.23333333333295,0.0
186.2666666666663,0.0
186.29999999999964,0.0
186.33333333333297,0.0
186.3666666666663,0.0
186.39999999999964,0.0
186.43333333333297,0.0
186.4666666666663,0.0
186.49999999999963,0.0
186.53333333333296,0.0
186.5666666666663,0.0
186.5999999999996,0.0
186.63333333333296,0.0
186.6666666666663,0.0
186.6999999999996,0.0
186.73333333333292,0.0
186.76666666666628,0.0
186.7999999999996,0.0
186.83333333333292,0.0
186.86666666666628,0.0
186.8999999999996,0.0
186.9333333333329,0.0
186.96666666666627,0.0
186.9999999999996,0.0
187.03333333333293,0.0
187.06666666666624,0.0
187.0999999999996,0.0
187.13333333333293,0.0
187.16666666666623,0.0
187.1999999999996,0.0
187.2333333333329,0.0
187.26666666666625,0.0
187.2999999999996,0.0
187.3333333333329,0.0
187.36666666666625,0.0
187.3999999999996,0.0
187.4333333333329,0.0
187.46666666666624,0.0
187.4999999999996,0.0
187.5333333333329,0.0
187.56666666666624,0.0
187.5999999999996,0.0
187.6333333333329,0.0
187.66666666666623,0.0
187.6999999999996,0.0
187.7333333333329,0.0
187.76666666666625,0.0
187.7999999999996,0.0
187.8333333333329,0.0
187.86666666666625,-6.197807341836223
187.89999999999955,26.061924626284306
187.93333333333288,59.75922129610882
187.9666666666662,96.31422551295957
187.99999999999957,135.10493636822963
188.03333333333288,169.53755842334465
188.0666666666662,191.94586118697268
188.09999999999957,197.49689583345
188.13333333333287,187.6773285816724
188.1666666666662,164.86771741176062
188.19999999999956,134.60102806704012
188.2333333333329,107.82764920485256
188.2666666666662,95.81223255371609
188.29999999999956,100.73834319233514
188.3333333333329,112.67499729953616
188.3666666666662,121.15096118458408
188.39999999999952,123.15775018717366
188.43333333333285,123.44612168914256
188.46666666666616,126.9157418592014
188.49999999999952,135.02464723706174
188.53333333333285,146.44153726864687
188.56666666666615,159.60285450251138
188.5999999999995,171.23683234439426
188.63333333333284,176.9965652441945
188.66666666666617,173.5719349670633
188.6999999999995,166.190243543608
188.73333333333284,164.22034380399012
188.76666666666617,174.80927682127006
188.7999999999995,191.6611432044137
188.83333333333283,203.5071638788392
188.86666666666616,202.43510408397785
188.8999999999995,195.54921083162955
188.93333333333285,194.14070902373757
188.96666666666616,205.1999519282681
188.9999999999995,221.32577725748595
189.0333333333328,232.12236547045865
189.06666666666612,231.98544601951832
189.09999999999948,227.41507858890543
189.1333333333328,226.7553071057296
189.16666666666612,233.8702360745925
189.19999999999948,243.9870842017766
189.2333333333328,251.41837257258325
189.2666666666661,254.16267108288636
189.29999999999947,255.69208160872392
189.3333333333328,259.80282437370147
189.3666666666661,266.6950702366996
189.3999999999995,272.43216786835217
189.4333333333328,273.1191385326545
189.46666666666613,269.9715046454022
189.49999999999943,268.7675230496151
189.5333333333328,274.9396790064275
189.56666666666607,287.44702500606974
189.59999999999943,300.7734108099846
189.6333333333328,309.8154755682599
189.6666666666661,314.0164241208698
189.69999999999945,315.237699362954
189.7333333333328,315.278589681907
189.7666666666661,315.38050443587645
189.79999999999944,316.55884737357417
189.8333333333328,319.4589757100529
189.8666666666661,322.921872589299
189.89999999999944,325.23846876073867
189.9333333333328,325.6094997824476
189.9666666666661,326.54709250559296
189.99999999999943,331.3129236754783
190.0333333333328,340.8749671906784
190.0666666666661,349.94990224293394
190.09999999999943,352.21206952731507
190.1333333333328,343.27421943623455
190.1666666666661,322.7489644791743
190.19999999999945,290.8234544160317
190.23333333333275,252.75107900299795
190.26666666666608,221.78188758754925
190.2999999999994,211.50906673513512
190.33333333333275,223.34804143849695
190.36666666666608,243.908614422056
190.3999999999994,259.3870059774117
190.43333333333277,265.8676469917484
190.46666666666607,268.72108569633605
190.4999999999994,273.3929980684182
190.53333333333276,281.4393960759552
190.56666666666607,291.59906372044327
190.5999999999994,302.4737950984844
190.63333333333276,311.9577384053313
190.6666666666661,317.5520617920178
190.6999999999994,317.4556371927333
190.73333333333272,314.70786992907915
190.76666666666603,314.38898538267694
190.7999999999994,320.512342820905
190.83333333333272,331.6462377391882
190.86666666666605,344.637558317582
190.89999999999935,356.4894362129735
190.9333333333327,364.794303480857
190.96666666666604,367.2856184593289
190.99999999999935,363.84355657622126
191.0333333333327,360.34919514318193
191.06666666666604,363.6950957200636
191.09999999999937,375.9983931829326
191.1333333333327,389.3294851907236
191.16666666666603,394.5941457168999
191.19999999999936,389.5979142778804
191.2333333333327,383.1901129544525
191.26666666666603,384.9928884805846
191.29999999999936,397.1093899064835
191.3333333333327,412.4184435316432
191.366666666666,423.4718136381448
191.39999999999932,427.75259998709726
191.43333333333268,427.3951404105864
191.466666666666,424.7569490276821
191.49999999999932,422.7640018193776
191.53333333333268,424.7538852238224
191.566666666666,433.461111300317
191.5999999999993,445.80667599143936
191.63333333333267,455.4996253522346
191.666666666666,457.4725279477982
191.6999999999993,455.2290353050385
191.73333333333267,455.8492006699584
191.766666666666,464.5400700877957
191.79999999999933,477.1087961308154
191.83333333333263,486.4382086089995
191.866666666666,487.612191169449
191.89999999999927,483.8076762018635
191.93333333333263,480.0583413101512
191.966666666666,480.0363305722723
191.9999999999993,483.7056036690458
192.03333333333265,490.4011783463261
192.066666666666,498.9401519964887
192.0999999999993,507.0820565067804
192.13333333333264,512.4934290637507
192.166666666666,514.9954454824068
192.1999999999993,517.7441239357263
192.23333333333264,524.0163603434213
