Wavelength (nm),Sum,Na I (1.2e-01),Na II (8.8e-01),Na III (7.9e-25)
497.06,1.714e+6,1.714e+6,,
497.11,2.357e+6,2.357e+6,,
497.16,3.182e+6,3.182e+6,,
497.21,4.218e+6,4.218e+6,,
497.26,5.493e+6,5.493e+6,,
497.31,7.028e+6,7.028e+6,,
497.36,8.840e+6,8.840e+6,,
497.41,1.094e+7,1.094e+7,,
497.46,1.331e+7,1.331e+7,,
497.51,1.595e+7,1.595e+7,,
497.56,1.882e+7,1.882e+7,,
497.61,2.188e+7,2.188e+7,,
497.66,2.508e+7,2.508e+7,,
497.71,2.835e+7,2.835e+7,,
497.76,3.162e+7,3.162e+7,,
497.81,3.481e+7,3.481e+7,,
497.86,3.784e+7,3.784e+7,,
497.91,4.061e+7,4.061e+7,,
497.96,4.303e+7,4.303e+7,,
498.01,4.502e+7,4.502e+7,,
498.06,4.650e+7,4.650e+7,,
498.11,4.739e+7,4.739e+7,,
498.16,4.765e+7,4.765e+7,,
498.21,4.725e+7,4.725e+7,,
498.26,4.618e+7,4.618e+7,,
498.31,4.446e+7,4.446e+7,,
498.36,4.215e+7,4.215e+7,,
498.41,3.932e+7,3.932e+7,,
498.46,3.609e+7,3.609e+7,,
498.51,3.257e+7,3.257e+7,,
498.56,2.889e+7,2.889e+7,,
498.61,2.518e+7,2.518e+7,,
498.66,2.156e+7,2.156e+7,,
498.71,1.812e+7,1.812e+7,,
498.76,1.495e+7,1.495e+7,,
498.81,1.210e+7,1.210e+7,,
498.86,9.617e+6,9.617e+6,,
498.91,7.496e+6,7.496e+6,,
498.96,5.732e+6,5.732e+6,,
499.01,4.298e+6,4.298e+6,,
499.06,3.161e+6,3.161e+6,,
499.11,2.279e+6,2.279e+6,,
499.16,1.611e+6,1.611e+6,,
499.21,1.117e+6,1.117e+6,,
499.26,7.590e+5,7.590e+5,,
499.31,5.057e+5,5.057e+5,,
499.36,3.302e+5,3.302e+5,,
499.41,2.114e+5,2.114e+5,,
499.46,1.327e+5,1.327e+5,,
499.51,8.159e+4,8.159e+4,,
499.56,4.919e+4,4.919e+4,,
499.61,2.906e+4,2.906e+4,,
499.66,1.683e+4,1.683e+4,,
499.71,9.556e+3,9.556e+3,,
499.76,5.317e+3,5.317e+3,,
499.81,2.899e+3,2.899e+3,,
499.86,1.549e+3,1.549e+3,,
499.91,8.116e+2,8.116e+2,,
499.96,4.167e+2,4.167e+2,,
500.01,2.097e+2,2.097e+2,,
500.06,1.034e+2,1.034e+2,,
500.11,4.997e+1,4.997e+1,,
500.16,2.367e+1,2.367e+1,,
500.21,1.099e+1,1.099e+1,,
500.26,5.000e+0,5.000e+0,,
500.31,2.230e+0,2.230e+0,,
500.36,9.745e-1,9.745e-1,,
500.41,4.174e-1,4.174e-1,,
500.46,1.752e-1,1.752e-1,,
500.51,7.210e-2,7.210e-2,,
500.56,2.907e-2,2.907e-2,,
500.61,1.149e-2,1.149e-2,,
500.66,4.450e-3,4.450e-3,,
500.71,1.689e-3,1.689e-3,,
500.76,6.284e-4,6.284e-4,,
500.81,2.291e-4,2.291e-4,,
500.86,8.187e-5,8.187e-5,,
500.91,2.867e-5,2.867e-5,,
500.96,9.841e-6,9.841e-6,,
501.01,3.310e-6,3.310e-6,,
501.06,1.091e-6,1.091e-6,,
501.11,3.527e-7,3.527e-7,,
501.16,1.117e-7,1.117e-7,,
501.21,3.466e-8,3.466e-8,,
501.26,1.054e-8,1.054e-8,,
504.06,3.012e-27,3.012e-27,,
504.11,9.803e-27,9.803e-27,,
504.16,3.129e-26,3.129e-26,,
504.21,9.797e-26,9.797e-26,,
504.26,3.008e-25,3.008e-25,,
504.31,9.058e-25,9.058e-25,,
504.36,2.675e-24,2.675e-24,,
504.41,7.749e-24,7.749e-24,,
504.46,2.201e-23,2.201e-23,,
504.51,6.133e-23,6.133e-23,,
504.56,1.676e-22,1.676e-22,,
504.61,4.490e-22,4.490e-22,,
504.66,1.180e-21,1.180e-21,,
504.71,3.042e-21,3.042e-21,,
504.76,7.690e-21,7.690e-21,,
504.81,1.906e-20,1.906e-20,,
504.86,4.636e-20,4.636e-20,,
504.91,1.105e-19,1.105e-19,,
504.96,2.585e-19,2.585e-19,,
505.01,5.930e-19,5.930e-19,,
505.06,1.334e-18,1.334e-18,,
505.11,2.943e-18,2.943e-18,,
505.16,6.369e-18,6.369e-18,,
505.21,1.352e-17,1.352e-17,,
505.26,2.813e-17,2.813e-17,,
505.31,5.742e-17,5.742e-17,,
505.36,1.149e-16,1.149e-16,,
505.41,2.257e-16,2.257e-16,,
505.46,4.345e-16,4.345e-16,,
505.51,8.206e-16,8.206e-16,,
505.56,1.520e-15,1.520e-15,,
505.61,2.761e-15,2.761e-15,,
505.66,4.918e-15,4.918e-15,,
505.71,8.593e-15,8.593e-15,,
505.76,1.472e-14,1.472e-14,,
505.81,2.474e-14,2.474e-14,,
505.86,4.078e-14,4.078e-14,,
505.91,6.592e-14,6.592e-14,,
505.96,1.045e-13,1.045e-13,,
506.01,1.625e-13,1.625e-13,,
506.06,2.478e-13,2.478e-13,,
506.11,3.705e-13,3.705e-13,,
506.16,5.435e-13,5.435e-13,,
506.21,7.817e-13,7.817e-13,,
506.26,1.103e-12,1.103e-12,,
506.31,1.526e-12,1.526e-12,,
506.36,2.071e-12,2.071e-12,,
506.41,2.756e-12,2.756e-12,,
506.46,3.597e-12,3.597e-12,,
506.51,4.604e-12,4.604e-12,,
506.56,5.780e-12,5.780e-12,,
506.61,7.117e-12,7.117e-12,,
506.66,8.594e-12,8.594e-12,,
506.71,1.018e-11,1.018e-11,,
506.76,1.182e-11,1.182e-11,,
506.81,1.347e-11,1.347e-11,,
506.86,1.504e-11,1.504e-11,,
506.91,1.648e-11,1.648e-11,,
506.96,1.771e-11,1.771e-11,,
507.01,1.867e-11,1.867e-11,,
507.06,1.929e-11,1.929e-11,,
507.11,1.956e-11,1.956e-11,,
507.16,1.945e-11,1.945e-11,,
507.21,1.896e-11,1.896e-11,,
507.26,1.813e-11,1.813e-11,,
507.31,1.700e-11,1.700e-11,,
507.36,1.564e-11,1.564e-11,,
507.41,1.411e-11,1.411e-11,,
507.46,1.248e-11,1.248e-11,,
507.51,1.083e-11,1.083e-11,,
507.56,9.217e-12,9.217e-12,,
507.61,7.692e-12,7.692e-12,,
507.66,6.296e-12,6.296e-12,,
507.71,5.054e-12,5.054e-12,,
507.76,3.979e-12,3.979e-12,,
507.81,3.073e-12,3.073e-12,,
507.86,2.327e-12,2.327e-12,,
507.91,1.728e-12,1.728e-12,,
507.96,1.259e-12,1.259e-12,,
508.01,8.992e-13,8.992e-13,,
508.06,6.300e-13,6.300e-13,,
508.11,4.329e-13,4.329e-13,,
508.16,2.917e-13,2.917e-13,,
508.21,1.928e-13,1.928e-13,,
508.26,1.250e-13,1.250e-13,,
508.31,7.945e-14,7.945e-14,,
508.36,4.953e-14,4.953e-14,,
508.41,3.029e-14,3.029e-14,,
508.46,1.816e-14,1.816e-14,,
508.51,1.068e-14,1.068e-14,,
508.56,6.162e-15,6.162e-15,,
508.61,3.486e-15,3.486e-15,,
508.66,1.934e-15,1.934e-15,,
508.71,1.052e-15,1.052e-15,,
508.76,5.617e-16,5.617e-16,,
508.81,2.940e-16,2.940e-16,,
508.86,1.509e-16,1.509e-16,,
508.91,7.597e-17,7.597e-17,,
508.96,3.751e-17,3.751e-17,,
509.01,1.816e-17,1.816e-17,,
509.06,8.625e-18,8.625e-18,,
509.11,4.017e-18,4.017e-18,,
509.16,1.835e-18,1.835e-18,,
509.21,8.221e-19,8.221e-19,,
509.26,3.612e-19,3.612e-19,,
509.31,1.556e-19,1.556e-19,,
509.36,6.578e-20,6.578e-20,,
509.42,2.281e-20,2.281e-20,,
509.47,9.235e-21,9.235e-21,,
509.52,3.667e-21,3.667e-21,,
509.57,1.428e-21,1.428e-21,,
509.62,5.456e-22,5.456e-22,,
509.67,2.044e-22,2.044e-22,,
509.72,7.510e-23,7.510e-23,,
509.77,2.706e-23,2.706e-23,,
509.82,9.563e-24,9.563e-24,,
509.87,3.314e-24,3.314e-24,,
509.92,1.127e-24,1.127e-24,,
509.97,3.756e-25,3.756e-25,,
510.02,1.228e-25,1.228e-25,,
510.07,3.938e-26,3.938e-26,,
510.12,1.238e-26,1.238e-26,,
510.17,3.820e-27,3.820e-27,,
512.22,7.081e-10,7.081e-10,,
512.27,2.271e-9,2.271e-9,,
512.32,7.148e-9,7.148e-9,,
512.37,2.208e-8,2.208e-8,,
512.42,6.691e-8,6.691e-8,,
512.47,1.990e-7,1.990e-7,,
512.52,5.810e-7,5.810e-7,,
512.57,1.664e-6,1.664e-6,,
512.62,4.679e-6,4.679e-6,,
512.67,1.291e-5,1.291e-5,,
512.72,3.494e-5,3.494e-5,,
512.77,9.284e-5,9.284e-5,,
512.82,2.421e-4,2.421e-4,,
512.87,6.193e-4,6.193e-4,,
512.92,1.555e-3,1.555e-3,,
512.97,3.832e-3,3.832e-3,,
513.02,9.266e-3,9.266e-3,,
513.07,2.199e-2,2.199e-2,,
513.12,5.121e-2,5.121e-2,,
513.17,1.170e-1,1.170e-1,,
513.22,2.624e-1,2.624e-1,,
513.27,5.776e-1,5.776e-1,,
513.32,1.248e+0,1.248e+0,,
513.37,2.644e+0,2.644e+0,,
513.42,5.500e+0,5.500e+0,,
513.47,1.123e+1,1.123e+1,,
513.52,2.249e+1,2.249e+1,,
513.57,4.421e+1,4.421e+1,,
513.62,8.528e+1,8.528e+1,,
513.67,1.614e+2,1.614e+2,,
513.72,2.999e+2,2.999e+2,,
513.77,5.468e+2,5.468e+2,,
513.82,9.784e+2,9.784e+2,,
513.87,1.718e+3,1.718e+3,,
513.92,2.960e+3,2.960e+3,,
513.97,5.005e+3,5.005e+3,,
514.02,8.305e+3,8.305e+3,,
514.07,1.352e+4,1.352e+4,,
514.12,2.161e+4,2.161e+4,,
514.17,3.390e+4,3.390e+4,,
514.22,5.217e+4,5.217e+4,,
514.27,7.879e+4,7.879e+4,,
514.32,1.168e+5,1.168e+5,,
514.37,1.698e+5,1.698e+5,,
514.42,2.424e+5,2.424e+5,,
514.47,3.396e+5,3.396e+5,,
514.52,4.668e+5,4.668e+5,,
514.57,6.297e+5,6.297e+5,,
514.62,8.336e+5,8.336e+5,,
514.67,1.083e+6,1.083e+6,,
514.72,1.381e+6,1.381e+6,,
514.77,1.727e+6,1.727e+6,,
514.82,2.121e+6,2.121e+6,,
514.87,2.555e+6,2.555e+6,,
514.92,3.022e+6,3.022e+6,,
514.97,3.506e+6,3.506e+6,,
515.02,3.993e+6,3.993e+6,,
515.07,4.462e+6,4.462e+6,,
515.12,4.893e+6,4.893e+6,,
515.17,5.266e+6,5.266e+6,,
515.22,5.561e+6,5.561e+6,,
515.27,5.764e+6,5.764e+6,,
515.32,5.862e+6,5.862e+6,,
515.37,5.851e+6,5.851e+6,,
515.42,5.731e+6,5.731e+6,,
515.47,5.509e+6,5.509e+6,,
515.52,5.197e+6,5.197e+6,,
515.57,4.811e+6,4.811e+6,,
515.62,4.370e+6,4.370e+6,,
515.67,3.896e+6,3.896e+6,,
515.72,3.409e+6,3.409e+6,,
515.77,2.926e+6,2.926e+6,,
515.82,2.466e+6,2.466e+6,,
515.87,2.039e+6,2.039e+6,,
515.92,1.654e+6,1.654e+6,,
515.97,1.317e+6,1.317e+6,,
516.02,1.029e+6,1.029e+6,,
516.07,7.893e+5,7.893e+5,,
516.12,5.940e+5,5.940e+5,,
516.17,4.387e+5,4.387e+5,,
516.22,3.179e+5,3.179e+5,,
516.27,2.261e+5,2.261e+5,,
516.32,1.578e+5,1.578e+5,,
516.37,1.081e+5,1.081e+5,,
516.42,7.266e+4,7.266e+4,,
516.47,4.793e+4,4.793e+4,,
516.52,3.103e+4,3.103e+4,,
516.57,1.971e+4,1.971e+4,,
516.62,1.229e+4,1.229e+4,,
516.67,7.517e+3,7.517e+3,,
516.72,4.513e+3,4.513e+3,,
516.77,2.659e+3,2.659e+3,,
516.82,1.537e+3,1.537e+3,,
516.87,8.722e+2,8.722e+2,,
516.92,4.857e+2,4.857e+2,,
516.97,2.654e+2,2.654e+2,,
517.02,1.423e+2,1.423e+2,,
517.07,7.489e+1,7.489e+1,,
517.12,3.868e+1,3.868e+1,,
517.17,1.960e+1,1.960e+1,,
517.22,9.748e+0,9.748e+0,,
517.27,4.758e+0,4.758e+0,,
517.32,2.279e+0,2.279e+0,,
517.37,1.071e+0,1.071e+0,,
517.42,4.940e-1,4.940e-1,,
517.47,2.236e-1,2.236e-1,,
517.52,9.934e-2,9.934e-2,,
517.57,4.331e-2,4.331e-2,,
517.62,1.853e-2,1.853e-2,,
517.67,7.778e-3,7.778e-3,,
517.72,3.204e-3,3.204e-3,,
517.77,1.296e-3,1.296e-3,,
517.82,5.140e-4,5.140e-4,,
517.87,2.001e-4,2.001e-4,,
517.92,7.648e-5,7.648e-5,,
517.97,2.868e-5,2.868e-5,,
518.02,1.055e-5,1.055e-5,,
518.07,3.811e-6,3.811e-6,,
518.12,1.350e-6,1.350e-6,,
518.17,4.697e-7,4.697e-7,,
518.22,1.603e-7,1.603e-7,,
518.27,5.369e-8,5.369e-8,,
518.32,1.765e-8,1.765e-8,,
518.37,5.691e-9,5.691e-9,,
518.42,1.802e-9,1.802e-9,,
518.47,3.274e-20,3.274e-20,,
518.52,1.389e-20,1.389e-20,,
518.57,5.783e-21,5.783e-21,,
518.62,2.363e-21,2.363e-21,,
518.67,9.476e-22,9.476e-22,,
518.72,3.729e-22,3.729e-22,,
518.77,1.440e-22,1.440e-22,,
518.82,5.460e-23,5.460e-23,,
518.87,2.031e-23,2.031e-23,,
518.92,7.416e-24,7.416e-24,,
518.97,2.657e-24,2.657e-24,,
519.02,9.343e-25,9.343e-25,,
519.07,3.225e-25,3.225e-25,,
519.12,1.092e-25,1.092e-25,,
519.17,3.630e-26,3.630e-26,,
519.22,1.184e-26,1.184e-26,,
519.27,3.791e-27,3.791e-27,,
519.32,1.191e-27,1.191e-27,,
558.68,8.657e-28,8.657e-28,,
558.73,2.512e-27,2.512e-27,,
558.78,7.172e-27,7.172e-27,,
558.83,2.016e-26,2.016e-26,,
558.88,5.578e-26,5.578e-26,,
558.93,1.519e-25,1.519e-25,,
558.98,4.072e-25,4.072e-25,,
559.03,1.074e-24,1.074e-24,,
559.08,2.790e-24,2.790e-24,,
559.13,7.132e-24,7.132e-24,,
559.18,1.794e-23,1.794e-23,,
559.23,4.444e-23,4.444e-23,,
559.28,1.083e-22,1.083e-22,,
559.33,2.599e-22,2.599e-22,,
559.38,6.139e-22,6.139e-22,,
559.43,1.427e-21,1.427e-21,,
559.48,3.265e-21,3.265e-21,,
559.53,7.354e-21,7.354e-21,,
559.58,1.630e-20,1.630e-20,,
559.63,3.557e-20,3.557e-20,,
559.68,7.640e-20,7.640e-20,,
559.73,1.615e-19,1.615e-19,,
559.78,3.361e-19,3.361e-19,,
559.83,6.884e-19,6.884e-19,,
559.88,1.388e-18,1.388e-18,,
559.93,2.754e-18,2.754e-18,,
559.98,5.379e-18,5.379e-18,,
560.03,1.034e-17,1.034e-17,,
560.08,1.957e-17,1.957e-17,,
560.13,3.645e-17,3.645e-17,,
560.18,6.683e-17,6.683e-17,,
560.23,1.206e-16,1.206e-16,,
560.28,2.142e-16,2.142e-16,,
560.33,3.745e-16,3.745e-16,,
560.38,6.445e-16,6.445e-16,,
560.43,1.092e-15,1.092e-15,,
560.48,1.820e-15,1.820e-15,,
560.53,2.987e-15,2.987e-15,,
560.58,4.825e-15,4.825e-15,,
560.63,7.672e-15,7.672e-15,,
560.68,1.201e-14,1.201e-14,,
560.73,1.850e-14,1.850e-14,,
560.78,2.805e-14,2.805e-14,,
560.83,4.186e-14,4.186e-14,,
560.88,6.149e-14,6.149e-14,,
560.93,8.891e-14,8.891e-14,,
560.98,1.265e-13,1.265e-13,,
561.03,1.773e-13,1.773e-13,,
561.08,2.444e-13,2.444e-13,,
561.13,3.318e-13,3.318e-13,,
561.18,4.432e-13,4.432e-13,,
561.23,5.828e-13,5.828e-13,,
561.28,7.543e-13,7.543e-13,,
561.33,9.610e-13,9.610e-13,,
561.38,1.205e-12,1.205e-12,,
561.43,1.487e-12,1.487e-12,,
561.48,1.807e-12,1.807e-12,,
561.53,2.161e-12,2.161e-12,,
561.58,2.544e-12,2.544e-12,,
561.63,2.947e-12,2.947e-12,,
561.68,3.361e-12,3.361e-12,,
561.73,3.772e-12,3.772e-12,,
561.78,4.168e-12,4.168e-12,,
561.83,4.532e-12,4.532e-12,,
561.88,4.851e-12,4.851e-12,,
561.93,5.112e-12,5.112e-12,,
561.98,5.301e-12,5.301e-12,,
562.03,5.411e-12,5.411e-12,,
562.08,5.437e-12,5.437e-12,,
562.13,5.377e-12,5.377e-12,,
562.18,5.234e-12,5.234e-12,,
562.23,5.015e-12,5.015e-12,,
562.28,4.730e-12,4.730e-12,,
562.33,4.391e-12,4.391e-12,,
562.38,4.012e-12,4.012e-12,,
562.43,3.609e-12,3.609e-12,,
562.48,3.195e-12,3.195e-12,,
562.53,2.784e-12,2.784e-12,,
562.58,2.388e-12,2.388e-12,,
562.63,2.016e-12,2.016e-12,,
562.68,1.675e-12,1.675e-12,,
562.73,1.370e-12,1.370e-12,,
562.78,1.103e-12,1.103e-12,,
562.83,8.739e-13,8.739e-13,,
562.88,6.817e-13,6.817e-13,,
562.93,5.233e-13,5.233e-13,,
562.98,3.955e-13,3.955e-13,,
563.03,2.942e-13,2.942e-13,,
563.08,2.154e-13,2.154e-13,,
563.13,1.552e-13,1.552e-13,,
563.18,1.101e-13,1.101e-13,,
563.23,7.686e-14,7.686e-14,,
563.28,5.282e-14,5.282e-14,,
563.33,3.573e-14,3.573e-14,,
563.38,2.379e-14,2.379e-14,,
563.43,1.559e-14,1.559e-14,,
563.48,1.006e-14,1.006e-14,,
563.53,6.386e-15,6.386e-15,,
563.58,3.991e-15,3.991e-15,,
563.63,2.455e-15,2.455e-15,,
563.68,1.486e-15,1.486e-15,,
563.73,8.859e-16,8.859e-16,,
563.78,5.197e-16,5.197e-16,,
563.83,3.001e-16,3.001e-16,,
563.88,1.706e-16,1.706e-16,,
563.93,9.541e-17,9.541e-17,,
563.98,5.254e-17,5.254e-17,,
564.03,2.848e-17,2.848e-17,,
564.08,1.519e-17,1.519e-17,,
564.13,7.977e-18,7.977e-18,,
564.18,4.123e-18,4.123e-18,,
564.23,2.098e-18,2.098e-18,,
564.28,1.050e-18,1.050e-18,,
564.33,5.177e-19,5.177e-19,,
564.38,2.512e-19,2.512e-19,,
564.43,1.199e-19,1.199e-19,,
564.48,5.638e-20,5.638e-20,,
564.53,2.609e-20,2.609e-20,,
564.58,1.188e-20,1.188e-20,,
564.63,5.325e-21,5.325e-21,,
564.68,2.349e-21,2.349e-21,,
564.73,1.020e-21,1.020e-21,,
564.78,4.361e-22,4.361e-22,,
564.83,8.933e-9,8.933e-9,,
564.88,2.564e-8,2.564e-8,,
564.93,7.246e-8,7.246e-8,,
564.98,2.017e-7,2.017e-7,,
565.03,5.525e-7,5.525e-7,,
565.08,1.491e-6,1.491e-6,,
565.13,3.960e-6,3.960e-6,,
565.18,1.036e-5,1.036e-5,,
565.23,2.668e-5,2.668e-5,,
565.28,6.765e-5,6.765e-5,,
565.33,1.689e-4,1.689e-4,,
565.38,4.154e-4,4.154e-4,,
565.43,1.006e-3,1.006e-3,,
565.48,2.397e-3,2.397e-3,,
565.53,5.625e-3,5.625e-3,,
565.58,1.300e-2,1.300e-2,,
565.63,2.958e-2,2.958e-2,,
565.68,6.628e-2,6.628e-2,,
565.73,1.462e-1,1.462e-1,,
565.78,3.176e-1,3.176e-1,,
565.83,6.793e-1,6.793e-1,,
565.88,1.431e+0,1.431e+0,,
565.93,2.967e+0,2.967e+0,,
565.98,6.057e+0,6.057e+0,,
566.03,1.218e+1,1.218e+1,,
566.08,2.411e+1,2.411e+1,,
566.13,4.699e+1,4.699e+1,,
566.18,9.019e+1,9.019e+1,,
566.23,1.704e+2,1.704e+2,,
566.28,3.172e+2,3.172e+2,,
566.33,5.811e+2,5.811e+2,,
566.38,1.048e+3,1.048e+3,,
566.43,1.863e+3,1.863e+3,,
566.48,3.258e+3,3.258e+3,,
566.53,5.612e+3,5.612e+3,,
566.58,9.519e+3,9.519e+3,,
566.63,1.590e+4,1.590e+4,,
566.68,2.615e+4,2.615e+4,,
566.73,4.235e+4,4.235e+4,,
566.78,6.754e+4,6.754e+4,,
566.83,1.061e+5,1.061e+5,,
566.88,1.641e+5,1.641e+5,,
566.93,2.499e+5,2.499e+5,,
566.98,3.749e+5,3.749e+5,,
567.03,5.539e+5,5.539e+5,,
567.08,8.060e+5,8.060e+5,,
567.13,1.155e+6,1.155e+6,,
567.18,1.631e+6,1.631e+6,,
567.23,2.269e+6,2.269e+6,,
567.28,3.110e+6,3.110e+6,,
567.33,4.200e+6,4.200e+6,,
567.38,5.589e+6,5.589e+6,,
567.43,7.331e+6,7.331e+6,,
567.48,9.480e+6,9.480e+6,,
567.53,1.209e+7,1.209e+7,,
567.58,1.520e+7,1.520e+7,,
567.63,1.885e+7,1.885e+7,,
567.68,2.307e+7,2.307e+7,,
567.73,2.788e+7,2.788e+7,,
567.78,3.326e+7,3.326e+7,,
567.83,3.920e+7,3.920e+7,,
567.88,4.566e+7,4.566e+7,,
567.93,5.259e+7,5.259e+7,,
567.98,5.992e+7,5.992e+7,,
568.03,6.757e+7,6.757e+7,,
568.08,7.546e+7,7.546e+7,,
568.13,8.348e+7,8.348e+7,,
568.18,9.154e+7,9.154e+7,,
568.23,9.952e+7,9.952e+7,,
568.28,1.073e+8,1.073e+8,,
568.33,1.148e+8,1.148e+8,,
568.38,1.218e+8,1.218e+8,,
568.43,1.282e+8,1.282e+8,,
568.48,1.338e+8,1.338e+8,,
568.53,1.386e+8,1.386e+8,,
568.58,1.422e+8,1.422e+8,,
568.63,1.446e+8,1.446e+8,,
568.68,1.457e+8,1.457e+8,,
568.73,1.453e+8,1.453e+8,,
568.78,1.434e+8,1.434e+8,,
568.83,1.400e+8,1.400e+8,,
568.88,1.350e+8,1.350e+8,,
568.93,1.287e+8,1.287e+8,,
568.98,1.212e+8,1.212e+8,,
569.03,1.127e+8,1.127e+8,,
569.08,1.034e+8,1.034e+8,,
569.13,9.359e+7,9.359e+7,,
569.18,8.357e+7,8.357e+7,,
569.23,7.358e+7,7.358e+7,,
569.28,6.387e+7,6.387e+7,,
569.33,5.466e+7,5.466e+7,,
569.38,4.610e+7,4.610e+7,,
569.43,3.831e+7,3.831e+7,,
569.48,3.137e+7,3.137e+7,,
569.53,2.531e+7,2.531e+7,,
569.58,2.011e+7,2.011e+7,,
569.63,1.575e+7,1.575e+7,,
569.68,1.214e+7,1.214e+7,,
569.73,9.224e+6,9.224e+6,,
569.78,6.900e+6,6.900e+6,,
569.83,5.084e+6,5.084e+6,,
569.88,3.689e+6,3.689e+6,,
569.93,2.636e+6,2.636e+6,,
569.98,1.855e+6,1.855e+6,,
570.03,1.285e+6,1.285e+6,,
570.08,8.770e+5,8.770e+5,,
570.13,5.894e+5,5.894e+5,,
570.18,3.900e+5,3.900e+5,,
570.23,2.541e+5,2.541e+5,,
570.28,1.630e+5,1.630e+5,,
570.33,1.030e+5,1.030e+5,,
570.38,6.409e+4,6.409e+4,,
570.43,3.926e+4,3.926e+4,,
570.48,2.369e+4,2.369e+4,,
570.53,1.407e+4,1.407e+4,,
570.58,8.229e+3,8.229e+3,,
570.63,4.740e+3,4.740e+3,,
570.68,2.688e+3,2.688e+3,,
570.73,1.501e+3,1.501e+3,,
570.78,8.254e+2,8.254e+2,,
570.83,4.469e+2,4.469e+2,,
570.88,2.382e+2,2.382e+2,,
570.93,1.251e+2,1.251e+2,,
570.98,6.465e+1,6.465e+1,,
571.03,3.291e+1,3.291e+1,,
571.08,1.649e+1,1.649e+1,,
571.13,8.139e+0,8.139e+0,,
571.19,3.417e+0,3.417e+0,,
571.24,1.630e+0,1.630e+0,,
571.29,7.656e-1,7.656e-1,,
571.34,3.541e-1,3.541e-1,,
571.39,1.613e-1,1.613e-1,,
571.44,7.231e-2,7.231e-2,,
571.49,3.193e-2,3.193e-2,,
571.54,1.388e-2,1.388e-2,,
571.59,5.943e-3,5.943e-3,,
571.64,2.505e-3,2.505e-3,,
571.69,1.040e-3,1.040e-3,,
571.74,4.250e-4,4.250e-4,,
571.79,1.710e-4,1.710e-4,,
571.84,6.778e-5,6.778e-5,,
571.89,2.645e-5,2.645e-5,,
571.94,1.016e-5,1.016e-5,,
571.99,3.844e-6,3.844e-6,,
572.04,1.432e-6,1.432e-6,,
572.09,5.253e-7,5.253e-7,,
572.14,1.897e-7,1.897e-7,,
572.19,6.747e-8,6.747e-8,,
572.24,2.363e-8,2.363e-8,,
585.44,1.032e-6,1.032e-6,,
585.49,2.859e-6,2.859e-6,,
585.54,7.808e-6,7.808e-6,,
585.59,2.102e-5,2.102e-5,,
585.64,5.576e-5,5.576e-5,,
585.69,1.458e-4,1.458e-4,,
585.74,3.759e-4,3.759e-4,,
585.79,9.551e-4,9.551e-4,,
585.84,2.392e-3,2.392e-3,,
585.89,5.905e-3,5.905e-3,,
585.94,1.437e-2,1.437e-2,,
585.99,3.446e-2,3.446e-2,,
586.04,8.148e-2,8.148e-2,,
586.09,1.899e-1,1.899e-1,,
586.14,4.362e-1,4.362e-1,,
586.19,9.876e-1,9.876e-1,,
586.24,2.204e+0,2.204e+0,,
586.29,4.848e+0,4.848e+0,,
586.34,1.051e+1,1.051e+1,,
586.39,2.247e+1,2.247e+1,,
586.44,4.734e+1,4.734e+1,,
586.49,9.830e+1,9.830e+1,,
586.54,2.012e+2,2.012e+2,,
586.59,4.060e+2,4.060e+2,,
586.64,8.074e+2,8.074e+2,,
586.69,1.583e+3,1.583e+3,,
586.74,3.058e+3,3.058e+3,,
586.79,5.824e+3,5.824e+3,,
586.84,1.093e+4,1.093e+4,,
586.89,2.023e+4,2.023e+4,,
586.94,3.691e+4,3.691e+4,,
586.99,6.636e+4,6.636e+4,,
587.04,1.176e+5,1.176e+5,,
587.09,2.054e+5,2.054e+5,,
587.14,3.537e+5,3.537e+5,,
587.19,6.003e+5,6.003e+5,,
587.24,1.004e+6,1.004e+6,,
587.29,1.656e+6,1.656e+6,,
587.34,2.692e+6,2.692e+6,,
587.39,4.314e+6,4.314e+6,,
587.44,6.813e+6,6.813e+6,,
587.49,1.061e+7,1.061e+7,,
587.54,1.628e+7,1.628e+7,,
587.59,2.462e+7,2.462e+7,,
587.64,3.671e+7,3.671e+7,,
587.69,5.396e+7,5.396e+7,,
587.74,7.819e+7,7.819e+7,,
587.79,1.117e+8,1.117e+8,,
587.84,1.572e+8,1.572e+8,,
587.89,2.182e+8,2.182e+8,,
587.94,2.986e+8,2.986e+8,,
587.99,4.028e+8,4.028e+8,,
588.04,5.356e+8,5.356e+8,,
588.09,7.022e+8,7.022e+8,,
588.14,9.076e+8,9.076e+8,,
588.19,1.157e+9,1.157e+9,,
588.24,1.454e+9,1.454e+9,,
588.29,1.801e+9,1.801e+9,,
588.34,2.201e+9,2.201e+9,,
588.39,2.652e+9,2.652e+9,,
588.44,3.153e+9,3.153e+9,,
588.49,3.696e+9,3.696e+9,,
588.54,4.276e+9,4.276e+9,,
588.59,4.880e+9,4.880e+9,,
588.64,5.497e+9,5.497e+9,,
588.69,6.111e+9,6.111e+9,,
588.74,6.708e+9,6.708e+9,,
588.79,7.272e+9,7.272e+9,,
588.84,7.787e+9,7.787e+9,,
588.89,8.240e+9,8.240e+9,,
588.94,8.620e+9,8.620e+9,,
588.99,8.917e+9,8.917e+9,,
589.04,9.125e+9,9.125e+9,,
589.09,9.243e+9,9.243e+9,,
