Wavelength (nm),Sum,Na I (1.2e-01),Na II (8.8e-01),Na III (7.9e-25)
420.14,2.003e-12,2.003e-12,,
420.19,2.407e-12,2.407e-12,,
420.24,2.813e-12,2.813e-12,,
420.29,3.194e-12,3.194e-12,,
420.34,3.527e-12,3.527e-12,,
420.39,3.785e-12,3.785e-12,,
420.44,3.949e-12,3.949e-12,,
420.49,4.005e-12,4.005e-12,,
420.54,3.949e-12,3.949e-12,,
420.59,3.785e-12,3.785e-12,,
420.64,3.527e-12,3.527e-12,,
420.69,3.194e-12,3.194e-12,,
420.74,2.813e-12,2.813e-12,,
420.79,2.407e-12,2.407e-12,,
420.84,2.003e-12,2.003e-12,,
420.89,1.620e-12,1.620e-12,,
420.94,1.274e-12,1.274e-12,,
420.99,9.740e-13,9.740e-13,,
421.04,7.238e-13,7.238e-13,,
421.09,5.228e-13,5.228e-13,,
421.14,3.671e-13,3.671e-13,,
421.19,2.506e-13,2.506e-13,,
421.24,1.663e-13,1.663e-13,,
421.29,1.073e-13,1.073e-13,,
421.34,6.729e-14,6.729e-14,,
421.39,4.102e-14,4.102e-14,,
421.44,2.431e-14,2.431e-14,,
421.49,1.401e-14,1.401e-14,,
421.54,7.844e-15,7.844e-15,,
421.59,4.271e-15,4.271e-15,,
421.64,2.260e-15,2.260e-15,,
421.69,1.163e-15,1.163e-15,,
421.74,5.816e-16,5.816e-16,,
421.79,2.828e-16,2.828e-16,,
421.84,1.337e-16,1.337e-16,,
421.89,6.142e-17,6.142e-17,,
421.94,2.743e-17,2.743e-17,,
421.99,1.191e-17,1.191e-17,,
422.04,5.028e-18,5.028e-18,,
422.09,2.063e-18,2.063e-18,,
422.14,8.229e-19,8.229e-19,,
422.19,3.191e-19,3.191e-19,,
422.24,1.203e-19,1.203e-19,,
422.29,4.408e-20,4.408e-20,,
422.34,1.570e-20,1.570e-20,,
422.39,5.437e-21,5.437e-21,,
422.44,1.830e-21,1.830e-21,,
422.49,5.990e-22,5.990e-22,,
422.54,1.906e-22,1.906e-22,,
422.59,5.893e-23,5.893e-23,,
422.64,1.772e-23,1.772e-23,,
422.69,5.178e-24,5.178e-24,,
422.74,1.471e-24,1.471e-24,,
422.79,4.063e-25,4.063e-25,,
422.84,1.091e-25,1.091e-25,,
422.89,2.847e-26,2.847e-26,,
422.94,7.223e-27,7.223e-27,,
422.99,1.781e-27,1.781e-27,,
429.84,4.478e-10,4.478e-10,,
429.89,1.793e-9,1.793e-9,,
429.94,6.992e-9,6.992e-9,,
429.99,2.655e-8,2.655e-8,,
430.04,9.812e-8,9.812e-8,,
430.09,3.531e-7,3.531e-7,,
430.14,1.237e-6,1.237e-6,,
430.19,4.221e-6,4.221e-6,,
430.24,1.402e-5,1.402e-5,,
430.29,4.533e-5,4.533e-5,,
430.34,1.427e-4,1.427e-4,,
430.39,4.375e-4,4.375e-4,,
430.44,1.306e-3,1.306e-3,,
430.49,3.795e-3,3.795e-3,,
430.54,1.074e-2,1.074e-2,,
430.59,2.957e-2,2.957e-2,,
430.64,7.930e-2,7.930e-2,,
430.69,2.071e-1,2.071e-1,,
430.74,5.264e-1,5.264e-1,,
430.79,1.303e+0,1.303e+0,,
430.84,3.140e+0,3.140e+0,,
430.89,7.367e+0,7.367e+0,,
430.94,1.683e+1,1.683e+1,,
430.99,3.743e+1,3.743e+1,,
431.04,8.106e+1,8.106e+1,,
431.09,1.709e+2,1.709e+2,,
431.14,3.508e+2,3.508e+2,,
431.19,7.011e+2,7.011e+2,,
431.24,1.364e+3,1.364e+3,,
431.29,2.585e+3,2.585e+3,,
431.34,4.767e+3,4.767e+3,,
431.39,8.561e+3,8.561e+3,,
431.44,1.497e+4,1.497e+4,,
431.49,2.548e+4,2.548e+4,,
431.54,4.224e+4,4.224e+4,,
431.59,6.816e+4,6.816e+4,,
431.64,1.071e+5,1.071e+5,,
431.69,1.638e+5,1.638e+5,,
431.74,2.440e+5,2.440e+5,,
431.79,3.538e+5,3.538e+5,1.604e-29,
431.84,4.995e+5,4.995e+5,6.344e-29,
431.89,6.866e+5,6.866e+5,2.444e-28,
431.94,9.189e+5,9.189e+5,9.167e-28,
431.99,1.197e+6,1.197e+6,3.349e-27,
432.04,1.519e+6,1.519e+6,1.191e-26,
432.09,1.876e+6,1.876e+6,4.128e-26,
432.14,2.256e+6,2.256e+6,1.393e-25,
432.19,2.642e+6,2.642e+6,4.577e-25,
432.24,3.011e+6,3.011e+6,1.465e-24,
432.29,3.342e+6,3.342e+6,4.564e-24,
432.34,3.612e+6,3.612e+6,1.385e-23,
432.39,3.800e+6,3.800e+6,4.094e-23,
432.44,3.893e+6,3.893e+6,1.178e-22,
432.49,3.882e+6,3.882e+6,3.302e-22,
432.54,3.770e+6,3.770e+6,9.014e-22,
432.59,3.564e+6,3.564e+6,2.396e-21,
432.64,3.280e+6,3.280e+6,6.203e-21,
432.69,2.940e+6,2.940e+6,1.564e-20,
432.74,2.565e+6,2.565e+6,3.840e-20,
432.79,2.179e+6,2.179e+6,9.180e-20,
432.84,1.802e+6,1.802e+6,2.138e-19,
432.89,1.451e+6,1.451e+6,4.847e-19,
432.94,1.138e+6,1.138e+6,1.070e-18,
432.99,8.687e+5,8.687e+5,2.302e-18,
433.04,6.457e+5,6.457e+5,4.821e-18,
433.09,4.672e+5,4.672e+5,9.832e-18,
433.14,3.292e+5,3.292e+5,1.953e-17,
433.19,2.258e+5,2.258e+5,3.777e-17,
433.24,1.508e+5,1.508e+5,7.115e-17,
433.29,9.805e+4,9.805e+4,1.305e-16,
433.34,6.207e+4,6.207e+4,2.332e-16,
433.39,3.826e+4,3.826e+4,4.057e-16,
433.44,2.296e+4,2.296e+4,6.873e-16,
433.49,1.342e+4,1.342e+4,1.134e-15,
433.54,7.632e+3,7.632e+3,1.822e-15,
433.59,4.227e+3,4.227e+3,2.851e-15,
433.64,2.279e+3,2.279e+3,4.345e-15,
433.69,1.197e+3,1.197e+3,6.449e-15,
433.74,6.117e+2,6.117e+2,9.320e-15,
433.79,3.045e+2,3.045e+2,1.312e-14,
433.84,1.475e+2,1.475e+2,1.798e-14,
433.89,6.960e+1,6.960e+1,2.400e-14,
433.94,3.197e+1,3.197e+1,3.120e-14,
433.99,1.430e+1,1.430e+1,3.949e-14,
434.04,6.225e+0,6.225e+0,4.869e-14,
434.09,2.639e+0,2.639e+0,5.846e-14,
434.14,1.089e+0,1.089e+0,6.835e-14,
434.19,4.377e-1,4.377e-1,7.782e-14,
434.24,1.713e-1,1.713e-1,8.629e-14,
434.29,6.524e-2,6.524e-2,9.319e-14,
434.34,2.420e-2,2.420e-2,9.800e-14,
434.39,8.738e-3,8.738e-3,1.004e-13,
434.44,3.072e-3,3.072e-3,1.001e-13,
434.49,1.052e-3,1.052e-3,9.722e-14,
434.54,3.505e-4,3.505e-4,9.196e-14,
434.59,1.137e-4,1.137e-4,8.471e-14,
434.64,3.593e-5,3.593e-5,7.599e-14,
434.69,1.105e-5,1.105e-5,6.638e-14,
434.74,3.309e-6,3.309e-6,5.648e-14,
434.79,9.649e-7,9.649e-7,4.679e-14,
434.84,2.739e-7,2.739e-7,3.775e-14,
434.89,7.571e-8,7.571e-8,2.967e-14,
434.94,2.037e-8,2.037e-8,2.270e-14,
434.99,5.338e-9,5.338e-9,1.692e-14,
435.04,1.362e-9,1.362e-9,1.228e-14,
435.09,8.677e-15,,8.677e-15,
435.14,5.972e-15,,5.972e-15,
435.19,4.003e-15,,4.003e-15,
435.24,2.613e-15,,2.613e-15,
435.29,1.661e-15,,1.661e-15,
435.34,1.029e-15,,1.029e-15,
435.39,6.209e-16,,6.209e-16,
435.44,3.661e-16,,3.661e-16,
435.49,2.126e-16,,2.126e-16,
435.54,1.250e-16,,1.250e-16,
435.59,8.088e-17,,8.088e-17,
435.64,6.785e-17,,6.785e-17,
435.69,8.193e-17,,8.193e-17,
435.74,1.267e-16,,1.267e-16,
435.79,2.139e-16,,2.139e-16,
435.84,3.647e-16,,3.647e-16,
435.89,6.118e-16,,6.118e-16,
435.94,1.003e-15,,1.003e-15,
435.99,1.602e-15,,1.602e-15,
436.04,2.495e-15,,2.495e-15,
436.09,3.784e-15,,3.784e-15,
436.14,5.590e-15,,5.590e-15,
436.19,8.046e-15,,8.046e-15,
436.24,1.128e-14,,1.128e-14,
436.29,1.541e-14,,1.541e-14,
436.34,4.393e-10,4.393e-10,2.050e-14,
436.39,1.724e-9,1.724e-9,2.657e-14,
436.44,6.592e-9,6.592e-9,3.355e-14,
436.49,2.456e-8,2.456e-8,4.127e-14,
436.54,8.918e-8,8.918e-8,4.944e-14,
436.59,3.155e-7,3.155e-7,5.771e-14,
436.64,1.088e-6,1.088e-6,6.561e-14,
436.69,3.654e-6,3.654e-6,7.267e-14,
436.74,1.196e-5,1.196e-5,7.841e-14,
436.79,3.815e-5,3.815e-5,8.241e-14,
436.84,1.185e-4,1.185e-4,8.438e-14,
436.89,3.590e-4,3.590e-4,8.416e-14,
436.94,1.059e-3,1.059e-3,8.177e-14,
436.99,3.045e-3,3.045e-3,7.739e-14,
437.04,8.531e-3,8.531e-3,7.135e-14,
437.09,2.329e-2,2.329e-2,6.408e-14,
437.14,6.195e-2,6.195e-2,5.607e-14,
437.19,1.606e-1,1.606e-1,4.779e-14,
437.24,4.056e-1,4.056e-1,3.968e-14,
437.29,9.984e-1,9.984e-1,3.209e-14,
437.34,2.395e+0,2.395e+0,2.528e-14,
437.39,5.597e+0,5.597e+0,1.940e-14,
437.44,1.275e+1,1.275e+1,1.451e-14,
437.49,2.830e+1,2.830e+1,1.057e-14,
437.54,6.122e+1,6.122e+1,7.497e-15,
437.59,1.291e+2,1.291e+2,5.181e-15,
437.64,2.652e+2,2.652e+2,3.488e-15,
437.69,5.311e+2,5.311e+2,2.288e-15,
437.74,1.037e+3,1.037e+3,1.462e-15,
437.79,1.973e+3,1.973e+3,9.098e-16,
437.84,3.660e+3,3.660e+3,5.516e-16,
437.89,6.618e+3,6.618e+3,3.258e-16,
437.94,1.167e+4,1.167e+4,1.874e-16,
437.99,2.006e+4,2.006e+4,1.050e-16,
438.04,3.364e+4,3.364e+4,5.735e-17,
438.09,5.503e+4,5.503e+4,3.050e-17,
438.14,8.780e+4,8.780e+4,1.580e-17,
438.19,1.367e+5,1.367e+5,7.976e-18,
438.24,2.077e+5,2.077e+5,3.921e-18,
438.29,3.081e+5,3.081e+5,1.878e-18,
438.34,4.464e+5,4.464e+5,8.762e-19,
438.39,6.317e+5,6.317e+5,3.982e-19,
438.44,8.736e+5,8.736e+5,1.763e-19,
438.49,1.181e+6,1.181e+6,7.603e-20,
438.54,1.562e+6,1.562e+6,3.194e-20,
438.59,2.020e+6,2.020e+6,1.307e-20,
438.64,2.559e+6,2.559e+6,5.212e-21,
438.69,3.174e+6,3.174e+6,2.024e-21,
438.74,3.858e+6,3.858e+6,7.658e-22,
438.79,4.598e+6,4.598e+6,2.823e-22,
438.84,5.373e+6,5.373e+6,1.013e-22,
438.89,6.160e+6,6.160e+6,3.544e-23,
438.94,6.930e+6,6.930e+6,1.207e-23,
438.99,7.652e+6,7.652e+6,4.007e-24,
439.04,8.293e+6,8.293e+6,1.295e-24,
439.09,8.822e+6,8.822e+6,4.080e-25,
439.14,9.210e+6,9.210e+6,1.252e-25,
439.19,9.434e+6,9.434e+6,3.741e-26,
439.24,9.478e+6,9.478e+6,1.089e-26,
439.29,9.336e+6,9.336e+6,3.089e-27,
439.34,9.012e+6,9.012e+6,8.533e-28,
439.39,8.522e+6,8.522e+6,2.296e-28,
439.44,7.890e+6,7.890e+6,6.020e-29,
439.49,7.150e+6,7.150e+6,1.538e-29,
439.54,6.337e+6,6.337e+6,,
439.59,5.492e+6,5.492e+6,,
439.64,4.651e+6,4.651e+6,,
439.69,3.849e+6,3.849e+6,,
439.74,3.111e+6,3.111e+6,,
439.79,2.455e+6,2.455e+6,,
439.84,1.891e+6,1.891e+6,,
439.89,1.421e+6,1.421e+6,,
439.94,1.042e+6,1.042e+6,,
439.99,7.455e+5,7.455e+5,,
440.04,5.201e+5,5.201e+5,,
440.09,3.539e+5,3.539e+5,,
440.14,2.348e+5,2.348e+5,,
440.19,1.519e+5,1.519e+5,,
440.24,9.576e+4,9.576e+4,,
440.29,5.887e+4,5.887e+4,,
440.34,3.527e+4,3.527e+4,,
440.39,2.060e+4,2.060e+4,,
440.44,1.173e+4,1.173e+4,,
440.49,6.506e+3,6.506e+3,,
440.54,3.518e+3,3.518e+3,,
440.59,1.854e+3,1.854e+3,,
440.64,9.520e+2,9.520e+2,,
440.69,4.764e+2,4.764e+2,,
440.74,2.324e+2,2.324e+2,,
440.79,1.104e+2,1.104e+2,,
440.84,5.115e+1,5.115e+1,,
440.89,2.308e+1,2.308e+1,,
440.94,1.015e+1,1.015e+1,,
440.99,4.351e+0,4.351e+0,,
441.04,1.817e+0,1.817e+0,,
441.09,7.395e-1,7.395e-1,,
441.14,2.933e-1,2.933e-1,,
441.19,1.133e-1,1.133e-1,,
441.24,4.267e-2,4.267e-2,,
441.29,1.566e-2,1.566e-2,,
441.34,5.599e-3,5.599e-3,,
441.39,1.951e-3,1.951e-3,,
441.44,6.622e-4,6.622e-4,,
441.49,2.191e-4,2.191e-4,,
441.54,7.063e-5,7.063e-5,,
441.59,2.219e-5,2.219e-5,,
441.64,6.791e-6,6.791e-6,,
441.69,2.025e-6,2.025e-6,,
441.74,5.886e-7,5.886e-7,,
441.79,1.667e-7,1.667e-7,,
441.84,4.600e-8,4.600e-8,,
441.89,1.237e-8,1.237e-8,,
441.94,3.242e-9,3.242e-9,,
441.99,8.277e-10,8.277e-10,,
442.04,6.476e-15,6.476e-15,,
442.09,1.172e-14,1.172e-14,,
442.14,2.067e-14,2.067e-14,,
442.19,3.555e-14,3.555e-14,,
442.24,5.959e-14,5.959e-14,,
442.29,9.738e-14,9.738e-14,,
442.34,1.552e-13,1.552e-13,,
442.39,2.410e-13,2.410e-13,,
442.44,3.649e-13,3.649e-13,,
442.49,5.386e-13,5.386e-13,,
442.54,7.750e-13,7.750e-13,,
442.59,1.087e-12,1.087e-12,,
442.64,1.487e-12,1.487e-12,,
442.69,1.982e-12,1.982e-12,,
442.74,2.577e-12,2.577e-12,,
442.79,3.265e-12,3.265e-12,,
442.84,4.032e-12,4.032e-12,,
442.89,4.856e-12,4.856e-12,,
442.94,5.700e-12,5.700e-12,,
442.99,6.523e-12,6.523e-12,,
443.04,7.278e-12,7.278e-12,,
443.09,7.916e-12,7.916e-12,,
443.14,8.393e-12,8.393e-12,,
443.19,8.675e-12,8.675e-12,,
443.24,8.742e-12,8.742e-12,,
443.29,8.587e-12,8.587e-12,,
443.34,8.224e-12,8.224e-12,,
443.39,7.677e-12,7.677e-12,,
443.44,6.988e-12,6.988e-12,,
443.49,6.200e-12,6.200e-12,,
443.54,5.363e-12,5.363e-12,,
443.59,4.522e-12,4.522e-12,,
443.64,3.717e-12,3.717e-12,,
443.69,2.979e-12,2.979e-12,,
443.74,2.327e-12,2.327e-12,,
443.79,1.772e-12,1.772e-12,,
443.84,1.316e-12,1.316e-12,,
443.89,9.525e-13,9.525e-13,,
443.94,6.721e-13,6.721e-13,,
443.99,4.623e-13,4.623e-13,,
444.04,3.100e-13,3.100e-13,,
444.09,2.027e-13,2.027e-13,,
444.14,1.292e-13,1.292e-13,,
444.19,8.026e-14,8.026e-14,,
444.24,4.861e-14,4.861e-14,,
444.29,2.870e-14,2.870e-14,,
444.34,1.652e-14,1.652e-14,,
444.39,9.272e-15,9.272e-15,,
444.44,5.072e-15,5.072e-15,,
444.49,2.705e-15,2.705e-15,,
444.54,1.406e-15,1.406e-15,,
444.59,7.129e-16,7.129e-16,,
444.64,3.522e-16,3.522e-16,,
444.69,1.697e-16,1.697e-16,,
444.74,7.968e-17,7.968e-17,,
444.79,3.648e-17,3.648e-17,,
444.84,1.628e-17,1.628e-17,,
444.89,7.082e-18,7.082e-18,,
444.94,3.004e-18,3.004e-18,,
444.99,1.242e-18,1.242e-18,,
445.04,5.006e-19,5.006e-19,,
445.09,1.967e-19,1.967e-19,,
445.14,7.537e-20,7.537e-20,,
445.19,2.815e-20,2.815e-20,,
445.24,1.025e-20,1.025e-20,,
445.29,3.637e-21,3.637e-21,,
445.34,1.258e-21,1.258e-21,,
445.39,4.245e-22,4.245e-22,,
445.44,1.396e-22,1.396e-22,,
445.49,4.474e-23,4.474e-23,,
445.54,1.398e-23,1.398e-23,,
445.59,4.260e-24,4.260e-24,,
445.64,1.265e-24,1.265e-24,,
445.69,3.664e-25,3.664e-25,,
445.74,1.034e-25,1.034e-25,,
445.79,2.845e-26,2.845e-26,,
445.84,7.633e-27,7.633e-27,,
445.89,1.996e-27,1.996e-27,,
446.74,1.825e-9,1.825e-9,,
446.79,6.793e-9,6.793e-9,,
446.84,2.467e-8,2.467e-8,,
446.89,8.741e-8,8.741e-8,,
446.94,3.021e-7,3.021e-7,,
446.99,1.019e-6,1.019e-6,,
447.04,3.352e-6,3.352e-6,,
447.09,1.076e-5,1.076e-5,,
447.14,3.368e-5,3.368e-5,,
447.19,1.029e-4,1.029e-4,,
447.24,3.065e-4,3.065e-4,,
447.29,8.910e-4,8.910e-4,,
447.34,2.527e-3,2.527e-3,,
447.39,6.990e-3,6.990e-3,,
447.44,1.887e-2,1.887e-2,,
447.49,4.967e-2,4.967e-2,,
447.54,1.276e-1,1.276e-1,,
447.59,3.198e-1,3.198e-1,,
447.64,7.818e-1,7.818e-1,,
447.7,2.212e+0,2.212e+0,,
447.75,5.123e+0,5.123e+0,,
447.8,1.157e+1,1.157e+1,,
447.85,2.551e+1,2.551e+1,,
447.9,5.486e+1,5.486e+1,,
447.95,1.151e+2,1.151e+2,,
448,2.357e+2,2.357e+2,,
448.05,4.709e+2,4.709e+2,,
448.1,9.179e+2,9.179e+2,,
448.15,1.746e+3,1.746e+3,,
448.2,3.242e+3,3.242e+3,,
448.25,5.873e+3,5.873e+3,,
448.3,1.039e+4,1.039e+4,,
448.35,1.793e+4,1.793e+4,,
448.4,3.021e+4,3.021e+4,,
448.45,4.970e+4,4.970e+4,,
448.5,7.984e+4,7.984e+4,,
448.55,1.253e+5,1.253e+5,,
448.6,1.920e+5,1.920e+5,,
448.65,2.875e+5,2.875e+5,,
448.7,4.207e+5,4.207e+5,,
448.75,6.018e+5,6.018e+5,,
448.8,8.418e+5,8.418e+5,,
448.85,1.152e+6,1.152e+6,,
448.9,1.543e+6,1.543e+6,,
448.95,2.023e+6,2.023e+6,,
449,2.597e+6,2.597e+6,,
449.05,3.269e+6,3.269e+6,,
449.1,4.033e+6,4.033e+6,,
449.15,4.881e+6,4.881e+6,,
449.2,5.797e+6,5.797e+6,,
449.25,6.761e+6,6.761e+6,,
449.3,7.744e+6,7.744e+6,,
449.35,8.716e+6,8.716e+6,,
449.4,9.639e+6,9.639e+6,,
449.45,1.048e+7,1.048e+7,,
449.5,1.120e+7,1.120e+7,,
449.55,1.176e+7,1.176e+7,,
449.6,1.213e+7,1.213e+7,,
449.65,1.229e+7,1.229e+7,,
449.7,1.223e+7,1.223e+7,,
449.75,1.195e+7,1.195e+7,,
449.8,1.145e+7,1.145e+7,,
449.85,1.076e+7,1.076e+7,,
449.9,9.909e+6,9.909e+6,,
449.95,8.940e+6,8.940e+6,,
450,7.897e+6,7.897e+6,,
450.05,6.827e+6,6.827e+6,,
450.1,5.774e+6,5.774e+6,,
450.15,4.776e+6,4.776e+6,,
450.2,3.862e+6,3.862e+6,,
450.25,3.052e+6,3.052e+6,,
450.3,2.357e+6,2.357e+6,,
450.35,1.778e+6,1.778e+6,,
450.4,1.310e+6,1.310e+6,,
450.45,9.429e+5,9.429e+5,,
450.5,6.625e+5,6.625e+5,,
450.55,4.544e+5,4.544e+5,,
450.6,3.042e+5,3.042e+5,,
450.65,1.988e+5,1.988e+5,,
450.7,1.268e+5,1.268e+5,,
450.75,7.895e+4,7.895e+4,,
450.8,4.796e+4,4.796e+4,,
450.85,2.843e+4,2.843e+4,,
450.9,1.645e+4,1.645e+4,,
450.95,9.282e+3,9.282e+3,,
451,5.112e+3,5.112e+3,,
451.05,2.747e+3,2.747e+3,,
451.1,1.440e+3,1.440e+3,,
451.15,7.368e+2,7.368e+2,,
451.2,3.677e+2,3.677e+2,,
451.25,1.791e+2,1.791e+2,,
451.3,8.507e+1,8.507e+1,,
451.35,3.943e+1,3.943e+1,,
451.4,1.783e+1,1.783e+1,,
451.45,7.867e+0,7.867e+0,,
451.5,3.386e+0,3.386e+0,,
451.55,1.422e+0,1.422e+0,,
451.6,5.825e-1,5.825e-1,,
451.65,2.328e-1,2.328e-1,,
451.7,9.078e-2,9.078e-2,,
451.75,3.453e-2,3.453e-2,,
451.8,1.282e-2,1.282e-2,,
451.85,4.640e-3,4.640e-3,,
451.9,1.639e-3,1.639e-3,,
451.95,5.649e-4,5.649e-4,,
452,1.899e-4,1.899e-4,,
452.05,6.229e-5,6.229e-5,,
452.1,1.993e-5,1.993e-5,,
452.15,6.222e-6,6.222e-6,,
452.2,1.895e-6,1.895e-6,,
452.25,5.630e-7,5.630e-7,,
452.3,1.632e-7,1.632e-7,,
452.35,4.615e-8,4.615e-8,,
452.4,1.273e-8,1.273e-8,,
452.45,3.427e-9,3.427e-9,,
463.7,3.459e-9,3.459e-9,,
463.75,1.227e-8,1.227e-8,,
463.8,4.253e-8,4.253e-8,,
463.85,1.441e-7,1.441e-7,,
463.9,4.770e-7,4.770e-7,,
463.95,1.543e-6,1.543e-6,,
464,4.879e-6,4.879e-6,,
464.05,1.508e-5,1.508e-5,,
464.1,4.554e-5,4.554e-5,,
464.15,1.344e-4,1.344e-4,,
464.2,3.877e-4,3.877e-4,,
464.25,1.093e-3,1.093e-3,,
464.3,3.011e-3,3.011e-3,,
464.35,8.107e-3,8.107e-3,,
464.4,2.133e-2,2.133e-2,,
464.45,5.485e-2,5.485e-2,,
464.5,1.379e-1,1.379e-1,,
464.55,3.386e-1,3.386e-1,,
464.6,8.128e-1,8.128e-1,,
464.65,1.907e+0,1.907e+0,,
464.7,4.372e+0,4.372e+0,,
464.75,9.797e+0,9.797e+0,,
464.8,2.146e+1,2.146e+1,,
464.85,4.593e+1,4.593e+1,,
464.9,9.609e+1,9.609e+1,,
464.95,1.965e+2,1.965e+2,,
465,3.927e+2,3.927e+2,,
465.05,7.672e+2,7.672e+2,,
465.1,1.465e+3,1.465e+3,,
465.15,2.734e+3,2.734e+3,,
465.2,4.990e+3,4.990e+3,,
465.25,8.900e+3,8.900e+3,,
465.3,1.552e+4,1.552e+4,,
465.35,2.647e+4,2.647e+4,,
465.4,4.413e+4,4.413e+4,,
465.45,7.194e+4,7.194e+4,,
465.5,1.147e+5,1.147e+5,,
465.55,1.789e+5,1.789e+5,,
465.6,2.730e+5,2.730e+5,,
465.65,4.076e+5,4.076e+5,,
465.7,5.955e+5,5.955e+5,,
465.75,8.517e+5,8.517e+5,,
465.8,1.193e+6,1.193e+6,,
465.85,1.636e+6,1.636e+6,,
465.9,2.199e+6,2.199e+6,,
465.95,2.896e+6,2.896e+6,,
466,3.741e+6,3.741e+6,,
466.05,4.741e+6,4.741e+6,,
466.1,5.897e+6,5.897e+6,,
466.15,7.202e+6,7.202e+6,,
466.2,8.643e+6,8.643e+6,,
466.25,1.019e+7,1.019e+7,,
466.3,1.183e+7,1.183e+7,,
466.35,1.350e+7,1.350e+7,,
466.4,1.516e+7,1.516e+7,,
466.45,1.677e+7,1.677e+7,,
466.5,1.826e+7,1.826e+7,,
466.55,1.959e+7,1.959e+7,,
466.6,2.068e+7,2.068e+7,,
466.65,2.150e+7,2.150e+7,,
466.7,2.201e+7,2.201e+7,,
466.75,2.216e+7,2.216e+7,,
466.8,2.195e+7,2.195e+7,,
466.85,2.137e+7,2.137e+7,,
466.9,2.044e+7,2.044e+7,,
466.95,1.920e+7,1.920e+7,,
467,1.771e+7,1.771e+7,,
467.05,1.603e+7,1.603e+7,,
467.1,1.422e+7,1.422e+7,,
467.15,1.237e+7,1.237e+7,,
467.2,1.054e+7,1.054e+7,,
467.25,8.802e+6,8.802e+6,,
467.3,7.196e+6,7.196e+6,,
467.35,5.759e+6,5.759e+6,,
467.4,4.511e+6,4.511e+6,,
467.45,3.458e+6,3.458e+6,,
467.5,2.593e+6,2.593e+6,,
467.55,1.902e+6,1.902e+6,,
467.6,1.365e+6,1.365e+6,,
467.65,9.573e+5,9.573e+5,,
467.7,6.568e+5,6.568e+5,,
467.75,4.406e+5,4.406e+5,,
467.8,2.889e+5,2.889e+5,,
467.85,1.853e+5,1.853e+5,,
467.9,1.161e+5,1.161e+5,,
467.95,7.115e+4,7.115e+4,,
468,4.262e+4,4.262e+4,,
468.05,2.495e+4,2.495e+4,,
468.1,1.428e+4,1.428e+4,,
468.15,7.986e+3,7.986e+3,,
468.2,4.366e+3,4.366e+3,,
468.25,2.333e+3,2.333e+3,,
468.3,1.218e+3,1.218e+3,,
468.35,6.220e+2,6.220e+2,,
468.4,3.103e+2,3.103e+2,,
468.45,1.513e+2,1.513e+2,,
468.5,7.211e+1,7.211e+1,,
468.55,3.358e+1,3.358e+1,,
468.6,1.529e+1,1.529e+1,,
468.65,6.802e+0,6.802e+0,,
468.7,2.957e+0,2.957e+0,,
468.75,1.257e+0,1.257e+0,,
468.8,5.220e-1,5.220e-1,,
468.85,2.119e-1,2.119e-1,,
468.9,8.406e-2,8.406e-2,,
468.95,3.259e-2,3.259e-2,,
469,1.235e-2,1.235e-2,,
469.05,4.573e-3,4.573e-3,,
469.1,1.655e-3,1.655e-3,,
469.15,5.855e-4,5.855e-4,,
469.2,2.024e-4,2.024e-4,,
469.25,6.839e-5,6.839e-5,,
469.3,2.258e-5,2.258e-5,,
469.35,7.287e-6,7.287e-6,,
469.4,2.298e-6,2.298e-6,,
469.45,7.085e-7,7.085e-7,,
469.5,2.134e-7,2.134e-7,,
469.55,6.284e-8,6.284e-8,,
469.6,1.808e-8,1.808e-8,,
469.65,5.085e-9,5.085e-9,,
494.86,4.361e-9,4.361e-9,,
494.91,1.443e-8,1.443e-8,,
494.96,4.676e-8,4.676e-8,,
495.01,1.486e-7,1.486e-7,,
495.06,4.625e-7,4.625e-7,,
495.11,1.411e-6,1.411e-6,,
495.16,4.220e-6,4.220e-6,,
495.21,1.237e-5,1.237e-5,,
495.26,3.552e-5,3.552e-5,,
495.31,1.000e-4,1.000e-4,,
495.36,2.758e-4,2.758e-4,,
495.41,7.458e-4,7.458e-4,,
495.46,1.976e-3,1.976e-3,,
495.51,5.131e-3,5.131e-3,,
495.56,1.306e-2,1.306e-2,,
495.61,3.256e-2,3.256e-2,,
495.66,7.959e-2,7.959e-2,,
495.71,1.907e-1,1.907e-1,,
495.76,4.476e-1,4.476e-1,,
495.81,1.030e+0,1.030e+0,,
495.86,2.322e+0,2.322e+0,,
495.91,5.132e+0,5.132e+0,,
495.96,1.111e+1,1.111e+1,,
496.01,2.359e+1,2.359e+1,,
496.06,4.908e+1,4.908e+1,,
496.11,1.001e+2,1.001e+2,,
496.16,2.000e+2,2.000e+2,,
496.21,3.917e+2,3.917e+2,,
496.26,7.519e+2,7.519e+2,,
496.31,1.415e+3,1.415e+3,,
496.36,2.609e+3,2.609e+3,,
496.41,4.716e+3,4.716e+3,,
496.46,8.355e+3,8.355e+3,,
496.51,1.451e+4,1.451e+4,,
496.56,2.470e+4,2.470e+4,,
496.61,4.123e+4,4.123e+4,,
496.66,6.746e+4,6.746e+4,,
496.71,1.082e+5,1.082e+5,,
496.76,1.702e+5,1.702e+5,,
496.81,2.625e+5,2.625e+5,,
496.86,3.971e+5,3.971e+5,,
496.91,5.891e+5,5.891e+5,,
496.96,8.572e+5,8.572e+5,,
497.01,1.224e+6,1.224e+6,,
