Wavelength (nm),Sum,Na I (1.4e-02),Na II (9.9e-01),Na III (8.1e-11)
211.82,7.433e-17,,,7.433e-17
211.87,5.063e-17,,,5.063e-17
211.92,3.115e-17,,,3.115e-17
211.97,1.757e-17,,,1.757e-17
212.02,9.418e-18,,,9.418e-18
212.07,5.206e-18,,,5.206e-18
212.12,3.449e-18,,,3.449e-18
212.17,3.199e-18,,,3.199e-18
212.22,4.142e-18,,,4.142e-18
212.27,6.491e-18,,,6.491e-18
212.32,1.082e-17,,,1.082e-17
212.37,1.788e-17,,,1.788e-17
212.42,2.824e-17,,,2.824e-17
212.47,4.180e-17,,,4.180e-17
212.52,5.722e-17,,,5.722e-17
212.57,7.176e-17,,,7.176e-17
212.62,8.193e-17,,,8.193e-17
212.67,8.478e-17,,,8.478e-17
212.72,7.932e-17,,,7.932e-17
212.77,6.700e-17,,,6.700e-17
212.82,5.106e-17,,,5.106e-17
212.87,3.512e-17,,,3.512e-17
212.92,2.181e-17,,,2.181e-17
212.97,1.223e-17,,,1.223e-17
213.02,6.204e-18,,,6.204e-18
213.07,2.847e-18,,,2.847e-18
213.12,1.183e-18,,,1.183e-18
213.17,4.457e-19,,,4.457e-19
213.22,1.523e-19,,,1.523e-19
213.27,4.826e-20,,,4.826e-20
213.32,1.962e-20,,,1.962e-20
213.37,3.464e-20,,,3.464e-20
213.42,1.375e-19,,,1.375e-19
213.47,5.362e-19,,,5.362e-19
213.52,1.884e-18,,,1.884e-18
213.57,5.941e-18,,,5.941e-18
213.62,1.680e-17,,,1.680e-17
213.67,4.260e-17,,,4.260e-17
213.72,9.690e-17,,,9.690e-17
213.77,1.977e-16,,,1.977e-16
213.82,3.618e-16,,,3.618e-16
213.87,5.942e-16,,,5.942e-16
213.92,8.759e-16,,,8.759e-16
213.97,1.160e-15,,,1.160e-15
214.02,1.385e-15,,,1.385e-15
214.07,1.495e-15,,,1.495e-15
214.12,1.478e-15,,,1.478e-15
214.17,1.365e-15,,,1.365e-15
214.22,1.223e-15,,,1.223e-15
214.27,1.117e-15,,,1.117e-15
214.32,1.074e-15,,,1.074e-15
214.37,1.079e-15,,,1.079e-15
214.42,1.083e-15,,,1.083e-15
214.47,1.039e-15,,,1.039e-15
214.52,9.247e-16,,,9.247e-16
214.57,7.552e-16,,,7.552e-16
214.62,5.665e-16,,,5.665e-16
214.67,3.968e-16,,,3.968e-16
214.72,2.694e-16,,,2.694e-16
214.77,1.881e-16,,,1.881e-16
214.82,1.427e-16,,,1.427e-16
214.87,1.184e-16,,,1.184e-16
214.92,1.035e-16,,,1.035e-16
214.97,9.210e-17,,,9.210e-17
215.02,8.251e-17,,,8.251e-17
215.07,7.473e-17,,,7.473e-17
215.12,6.817e-17,,,6.817e-17
215.17,6.141e-17,,,6.141e-17
215.22,5.309e-17,,,5.309e-17
215.27,4.294e-17,,,4.294e-17
215.32,3.192e-17,,,3.192e-17
215.37,2.158e-17,,,2.158e-17
215.42,1.320e-17,,,1.320e-17
215.47,7.305e-18,,,7.305e-18
215.52,3.727e-18,,,3.727e-18
215.57,1.905e-18,,,1.905e-18
215.62,1.248e-18,,,1.248e-18
215.67,1.309e-18,,,1.309e-18
215.72,1.791e-18,,,1.791e-18
215.77,2.477e-18,,,2.477e-18
215.82,3.174e-18,,,3.174e-18
215.87,3.714e-18,,,3.714e-18
215.92,4.009e-18,,,4.009e-18
215.97,4.109e-18,,,4.109e-18
216.02,4.205e-18,,,4.205e-18
216.07,4.555e-18,,,4.555e-18
216.12,5.339e-18,,,5.339e-18
216.17,6.534e-18,,,6.534e-18
216.22,7.869e-18,,,7.869e-18
216.27,8.912e-18,,,8.912e-18
216.32,9.259e-18,,,9.259e-18
216.37,8.724e-18,,,8.724e-18
216.42,7.421e-18,,,7.421e-18
216.47,5.701e-18,,,5.701e-18
216.52,3.991e-18,,,3.991e-18
216.57,2.641e-18,,,2.641e-18
216.62,1.853e-18,,,1.853e-18
216.67,1.696e-18,,,1.696e-18
216.72,2.143e-18,,,2.143e-18
216.77,3.096e-18,,,3.096e-18
216.82,4.368e-18,,,4.368e-18
216.87,5.683e-18,,,5.683e-18
216.92,6.751e-18,,,6.751e-18
216.97,7.402e-18,,,7.402e-18
217.02,7.768e-18,,,7.768e-18
217.07,8.390e-18,,,8.390e-18
217.12,1.018e-17,,,1.018e-17
217.17,1.415e-17,,,1.415e-17
217.22,2.102e-17,,,2.102e-17
217.27,3.061e-17,,,3.061e-17
217.32,4.157e-17,,,4.157e-17
217.37,5.149e-17,,,5.149e-17
217.42,5.768e-17,,,5.768e-17
217.47,5.823e-17,,,5.823e-17
217.52,5.293e-17,,,5.293e-17
217.57,4.330e-17,,,4.330e-17
217.62,3.192e-17,,,3.192e-17
217.67,2.136e-17,,,2.136e-17
217.72,1.347e-17,,,1.347e-17
217.77,9.532e-18,,,9.532e-18
217.82,1.100e-17,,,1.100e-17
217.87,2.072e-17,,,2.072e-17
217.92,4.388e-17,,,4.388e-17
217.97,8.772e-17,,,8.772e-17
218.02,1.593e-16,,,1.593e-16
218.07,2.607e-16,,,2.607e-16
218.12,3.845e-16,,,3.845e-16
218.17,5.105e-16,,,5.105e-16
218.22,6.104e-16,,,6.104e-16
218.27,6.574e-16,,,6.574e-16
218.32,6.378e-16,,,6.378e-16
218.37,5.576e-16,,,5.576e-16
218.42,4.395e-16,,,4.395e-16
218.47,3.128e-16,,,3.128e-16
218.52,2.012e-16,,,2.012e-16
218.57,1.175e-16,,,1.175e-16
218.62,6.268e-17,,,6.268e-17
218.67,3.108e-17,,,3.108e-17
218.72,1.503e-17,,,1.503e-17
218.77,8.081e-18,,,8.081e-18
218.82,5.918e-18,,,5.918e-18
218.87,6.018e-18,,,6.018e-18
218.92,6.947e-18,,,6.947e-18
218.97,7.835e-18,,,7.835e-18
219.02,8.164e-18,,,8.164e-18
219.07,7.731e-18,,,7.731e-18
219.12,6.636e-18,,,6.636e-18
219.17,5.196e-18,,,5.196e-18
219.22,3.806e-18,,,3.806e-18
219.27,2.805e-18,,,2.805e-18
219.32,2.397e-18,,,2.397e-18
219.37,2.631e-18,,,2.631e-18
219.42,3.413e-18,,,3.413e-18
219.47,4.525e-18,,,4.525e-18
219.52,5.675e-18,,,5.675e-18
219.57,6.632e-18,,,6.632e-18
219.62,7.544e-18,,,7.544e-18
219.67,9.652e-18,,,9.652e-18
219.72,1.691e-17,,,1.691e-17
219.77,3.933e-17,,,3.933e-17
219.82,9.895e-17,,,9.895e-17
219.87,2.377e-16,,,2.377e-16
219.92,5.228e-16,,,5.228e-16
219.97,1.041e-15,,,1.041e-15
220.02,1.873e-15,,,1.873e-15
220.07,3.039e-15,,,3.039e-15
220.12,4.450e-15,,,4.450e-15
220.17,5.877e-15,,,5.877e-15
220.22,7.003e-15,,,7.003e-15
220.27,7.526e-15,,,7.526e-15
220.32,7.297e-15,,,7.297e-15
220.37,6.383e-15,,,6.383e-15
220.42,5.036e-15,,,5.036e-15
220.47,3.586e-15,,,3.586e-15
220.52,2.304e-15,,,2.304e-15
220.57,1.338e-15,,,1.338e-15
220.62,7.040e-16,,,7.040e-16
220.67,3.390e-16,,,3.390e-16
220.72,1.532e-16,,,1.532e-16
220.77,6.930e-17,,,6.930e-17
220.82,3.548e-17,,,3.548e-17
220.87,2.377e-17,,,2.377e-17
220.92,2.307e-17,,,2.307e-17
220.97,3.318e-17,,,3.318e-17
221.02,6.154e-17,,,6.154e-17
221.07,1.214e-16,,,1.214e-16
221.12,2.291e-16,,,2.291e-16
221.17,3.975e-16,,,3.975e-16
221.22,6.264e-16,,,6.264e-16
221.27,8.934e-16,,,8.934e-16
221.32,1.152e-15,,,1.152e-15
221.37,1.341e-15,,,1.341e-15
221.42,1.410e-15,,,1.410e-15
221.47,1.340e-15,,,1.340e-15
221.52,1.150e-15,,,1.150e-15
221.57,8.915e-16,,,8.915e-16
221.62,6.244e-16,,,6.244e-16
221.67,3.953e-16,,,3.953e-16
221.72,2.264e-16,,,2.264e-16
221.77,1.174e-16,,,1.174e-16
221.82,5.541e-17,,,5.541e-17
221.87,2.411e-17,,,2.411e-17
221.92,1.063e-17,,,1.063e-17
221.97,7.825e-18,,,7.825e-18
222.02,1.558e-17,,,1.558e-17
222.07,4.350e-17,,,4.350e-17
222.12,1.171e-16,,,1.171e-16
222.17,2.872e-16,,,2.872e-16
222.22,6.373e-16,,,6.373e-16
222.27,1.279e-15,,,1.279e-15
222.32,2.321e-15,,,2.321e-15
222.37,3.809e-15,,,3.809e-15
222.42,5.660e-15,,,5.660e-15
222.47,7.632e-15,,,7.632e-15
222.52,9.384e-15,,,9.384e-15
222.57,1.065e-14,,,1.065e-14
222.62,1.143e-14,,,1.143e-14
222.67,1.215e-14,,,1.215e-14
222.72,1.362e-14,,,1.362e-14
222.77,1.671e-14,,,1.671e-14
222.82,2.195e-14,,,2.195e-14
222.87,2.906e-14,,,2.906e-14
222.92,3.689e-14,,,3.689e-14
222.97,4.361e-14,,,4.361e-14
223.02,4.743e-14,,,4.743e-14
223.07,4.729e-14,,,4.729e-14
223.12,4.325e-14,,,4.325e-14
223.17,3.641e-14,,,3.641e-14
223.22,2.834e-14,,,2.834e-14
223.27,2.050e-14,,,2.050e-14
223.32,1.385e-14,,,1.385e-14
223.37,8.769e-15,,,8.769e-15
223.42,5.228e-15,,,5.228e-15
223.47,2.973e-15,,,2.973e-15
223.52,1.706e-15,,,1.706e-15
223.57,1.187e-15,,,1.187e-15
223.62,1.265e-15,,,1.265e-15
223.67,1.866e-15,,,1.866e-15
223.72,2.933e-15,,,2.933e-15
223.77,4.356e-15,,,4.356e-15
223.82,5.916e-15,,,5.916e-15
223.87,7.289e-15,,,7.289e-15
223.92,8.133e-15,,,8.133e-15
223.97,8.215e-15,,,8.215e-15
224.02,7.514e-15,,,7.514e-15
224.07,6.231e-15,,,6.231e-15
224.12,4.711e-15,,,4.711e-15
224.17,3.317e-15,,,3.317e-15
224.22,2.354e-15,,,2.354e-15
224.27,2.046e-15,,,2.046e-15
224.32,2.582e-15,,,2.582e-15
224.37,4.133e-15,,,4.133e-15
224.42,6.804e-15,,,6.804e-15
224.47,1.051e-14,,,1.051e-14
224.52,1.482e-14,,,1.482e-14
224.57,1.898e-14,,,1.898e-14
224.62,2.204e-14,,,2.204e-14
224.67,2.321e-14,,,2.321e-14
224.72,2.224e-14,,,2.224e-14
224.77,1.949e-14,,,1.949e-14
224.82,1.585e-14,,,1.585e-14
224.87,1.238e-14,,,1.238e-14
224.92,9.873e-15,,,9.873e-15
224.97,8.638e-15,,,8.638e-15
225.02,8.492e-15,,,8.492e-15
225.07,8.906e-15,,,8.906e-15
225.12,9.263e-15,,,9.263e-15
225.17,9.095e-15,,,9.095e-15
225.22,8.231e-15,,,8.231e-15
225.27,6.795e-15,,,6.795e-15
225.32,5.096e-15,,,5.096e-15
225.37,3.466e-15,,,3.466e-15
225.42,2.137e-15,,,2.137e-15
225.47,1.194e-15,,,1.194e-15
225.52,6.046e-16,,,6.046e-16
225.57,2.774e-16,,,2.774e-16
225.62,1.153e-16,,,1.153e-16
225.67,4.342e-17,,,4.342e-17
225.72,1.482e-17,,,1.482e-17
225.77,4.582e-18,,,4.582e-18
225.82,1.284e-18,,,1.284e-18
225.87,3.258e-19,,,3.258e-19
225.92,7.494e-20,,,7.494e-20
225.97,1.562e-20,,,1.562e-20
226.02,2.949e-21,,,2.949e-21
226.07,5.045e-22,,,5.045e-22
226.12,7.821e-23,,,7.821e-23
226.17,1.099e-23,,,1.099e-23
226.22,1.398e-24,,,1.398e-24
226.27,1.612e-25,,,1.612e-25
226.32,1.684e-26,,,1.684e-26
226.37,1.594e-27,,,1.594e-27
226.42,1.368e-28,,,1.368e-28
226.47,1.146e-29,,,1.146e-29
226.52,1.188e-29,,,1.188e-29
226.57,1.349e-28,,,1.349e-28
226.62,1.484e-27,,,1.484e-27
226.67,1.484e-26,,,1.484e-26
226.72,1.347e-25,,,1.347e-25
226.77,1.110e-24,,,1.110e-24
226.82,8.309e-24,,,8.309e-24
226.87,5.649e-23,,,5.649e-23
226.92,3.488e-22,,,3.488e-22
226.97,1.956e-21,,,1.956e-21
227.02,9.961e-21,,,9.961e-21
227.07,4.607e-20,,,4.607e-20
227.12,1.935e-19,,,1.935e-19
227.17,7.382e-19,,,7.382e-19
227.22,2.558e-18,,,2.558e-18
227.27,8.047e-18,,,8.047e-18
227.32,2.300e-17,,,2.300e-17
227.37,5.968e-17,,,5.968e-17
227.42,1.407e-16,,,1.407e-16
227.47,3.011e-16,,,3.011e-16
227.52,5.855e-16,,,5.855e-16
227.57,1.034e-15,,,1.034e-15
227.62,1.658e-15,,,1.658e-15
227.67,2.415e-15,,,2.415e-15
227.72,3.196e-15,,,3.196e-15
227.77,3.841e-15,,,3.841e-15
227.82,4.194e-15,,,4.194e-15
227.87,4.161e-15,,,4.161e-15
227.92,3.751e-15,,,3.751e-15
227.97,3.075e-15,,,3.075e-15
228.02,2.296e-15,,,2.296e-15
228.07,1.571e-15,,,1.571e-15
228.12,1.006e-15,,,1.006e-15
228.17,6.456e-16,,,6.456e-16
228.22,4.924e-16,,,4.924e-16
228.27,5.276e-16,,,5.276e-16
228.32,7.248e-16,,,7.248e-16
228.37,1.047e-15,,,1.047e-15
228.42,1.438e-15,,,1.438e-15
228.47,1.818e-15,,,1.818e-15
228.52,2.095e-15,,,2.095e-15
228.57,2.196e-15,,,2.196e-15
228.62,2.093e-15,,,2.093e-15
228.67,1.813e-15,,,1.813e-15
228.72,1.427e-15,,,1.427e-15
228.77,1.021e-15,,,1.021e-15
228.82,6.637e-16,,,6.637e-16
228.87,3.921e-16,,,3.921e-16
228.92,2.105e-16,,,2.105e-16
228.97,1.027e-16,,,1.027e-16
229.02,4.551e-17,,,4.551e-17
229.07,1.833e-17,,,1.833e-17
229.12,6.712e-18,,,6.712e-18
229.17,2.233e-18,,,2.233e-18
229.22,6.749e-19,,,6.749e-19
229.27,1.854e-19,,,1.854e-19
229.32,4.628e-20,,,4.628e-20
229.37,1.050e-20,,,1.050e-20
229.42,2.164e-21,,,2.164e-21
229.47,4.055e-22,,,4.055e-22
229.52,6.902e-23,,,6.902e-23
229.57,1.068e-23,,,1.068e-23
229.62,1.501e-24,,,1.501e-24
229.67,1.918e-25,,,1.918e-25
229.72,2.249e-26,,,2.249e-26
229.77,4.751e-27,,,4.751e-27
229.82,2.322e-26,,,2.322e-26
229.87,2.003e-25,,,2.003e-25
229.92,1.588e-24,,,1.588e-24
229.97,1.147e-23,,,1.147e-23
230.02,7.543e-23,,,7.543e-23
230.07,4.517e-22,,,4.517e-22
230.12,2.463e-21,,,2.463e-21
230.17,1.223e-20,,,1.223e-20
230.22,5.527e-20,,,5.527e-20
230.27,2.275e-19,,,2.275e-19
230.32,8.526e-19,,,8.526e-19
230.37,2.910e-18,,,2.910e-18
230.42,9.041e-18,,,9.041e-18
230.47,2.558e-17,,,2.558e-17
230.52,6.591e-17,,,6.591e-17
230.57,1.546e-16,,,1.546e-16
230.62,3.303e-16,,,3.303e-16
230.67,6.424e-16,,,6.424e-16
230.72,1.138e-15,,,1.138e-15
230.77,1.835e-15,,,1.835e-15
230.82,2.694e-15,,,2.694e-15
230.87,3.603e-15,,,3.603e-15
230.92,4.386e-15,,,4.386e-15
230.97,4.862e-15,,,4.862e-15
231.02,4.908e-15,,,4.908e-15
231.07,4.511e-15,,,4.511e-15
231.12,3.775e-15,,,3.775e-15
231.17,2.877e-15,,,2.877e-15
231.22,1.996e-15,,,1.996e-15
231.27,1.261e-15,,,1.261e-15
231.32,7.257e-16,,,7.257e-16
231.37,3.801e-16,,,3.801e-16
231.42,1.813e-16,,,1.813e-16
231.47,7.875e-17,,,7.875e-17
231.52,3.115e-17,,,3.115e-17
231.58,9.041e-18,,,9.041e-18
231.63,2.910e-18,,,2.910e-18
231.68,8.526e-19,,,8.526e-19
231.73,2.275e-19,,,2.275e-19
231.78,5.527e-20,,,5.527e-20
231.83,1.223e-20,,,1.223e-20
231.88,2.463e-21,,,2.463e-21
231.93,4.517e-22,,,4.517e-22
231.98,7.543e-23,,,7.543e-23
232.03,1.147e-23,,,1.147e-23
232.08,1.588e-24,,,1.588e-24
232.13,2.003e-25,,,2.003e-25
232.18,2.299e-26,,,2.299e-26
232.23,2.403e-27,,,2.403e-27
232.28,2.288e-28,,,2.288e-28
232.33,1.983e-29,,,1.983e-29
232.38,1.565e-30,,,1.565e-30
237.28,7.832e-31,,,7.832e-31
237.33,9.061e-30,,,9.061e-30
237.38,9.602e-29,,,9.602e-29
237.43,9.321e-28,,,9.321e-28
237.48,8.287e-27,,,8.287e-27
237.53,6.749e-26,,,6.749e-26
237.58,5.035e-25,,,5.035e-25
237.63,3.441e-24,,,3.441e-24
237.68,2.154e-23,,,2.154e-23
237.73,1.235e-22,,,1.235e-22
237.78,6.485e-22,,,6.485e-22
237.83,3.119e-21,,,3.119e-21
237.88,1.375e-20,,,1.375e-20
237.93,5.548e-20,,,5.548e-20
237.98,2.051e-19,,,2.051e-19
238.03,6.946e-19,,,6.946e-19
238.08,2.155e-18,,,2.155e-18
238.13,6.122e-18,,,6.122e-18
238.18,1.593e-17,,,1.593e-17
238.23,3.798e-17,,,3.798e-17
238.28,8.294e-17,,,8.294e-17
238.33,1.659e-16,,,1.659e-16
238.38,3.040e-16,,,3.040e-16
238.43,5.101e-16,,,5.101e-16
238.48,7.842e-16,,,7.842e-16
238.53,1.104e-15,,,1.104e-15
238.58,1.424e-15,,,1.424e-15
238.63,1.683e-15,,,1.683e-15
238.68,1.821e-15,,,1.821e-15
238.73,1.806e-15,,,1.806e-15
238.78,1.641e-15,,,1.641e-15
238.83,1.368e-15,,,1.368e-15
238.88,1.052e-15,,,1.052e-15
238.93,7.556e-16,,,7.556e-16
238.98,5.299e-16,,,5.299e-16
239.03,4.030e-16,,,4.030e-16
239.08,3.841e-16,,,3.841e-16
239.13,4.679e-16,,,4.679e-16
239.18,6.358e-16,,,6.358e-16
239.23,8.560e-16,,,8.560e-16
239.28,1.084e-15,,,1.084e-15
239.33,1.268e-15,,,1.268e-15
239.38,1.363e-15,,,1.363e-15
239.43,1.344e-15,,,1.344e-15
239.48,1.215e-15,,,1.215e-15
239.53,1.007e-15,,,1.007e-15
239.58,7.651e-16,,,7.651e-16
239.63,5.330e-16,,,5.330e-16
239.68,3.403e-16,,,3.403e-16
