Wavelength (nm),Sum,Na I (2.7e-02),Na II (9.7e-01),Na III (9.7e-16)
239.73,8.026e-27,,,8.026e-27
239.78,4.306e-27,,,4.306e-27
239.83,2.119e-27,,,2.119e-27
239.88,9.607e-28,,,9.607e-28
239.93,4.164e-28,,,4.164e-28
239.98,2.233e-28,,,2.233e-28
240.03,2.808e-28,,,2.808e-28
240.08,6.671e-28,,,6.671e-28
240.13,1.701e-27,,,1.701e-27
240.18,4.058e-27,,,4.058e-27
240.23,8.900e-27,,,8.900e-27
240.28,1.791e-26,,,1.791e-26
240.33,3.306e-26,,,3.306e-26
240.38,5.597e-26,,,5.597e-26
240.43,8.693e-26,,,8.693e-26
240.48,1.238e-25,,,1.238e-25
240.53,1.619e-25,,,1.619e-25
240.58,1.940e-25,,,1.940e-25
240.63,2.134e-25,,,2.134e-25
240.68,2.152e-25,,,2.152e-25
240.73,1.991e-25,,,1.991e-25
240.78,1.690e-25,,,1.690e-25
240.83,1.316e-25,,,1.316e-25
240.88,9.395e-26,,,9.395e-26
240.93,6.155e-26,,,6.155e-26
240.98,3.698e-26,,,3.698e-26
241.03,2.038e-26,,,2.038e-26
241.08,1.031e-26,,,1.031e-26
241.13,4.780e-27,,,4.780e-27
241.18,2.033e-27,,,2.033e-27
241.23,7.935e-28,,,7.935e-28
241.28,2.840e-28,,,2.840e-28
241.33,9.327e-29,,,9.327e-29
241.38,2.809e-29,,,2.809e-29
241.43,7.761e-30,,,7.761e-30
241.48,1.967e-30,,,1.967e-30
241.53,4.572e-31,,,4.572e-31
241.58,9.750e-32,,,9.750e-32
241.63,1.907e-32,,,1.907e-32
241.68,3.422e-33,,,3.422e-33
241.73,5.632e-34,,,5.632e-34
241.78,8.503e-35,,,8.503e-35
241.83,1.178e-35,,,1.178e-35
241.88,1.496e-36,,,1.496e-36
241.93,1.743e-37,,,1.743e-37
241.98,1.863e-38,,,1.863e-38
242.03,1.827e-39,,,1.827e-39
242.08,1.643e-40,,,1.643e-40
242.13,1.355e-41,,,1.355e-41
244.43,9.215e-41,,,9.215e-41
244.48,1.056e-39,,,1.056e-39
244.53,1.114e-38,,,1.114e-38
244.58,1.082e-37,,,1.082e-37
244.63,9.674e-37,,,9.674e-37
244.68,7.964e-36,,,7.964e-36
244.73,6.036e-35,,,6.036e-35
244.78,4.212e-34,,,4.212e-34
244.83,2.706e-33,,,2.706e-33
244.88,1.600e-32,,,1.600e-32
244.93,8.714e-32,,,8.714e-32
244.98,4.368e-31,,,4.368e-31
245.03,2.016e-30,,,2.016e-30
245.08,8.566e-30,,,8.566e-30
245.13,3.351e-29,,,3.351e-29
245.18,1.207e-28,,,1.207e-28
245.23,4.002e-28,,,4.002e-28
245.28,1.222e-27,,,1.222e-27
245.33,3.434e-27,,,3.434e-27
245.38,8.885e-27,,,8.885e-27
245.43,2.116e-26,,,2.116e-26
245.48,4.642e-26,,,4.642e-26
245.53,9.373e-26,,,9.373e-26
245.58,1.742e-25,,,1.742e-25
245.63,2.982e-25,,,2.982e-25
245.68,4.699e-25,,,4.699e-25
245.73,6.816e-25,,,6.816e-25
245.78,9.103e-25,,,9.103e-25
245.83,1.119e-24,,,1.119e-24
245.88,1.267e-24,,,1.267e-24
245.93,1.321e-24,,,1.321e-24
245.98,1.267e-24,,,1.267e-24
246.03,1.119e-24,,,1.119e-24
246.08,9.103e-25,,,9.103e-25
246.13,6.816e-25,,,6.816e-25
246.18,4.700e-25,,,4.700e-25
246.23,2.987e-25,,,2.987e-25
246.28,1.756e-25,,,1.756e-25
246.33,9.719e-26,,,9.719e-26
246.38,5.476e-26,,,5.476e-26
246.43,3.965e-26,,,3.965e-26
246.48,4.663e-26,,,4.663e-26
246.53,7.442e-26,,,7.442e-26
246.58,1.242e-25,,,1.242e-25
246.63,1.967e-25,,,1.967e-25
246.68,2.888e-25,,,2.888e-25
246.73,3.912e-25,,,3.912e-25
246.78,4.884e-25,,,4.884e-25
246.83,5.623e-25,,,5.623e-25
246.88,5.979e-25,,,5.979e-25
246.93,5.892e-25,,,5.892e-25
246.98,5.432e-25,,,5.432e-25
247.03,4.788e-25,,,4.788e-25
247.08,4.224e-25,,,4.224e-25
247.13,4.005e-25,,,4.005e-25
247.18,4.328e-25,,,4.328e-25
247.23,5.256e-25,,,5.256e-25
247.28,6.689e-25,,,6.689e-25
247.33,8.363e-25,,,8.363e-25
247.38,9.906e-25,,,9.906e-25
247.43,1.094e-24,,,1.094e-24
247.48,1.118e-24,,,1.118e-24
247.53,1.054e-24,,,1.054e-24
247.58,9.174e-25,,,9.174e-25
247.63,7.358e-25,,,7.358e-25
247.68,5.439e-25,,,5.439e-25
247.73,3.706e-25,,,3.706e-25
247.78,2.327e-25,,,2.327e-25
247.83,4.254e-19,,4.254e-19,1.347e-25
247.88,4.420e-18,,4.420e-18,7.181e-26
247.93,4.237e-17,,4.237e-17,3.530e-26
247.98,3.748e-16,,3.748e-16,1.599e-26
248.03,3.059e-15,,3.059e-15,6.674e-27
248.08,2.304e-14,,2.304e-14,2.568e-27
248.13,1.601e-13,,1.601e-13,9.105e-28
248.18,1.027e-12,,1.027e-12,2.975e-28
248.23,6.074e-12,,6.074e-12,8.960e-29
248.28,3.316e-11,,3.316e-11,2.487e-29
248.33,1.670e-10,,1.670e-10,6.360e-30
248.38,7.763e-10,,7.763e-10,1.499e-30
248.43,3.329e-9,,3.329e-9,3.258e-31
248.48,1.317e-8,,1.317e-8,6.532e-32
248.53,4.810e-8,,4.810e-8,1.276e-32
248.58,1.621e-7,,1.621e-7,6.592e-33
248.63,5.038e-7,,5.038e-7,2.664e-32
248.68,1.445e-6,,1.445e-6,1.407e-31
248.73,3.825e-6,,3.825e-6,6.938e-31
248.78,9.341e-6,,9.341e-6,3.158e-30
248.83,2.105e-5,,2.105e-5,1.327e-29
248.88,4.377e-5,,4.377e-5,5.146e-29
248.93,8.397e-5,,8.397e-5,1.842e-28
248.98,1.486e-4,,1.486e-4,6.083e-28
249.03,2.428e-4,,2.428e-4,1.854e-27
249.08,3.660e-4,,3.660e-4,5.217e-27
249.13,5.089e-4,,5.089e-4,1.355e-26
249.18,6.531e-4,,6.531e-4,3.247e-26
249.23,7.733e-4,,7.733e-4,7.183e-26
249.28,8.448e-4,,8.448e-4,1.466e-25
249.33,8.516e-4,,8.516e-4,2.763e-25
249.38,7.921e-4,,7.921e-4,4.805e-25
249.43,6.799e-4,,6.799e-4,7.712e-25
249.48,5.384e-4,,5.384e-4,1.142e-24
249.53,3.934e-4,,3.934e-4,1.562e-24
249.58,2.653e-4,,2.653e-4,1.971e-24
249.63,1.650e-4,,1.650e-4,2.295e-24
249.68,9.474e-5,,9.474e-5,2.467e-24
249.73,5.018e-5,,5.018e-5,2.447e-24
249.78,2.453e-5,,2.453e-5,2.241e-24
249.83,1.106e-5,,1.106e-5,1.893e-24
249.88,4.603e-6,,4.603e-6,1.477e-24
249.93,1.770e-6,,1.770e-6,1.063e-24
249.98,6.358e-7,,6.358e-7,7.061e-25
250.03,2.312e-7,,2.312e-7,4.329e-25
250.08,1.281e-7,,1.281e-7,2.450e-25
250.13,1.702e-7,,1.702e-7,1.280e-25
250.18,3.304e-7,,3.304e-7,6.169e-26
250.23,6.424e-7,,6.424e-7,2.747e-26
250.28,1.165e-6,,1.165e-6,1.138e-26
250.33,1.955e-6,,1.955e-6,4.617e-27
250.38,3.028e-6,,3.028e-6,2.509e-27
250.43,4.333e-6,,4.333e-6,3.219e-27
250.48,5.725e-6,,5.725e-6,6.961e-27
250.53,6.985e-6,,6.985e-6,1.572e-26
250.58,7.871e-6,,7.871e-6,3.334e-26
250.63,8.191e-6,,8.191e-6,6.543e-26
250.68,7.871e-6,,7.871e-6,1.186e-25
250.73,6.985e-6,,6.985e-6,1.987e-25
250.78,5.726e-6,,5.726e-6,3.074e-25
250.83,4.336e-6,,4.336e-6,4.393e-25
250.88,3.038e-6,,3.038e-6,5.800e-25
250.93,1.981e-6,,1.981e-6,7.072e-25
250.98,1.233e-6,,1.233e-6,7.966e-25
251.03,8.016e-7,,8.016e-7,8.288e-25
251.08,6.764e-7,,6.764e-7,7.966e-25
251.13,8.608e-7,,8.608e-7,7.072e-25
251.18,1.388e-6,,1.388e-6,5.800e-25
251.23,2.306e-6,,2.306e-6,4.393e-25
251.28,3.643e-6,,3.643e-6,3.074e-25
251.33,5.354e-6,,5.354e-6,1.987e-25
251.38,7.283e-6,,7.283e-6,1.186e-25
251.43,9.158e-6,,9.158e-6,6.542e-26
251.48,1.064e-5,,1.064e-5,3.333e-26
251.53,1.143e-5,,1.143e-5,1.568e-26
251.58,1.134e-5,,1.134e-5,6.818e-27
251.63,1.039e-5,,1.039e-5,2.737e-27
251.68,8.803e-6,,8.803e-6,1.015e-27
251.73,6.890e-6,,6.890e-6,3.478e-28
251.78,4.984e-6,,4.984e-6,1.101e-28
251.83,3.331e-6,,3.331e-6,3.218e-29
251.88,2.057e-6,,2.057e-6,8.690e-30
251.93,1.174e-6,,1.174e-6,2.170e-30
251.98,6.188e-7,,6.188e-7,5.124e-31
252.03,3.015e-7,,3.015e-7,1.698e-31
252.08,1.357e-7,,1.357e-7,3.076e-31
252.13,5.646e-8,,5.646e-8,1.201e-30
252.18,2.170e-8,,2.170e-8,4.623e-30
252.23,7.724e-9,,7.724e-9,1.651e-29
252.28,2.595e-9,,2.595e-9,5.454e-29
252.33,1.011e-9,,1.011e-9,1.666e-28
252.38,1.058e-9,,1.058e-9,4.708e-28
252.43,2.753e-9,,2.753e-9,1.230e-27
252.48,7.990e-9,,7.990e-9,2.974e-27
252.53,2.183e-8,,2.183e-8,6.647e-27
252.58,5.523e-8,,5.523e-8,1.374e-26
252.63,1.293e-7,,1.293e-7,2.628e-26
252.68,2.798e-7,,2.798e-7,4.647e-26
252.73,5.604e-7,,5.604e-7,7.601e-26
252.78,1.038e-6,,1.038e-6,1.150e-25
252.83,1.778e-6,,1.778e-6,1.609e-25
252.88,2.817e-6,,2.817e-6,2.082e-25
252.93,4.129e-6,,4.129e-6,2.491e-25
252.98,5.598e-6,,5.598e-6,2.758e-25
253.03,7.019e-6,,7.019e-6,2.823e-25
253.08,8.141e-6,,8.141e-6,2.673e-25
253.13,8.733e-6,,8.733e-6,2.340e-25
253.18,8.665e-6,,8.665e-6,1.896e-25
253.23,7.953e-6,,7.953e-6,1.420e-25
253.28,6.751e-6,,6.751e-6,9.836e-26
253.33,5.300e-6,,5.300e-6,6.302e-26
253.38,3.849e-6,,3.849e-6,3.735e-26
253.43,2.586e-6,,2.586e-6,2.047e-26
253.48,1.607e-6,,1.607e-6,1.038e-26
253.53,9.233e-7,,9.233e-7,4.885e-27
253.58,4.908e-7,,4.908e-7,2.173e-27
253.63,2.413e-7,,2.413e-7,1.027e-27
253.68,1.097e-7,,1.097e-7,7.912e-28
253.73,4.615e-8,,4.615e-8,1.270e-27
253.78,1.796e-8,,1.796e-8,2.651e-27
253.83,6.462e-9,,6.462e-9,5.466e-27
253.88,2.151e-9,,2.151e-9,1.053e-26
253.93,6.622e-10,,6.622e-10,1.880e-26
253.98,1.886e-10,,1.886e-10,3.108e-26
254.03,4.966e-11,,4.966e-11,4.756e-26
254.08,1.210e-11,,1.210e-11,6.735e-26
254.13,2.726e-12,,2.726e-12,8.829e-26
254.18,5.682e-13,,5.682e-13,1.071e-25
254.23,1.095e-13,,1.095e-13,1.203e-25
254.28,1.953e-14,,1.953e-14,1.250e-25
254.33,3.222e-15,,3.222e-15,1.203e-25
254.38,4.915e-16,,4.915e-16,1.071e-25
254.43,6.935e-17,,6.935e-17,8.829e-26
254.48,9.050e-18,,9.050e-18,6.736e-26
254.53,1.093e-18,,1.093e-18,4.758e-26
254.58,1.220e-19,,1.220e-19,3.116e-26
254.63,1.260e-20,,1.260e-20,1.904e-26
254.68,1.203e-21,,1.203e-21,1.120e-26
254.73,7.269e-27,,,7.269e-27
254.78,7.132e-27,,,7.132e-27
254.83,1.158e-26,,,1.158e-26
254.88,2.273e-26,,,2.273e-26
254.93,4.421e-26,,,4.421e-26
254.98,8.075e-26,,,8.075e-26
255.03,1.370e-25,,,1.370e-25
255.08,2.153e-25,,,2.153e-25
255.13,3.135e-25,,,3.135e-25
255.18,4.228e-25,,,4.228e-25
255.23,5.280e-25,,,5.280e-25
255.28,6.109e-25,,,6.109e-25
255.33,6.545e-25,,,6.545e-25
255.38,6.495e-25,,,6.495e-25
255.43,5.970e-25,,,5.970e-25
255.48,5.082e-25,,,5.082e-25
255.53,4.007e-25,,,4.007e-25
255.58,2.927e-25,,,2.927e-25
255.63,1.982e-25,,,1.982e-25
255.68,1.249e-25,,,1.249e-25
255.73,7.441e-26,,,7.441e-26
255.78,4.463e-26,,,4.463e-26
255.83,3.254e-26,,,3.254e-26
255.88,3.629e-26,,,3.629e-26
255.93,5.614e-26,,,5.614e-26
255.98,9.415e-26,,,9.415e-26
256.03,1.525e-25,,,1.525e-25
256.08,2.311e-25,,,2.311e-25
256.13,3.253e-25,,,3.253e-25
256.18,4.245e-25,,,4.245e-25
256.23,5.134e-25,,,5.134e-25
256.28,5.755e-25,,,5.755e-25
256.33,5.978e-25,,,5.978e-25
256.38,5.755e-25,,,5.755e-25
256.43,5.134e-25,,,5.134e-25
256.48,4.245e-25,,,4.245e-25
256.53,3.252e-25,,,3.252e-25
256.58,2.309e-25,,,2.309e-25
256.63,1.519e-25,,,1.519e-25
256.68,9.265e-26,,,9.265e-26
256.73,5.236e-26,,,5.236e-26
256.78,2.742e-26,,,2.742e-26
256.83,1.331e-26,,,1.331e-26
256.88,5.986e-27,,,5.986e-27
256.93,2.495e-27,,,2.495e-27
256.98,9.637e-28,,,9.637e-28
257.03,3.450e-28,,,3.450e-28
257.08,4.851e-21,,4.851e-21,1.144e-28
257.13,4.742e-20,,4.742e-20,3.518e-29
257.18,4.302e-19,,4.302e-19,1.002e-29
257.23,3.621e-18,,3.621e-18,2.646e-30
257.28,2.829e-17,,2.829e-17,6.475e-31
257.33,2.051e-16,,2.051e-16,1.468e-31
257.38,1.379e-15,,1.379e-15,3.085e-32
257.43,8.611e-15,,8.611e-15,6.009e-33
257.48,4.988e-14,,4.988e-14,1.084e-33
257.53,2.681e-13,,2.681e-13,1.814e-34
257.58,1.338e-12,,1.338e-12,2.811e-35
257.63,6.192e-12,,6.192e-12,4.037e-36
257.68,2.660e-11,,2.660e-11,5.374e-37
257.73,1.060e-10,,1.060e-10,6.629e-38
257.78,3.922e-10,,3.922e-10,7.578e-39
257.83,1.346e-9,,1.346e-9,8.029e-40
257.88,4.289e-9,,4.289e-9,7.882e-41
257.93,1.268e-8,,1.268e-8,
257.98,3.478e-8,,3.478e-8,
258.03,8.854e-8,,8.854e-8,
258.08,2.092e-7,,2.092e-7,
258.13,4.585e-7,,4.585e-7,
258.18,9.327e-7,,9.327e-7,
258.23,1.761e-6,,1.761e-6,
258.28,3.084e-6,,3.084e-6,
258.33,5.014e-6,,5.014e-6,
258.38,7.564e-6,,7.564e-6,
258.43,1.059e-5,,1.059e-5,
258.48,1.375e-5,,1.375e-5,
258.53,1.658e-5,,1.658e-5,
258.58,1.855e-5,,1.855e-5,
258.63,1.925e-5,,1.925e-5,
258.68,1.855e-5,,1.855e-5,
258.73,1.658e-5,,1.658e-5,
258.78,1.376e-5,,1.376e-5,
258.83,1.060e-5,,1.060e-5,
258.88,7.605e-6,,7.605e-6,
258.93,5.114e-6,,5.114e-6,
258.98,3.309e-6,,3.309e-6,
259.03,2.228e-6,,2.228e-6,
259.08,1.838e-6,,1.838e-6,
259.13,2.086e-6,,2.086e-6,
259.18,2.926e-6,,2.926e-6,
259.23,4.299e-6,,4.299e-6,
259.28,6.093e-6,,6.093e-6,
259.33,8.106e-6,,8.106e-6,
259.38,1.004e-5,,1.004e-5,
259.43,1.156e-5,,1.156e-5,
259.48,1.236e-5,,1.236e-5,
259.53,1.227e-5,,1.227e-5,
259.58,1.130e-5,,1.130e-5,
259.63,9.672e-6,,9.672e-6,
259.68,7.683e-6,,7.683e-6,
259.73,5.667e-6,,5.667e-6,
259.78,3.880e-6,,3.880e-6,
259.83,2.467e-6,,2.467e-6,
259.88,1.456e-6,,1.456e-6,
259.93,7.980e-7,,7.980e-7,
259.98,4.060e-7,,4.060e-7,
260.03,1.918e-7,,1.918e-7,
260.08,8.412e-8,,8.412e-8,
260.13,3.427e-8,,3.427e-8,
260.18,1.300e-8,,1.300e-8,
260.23,4.770e-9,,4.770e-9,
260.28,2.353e-9,,2.353e-9,
260.33,3.591e-9,,3.591e-9,
260.38,1.066e-8,,1.066e-8,
260.43,3.284e-8,,3.284e-8,
260.48,9.498e-8,,9.498e-8,
260.53,2.555e-7,,2.555e-7,
260.58,6.386e-7,,6.386e-7,
260.63,1.484e-6,,1.484e-6,
260.68,3.203e-6,,3.203e-6,
260.73,6.426e-6,,6.426e-6,
260.78,1.198e-5,,1.198e-5,
260.83,2.076e-5,,2.076e-5,
260.88,3.343e-5,,3.343e-5,
260.93,5.003e-5,,5.003e-5,
260.98,6.958e-5,,6.958e-5,
261.03,8.993e-5,,8.993e-5,
261.08,1.080e-4,,1.080e-4,
261.13,1.206e-4,,1.206e-4,
261.18,1.251e-4,,1.251e-4,
261.23,1.206e-4,,1.206e-4,
261.28,1.080e-4,,1.080e-4,
261.33,8.993e-5,,8.993e-5,
261.38,6.958e-5,,6.958e-5,
261.43,5.003e-5,,5.003e-5,
261.48,3.343e-5,,3.343e-5,
261.53,2.076e-5,,2.076e-5,
261.58,1.198e-5,,1.198e-5,
261.63,6.426e-6,,6.426e-6,
261.68,3.203e-6,,3.203e-6,
261.73,1.484e-6,,1.484e-6,
261.78,6.386e-7,,6.386e-7,
261.83,2.555e-7,,2.555e-7,
261.88,9.497e-8,,9.497e-8,
261.93,3.281e-8,,3.281e-8,
261.98,1.053e-8,,1.053e-8,
262.03,3.143e-9,,3.143e-9,
262.08,8.716e-10,,8.716e-10,
262.13,2.246e-10,,2.246e-10,
262.18,5.378e-11,,5.378e-11,
262.23,1.197e-11,,1.197e-11,
262.28,2.476e-12,,2.476e-12,
262.33,4.758e-13,,4.758e-13,
262.38,8.500e-14,,8.500e-14,
262.44,9.766e-15,,9.766e-15,
262.49,1.485e-15,,1.485e-15,
262.54,2.097e-16,,2.097e-16,
262.59,2.754e-17,,2.754e-17,
262.64,3.360e-18,,3.360e-18,
262.69,3.810e-19,,3.810e-19,
262.74,4.015e-20,,4.015e-20,
264.49,1.247e-20,,1.247e-20,
264.54,1.170e-19,,1.170e-19,
264.59,1.022e-18,,1.022e-18,
264.64,8.324e-18,,8.324e-18,
264.69,6.316e-17,,6.316e-17,
264.74,4.466e-16,,4.466e-16,
264.79,2.943e-15,,2.943e-15,
264.84,1.807e-14,,1.807e-14,
264.89,1.034e-13,,1.034e-13,
264.94,5.510e-13,,5.510e-13,
264.99,2.737e-12,,2.737e-12,
265.04,1.267e-11,,1.267e-11,
265.09,5.464e-11,,5.464e-11,
265.14,2.196e-10,,2.196e-10,
265.19,8.225e-10,,8.225e-10,
265.24,2.870e-9,,2.870e-9,
265.29,9.333e-9,,9.333e-9,
265.34,2.828e-8,,2.828e-8,
265.39,7.986e-8,,7.986e-8,
265.44,2.101e-7,,2.101e-7,
265.49,5.151e-7,,5.151e-7,
265.54,1.177e-6,,1.177e-6,
265.59,2.505e-6,,2.505e-6,
265.64,4.969e-6,,4.969e-6,
265.69,9.185e-6,,9.185e-6,
265.74,1.582e-5,,1.582e-5,
265.79,2.539e-5,,2.539e-5,
265.84,3.798e-5,,3.798e-5,
265.89,5.292e-5,,5.292e-5,
265.94,6.872e-5,,6.872e-5,
265.99,8.316e-5,,8.316e-5,
266.04,9.376e-5,,9.376e-5,
266.09,9.851e-5,,9.851e-5,
266.14,9.645e-5,,9.645e-5,
266.19,8.799e-5,,8.799e-5,
266.24,7.480e-5,,7.480e-5,
266.29,5.925e-5,,5.925e-5,
266.34,4.374e-5,,4.374e-5,
266.39,3.010e-5,,3.010e-5,
266.44,1.932e-5,,1.932e-5,
266.49,1.164e-5,,1.164e-5,
266.54,6.716e-6,,6.716e-6,
266.59,4.053e-6,,4.053e-6,
266.64,3.216e-6,,3.216e-6,
266.69,4.037e-6,,4.037e-6,
266.74,6.660e-6,,6.660e-6,
266.79,1.149e-5,,1.149e-5,
266.84,1.900e-5,,1.900e-5,
266.89,2.949e-5,,2.949e-5,
266.94,4.273e-5,,4.273e-5,
266.99,5.774e-5,,5.774e-5,
267.04,7.276e-5,,7.276e-5,
267.09,8.549e-5,,8.549e-5,
267.14,9.368e-5,,9.368e-5,
267.19,9.577e-5,,9.577e-5,
267.24,9.142e-5,,9.142e-5,
267.29,8.165e-5,,8.165e-5,
267.34,6.857e-5,,6.857e-5,
267.39,5.474e-5,,5.474e-5,
267.44,4.256e-5,,4.256e-5,
267.49,3.369e-5,,3.369e-5,
267.54,2.883e-5,,2.883e-5,
267.59,2.773e-5,,2.773e-5,
267.64,2.941e-5,,2.941e-5,
267.69,3.245e-5,,3.245e-5,
267.74,3.537e-5,,3.537e-5,
267.79,3.693e-5,,3.693e-5,
267.84,3.637e-5,,3.637e-5,
267.89,3.356e-5,,3.356e-5,
267.94,2.895e-5,,2.895e-5,
267.99,2.331e-5,,2.331e-5,
268.04,1.751e-5,,1.751e-5,
268.09,1.227e-5,,1.227e-5,
268.14,8.020e-6,,8.020e-6,
268.19,4.889e-6,,4.889e-6,
268.24,2.779e-6,,2.779e-6,
268.29,1.474e-6,,1.474e-6,
268.34,7.289e-7,,7.289e-7,
268.39,3.362e-7,,3.362e-7,
268.44,1.446e-7,,1.446e-7,
268.49,5.802e-8,,5.802e-8,
268.54,2.171e-8,,2.171e-8,
268.59,7.578e-9,,7.578e-9,
268.64,2.466e-9,,2.466e-9,
268.69,7.488e-10,,7.488e-10,
268.74,2.120e-10,,2.120e-10,
268.79,5.598e-11,,5.598e-11,
268.84,1.379e-11,,1.379e-11,
268.89,3.167e-12,,3.167e-12,
268.94,6.785e-13,,6.785e-13,
268.99,1.356e-13,,1.356e-13,
269.04,2.526e-14,,2.526e-14,
269.09,4.391e-15,,4.391e-15,
269.14,7.118e-16,,7.118e-16,
269.19,1.076e-16,,1.076e-16,
269.24,1.517e-17,,1.517e-17,
269.29,1.995e-18,,1.995e-18,
269.34,2.447e-19,,2.447e-19,
269.39,2.800e-20,,2.800e-20,
269.44,2.987e-21,,2.987e-21,
272.39,4.884e-47,,,4.884e-47
272.44,4.195e-46,,,4.195e-46
272.49,3.372e-45,,,3.372e-45
272.54,2.536e-44,,,2.536e-44
272.59,1.784e-43,,,1.784e-43
272.64,1.174e-42,,,1.174e-42
272.69,7.230e-42,,,7.230e-42
272.74,4.166e-41,,,4.166e-41
272.79,2.245e-40,,,2.245e-40
272.84,1.132e-39,,,1.132e-39
272.89,5.343e-39,,,5.343e-39
272.94,2.358e-38,,,2.358e-38
272.99,9.740e-38,,,9.740e-38
273.04,3.763e-37,,,3.763e-37
273.09,1.360e-36,,,1.360e-36
273.14,4.601e-36,,,4.601e-36
273.19,1.456e-35,,,1.456e-35
273.24,4.310e-35,,,4.310e-35
273.29,1.194e-34,,,1.194e-34
273.34,3.093e-34,,,3.093e-34
273.39,7.500e-34,,,7.500e-34
273.44,1.701e-33,,,1.701e-33
273.49,3.610e-33,,,3.610e-33
273.54,7.167e-33,,,7.167e-33
273.59,1.331e-32,,,1.331e-32
273.64,2.314e-32,,,2.314e-32
273.69,3.762e-32,,,3.762e-32
273.74,5.722e-32,,,5.722e-32
273.79,8.144e-32,,,8.144e-32
273.84,1.084e-31,,,1.084e-31
273.89,1.351e-31,,,1.351e-31
273.94,1.574e-31,,,1.574e-31
273.99,1.717e-31,,,1.717e-31
274.04,1.751e-31,,,1.751e-31
274.09,1.672e-31,,,1.672e-31
274.14,1.493e-31,,,1.493e-31
274.19,1.247e-31,,,1.247e-31
274.24,9.747e-32,,,9.747e-32
274.29,7.128e-32,,,7.128e-32
274.34,4.877e-32,,,4.877e-32
274.39,3.122e-32,,,3.122e-32
274.44,1.870e-32,,,1.870e-32
274.49,1.048e-32,,,1.048e-32
274.54,5.491e-33,,,5.491e-33
274.59,2.693e-33,,,2.693e-33
274.64,1.236e-33,,,1.236e-33
274.69,5.305e-34,,,5.305e-34
274.74,2.131e-34,,,2.131e-34
274.79,8.006e-35,,,8.006e-35
274.84,2.815e-35,,,2.815e-35
274.89,9.257e-36,,,9.257e-36
274.94,2.849e-36,,,2.849e-36
274.99,8.202e-37,,,8.202e-37
275.04,2.209e-37,,,2.209e-37
275.09,5.567e-38,,,5.567e-38
275.14,1.313e-38,,,1.313e-38
275.19,2.895e-39,,,2.895e-39
275.24,5.975e-40,,,5.975e-40
275.29,1.154e-40,,,1.154e-40
275.34,2.084e-41,,,2.084e-41
275.39,3.522e-42,,,3.522e-42
275.44,5.570e-43,,,5.570e-43
275.49,8.240e-44,,,8.240e-44
275.54,1.140e-44,,,1.140e-44
275.59,1.477e-45,,,1.477e-45
275.64,1.789e-46,,,1.789e-46
275.69,2.028e-47,,,2.028e-47
279.19,2.532e-21,,2.532e-21,
279.24,8.736e-20,,8.736e-20,
279.29,7.220e-19,,7.220e-19,
279.34,5.610e-18,,5.610e-18,
279.39,4.098e-17,,4.098e-17,
279.44,2.814e-16,,2.814e-16,
279.49,1.816e-15,,1.816e-15,
279.54,1.102e-14,,1.102e-14,
279.59,6.282e-14,,6.282e-14,
279.64,3.366e-13,,3.366e-13,
279.69,1.694e-12,,1.694e-12,
279.74,8.014e-12,,8.014e-12,
279.79,3.561e-11,,3.561e-11,
279.84,1.487e-10,,1.487e-10,
279.89,5.829e-10,,5.829e-10,
279.94,2.147e-9,,2.147e-9,
279.99,7.427e-9,,7.427e-9,
280.04,2.413e-8,,2.413e-8,
280.09,7.364e-8,,7.364e-8,
280.14,2.110e-7,,2.110e-7,
280.19,5.678e-7,,5.678e-7,
280.24,1.435e-6,,1.435e-6,
280.29,3.404e-6,,3.404e-6,
280.34,7.583e-6,,7.583e-6,
280.39,1.586e-5,,1.586e-5,
280.44,3.115e-5,,3.115e-5,
280.49,5.743e-5,,5.743e-5,
280.54,9.942e-5,,9.942e-5,
280.59,1.616e-4,,1.616e-4,
280.64,2.465e-4,,2.465e-4,
280.69,3.531e-4,,3.531e-4,
280.74,4.748e-4,,4.748e-4,
280.79,5.994e-4,,5.994e-4,
280.84,7.103e-4,,7.103e-4,
280.89,7.901e-4,,7.901e-4,
280.94,8.250e-4,,8.250e-4,
280.99,8.087e-4,,8.087e-4,
281.04,7.441e-4,,7.441e-4,
281.09,6.428e-4,,6.428e-4,
281.14,5.211e-4,,5.211e-4,
281.19,3.966e-4,,3.966e-4,
281.24,2.834e-4,,2.834e-4,
281.29,1.900e-4,,1.900e-4,
281.34,1.196e-4,,1.196e-4,
281.39,7.067e-5,,7.067e-5,
281.44,3.919e-5,,3.919e-5,
281.49,2.040e-5,,2.040e-5,
281.54,9.970e-6,,9.970e-6,
281.59,4.573e-6,,4.573e-6,
281.64,1.969e-6,,1.969e-6,1.390e-45
281.69,7.957e-7,,7.957e-7,1.133e-44
281.74,3.018e-7,,3.018e-7,8.686e-44
281.79,1.075e-7,,1.075e-7,6.254e-43
281.84,3.591e-8,,3.591e-8,4.231e-42
281.89,1.127e-8,,1.127e-8,2.690e-41
281.94,3.331e-9,,3.331e-9,1.607e-40
281.99,9.679e-10,,9.679e-10,9.017e-40
282.04,4.108e-10,,4.108e-10,4.755e-39
282.09,6.071e-10,,6.071e-10,2.357e-38
282.14,1.651e-9,,1.651e-9,1.097e-37
282.19,4.591e-9,,4.591e-9,4.800e-37
282.24,1.208e-8,,1.208e-8,1.973e-36
282.29,2.986e-8,,2.986e-8,7.623e-36
