Wavelength (nm),Sum,Na I (2.7e-02),Na II (9.7e-01),Na III (9.7e-16)
214.32,3.743e-26,,,3.743e-26
214.37,3.750e-26,,,3.750e-26
214.42,3.753e-26,,,3.753e-26
214.47,3.586e-26,,,3.586e-26
214.52,3.177e-26,,,3.177e-26
214.57,2.574e-26,,,2.574e-26
214.62,1.902e-26,,,1.902e-26
214.67,1.294e-26,,,1.294e-26
214.72,8.312e-27,,,8.312e-27
214.77,5.303e-27,,,5.303e-27
214.82,3.589e-27,,,3.589e-27
214.87,2.691e-27,,,2.691e-27
214.92,2.207e-27,,,2.207e-27
214.97,1.902e-27,,,1.902e-27
215.02,1.682e-27,,,1.682e-27
215.07,1.516e-27,,,1.516e-27
215.12,1.381e-27,,,1.381e-27
215.17,1.243e-27,,,1.243e-27
215.22,1.074e-27,,,1.074e-27
215.27,8.689e-28,,,8.689e-28
215.32,6.458e-28,,,6.458e-28
215.37,4.365e-28,,,4.365e-28
215.42,2.667e-28,,,2.667e-28
215.47,1.471e-28,,,1.471e-28
215.52,7.378e-29,,,7.378e-29
215.57,3.499e-29,,,3.499e-29
215.62,1.830e-29,,,1.830e-29
215.67,1.421e-29,,,1.421e-29
215.72,1.676e-29,,,1.676e-29
215.77,2.236e-29,,,2.236e-29
215.82,2.871e-29,,,2.871e-29
215.87,3.434e-29,,,3.434e-29
215.92,3.902e-29,,,3.902e-29
215.97,4.418e-29,,,4.418e-29
216.02,5.279e-29,,,5.279e-29
216.07,6.829e-29,,,6.829e-29
216.12,9.248e-29,,,9.248e-29
216.17,1.235e-28,,,1.235e-28
216.22,1.555e-28,,,1.555e-28
216.27,1.796e-28,,,1.796e-28
216.32,1.882e-28,,,1.882e-28
216.37,1.780e-28,,,1.780e-28
216.42,1.516e-28,,,1.516e-28
216.47,1.166e-28,,,1.166e-28
216.52,8.162e-29,,,8.162e-29
216.57,5.402e-29,,,5.402e-29
216.62,3.791e-29,,,3.791e-29
216.67,3.469e-29,,,3.469e-29
216.72,4.385e-29,,,4.385e-29
216.77,6.334e-29,,,6.334e-29
216.82,8.934e-29,,,8.934e-29
216.87,1.163e-28,,,1.163e-28
216.92,1.381e-28,,,1.381e-28
216.97,1.515e-28,,,1.515e-28
217.02,1.591e-28,,,1.591e-28
217.07,1.720e-28,,,1.720e-28
217.12,2.090e-28,,,2.090e-28
217.17,2.911e-28,,,2.911e-28
217.22,4.326e-28,,,4.326e-28
217.27,6.303e-28,,,6.303e-28
217.32,8.561e-28,,,8.561e-28
217.37,1.061e-27,,,1.061e-27
217.42,1.188e-27,,,1.188e-27
217.47,1.199e-27,,,1.199e-27
217.52,1.090e-27,,,1.090e-27
217.57,8.931e-28,,,8.931e-28
217.62,6.626e-28,,,6.626e-28
217.67,4.590e-28,,,4.590e-28
217.72,3.429e-28,,,3.429e-28
217.77,3.973e-28,,,3.973e-28
217.82,7.826e-28,,,7.826e-28
217.87,1.813e-27,,,1.813e-27
217.92,4.013e-27,,,4.013e-27
217.97,8.086e-27,,,8.086e-27
218.02,1.470e-26,,,1.470e-26
218.07,2.407e-26,,,2.407e-26
218.12,3.549e-26,,,3.549e-26
218.17,4.712e-26,,,4.712e-26
218.22,5.632e-26,,,5.632e-26
218.27,6.062e-26,,,6.062e-26
218.32,5.875e-26,,,5.875e-26
218.37,5.126e-26,,,5.126e-26
218.42,4.029e-26,,,4.029e-26
218.47,2.851e-26,,,2.851e-26
218.52,1.818e-26,,,1.818e-26
218.57,1.044e-26,,,1.044e-26
218.62,5.409e-27,,,5.409e-27
218.67,2.532e-27,,,2.532e-27
218.72,1.078e-27,,,1.078e-27
218.77,4.279e-28,,,4.279e-28
218.82,1.738e-28,,,1.738e-28
218.87,9.113e-29,,,9.113e-29
218.92,7.287e-29,,,7.287e-29
218.97,7.330e-29,,,7.330e-29
219.02,7.437e-29,,,7.437e-29
219.07,7.014e-29,,,7.014e-29
219.12,6.051e-29,,,6.051e-29
219.17,4.834e-29,,,4.834e-29
219.22,3.770e-29,,,3.770e-29
219.27,3.240e-29,,,3.240e-29
219.32,3.522e-29,,,3.522e-29
219.37,4.728e-29,,,4.728e-29
219.42,6.767e-29,,,6.767e-29
219.47,9.339e-29,,,9.339e-29
219.52,1.211e-28,,,1.211e-28
219.57,1.545e-28,,,1.545e-28
219.62,2.259e-28,,,2.259e-28
219.67,4.567e-28,,,4.567e-28
219.72,1.207e-27,,,1.207e-27
219.77,3.393e-27,,,3.393e-27
219.82,9.054e-27,,,9.054e-27
219.87,2.209e-26,,,2.209e-26
219.92,4.878e-26,,,4.878e-26
219.97,9.727e-26,,,9.727e-26
220.02,1.750e-25,,,1.750e-25
220.07,2.840e-25,,,2.840e-25
220.12,4.158e-25,,,4.158e-25
220.17,5.492e-25,,,5.492e-25
220.22,6.544e-25,,,6.544e-25
220.27,7.033e-25,,,7.033e-25
220.32,6.819e-25,,,6.819e-25
220.37,5.964e-25,,,5.964e-25
220.42,4.706e-25,,,4.706e-25
220.47,3.350e-25,,,3.350e-25
220.52,2.151e-25,,,2.151e-25
220.57,1.247e-25,,,1.247e-25
220.62,6.524e-26,,,6.524e-26
220.67,3.090e-26,,,3.090e-26
220.72,1.333e-26,,,1.333e-26
220.77,5.351e-27,,,5.351e-27
220.82,2.151e-27,,,2.151e-27
220.87,1.124e-27,,,1.124e-27
220.92,1.206e-27,,,1.206e-27
220.97,2.321e-27,,,2.321e-27
221.02,5.097e-27,,,5.097e-27
221.07,1.072e-26,,,1.072e-26
221.12,2.068e-26,,,2.068e-26
221.17,3.616e-26,,,3.616e-26
221.22,5.718e-26,,,5.718e-26
221.27,8.168e-26,,,8.168e-26
221.32,1.054e-25,,,1.054e-25
221.37,1.228e-25,,,1.228e-25
221.42,1.292e-25,,,1.292e-25
221.47,1.228e-25,,,1.228e-25
221.52,1.054e-25,,,1.054e-25
221.57,8.166e-26,,,8.166e-26
221.62,5.715e-26,,,5.715e-26
221.67,3.613e-26,,,3.613e-26
221.72,2.062e-26,,,2.062e-26
221.77,1.064e-26,,,1.064e-26
221.82,4.962e-27,,,4.962e-27
221.87,2.115e-27,,,2.115e-27
221.92,9.045e-28,,,9.045e-28
221.97,6.737e-28,,,6.737e-28
222.02,1.410e-27,,,1.410e-27
222.07,4.002e-27,,,4.002e-27
222.12,1.081e-26,,,1.081e-26
222.17,2.652e-26,,,2.652e-26
222.22,5.885e-26,,,5.885e-26
222.27,1.181e-25,,,1.181e-25
222.32,2.143e-25,,,2.143e-25
222.37,3.517e-25,,,3.517e-25
222.42,5.227e-25,,,5.227e-25
222.47,7.050e-25,,,7.050e-25
222.52,8.672e-25,,,8.672e-25
222.57,9.847e-25,,,9.847e-25
222.62,1.059e-24,,,1.059e-24
222.67,1.130e-24,,,1.130e-24
222.72,1.274e-24,,,1.274e-24
222.77,1.571e-24,,,1.571e-24
222.82,2.070e-24,,,2.070e-24
222.87,2.743e-24,,,2.743e-24
222.92,3.479e-24,,,3.479e-24
222.97,4.103e-24,,,4.103e-24
223.02,4.446e-24,,,4.446e-24
223.07,4.409e-24,,,4.409e-24
223.12,4.003e-24,,,4.003e-24
223.17,3.337e-24,,,3.337e-24
223.22,2.564e-24,,,2.564e-24
223.27,1.826e-24,,,1.826e-24
223.32,1.211e-24,,,1.211e-24
223.37,7.518e-25,,,7.518e-25
223.42,4.395e-25,,,4.395e-25
223.47,2.458e-25,,,2.458e-25
223.52,1.405e-25,,,1.405e-25
223.57,1.003e-25,,,1.003e-25
223.62,1.120e-25,,,1.120e-25
223.67,1.693e-25,,,1.693e-25
223.72,2.683e-25,,,2.683e-25
223.77,3.993e-25,,,3.993e-25
223.82,5.425e-25,,,5.425e-25
223.87,6.685e-25,,,6.685e-25
223.92,7.459e-25,,,7.459e-25
223.97,7.534e-25,,,7.534e-25
224.02,6.891e-25,,,6.891e-25
224.07,5.715e-25,,,5.715e-25
224.12,4.321e-25,,,4.321e-25
224.17,3.045e-25,,,3.045e-25
224.22,2.166e-25,,,2.166e-25
224.27,1.893e-25,,,1.893e-25
224.32,2.403e-25,,,2.403e-25
224.37,3.858e-25,,,3.858e-25
224.42,6.356e-25,,,6.356e-25
224.47,9.816e-25,,,9.816e-25
224.52,1.385e-24,,,1.385e-24
224.57,1.774e-24,,,1.774e-24
224.62,2.059e-24,,,2.059e-24
224.67,2.169e-24,,,2.169e-24
224.72,2.078e-24,,,2.078e-24
224.77,1.820e-24,,,1.820e-24
224.82,1.480e-24,,,1.480e-24
224.87,1.155e-24,,,1.155e-24
224.92,9.191e-25,,,9.191e-25
224.97,8.019e-25,,,8.019e-25
225.02,7.864e-25,,,7.864e-25
225.07,8.235e-25,,,8.235e-25
225.12,8.558e-25,,,8.558e-25
225.17,8.400e-25,,,8.400e-25
225.22,7.601e-25,,,7.601e-25
225.27,6.275e-25,,,6.275e-25
225.32,4.706e-25,,,4.706e-25
225.37,3.201e-25,,,3.201e-25
225.42,1.974e-25,,,1.974e-25
225.47,1.103e-25,,,1.103e-25
225.52,5.583e-26,,,5.583e-26
225.57,2.561e-26,,,2.561e-26
225.62,1.065e-26,,,1.065e-26
225.67,4.010e-27,,,4.010e-27
225.72,1.368e-27,,,1.368e-27
225.77,4.231e-28,,,4.231e-28
225.82,1.185e-28,,,1.185e-28
225.87,3.009e-29,,,3.009e-29
225.92,6.920e-30,,,6.920e-30
225.97,1.442e-30,,,1.442e-30
226.02,2.723e-31,,,2.723e-31
226.07,4.659e-32,,,4.659e-32
226.12,7.222e-33,,,7.222e-33
226.17,1.014e-33,,,1.014e-33
226.22,1.291e-34,,,1.291e-34
226.27,1.489e-35,,,1.489e-35
226.32,1.555e-36,,,1.555e-36
226.37,1.472e-37,,,1.472e-37
226.42,1.263e-38,,,1.263e-38
226.47,1.045e-39,,,1.045e-39
226.52,9.201e-40,,,9.201e-40
226.57,1.031e-38,,,1.031e-38
226.62,1.135e-37,,,1.135e-37
226.67,1.134e-36,,,1.134e-36
226.72,1.029e-35,,,1.029e-35
226.77,8.484e-35,,,8.484e-35
226.82,6.351e-34,,,6.351e-34
226.87,4.318e-33,,,4.318e-33
226.92,2.666e-32,,,2.666e-32
226.97,1.495e-31,,,1.495e-31
227.02,7.613e-31,,,7.613e-31
227.07,3.521e-30,,,3.521e-30
227.12,1.479e-29,,,1.479e-29
227.17,5.641e-29,,,5.641e-29
227.22,1.954e-28,,,1.954e-28
227.27,6.149e-28,,,6.149e-28
227.32,1.757e-27,,,1.757e-27
227.37,4.559e-27,,,4.559e-27
227.42,1.074e-26,,,1.074e-26
227.47,2.300e-26,,,2.300e-26
227.52,4.470e-26,,,4.470e-26
227.57,7.891e-26,,,7.891e-26
227.62,1.265e-25,,,1.265e-25
227.67,1.842e-25,,,1.842e-25
227.72,2.436e-25,,,2.436e-25
227.77,2.926e-25,,,2.926e-25
227.82,3.191e-25,,,3.191e-25
227.87,3.162e-25,,,3.162e-25
227.92,2.845e-25,,,2.845e-25
227.97,2.327e-25,,,2.327e-25
228.02,1.731e-25,,,1.731e-25
228.07,1.179e-25,,,1.179e-25
228.12,7.488e-26,,,7.488e-26
228.17,4.768e-26,,,4.768e-26
228.22,3.635e-26,,,3.635e-26
228.27,3.943e-26,,,3.943e-26
228.32,5.489e-26,,,5.489e-26
228.37,7.989e-26,,,7.989e-26
228.42,1.101e-25,,,1.101e-25
228.47,1.393e-25,,,1.393e-25
228.52,1.607e-25,,,1.607e-25
228.57,1.685e-25,,,1.685e-25
228.62,1.606e-25,,,1.606e-25
228.67,1.391e-25,,,1.391e-25
228.72,1.095e-25,,,1.095e-25
228.77,7.836e-26,,,7.836e-26
228.82,5.094e-26,,,5.094e-26
228.87,3.009e-26,,,3.009e-26
228.92,1.615e-26,,,1.615e-26
228.97,7.880e-27,,,7.880e-27
229.02,3.493e-27,,,3.493e-27
229.07,1.407e-27,,,1.407e-27
229.12,5.151e-28,,,5.151e-28
229.17,1.714e-28,,,1.714e-28
229.22,5.180e-29,,,5.180e-29
229.27,1.423e-29,,,1.423e-29
229.32,3.552e-30,,,3.552e-30
229.37,8.058e-31,,,8.058e-31
229.42,1.661e-31,,,1.661e-31
229.47,3.112e-32,,,3.112e-32
229.52,5.297e-33,,,5.297e-33
229.57,8.194e-34,,,8.194e-34
229.62,1.152e-34,,,1.152e-34
229.67,1.472e-35,,,1.472e-35
229.72,1.727e-36,,,1.727e-36
229.77,3.728e-37,,,3.728e-37
229.82,1.860e-36,,,1.860e-36
229.87,1.605e-35,,,1.605e-35
229.92,1.273e-34,,,1.273e-34
229.97,9.192e-34,,,9.192e-34
230.02,6.044e-33,,,6.044e-33
230.07,3.619e-32,,,3.619e-32
230.12,1.973e-31,,,1.973e-31
230.17,9.796e-31,,,9.796e-31
230.22,4.428e-30,,,4.428e-30
230.27,1.823e-29,,,1.823e-29
230.32,6.832e-29,,,6.832e-29
230.37,2.331e-28,,,2.331e-28
230.42,7.245e-28,,,7.245e-28
230.47,2.050e-27,,,2.050e-27
230.52,5.281e-27,,,5.281e-27
230.57,1.239e-26,,,1.239e-26
230.62,2.647e-26,,,2.647e-26
230.67,5.148e-26,,,5.148e-26
230.72,9.117e-26,,,9.117e-26
230.77,1.470e-25,,,1.470e-25
230.82,2.159e-25,,,2.159e-25
230.87,2.887e-25,,,2.887e-25
230.92,3.514e-25,,,3.514e-25
230.97,3.896e-25,,,3.896e-25
231.02,3.933e-25,,,3.933e-25
231.07,3.615e-25,,,3.615e-25
231.12,3.025e-25,,,3.025e-25
231.17,2.305e-25,,,2.305e-25
231.22,1.600e-25,,,1.600e-25
231.27,1.011e-25,,,1.011e-25
231.32,5.815e-26,,,5.815e-26
231.37,3.046e-26,,,3.046e-26
231.42,1.453e-26,,,1.453e-26
231.47,6.311e-27,,,6.311e-27
231.52,2.496e-27,,,2.496e-27
231.58,7.245e-28,,,7.245e-28
231.63,2.331e-28,,,2.331e-28
231.68,6.832e-29,,,6.832e-29
231.73,1.823e-29,,,1.823e-29
231.78,4.428e-30,,,4.428e-30
231.83,9.796e-31,,,9.796e-31
231.88,1.973e-31,,,1.973e-31
231.93,3.619e-32,,,3.619e-32
231.98,6.044e-33,,,6.044e-33
232.03,9.192e-34,,,9.192e-34
232.08,1.273e-34,,,1.273e-34
232.13,1.605e-35,,,1.605e-35
232.18,1.842e-36,,,1.842e-36
232.23,1.926e-37,,,1.926e-37
232.28,1.833e-38,,,1.833e-38
232.33,1.589e-39,,,1.589e-39
232.38,1.254e-40,,,1.254e-40
237.28,3.145e-41,,,3.145e-41
237.33,3.639e-40,,,3.639e-40
237.38,3.856e-39,,,3.856e-39
237.43,3.743e-38,,,3.743e-38
237.48,3.328e-37,,,3.328e-37
237.53,2.710e-36,,,2.710e-36
237.58,2.022e-35,,,2.022e-35
237.63,1.382e-34,,,1.382e-34
237.68,8.648e-34,,,8.648e-34
237.73,4.958e-33,,,4.958e-33
237.78,2.604e-32,,,2.604e-32
237.83,1.253e-31,,,1.253e-31
237.88,5.520e-31,,,5.520e-31
237.93,2.228e-30,,,2.228e-30
237.98,8.236e-30,,,8.236e-30
238.03,2.789e-29,,,2.789e-29
238.08,8.652e-29,,,8.652e-29
238.13,2.458e-28,,,2.458e-28
238.18,6.398e-28,,,6.398e-28
238.23,1.525e-27,,,1.525e-27
238.28,3.331e-27,,,3.331e-27
238.33,6.662e-27,,,6.662e-27
238.38,1.221e-26,,,1.221e-26
238.43,2.049e-26,,,2.049e-26
238.48,3.149e-26,,,3.149e-26
238.53,4.434e-26,,,4.434e-26
238.58,5.719e-26,,,5.719e-26
238.63,6.757e-26,,,6.757e-26
238.68,7.313e-26,,,7.313e-26
238.73,7.251e-26,,,7.251e-26
238.78,6.589e-26,,,6.589e-26
238.83,5.494e-26,,,5.494e-26
238.88,4.223e-26,,,4.223e-26
238.93,3.035e-26,,,3.035e-26
238.98,2.129e-26,,,2.129e-26
239.03,1.620e-26,,,1.620e-26
239.08,1.546e-26,,,1.546e-26
239.13,1.884e-26,,,1.884e-26
239.18,2.561e-26,,,2.561e-26
239.23,3.449e-26,,,3.449e-26
239.28,4.366e-26,,,4.366e-26
239.33,5.107e-26,,,5.107e-26
239.38,5.490e-26,,,5.490e-26
239.43,5.413e-26,,,5.413e-26
239.48,4.894e-26,,,4.894e-26
239.53,4.057e-26,,,4.057e-26
239.58,3.083e-26,,,3.083e-26
239.63,2.147e-26,,,2.147e-26
239.68,1.371e-26,,,1.371e-26
