obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""334.0796""","=""0.0004""","=""334.08001""","=""0.00008""","=""2""","=""""",,"=""17215.390""","=""47139.735""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4p2""","=""g 5G""","=""4""",,"=""""","=""L10989""",
"=""334.0957""","=""0.0004""","=""334.09562""","=""0.00009""","=""3""","=""""",,"=""17540.188""","=""47463.135""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2F).4p""","=""p 3F*""","=""4""",,"=""""","=""L10989""",
"=""334.15555""","=""0.00013""","=""334.15577""","=""0.00007""","=""6""","=""""",,"=""15975.631""","=""45893.192""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(4F).6s""","=""h 5F""","=""3""",,"=""""","=""L10989""",
"=""334.18740""","=""0.00013""","=""334.18731""","=""0.00003""","=""15+bl""","=""6.5e+07""",C,"=""0.000""","=""29914.737""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""3""",,"=""T3499n""","=""L10989""",
"=""334.21474""","=""0.00013""","=""334.21470""","=""0.00003""","=""""","=""""",,"=""0.000""","=""29912.286""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""",,"=""""","=""L10989""",
"=""334.27064""","=""0.00013""","=""334.27057""","=""0.00004""","=""10""","=""""",,"=""0.000""","=""29907.286""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L10989""",
"=""334.3353""","=""0.0004""","=""334.33560""","=""0.00007""","=""5""","=""""",,"=""16106.076""","=""46007.545""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4s.(4F).6s""","=""h 5F""","=""4""",,"=""""","=""L10989""",
"=""334.4244""","=""0.0004""","=""334.42395""","=""0.00007""","=""00""","=""""",,"=""15108.111""","=""45001.681""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(4F).5p""","=""3G*""","=""3""",,"=""""","=""L10989""",
"=""334.4290""","=""0.0004""","=""334.42894""","=""0.00012""","=""4""","=""""",,"=""18695.134""","=""48588.258""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4s.(4F).5d""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""334.4610""","=""0.0004""","=""334.46122""","=""0.00007""","=""4""","=""""",,"=""16267.480""","=""46157.719""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(4F).6s""","=""h 5F""","=""5""",,"=""""","=""L10989""",
"=""334.49201""","=""0.00013""","=""334.49209""","=""0.00008""","=""7""","=""""",,"=""15877.081""","=""45764.562""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d2.4s.(4F).6s""","=""h 5F""","=""1""",,"=""""","=""L10989""",
"=""334.5291""","=""0.0004""","=""334.52934""","=""0.00007""","=""0""","=""""",,"=""15156.802""","=""45040.955""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(4F).5p""","=""3F*""","=""4""",,"=""""","=""L10989""",
"=""334.7774""","=""0.0004""","=""334.77676""","=""0.00009""","=""0""","=""""",,"=""15975.631""","=""45837.698""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(2F).4d""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""334.8219""","=""0.0004""","=""334.82202""","=""0.00010""","=""3""","=""""",,"=""17423.856""","=""47281.887""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2F).4p""","=""p 3F*""","=""3""",,"=""""","=""L10989""",
"=""334.85316""","=""0.00013""","=""334.85315""","=""0.00004""","=""10""","=""9.1e+05""",C,"=""0.000""","=""29855.255""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""1""",,"=""T3499n""","=""L10989""",
"=""335.05458""","=""0.00013""","=""335.05462""","=""0.00006""","=""10""","=""""",,"=""15975.631""","=""45812.935""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(4F).6s""","=""h 5F""","=""2""",,"=""""","=""L10989""",
"=""335.1948""","=""0.0004""","=""335.19355""","=""0.00011""","=""1""","=""""",,"=""16106.076""","=""45931.013""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4s.(2F).4d""","=""3F""","=""4""",,"=""""","=""L10989""",
"=""335.2423""","=""0.0004""","=""335.24273""","=""0.00008""","=""4""","=""""",,"=""15220.393""","=""45040.955""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d3.(4F).5p""","=""3F*""","=""4""",,"=""""","=""L10989""",
"=""335.2729""","=""0.0004""","=""335.27347""","=""0.00006""","=""6""","=""""",,"=""11639.8109""","=""41457.639""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d.4s2.4p""","=""s 3F*""","=""3""",,"=""""","=""L10989""",
"=""335.29337""","=""0.00013""","=""335.29328""","=""0.00004""","=""12""","=""9.7e+05""",C,"=""170.1328""","=""29986.199""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4F).4p""","=""x 5D*""","=""3""",,"=""T3499n""","=""L10989""",
"=""335.3061""","=""0.0004""","=""335.30676""","=""0.00008""","=""2""","=""""",,"=""15108.111""","=""44922.979""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(4F).5p""","=""3F*""","=""3""",,"=""""","=""L10989""",
"=""335.4066""","=""0.0005""","=""335.40667""","=""0.00007""","=""5""","=""""",,"=""11531.761""","=""41337.748""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d.4s2.4p""","=""s 3F*""","=""2""",,"=""""","=""L10989""",
"=""335.46336""","=""0.00014""","=""335.46332""","=""0.00005""","=""15+""","=""6.9e+07""",C,"=""170.1328""","=""29971.086""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""4""",,"=""T3499n,T2664""","=""L10989""",
"=""335.61928""","=""0.00014""","=""335.61916""","=""0.00007""","=""10""","=""""",,"=""16106.076""","=""45893.192""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4s.(4F).6s""","=""h 5F""","=""3""",,"=""""","=""L10989""",
"=""335.82711""","=""0.00014""","=""335.82708""","=""0.00003""","=""15+""","=""7.6e+06""",C,"=""0.000""","=""29768.675""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""2""",,"=""T3499n""","=""L10989""",
"=""335.84803""","=""0.00014""","=""335.84786""","=""0.00011""","=""3""","=""""",,"=""18695.134""","=""48461.967""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4p2""","=""5F""","=""5""",,"=""""","=""L10989""",
"=""336.0814""","=""0.0005""","=""336.08046""","=""0.00008""","=""3""","=""""",,"=""15975.631""","=""45721.863""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(2F).4d""","=""f 3H""","=""4""",,"=""""","=""L10989""",
"=""336.09894""","=""0.00014""","=""336.09886""","=""0.00005""","=""15+""","=""""",,"=""170.1328""","=""29914.737""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""3""",,"=""""","=""L10989""",
"=""336.12659""","=""0.00014""","=""336.12655""","=""0.00005""","=""15+""","=""""",,"=""170.1328""","=""29912.286""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""",,"=""""","=""L10989""",
"=""336.15026""","=""0.00014""","=""336.15016""","=""0.00007""","=""""","=""""",,"=""16267.480""","=""46007.545""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(4F).6s""","=""h 5F""","=""4""",,"=""""","=""L10989""",
"=""336.18315""","=""0.00014""","=""336.18307""","=""0.00005""","=""15+""","=""""",,"=""170.1328""","=""29907.286""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L10989""",
"=""336.20975""","=""0.00014""","=""336.20968""","=""0.00010""","=""10""","=""""",,"=""18593.947""","=""48328.747""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d2.4p2""","=""5F""","=""4""",,"=""""","=""L10989""",
"=""336.2471""","=""0.0005""","=""336.24562""","=""0.00009""","=""2""","=""""",,"=""16106.076""","=""45837.698""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4s.(2F).4d""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""336.3031""","=""0.0005""","=""336.30320""","=""0.00005""","=""4""","=""""",,"=""15108.111""","=""44834.642""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(4F).5p""","=""3F*""","=""2""",,"=""""","=""L10989""",
"=""336.61445""","=""0.00014""","=""336.61442""","=""0.00007""","=""13bl""","=""""",,"=""16458.671""","=""46157.719""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""6""","=""3d2.4s.(4F).6s""","=""h 5F""","=""5""",,"=""""","=""L10989""",
"=""336.6265""","=""0.0005""","=""336.62702""","=""0.00007""","=""2""","=""""",,"=""11639.8109""","=""41337.748""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d.4s2.4p""","=""s 3F*""","=""2""",,"=""""","=""L10989""",
"=""336.6829""","=""0.0005""","=""336.68353""","=""0.00010""","=""2""","=""""",,"=""16267.480""","=""45960.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(2F).4d""","=""f 3H""","=""6""",,"=""""","=""L10989""",
"=""336.78694""","=""0.00014""","=""336.78702""","=""0.00010""","=""10""","=""""",,"=""18525.059""","=""48208.887""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4p2""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""336.8212""","=""0.0005""","=""336.82108""","=""0.00006""","=""3""","=""""",,"=""11776.812""","=""41457.639""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d.4s2.4p""","=""s 3F*""","=""3""",,"=""""","=""L10989""",
"=""336.9040""","=""0.0005""","=""336.90463""","=""0.00005""","=""8""","=""""",,"=""386.874""","=""30060.340""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(4F).4p""","=""x 5D*""","=""4""",,"=""""","=""L10989""",
"=""337.0193""","=""0.0005""","=""337.01745""","=""0.00011""","=""3""","=""""",,"=""16267.480""","=""45931.013""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(2F).4d""","=""3F""","=""4""",,"=""""","=""L10989""",
"=""337.04344""","=""0.00014""","=""337.04339""","=""0.00005""","=""15+""","=""7.6e+07""",C,"=""0.000""","=""29661.250""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""1""",,"=""T3499n""","=""L10989""",
"=""337.14523""","=""0.00014""","=""337.14517""","=""0.00005""","=""15+""","=""7.2e+07""",C,"=""386.874""","=""30039.170""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""5""",,"=""T3499n,T2664""","=""L10989""",
"=""337.3039""","=""0.0005""","=""337.30501""","=""0.00006""","=""15+""","=""""",,"=""11531.761""","=""41170.006""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d3.(2H).4p""","=""3G*""","=""3""",,"=""""","=""L10989""",
"=""337.3577""","=""0.0005""","=""337.35774""","=""0.00010""","=""8""","=""""",,"=""18695.134""","=""48328.747""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4p2""","=""5F""","=""4""",,"=""""","=""L10989""",
"=""337.45981""","=""0.00014""","=""337.45972""","=""0.00011""","=""11""","=""""",,"=""18482.774""","=""48107.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d2.4p2""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""337.5621""","=""0.0005""","=""337.56213""","=""0.00006""","=""5""","=""""",,"=""11639.8109""","=""41255.481""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(2H).4p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""337.5689""","=""0.0005""","=""337.57046""","=""0.00010""","=""9""","=""""",,"=""18593.947""","=""48208.887""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d2.4p2""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""337.7088""","=""0.0005""","=""337.70894""","=""0.00013""","=""2""","=""""",,"=""19421.580""","=""49024.376""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4p2""","=""h 5D""","=""3""",,"=""""","=""L10989""",
"=""337.74861""","=""0.00014""","=""337.74855""","=""0.00005""","=""15+""","=""""",,"=""386.874""","=""29986.199""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L10989""",
"=""337.75752""","=""0.00014""","=""337.75748""","=""0.00005""","=""15+""","=""6.9e+07""",C,"=""170.1328""","=""29768.675""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""2""",,"=""T3499n""","=""L10989""",
"=""337.8324""","=""0.0005""","=""337.83157""","=""0.00013""","=""3""","=""""",,"=""19322.984""","=""48915.035""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4p2""","=""h 5D""","=""2""",,"=""""","=""L10989""",
"=""337.90501""","=""0.00014""","=""337.90504""","=""0.00014""","=""5""","=""""",,"=""18462.722""","=""48048.339""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""0""","=""3d2.4p2""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""337.92111""","=""0.00014""","=""337.92109""","=""0.00005""","=""15+""","=""6.2e+06""",C,"=""386.874""","=""29971.086""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""4""",,"=""T3499n""","=""L10989""",
"=""337.9420""","=""0.0005""","=""337.94210""","=""0.00010""","=""7""","=""""",,"=""18525.059""","=""48107.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4p2""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""338.1343""","=""0.0005""","=""338.13422""","=""0.00013""","=""7""","=""""",,"=""18482.774""","=""48048.339""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d2.4p2""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""338.14376""","=""0.00014""","=""338.14376""","=""0.00009""","=""5""","=""""",,"=""11776.812""","=""41341.543""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(2H).4p""","=""3G*""","=""5""",,"=""""","=""L10989""",
"=""338.23091""","=""0.00014""","=""338.23087""","=""0.00005""","=""15+""","=""""",,"=""8602.3441""","=""38159.461""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""3""",,"=""""","=""L10989""",
"=""338.46857""","=""0.00014""","=""338.46851""","=""0.00010""","=""6""","=""""",,"=""19322.984""","=""48859.350""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4p2""","=""h 5D""","=""1""",,"=""""","=""L10989""",
"=""338.56606""","=""0.00014""","=""338.56598""","=""0.00005""","=""""","=""5.2e+06""",C,"=""386.874""","=""29914.737""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""3""",,"=""T3499n""","=""L10989""",
"=""338.59414""","=""0.00014""","=""338.59408""","=""0.00005""","=""15+""","=""5.0e+07""",C,"=""386.874""","=""29912.286""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""",,"=""T3499n""","=""L10989""",
"=""338.6185""","=""0.0005""","=""338.61853""","=""0.00011""","=""4""","=""""",,"=""18525.059""","=""48048.339""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4p2""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""338.7285""","=""0.0005""","=""338.72784""","=""0.00010""","=""""","=""""",,"=""18695.134""","=""48208.887""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4p2""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""338.7314""","=""0.0005""","=""338.73092""","=""0.00010""","=""""","=""""",,"=""18593.947""","=""48107.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d2.4p2""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""338.8661""","=""0.0005""","=""338.86553""","=""0.00010""","=""2""","=""""",,"=""16458.671""","=""45960.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""6""","=""3d2.4s.(2F).4d""","=""f 3H""","=""6""",,"=""""","=""L10989""",
"=""338.9611""","=""0.0005""","=""338.96097""","=""0.00013""","=""6""","=""""",,"=""19421.580""","=""48915.035""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4p2""","=""h 5D""","=""2""",,"=""""","=""L10989""",
"=""339.06781""","=""0.00014""","=""339.06775""","=""0.00005""","=""13""","=""""",,"=""8492.422""","=""37976.589""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""2""",,"=""""","=""L10989""",
"=""339.1310""","=""0.0005""","=""339.13099""","=""0.00006""","=""0""","=""""",,"=""11776.812""","=""41255.481""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(2H).4p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""339.27096""","=""0.00014""","=""339.27088""","=""0.00009""","=""15""","=""""",,"=""12118.393""","=""41584.908""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(2G).4p""","=""v 1F*""","=""3""",,"=""""","=""L10989""",
"=""339.4566""","=""0.0005""","=""339.45651""","=""0.00013""","=""15+""","=""""",,"=""19573.974""","=""49024.376""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d2.4p2""","=""h 5D""","=""3""",,"=""""","=""L10989""",
"=""339.8288""","=""0.0005""","=""339.82893""","=""0.00009""","=""2""","=""""",,"=""19421.580""","=""48839.708""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4p2""","=""e 3D""","=""3""",,"=""""","=""L10989""",
"=""339.86303""","=""0.00014""","=""339.86294""","=""0.00007""","=""12""","=""""",,"=""8436.618""","=""37851.802""","=""3d2.4s2""","=""a 3P""","=""0""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""1""",,"=""""","=""L10989""",
"=""339.9033""","=""0.0005""","=""339.9035""","=""0.0003""","=""4""","=""""",,"=""18525.059""","=""47936.73""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4s.(4F).5d""","=""h 5G""","=""3""",,"=""""","=""L10989""",
"=""340.01572""","=""0.00014""","=""340.01568""","=""0.00013""","=""7""","=""""",,"=""19322.984""","=""48724.955""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4p2""","=""e 3D""","=""1""",,"=""""","=""L10989""",
"=""340.0230""","=""0.0005""","=""340.02323""","=""0.00013""","=""3""","=""""",,"=""19322.984""","=""48724.302""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4p2""","=""e 3D""","=""2""",,"=""""","=""L10989""",
"=""340.1799""","=""0.0005""","=""340.18084""","=""0.00023""","=""3""","=""""",,"=""18482.774""","=""47870.47""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d2.4s.(4F).5d""","=""h 5G""","=""2""",,"=""""","=""L10989""",
"=""340.33658""","=""0.00014""","=""340.33663""","=""0.00005""","=""11""","=""""",,"=""8602.3441""","=""37976.589""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""2""",,"=""""","=""L10989""",
"=""340.4699""","=""0.0005""","=""340.47044""","=""0.00008""","=""0""","=""""",,"=""16267.480""","=""45630.180""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(2F).4d""","=""3G""","=""5""",,"=""""","=""L10989""",
"=""340.50903""","=""0.00014""","=""340.50895""","=""0.00006""","=""11""","=""""",,"=""8492.422""","=""37851.802""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""1""",,"=""""","=""L10989""",
"=""341.16718""","=""0.00014""","=""341.16735""","=""0.00013""","=""9""","=""""",,"=""19421.580""","=""48724.302""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4p2""","=""e 3D""","=""2""",,"=""""","=""L10989""",
"=""341.59856""","=""0.00014""","=""341.59856""","=""0.00009""","=""9""","=""""",,"=""19573.974""","=""48839.708""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d2.4p2""","=""e 3D""","=""3""",,"=""""","=""L10989""",
"=""341.6957""","=""0.0005""","=""341.69596""","=""0.00006""","=""8bl""","=""""",,"=""6742.756""","=""36000.148""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d2.(1G).4s.4p.(1P*)""","=""y 1G*""","=""4""",,"=""""","=""L10989""",
"=""341.7894""","=""0.0005""","=""341.78865""","=""0.00006""","=""8""","=""""",,"=""8602.3441""","=""37851.802""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""1""",,"=""""","=""L10989""",
"=""342.0962""","=""0.0005""","=""342.09635""","=""0.00011""","=""2""","=""""",,"=""12118.393""","=""41341.543""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(2H).4p""","=""3G*""","=""5""",,"=""""","=""L10989""",
"=""342.1488""","=""0.0005""","=""342.14848""","=""0.00007""","=""2""","=""""",,"=""15156.802""","=""44375.500""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d2.4s.(4F).5p""","=""3G*""","=""5""",,"=""""","=""L10989""",
"=""342.31673""","=""0.00014""","=""342.31669""","=""0.00008""","=""6""","=""""",,"=""11639.8109""","=""40844.151""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(4P).4p""","=""r 3D*""","=""3""",,"=""""","=""L10989""",
"=""342.8104""","=""0.0005""","=""342.81057""","=""0.00007""","=""3""","=""""",,"=""8492.422""","=""37654.690""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(2D2).4p""","=""u 3F*""","=""2""",,"=""""","=""L10989""",
"=""342.89469""","=""0.00014""","=""342.89477""","=""0.00008""","=""9""","=""""",,"=""15220.393""","=""44375.500""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d2.4s.(4F).5p""","=""3G*""","=""5""",,"=""""","=""L10989""",
"=""342.9658""","=""0.0005""","=""342.96646""","=""0.00011""","=""0*""","=""""",,"=""15220.393""","=""44369.406""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d3.(4F).5p""","=""5F*""","=""4""",,"=""""","=""L10989""",
"=""342.9658""","=""0.0005""","=""342.96676""","=""0.00005""","=""0*""","=""""",,"=""15108.111""","=""44257.098""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d2.4s.(4F).5p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""343.05339""","=""0.00014""","=""343.05349""","=""0.00005""","=""5""","=""""",,"=""8602.3441""","=""37743.962""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2D2).4p""","=""u 3F*""","=""3""",,"=""""","=""L10989""",
"=""343.08705""","=""0.00014""","=""343.08728""","=""0.00006""","=""6""","=""""",,"=""11531.761""","=""40670.509""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d3.(4P).4p""","=""r 3D*""","=""2""",,"=""""","=""L10989""",
"=""343.1066""","=""0.0005""","=""343.10683""","=""0.00007""","=""3""","=""""",,"=""12118.393""","=""41255.481""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(2H).4p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""343.1313""","=""0.0005""","=""343.13116""","=""0.00020""","=""2""","=""""",,"=""19322.984""","=""48458.006""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4s.(4F).5d""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""343.54057""","=""0.00014""","=""343.54064""","=""0.00005""","=""8""","=""""",,"=""15156.802""","=""44257.098""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d2.4s.(4F).5p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""343.6815""","=""0.0005""","=""343.68163""","=""0.00021""","=""2""","=""""",,"=""19421.580""","=""48509.938""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4s.(4F).5d""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""343.7511""","=""0.0005""","=""343.75132""","=""0.00007""","=""3""","=""""",,"=""17075.258""","=""46157.719""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4s.(4F).6s""","=""h 5F""","=""5""",,"=""""","=""L10989""",
"=""343.93023""","=""0.00014""","=""343.93016""","=""0.00008""","=""13""","=""""",,"=""11776.812""","=""40844.151""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(4P).4p""","=""r 3D*""","=""3""",,"=""""","=""L10989""",
"=""344.0864""","=""0.0005""","=""344.08647""","=""0.00007""","=""0""","=""""",,"=""6598.765""","=""35652.900""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4P).4p""","=""w 5D*""","=""3""",,"=""""","=""L10989""",
"=""344.1074""","=""0.0005""","=""344.10766""","=""0.00007""","=""1""","=""""",,"=""8602.3441""","=""37654.690""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2D2).4p""","=""u 3F*""","=""2""",,"=""""","=""L10989""",
"=""344.1160""","=""0.0005""","=""344.11634""","=""0.00007""","=""6""","=""""",,"=""12118.393""","=""41170.006""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(2H).4p""","=""3G*""","=""3""",,"=""""","=""L10989""",
"=""344.16503""","=""0.00014""","=""344.16525""","=""0.00006""","=""8""","=""""",,"=""15108.111""","=""44155.596""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d2.4s.(4F).5p""","=""3G*""","=""3""",,"=""""","=""L10989""",
"=""344.1813""","=""0.0005""","=""344.18162""","=""0.00007""","=""4""","=""""",,"=""16961.442""","=""46007.545""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4s.(4F).6s""","=""h 5F""","=""4""",,"=""""","=""L10989""",
