obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""586.6362""","=""0.0004""","=""586.63667""","=""0.00014""","=""24""","=""""",,"=""26657.416""","=""43699.0187""","=""3d3.(4F).4p""","=""y 5G*""","=""4""","=""3d3.(4F).4d""","=""5G""","=""4""",,"=""""","=""L10989""",
"=""586.6449""","=""0.0004""","=""586.64513""","=""0.00014""","=""1100""","=""4.00e+06""",C+,"=""8602.3441""","=""25643.701""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(4F).4p""","=""y 3D*""","=""3""",,"=""T4294""","=""L10989""",
"=""586.9195""","=""0.0004""","=""586.91983""","=""0.00014""","=""3""","=""""",,"=""8602.3441""","=""25635.725""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""1""",,"=""""","=""L10989""",
"=""587.1146""","=""0.0004""","=""587.11495""","=""0.00014""","=""2""","=""""",,"=""26564.400""","=""43592.1203""","=""3d3.(4F).4p""","=""y 5G*""","=""3""","=""3d3.(4F).4d""","=""5G""","=""2""",,"=""""","=""L10989""",
"=""587.2425""","=""0.0009""","=""587.24330""","=""0.00017""","=""2q""","=""""",,"=""25699.987""","=""42723.9855""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""2""","=""3d2.4s.(4F).4d""","=""e 5P""","=""2""",,"=""""","=""L10989""",
"=""587.7657""","=""0.0004""","=""587.76573""","=""0.00014""","=""14""","=""""",,"=""26772.968""","=""43781.8353""","=""3d3.(4F).4p""","=""y 5G*""","=""5""","=""3d3.(4F).4d""","=""5G""","=""5""",,"=""""","=""L10989""",
"=""588.0268""","=""0.0004""","=""588.02696""","=""0.00014""","=""140""","=""3.48e+05""",C+,"=""8492.422""","=""25493.733""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""2""",,"=""T4498""","=""L10989""",
"=""588.8574""","=""0.0009""","=""588.85647""","=""0.00017""","=""23q""","=""""",,"=""26910.709""","=""43888.0708""","=""3d3.(4F).4p""","=""y 5G*""","=""6""","=""3d3.(4F).4d""","=""5G""","=""6""",,"=""""","=""L10989""",
"=""588.9813""","=""0.0004""","=""588.98178""","=""0.00021""","=""2""","=""""",,"=""18061.387""","=""35035.137""","=""3d3.(2P).4s""","=""b 3P""","=""1""","=""3d2.(3P).4s.4p.(3P*)""","=""x 1D*""","=""2""",,"=""""","=""L10989""",
"=""589.4092""","=""0.0004""","=""589.40917""","=""0.00010""","=""3""","=""""",,"=""0.000""","=""16961.442""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""",,"=""""","=""L10989""",
"=""589.9291""","=""0.0004""","=""589.92936""","=""0.00014""","=""670""","=""2.69e+06""",C+,"=""8492.422""","=""25438.908""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(4F).4p""","=""y 3D*""","=""2""",,"=""T4294""","=""L10989""",
"=""590.3315""","=""0.0004""","=""590.33150""","=""0.00014""","=""150""","=""4.57e+05""",C+,"=""8602.3441""","=""25537.286""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""1""",,"=""T4498""","=""L10989""",
"=""590.4334""","=""0.0009""","=""590.43424""","=""0.00017""","=""5q""","=""""",,"=""25926.771""","=""42858.7661""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""4""","=""3d2.4s.(4F).4d""","=""e 5P""","=""3""",,"=""""","=""L10989""",
"=""590.6296""","=""0.0004""","=""590.62974""","=""0.00014""","=""3""","=""""",,"=""25797.595""","=""42723.9855""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""3""","=""3d2.4s.(4F).4d""","=""e 5P""","=""2""",,"=""""","=""L10989""",
"=""590.6420""","=""0.0004""","=""590.64160""","=""0.00014""","=""2""","=""""",,"=""26772.968""","=""43699.0187""","=""3d3.(4F).4p""","=""y 5G*""","=""5""","=""3d3.(4F).4d""","=""5G""","=""4""",,"=""""","=""L10989""",
"=""""","=""""","=""590.64456""","=""0.00014""","=""0""","=""6.7e+05""",D,"=""11776.812""","=""28702.778""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(4F).4p""","=""y 5F*""","=""3""",,"=""T4401n""","=""""",
"=""591.3723""","=""0.0004""","=""591.37272""","=""0.00014""","=""15""","=""""",,"=""170.1328""","=""17075.258""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""",,"=""""","=""L10989""",
"=""591.8534""","=""0.0004""","=""591.85363""","=""0.00014""","=""300""","=""1.3e+06""",C,"=""8602.3441""","=""25493.733""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""2""",,"=""T3430""","=""L10989""",
"=""591.9070""","=""0.0004""","=""591.90752""","=""0.00021""","=""6""","=""""",,"=""18145.286""","=""35035.137""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""x 1D*""","=""2""",,"=""""","=""L10989""",
"=""592.2108""","=""0.0004""","=""592.21100""","=""0.00018""","=""310""","=""2.17e+06""",C+,"=""8436.618""","=""25317.814""","=""3d2.4s2""","=""a 3P""","=""0""","=""3d3.(4F).4p""","=""y 3D*""","=""1""",,"=""T4294,T4498""","=""L10989""",
"=""593.7807""","=""0.0004""","=""593.78091""","=""0.00014""","=""99""","=""4.9e+05""",C,"=""8602.3441""","=""25438.908""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(4F).4p""","=""y 3D*""","=""2""",,"=""T3430,T3297""","=""L10989""",
"=""594.0646""","=""0.0004""","=""594.06487""","=""0.00014""","=""24""","=""""",,"=""386.874""","=""17215.390""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""",,"=""""","=""L10989""",
"=""594.1750""","=""0.0004""","=""594.17517""","=""0.00014""","=""230""","=""1.9e+06""",C,"=""8492.422""","=""25317.814""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(4F).4p""","=""y 3D*""","=""1""",,"=""T3297""","=""L10989""",
"=""594.4658""","=""0.0004""","=""594.46603""","=""0.00011""","=""19""","=""""",,"=""0.000""","=""16817.160""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""1""",,"=""""","=""L10989""",
"=""595.3157""","=""0.0004""","=""595.3159""","=""0.0003""","=""1400""","=""6.79e+06""",C+,"=""15220.393""","=""32013.544""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d2.(1G).4s.4p.(3P*)""","=""z 3H*""","=""6""",,"=""T4922""","=""L10989""",
"=""595.7361""","=""0.0004""","=""595.73569""","=""0.00011""","=""10""","=""""",,"=""25388.331""","=""42169.6496""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""4""","=""3d2.4s.(4F).4d""","=""3G""","=""5""",,"=""""","=""L10989""",
"=""595.8746""","=""0.0004""","=""595.87516""","=""0.00014""","=""3""","=""1.19e+05""",C+,"=""19573.974""","=""36351.365""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d2.4s.(4F).5s""","=""e 5F""","=""5""",,"=""T6897""","=""L10989""",
"=""596.4461""","=""0.0009""","=""596.44707""","=""0.00011""","=""2q""","=""""",,"=""25227.222""","=""41988.5259""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""3""","=""3d2.4s.(4F).4d""","=""g 3F""","=""3""",,"=""""","=""L10989""",
"=""596.4802""","=""0.0004""","=""596.48030""","=""0.00011""","=""4""","=""""",,"=""25107.411""","=""41867.7812""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""","=""3d2.4s.(4F).4d""","=""3G""","=""3""",,"=""""","=""L10989""",
"=""596.5825""","=""0.0004""","=""596.58285""","=""0.00021""","=""1200""","=""6.64e+06""",C+,"=""15156.802""","=""31914.291""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""z 3H*""","=""5""",,"=""T4922""","=""L10989""",
"=""596.9138""","=""0.0004""","=""596.91363""","=""0.00011""","=""7""","=""""",,"=""25227.222""","=""41975.4249""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""3""","=""3d2.4s.(4F).4d""","=""3G""","=""4""",,"=""""","=""L10989""",
"=""597.1175""","=""0.0004""","=""597.11760""","=""0.00014""","=""13""","=""""",,"=""19322.984""","=""36065.466""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d4""","=""b 3G""","=""3""",,"=""""","=""L10989""",
"=""597.8539""","=""0.0004""","=""597.8541""","=""0.0003""","=""1000""","=""6.62e+06""",C+,"=""15108.111""","=""31829.969""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d2.(1G).4s.4p.(3P*)""","=""z 3H*""","=""4""",,"=""T4922""","=""L10989""",
"=""597.9657""","=""0.0004""","=""597.96615""","=""0.00011""","=""2""","=""""",,"=""25388.331""","=""42107.0545""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""4""","=""3d2.4s.(4F).4d""","=""g 3F""","=""4""",,"=""""","=""L10989""",
"=""598.0822""","=""0.0004""","=""598.08255""","=""0.00014""","=""9""","=""""",,"=""8602.3441""","=""25317.814""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(4F).4p""","=""y 3D*""","=""1""",,"=""""","=""L10989""",
"=""598.2530""","=""0.0004""","=""598.25316""","=""0.00014""","=""17""","=""""",,"=""19421.580""","=""36132.283""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d4""","=""b 3G""","=""4""",,"=""""","=""L10989""",
"=""598.4576""","=""0.0004""","=""598.45772""","=""0.00014""","=""20""","=""""",,"=""170.1328""","=""16875.124""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""",,"=""""","=""L10989""",
"=""598.8551""","=""0.0004""","=""598.8554""","=""0.0003""","=""51""","=""""",,"=""15220.393""","=""31914.291""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d2.(1G).4s.4p.(3P*)""","=""z 3H*""","=""5""",,"=""""","=""L10989""",
"=""599.0526""","=""0.0004""","=""599.05327""","=""0.00014""","=""2""","=""""",,"=""386.874""","=""17075.258""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""",,"=""""","=""L10989""",
"=""599.5662""","=""0.0004""","=""599.56631""","=""0.00014""","=""19""","=""""",,"=""24694.892""","=""41368.996""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1G*""","=""4""","=""3d2.4s.(2F).5s""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""599.5996""","=""0.0004""","=""599.6000""","=""0.0003""","=""51""","=""""",,"=""15156.802""","=""31829.969""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""z 3H*""","=""4""",,"=""""","=""L10989""",
"=""599.9008""","=""0.0004""","=""599.90116""","=""0.00014""","=""20""","=""""",,"=""17540.188""","=""34204.985""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""4""",,"=""""","=""L10989""",
"=""599.9657""","=""0.0004""","=""599.96579""","=""0.00022""","=""140""","=""""",,"=""18037.213""","=""34700.215""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d3.(2G).4p""","=""z 1H*""","=""5""",,"=""""","=""L10989""",
"=""600.2630""","=""0.0004""","=""600.26306""","=""0.00014""","=""15""","=""""",,"=""17423.856""","=""34078.606""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""3""",,"=""""","=""L10989""",
"=""601.2727""","=""0.0009""","=""601.27364""","=""0.00022""","=""22q""","=""""",,"=""19573.974""","=""36200.732""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d4""","=""b 3G""","=""5""",,"=""""","=""L10989""",
"=""601.3413""","=""0.0004""","=""601.34164""","=""0.00014""","=""15""","=""2.1e+04""",D,"=""8602.3441""","=""25227.222""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""3""",,"=""T3297""","=""L10989""",
"=""601.4765""","=""0.0004""","=""601.47644""","=""0.00022""","=""3""","=""""",,"=""18818.099""","=""35439.251""","=""3d3.(4P).4s""","=""c 3P""","=""0""","=""3d2.(3P).4s.4p.(1P*)""","=""y 3S*""","=""1""",,"=""""","=""L10989""",
"=""601.6994""","=""0.0004""","=""601.69955""","=""0.00014""","=""4""","=""8.6e+03""",D,"=""8492.422""","=""25107.411""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""",,"=""T3297""","=""L10989""",
"=""601.7545""","=""0.0004""","=""601.75460""","=""0.00018""","=""7""","=""""",,"=""18825.782""","=""35439.251""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d2.(3P).4s.4p.(1P*)""","=""y 3S*""","=""1""",,"=""""","=""L10989""",
"=""601.8394""","=""0.0004""","=""601.83955""","=""0.00018""","=""13""","=""""",,"=""17369.529""","=""33980.653""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""2""",,"=""""","=""L10989""",
"=""601.8636""","=""0.0004""","=""601.86386""","=""0.00014""","=""21""","=""""",,"=""8492.422""","=""25102.875""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5S*""","=""2""",,"=""""","=""L10989""",
"=""603.1668""","=""0.0004""","=""603.16695""","=""0.00015""","=""12""","=""""",,"=""386.874""","=""16961.442""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""",,"=""""","=""L10989""",
"=""604.8717""","=""0.0004""","=""604.87163""","=""0.00018""","=""5""","=""""",,"=""18911.394""","=""35439.251""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""y 3S*""","=""1""",,"=""""","=""L10989""",
"=""605.7067""","=""0.0004""","=""605.70684""","=""0.00015""","=""5""","=""""",,"=""8602.3441""","=""25107.411""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""",,"=""""","=""L10989""",
"=""605.8731""","=""0.0004""","=""605.87335""","=""0.00015""","=""7""","=""""",,"=""8602.3441""","=""25102.875""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5S*""","=""2""",,"=""""","=""L10989""",
"=""606.4623""","=""0.0004""","=""606.46260""","=""0.00022""","=""250""","=""6.88e+05""",C+,"=""8436.618""","=""24921.117""","=""3d2.4s2""","=""a 3P""","=""0""","=""3d2.(3P).4s.4p.(3P*)""","=""z 3S*""","=""1""",,"=""T4498""","=""L10989""",
"=""606.9271""","=""0.0004""","=""606.92699""","=""0.00015""","=""2""","=""""",,"=""15156.802""","=""31628.688""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(4F).4p""","=""w 3G*""","=""5""",,"=""""","=""L10989""",
"=""608.5225""","=""0.0004""","=""608.52261""","=""0.00015""","=""620""","=""""",,"=""8492.422""","=""24921.117""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3P).4s.4p.(3P*)""","=""z 3S*""","=""1""",,"=""""","=""L10989""",
"=""609.1169""","=""0.0004""","=""609.11710""","=""0.00022""","=""360""","=""6.17e+06""",C+,"=""18287.554""","=""34700.215""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d3.(2G).4p""","=""z 1H*""","=""5""",,"=""T4922""","=""L10989""",
"=""609.2790""","=""0.0004""","=""609.27918""","=""0.00019""","=""53""","=""6.83e+05""",C+,"=""15220.393""","=""31628.688""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d3.(4F).4p""","=""w 3G*""","=""5""",,"=""T4922""","=""L10989""",
"=""609.8657""","=""0.0004""","=""609.86581""","=""0.00019""","=""96""","=""2.5e+07""",D,"=""24694.892""","=""41087.404""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1G*""","=""4""","=""3d2.4s.(2F).5s""","=""e 1F""","=""3""",,"=""T4401n""","=""L10989""",
"=""610.2809""","=""0.0004""","=""610.28080""","=""0.00015""","=""2""","=""""",,"=""15108.111""","=""31489.476""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(4F).4p""","=""w 3G*""","=""4""",,"=""""","=""L10989""",
"=""612.0999""","=""0.0004""","=""612.10019""","=""0.00015""","=""45""","=""""",,"=""15156.802""","=""31489.476""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(4F).4p""","=""w 3G*""","=""4""",,"=""""","=""L10989""",
"=""612.6214""","=""0.0005""","=""612.62161""","=""0.00015""","=""860""","=""2.23e+06""",C+,"=""8602.3441""","=""24921.117""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""z 3S*""","=""1""",,"=""T4498""","=""L10989""",
"=""613.2781""","=""0.0005""","=""613.2783""","=""0.0003""","=""5""","=""""",,"=""27498.172""","=""43799.471""","=""3d3.(2F).4s""","=""1F""","=""3""","=""3d3.(2D2).4p""","=""u 1D*""","=""2""",,"=""""","=""L10989""",
"=""613.8415""","=""0.0005""","=""613.84161""","=""0.00019""","=""30""","=""""",,"=""17369.529""","=""33655.869""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d3.(4F).4p""","=""w 3F*""","=""2""",,"=""""","=""L10989""",
"=""614.5633""","=""0.0005""","=""614.56378""","=""0.00015""","=""2""","=""""",,"=""11639.8109""","=""27907.013""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.(1D).4s.4p.(1P*)""","=""y 1D*""","=""2""",,"=""""","=""L10989""",
"=""614.6207""","=""0.0005""","=""614.62068""","=""0.00015""","=""34""","=""""",,"=""15108.111""","=""31373.807""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(4F).4p""","=""w 3G*""","=""3""",,"=""""","=""L10989""",
"=""614.7758""","=""0.0005""","=""614.77606""","=""0.00015""","=""3""","=""""",,"=""25107.411""","=""41368.996""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""","=""3d2.4s.(2F).5s""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""614.9170""","=""0.0005""","=""614.91711""","=""0.00019""","=""4""","=""""",,"=""25926.771""","=""42184.6261""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""4""","=""3d2.4s.(4F).4d""","=""e 5D""","=""4""",,"=""""","=""L10989""",
"=""614.9725""","=""0.0005""","=""614.97245""","=""0.00015""","=""46""","=""""",,"=""17423.856""","=""33680.248""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(4F).4p""","=""w 3F*""","=""3""",,"=""""","=""L10989""",
"=""615.0634""","=""0.0005""","=""615.06352""","=""0.00019""","=""3""","=""""",,"=""25227.222""","=""41481.207""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""3""","=""3d2.4s.(2F).5s""","=""3F""","=""4""",,"=""""","=""L10989""",
"=""615.7343""","=""0.0005""","=""615.73487""","=""0.00015""","=""9""","=""""",,"=""21588.495""","=""37824.758""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d2.4s.(4F).5s""","=""e 3F""","=""4""",,"=""""","=""L10989""",
"=""615.8961""","=""0.0005""","=""615.89609""","=""0.00015""","=""6""","=""""",,"=""17423.856""","=""33655.869""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(4F).4p""","=""w 3F*""","=""2""",,"=""""","=""L10989""",
"=""617.4751""","=""0.0005""","=""617.47513""","=""0.00015""","=""9""","=""""",,"=""21469.488""","=""37659.992""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4s.(4F).5s""","=""e 3F""","=""3""",,"=""""","=""L10989""",
"=""618.6138""","=""0.0005""","=""618.61406""","=""0.00019""","=""64""","=""""",,"=""17540.188""","=""33700.884""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(4F).4p""","=""w 3F*""","=""4""",,"=""""","=""L10989""",
"=""619.3390""","=""0.0005""","=""619.33923""","=""0.00015""","=""16""","=""""",,"=""25227.222""","=""41368.996""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""3""","=""3d2.4s.(2F).5s""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""619.4050""","=""0.0005""","=""619.40500""","=""0.00015""","=""6""","=""""",,"=""17540.188""","=""33680.248""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(4F).4p""","=""w 3F*""","=""3""",,"=""""","=""L10989""",
"=""620.0317""","=""0.0005""","=""620.0318""","=""0.0003""","=""2""","=""""",,"=""18911.394""","=""35035.137""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""x 1D*""","=""2""",,"=""""","=""L10989""",
"=""620.0747""","=""0.0005""","=""620.0750""","=""0.0003""","=""4""","=""""",,"=""22404.739""","=""38527.359""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1F*""","=""3""","=""3d4""","=""1G2""","=""4""",,"=""""","=""L10989""",
"=""620.1239""","=""0.0010""","=""620.1245""","=""0.0003""","=""3q""","=""""",,"=""18825.782""","=""34947.116""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d2.(3P).4s.4p.(3P*)""","=""y 1P*""","=""1""",,"=""""","=""L10989""",
"=""620.5224""","=""0.0005""","=""620.52260""","=""0.00015""","=""22""","=""""",,"=""11776.812""","=""27887.803""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5P*""","=""3""",,"=""""","=""L10989""",
"=""620.9291""","=""0.0005""","=""620.92974""","=""0.00019""","=""7""","=""""",,"=""11639.8109""","=""27740.238""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5P*""","=""2""",,"=""""","=""L10989""",
"=""621.2211""","=""0.0005""","=""621.22110""","=""0.00019""","=""24""","=""""",,"=""25388.331""","=""41481.207""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""4""","=""3d2.4s.(2F).5s""","=""3F""","=""4""",,"=""""","=""L10989""",
"=""621.2739""","=""0.0005""","=""621.27410""","=""0.00023""","=""3""","=""""",,"=""25102.875""","=""41194.378""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5S*""","=""2""","=""3d2.4s.(2F).5s""","=""3F""","=""2""",,"=""""","=""L10989""",
"=""621.4494""","=""0.0005""","=""621.44928""","=""0.00023""","=""13""","=""""",,"=""25107.411""","=""41194.378""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""","=""3d2.4s.(2F).5s""","=""3F""","=""2""",,"=""""","=""L10989""",
"=""621.5230""","=""0.0005""","=""621.52331""","=""0.00015""","=""200""","=""""",,"=""21739.707""","=""37824.758""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""5""","=""3d2.4s.(4F).5s""","=""e 3F""","=""4""",,"=""""","=""L10989""",
"=""622.0472""","=""0.0005""","=""622.04748""","=""0.00015""","=""150""","=""1.8e+07""",D,"=""21588.495""","=""37659.992""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d2.4s.(4F).5s""","=""e 3F""","=""3""",,"=""T4401n""","=""L10989""",
"=""622.1296""","=""0.0005""","=""622.12966""","=""0.00015""","=""120""","=""""",,"=""21469.488""","=""37538.862""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4s.(4F).5s""","=""e 3F""","=""2""",,"=""""","=""L10989""",
"=""622.1430""","=""0.0005""","=""622.1433""","=""0.0003""","=""3""","=""""",,"=""29768.675""","=""45837.698""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""2""","=""3d2.4s.(2F).4d""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""624.0964""","=""0.0005""","=""624.0967""","=""0.0004""","=""2""","=""""",,"=""29912.286""","=""45931.013""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""","=""3d2.4s.(2F).4d""","=""3F""","=""4""",,"=""""","=""L10989""",
"=""625.7802""","=""0.0005""","=""625.78027""","=""0.00012""","=""12""","=""""",,"=""0.000""","=""15975.631""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""",,"=""""","=""L10989""",
"=""625.8099""","=""0.0005""","=""625.81016""","=""0.00016""","=""1600""","=""8.36e+06""",C+,"=""11639.8109""","=""27614.679""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""4""",,"=""T4922""","=""L10989""",
"=""625.8705""","=""0.0005""","=""625.87069""","=""0.00016""","=""2200""","=""8.9e+06""",C,"=""11776.812""","=""27750.135""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""5""",,"=""T3297,T3928""","=""L10989""",
"=""626.1096""","=""0.0005""","=""626.10988""","=""0.00016""","=""1200""","=""8.07e+06""",C+,"=""11531.761""","=""27498.982""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""3""",,"=""T4922""","=""L10989""",
"=""626.4808""","=""0.0005""","=""626.48097""","=""0.00016""","=""8""","=""""",,"=""14028.436""","=""29986.199""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L10989""",
"=""626.6009""","=""0.0005""","=""626.60100""","=""0.00016""","=""16""","=""""",,"=""14105.634""","=""30060.340""","=""3d3.(4P).4s""","=""a 5P""","=""3""","=""3d3.(4F).4p""","=""x 5D*""","=""4""",,"=""""","=""L10989""",
"=""626.8522""","=""0.0005""","=""626.85250""","=""0.00016""","=""41""","=""""",,"=""11531.761""","=""27480.066""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""3""",,"=""""","=""L10989""",
"=""627.3386""","=""0.0005""","=""627.33876""","=""0.00016""","=""12""","=""""",,"=""170.1328""","=""16106.076""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""",,"=""""","=""L10989""",
"=""627.7492""","=""0.0005""","=""627.74963""","=""0.00020""","=""3""","=""""",,"=""13981.773""","=""29907.286""","=""3d3.(4P).4s""","=""a 5P""","=""1""","=""3d3.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L10989""",
