obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""180.734""","=""180.7337""","=""20""","=""4.12e+07""",C,"=""25191.51""","=""80521.53""","=""3p6.4p""","=""2P*""","=""1/2""","=""3p6.6d""","=""2D""","=""3/2""",,"=""u7,LS""","=""L7256""",
"=""181.450""","=""181.4495""","=""40""","=""4.86e+07""",C,"=""25414.40""","=""80526.16""","=""3p6.4p""","=""2P*""","=""3/2""","=""3p6.6d""","=""2D""","=""5/2""",,"=""u7,LS""","=""L7256""",
"=""181.465""","=""181.4647""","=""4""","=""7.0e+06""",C,"=""25414.40""","=""80521.53""","=""3p6.4p""","=""2P*""","=""3/2""","=""3p6.6d""","=""2D""","=""3/2""",,"=""T8043""","=""L7256""",
"=""183.801""","=""183.8008""","=""40""","=""2.44e+08""",C,"=""13650.19""","=""68056.91""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.4f""","=""2F*""","=""5/2""",,"=""u7,LS""","=""L7256""",
"=""184.006""","=""184.0061""","=""60*""","=""1.73e+07""",C,"=""13710.88""","=""68056.91""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.4f""","=""2F*""","=""5/2""",,"=""u7,LS""","=""L7256""",
"=""184.006""","=""184.0061""","=""60*""","=""2.60e+08""",C,"=""13710.88""","=""68056.91""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.4f""","=""2F*""","=""7/2""",,"=""u7,LS""","=""L7256""",
"=""184.309""","=""184.3088""","=""20""","=""1.55e+07""",C,"=""25191.51""","=""79448.28""","=""3p6.4p""","=""2P*""","=""1/2""","=""3p6.7s""","=""2S""","=""1/2""",,"=""u7,LS""","=""L7256""",
"=""185.069""","=""185.0691""","=""40""","=""3.08e+07""",C,"=""25414.40""","=""79448.28""","=""3p6.4p""","=""2P*""","=""3/2""","=""3p6.7s""","=""2S""","=""1/2""",,"=""u7,LS""","=""L7256""",
obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""210.324""","=""210.3235""","=""""","=""8.2e+07""",C,"=""25191.51""","=""72722.23""","=""3p6.4p""","=""2P*""","=""1/2""","=""3p6.5d""","=""2D""","=""3/2""",,"=""T8043""","=""L7323""",
"=""211.276""","=""211.2757""","=""""","=""9.7e+07""",C,"=""25414.40""","=""72730.93""","=""3p6.4p""","=""2P*""","=""3/2""","=""3p6.5d""","=""2D""","=""5/2""",,"=""T8043""","=""L7323""",
"=""211.315""","=""211.3146""","=""""","=""1.6e+07""",C,"=""25414.40""","=""72722.23""","=""3p6.4p""","=""2P*""","=""3/2""","=""3p6.5d""","=""2D""","=""3/2""",,"=""T8043""","=""L7323""",
