obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""599.970""","=""599.987+""","=""3""","=""""",,"=""125703.14""","=""142365.54""","=""3s.5p""","=""3P*""","=""0""","=""3s.7d""","=""3D""","=""1""",,"=""""","=""L3515c14""",
"=""599.975""","=""599.987""","=""5hfs""","=""2.07e+06""",C,"=""125703.14""","=""142365.54""","=""3s.5p""","=""3P*""","=""0""","=""3s.7d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""L3515c150""",
"=""599.983""","=""599.987+""","=""2""","=""""",,"=""125703.14""","=""142365.54""","=""3s.5p""","=""3P*""","=""0""","=""3s.7d""","=""3D""","=""1""",,"=""""","=""L3515c14""",
"=""600.118""","=""600.127""","=""2""","=""""",,"=""132778.633""","=""149437.17""","=""3s.6s""","=""1S""","=""0""","=""3s.15p""","=""1P*""","=""1""",,"=""""","=""L3471""",
"=""600.176""","=""600.187""","=""60""","=""2.79e+06""",C,"=""125708.828""","=""142365.69""","=""3s.5p""","=""3P*""","=""1""","=""3s.7d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""L3515""",
"=""600.188""","=""600.192""","=""40""","=""1.55e+06""",D,"=""125708.828""","=""142365.54""","=""3s.5p""","=""3P*""","=""1""","=""3s.7d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""L3515""",
"=""600.6410""","=""600.641""","=""200""","=""3.71e+06""",C+,"=""125721.703""","=""142365.98""","=""3s.5p""","=""3P*""","=""2""","=""3s.7d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""L4575""",
"=""""","=""600.651""","=""""","=""9.28e+05""",D,"=""125721.703""","=""142365.69""","=""3s.5p""","=""3P*""","=""2""","=""3s.7d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""600.657""","=""""","=""1.03e+05""",E,"=""125721.703""","=""142365.54""","=""3s.5p""","=""3P*""","=""2""","=""3s.7d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""606.1124""","=""606.112""","=""30""","=""8.38e+06""",C,"=""125869.015""","=""142363.06""","=""3s.5p""","=""1P*""","=""1""","=""3s.8s""","=""1S""","=""0""",,"=""T6298c4""","=""L4575""",
"=""606.632""","=""606.636+""","=""15""","=""""",,"=""125703.14""","=""142182.94""","=""3s.5p""","=""3P*""","=""0""","=""3s.8s""","=""3S""","=""1""",,"=""""","=""L3515c14""",
"=""606.637""","=""606.636""","=""25hfs""","=""8.88e+05""",D,"=""125703.14""","=""142182.94""","=""3s.5p""","=""3P*""","=""0""","=""3s.8s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L3515c150""",
"=""606.644""","=""606.636+""","=""10""","=""""",,"=""125703.14""","=""142182.94""","=""3s.5p""","=""3P*""","=""0""","=""3s.8s""","=""3S""","=""1""",,"=""""","=""L3515c14""",
"=""606.843""","=""606.845+""","=""40""","=""""",,"=""125708.828""","=""142182.94""","=""3s.5p""","=""3P*""","=""1""","=""3s.8s""","=""3S""","=""1""",,"=""""","=""L3515c14""",
"=""606.847""","=""606.845""","=""65hfs""","=""2.66e+06""",C,"=""125708.828""","=""142182.94""","=""3s.5p""","=""3P*""","=""1""","=""3s.8s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L3515c150""",
"=""606.853""","=""606.845+""","=""25""","=""""",,"=""125708.828""","=""142182.94""","=""3s.5p""","=""3P*""","=""1""","=""3s.8s""","=""3S""","=""1""",,"=""""","=""L3515c14""",
"=""607.3198""","=""607.320""","=""50""","=""4.43e+06""",C,"=""125721.703""","=""142182.94""","=""3s.5p""","=""3P*""","=""2""","=""3s.8s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L4575""",
"=""618.157""","=""618.16+""","=""50""","=""""",,"=""123418.48""","=""139591.1""","=""3s.4f""","=""3F*""","=""2""","=""3s.6g""","=""3G""","=""3""",,"=""""","=""L3515c14""",
"=""618.163""","=""618.158""","=""110hfs""","=""2.41e+07""",B+,"=""123418.48""","=""139591.1""","=""3s.4f""","=""3F*""","=""2""","=""3s.6g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""L3515c150""",
"=""618.168""","=""618.16+""","=""60""","=""""",,"=""123418.48""","=""139591.1""","=""3s.4f""","=""3F*""","=""2""","=""3s.6g""","=""3G""","=""3""",,"=""""","=""L3515c14""",
"=""""","=""618.233""","=""""","=""2.09e+06""",C+,"=""123420.45""","=""139591.1""","=""3s.4f""","=""3F*""","=""3""","=""3s.6g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""618.233""","=""""","=""2.44e+07""",B+,"=""123420.45""","=""139591.1""","=""3s.4f""","=""3F*""","=""3""","=""3s.6g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""618.345""","=""""","=""3.21e+04""",D,"=""123423.36""","=""139591.1""","=""3s.4f""","=""3F*""","=""4""","=""3s.6g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""618.345""","=""""","=""1.63e+06""",C+,"=""123423.36""","=""139591.1""","=""3s.4f""","=""3F*""","=""4""","=""3s.6g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""618.345""","=""""","=""2.61e+07""",B+,"=""123423.36""","=""139591.1""","=""3s.4f""","=""3F*""","=""4""","=""3s.6g""","=""3G""","=""5""",,"=""T6298c4,LS""","=""""",
"=""""","=""620.153""","=""""","=""2.59e+07""",B+,"=""123470.5""","=""139591.1""","=""3s.4f""","=""1F*""","=""3""","=""3s.6g""","=""1G""","=""4""",,"=""T6298c4""","=""""",
"=""622.618""","=""622.619""","=""50""","=""6.25e+07""",B+,"=""105427.52""","=""121484.252""","=""3s.4p""","=""3P*""","=""0""","=""3s.4d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""L4575""",
"=""""","=""623.162""","=""""","=""4.67e+07""",B+,"=""105441.50""","=""121484.252""","=""3s.4p""","=""3P*""","=""1""","=""3s.4d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""623.1745""","=""623.175""","=""75""","=""8.40e+07""",A,"=""105441.50""","=""121483.92""","=""3s.4p""","=""3P*""","=""1""","=""3s.4d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""L4575""",
"=""""","=""624.307""","=""""","=""3.11e+06""",C+,"=""105470.93""","=""121484.252""","=""3s.4p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""624.320""","=""""","=""2.79e+07""",B+,"=""105470.93""","=""121483.92""","=""3s.4p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""624.336""","=""624.337""","=""100""","=""1.11e+08""",A,"=""105470.93""","=""121483.50""","=""3s.4p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""L3515""",
"=""""","=""631.990""","=""""","=""2.16e+05""",C+,"=""123470.5""","=""139289.15""","=""3s.4f""","=""1F*""","=""3""","=""3s.6d""","=""1D""","=""2""",,"=""T6533""","=""""",
"=""633.5701""","=""633.571""","=""30""","=""1.53e+07""",B,"=""110089.83""","=""125869.015""","=""3s.3d""","=""1D""","=""2""","=""3s.5p""","=""1P*""","=""1""",,"=""T6533""","=""L4575""",
"=""""","=""649.313""","=""""","=""2.16e+03""",E,"=""123418.48""","=""138815.12""","=""3s.4f""","=""3F*""","=""2""","=""3s.6d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""649.323""","=""""","=""1.07e+05""",C,"=""123418.48""","=""138814.87""","=""3s.4f""","=""3F*""","=""2""","=""3s.6d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""649.323""","=""""","=""9.59e+05""",C+,"=""123418.48""","=""138814.87""","=""3s.4f""","=""3F*""","=""2""","=""3s.6d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""649.396""","=""""","=""7.64e+04""",C,"=""123420.45""","=""138815.12""","=""3s.4f""","=""3F*""","=""3""","=""3s.6d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""649.407""","=""""","=""8.52e+05""",C+,"=""123420.45""","=""138814.87""","=""3s.4f""","=""3F*""","=""3""","=""3s.6d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""649.545""","=""649.519""","=""""","=""8.80e+05""",C+,"=""123423.36""","=""138815.12""","=""3s.4f""","=""3F*""","=""4""","=""3s.6d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""L3471""",
"=""660.964""","=""660.981""","=""""","=""2.20e+06""",C+,"=""124794.13""","=""139918.98""","=""3s.4d""","=""1D""","=""2""","=""3s.7p""","=""1P*""","=""1""",,"=""T6533""","=""L3515""",
"=""669.639""","=""669.64302""","=""2""","=""2.74e+05""",C+,"=""120092.919""","=""135022.127""","=""3s.5s""","=""3S""","=""1""","=""3s.6p""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""L3471""",
"=""669.946""","=""669.93138""","=""1""","=""2.73e+05""",C,"=""120092.919""","=""135015.701""","=""3s.5s""","=""3S""","=""1""","=""3s.6p""","=""3P*""","=""1""",,"=""T6298c4,LS""","=""L3471""",
"=""""","=""670.08477""","=""""","=""2.74e+05""",C,"=""120092.919""","=""135012.285""","=""3s.5s""","=""3S""","=""1""","=""3s.6p""","=""3P*""","=""0""",,"=""T6298c4,LS""","=""""",
"=""""","=""677.710""","=""""","=""""",,"=""132822.89""","=""147574.4""","=""3s.5d""","=""3D""","=""3""","=""3s.11p""","=""3P*""","=""2""",,"=""""","=""""",
"=""681.669""","=""681.689""","=""10""","=""1.20e+07""",B,"=""105427.52""","=""120092.919""","=""3s.4p""","=""3P*""","=""0""","=""3s.5s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L3515""",
"=""682.348""","=""682.339""","=""50""","=""3.59e+07""",B+,"=""105441.50""","=""120092.919""","=""3s.4p""","=""3P*""","=""1""","=""3s.5s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L3515""",
"=""683.714""","=""683.713""","=""80""","=""5.94e+07""",B+,"=""105470.93""","=""120092.919""","=""3s.4p""","=""3P*""","=""2""","=""3s.5s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L3515""",
"=""691.793""","=""691.793""","=""10""","=""9.90e+06""",B+,"=""124794.13""","=""139245.343""","=""3s.4d""","=""1D""","=""2""","=""3s.6f""","=""1F*""","=""3""",,"=""T6533""","=""L3515""",
"=""691.996""","=""692.034""","=""1""","=""1.00e+08""",A,"=""106920.56""","=""121366.725""","=""3s.4p""","=""1P*""","=""1""","=""3s.5s""","=""1S""","=""0""",,"=""T6533""","=""L3471""",
"=""""","=""702.464""","=""""","=""2.15e+05""",C+,"=""111637.33""","=""125869.015""","=""3p2""","=""1S""","=""0""","=""3s.5p""","=""1P*""","=""1""",,"=""T6533""","=""""",
"=""704.206""","=""704.208""","=""100""","=""5.78e+07""",A+,"=""91274.50""","=""105470.93""","=""3s.4s""","=""3S""","=""1""","=""3s.4p""","=""3P*""","=""2""",,"=""c47""","=""L3515""",
"=""705.660""","=""705.671""","=""50""","=""5.74e+07""",A,"=""91274.50""","=""105441.50""","=""3s.4s""","=""3S""","=""1""","=""3s.4p""","=""3P*""","=""1""",,"=""c47""","=""L3515""",
"=""706.364""","=""706.368""","=""10""","=""5.73e+07""",A,"=""91274.50""","=""105427.52""","=""3s.4s""","=""3S""","=""1""","=""3s.4p""","=""3P*""","=""0""",,"=""c47""","=""L3515""",
"=""""","=""713.289""","=""""","=""2.59e+06""",C,"=""133437.71""","=""147453.4""","=""3s.5f""","=""3F*""","=""2""","=""3s.10g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""713.563""","=""""","=""2.27e+05""",E,"=""133443.08""","=""147453.4""","=""3s.5f""","=""3F*""","=""3""","=""3s.10g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""713.563""","=""""","=""2.64e+06""",C,"=""133443.08""","=""147453.4""","=""3s.5f""","=""3F*""","=""3""","=""3s.10g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""713.919""","=""""","=""3.45e+03""",E,"=""133450.07""","=""147453.4""","=""3s.5f""","=""3F*""","=""4""","=""3s.10g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""713.919""","=""""","=""1.75e+05""",E,"=""133450.07""","=""147453.4""","=""3s.5f""","=""3F*""","=""4""","=""3s.10g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""713.919""","=""""","=""2.81e+06""",C,"=""133450.07""","=""147453.4""","=""3s.5f""","=""3F*""","=""4""","=""3s.10g""","=""3G""","=""5""",,"=""T6298c4,LS""","=""""",
"=""""","=""725.931""","=""""","=""2.68e+06""",C,"=""133681.78""","=""147453.4""","=""3s.5f""","=""1F*""","=""3""","=""3s.10g""","=""1G""","=""4""",,"=""T6298c4""","=""""",
"=""""","=""727.283""","=""""","=""1.50e+05""",C,"=""132215.517""","=""145961.54""","=""3s.6s""","=""3S""","=""1""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""730.815""","=""""","=""2.56e+06""",C,"=""132822.89""","=""146502.47""","=""3s.5d""","=""3D""","=""3""","=""3s.9f""","=""3F*""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""730.890""","=""""","=""2.27e+06""",C,"=""132822.80""","=""146500.99""","=""3s.5d""","=""3D""","=""2""","=""3s.9f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""730.894""","=""""","=""2.85e+05""",E,"=""132822.89""","=""146500.99""","=""3s.5d""","=""3D""","=""3""","=""3s.9f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""730.948""","=""""","=""3.99e+05""",E,"=""132822.80""","=""146499.90""","=""3s.5d""","=""3D""","=""2""","=""3s.9f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""730.953""","=""""","=""1.12e+04""",E,"=""132822.89""","=""146499.90""","=""3s.5d""","=""3D""","=""3""","=""3s.9f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""730.956""","=""""","=""2.15e+06""",C,"=""132822.95""","=""146499.90""","=""3s.5d""","=""3D""","=""1""","=""3s.9f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""734.056""","=""""","=""1.46e+05""",C,"=""132215.517""","=""145834.70""","=""3s.6s""","=""3S""","=""1""","=""3p.4s""","=""3P*""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""737.226""","=""""","=""1.44e+05""",D,"=""132215.517""","=""145776.15""","=""3s.6s""","=""3S""","=""1""","=""3p.4s""","=""3P*""","=""0""",,"=""T6298c4,LS""","=""""",
"=""""","=""737.659""","=""""","=""4.80e+05""",C+,"=""121366.725""","=""134919.40""","=""3s.5s""","=""1S""","=""0""","=""3s.6p""","=""1P*""","=""1""",,"=""T6533""","=""""",
"=""""","=""738.424""","=""""","=""1.06e+06""",C+,"=""121483.50""","=""135022.127""","=""3s.4d""","=""3D""","=""3""","=""3s.6p""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""738.447""","=""""","=""1.88e+05""",C+,"=""121483.92""","=""135022.127""","=""3s.4d""","=""3D""","=""2""","=""3s.6p""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""738.46495""","=""""","=""1.25e+04""",D,"=""121484.252""","=""135022.127""","=""3s.4d""","=""3D""","=""1""","=""3s.6p""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""738.798""","=""""","=""9.40e+05""",C+,"=""121483.92""","=""135015.701""","=""3s.4d""","=""3D""","=""2""","=""3s.6p""","=""3P*""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""738.81564""","=""""","=""3.14e+05""",C+,"=""121484.252""","=""135015.701""","=""3s.4d""","=""3D""","=""1""","=""3s.6p""","=""3P*""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""739.00220""","=""""","=""1.25e+06""",C+,"=""121484.252""","=""135012.285""","=""3s.4d""","=""3D""","=""1""","=""3s.6p""","=""3P*""","=""0""",,"=""T6298c4,LS""","=""""",
"=""744.942""","=""744.944""","=""50""","=""1.16e+07""",A,"=""125869.015""","=""139289.15""","=""3s.5p""","=""1P*""","=""1""","=""3s.6d""","=""1D""","=""2""",,"=""T6533""","=""L3515""",
"=""747.141""","=""747.141""","=""90""","=""5.57e+07""",B+,"=""110089.83""","=""123470.5""","=""3s.3d""","=""1D""","=""2""","=""3s.4f""","=""1F*""","=""3""",,"=""T6298c4""","=""L3515""",
"=""""","=""760.899""","=""""","=""3.09e+04""",D,"=""132822.80""","=""145961.54""","=""3s.5d""","=""3D""","=""2""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""760.904""","=""""","=""1.72e+05""",C+,"=""132822.89""","=""145961.54""","=""3s.5d""","=""3D""","=""3""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""760.907""","=""""","=""2.05e+03""",E,"=""132822.95""","=""145961.54""","=""3s.5d""","=""3D""","=""1""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""762.448""","=""762.466""","=""5""","=""4.59e+06""",B,"=""125703.14""","=""138814.87""","=""3s.5p""","=""3P*""","=""0""","=""3s.6d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""L3515""",
"=""762.785""","=""762.797""","=""10""","=""6.20e+06""",B,"=""125708.828""","=""138814.87""","=""3s.5p""","=""3P*""","=""1""","=""3s.6d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""L3515""",
"=""""","=""762.797""","=""""","=""3.45e+06""",C+,"=""125708.828""","=""138814.87""","=""3s.5p""","=""3P*""","=""1""","=""3s.6d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""763.533""","=""763.532""","=""20""","=""8.25e+06""",B+,"=""125721.703""","=""138815.12""","=""3s.5p""","=""3P*""","=""2""","=""3s.6d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""L3515""",
"=""""","=""763.547""","=""""","=""2.29e+05""",C,"=""125721.703""","=""138814.87""","=""3s.5p""","=""3P*""","=""2""","=""3s.6d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""763.547""","=""""","=""2.06e+06""",C+,"=""125721.703""","=""138814.87""","=""3s.5p""","=""3P*""","=""2""","=""3s.6d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""768.316""","=""""","=""1.50e+05""",C,"=""132822.80""","=""145834.70""","=""3s.5d""","=""3D""","=""2""","=""3p.4s""","=""3P*""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""768.325""","=""""","=""4.99e+04""",D,"=""132822.95""","=""145834.70""","=""3s.5d""","=""3D""","=""1""","=""3p.4s""","=""3P*""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""770.252""","=""""","=""3.68e+06""",C+,"=""133437.71""","=""146416.9""","=""3s.5f""","=""3F*""","=""2""","=""3s.9g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""770.571""","=""""","=""3.22e+05""",E,"=""133443.08""","=""146416.9""","=""3s.5f""","=""3F*""","=""3""","=""3s.9g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""770.571""","=""""","=""3.75e+06""",C+,"=""133443.08""","=""146416.9""","=""3s.5f""","=""3F*""","=""3""","=""3s.9g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""770.986""","=""""","=""4.90e+03""",E,"=""133450.07""","=""146416.9""","=""3s.5f""","=""3F*""","=""4""","=""3s.9g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""770.986""","=""""","=""2.50e+05""",E,"=""133450.07""","=""146416.9""","=""3s.5f""","=""3F*""","=""4""","=""3s.9g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""770.986""","=""""","=""4.00e+06""",C+,"=""133450.07""","=""146416.9""","=""3s.5f""","=""3F*""","=""4""","=""3s.9g""","=""3G""","=""5""",,"=""T6298c4,LS""","=""""",
"=""""","=""771.798""","=""""","=""1.97e+05""",C,"=""132822.95""","=""145776.15""","=""3s.5d""","=""3D""","=""1""","=""3p.4s""","=""3P*""","=""0""",,"=""T6298c4,LS""","=""""",
"=""""","=""773.088""","=""""","=""1.43e+07""",C+,"=""125869.015""","=""138800.60""","=""3s.5p""","=""1P*""","=""1""","=""3s.7s""","=""1S""","=""0""",,"=""T6298c4""","=""""",
"=""781.231""","=""781.233""","=""5""","=""1.55e+06""",C,"=""125703.14""","=""138499.89""","=""3s.5p""","=""3P*""","=""0""","=""3s.7s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L3515""",
"=""781.583""","=""781.581""","=""10""","=""4.64e+06""",C+,"=""125708.828""","=""138499.89""","=""3s.5p""","=""3P*""","=""1""","=""3s.7s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L3515""",
"=""782.372""","=""782.368""","=""20""","=""7.70e+06""",C+,"=""125721.703""","=""138499.89""","=""3s.5p""","=""3P*""","=""2""","=""3s.7s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L3515""",
"=""808.691""","=""808.686""","=""5""","=""2.02e+06""",C,"=""133916.368""","=""146278.70""","=""3s.5d""","=""1D""","=""2""","=""3s.9f""","=""1F*""","=""3""",,"=""T6298c4""","=""L3515""",
"=""811.972""","=""811.965""","=""15""","=""2.91e+06""",C+,"=""132822.89""","=""145135.31""","=""3s.5d""","=""3D""","=""3""","=""3s.8f""","=""3F*""","=""4""",,"=""T6298c4,LS""","=""L3515""",
"=""""","=""812.188""","=""""","=""3.24e+05""",C,"=""132822.89""","=""145131.93""","=""3s.5d""","=""3D""","=""3""","=""3s.8f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""""",
"=""812.189""","=""812.182+""","=""2""","=""""",,"=""132822.80""","=""145131.93""","=""3s.5d""","=""3D""","=""2""","=""3s.8f""","=""3F*""","=""3""",,"=""""","=""L3515c14""",
"=""812.203""","=""812.182""","=""7hfs""","=""2.58e+06""",C+,"=""132822.80""","=""145131.93""","=""3s.5d""","=""3D""","=""2""","=""3s.8f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L3515c150""",
"=""812.208""","=""812.182+""","=""5""","=""""",,"=""132822.80""","=""145131.93""","=""3s.5d""","=""3D""","=""2""","=""3s.8f""","=""3F*""","=""3""",,"=""""","=""L3515c14""",
"=""812.352""","=""812.341""","=""1*""","=""4.54e+05""",C,"=""132822.80""","=""145129.51""","=""3s.5d""","=""3D""","=""2""","=""3s.8f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L3515""",
"=""812.352""","=""812.347""","=""1*""","=""1.28e+04""",E,"=""132822.89""","=""145129.51""","=""3s.5d""","=""3D""","=""3""","=""3s.8f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L3515""",
"=""812.352""","=""812.351""","=""1*""","=""2.44e+06""",C+,"=""132822.95""","=""145129.51""","=""3s.5d""","=""3D""","=""1""","=""3s.8f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L3515""",
"=""835.4318""","=""835.432""","=""100""","=""4.27e+07""",A,"=""121483.50""","=""133450.07""","=""3s.4d""","=""3D""","=""3""","=""3s.5f""","=""3F*""","=""4""",,"=""T6298c4,LS""","=""L4575""",
"=""835.923""","=""835.920""","=""5""","=""4.75e+06""",B+,"=""121483.50""","=""133443.08""","=""3s.4d""","=""3D""","=""3""","=""3s.5f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L3515""",
"=""835.9492""","=""835.949""","=""50""","=""3.79e+07""",A,"=""121483.92""","=""133443.08""","=""3s.4d""","=""3D""","=""2""","=""3s.5f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L4575""",
"=""""","=""836.296""","=""""","=""1.87e+05""",C+,"=""121483.50""","=""133437.71""","=""3s.4d""","=""3D""","=""3""","=""3s.5f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""836.3251""","=""836.325""","=""5""","=""6.64e+06""",B+,"=""121483.92""","=""133437.71""","=""3s.4d""","=""3D""","=""2""","=""3s.5f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L4575""",
"=""836.3469""","=""836.348""","=""50""","=""3.58e+07""",A,"=""121484.252""","=""133437.71""","=""3s.4d""","=""3D""","=""1""","=""3s.5f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L4575""",
"=""864.0705""","=""864.070""","=""100""","=""3.00e+07""",A+,"=""95350.60""","=""106920.56""","=""3s.4s""","=""1S""","=""0""","=""3s.4p""","=""1P*""","=""1""",,"=""c47,u24""","=""L4575""",
"=""867.106""","=""867.11+""","=""5""","=""""",,"=""133437.71""","=""144967.1""","=""3s.5f""","=""3F*""","=""2""","=""3s.8g""","=""3G""","=""3""",,"=""""","=""L3515c14""",
"=""867.121""","=""867.110""","=""15hfs""","=""5.52e+06""",C+,"=""133437.71""","=""144967.1""","=""3s.5f""","=""3F*""","=""2""","=""3s.8g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""L3515c150""",
"=""867.128""","=""867.11+""","=""10""","=""""",,"=""133437.71""","=""144967.1""","=""3s.5f""","=""3F*""","=""2""","=""3s.8g""","=""3G""","=""3""",,"=""""","=""L3515c14""",
"=""""","=""867.514""","=""""","=""4.83e+05""",C,"=""133443.08""","=""144967.1""","=""3s.5f""","=""3F*""","=""3""","=""3s.8g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""867.514""","=""""","=""5.62e+06""",C+,"=""133443.08""","=""144967.1""","=""3s.5f""","=""3F*""","=""3""","=""3s.8g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""868.041""","=""""","=""7.34e+03""",E,"=""133450.07""","=""144967.1""","=""3s.5f""","=""3F*""","=""4""","=""3s.8g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""868.041""","=""""","=""3.75e+05""",C,"=""133450.07""","=""144967.1""","=""3s.5f""","=""3F*""","=""4""","=""3s.8g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""868.041""","=""""","=""5.99e+06""",B,"=""133450.07""","=""144967.1""","=""3s.5f""","=""3F*""","=""4""","=""3s.8g""","=""3G""","=""5""",,"=""T6298c4,LS""","=""""",
"=""""","=""880.303""","=""""","=""1.65e+06""",C,"=""134919.40""","=""146276.0""","=""3s.6p""","=""1P*""","=""1""","=""3s.9d""","=""1D""","=""2""",,"=""T6298c4""","=""""",
"=""""","=""892.234""","=""""","=""6.16e+02""",E,"=""133437.71""","=""144642.45""","=""3s.5f""","=""3F*""","=""2""","=""3s.8d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""892.256""","=""""","=""3.07e+04""",E,"=""133437.71""","=""144642.18""","=""3s.5f""","=""3F*""","=""2""","=""3s.8d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""892.270""","=""""","=""2.75e+05""",D,"=""133437.71""","=""144642.0""","=""3s.5f""","=""3F*""","=""2""","=""3s.8d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""892.662""","=""""","=""2.19e+04""",E,"=""133443.08""","=""144642.45""","=""3s.5f""","=""3F*""","=""3""","=""3s.8d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
