obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""196.568""","=""0.0015""","=""196.5638""","=""0.0003""","=""60*""","=""""",,"=""34762.098""","=""85636.17""","=""3d6""","=""b 3G""","=""5""","=""3d5.(2H).4p""","=""y 3I*""","=""6""",,"=""""","=""L562""",
"=""196.568""","=""0.0015""","=""196.56827""","=""0.00015""","=""60*""","=""""",,"=""31514.71""","=""82387.62""","=""3d6""","=""a 3F""","=""4""","=""3d5.(2F).4p""","=""y 3G*""","=""3""",,"=""""","=""L562""",
"=""196.604""","=""0.0015""","=""196.60421""","=""0.00023""","=""20""","=""""",,"=""30796.06""","=""81659.67""","=""3d6""","=""a 3H""","=""4""","=""3d5.(2D).4p""","=""x 3D*""","=""3""",,"=""""","=""L562""",
"=""196.624""","=""0.0015""","=""196.62431""","=""0.00023""","=""2""","=""""",,"=""38901.88""","=""89760.29""","=""3d6""","=""a 1G""","=""4""","=""3d5.(2H).4p""","=""x 1H*""","=""5""",,"=""""","=""L562""",
"=""196.759""","=""0.0015""","=""196.75790""","=""0.00012""","=""30""","=""""",,"=""34910.77""","=""85734.65""","=""3d6""","=""b 3G""","=""4""","=""3d5.(2H).4p""","=""w 3G*""","=""3""",,"=""""","=""L562""",
"=""196.924""","=""0.0015""","=""196.92311""","=""0.00016""","=""200""","=""7.e+07""",D,"=""34762.098""","=""85543.34""","=""3d6""","=""b 3G""","=""5""","=""3d5.(2H).4p""","=""w 3G*""","=""5""",,"=""c88""","=""L562""",
"=""196.987""","=""0.0015""","=""196.98724""","=""0.00016""","=""50""","=""""",,"=""33147.71""","=""83912.42""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4F).4p""","=""x 3G*""","=""5""",,"=""""","=""L562""",
"=""196.995""","=""0.0015""","=""196.99372""","=""0.00012""","=""100""","=""""",,"=""34910.77""","=""85673.81""","=""3d6""","=""b 3G""","=""4""","=""3d5.(2H).4p""","=""w 3G*""","=""4""",,"=""""","=""L562""",
"=""197.016""","=""0.0015""","=""197.01537""","=""0.00016""","=""5""","=""""",,"=""31662.04""","=""82419.50""","=""3d6""","=""a 3F""","=""3""","=""3d5.(a 2F).4p""","=""w 3D*""","=""3""",,"=""""","=""L562""",
"=""197.0947""","=""0.0018""","=""197.09486""","=""0.00019""","=""5""","=""""",,"=""43131.51""","=""93868.50""","=""3d6""","=""a 1D""","=""2""","=""3d5.(2S).4p""","=""3P*""","=""1""",,"=""""","=""L562""",
"=""197.122""","=""0.0015""","=""197.12256""","=""0.00012""","=""100""","=""""",,"=""35004.79""","=""85734.65""","=""3d6""","=""b 3G""","=""3""","=""3d5.(2H).4p""","=""w 3G*""","=""3""",,"=""""","=""L562""",
"=""197.171""","=""0.0015""","=""197.17103""","=""0.00019""","=""20""","=""""",,"=""31514.71""","=""82232.10""","=""3d6""","=""a 3F""","=""4""","=""3d5.(2F).4p""","=""y 3G*""","=""5""",,"=""""","=""L562""",
"=""197.410""","=""0.0015""","=""197.41349""","=""0.00016""","=""100""","=""""",,"=""33278.73""","=""83933.83""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(4F).4p""","=""x 3G*""","=""3""",,"=""""","=""L562""",
"=""197.482""","=""0.0015""","=""197.48210""","=""0.00023""","=""80""","=""""",,"=""30684.96""","=""81322.46""","=""3d6""","=""a 3P""","=""1""","=""3d5.(a 2D).4p""","=""x 3P*""","=""1""",,"=""""","=""L562""",
"=""197.524""","=""0.002""","=""197.52380""","=""0.00012""","=""30*""","=""""",,"=""33248.66""","=""83875.47""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4F).4p""","=""x 3G*""","=""4""",,"=""""","=""L562""",
"=""197.524""","=""0.002""","=""197.52536""","=""0.00016""","=""30*""","=""""",,"=""31761.21""","=""82387.62""","=""3d6""","=""a 3F""","=""2""","=""3d5.(2F).4p""","=""y 3G*""","=""3""",,"=""""","=""L562""",
"=""197.6002""","=""0.0006""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L562""",
"=""197.618""","=""0.0015""","=""197.61866""","=""0.00016""","=""2""","=""""",,"=""31514.71""","=""82117.22""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4F).4p""","=""y 5G*""","=""5""",,"=""""","=""L562""",
"=""197.627""","=""0.0015""","=""197.62744""","=""0.00012""","=""2""","=""""",,"=""30679.51""","=""81279.77""","=""3d6""","=""a 3H""","=""5""","=""3d5.(a 2F).4p""","=""z 1G*""","=""4""",,"=""""","=""L562""",
"=""197.687""","=""0.0015""","=""197.68597""","=""0.00012""","=""40""","=""""",,"=""31514.71""","=""82099.99""","=""3d6""","=""a 3F""","=""4""","=""3d5.(2F).4p""","=""y 3G*""","=""4""",,"=""""","=""L562""",
"=""197.772""","=""0.0015""","=""197.77112""","=""0.00023""","=""40""","=""""",,"=""38901.88""","=""89465.38""","=""3d6""","=""a 1G""","=""4""","=""3d5.(b 2F).4p""","=""x 1G*""","=""4""",,"=""""","=""L562""",
"=""197.875""","=""0.002""","=""197.87486""","=""0.00023""","=""20*""","=""""",,"=""34910.77""","=""85447.76""","=""3d6""","=""b 3G""","=""4""","=""3d5.(2H).4p""","=""y 3I*""","=""5""",,"=""""","=""L562""",
"=""197.875""","=""0.002""","=""197.87506""","=""0.00020""","=""20*""","=""""",,"=""31514.71""","=""82051.65""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4F).4p""","=""x 5F*""","=""3""",,"=""""","=""L562""",
"=""198.084""","=""0.0015""","=""198.08370""","=""0.00020""","=""2""","=""""",,"=""30796.06""","=""81279.77""","=""3d6""","=""a 3H""","=""4""","=""3d5.(a 2F).4p""","=""z 1G*""","=""4""",,"=""""","=""L562""",
"=""198.101""","=""0.0015""","=""198.10163""","=""0.00016""","=""10""","=""""",,"=""31514.71""","=""81993.85""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4F).4p""","=""x 5F*""","=""4""",,"=""""","=""L562""",
"=""198.116""","=""0.0015""","=""198.11517""","=""0.00016""","=""20""","=""""",,"=""31761.21""","=""82236.90""","=""3d6""","=""a 3F""","=""2""","=""3d5.(4F).4p""","=""x 5F*""","=""1""",,"=""""","=""L562""",
"=""198.167""","=""0.0015""","=""198.16578""","=""0.00016""","=""20""","=""""",,"=""30684.96""","=""81147.76""","=""3d6""","=""a 3P""","=""1""","=""3d5.(a 2D).4p""","=""x 3P*""","=""2""",,"=""""","=""L562""",
"=""198.260""","=""0.0015""","=""198.26341""","=""0.00012""","=""10""","=""""",,"=""31662.04""","=""82099.99""","=""3d6""","=""a 3F""","=""3""","=""3d5.(2F).4p""","=""y 3G*""","=""4""",,"=""""","=""L562""",
"=""198.317""","=""0.0015""","=""198.31602""","=""0.00020""","=""60""","=""""",,"=""30796.06""","=""81220.63""","=""3d6""","=""a 3H""","=""4""","=""3d5.(a 2D).4p""","=""z 1F*""","=""3""",,"=""""","=""L562""",
"=""198.443""","=""0.0015""","=""198.44270""","=""0.00020""","=""20""","=""""",,"=""31662.04""","=""82054.42""","=""3d6""","=""a 3F""","=""3""","=""3d5.(4F).4p""","=""x 5F*""","=""2""",,"=""""","=""L562""",
"=""198.525""","=""0.0015""","=""198.52433""","=""0.00016""","=""2""","=""""",,"=""31514.71""","=""81886.37""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4F).4p""","=""x 5F*""","=""5""",,"=""""","=""L562""",
"=""198.640""","=""0.0015""","=""198.63960""","=""0.00024""","=""20""","=""""",,"=""38720.26""","=""89062.69""","=""3d6""","=""a 1I""","=""6""","=""3d5.(a 2G).4p""","=""1H*""","=""5""",,"=""""","=""L562""",
"=""198.806""","=""0.0015""","=""198.8061""","=""0.0003""","=""30""","=""""",,"=""31022.20""","=""81322.46""","=""3d6""","=""a 3P""","=""0""","=""3d5.(a 2D).4p""","=""x 3P*""","=""1""",,"=""""","=""L562""",
"=""198.941""","=""0.0015""","=""198.94155""","=""0.00016""","=""50""","=""""",,"=""31514.71""","=""81780.73""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4F).4p""","=""y 5G*""","=""3""",,"=""""","=""L562""",
"=""199.230""","=""0.0015""","=""199.23087""","=""0.00012""","=""20""","=""""",,"=""14325.866""","=""64518.89""","=""3d6""","=""a 5D""","=""4""","=""3d5.(4G).4p""","=""z 5G*""","=""5""",,"=""""","=""L562""",
"=""199.360""","=""0.0015""","=""199.35882""","=""0.00020""","=""10""","=""""",,"=""38901.88""","=""89062.69""","=""3d6""","=""a 1G""","=""4""","=""3d5.(a 2G).4p""","=""1H*""","=""5""",,"=""""","=""L562""",
"=""199.399""","=""0.0015""","=""199.39806""","=""0.00016""","=""100""","=""""",,"=""31662.04""","=""81812.98""","=""3d6""","=""a 3F""","=""3""","=""3d5.(2D).4p""","=""x 3D*""","=""2""",,"=""""","=""L562""",
"=""199.423""","=""0.0015""","=""199.42184""","=""0.00020""","=""300""","=""1.2e+08""",D,"=""31514.71""","=""81659.67""","=""3d6""","=""a 3F""","=""4""","=""3d5.(2D).4p""","=""x 3D*""","=""3""",,"=""c88""","=""L562""",
"=""199.5275""","=""0.0006""","=""199.52636""","=""0.00016""","=""1""","=""""",,"=""31662.04""","=""81780.73""","=""3d6""","=""a 3F""","=""3""","=""3d5.(4F).4p""","=""y 5G*""","=""3""",,"=""""","=""L562""",
"=""199.794""","=""0.002""","=""199.7919""","=""0.0003""","=""20*""","=""""",,"=""38720.26""","=""88772.35""","=""3d6""","=""a 1I""","=""6""","=""3d5.(a 2G).4p""","=""3G*""","=""5""",,"=""""","=""L562""",
"=""199.794""","=""0.002""","=""199.79313""","=""0.00016""","=""20*""","=""""",,"=""31761.21""","=""81812.98""","=""3d6""","=""a 3F""","=""2""","=""3d5.(2D).4p""","=""x 3D*""","=""2""",,"=""""","=""L562""",
"=""199.992""","=""0.002""","=""199.9880""","=""0.0004""","=""80*""","=""""",,"=""53597.139""","=""103600.14""","=""3d6""","=""c 3P""","=""2""","=""3d5.(b 2D).4p""","=""w 1D*""","=""2""",,"=""""","=""L562""",
"=""199.992""","=""0.002""","=""199.98892""","=""0.00016""","=""80*""","=""""",,"=""32836.74""","=""82839.51""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4F).4p""","=""x 5D*""","=""0""",,"=""""","=""L562""",
obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""200.0520""","=""0.0006""","=""200.05202""","=""0.00020""","=""80""","=""""",,"=""31761.21""","=""81732.02""","=""3d6""","=""a 3F""","=""2""","=""3d5.(2D).4p""","=""x 3D*""","=""1""",,"=""""","=""L562""",
"=""200.191""","=""0.002""","=""200.1896""","=""0.0004""","=""60H""","=""1.8e+08""",D,"=""59537.455""","=""109473.92""","=""3d6""","=""c 1G""","=""4""","=""3d5.(b 2G).4p""","=""v 1G*""","=""4""",,"=""c88""","=""L562""",
"=""200.335""","=""0.002""","=""200.33472""","=""0.00008""","=""20H""","=""""",,"=""14593.835""","=""64494.14""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""z 5G*""","=""4""",,"=""""","=""L562""",
"=""200.423""","=""0.0015""","=""200.42432""","=""0.00016""","=""1""","=""""",,"=""32857.27""","=""82735.27""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L562""",
"=""200.456""","=""0.0015""","=""200.45458""","=""0.00024""","=""60""","=""""",,"=""38901.88""","=""88772.35""","=""3d6""","=""a 1G""","=""4""","=""3d5.(a 2G).4p""","=""3G*""","=""5""",,"=""""","=""L562""",
"=""200.5165""","=""0.0018""","=""200.51559""","=""0.00012""","=""15?""","=""""",,"=""32857.27""","=""82712.57""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L562""",
"=""200.6682""","=""0.0006""","=""200.66804""","=""0.00012""","=""15""","=""""",,"=""32787.90""","=""82605.33""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4F).4p""","=""x 5D*""","=""4""",,"=""""","=""L562""",
"=""200.790""","=""0.0015""","=""200.78998""","=""0.00012""","=""3""","=""""",,"=""36274.62""","=""86061.80""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(a 2F).4p""","=""y 1F*""","=""3""",,"=""""","=""L562""",
"=""200.906""","=""0.0015""","=""200.90653""","=""0.00016""","=""1""","=""""",,"=""39813.76""","=""89572.06""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(b 2F).4p""","=""t 3F*""","=""3""",,"=""""","=""L562""",
"=""200.948""","=""0.0015""","=""200.94789""","=""0.00012""","=""3""","=""""",,"=""32857.27""","=""82605.33""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4F).4p""","=""x 5D*""","=""4""",,"=""""","=""L562""",
"=""201.1928""","=""0.0006""","=""201.19313""","=""0.00012""","=""100""","=""""",,"=""33248.66""","=""82936.09""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(a 2F).4p""","=""w 3F*""","=""3""",,"=""""","=""L562""",
"=""201.2119""","=""0.0006""","=""201.21087""","=""0.00012""","=""100""","=""""",,"=""33147.71""","=""82830.76""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(a 2F).4p""","=""w 3F*""","=""4""",,"=""""","=""L562""",
"=""201.2799""","=""0.0006""","=""201.27958""","=""0.00016""","=""30""","=""""",,"=""34762.098""","=""84428.19""","=""3d6""","=""b 3G""","=""5""","=""3d5.(a 2G).4p""","=""x 3H*""","=""5""",,"=""""","=""L562""",
"=""201.3157""","=""0.0018""","=""201.31498""","=""0.00012""","=""20*""","=""""",,"=""33278.73""","=""82936.09""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(a 2F).4p""","=""w 3F*""","=""3""",,"=""""","=""L562""",
"=""201.3157""","=""0.0018""","=""201.31690""","=""0.00020""","=""20*""","=""""",,"=""39808.492""","=""89465.38""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(b 2F).4p""","=""x 1G*""","=""4""",,"=""""","=""L562""",
"=""201.3895""","=""0.0006""","=""201.38921""","=""0.00012""","=""100""","=""""",,"=""33278.73""","=""82917.79""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(a 2F).4p""","=""w 3F*""","=""2""",,"=""""","=""L562""",
"=""201.620""","=""0.0015""","=""201.62060""","=""0.00012""","=""5""","=""""",,"=""33248.66""","=""82830.76""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(a 2F).4p""","=""w 3F*""","=""4""",,"=""""","=""L562""",
"=""201.705""","=""0.0015""","=""201.70543""","=""0.00024""","=""40""","=""""",,"=""31761.21""","=""81322.46""","=""3d6""","=""a 3F""","=""2""","=""3d5.(a 2D).4p""","=""x 3P*""","=""1""",,"=""""","=""L562""",
"=""201.717""","=""0.0015""","=""201.71626""","=""0.00012""","=""5""","=""""",,"=""31662.04""","=""81220.63""","=""3d6""","=""a 3F""","=""3""","=""3d5.(a 2D).4p""","=""z 1F*""","=""3""",,"=""""","=""L562""",
"=""202.0141""","=""0.0006""","=""202.01334""","=""0.00016""","=""30""","=""""",,"=""31662.04""","=""81147.76""","=""3d6""","=""a 3F""","=""3""","=""3d5.(a 2D).4p""","=""x 3P*""","=""2""",,"=""""","=""L562""",
"=""202.102""","=""0.0015""","=""202.10243""","=""0.00012""","=""5""","=""""",,"=""33248.66""","=""82712.57""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L562""",
"=""202.183""","=""0.0015""","=""202.18300""","=""0.00020""","=""50""","=""""",,"=""32787.90""","=""82232.10""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(2F).4p""","=""y 3G*""","=""5""",,"=""""","=""L562""",
"=""202.363""","=""0.0015""","=""202.36327""","=""0.00012""","=""5""","=""""",,"=""32836.74""","=""82236.90""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4F).4p""","=""x 5F*""","=""1""",,"=""""","=""L562""",
"=""202.435""","=""0.0015""","=""202.4344""","=""0.0005""","=""2*""","=""""",,"=""59537.455""","=""108920.25""","=""3d6""","=""c 1G""","=""4""","=""""","=""w 1H*""","=""5""",,"=""""","=""L562""",
"=""202.435""","=""0.0015""","=""202.4363""","=""0.0012""","=""2i*""","=""""",,"=""56883.36""","=""106265.7""","=""3d5.(2S).4s""","=""a 3S""","=""1""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5F*""","=""1""",,"=""""","=""L562""",
"=""202.435""","=""0.0015""","=""202.43680""","=""0.00012""","=""2i*""","=""""",,"=""64550.04""","=""113932.26""","=""3d5.(4G).4p""","=""z 5G*""","=""6""","=""3d5.(6S).6g""","=""5G""","=""6""",,"=""""","=""L562""",
"=""202.435""","=""0.0015""","=""202.43680""","=""0.00012""","=""2i*""","=""""",,"=""64550.04""","=""113932.26""","=""3d5.(4G).4p""","=""z 5G*""","=""6""","=""3d5.(6S).6g""","=""5G""","=""5""",,"=""""","=""L562""",
"=""202.546""","=""0.0015""","=""202.54284""","=""0.00016""","=""5""","=""""",,"=""32836.74""","=""82193.11""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4F).4p""","=""y 5G*""","=""2""",,"=""""","=""L562""",
"=""202.654""","=""0.0015""","=""202.65392""","=""0.00016""","=""40""","=""""",,"=""32787.90""","=""82117.22""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4F).4p""","=""y 5G*""","=""5""",,"=""""","=""L562""",
"=""203.0098""","=""0.0006""","=""203.01037""","=""0.00012""","=""20""","=""""",,"=""32857.27""","=""82099.99""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(2F).4p""","=""y 3G*""","=""4""",,"=""""","=""L562""",
"=""203.120""","=""0.0015""","=""203.11961""","=""0.00021""","=""30""","=""""",,"=""30523.71""","=""79739.95""","=""3d6""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""y 3H*""","=""5""",,"=""""","=""L562""",
"=""203.216""","=""0.0015""","=""203.21764""","=""0.00017""","=""10""","=""""",,"=""32859.15""","=""82051.65""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4F).4p""","=""x 5F*""","=""3""",,"=""""","=""L562""",
"=""203.393""","=""0.0015""","=""203.39206""","=""0.00012""","=""50""","=""""",,"=""34762.098""","=""83912.42""","=""3d6""","=""b 3G""","=""5""","=""3d5.(4F).4p""","=""x 3G*""","=""5""",,"=""""","=""L562""",
"=""203.5133""","=""0.0018""","=""203.5123""","=""0.0003""","=""15*""","=""""",,"=""43395.395""","=""92516.68""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(b 2F).4p""","=""w 1G*""","=""4""",,"=""""","=""L562""",
"=""203.5133""","=""0.0018""","=""203.51307""","=""0.00017""","=""15*""","=""""",,"=""30679.51""","=""79800.61""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""y 3H*""","=""4""",,"=""""","=""L562""",
"=""203.548""","=""0.0015""","=""203.54510""","=""0.00012""","=""5""","=""""",,"=""34762.098""","=""83875.47""","=""3d6""","=""b 3G""","=""5""","=""3d5.(4F).4p""","=""x 3G*""","=""4""",,"=""""","=""L562""",
"=""203.607""","=""0.0015""","=""203.60689""","=""0.00017""","=""10""","=""""",,"=""32787.90""","=""81886.37""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4F).4p""","=""x 5F*""","=""5""",,"=""""","=""L562""",
"=""203.731""","=""0.0015""","=""203.73039""","=""0.00025""","=""500""","=""1.4e+08""",D,"=""30523.71""","=""79592.42""","=""3d6""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""y 3H*""","=""6""",,"=""c88""","=""L562""",
"=""203.7643""","=""0.0006""","=""203.76474""","=""0.00017""","=""400""","=""1.2e+08""",D,"=""30679.51""","=""79739.95""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""y 3H*""","=""5""",,"=""c88""","=""L562""",
"=""203.997""","=""0.002""","=""203.9922""","=""0.0003""","=""400*""","=""""",,"=""32857.27""","=""81863.01""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4F).4p""","=""y 5G*""","=""4""",,"=""""","=""L562""",
"=""203.997""","=""0.002""","=""203.99717""","=""0.00021""","=""400*""","=""1.2e+08""",D,"=""30796.06""","=""79800.61""","=""3d6""","=""a 3H""","=""4""","=""3d5.(2I).4p""","=""y 3H*""","=""4""",,"=""c88""","=""L562""",
"=""204.1630""","=""0.0006""","=""204.16321""","=""0.00013""","=""40""","=""""",,"=""34910.77""","=""83875.47""","=""3d6""","=""b 3G""","=""4""","=""3d5.(4F).4p""","=""x 3G*""","=""4""",,"=""""","=""L562""",
"=""204.214""","=""0.0015""","=""204.21502""","=""0.00013""","=""10""","=""""",,"=""33147.71""","=""82099.99""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(2F).4p""","=""y 3G*""","=""4""",,"=""""","=""L562""",
"=""204.250""","=""0.0015""","=""204.25003""","=""0.00021""","=""10""","=""""",,"=""30796.06""","=""79739.95""","=""3d6""","=""a 3H""","=""4""","=""3d5.(2I).4p""","=""y 3H*""","=""5""",,"=""""","=""L562""",
"=""204.312""","=""0.0015""","=""204.31203""","=""0.00017""","=""40""","=""""",,"=""35004.79""","=""83933.83""","=""3d6""","=""b 3G""","=""3""","=""3d5.(4F).4p""","=""x 3G*""","=""3""",,"=""""","=""L562""",
"=""204.343""","=""0.0015""","=""204.34319""","=""0.00017""","=""1""","=""""",,"=""32859.15""","=""81780.73""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4F).4p""","=""y 5G*""","=""3""",,"=""""","=""L562""",
"=""204.3800""","=""0.0006""","=""204.37941""","=""0.00021""","=""15""","=""""",,"=""30679.51""","=""79592.42""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""y 3H*""","=""6""",,"=""""","=""L562""",
"=""204.659""","=""0.0015""","=""204.65883""","=""0.00017""","=""20""","=""""",,"=""33147.71""","=""81993.85""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4F).4p""","=""x 5F*""","=""4""",,"=""""","=""L562""",
"=""205.983""","=""0.0015""","=""205.98343""","=""0.00017""","=""1""","=""""",,"=""33248.66""","=""81780.73""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4F).4p""","=""y 5G*""","=""3""",,"=""""","=""L562""",
"=""206.4043""","=""0.0006""","=""206.40436""","=""0.00013""","=""15""","=""""",,"=""30679.51""","=""79112.62""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""z 1H*""","=""5""",,"=""""","=""L562""",
"=""207.3584""","=""0.0006""","=""207.35836""","=""0.00013""","=""2""","=""""",,"=""37851.49""","=""86061.80""","=""3d6""","=""a 3D""","=""3""","=""3d5.(a 2F).4p""","=""y 1F*""","=""3""",,"=""""","=""L562""",
"=""207.497""","=""0.0015""","=""207.5001""","=""0.0005""","=""5""","=""""",,"=""46903.32""","=""95080.71""","=""3d5.(2D).4s""","=""b 1D""","=""2""","=""3d5.(2S).4p""","=""y 1P*""","=""1""",,"=""""","=""L562""",
"=""207.6210""","=""0.0006""","=""207.6217""","=""0.0003""","=""300""","=""1.2e+08""",D,"=""38720.26""","=""86869.44""","=""3d6""","=""a 1I""","=""6""","=""3d5.(2H).4p""","=""y 1I*""","=""6""",,"=""c88""","=""L562""",
"=""207.666""","=""0.0015""","=""207.66743""","=""0.00013""","=""3""","=""""",,"=""31662.04""","=""79800.61""","=""3d6""","=""a 3F""","=""3""","=""3d5.(2I).4p""","=""y 3H*""","=""4""",,"=""""","=""L562""",
"=""207.6946""","=""0.0006""","=""207.69552""","=""0.00013""","=""15""","=""""",,"=""33147.71""","=""81279.77""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(a 2F).4p""","=""z 1G*""","=""4""",,"=""""","=""L562""",
"=""207.969""","=""0.0015""","=""207.96948""","=""0.00013""","=""5""","=""""",,"=""34762.098""","=""82830.76""","=""3d6""","=""b 3G""","=""5""","=""3d5.(a 2F).4p""","=""w 3F*""","=""4""",,"=""""","=""L562""",
"=""208.130""","=""0.0015""","=""208.13011""","=""0.00017""","=""20""","=""""",,"=""39826.91""","=""87858.48""","=""3d5.(4D).4s""","=""b 3D""","=""1""","=""3d5.(a 2G).4p""","=""u 3F*""","=""2""",,"=""""","=""L562""",
"=""208.1548""","=""0.0006""","=""208.15719""","=""0.00013""","=""20""","=""""",,"=""34910.77""","=""82936.09""","=""3d6""","=""b 3G""","=""4""","=""3d5.(a 2F).4p""","=""w 3F*""","=""3""",,"=""""","=""L562""",
"=""208.476""","=""0.0015""","=""208.47656""","=""0.00022""","=""100""","=""4.2e+07""",D,"=""30523.71""","=""78475.47""","=""3d6""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""z 3I*""","=""7""",,"=""c88""","=""L562""",
"=""208.614""","=""0.0015""","=""208.61479""","=""0.00013""","=""10""","=""""",,"=""34910.77""","=""82830.76""","=""3d6""","=""b 3G""","=""4""","=""3d5.(a 2F).4p""","=""w 3F*""","=""4""",,"=""""","=""L562""",
"=""208.645""","=""0.0015""","=""208.64523""","=""0.00013""","=""2""","=""""",,"=""35004.79""","=""82917.79""","=""3d6""","=""b 3G""","=""3""","=""3d5.(a 2F).4p""","=""w 3F*""","=""2""",,"=""""","=""L562""",
"=""208.684""","=""0.0015""","=""208.68487""","=""0.00013""","=""30*""","=""""",,"=""39813.76""","=""87717.66""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(a 2G).4p""","=""u 3F*""","=""3""",,"=""""","=""L562""",
"=""208.684""","=""0.0015""","=""208.6863""","=""0.0007""","=""30i*""","=""""",,"=""36364.64""","=""84268.21""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d5.(a 2D).4p""","=""z 1P*""","=""1""",,"=""""","=""L562""",
"=""208.891""","=""0.0015""","=""208.8924""","=""0.0003""","=""40""","=""7.e+07""",D,"=""43528.661""","=""91384.98""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""5""",,"=""c88""","=""L562""",
"=""208.929""","=""0.0015""","=""208.9296""","=""0.0003""","=""10""","=""""",,"=""43537.186""","=""91384.98""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""5""",,"=""""","=""L562""",
"=""209.259""","=""0.0015""","=""209.26179""","=""0.00013""","=""30""","=""""",,"=""39808.492""","=""87580.34""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(a 2G).4p""","=""u 3F*""","=""4""",,"=""""","=""L562""",
"=""209.7463""","=""0.0006""","=""209.74753""","=""0.00018""","=""200""","=""4.6e+07""",D,"=""30679.51""","=""78340.74""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""z 3I*""","=""6""",,"=""c88""","=""L562""",
