obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""267.110""","=""0.0015""","=""267.11217""","=""0.00021""","=""10""","=""""",,"=""48333.08""","=""85759.41""","=""3d5.(2H).4s""","=""b 3H""","=""5""","=""3d5.(a 2G).4p""","=""1G*""","=""4""",,"=""""","=""L562""",
"=""267.151""","=""0.0015""","=""267.15064""","=""0.00021""","=""0""","=""""",,"=""36364.64""","=""73785.58""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d5.(4D).4p""","=""y 3F*""","=""2""",,"=""""","=""L562""",
"=""267.1811""","=""0.0018""","=""267.1801""","=""0.0003""","=""80*""","=""7.e+07""",D,"=""48317.83""","=""85734.65""","=""3d5.(2H).4s""","=""b 3H""","=""4""","=""3d5.(2H).4p""","=""w 3G*""","=""3""",,"=""c88""","=""L562""",
"=""267.1811""","=""0.0018""","=""267.18185""","=""0.00021""","=""80*""","=""1.3e+08""",C,"=""52383.78""","=""89800.35""","=""3d5.(2F).4s""","=""d 3F""","=""4""","=""3d5.(b 2F).4p""","=""t 3F*""","=""4""",,"=""c88""","=""L562""",
"=""267.2581""","=""0.0006""","=""267.25798""","=""0.00007""","=""1000""","=""1.98e+08""",B+,"=""29889.534""","=""67295.446""","=""3d5.(4P).4s""","=""a 5P""","=""3""","=""3d5.(4P).4p""","=""z 5D*""","=""4""",,"=""T7259""","=""L562""",
"=""267.3095""","=""0.0006""","=""267.31002""","=""0.00014""","=""40""","=""3.5e+06""",C+,"=""33147.71""","=""70546.34""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4G).4p""","=""z 3G*""","=""4""",,"=""T7259""","=""L562""",
"=""267.3379""","=""0.0006""","=""267.33791""","=""0.00014""","=""200""","=""1.5e+08""",D,"=""32836.74""","=""70231.468""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4D).4p""","=""y 5F*""","=""2""",,"=""c88""","=""L562""",
"=""267.4440""","=""0.0006""","=""267.44397""","=""0.00014""","=""500""","=""3.3e+07""",D,"=""33147.71""","=""70527.61""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4G).4p""","=""z 3G*""","=""5""",,"=""c88""","=""L562""",
"=""267.4756""","=""0.0006""","=""267.4756""","=""0.0006""","=""100""","=""2.7e+08""",C,"=""48436.05""","=""85811.53""","=""3d5.(2H).4s""","=""b 3H""","=""6""","=""3d5.(2H).4p""","=""y 3I*""","=""7""",,"=""c88""","=""L562""",
"=""267.4858""","=""0.0006""","=""267.48477""","=""0.00014""","=""30""","=""""",,"=""32857.27""","=""70231.468""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4D).4p""","=""y 5F*""","=""2""",,"=""""","=""L562""",
"=""267.4985""","=""0.0006""","=""267.49823""","=""0.00014""","=""200""","=""9.e+07""",D,"=""32859.15""","=""70231.468""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4D).4p""","=""y 5F*""","=""2""",,"=""c88""","=""L562""",
"=""267.5130""","=""0.0006""","=""267.51275""","=""0.00014""","=""30""","=""""",,"=""43850.341""","=""81220.63""","=""3d5.(4F).4s""","=""a 5F""","=""2""","=""3d5.(a 2D).4p""","=""z 1F*""","=""3""",,"=""""","=""L562""",
"=""267.5517""","=""0.0018""","=""267.5514""","=""0.0011""","=""80*""","=""2.2e+08""",D,"=""46903.32""","=""84268.21""","=""3d5.(2D).4s""","=""b 1D""","=""2""","=""3d5.(a 2D).4p""","=""z 1P*""","=""1""",,"=""c88""","=""L562""",
"=""267.5517""","=""0.0018""","=""267.5518""","=""0.0003""","=""80*""","=""1.8e+08""",C,"=""44521.54""","=""81886.37""","=""3d5.(2F).4s""","=""b 3F""","=""4""","=""3d5.(4F).4p""","=""x 5F*""","=""5""",,"=""c88""","=""L562""",
"=""267.585""","=""0.0015""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L562""",
"=""267.6450""","=""0.0006""","=""267.6455""","=""0.0004""","=""20""","=""""",,"=""49517.69""","=""86869.44""","=""3d5.(2G).4s""","=""c 3G""","=""5""","=""3d5.(2H).4p""","=""y 1I*""","=""6""",,"=""""","=""L562""",
"=""267.6578""","=""0.0006""","=""267.65751""","=""0.00014""","=""40""","=""""",,"=""33147.71""","=""70497.790""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4D).4p""","=""y 5F*""","=""4""",,"=""""","=""L562""",
"=""267.6756""","=""0.0018""","=""267.6736""","=""0.0007""","=""40D?""","=""""",,"=""56883.36""","=""94231.20""","=""3d5.(2S).4s""","=""a 3S""","=""1""","=""3d5.(2S).4p""","=""3P*""","=""2""",,"=""""","=""L562""",
"=""267.7249""","=""0.0006""","=""267.72453""","=""0.00022""","=""100""","=""9.e+07""",D,"=""48333.08""","=""85673.81""","=""3d5.(2H).4s""","=""b 3H""","=""5""","=""3d5.(2H).4p""","=""w 3G*""","=""4""",,"=""c88""","=""L562""",
"=""267.751""","=""0.0015""","=""267.75156""","=""0.00022""","=""5""","=""""",,"=""34910.77""","=""72247.73""","=""3d6""","=""b 3G""","=""4""","=""3d5.(4D).4p""","=""y 5D*""","=""3""",,"=""""","=""L562""",
"=""267.7851""","=""0.0006""","=""267.7848""","=""0.0003""","=""200""","=""1.2e+08""",D,"=""32818.44""","=""70150.76""","=""3d5.(4D).4s""","=""b 5D""","=""0""","=""3d5.(4D).4p""","=""y 5F*""","=""1""",,"=""c88""","=""L562""",
"=""267.8553""","=""0.0006""","=""267.8551""","=""0.0003""","=""50""","=""""",,"=""30523.71""","=""67846.24""","=""3d6""","=""a 3H""","=""6""","=""3d5.(4G).4p""","=""z 3H*""","=""5""",,"=""""","=""L562""",
"=""267.9166""","=""0.0006""","=""267.91618""","=""0.00022""","=""200""","=""1.1e+08""",D,"=""32836.74""","=""70150.76""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4D).4p""","=""y 5F*""","=""1""",,"=""c88""","=""L562""",
"=""267.9517""","=""0.0006""","=""267.9528""","=""0.0003""","=""30""","=""""",,"=""44745.501""","=""82054.42""","=""3d5.(2F).4s""","=""b 3F""","=""2""","=""3d5.(4F).4p""","=""x 5F*""","=""2""",,"=""""","=""L562""",
"=""267.9947""","=""0.0006""","=""267.9947""","=""0.0006""","=""100""","=""2.3e+08""",C,"=""48333.08""","=""85636.17""","=""3d5.(2H).4s""","=""b 3H""","=""5""","=""3d5.(2H).4p""","=""y 3I*""","=""6""",,"=""c88""","=""L562""",
"=""268.0338""","=""0.0006""","=""268.03356""","=""0.00014""","=""500""","=""4.1e+07""",C+,"=""33248.66""","=""70546.34""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4G).4p""","=""z 3G*""","=""4""",,"=""T7259""","=""L562""",
"=""268.038""","=""0.0015""","=""268.03814""","=""0.00022""","=""40""","=""2.0e+08""",C,"=""52653.327""","=""89950.37""","=""3d5.(2G).4s""","=""b 1G""","=""4""","=""3d5.(a 2G).4p""","=""x 1F*""","=""3""",,"=""c88""","=""L562""",
"=""268.0681""","=""0.0006""","=""268.0683""","=""0.0004""","=""300""","=""1.4e+08""",C,"=""41182.62""","=""78475.47""","=""3d5.(2I).4s""","=""a 3I""","=""7""","=""3d5.(2I).4p""","=""z 3I*""","=""7""",,"=""c88""","=""L562""",
"=""268.0769""","=""0.0006""","=""268.07719""","=""0.00022""","=""40""","=""""",,"=""32859.15""","=""70150.76""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4D).4p""","=""y 5F*""","=""1""",,"=""""","=""L562""",
"=""268.1252""","=""0.0006""","=""268.1252""","=""0.0004""","=""300""","=""1.21e+08""",C,"=""41190.53""","=""78475.47""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(2I).4p""","=""z 3I*""","=""7""",,"=""c88""","=""L562""",
"=""268.1712""","=""0.0006""","=""268.16824""","=""0.00014""","=""30""","=""""",,"=""33248.66""","=""70527.61""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4G).4p""","=""z 3G*""","=""5""",,"=""""","=""L562""",
"=""268.2368""","=""0.0006""","=""268.23696""","=""0.00014""","=""80""","=""""",,"=""33248.66""","=""70518.06""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4G).4p""","=""z 3G*""","=""3""",,"=""""","=""L562""",
"=""268.2499""","=""0.0006""","=""268.24984""","=""0.00014""","=""30""","=""""",,"=""33278.73""","=""70546.34""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(4G).4p""","=""z 3G*""","=""4""",,"=""""","=""L562""",
"=""268.348""","=""0.0015""","=""268.3468""","=""0.0004""","=""1""","=""""",,"=""67766.817""","=""105020.96""","=""3d5.(4G).4p""","=""z 3F*""","=""2""","=""3d5.(4P).5s""","=""e 3P""","=""1""",,"=""""","=""L562""",
"=""268.3833""","=""0.0006""","=""268.38293""","=""0.00014""","=""100""","=""""",,"=""33248.66""","=""70497.790""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4D).4p""","=""y 5F*""","=""4""",,"=""""","=""L562""",
"=""268.4539""","=""0.0006""","=""268.45357""","=""0.00014""","=""300""","=""8.e+07""",D,"=""33278.73""","=""70518.06""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(4G).4p""","=""z 3G*""","=""3""",,"=""c88""","=""L562""",
"=""268.495""","=""0.0015""","=""268.4952""","=""0.0003""","=""10""","=""""",,"=""47073.64""","=""84307.20""","=""3d5.(2F).4s""","=""a 1F""","=""3""","=""3d5.(a 2G).4p""","=""x 3H*""","=""4""",,"=""""","=""L562""",
"=""268.513""","=""0.0015""","=""268.51327""","=""0.00022""","=""50""","=""5.2e+05""",D+,"=""30679.51""","=""67910.56""","=""3d6""","=""a 3H""","=""5""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""T7259""","=""L562""",
"=""268.568""","=""0.0015""","=""268.56872""","=""0.00022""","=""2""","=""""",,"=""66645.116""","=""103868.48""","=""3d5.(4P).4p""","=""z 5D*""","=""1""","=""3d5.(4P).5s""","=""e 5P""","=""1""",,"=""""","=""L562""",
"=""268.5883""","=""0.0006""","=""268.5877""","=""0.0003""","=""100""","=""3.2e+07""",D,"=""30523.71""","=""67744.44""","=""3d6""","=""a 3H""","=""6""","=""3d5.(4G).4p""","=""z 3H*""","=""6""",,"=""c88""","=""L562""",
"=""268.5983""","=""0.0018""","=""268.5985""","=""0.0004""","=""40*""","=""1.01e+08""",C,"=""51553.11""","=""88772.35""","=""3d5.(2H).4s""","=""a 1H""","=""5""","=""3d5.(a 2G).4p""","=""3G*""","=""5""",,"=""c88""","=""L562""",
"=""268.5983""","=""0.0018""","=""268.59978""","=""0.00014""","=""40*""","=""""",,"=""33278.73""","=""70497.790""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(4D).4p""","=""y 5F*""","=""4""",,"=""""","=""L562""",
"=""268.630""","=""0.0015""","=""268.6318""","=""0.0006""","=""3""","=""""",,"=""54846.269""","=""92060.89?""","=""3d4.4s2""","=""c 5D""","=""0""","=""3d5.(b 2F).4p""","=""u 3D*""","=""1""",,"=""""","=""L562""",
"=""268.662""","=""0.0015""","=""268.6633""","=""0.0003""","=""20""","=""""",,"=""48333.08""","=""85543.34""","=""3d5.(2H).4s""","=""b 3H""","=""5""","=""3d5.(2H).4p""","=""w 3G*""","=""5""",,"=""""","=""L562""",
"=""268.7368""","=""0.0018""","=""268.73640""","=""0.00014""","=""30*""","=""1.5e+08""",C,"=""44899.851""","=""82099.99""","=""3d5.(2F).4s""","=""b 3F""","=""3""","=""3d5.(2F).4p""","=""y 3G*""","=""4""",,"=""c88""","=""L562""",
"=""268.7368""","=""0.0018""","=""268.7365""","=""0.0006""","=""30*""","=""""",,"=""48436.05""","=""85636.17""","=""3d5.(2H).4s""","=""b 3H""","=""6""","=""3d5.(2H).4p""","=""y 3I*""","=""6""",,"=""""","=""L562""",
"=""268.7457""","=""0.0006""","=""268.7461""","=""0.0003""","=""20""","=""1.2e+08""",D,"=""52373.269""","=""89572.06""","=""3d5.(2F).4s""","=""d 3F""","=""3""","=""3d5.(b 2F).4p""","=""t 3F*""","=""3""",,"=""c88""","=""L562""",
"=""268.788""","=""0.0015""","=""268.7905""","=""0.0003""","=""5""","=""""",,"=""52379.41""","=""89572.06""","=""3d5.(2F).4s""","=""d 3F""","=""2""","=""3d5.(b 2F).4p""","=""t 3F*""","=""3""",,"=""""","=""L562""",
"=""268.799""","=""0.002""","=""268.79777""","=""0.00022""","=""2*""","=""""",,"=""66676.833""","=""103868.48""","=""3d5.(4P).4p""","=""z 5D*""","=""2""","=""3d5.(4P).5s""","=""e 5P""","=""1""",,"=""""","=""L562""",
"=""268.799""","=""0.002""","=""268.80017""","=""0.00022""","=""2*""","=""""",,"=""66645.116""","=""103836.43""","=""3d5.(4P).4p""","=""z 5D*""","=""1""","=""3d5.(4P).5s""","=""e 5P""","=""2""",,"=""""","=""L562""",
"=""268.8247""","=""0.0006""","=""268.8221""","=""0.0003""","=""200""","=""""",,"=""52383.78""","=""89572.06""","=""3d5.(2F).4s""","=""d 3F""","=""4""","=""3d5.(b 2F).4p""","=""t 3F*""","=""3""",,"=""""","=""L562""",
"=""268.834""","=""0.0015""","=""268.83544""","=""0.00022""","=""5""","=""6.0e+05""",C,"=""30679.51""","=""67865.945""","=""3d6""","=""a 3H""","=""5""","=""3d5.(4G).4p""","=""z 3F*""","=""4""",,"=""T7259""","=""L562""",
"=""268.9787""","=""0.0006""","=""268.97798""","=""0.00022""","=""100""","=""3.2e+07""",D,"=""30679.51""","=""67846.24""","=""3d6""","=""a 3H""","=""5""","=""3d5.(4G).4p""","=""z 3H*""","=""5""",,"=""c88""","=""L562""",
"=""269.024""","=""0.0015""","=""269.02363""","=""0.00022""","=""3""","=""""",,"=""66643.296""","=""103803.72""","=""3d5.(4G).4p""","=""z 5F*""","=""4""","=""3d5.(4P).5s""","=""e 5P""","=""3""",,"=""""","=""L562""",
"=""269.0296""","=""0.0006""","=""269.02962""","=""0.00022""","=""5""","=""""",,"=""66676.833""","=""103836.43""","=""3d5.(4P).4p""","=""z 5D*""","=""2""","=""3d5.(4P).5s""","=""e 5P""","=""2""",,"=""""","=""L562""",
"=""269.0396""","=""0.0018""","=""269.0403""","=""0.0004""","=""30*""","=""""",,"=""41182.62""","=""78340.74""","=""3d5.(2I).4s""","=""a 3I""","=""7""","=""3d5.(2I).4p""","=""z 3I*""","=""6""",,"=""""","=""L562""",
"=""269.0396""","=""0.0018""","=""269.04162""","=""0.00022""","=""30*""","=""""",,"=""49291.36""","=""86449.30""","=""3d6""","=""b 1F""","=""3""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""""","=""L562""",
"=""269.085""","=""0.0015""","=""269.0861""","=""0.0003""","=""20""","=""""",,"=""44899.851""","=""82051.65""","=""3d5.(2F).4s""","=""b 3F""","=""3""","=""3d5.(4F).4p""","=""x 5F*""","=""3""",,"=""""","=""L562""",
"=""269.0978""","=""0.0006""","=""269.0976""","=""0.0003""","=""100""","=""1.5e+08""",C,"=""41190.53""","=""78340.74""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(2I).4p""","=""z 3I*""","=""6""",,"=""c88""","=""L562""",
"=""269.119""","=""0.0015""","=""269.12069""","=""0.00022""","=""20""","=""""",,"=""52653.327""","=""89800.35""","=""3d5.(2G).4s""","=""b 1G""","=""4""","=""3d5.(b 2F).4p""","=""t 3F*""","=""4""",,"=""""","=""L562""",
"=""269.125""","=""0.0015""","=""269.1270""","=""0.0004""","=""10""","=""""",,"=""52373.269""","=""89519.42""","=""3d5.(2F).4s""","=""d 3F""","=""3""","=""3d5.(b 2F).4p""","=""t 3F*""","=""2""",,"=""""","=""L562""",
"=""269.1717""","=""0.0018""","=""269.1715""","=""0.0004""","=""80*""","=""1.1e+08""",D,"=""52379.41""","=""89519.42""","=""3d5.(2F).4s""","=""d 3F""","=""2""","=""3d5.(b 2F).4p""","=""t 3F*""","=""2""",,"=""c88""","=""L562""",
"=""269.1717""","=""0.0018""","=""269.17305""","=""0.00022""","=""80*""","=""""",,"=""29869.42""","=""67009.217""","=""3d6""","=""a 3P""","=""2""","=""3d5.(4P).4p""","=""z 5D*""","=""3""",,"=""""","=""L562""",
"=""269.1981""","=""0.0006""","=""269.1980""","=""0.0003""","=""200""","=""9.5e+07""",C,"=""41204.38""","=""78340.74""","=""3d5.(2I).4s""","=""a 3I""","=""5""","=""3d5.(2I).4p""","=""z 3I*""","=""6""",,"=""c88""","=""L562""",
"=""269.2450""","=""0.0006""","=""269.2446""","=""0.0004""","=""100""","=""2.3e+08""",C,"=""48317.83""","=""85447.76""","=""3d5.(2H).4s""","=""b 3H""","=""4""","=""3d5.(2H).4p""","=""y 3I*""","=""5""",,"=""c88""","=""L562""",
"=""269.2665""","=""0.0006""","=""269.26665""","=""0.00022""","=""4""","=""""",,"=""66676.833""","=""103803.72""","=""3d5.(4P).4p""","=""z 5D*""","=""2""","=""3d5.(4P).5s""","=""e 5P""","=""3""",,"=""""","=""L562""",
"=""269.304""","=""0.0015""","=""269.30418""","=""0.00012""","=""20""","=""""",,"=""36274.62""","=""73396.334""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4D).4p""","=""y 3D*""","=""2""",,"=""""","=""L562""",
"=""269.311""","=""0.0015""","=""269.31064""","=""0.00013""","=""60""","=""""",,"=""36274.62""","=""73395.444""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4D).4p""","=""y 3D*""","=""3""",,"=""""","=""L562""",
"=""269.3192""","=""0.0006""","=""269.31892""","=""0.00007""","=""500""","=""9.4e+07""",B+,"=""29889.534""","=""67009.217""","=""3d5.(4P).4s""","=""a 5P""","=""3""","=""3d5.(4P).4p""","=""z 5D*""","=""3""",,"=""T7259""","=""L562""",
"=""269.3387""","=""0.0006""","=""269.33852""","=""0.00022""","=""5""","=""""",,"=""66686.739""","=""103803.72""","=""3d5.(4G).4p""","=""z 5F*""","=""3""","=""3d5.(4P).5s""","=""e 5P""","=""3""",,"=""""","=""L562""",
"=""269.3570""","=""0.0018""","=""269.3552""","=""0.0004""","=""100*""","=""""",,"=""48333.08""","=""85447.76""","=""3d5.(2H).4s""","=""b 3H""","=""5""","=""3d5.(2H).4p""","=""y 3I*""","=""5""",,"=""""","=""L562""",
"=""269.3570""","=""0.0018""","=""269.3565""","=""0.0004""","=""100*""","=""1.54e+07""",C+,"=""30796.06""","=""67910.56""","=""3d6""","=""a 3H""","=""4""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""T7259""","=""L562""",
"=""269.383""","=""0.0015""","=""269.38262""","=""0.00013""","=""15""","=""""",,"=""36274.62""","=""73385.525""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4D).4p""","=""y 3D*""","=""1""",,"=""""","=""L562""",
"=""269.4102""","=""0.0018""","=""269.4089""","=""0.0003""","=""100*""","=""1.07e+08""",C,"=""48436.05""","=""85543.34""","=""3d5.(2H).4s""","=""b 3H""","=""6""","=""3d5.(2H).4p""","=""w 3G*""","=""5""",,"=""c88""","=""L562""",
"=""269.4102""","=""0.0018""","=""269.4112""","=""0.0004""","=""100*""","=""1.08e+08""",C,"=""52653.327""","=""89760.29""","=""3d5.(2G).4s""","=""b 1G""","=""4""","=""3d5.(2H).4p""","=""x 1H*""","=""5""",,"=""c88""","=""L562""",
"=""269.5046""","=""0.0018""","=""269.50339""","=""0.00015""","=""60*""","=""""",,"=""33248.66""","=""70342.936""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4D).4p""","=""y 5F*""","=""3""",,"=""""","=""L562""",
"=""269.5046""","=""0.0018""","=""269.50540""","=""0.00022""","=""60*""","=""""",,"=""44899.851""","=""81993.85""","=""3d5.(2F).4s""","=""b 3F""","=""3""","=""3d5.(4F).4p""","=""x 5F*""","=""4""",,"=""""","=""L562""",
"=""269.5365""","=""0.0006""","=""269.53611""","=""0.00007""","=""500""","=""6.8e+07""",B+,"=""29919.444""","=""67009.217""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d5.(4P).4p""","=""z 5D*""","=""3""",,"=""T7259""","=""L562""",
"=""269.559""","=""0.0015""","=""269.5543""","=""0.0013""","=""5i""","=""""",,"=""53698.736""","=""90786.0""","=""3d6""","=""e 3F""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""3""",,"=""""","=""L562""",
"=""269.5951""","=""0.0006""","=""269.5955""","=""0.0004""","=""50""","=""""",,"=""52383.78""","=""89465.38""","=""3d5.(2F).4s""","=""d 3F""","=""4""","=""3d5.(b 2F).4p""","=""x 1G*""","=""4""",,"=""""","=""L562""",
"=""269.6979""","=""0.0006""","=""269.69823""","=""0.00022""","=""30""","=""""",,"=""44745.501""","=""81812.98""","=""3d5.(2F).4s""","=""b 3F""","=""2""","=""3d5.(2D).4p""","=""x 3D*""","=""2""",,"=""""","=""L562""",
"=""269.7195""","=""0.0018""","=""269.7168""","=""0.0003""","=""20D*""","=""""",,"=""30679.51""","=""67744.44""","=""3d6""","=""a 3H""","=""5""","=""3d5.(4G).4p""","=""z 3H*""","=""6""",,"=""""","=""L562""",
"=""269.7195""","=""0.0018""","=""269.72205""","=""0.00015""","=""20D*""","=""""",,"=""33278.73""","=""70342.936""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(4D).4p""","=""y 5F*""","=""3""",,"=""""","=""L562""",
"=""269.751""","=""0.0015""","=""269.75196""","=""0.00022""","=""10""","=""""",,"=""29869.42""","=""66929.517""","=""3d6""","=""a 3P""","=""2""","=""3d5.(4P).4p""","=""z 5S*""","=""2""",,"=""""","=""L562""",
"=""269.852""","=""0.0015""","=""269.8537""","=""0.0009""","=""10""","=""""",,"=""82232.10""","=""119278.22""","=""3d5.(2F).4p""","=""y 3G*""","=""5""","=""3d5.(6S).8g""","=""5G""","=""""",,"=""""","=""L562""",
"=""269.8626""","=""0.0006""","=""269.86262""","=""0.00022""","=""5""","=""""",,"=""64456.72""","=""101501.621""","=""3d5.(4G).4p""","=""z 5G*""","=""2""","=""3d5.(4G).5s""","=""e 5G""","=""3""",,"=""""","=""L562""",
"=""269.8730""","=""0.0006""","=""269.8725""","=""0.0003""","=""10""","=""9.e+07""",D,"=""64456.72""","=""101500.26""","=""3d5.(4G).4p""","=""z 5G*""","=""2""","=""3d5.(4G).5s""","=""e 5G""","=""2""",,"=""c88""","=""L562""",
"=""269.8989""","=""0.0006""","=""269.89845""","=""0.00007""","=""300""","=""1.3e+08""",D,"=""29889.534""","=""66929.517""","=""3d5.(4P).4s""","=""a 5P""","=""3""","=""3d5.(4P).4p""","=""z 5S*""","=""2""",,"=""c88""","=""L562""",
"=""269.957""","=""0.002""","=""269.95609""","=""0.00022""","=""40*""","=""""",,"=""29869.42""","=""66901.494""","=""3d6""","=""a 3P""","=""2""","=""3d5.(4G).4p""","=""z 5F*""","=""2""",,"=""""","=""L562""",
"=""269.957""","=""0.002""","=""269.95887""","=""0.00015""","=""40*""","=""""",,"=""36364.64""","=""73396.334""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d5.(4D).4p""","=""y 3D*""","=""2""",,"=""""","=""L562""",
"=""269.9853""","=""0.0006""","=""269.98434""","=""0.00022""","=""30""","=""9.e+07""",D,"=""64473.421""","=""101501.621""","=""3d5.(4G).4p""","=""z 5G*""","=""3""","=""3d5.(4G).5s""","=""e 5G""","=""3""",,"=""c88""","=""L562""",
"=""269.995""","=""0.0015""","=""269.9943""","=""0.0003""","=""4""","=""""",,"=""64473.421""","=""101500.26""","=""3d5.(4G).4p""","=""z 5G*""","=""3""","=""3d5.(4G).5s""","=""e 5G""","=""2""",,"=""""","=""L562""",
"=""270.0011""","=""0.0006""","=""270.00134""","=""0.00022""","=""10""","=""""",,"=""64473.421""","=""101499.29""","=""3d5.(4G).4p""","=""z 5G*""","=""3""","=""3d5.(4G).5s""","=""e 5G""","=""4""",,"=""""","=""L562""",
"=""270.0296""","=""0.0006""","=""270.03007""","=""0.00022""","=""10""","=""""",,"=""49427.371""","=""86449.30""","=""3d5.(2G).4s""","=""c 3G""","=""4""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""""","=""L562""",
"=""270.038""","=""0.0015""","=""270.03769""","=""0.00015""","=""30""","=""""",,"=""36364.64""","=""73385.525""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d5.(4D).4p""","=""y 3D*""","=""1""",,"=""""","=""L562""",
"=""270.073""","=""0.0015""","=""270.0731""","=""0.0003""","=""30""","=""""",,"=""30796.06""","=""67812.087""","=""3d6""","=""a 3H""","=""4""","=""3d5.(4G).4p""","=""z 3F*""","=""3""",,"=""""","=""L562""",
"=""270.1024""","=""0.0006""","=""270.10281""","=""0.00007""","=""300""","=""8.0e+07""",B+,"=""29889.534""","=""66901.494""","=""3d5.(4P).4s""","=""a 5P""","=""3""","=""3d5.(4G).4p""","=""z 5F*""","=""2""",,"=""T7259""","=""L562""",
"=""270.1170""","=""0.0006""","=""270.11658""","=""0.00007""","=""500""","=""9.e+07""",D,"=""29919.444""","=""66929.517""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d5.(4P).4p""","=""z 5S*""","=""2""",,"=""c88""","=""L562""",
"=""270.1530""","=""0.0006""","=""270.15252""","=""0.00022""","=""20""","=""9.e+07""",D,"=""64494.14""","=""101499.29""","=""3d5.(4G).4p""","=""z 5G*""","=""4""","=""3d5.(4G).5s""","=""e 5G""","=""4""",,"=""c88""","=""L562""",
"=""270.1698""","=""0.0006""","=""270.1698""","=""0.0003""","=""2000""","=""2.6e+08""",C,"=""27547.26""","=""64550.04""","=""3d5.(4G).4s""","=""a 5G""","=""6""","=""3d5.(4G).4p""","=""z 5G*""","=""6""",,"=""c88""","=""L562""",
"=""270.223""","=""0.0015""","=""270.2233""","=""0.0003""","=""5""","=""""",,"=""64494.14""","=""101489.60""","=""3d5.(4G).4p""","=""z 5G*""","=""4""","=""3d5.(4G).5s""","=""e 5G""","=""5""",,"=""""","=""L562""",
"=""270.2984""","=""0.0006""","=""270.2987""","=""0.0005""","=""30""","=""8.e+07""",D,"=""56883.36""","=""93868.50""","=""3d5.(2S).4s""","=""a 3S""","=""1""","=""3d5.(2S).4p""","=""3P*""","=""1""",,"=""c88""","=""L562""",
"=""270.304""","=""0.0015""","=""270.30592""","=""0.00022""","=""5""","=""""",,"=""49465.15""","=""86449.30""","=""3d5.(2G).4s""","=""c 3G""","=""3""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""""","=""L562""",
"=""270.322""","=""0.0015""","=""270.32127""","=""0.00006""","=""30""","=""2.84e+07""",B+,"=""29919.444""","=""66901.494""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d5.(4G).4p""","=""z 5F*""","=""2""",,"=""T7259""","=""L562""",
"=""270.334""","=""0.0015""","=""270.33334""","=""0.00022""","=""2""","=""""",,"=""64518.89""","=""101499.29""","=""3d5.(4G).4p""","=""z 5G*""","=""5""","=""3d5.(4G).5s""","=""e 5G""","=""4""",,"=""""","=""L562""",
"=""270.3453""","=""0.0006""","=""270.34511""","=""0.00022""","=""40""","=""""",,"=""27571.25""","=""64550.04""","=""3d5.(4G).4s""","=""a 5G""","=""5""","=""3d5.(4G).4p""","=""z 5G*""","=""6""",,"=""""","=""L562""",
