element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Mn,II,196.445,196.44517,80.0,,31514.71,82419.5
Mn,II,196.47,196.46956,20.0,,38901.88,89800.35
Mn,II,196.568,196.5638,,,34762.098,85636.17
Mn,II,196.568,196.56827,,,31514.71,82387.62
Mn,II,196.604,196.60421,20.0,,30796.06,81659.67
Mn,II,196.624,196.62431,2.0,,38901.88,89760.29
Mn,II,196.759,196.7579,30.0,,34910.77,85734.65
Mn,II,196.924,196.92311,200.0,70000000.0,34762.098,85543.34
Mn,II,196.987,196.98724,50.0,,33147.71,83912.42
Mn,II,196.995,196.99372,100.0,,34910.77,85673.81
Mn,II,197.016,197.01537,5.0,,31662.04,82419.5
Mn,II,197.0947,197.09486,5.0,,43131.51,93868.5
Mn,II,197.122,197.12256,100.0,,35004.79,85734.65
Mn,II,197.171,197.17103,20.0,,31514.71,82232.1
Mn,II,197.41,197.41349,100.0,,33278.73,83933.83
Mn,II,197.482,197.4821,80.0,,30684.96,81322.46
Mn,II,197.524,197.5238,,,33248.66,83875.47
Mn,II,197.524,197.52536,,,31761.21,82387.62
Mn,II,197.6002,,10.0,,,
Mn,II,197.618,197.61866,2.0,,31514.71,82117.22
Mn,II,197.627,197.62744,2.0,,30679.51,81279.77
Mn,II,197.687,197.68597,40.0,,31514.71,82099.99
Mn,II,197.772,197.77112,40.0,,38901.88,89465.38
Mn,II,197.875,197.87486,,,34910.77,85447.76
Mn,II,197.875,197.87506,,,31514.71,82051.65
Mn,II,198.084,198.0837,2.0,,30796.06,81279.77
Mn,II,198.101,198.10163,10.0,,31514.71,81993.85
Mn,II,198.116,198.11517,20.0,,31761.21,82236.9
Mn,II,198.167,198.16578,20.0,,30684.96,81147.76
Mn,II,198.26,198.26341,10.0,,31662.04,82099.99
Mn,II,198.317,198.31602,60.0,,30796.06,81220.63
Mn,II,198.443,198.4427,20.0,,31662.04,82054.42
Mn,II,198.525,198.52433,2.0,,31514.71,81886.37
Mn,II,198.64,198.6396,20.0,,38720.26,89062.69
Mn,II,198.806,198.8061,30.0,,31022.2,81322.46
Mn,II,198.941,198.94155,50.0,,31514.71,81780.73
Mn,II,199.23,199.23087,20.0,,14325.866,64518.89
Mn,II,199.36,199.35882,10.0,,38901.88,89062.69
Mn,II,199.399,199.39806,100.0,,31662.04,81812.98
Mn,II,199.423,199.42184,300.0,120000000.0,31514.71,81659.67
Mn,II,199.5275,199.52636,1.0,,31662.04,81780.73
Mn,II,199.794,199.7919,,,38720.26,88772.35
Mn,II,199.794,199.79313,,,31761.21,81812.98
Mn,II,199.992,199.988,,,53597.139,103600.14
Mn,II,199.992,199.98892,,,32836.74,82839.51
Mn,II,200.052,200.05202,80.0,,31761.21,81732.02
Mn,II,200.191,200.1896,,180000000.0,59537.455,109473.92
Mn,II,200.335,200.33472,,,14593.835,64494.14
Mn,II,200.423,200.42432,1.0,,32857.27,82735.27
Mn,II,200.456,200.45458,60.0,,38901.88,88772.35
Mn,II,200.5165,200.51559,,,32857.27,82712.57
Mn,II,200.6682,200.66804,15.0,,32787.9,82605.33
Mn,II,200.79,200.78998,3.0,,36274.62,86061.8
Mn,II,200.906,200.90653,1.0,,39813.76,89572.06
Mn,II,200.948,200.94789,3.0,,32857.27,82605.33
Mn,II,201.1928,201.19313,100.0,,33248.66,82936.09
Mn,II,201.2119,201.21087,100.0,,33147.71,82830.76
Mn,II,201.2799,201.27958,30.0,,34762.098,84428.19
Mn,II,201.3157,201.31498,,,33278.73,82936.09
Mn,II,201.3157,201.3169,,,39808.492,89465.38
Mn,II,201.3895,201.38921,100.0,,33278.73,82917.79
Mn,II,201.62,201.6206,5.0,,33248.66,82830.76
Mn,II,201.705,201.70543,40.0,,31761.21,81322.46
Mn,II,201.717,201.71626,5.0,,31662.04,81220.63
Mn,II,202.0141,202.01334,30.0,,31662.04,81147.76
Mn,II,202.102,202.10243,5.0,,33248.66,82712.57
Mn,II,202.183,202.183,50.0,,32787.9,82232.1
Mn,II,202.363,202.36327,5.0,,32836.74,82236.9
Mn,II,202.435,202.4344,,,59537.455,108920.25
Mn,II,202.435,202.4363,,,56883.36,106265.7
Mn,II,202.435,202.4368,,,64550.04,113932.26
Mn,II,202.435,202.4368,,,64550.04,113932.26
Mn,II,202.546,202.54284,5.0,,32836.74,82193.11
Mn,II,202.654,202.65392,40.0,,32787.9,82117.22
Mn,II,203.0098,203.01037,20.0,,32857.27,82099.99
Mn,II,203.12,203.11961,30.0,,30523.71,79739.95
Mn,II,203.216,203.21764,10.0,,32859.15,82051.65
Mn,II,203.393,203.39206,50.0,,34762.098,83912.42
Mn,II,203.5133,203.5123,,,43395.395,92516.68
Mn,II,203.5133,203.51307,,,30679.51,79800.61
Mn,II,203.548,203.5451,5.0,,34762.098,83875.47
Mn,II,203.607,203.60689,10.0,,32787.9,81886.37
Mn,II,203.731,203.73039,500.0,140000000.0,30523.71,79592.42
Mn,II,203.7643,203.76474,400.0,120000000.0,30679.51,79739.95
Mn,II,203.997,203.9922,,,32857.27,81863.01
Mn,II,203.997,203.99717,,120000000.0,30796.06,79800.61
Mn,II,204.163,204.16321,40.0,,34910.77,83875.47
Mn,II,204.214,204.21502,10.0,,33147.71,82099.99
Mn,II,204.25,204.25003,10.0,,30796.06,79739.95
Mn,II,204.312,204.31203,40.0,,35004.79,83933.83
Mn,II,204.343,204.34319,1.0,,32859.15,81780.73
Mn,II,204.38,204.37941,15.0,,30679.51,79592.42
Mn,II,204.659,204.65883,20.0,,33147.71,81993.85
Mn,II,205.983,205.98343,1.0,,33248.66,81780.73
Mn,II,206.4043,206.40436,15.0,,30679.51,79112.62
Mn,II,207.3584,207.35836,2.0,,37851.49,86061.8
Mn,II,207.497,207.5001,5.0,,46903.32,95080.71
Mn,II,207.621,207.6217,300.0,120000000.0,38720.26,86869.44
Mn,II,207.666,207.66743,3.0,,31662.04,79800.61
Mn,II,207.6946,207.69552,15.0,,33147.71,81279.77
Mn,II,207.969,207.96948,5.0,,34762.098,82830.76
Mn,II,208.13,208.13011,20.0,,39826.91,87858.48
Mn,II,208.1548,208.15719,20.0,,34910.77,82936.09
Mn,II,208.476,208.47656,100.0,42000000.0,30523.71,78475.47
Mn,II,208.614,208.61479,10.0,,34910.77,82830.76
Mn,II,208.645,208.64523,2.0,,35004.79,82917.79
Mn,II,208.684,208.68487,,,39813.76,87717.66
Mn,II,208.684,208.6863,,,36364.64,84268.21
Mn,II,208.891,208.8924,40.0,70000000.0,43528.661,91384.98
Mn,II,208.929,208.9296,10.0,,43537.186,91384.98
Mn,II,209.259,209.26179,30.0,,39808.492,87580.34
Mn,II,209.7463,209.74753,200.0,46000000.0,30679.51,78340.74
Mn,II,209.8301,209.8305,10.0,,43395.395,91037.79
Mn,II,209.917,209.9165,5.0,,43395.395,91018.27
Mn,II,210.025,210.0266,8.0,,31514.71,79112.62
Mn,II,210.186,210.1872,5.0,,44521.54,92083.09
Mn,II,210.25,210.24965,200.0,90000000.0,38901.88,86449.3
Mn,II,210.418,210.4191,10.0,,43528.661,91037.79
Mn,II,210.457,210.4569,30.0,,43537.186,91037.79
Mn,II,210.589,210.59258,20.0,,34762.098,82232.1
Mn,II,210.612,210.61345,5.0,,43131.51,90596.81
Mn,II,210.676,210.6767,30.0,,43131.51,90582.55
Mn,II,210.697,210.6967,5.0,,43339.452,90786.0
Mn,II,210.806,210.8056,100.0,,30523.71,77945.75
Mn,II,210.946,210.9454,5.0,,43395.395,90786.0
Mn,II,211.1022,211.10352,10.0,,34762.098,82117.22
Mn,II,211.164,211.1639,1.0,,43696.217,91037.79
Mn,II,211.179,211.18037,2.0,,34762.098,82099.99
Mn,II,211.201,,3.0,,,
Mn,II,211.254,211.25429,0.0,,34910.77,82232.1
Mn,II,211.3964,211.39784,300.0,53000000.0,30796.06,78085.26
Mn,II,211.5391,211.5403,10.0,,43339.452,90596.81
Mn,II,211.567,211.56814,2.0,,31662.04,78913.18
Mn,II,211.605,211.6042,10.0,,43339.452,90582.55
Mn,II,211.79,211.79104,1.0,,43395.395,90596.81
Mn,II,211.8454,211.84578,30.0,,34910.77,82099.99
Mn,II,211.872,211.87264,1.0,,44899.851,92083.09
Mn,II,211.94,211.9437,30.0,70000000.0,49882.208,97049.64
Mn,II,211.965,211.96528,100.0,,30679.51,77842.13
Mn,II,211.978,211.97742,,130000000.0,38901.88,86061.8
Mn,II,211.978,211.9783,,,49889.927,97049.64
Mn,II,212.027,212.0276,15.0,,43311.324,90460.09
Mn,II,212.067,212.0666,1.0,,44899.851,92039.94
Mn,II,212.916,212.9151,2.0,,34910.77,81863.01
Mn,II,212.991,212.9904,1.0,,43850.341,90786.0
Mn,II,213.105,213.1057,30.0,,49889.927,96800.19
Mn,II,213.148,213.14964,2.0,,43696.217,90596.81
Mn,II,213.214,213.2145,1.0,,43696.217,90582.55
Mn,II,213.3452,213.34555,100.0,80000000.0,38901.88,85759.41
Mn,II,213.457,213.45836,20.0,,38901.88,85734.65
Mn,II,213.521,213.52178,50.0,,43131.51,89950.37
Mn,II,213.583,213.5851,2.0,,41190.53,87995.51
Mn,II,213.623,213.62473,1.0,,36274.62,83070.92
Mn,II,213.635,213.6365,20.0,,49820.205,96613.93
Mn,II,213.717,213.71773,15.0,,35004.79,81780.73
Mn,II,213.896,213.89691,1.0,,41204.38,87941.14
