element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Na,II,288.1146,288.1149,900.0,250000000.0,265689.62,300387.82
Na,II,288.4249,,90.0,,,
Na,II,288.6257,288.6259,850.0,107000000.0,298165.44,332802.21
Na,II,288.795,,100.0,,,
Na,II,288.895,,80.0,,,
Na,II,288.961,,70.0,,,
Na,II,289.051,,50.0,,,
Na,II,289.121,,70.0,,,
Na,II,289.3949,289.3954,700.0,148000000.0,298165.44,332710.11
Na,II,289.661,,60.0,,,
Na,II,289.74,,70.0,,,
Na,II,290.1139,290.1143,900.0,110000000.0,297248.82,331707.9
Na,II,290.4716,290.4709,800.0,10000000.0,297248.82,331665.59
Na,II,290.4915,290.4918,1100.0,73000000.0,265689.62,300103.92
Na,II,290.74,290.7389,250.0,,330789.05,365174.1
Na,II,290.752,290.7446,250.0,,330789.05,365173.42
Na,II,290.856,,160.0,,,
Na,II,291.752,291.7521,1100.0,79200000.0,264924.32,299189.96
Na,II,291.9049,291.905,1100.0,160000000.0,297248.82,331496.51
Na,II,291.985,291.9849,1200.0,133000000.0,297635.61,331873.93
Na,II,292.0945,292.0944,1300.0,66600000.0,266281.62,300507.11
Na,II,292.3485,292.3484,1000.0,14100000.0,265689.62,299885.37
Na,II,293.0882,293.0881,750.0,98300000.0,297635.61,331745.06
Na,II,293.4079,293.4078,850.0,28000000.0,297635.61,331707.9
Na,II,293.555,,130.0,,,
Na,II,293.7735,293.7726,950.0,130000000.0,297635.61,331665.59
Na,II,294.2657,294.2655,450.0,10000000.0,299189.96,333162.94
Na,II,294.5702,294.5699,800.0,28000000.0,297248.82,331186.7
Na,II,294.7449,294.7445,950.0,71000000.0,299189.96,333107.74
Na,II,295.1235,295.1235,1200.0,433000000.0,297248.82,331123.04
Na,II,295.2396,295.2396,1100.0,18000000.0,297635.61,331496.51
Na,II,296.0116,296.0115,850.0,56000000.0,299189.96,332962.57
Na,II,296.167,,80.0,,,
Na,II,296.5742,296.5746,450.0,460000.0,298165.44,331873.93
