element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Al,II,253.2629,253.2635,300.0,,95549.42,135022.127
Al,II,253.3117,253.3117,5.0,,95550.51,135015.701
Al,II,253.317,253.3177,45.0,,95551.44,135015.701
Al,II,254.0179,254.0182,150.0,,106920.56,146276.0
Al,II,254.0706,254.0705,100.0,,110089.83,149437.17
Al,II,254.5606,254.5609,450.0,,106920.56,146192.1
Al,II,254.9314,254.9313,150.0,,105427.52,144642.0
Al,II,255.0217,255.0211,450.0,,105441.5,144642.18
Al,II,255.2109,255.2109,500.0,,105470.93,144642.45
Al,II,255.6007,255.6008,50.0,,110089.83,149201.6
Al,II,255.6793,255.6789,300.0,,105427.52,144527.35
Al,II,255.7707,255.7704,500.0,,105441.5,144527.35
Al,II,255.9627,255.9631,1000.0,,105470.93,144527.35
Al,II,256.5694,256.5693,150.0,,110089.83,149053.98
Al,II,258.6829,258.6827,150.0,,110089.83,148735.66
Al,II,259.6992,259.699,300.0,,110089.83,148584.44
Al,II,262.2926,262.2934,15.0,,111637.33,149751.2
Al,II,262.7597,262.7609,350.0,,110089.83,148135.9
Al,II,263.1546,263.1546,100.0,248000000.0,85481.35,123470.5
Al,II,263.502,263.5018,250.0,,85481.35,123420.45
Al,II,263.6724,263.6716,500.0,,110089.83,148004.49
Al,II,263.7689,263.7691,3000.0,28500000.0,95549.42,133450.07
Al,II,263.8178,263.8178,1000.0,3180000.0,95549.42,133443.08
Al,II,263.8255,263.8254,2500.0,25300000.0,95550.51,133443.08
Al,II,,263.8552,,125000.0,95549.42,133437.71
Al,II,263.8627,263.8628,500.0,4440000.0,95550.51,133437.71
Al,II,263.869,263.8692,2000.0,24000000.0,95551.44,133437.71
Al,II,264.0408,264.0407,450.0,,106920.56,144782.23
Al,II,265.0073,265.0073,500.0,,106920.56,144644.14
Al,II,,266.0355,,0.00335,0.0,37577.79
Al,II,266.9157,266.9155,,3280.0,0.0,37453.91
Al,II,267.1811,267.1813,45.0,,111637.33,149053.98
Al,II,268.3274,268.3274,500.0,,110089.83,147346.67
Al,II,268.8743,268.8748,500.0,,110089.83,147270.82
Al,II,270.577,270.5769,50.0,,111637.33,148584.44
Al,II,270.6435,270.6435,300.0,,105427.52,142365.54
Al,II,270.7452,270.7449,500.0,,105441.5,142365.69
Al,II,270.9593,270.9587,1000.0,,105470.93,142365.98
Al,II,271.9884,271.9881,350.0,,105427.52,142182.94
Al,II,272.3098,272.3098,500.0,,105470.93,142182.94
Al,II,274.8925,274.8921,150.0,,111637.33,148004.49
Al,II,276.0844,276.0845,500.0,,110089.83,146299.92
Al,II,276.2464,276.2464,500.0,,110089.83,146278.7
Al,II,280.1178,280.1181,500.0,,106920.56,142609.27
Al,II,280.5518,280.5522,150.0,,111637.33,147270.82
Al,II,281.6185,281.6185,4000.0,357000000.0,59852.02,95350.6
Al,II,282.0646,282.0641,125.0,,106920.56,142363.06
Al,II,286.8494,286.8494,1000.0,,110089.83,144941.1
Al,II,288.145,288.1446,500.0,,110089.83,144784.45
Al,II,288.4106,288.4109,10.0,,111637.33,146299.92
Al,II,290.2141,290.2143,,,91274.5,125721.703
Al,II,290.3225,290.3228,,,91274.5,125708.828
Al,II,290.3718,290.3708,,,91274.5,125703.14
Al,II,299.4277,299.4273,50.0,4040000.0,105427.52,138814.87
Al,II,299.5525,299.5528,400.0,5440000.0,105441.5,138814.87
Al,II,,299.5528,,3030000.0,105441.5,138814.87
Al,II,299.815,299.8149,500.0,7260000.0,105470.93,138815.12
