element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Cu,I,264.984,264.9826,,,40114.01,77841.1
Cu,I,265.144,265.138,,,41562.93,79267.93
Cu,I,265.1693,265.168,,,40114.01,77814.7
Cu,I,265.2065,265.2081,,,41562.93,79257.95
Cu,I,266.659,266.655,,,41562.93,79053.38
Cu,I,267.1204,267.1197,,,41562.93,78988.2
Cu,I,267.6428,267.6436,20.0,,40909.16,78261.18
Cu,I,267.919,267.919,0.0,,39018.69,76332.32
Cu,I,268.768,268.764,,,41153.47,78349.76
Cu,I,269.408,269.4058,,,41153.47,78261.18
Cu,I,270.265,270.2637,,,40909.16,77899.09
Cu,I,270.265,270.265,,,40943.78,77933.5
Cu,I,270.409,270.4102,,,44406.32,81376.21
Cu,I,270.518,270.5164,,,42302.58,79257.95
Cu,I,270.75,270.7495,,,41562.93,78486.49
Cu,I,271.4,271.397,,,40114.01,76949.44
Cu,I,271.454,271.457,,,43726.24,80553.6
Cu,I,271.535,271.5362,,,42302.58,79119.17
Cu,I,271.5543,271.5538,,,42302.58,79116.79
Cu,I,271.8847,271.8828,,,44544.16,81313.82
Cu,I,271.9097,271.9108,,,41153.47,77919.35
Cu,I,272.0199,272.0223,,,42302.58,79053.38
Cu,I,272.062,272.0607,,,41153.47,77899.09
Cu,I,272.175,272.175,,,43726.24,80456.4
Cu,I,272.2702,272.2705,,,40114.01,76831.32
Cu,I,272.3953,272.3954,30.0,,41153.47,77853.94
Cu,I,273.4858,273.4858,10.0,,39018.69,75572.84
Cu,I,273.7608,273.7603,,,39018.69,75536.19
Cu,I,274.435,274.4331,,,39018.69,75446.67
Cu,I,274.5452,274.5464,,,44963.26,81376.21
Cu,I,274.6713,274.6711,,,41562.93,77959.34
Cu,I,274.86,274.866,,,41562.93,77933.5
Cu,I,274.939,274.954,,,30783.697,67142.68
Cu,I,274.9734,274.9733,,,41562.93,77919.35
Cu,I,275.0786,275.0791,,,41562.93,77905.37
Cu,I,275.129,275.127,,,41562.93,77899.09
Cu,I,275.181,275.1788,,,44963.26,81292.53
